EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,StepOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,on,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,Corner3PctBlocked
1751,1610612756,Jahidi White,Jahidi White,1751,PHX,15380.0,256,-47,502,506,89,135.0,72.0,1008,29.0,47.0,15.0,28.0,6.0,13.0,4.0,29.0,51.0,21.0,79.0,543,15.0,29.0,6.0,36.0,6.0,13.0,5.0,17.0,28.0,30.0,20.0,4.0,1.0,1.0,1.0,2.0,5.0,27.0,1.0,4.0,38.0,3.0,45.0,33.0,78.0,5.0,9.0,8.0,1.0,4.0,3.0,3.0,14.0,1.0,1.0,18.0,2.0,30.0,53.0,5.0,9.0,44.0,2.0,22.0,1.0,11.0,9.0,2.0,11.0,3.0,1.0,1.0,17.0,89,3.0,0.4827586206896552,0.7368421052631579,0.5686274509803921,0.5172413793103449,0.46153846153846156,0.5686274509803921,0.5172413793103449,0.46153846153846156,0.5486111111111112,0.5,0.4722222222222222,0.0784313725490196,0.06382978723404255,0.25,15.332197614991482,0.2222222222222222,0.23076923076923078,0.05555555555555555,0.18009478672985782,0.14754098360655737,0.08333333333333333,0.08064516129032258,0.16216216216216217,0.1306122448979592,0.2,0.13559322033898305,0.109375,0.11627906976744186,0.13333333333333333,0.2962962962962963,0.14432989690721648,0.06060606060606061,0.13333333333333333,0.2777777777777778,0.2727272727272727,0.9215686274509803,0.6170212765957447,0.6590909090909091,0.4827586206896552,0.0784313725490196,0.9655172413793104,0.5357142857142857,0.2,1.0,0.46153846153846156,0.9215686274509803,0.547421568627451,0.5537538461538462,0.5613615384615385,0.30985915492957744,0.30985915492957744,0.45569620253164556,0.21518987341772153,0.8431372549019608,0.17729083665338646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,74473.0,1241,-136,2438,2436,518,563.0,298.0,4874,90.0,151.0,20.0,47.0,16.0,32.0,150.0,201.0,439.0,84.0,591.0,2619,32.0,75.0,5.0,78.0,36.0,92.0,20.0,113.0,208.0,194.0,44.0,21.0,75.0,100.0,48.0,225.0,7.0,66.0,2.0,41.0,159.0,19.0,219.0,75.0,294.0,28.0,68.0,55.0,13.0,43.0,10.0,23.0,26.0,9.0,20.0,69.0,14.0,60.0,84.0,1.0,4.0,102.0,10.0,42.0,6.0,31.0,16.0,11.0,34.0,18.0,1.0,,113.0,518,9.0,0.5174129353233831,0.5810055865921788,0.45785876993166286,0.4266666666666667,0.391304347826087,0.47294776119402987,0.4397590361445783,0.3940677966101695,0.5043554006968641,0.4588235294117647,0.43023255813953487,0.04783599088838269,0.0728476821192053,0.05333333333333334,23.030085959885387,0.6231884057971014,0.27941176470588236,0.030303030303030304,0.17725752508361203,0.07260726072607261,0.18061674008810572,0.02766798418972332,0.17793594306049823,0.06282271944922548,0.09120521172638436,0.06968641114982578,0.05714285714285714,0.016666666666666666,0.11956521739130435,0.18565400843881857,0.21354166666666666,0.20394736842105263,0.13333333333333333,0.10144927536231885,0.5294117647058824,0.28171641791044777,0.5960264900662252,0.6428571428571429,0.5666666666666667,0.2798507462686567,0.5662650602409639,0.425531914893617,0.05,0.2711864406779661,0.5,0.4626865671641791,0.492740485074627,0.5110274647887324,0.4789783898305084,0.07394366197183098,0.08917197452229299,0.1319796954314721,0.19120135363790186,8.853075170842825,0.2124692370795734,65.0,46.0,138.0,18.0,36.0,1.0,4.0,3.0,8.0,17.0,61.0,2.0,4.0,4.0,18.0,35.0,97.0,3.0,8.0,7.0,26.0,93.0,12.0,61.0,17.0,1.0,25.0,14.0,11.0,9.0,18.0,6.0,16.0,3.0,2.0,1.0,4.0,2.0,0.8857142857142857,0.36082474226804123,0.375,0.2692307692307692,0.36082474226804123,0.18097014925373134,0.010309278350515464,0.014492753623188406,0.01639344262295082,0.0547945205479452,0.43333333333333335,0.45774647887323944,0.35384615384615387,0.2574626865671642,0.3333333333333333,0.3382352941176471,0.6521739130434783,0.06716417910447761,0.5,0.5,0.8888888888888888,0.11380597014925373,0.2786885245901639,0.2833333333333333,0.8823529411764706,0.04819277108433735,0.25,0.04819277108433735,0.5,1.0,0.06779661016949153,0.375,0.15254237288135594,0.2222222222222222,0.2786885245901639,24.52577319587629,,,,,,,,True,,,,
2051,1610612756,Donnell Harvey,Donnell Harvey,2051,PHX,10485.0,175,-57,340,338,107,114.0,38.0,678,8.0,17.0,2.0,4.0,3.0,7.0,19.0,16.0,41.0,12.0,44.0,367,5.0,8.0,1.0,11.0,6.0,15.0,9.0,21.0,14.0,18.0,8.0,6.0,6.0,7.0,5.0,15.0,1.0,7.0,1.0,7.0,22.0,6.0,35.0,9.0,44.0,1.0,6.0,2.0,4.0,7.0,1.0,5.0,4.0,,2.0,11.0,3.0,16.0,36.0,3.0,3.0,15.0,2.0,4.0,5.0,7.0,4.0,3.0,7.0,3.0,,,21.0,107,2.0,0.4375,0.5833333333333334,0.3902439024390244,0.625,0.4,0.3902439024390244,0.625,0.4,0.4583333333333333,0.6875,0.525,0.14634146341463414,0.29411764705882354,0.05263157894736842,15.104166666666668,0.6363636363636364,0.5454545454545454,0.07692307692307693,0.19298245614035087,0.05555555555555555,0.18421052631578946,0.03125,0.19078947368421054,0.05063291139240506,0.05263157894736842,0.08888888888888889,0.023255813953488372,0.045454545454545456,0.0967741935483871,0.14285714285714285,0.2727272727272727,0.23076923076923078,0.08333333333333333,0.05263157894736842,0.42857142857142855,0.4146341463414634,0.47058823529411764,0.6666666666666666,0.75,0.4634146341463415,0.5,0.5,,0.4666666666666667,0.42857142857142855,0.4146341463414634,0.46597317073170724,0.500525,0.47162000000000004,0.09302325581395349,0.09302325581395349,0.25,0.4772727272727273,5.573170731707317,0.31470588235294117,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.12195121951219512,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,79954.0,1333,-51,2630,2633,550,639.0,308.0,5263,78.0,132.0,14.0,22.0,17.0,24.0,115.0,198.0,421.0,70.0,574.0,2781,20.0,38.0,7.0,56.0,34.0,72.0,27.0,119.0,144.0,252.0,14.0,26.0,110.0,172.0,51.0,406.0,10.0,24.0,,26.0,94.0,8.0,128.0,34.0,162.0,13.0,37.0,26.0,11.0,57.0,12.0,35.0,30.0,5.0,22.0,87.0,21.0,26.0,54.0,1.0,5.0,88.0,9.0,40.0,6.0,7.0,4.0,2.0,7.0,4.0,1.0,1.0,119.0,550,5.0,0.36363636363636365,0.3769633507853403,0.47030878859857483,0.5263157894736842,0.4722222222222222,0.48554913294797686,0.5444444444444444,0.45544554455445546,0.5143626570915619,0.5714285714285714,0.5173913043478261,0.06175771971496437,0.10606060606060606,0.09565217391304348,21.516872702973604,0.6551724137931034,0.09195402298850575,,0.09523809523809523,0.025052192066805846,0.10526315789473684,0.03745318352059925,0.09724473257698542,0.027755102040816326,0.028481012658227847,0.029315960912052116,0.01791044776119403,0.041884816753926704,0.08524590163934426,0.07392996108949416,0.11529411764705882,0.08333333333333333,0.1518987341772152,0.05179282868525897,0.5714285714285714,0.2543352601156069,0.5909090909090909,0.6610169491525424,0.358974358974359,0.22157996146435452,0.4888888888888889,0.6363636363636364,0.21428571428571427,0.2376237623762376,0.7083333333333334,0.44315992292870904,0.4793091439688714,0.5017,0.4570670103092783,0.07441016333938294,0.08849557522123894,0.0975609756097561,0.2073170731707317,9.970783847981004,0.20912547528517111,54.0,66.0,174.0,23.0,41.0,1.0,2.0,3.0,7.0,13.0,57.0,2.0,5.0,5.0,22.0,36.0,98.0,3.0,7.0,8.0,29.0,93.0,15.0,53.0,13.0,,62.0,38.0,24.0,24.0,35.0,10.0,2.0,,,,1.0,,0.8611111111111112,0.3673469387755102,0.42857142857142855,0.27586206896551724,0.3829787234042553,0.18882466281310212,,0.005747126436781609,,0.02631578947368421,0.46956521739130436,0.5192307692307693,0.2962962962962963,0.3352601156069364,0.3793103448275862,0.3815028901734104,0.42424242424242425,0.0789980732177264,0.5609756097560976,0.5609756097560976,1.0,0.10982658959537572,0.22807017543859648,0.22807017543859648,0.6153846153846154,0.044444444444444446,0.5,0.1111111111111111,0.4,1.0,0.06930693069306931,0.42857142857142855,0.21782178217821782,0.22727272727272727,0.24528301886792453,25.663265306122458,4.0,1.0,6.0,1.0,1.0,0.010101010101010102,,True,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,90034.0,1501,-110,2949,2946,640,725.0,351.0,5895,112.0,182.0,6.0,13.0,21.0,32.0,36.0,127.0,260.0,47.0,550.0,3127,6.0,15.0,3.0,18.0,25.0,45.0,12.0,104.0,100.0,154.0,6.0,33.0,136.0,165.0,62.0,359.0,3.0,19.0,1.0,19.0,79.0,2.0,100.0,23.0,123.0,6.0,93.0,55.0,38.0,69.0,25.0,47.0,51.0,6.0,22.0,120.0,26.0,67.0,184.0,2.0,9.0,61.0,5.0,24.0,7.0,7.0,4.0,2.0,7.0,1.0,2.0,,104.0,640,25.0,0.3937007874015748,0.4032258064516129,0.48846153846153845,0.4,0.5555555555555556,0.5351063829787234,0.3125,0.5054945054945055,0.5544354838709677,0.34615384615384615,0.5306122448979592,0.12692307692307692,0.13736263736263737,0.19444444444444445,18.300653594771244,0.575,0.02,0.011904761904761904,0.0728110599078341,0.017608897126969416,0.06713780918727916,0.009836065573770493,0.07163742690058479,0.015895953757225433,0.013927576601671309,0.011695906432748537,0.026455026455026454,0.013953488372093023,0.06134969325153374,0.05017921146953405,0.09375,0.078125,0.04395604395604396,0.026905829596412557,0.14285714285714285,0.3872340425531915,0.6153846153846154,0.7133757961783439,0.4017857142857143,0.07659574468085106,0.5416666666666666,0.46153846153846156,0.16666666666666666,0.3516483516483517,0.65625,0.8340425531914893,0.5738527659574468,0.5425318181818182,0.556104945054945,0.049079754601226995,0.08602150537634409,0.03272727272727273,0.1890909090909091,4.352692307692308,0.21702271956595456,5.0,10.0,42.0,21.0,55.0,,5.0,3.0,12.0,62.0,155.0,1.0,4.0,11.0,34.0,83.0,210.0,1.0,9.0,14.0,46.0,213.0,36.0,155.0,62.0,2.0,29.0,9.0,20.0,25.0,49.0,9.0,,,,,1.0,,0.8554216867469879,0.3952380952380952,0.1111111111111111,0.30434782608695654,0.3952380952380952,0.44680851063829785,0.009523809523809525,0.023809523809523808,0.012903225806451613,,0.1388888888888889,0.1724137931034483,0.2,0.08936170212765958,0.23809523809523808,0.24390243902439024,0.4,0.11702127659574468,0.38181818181818183,0.38181818181818183,1.0,0.32978723404255317,0.4,0.40522875816993464,0.8064516129032258,0.20833333333333334,,0.16666666666666666,0.25,1.0,0.13186813186813187,0.25,0.37362637362637363,0.3235294117647059,0.4,24.70047619047619,,,3.0,,,,,True,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,51016.0,850,-46,1673,1665,387,372.0,202.0,3338,102.0,164.0,23.0,45.0,24.0,34.0,152.0,192.0,390.0,143.0,530.0,1812,27.0,65.0,25.0,79.0,43.0,72.0,43.0,129.0,178.0,206.0,36.0,26.0,27.0,36.0,16.0,81.0,12.0,51.0,3.0,24.0,89.0,14.0,127.0,66.0,193.0,15.0,32.0,20.0,12.0,30.0,8.0,10.0,40.0,8.0,20.0,70.0,13.0,41.0,85.0,8.0,13.0,203.0,18.0,102.0,10.0,44.0,40.0,2.0,44.0,24.0,6.0,2.0,129.0,387,4.0,0.4635416666666667,0.5114942528735632,0.49230769230769234,0.4153846153846154,0.5972222222222222,0.49362244897959184,0.4153846153846154,0.5972222222222222,0.5452674897119342,0.4647058823529412,0.6515151515151515,0.06666666666666667,0.08536585365853659,0.07236842105263158,28.996865203761754,0.42857142857142855,0.2413793103448276,0.046875,0.1435483870967742,0.0825242718446602,0.16,0.08571428571428572,0.14675324675324675,0.08311345646437995,0.12626262626262627,0.075,0.05,0.09615384615384616,0.14761904761904762,0.15789473684210525,0.13178294573643412,0.18518518518518517,0.09523809523809523,0.08670520231213873,0.5454545454545454,0.41836734693877553,0.6219512195121951,0.68,0.5098039215686274,0.3877551020408163,0.6923076923076923,0.5111111111111111,0.13043478260869565,0.4722222222222222,0.7058823529411765,0.42346938775510207,0.48075369897959164,0.5147175438596492,0.48582499999999995,0.21428571428571427,0.21518987341772153,0.1490566037735849,0.24339622641509434,6.561538461538461,0.23132098027495518,62.0,28.0,74.0,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,,3.0,,2.0,1.0,,9.0,7.0,2.0,3.0,8.0,3.0,,,,,2.0,,1.0,0.5,,,0.5,0.00510204081632653,,0.013513513513513514,,0.05555555555555555,0.40789473684210525,0.4397163120567376,0.4032258064516129,0.18877551020408162,0.3783783783783784,0.3835616438356164,0.42857142857142855,,,,,0.00510204081632653,0.5,0.5,1.0,,,,,,,,,,0.5,25.25,,1.0,4.0,,,,2.0,True,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,38026.0,634,-43,1247,1247,353,405.0,140.0,2494,23.0,42.0,1.0,4.0,5.0,13.0,5.0,27.0,65.0,39.0,168.0,1276,2.0,9.0,2.0,6.0,6.0,20.0,20.0,53.0,26.0,28.0,,13.0,25.0,39.0,20.0,92.0,3.0,5.0,,5.0,48.0,3.0,56.0,8.0,64.0,,17.0,12.0,5.0,16.0,2.0,11.0,9.0,1.0,5.0,25.0,6.0,27.0,55.0,1.0,4.0,48.0,2.0,18.0,7.0,2.0,1.0,1.0,2.0,2.0,,,53.0,353,13.0,0.48148148148148145,0.48148148148148145,0.4153846153846154,0.2222222222222222,0.3,0.5,0.18181818181818182,0.4714285714285714,0.5526315789473685,0.25,0.5520833333333334,0.2,0.2619047619047619,0.4,12.5,0.64,0.06,,0.10367170626349892,0.011494252873563218,0.04807692307692308,0.018867924528301886,0.09347442680776014,0.013468013468013467,0.012658227848101266,0.007692307692307693,0.013605442176870748,0.02654867256637168,0.11940298507462686,0.08547008547008547,0.10377358490566038,0.04285714285714286,0.058823529411764705,,1.0,0.32558139534883723,0.5476190476190477,0.7419354838709677,0.43478260869565216,0.03875968992248062,0.36363636363636365,0.25,1.0,0.37142857142857144,0.38461538461538464,0.8217054263565892,0.5420841085271317,0.45963000000000004,0.5146871428571428,0.12413793103448276,0.2222222222222222,0.03571428571428571,0.31547619047619047,5.898461538461539,0.2830793905372895,,4.0,18.0,12.0,27.0,,1.0,4.0,8.0,13.0,37.0,,1.0,3.0,7.0,25.0,64.0,,2.0,7.0,15.0,69.0,6.0,37.0,13.0,1.0,14.0,10.0,4.0,,5.0,3.0,,,,,,,0.92,0.390625,,0.4666666666666667,0.390625,0.49612403100775193,0.015625,,0.02702702702702703,,,,,0.13953488372093023,0.2222222222222222,0.2222222222222222,0.75,0.20930232558139536,0.4444444444444444,0.4444444444444444,1.0,0.2868217054263566,0.35135135135135137,0.3611111111111111,0.8461538461538461,0.09090909090909091,,0.09090909090909091,,,0.22857142857142856,0.5,0.2,0.42857142857142855,0.35135135135135137,24.549999999999997,,1.0,,,,,,True,,,,
2560,1610612756,Zarko Cabarkapa,Zarko Cabarkapa,2560,PHX,8403.0,140,-53,274,280,44,73.0,36.0,554,12.0,24.0,6.0,7.0,1.0,5.0,19.0,24.0,51.0,11.0,62.0,317,8.0,12.0,,16.0,1.0,10.0,,2.0,34.0,14.0,10.0,7.0,13.0,14.0,8.0,29.0,2.0,6.0,,4.0,11.0,3.0,18.0,8.0,26.0,3.0,3.0,3.0,,6.0,1.0,5.0,2.0,,1.0,8.0,2.0,5.0,19.0,5.0,1.0,16.0,4.0,10.0,,5.0,4.0,1.0,5.0,3.0,,,2.0,44,3.0,0.7083333333333334,0.8947368421052632,0.47058823529411764,0.6666666666666666,0.1,0.45535714285714285,0.6666666666666666,0.1,0.5,0.6666666666666666,0.1,0.13725490196078433,0.2916666666666667,,22.22222222222222,0.75,0.21428571428571427,,0.11956521739130435,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.125,0.05714285714285714,0.07894736842105263,0.05555555555555555,0.03225806451612903,0.04,0.10344827586206896,0.09523809523809523,0.14285714285714285,0.1111111111111111,0.2,0.125,0.6,0.42857142857142855,0.5,0.7058823529411765,0.6666666666666666,0.3392857142857143,0.5833333333333334,0.8571428571428571,0.3333333333333333,0.5,0.2,0.5178571428571429,0.5046482142857143,0.54221,0.51903,0.16129032258064516,0.17543859649122806,0.25806451612903225,0.03225806451612903,6.443137254901961,0.16058394160583941,7.0,5.0,8.0,,,,,,,1.0,5.0,,,,,1.0,5.0,,,,,,3.0,5.0,1.0,,1.0,1.0,,4.0,1.0,1.0,,,,,,,,0.2,,,0.2,0.08928571428571429,,,,0.1,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.14285714285714285,0.625,0.625,1.0,,,,,0.08928571428571429,0.2,0.2,,,,,,,,,,,0.2,25.6,,,,,,,,True,,,,
2573,1610612756,Maciej Lampe,Maciej Lampe,2573,PHX,5589.0,93,-18,183,183,55,66.0,22.0,366,4.0,6.0,1.0,1.0,2.0,3.0,8.0,21.0,34.0,4.0,46.0,204,4.0,6.0,,8.0,3.0,7.0,2.0,8.0,30.0,12.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,,3.0,6.0,6.0,15.0,3.0,18.0,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,,,4.0,1.0,5.0,8.0,1.0,,4.0,,1.0,1.0,2.0,2.0,,2.0,1.0,,,8.0,55,1.0,0.7142857142857143,0.75,0.6176470588235294,0.6666666666666666,0.42857142857142855,0.5833333333333334,0.6666666666666666,0.375,0.6052631578947368,0.6666666666666666,0.4444444444444444,0.029411764705882353,0.16666666666666666,,20.09569377990431,0.25,0.5,,0.09523809523809523,0.03278688524590164,0.125,0.05263157894736842,0.10344827586206896,0.0375,0.0625,0.05555555555555555,,0.07142857142857142,0.13636363636363635,0.11764705882352941,0.041666666666666664,0.05555555555555555,0.3333333333333333,0.07142857142857142,0.5,0.16666666666666666,0.6666666666666666,0.8,0.75,0.2222222222222222,0.16666666666666666,1.0,,0.375,0.6666666666666666,0.2222222222222222,0.4555638888888888,0.4727,0.49796875000000007,0.02702702702702703,0.02857142857142857,0.17391304347826086,0.17391304347826086,12.850000000000003,0.3005464480874317,4.0,13.0,20.0,,1.0,,,,,,1.0,,,,1.0,,2.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,0.05555555555555555,,,,,0.5,0.5,0.25,0.5555555555555556,0.65,0.65,0.8461538461538461,0.027777777777777776,,,,0.027777777777777776,,,,,,,,,,,0.125,,,24.15,,,,,,,,True,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,3863.0,64,13,130,121,22,50.0,18.0,251,1.0,6.0,1.0,2.0,,2.0,1.0,5.0,20.0,4.0,14.0,123,1.0,3.0,,2.0,,6.0,,,8.0,2.0,2.0,2.0,5.0,5.0,2.0,10.0,,6.0,,1.0,5.0,2.0,8.0,6.0,14.0,,6.0,3.0,3.0,3.0,,2.0,,,1.0,3.0,,3.0,5.0,1.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,22,2.0,0.8,1.0,0.25,0.3333333333333333,,0.25,0.3333333333333333,,0.3181818181818182,0.3333333333333333,,0.1,0.16666666666666666,1.0,16.233766233766232,1.0,0.4,,0.13157894736842105,0.10714285714285714,0.05555555555555555,,0.10714285714285714,0.09090909090909091,0.2222222222222222,0.125,,,0.25,0.15384615384615385,0.058823529411764705,0.08333333333333333,,,,0.3,0.16666666666666666,0.2,,0.05,0.6666666666666666,0.5,,0.3333333333333333,,0.3,0.44423,0.5142333333333333,0.43270000000000003,0.047619047619047616,0.047619047619047616,0.14285714285714285,,12.02,0.16923076923076924,,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.65,0.3076923076923077,0.3076923076923077,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
