EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,Corner3Assists,OffThreePtRebounds,FTOffRebounds,BadPassSteals,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,Travels,3SecondViolations,LongMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlockedLongMidRange,SecondChanceAtRimPctAssisted,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes
120,1610612740,Steven Smith,Steven Smith,120,NOH,8968.0,149.0,-9.0,270.0,265.0,67.0,69.0,28.0,535.0,9.0,12.0,2.0,2.0,3.0,3.0,7.0,3.0,10.0,4.0,7.0,1.0,2.0,2.0,5.0,11.0,2.0,3.0,15.0,29.0,9.0,18.0,15.0,72.0,291.0,1.0,3.0,1.0,6.0,8.0,4.0,8.0,4.0,5.0,5.0,25.0,22.0,8.0,21.0,6.0,11.0,5.0,2.0,12.0,2.0,14.0,2.0,3.0,3.0,6.0,30.0,4.0,1.0,8.0,9.0,4.0,13.0,2.0,2.0,4.0,1.0,3.0,7.0,1.0,11.0,1.0,4.0,8.0,20.0,3.0,6.0,15.0,1.0,7.0,25.0,67.0,1.0,0.7333333333333333,0.7333333333333333,0.7777777777777778,0.5,0.8,0.5,0.5172413793103449,0.3333333333333333,0.5,0.6063829787234043,0.25,0.7692307692307693,0.6574074074074074,0.5714285714285714,0.8,0.3829787234042553,0.0689655172413793,0.0833333333333333,0.1428571428571428,21.45214521452145,0.3636363636363636,0.0869565217391304,0.0476190476190476,0.03125,0.0725806451612903,0.0341880341880341,0.1111111111111111,0.0416666666666666,0.1666666666666666,0.037037037037037,0.073170731707317,0.0384615384615384,0.2553191489361702,0.75,0.8181818181818182,0.7777777777777778,0.1489361702127659,0.4285714285714285,0.5,0.6666666666666666,0.2127659574468085,0.3,0.3,0.6666666666666666,0.1489361702127659,0.5714285714285714,0.5714285714285714,1.0,0.2340425531914893,0.4545454545454545,0.4545454545454545,0.6,0.5,0.25,0.2307692307692307,0.6666666666666666,0.1538461538461538,1.0,0.2307692307692307,0.6666666666666666,0.6382978723404256,0.4545454545454545,0.5018989361702128,0.4978333333333333,0.507523076923077,0.1296296296296296,0.1944444444444444,0.1111111111111111,0.3472222222222222,7.686206896551725,24.31666666666667,0.2481481481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,7518.0,125.0,-35.0,242.0,243.0,65.0,110.0,31.0,485.0,3.0,3.0,,,,,3.0,13.0,25.0,2.0,5.0,,1.0,2.0,3.0,8.0,,,16.0,31.0,5.0,13.0,12.0,59.0,276.0,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,10.0,16.0,16.0,12.0,3.0,8.0,3.0,,8.0,5.0,13.0,4.0,4.0,1.0,3.0,31.0,2.0,1.0,3.0,4.0,4.0,8.0,2.0,,5.0,1.0,4.0,4.0,1.0,9.0,1.0,5.0,5.0,8.0,,3.0,17.0,2.0,4.0,10.0,65.0,,0.5,0.5,0.8,0.3846153846153846,0.5,0.3846153846153846,0.5161290322580645,,0.4,0.5340909090909091,,0.5,0.5588235294117647,0.1666666666666666,0.5555555555555556,0.2954545454545454,,,,21.58273381294964,0.5555555555555556,0.0428571428571428,0.0263157894736842,0.0416666666666666,0.0425531914893617,0.0265486725663716,,0.0212765957446808,,,0.1071428571428571,,0.0681818181818181,1.0,1.0,,0.0681818181818181,,,,0.5681818181818182,0.52,0.52,0.6153846153846154,0.1136363636363636,0.4,0.4,1.0,0.1818181818181818,0.375,0.375,0.6666666666666666,,,,,0.2857142857142857,0.5,,,0.3636363636363636,0.375,0.4670227272727272,0.466975,0.4452214285714286,0.1020408163265306,0.1142857142857142,0.0169491525423728,0.1694915254237288,16.158064516129034,24.54615384615385,0.268595041322314,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.25,0.027027027027027,0.0666666666666666,0.0454545454545454,0.1,0.5,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,5232.0,87.0,4.0,161.0,164.0,42.0,84.0,21.0,325.0,4.0,7.0,3.0,2.0,3.0,3.0,7.0,3.0,9.0,,,,,,,,,,10.0,23.0,,,6.0,26.0,165.0,2.0,4.0,,,4.0,3.0,8.0,,,,6.0,16.0,4.0,,,,,4.0,1.0,1.0,2.0,1.0,1.0,,,5.0,6.0,1.0,11.0,17.0,8.0,25.0,,,3.0,1.0,2.0,5.0,1.0,8.0,,2.0,2.0,8.0,1.0,1.0,6.0,,3.0,6.0,42.0,4.0,0.8,1.0,,,,,0.4347826086956521,0.5,0.375,0.4347826086956521,0.5,0.375,0.5,0.5,0.375,,0.1739130434782608,0.2857142857142857,0.1428571428571428,18.37837837837838,0.375,0.2037037037037037,0.1153846153846153,0.0526315789473684,0.1643835616438356,0.0921052631578947,0.0909090909090909,0.1612903225806451,0.1666666666666666,0.238095238095238,0.1904761904761904,0.0909090909090909,0.3043478260869565,0.5714285714285714,0.8,0.5,0.3043478260869565,0.4285714285714285,0.5,1.0,0.391304347826087,0.3333333333333333,0.375,1.0,,,,,,,,,0.75,,0.375,0.6666666666666666,,,,,0.3043478260869565,,0.4195652173913043,0.5810666666666666,0.446025,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.2307692307692307,9.47391304347826,,0.2608695652173913,,,1.0,1.0,,,,,,,0.3333333333333333,0.0416666666666666,,0.0625,,,,2.0,4.0,5.0,1.0,2.0,0.1111111111111111,0.7142857142857143,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,10799.0,180.0,27.0,339.0,330.0,84.0,127.0,52.0,669.0,15.0,28.0,2.0,3.0,5.0,3.0,7.0,5.0,22.0,4.0,10.0,2.0,3.0,5.0,16.0,37.0,4.0,10.0,23.0,57.0,20.0,47.0,17.0,123.0,333.0,1.0,5.0,6.0,,11.0,4.0,13.0,7.0,15.0,7.0,36.0,18.0,28.0,36.0,24.0,36.0,16.0,4.0,29.0,10.0,39.0,5.0,11.0,5.0,13.0,88.0,4.0,2.0,10.0,12.0,6.0,18.0,14.0,8.0,8.0,1.0,5.0,6.0,3.0,14.0,1.0,2.0,3.0,9.0,,1.0,23.0,,11.0,36.0,84.0,2.0,0.391304347826087,0.391304347826087,0.6,0.425531914893617,0.4666666666666667,0.4347826086956521,0.4035087719298245,0.2,0.3076923076923077,0.5096153846153846,0.5,0.5178571428571429,0.5394736842105263,0.5,0.5625,0.4519230769230769,0.0701754385964912,0.1071428571428571,0.1428571428571428,32.08020050125313,0.5714285714285714,0.0862068965517241,0.0363636363636363,0.0606060606060606,0.0805369127516778,0.0355029585798816,0.0789473684210526,0.0175438596491228,0.054054054054054,0.0588235294117647,0.1333333333333333,0.05,0.2692307692307692,0.5357142857142857,0.6,0.4666666666666667,0.0673076923076923,0.4285714285714285,0.5,,0.2115384615384615,0.2272727272727272,0.2272727272727272,0.4,0.0961538461538461,0.4,0.4,0.75,0.3557692307692308,0.4324324324324324,0.4324324324324324,0.5625,0.1818181818181818,0.1818181818181818,0.1785714285714285,0.6,0.1785714285714285,0.6,0.3571428571428571,0.4,0.7211538461538461,0.4444444444444444,0.5288936893203884,0.47454375,0.4950222222222222,0.1052631578947368,0.1666666666666666,0.089430894308943,0.2926829268292683,8.110526315789473,25.274468085106385,0.247787610619469,4.0,5.0,2.0,,6.0,1.0,,3.0,3.0,5.0,,0.0338983050847457,,0.0444444444444444,0.0769230769230769,0.3636363636363636,0.0208333333333333,,,,1.0,,,,,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.0535714285714285,0.75,1.0,,,,,,,,,,,,,,,,True,,,,
399,1610612740,Sean Rooks,Sean Rooks,399,NOH,19135.0,319.0,-7.0,609.0,599.0,175.0,219.0,78.0,1208.0,2.0,10.0,5.0,,4.0,6.0,11.0,26.0,73.0,,,,,,,,,,34.0,94.0,,,12.0,80.0,614.0,2.0,9.0,,6.0,10.0,8.0,33.0,,,8.0,24.0,62.0,6.0,,,,,3.0,10.0,1.0,11.0,,4.0,3.0,3.0,23.0,4.0,9.0,27.0,40.0,10.0,50.0,9.0,3.0,7.0,3.0,6.0,8.0,1.0,15.0,1.0,7.0,25.0,48.0,7.0,2.0,15.0,,7.0,24.0,175.0,6.0,0.9117647058823528,0.9393939393939394,,,,,0.3617021276595745,0.2222222222222222,0.2424242424242424,0.3617021276595745,0.2222222222222222,0.2424242424242424,0.4,0.4166666666666667,0.3157894736842105,,0.0319148936170212,0.2,0.0909090909090909,16.405135520684738,0.4666666666666667,0.1323529411764706,0.0202020202020202,0.1451612903225806,0.1353383458646616,0.0346020761245674,0.0392156862745098,,0.0943396226415094,0.1475409836065573,0.1444444444444444,0.225,0.1063829787234042,0.2,0.25,0.5,0.1170212765957446,0.5454545454545454,0.6,0.6666666666666666,0.776595744680851,0.3561643835616438,0.3561643835616438,1.0,,,,,,,,,0.5555555555555556,,0.1212121212121212,,,,,,0.1063829787234042,,0.4077297872340425,0.4686166666666667,0.3959636363636363,0.0714285714285714,0.0714285714285714,0.125,0.3,15.252127659574468,,0.2873563218390804,,1.0,6.0,,6.0,,2.0,5.0,4.0,5.0,,0.0659340659340659,0.054054054054054,0.09375,,,,1.0,2.0,4.0,2.0,,,0.2105263157894736,0.2,,,,,,,3.0,,,,,,,,1.0,1.0,2.0,0.4,,,,,,,,,,,,True,,,,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,15272.0,255.0,3.0,490.0,480.0,135.0,154.0,65.0,970.0,11.0,15.0,,2.0,4.0,2.0,2.0,11.0,19.0,4.0,14.0,2.0,1.0,4.0,12.0,47.0,1.0,12.0,24.0,36.0,16.0,61.0,9.0,105.0,476.0,,1.0,9.0,,9.0,4.0,9.0,2.0,16.0,3.0,17.0,28.0,20.0,36.0,12.0,46.0,12.0,2.0,31.0,15.0,46.0,8.0,15.0,2.0,14.0,107.0,2.0,6.0,13.0,19.0,4.0,23.0,27.0,9.0,11.0,2.0,10.0,4.0,1.0,15.0,,4.0,2.0,15.0,,,12.0,2.0,3.0,17.0,135.0,3.0,0.5833333333333334,0.5833333333333334,0.75,0.2622950819672131,0.125,0.2666666666666666,0.6666666666666666,,0.4444444444444444,0.4948453608247423,0.45,0.28,0.5148514851485149,0.45,0.3076923076923077,0.6288659793814433,0.0555555555555555,0.0666666666666666,,20.422535211267608,0.7333333333333333,0.0760233918128654,0.0125786163522012,0.12,0.085972850678733,0.0127118644067796,0.0238095238095238,0.0114942528735632,0.0638297872340425,0.08,0.081081081081081,0.0303030303030303,0.1546391752577319,0.7333333333333333,0.7857142857142857,0.5454545454545454,0.0206185567010309,1.0,1.0,,0.1958762886597938,0.5789473684210527,0.6111111111111112,0.7272727272727273,0.1443298969072164,0.2857142857142857,0.2857142857142857,0.75,0.4845360824742268,0.2553191489361702,0.2666666666666666,0.75,,0.2,0.16,0.5,0.16,0.25,0.48,0.0833333333333333,0.7835051546391752,0.2608695652173913,0.5464510416666666,0.5673055555555556,0.5294104166666667,0.04,0.0789473684210526,0.0857142857142857,0.1619047619047619,10.52222222222222,24.963934426229507,0.2755102040816326,7.0,7.0,1.0,1.0,18.0,1.0,1.0,,,,0.0769230769230769,0.0129870129870129,,0.0175438596491228,0.2941176470588235,0.7,0.0161290322580645,,,,,,0.0526315789473684,,,2.0,3.0,1.0,1.0,2.0,,1.0,,,,0.3333333333333333,0.02,0.2857142857142857,1.0,,,,,1.0,2.0,0.0327868852459016,0.0425531914893617,0.5,1.0,,,,,,True,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,8139.0,136.0,-11.0,262.0,256.0,68.0,59.0,25.0,518.0,9.0,13.0,4.0,1.0,2.0,10.0,14.0,4.0,13.0,,,,,,,,,,23.0,40.0,,,9.0,55.0,281.0,5.0,6.0,,4.0,14.0,4.0,7.0,,,4.0,12.0,32.0,14.0,,,,,4.0,4.0,,4.0,,1.0,,3.0,8.0,10.0,3.0,15.0,21.0,14.0,35.0,5.0,2.0,7.0,1.0,3.0,5.0,4.0,12.0,2.0,3.0,8.0,25.0,2.0,3.0,20.0,,10.0,12.0,68.0,5.0,0.6956521739130435,0.8421052631578947,,,,,0.575,0.8333333333333334,0.5714285714285714,0.575,0.8333333333333334,0.5714285714285714,0.5612244897959183,0.7,0.5454545454545454,,0.1,0.3076923076923077,,20.819112627986343,0.5833333333333334,0.15625,0.1282051282051282,0.1304347826086956,0.1512605042016806,0.125,0.3333333333333333,0.0851063829787234,0.1818181818181818,0.1379310344827586,0.1555555555555555,0.0666666666666666,0.325,0.6923076923076923,1.0,0.5555555555555556,0.35,0.7142857142857143,0.7142857142857143,0.7,0.325,0.3076923076923077,0.3076923076923077,1.0,,,,,,,,,0.6666666666666666,,0.2857142857142857,0.5,,,,,0.325,,0.4376574999999999,0.52968,0.4050714285714286,0.2083333333333333,0.2083333333333333,0.2545454545454545,0.2181818181818181,8.7925,,0.2595419847328244,,,4.0,,3.0,,1.0,3.0,3.0,3.0,,0.1176470588235294,,0.0833333333333333,0.25,,,3.0,8.0,3.0,,1.0,,0.4285714285714285,0.75,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,0.2,,,True,,,,
2561,1610612740,David West,David West,2561,NOH,6424.0,107.0,-8.0,210.0,204.0,81.0,102.0,35.0,414.0,11.0,18.0,10.0,4.0,7.0,,4.0,,3.0,,,,,,,1.0,,1.0,11.0,25.0,,1.0,8.0,30.0,194.0,5.0,11.0,,2.0,12.0,4.0,7.0,,1.0,3.0,11.0,12.0,10.0,,,1.0,,2.0,4.0,1.0,5.0,1.0,1.0,,3.0,11.0,14.0,2.0,13.0,18.0,17.0,35.0,3.0,,3.0,,1.0,7.0,2.0,10.0,,3.0,5.0,14.0,4.0,3.0,10.0,,6.0,11.0,81.0,1.0,0.5454545454545454,1.0,,,,,0.44,0.4545454545454545,0.5714285714285714,0.4230769230769231,0.4545454545454545,0.5,0.5,0.5,0.55,0.0384615384615384,0.08,0.0555555555555555,,16.0,0.3,0.2063492063492063,0.1818181818181818,0.0909090909090909,0.1764705882352941,0.1504424778761062,0.217391304347826,0.1538461538461538,0.15,0.3846153846153846,0.1666666666666666,0.0666666666666666,0.6923076923076923,0.6111111111111112,0.6470588235294118,0.5454545454545454,0.1538461538461538,,,,0.1153846153846153,,,,,,,,0.0384615384615384,,,,0.9090909090909092,,0.875,0.5714285714285714,,,0.125,,0.7307692307692307,,0.5049326923076923,0.53264,0.57608125,0.2,0.2068965517241379,0.4,0.3666666666666666,2.716,24.5,0.3857142857142857,,,3.0,,3.0,,,3.0,1.0,3.0,,0.0833333333333333,0.2,0.074074074074074,0.1428571428571428,,,5.0,10.0,3.0,,2.0,0.3333333333333333,0.4285714285714285,0.5,,,,5.0,2.0,,2.0,,,,,0.5,,,,1.0,1.0,0.3333333333333333,,,,,,,,,0.1111111111111111,1.0,,True,,,,
469,1610612740,Jamal Mashburn,Jamal Mashburn,469,NOH,250.0,4.0,,7.0,6.0,,,1.0,13.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3485,,,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1724,1610612740,Bryce Drew,Bryce Drew,1724,NOH,1682.0,28.0,-6.0,55.0,56.0,35.0,26.0,3.0,111.0,2.0,2.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,,1.0,,,2.0,4.0,,2.0,1.0,5.0,51.0,,,,,,2.0,4.0,,,1.0,5.0,4.0,,,,1.0,,,3.0,1.0,4.0,1.0,,,3.0,9.0,,,3.0,3.0,,3.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,5.0,35.0,,1.0,1.0,,,,,0.5,,0.5,0.3333333333333333,,0.5,0.4166666666666667,,0.625,0.3333333333333333,,,,11.864406779661016,,0.1363636363636363,,,0.1034482758620689,,,,0.25,,0.1176470588235294,,0.3333333333333333,1.0,1.0,1.0,0.1666666666666666,,,,0.1666666666666666,,,,0.1666666666666666,,,,0.1666666666666666,,,,,,0.5,1.0,,,,,0.6666666666666666,,0.5685333333333333,,0.56435,0.1666666666666666,0.25,,1.0,7.75,23.9,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,
