EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtAssists,Arc3Assists,FTDefRebounds,SecondChanceTurnovers,TwoPtShootingFoulsDrawn,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChancePoints,DefThreePtRebounds,SecondChanceTsPct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,FTOffRebounds,2pt And 1 Free Throw Trips,OffensiveGoaltends,OffFTReboundPct,OffAtRimReboundPct,on,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,BlockedShortMidRange,3SecondViolations,SecondChanceFg3Pct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,DefensiveGoaltends,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,816.0,14,18.0,30,30,18.0,23.0,3.0,60,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,8.0,1.0,2.0,10.0,19,1.0,4.0,6.0,2.0,10.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,10.0,18.0,3.0,0.5,0.5,0.5,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,0.7142857142857143,0.1111111111111111,33.33333333333333,1.0,0.3636363636363636,0.2,0.3333333333333333,0.0909090909090909,0.3333333333333333,1.0,0.4285714285714285,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,0.4444444444444444,0.5,0.5,0.5,0.1111111111111111,1.0,0.1666666666666666,1.0,0.3333333333333333,0.4739666666666666,0.44155,1.0,11.7375,23.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1610612749,Damon Jones,Damon Jones,1800,MIL,1463.0,24,8.0,50,52,28.0,32.0,7.0,102,,1.0,,,1.0,,,3.0,4.0,1.0,3.0,5.0,6.0,2.0,17.0,47,,,2.0,2.0,5.0,6.0,,7.0,7.0,4.0,,14.0,,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,5.0,28.0,1.0,1.0,1.0,0.6,,0.6818181818181818,0.25,0.7083333333333334,0.3571428571428571,0.5454545454545454,28.070175438596493,0.75,0.1,,0.0952380952380952,0.0588235294117647,,,0.2222222222222222,0.0909090909090909,,,,,,,0.3636363636363636,0.75,0.75,1.0,0.0909090909090909,,0.1666666666666666,,0.6363636363636364,0.4843045454545454,0.509375,0.2941176470588235,13.0,25.4,0.56,1.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,4.0,9.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.25,0.5,0.2,1.0,0.0909090909090909,0.3333333333333333,0.4545454545454545,0.6,0.6,1.0,1.0,0.1666666666666666,0.5,0.3333333333333333,0.6,0.5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,2039.0,34,7.0,67,69,37.0,46.0,12.0,136,,,,,,,,,,,,,,1.0,1.0,66,,,,1.0,1.0,,,1.0,3.0,,,8.0,,5.0,9.0,1.0,10.0,,,2.0,1.0,2.0,5.0,2.0,,1.0,37.0,2.0,,,,,,,0.5,0.5,,3.7037037037037033,1.0,0.1666666666666666,,0.15625,0.0384615384615384,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,1.0,,,0.5522388059701493,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,,,,,,0.0526315789473684,,,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,0.4444444444444444,0.1428571428571428,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,1260.0,21,-3.0,40,40,29.0,31.0,9.0,80,1.0,1.0,,,,,2.0,3.0,4.0,,4.0,7.0,,4.0,12.0,43,1.0,3.0,4.0,3.0,9.0,6.0,2.0,1.0,1.0,,1.0,2.0,,3.0,4.0,1.0,5.0,1.0,,1.0,1.0,1.0,4.0,12.0,1.0,9.0,29.0,,0.75,0.75,0.5714285714285714,0.75,0.5714285714285714,0.75,0.4615384615384615,0.5,,27.45098039215686,1.0,0.1875,,0.2222222222222222,0.0588235294117647,,0.125,0.25,0.1428571428571428,1.0,1.0,,0.2857142857142857,,,0.5714285714285714,0.75,0.75,1.0,,,,,0.1428571428571428,0.4442142857142857,0.38095,0.75,13.042857142857144,,0.725,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,0.1428571428571428,,0.0714285714285714,0.25,,,,,,,,,,0.4533,,,,,5.0,,,0.25,0.4166666666666667,0.4166666666666667,1.0,1.0,1.0,0.1666666666666666,0.5,0.5,1.0,0.0833333333333333,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,751.0,13,16.0,26,27,18.0,20.0,4.0,53,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,5.0,,,8.0,16,1.0,2.0,2.0,,4.0,6.0,2.0,,2.0,,,6.0,,3.0,4.0,1.0,5.0,,,,,1.0,1.0,,,4.0,18.0,,0.75,1.0,0.8,1.0,0.8,1.0,0.8,1.0,,20.0,,0.2727272727272727,,0.2307692307692307,0.1,,0.5,0.3333333333333333,0.8,0.75,0.75,0.6666666666666666,0.2,1.0,1.0,,,,,,1.0,0.5,1.0,0.8,0.602,0.4826,0.5,2.42,,0.6923076923076923,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,0.1666666666666666,,,,,,,,,,,0.5886,2.0,2.0,1.0,,,0.5,0.5,,,,,2.0,,1.0,,,,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,1610612749,Dan Langhi,Dan Langhi,2061,MIL,315.0,5,8.0,12,13,7.0,12.0,1.0,25,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,8,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,7.0,,,,1.0,,0.5,,0.5,,0.5,15.384615384615383,,,,,,,,,,,,,0.5,1.0,1.0,,,,,0.5,,,,0.5,0.49645,,,11.2,23.1,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,1402.0,23,-11.0,44,45,19.0,26.0,9.0,89,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,10.0,3.0,2.0,12.0,52,2.0,2.0,4.0,1.0,5.0,8.0,2.0,2.0,2.0,,,4.0,,1.0,2.0,,2.0,,,,,,1.0,6.0,1.0,5.0,19.0,1.0,0.8,0.8,0.5,0.5,0.3846153846153846,0.3333333333333333,0.375,0.3125,0.2307692307692307,29.09090909090909,,0.0476190476190476,,0.0454545454545454,,,,,0.2307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.2307692307692307,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.75,0.75,0.6666666666666666,0.1538461538461538,0.3333333333333333,0.5,0.3333333333333333,0.4615384615384615,0.4798423076923077,0.5400999999999999,0.4166666666666667,10.31,24.3,0.4318181818181818,1.0,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,0.0769230769230769,,,,0.3333333333333333,0.1666666666666666,0.1666666666666666,,,0.4984166666666667,,,1.0,,2.0,0.1428571428571428,,0.1428571428571428,0.1333333333333333,0.1666666666666666,,2.0,,0.3333333333333333,,,,0.1666666666666666,,1.0,,,,,,,0.5,0.3333333333333333,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,901.0,15,-4.0,29,29,15.0,23.0,4.0,58,2.0,3.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,5.0,,,4.0,36,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,2.0,1.0,,,,1.0,3.0,1.0,,2.0,15.0,,0.5,1.0,0.4,0.5,0.4,0.5,0.4,0.5,,17.142857142857142,,,,,0.0833333333333333,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,,,0.2,,,,,1.0,1.0,0.5,0.6,0.53898,0.5527500000000001,0.5,5.2,,0.5172413793103449,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,3.0,,,,,,,0.1,,,,,,,,,,,0.5646,,,,,1.0,,,,0.2,0.2,,2.0,,1.0,,,,0.5,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,387.0,6,-5.0,12,13,4.0,3.0,4.0,25,,,,,,,,,,,,,,2.0,2.0,14,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,2.0,2.0,,,4.0,,,,,,,,1.0,,,6.25,,0.1111111111111111,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,861.0,14,1.0,25,27,10.0,14.0,7.0,52,,,,,,,1.0,,1.0,,,2.0,1.0,2.0,5.0,29,1.0,,1.0,2.0,2.0,,,3.0,3.0,,,6.0,,,,,,1.0,1.0,2.0,,2.0,,2.0,,2.0,10.0,,,,,,0.5,,0.625,0.5,0.3333333333333333,17.64705882352941,1.0,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,0.3333333333333333,0.4146666666666667,0.3518,0.4,13.0,24.4,0.4,,,1.0,1.0,,,1.0,,,,3.0,1.0,1.0,,3.0,,,,2.0,,1.0,,1.0,1.0,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,0.3627,,,,1.0,1.0,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
