EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Fg3aBlocked,BlockedLongMidRange,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,BlockedCorner3,on
1499,1610612739,Tony Battie,Tony Battie,1499,CLE,15999.0,267,-54,481,476,120,119,74.0,957,14.0,21.0,9.0,12.0,3.0,5.0,12.0,24.0,6.0,25.0,32.0,70.0,2.0,66.0,527,11.0,17.0,1.0,23.0,8.0,15.0,1.0,17.0,32.0,32.0,18.0,4.0,7.0,2.0,9.0,2.0,3.0,2.0,2.0,20.0,3.0,20.0,2.0,8.0,29.0,5.0,42.0,25.0,67.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,8.0,2.0,1.0,1.0,1.0,15.0,3.0,15.0,23.0,1.0,2.0,4.0,1.0,1.0,8.0,8.0,8.0,3.0,17.0,120,2.0,0.5,0.6956521739130435,0.45714285714285713,0.6470588235294118,0.5333333333333333,0.45714285714285713,0.6470588235294118,0.5333333333333333,0.4583333333333333,0.6388888888888888,0.53125,0.05714285714285714,0.19047619047619047,15.263157894736842,0.4666666666666667,0.4166666666666667,0.15384615384615385,0.15425531914893617,0.0947867298578199,0.14545454545454545,0.09090909090909091,0.1522633744855967,0.0942622950819672,0.1320754716981132,0.046875,0.10638297872340426,0.05,0.15384615384615385,0.07407407407407407,0.2571428571428571,0.109375,0.18421052631578946,0.058823529411764705,0.058823529411764705,0.375,0.3,0.6666666666666666,0.8235294117647058,0.2857142857142857,0.34285714285714286,0.5,0.5,0.5,0.35714285714285715,0.24,0.24,1.0,0.7058823529411765,0.75,0.3333333333333333,0.6,0.3,0.45265857142857147,0.5317333333333333,0.45258666666666664,0.014084507042253521,0.014084507042253521,0.3484848484848485,0.25757575757575757,9.749999999999996,0.2494802494802495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1563,1610612739,Kevin Ollie,Kevin Ollie,1563,CLE,38109.0,635,-41,1175,1180,391,322,151.0,2355,13.0,32.0,,,5.0,15.0,8.0,31.0,19.0,49.0,40.0,112.0,41.0,130.0,1214,,5.0,2.0,2.0,15.0,37.0,20.0,50.0,52.0,28.0,,9.0,100.0,14.0,114.0,10.0,37.0,15.0,48.0,242.0,2.0,7.0,1.0,17.0,45.0,4.0,66.0,10.0,76.0,,21.0,14.0,7.0,21.0,1.0,16.0,15.0,2.0,5.0,2.0,1.0,36.0,12.0,17.0,65.0,,7.0,54.0,16.0,10.0,3.0,1.0,4.0,4.0,50.0,391,10.0,0.65,0.65,0.35714285714285715,,0.40540540540540543,0.3771186440677966,,0.39473684210526316,0.45,0.125,0.4803921568627451,0.08035714285714286,0.21875,13.008130081300814,0.5833333333333334,0.1,0.029411764705882353,0.09127789046653144,0.014553014553014554,0.15454545454545454,0.023255813953488372,0.10281923714759536,0.015873015873015872,0.0196078431372549,0.014285714285714285,0.010638297872340425,0.03278688524590164,,0.07602339181286549,0.11333333333333333,0.0872093023255814,0.16,0.14285714285714285,,1.0,0.2711864406779661,0.40625,0.52,0.6923076923076923,0.2627118644067797,0.25806451612903225,0.27586206896551724,,0.4152542372881356,0.3877551020408163,0.3877551020408163,0.8947368421052632,,,0.39473684210526316,0.3333333333333333,0.3220338983050847,0.4596072033898305,0.41388571428571425,0.49516052631578955,0.12307692307692308,0.12903225806451613,0.015384615384615385,0.38461538461538464,10.719642857142857,0.33276595744680854,3.0,6.0,2.0,1.0,3.0,6.0,2.0,1.0,6.0,3.0,6.0,3.0,4.0,2.0,4.0,6.0,1.0,1.0,2.0,0.6666666666666666,0.5,0.5,0.05084745762711865,0.06451612903225806,0.05084745762711865,0.5,0.5,0.6666666666666666,0.2857142857142857,0.02631578947368421,0.5,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1924,1610612739,Lee Nailon,Lee Nailon,1924,CLE,12745.0,212,-57,398,387,99,110,47.0,785,9.0,14.0,3.0,4.0,2.0,3.0,14.0,29.0,14.0,38.0,37.0,81.0,7.0,81.0,455,4.0,9.0,1.0,9.0,6.0,19.0,2.0,14.0,46.0,28.0,8.0,2.0,9.0,,9.0,,7.0,2.0,,18.0,1.0,9.0,,2.0,12.0,2.0,16.0,10.0,26.0,1.0,2.0,1.0,1.0,8.0,1.0,8.0,2.0,,,,,10.0,5.0,11.0,23.0,2.0,1.0,9.0,5.0,,,,,,14.0,99,1.0,0.6216216216216216,0.696969696969697,0.4567901234567901,0.4444444444444444,0.3157894736842105,0.4567901234567901,0.4444444444444444,0.3157894736842105,0.4764705882352941,0.45,0.35,0.024691358024691357,0.07142857142857142,20.65217391304348,0.8,0.16666666666666666,,0.08633093525179857,0.05202312138728324,0.07692307692307693,0.0625,0.08484848484848485,0.05291005291005291,0.047619047619047616,0.04838709677419355,0.057971014492753624,0.08333333333333333,,0.045454545454545456,0.12244897959183673,0.08695652173913043,0.05263157894736842,0.14285714285714285,0.024390243902439025,,0.1728395061728395,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.35802469135802467,0.4827586206896552,0.5,0.42857142857142855,0.4691358024691358,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.4444444444444444,0.75,0.15789473684210525,0.6666666666666666,0.1728395061728395,0.42324567901234567,0.5109222222222223,0.40685263157894735,0.058823529411764705,0.058823529411764705,0.1111111111111111,0.1728395061728395,11.504938271604933,0.24874371859296482,,,,,,,,,,,,,,,1.0,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,48051.0,801,-107,1499,1503,342,324,208.0,3002,26.0,55.0,10.0,20.0,7.0,17.0,6.0,15.0,41.0,98.0,73.0,168.0,18.0,167.0,1625,17.0,31.0,2.0,36.0,19.0,39.0,4.0,45.0,102.0,44.0,22.0,8.0,44.0,6.0,50.0,3.0,18.0,10.0,16.0,106.0,2.0,34.0,,12.0,47.0,,59.0,36.0,95.0,5.0,17.0,13.0,4.0,27.0,5.0,23.0,11.0,2.0,4.0,,1.0,38.0,7.0,31.0,66.0,6.0,3.0,26.0,13.0,2.0,15.0,9.0,16.0,7.0,45.0,342,10.0,0.6986301369863014,0.8225806451612904,0.43452380952380953,0.5483870967741935,0.48717948717948717,0.41620111731843573,0.53125,0.4880952380952381,0.4394736842105263,0.5454545454545454,0.5,0.047619047619047616,0.09090909090909091,13.028571428571428,0.7105263157894737,,,0.07507987220447285,0.0529595015576324,0.09448818897637795,0.03125,0.07835325365205843,0.05099150141643059,0.06770833333333333,0.055,0.04,0.05,,0.07339449541284404,0.033707865168539325,0.10869565217391304,0.10227272727272728,0.07692307692307693,0.05434782608695652,0.4375,0.30726256983240224,0.4727272727272727,0.52,0.5,0.08379888268156424,0.4,0.42857142857142855,0.5,0.547486033519553,0.41836734693877553,0.4270833333333333,0.8536585365853658,0.625,0.5,0.40476190476190477,0.4117647058823529,0.3687150837988827,0.4777646067415731,0.5367982758620689,0.49462500000000004,0.06914893617021277,0.07344632768361582,0.2155688622754491,0.2694610778443114,11.254761904761905,0.22815210140093395,,5.0,1.0,2.0,1.0,11.0,1.0,3.0,3.0,,5.0,,3.0,4.0,4.0,,1.0,1.0,5.0,1.0,0.09090909090909091,0.09090909090909091,0.061452513966480445,0.06666666666666667,0.027932960893854747,,,,0.03125,0.047619047619047616,,26.30909090909091,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.02040816326530612,0.2,0.0335195530726257,0.16666666666666666,0.16666666666666666,1.0,0.1,0.023809523809523808,1.0,,,,,,,,,,,,,,,,,,,,,,,True
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,152604.0,2543,-173,4851,4834,1194,1104,699.0,9685,261.0,451.0,99.0,182.0,48.0,90.0,113.0,284.0,90.0,223.0,464.0,958.0,303.0,1237.0,5128,124.0,240.0,68.0,316.0,92.0,210.0,86.0,276.0,604.0,324.0,178.0,82.0,90.0,19.0,109.0,14.0,40.0,15.0,35.0,237.0,20.0,255.0,4.0,51.0,292.0,31.0,374.0,279.0,653.0,56.0,39.0,26.0,13.0,67.0,10.0,33.0,96.0,11.0,34.0,2.0,31.0,163.0,31.0,155.0,277.0,34.0,23.0,406.0,200.0,18.0,200.0,135.0,201.0,114.0,276.0,1194,27.0,0.6508620689655172,0.8053333333333333,0.48434237995824636,0.5166666666666667,0.4380952380952381,0.48393782383419687,0.5166666666666667,0.4377880184331797,0.5368923611111112,0.5663082437275986,0.5092250922509225,0.08559498956158663,0.14634146341463414,23.131046613896217,0.4110429447852761,0.21379310344827587,0.025,0.1479979726305119,0.12108262108262108,0.12408759124087591,0.06802721088435375,0.1438758389261745,0.11458333333333333,0.1870286576168929,0.10872675250357654,0.0739247311827957,0.07462686567164178,0.053763440860215055,0.16163141993957703,0.14715719063545152,0.13604488078541374,0.11267605633802817,0.14960629921259844,0.1362530413625304,0.5671641791044776,0.46735751295336786,0.5787139689578714,0.6779220779220779,0.5440613026819924,0.29430051813471503,0.397887323943662,0.4200743494423792,0.6371681415929203,0.23108808290155441,0.40358744394618834,0.40540540540540543,0.9777777777777777,0.7583333333333333,0.5439560439560439,0.4147465437788018,0.5333333333333333,0.47461139896373056,0.4889727178423235,0.5517768240343347,0.47337361111111104,0.1763668430335097,0.1774622892635315,0.25545675020210185,0.2231204527081649,6.840918580375782,0.24613481756338898,2.0,7.0,,7.0,2.0,7.0,,7.0,3.0,3.0,7.0,2.0,5.0,16.0,31.0,1.0,1.0,1.0,60.0,0.5,0.2857142857142857,0.2857142857142857,0.007253886010362694,0.0528169014084507,0.007253886010362694,0.2857142857142857,0.2857142857142857,0.5,,0.03225806451612903,0.2857142857142857,28.314285714285717,,,,,2.0,,5.0,0.2857142857142857,,0.004484304932735426,,,,,,0.10101010101010101,,,2.0,1.0,1.0,14.0,8.0,0.2857142857142857,,,,,,,,,,,,,,,,,True
2402,1610612739,Dajuan Wagner,Dajuan Wagner,2402,CLE,18923.0,315,-82,598,589,169,174,91.0,1187,10.0,31.0,2.0,3.0,4.0,9.0,15.0,41.0,5.0,17.0,30.0,89.0,13.0,100.0,677,4.0,7.0,,11.0,7.0,25.0,5.0,37.0,28.0,32.0,2.0,10.0,18.0,4.0,22.0,3.0,4.0,6.0,8.0,48.0,,3.0,,8.0,9.0,,17.0,3.0,20.0,2.0,11.0,5.0,6.0,13.0,2.0,8.0,8.0,2.0,5.0,1.0,1.0,21.0,3.0,27.0,47.0,1.0,2.0,19.0,8.0,2.0,2.0,,2.0,,37.0,169,5.0,0.4666666666666667,0.4827586206896552,0.33707865168539325,0.5714285714285714,0.28,0.348,0.55,0.4,0.373134328358209,0.55,0.42045454545454547,0.11235955056179775,0.1935483870967742,21.83098591549296,0.6190476190476191,,,0.04054054054054054,0.011235955056179775,0.15384615384615385,,0.06204379562043796,0.009404388714733543,,0.021052631578947368,0.010869565217391304,,,0.046153846153846156,0.05063291139240506,0.02564102564102564,0.09375,0.25,0.02666666666666667,,0.248,0.3225806451612903,0.4,0.3,0.328,0.36585365853658536,0.39473684210526316,0.4,0.136,0.29411764705882354,0.3125,1.0,0.3,0.6666666666666666,0.225,0.4444444444444444,0.536,0.46764395161290323,0.5042071428571429,0.47306794871794877,0.06060606060606061,0.08333333333333333,0.11,0.37,7.796629213483146,0.2826086956521739,9.0,32.0,2.0,14.0,9.0,36.0,3.0,15.0,27.0,,32.0,9.0,1.0,1.0,1.0,,,,2.0,1.0,0.25,0.25,0.288,0.07317073170731707,0.256,0.28125,0.28125,1.0,0.2,0.35,0.28125,25.352777777777778,,4.0,,1.0,6.0,,,0.4,,0.058823529411764705,,0.032,,,,0.5,0.025,,6.0,,,,,0.42857142857142855,1.0,1.0,1.0,0.3333333333333333,0.1,0.5,1.0,,,,,,,,,,True
2544,1610612739,LeBron James,LeBron James,2544,CLE,132143.0,2202,-84,4226,4208,1038,950,615.0,8434,188.0,328.0,21.0,41.0,52.0,83.0,90.0,240.0,108.0,307.0,386.0,875.0,222.0,1099.0,4448,33.0,76.0,15.0,96.0,101.0,217.0,94.0,314.0,356.0,416.0,42.0,52.0,308.0,38.0,346.0,20.0,144.0,54.0,110.0,730.0,3.0,54.0,1.0,51.0,177.0,8.0,236.0,58.0,294.0,21.0,83.0,56.0,27.0,100.0,23.0,65.0,94.0,13.0,35.0,2.0,16.0,194.0,33.0,44.0,106.0,1.0,25.0,284.0,120.0,28.0,39.0,18.0,42.0,19.0,314.0,1038,9.0,0.46113989637305697,0.4876712328767123,0.44114285714285717,0.4342105263157895,0.46543778801843316,0.43806193806193805,0.4550561797752809,0.4296875,0.4857397504456328,0.4846938775510204,0.5081967213114754,0.05942857142857143,0.09451219512195122,26.559031281533805,0.5154639175257731,0.06837606837606838,0.007194244604316547,0.10266821345707657,0.029459901800327332,0.14285714285714285,0.012048192771084338,0.10956271023546373,0.027377521613832854,0.045060658578856154,0.029508196721311476,0.015479876160990712,0.01775147928994083,,0.07407407407407407,0.08952380952380952,0.14214876033057852,0.13360323886639677,0.16363636363636364,0.04030710172744722,0.4523809523809524,0.3276723276723277,0.573170731707317,0.632996632996633,0.526595744680851,0.23976023976023977,0.375,0.4017857142857143,0.34444444444444444,0.3066933066933067,0.3517915309446254,0.3576158940397351,0.4444444444444444,0.4606741573033708,0.5121951219512195,0.32421875,0.6265060240963856,0.45354645354645357,0.49699859859859846,0.496089880952381,0.4957100393700788,0.11151736745886655,0.12422360248447205,0.08735213830755233,0.2857142857142857,9.157600000000002,0.2456223379081874,23.0,86.0,5.0,34.0,35.0,126.0,13.0,39.0,84.0,21.0,84.0,23.0,18.0,13.0,29.0,11.0,3.0,3.0,15.0,0.8,0.2777777777777778,0.28225806451612906,0.1258741258741259,0.06666666666666667,0.08591408591408592,0.26744186046511625,0.26744186046511625,0.782608695652174,0.056179775280898875,0.1328125,0.27380952380952384,25.046031746031755,12.0,40.0,2.0,5.0,6.0,,6.0,0.15384615384615385,,0.016286644951140065,,0.03996003996003996,0.3,0.3,0.8333333333333334,0.09523809523809523,0.01953125,0.4,4.0,2.0,,,,0.11764705882352941,8.0,1.0,5.0,0.38461538461538464,0.0898876404494382,0.2,,4.0,2.0,1.0,2.0,0.5,0.75,0.015625,,,True
2032,1610612739,Darius Miles,Darius Miles,2032,CLE,29786.0,496,-86,965,959,227,230,125.0,1924,45.0,80.0,9.0,17.0,8.0,13.0,8.0,26.0,19.0,51.0,72.0,157.0,20.0,167.0,998,9.0,21.0,2.0,20.0,10.0,28.0,8.0,28.0,96.0,48.0,18.0,13.0,47.0,4.0,51.0,1.0,27.0,3.0,17.0,106.0,2.0,21.0,,15.0,49.0,1.0,65.0,23.0,88.0,4.0,15.0,8.0,7.0,13.0,4.0,10.0,16.0,3.0,3.0,,2.0,29.0,6.0,35.0,57.0,,4.0,38.0,16.0,5.0,16.0,13.0,16.0,11.0,28.0,227,4.0,0.6666666666666666,0.7619047619047619,0.4585987261146497,0.42857142857142855,0.35714285714285715,0.42485549132947975,0.375,0.3333333333333333,0.4394736842105263,0.4,0.3783783783783784,0.08280254777070063,0.1,19.72972972972973,0.4482758620689655,0.03571428571428571,,0.12158808933002481,0.050970873786407765,0.16666666666666666,0.03333333333333333,0.12981744421906694,0.048728813559322036,0.0661764705882353,0.040983606557377046,0.045454545454545456,0.023809523809523808,0.05555555555555555,0.10666666666666667,0.10091743119266056,0.1527777777777778,0.19444444444444445,0.05555555555555555,0.04597701149425287,0.6875,0.4624277456647399,0.5625,0.625,0.6222222222222222,0.15028901734104047,0.3076923076923077,0.38095238095238093,0.5,0.2947976878612717,0.37254901960784315,0.37254901960784315,0.8421052631578947,0.7083333333333334,0.5294117647058824,0.43333333333333335,0.6153846153846154,0.5549132947976878,0.5145054913294796,0.5641863636363637,0.47707666666666665,0.08648648648648649,0.09467455621301775,0.11976047904191617,0.16766467065868262,7.3917197452229315,0.23523316062176167,1.0,10.0,2.0,,1.0,16.0,3.0,2.0,3.0,,10.0,1.0,3.0,3.0,4.0,,,,3.0,1.0,0.0625,0.0625,0.09248554913294797,0.19230769230769232,0.057803468208092484,0.1,0.1,1.0,0.08333333333333333,,0.1,24.400000000000002,,6.0,,2.0,,,,,,,,0.03468208092485549,,,,,0.06666666666666667,,,,,,,,1.0,,,,0.041666666666666664,,,,,,,,,,,,True
2208,1610612739,Kedrick Brown,Kedrick Brown,2208,CLE,19997.0,333,-23,628,633,145,134,89.0,1261,15.0,25.0,2.0,10.0,2.0,4.0,4.0,10.0,7.0,15.0,26.0,50.0,5.0,102.0,685,2.0,12.0,2.0,15.0,6.0,12.0,1.0,22.0,38.0,14.0,2.0,2.0,23.0,2.0,25.0,2.0,12.0,5.0,6.0,52.0,3.0,11.0,,9.0,24.0,,33.0,14.0,47.0,5.0,8.0,4.0,4.0,9.0,,6.0,1.0,,3.0,,,10.0,2.0,11.0,23.0,2.0,,10.0,5.0,1.0,4.0,2.0,4.0,2.0,22.0,145,2.0,0.7307692307692307,0.76,0.52,0.16666666666666666,0.5,0.563953488372093,0.3611111111111111,0.5833333333333334,0.5666666666666667,0.39473684210526316,0.5789473684210527,0.04,0.08,13.513513513513512,0.9,,,0.09375,0.04182509505703422,0.15517241379310345,0.06976744186046512,0.10509554140127389,0.0457516339869281,0.058823529411764705,0.021052631578947368,0.04819277108433735,0.03333333333333333,0.15384615384615385,0.04878048780487805,0.08333333333333333,0.13157894736842105,0.1794871794871795,0.10526315789473684,0.11904761904761904,0.5,0.29069767441860467,0.6,0.6521739130434783,0.8,0.11627906976744186,0.4,0.4,0.5,0.1744186046511628,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.5555555555555556,0.2,0.2222222222222222,0.5,0.7093023255813954,0.5338813953488372,0.5565230769230769,0.4735472222222222,0.056179775280898875,0.09433962264150944,0.14705882352941177,0.21568627450980393,7.39,0.23089171974522293,7.0,21.0,3.0,2.0,15.0,36.0,6.0,6.0,45.0,,21.0,7.0,,1.0,2.0,,,,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4186046511627907,,0.2441860465116279,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,24.53333333333333,8.0,15.0,3.0,4.0,3.0,,1.0,0.5,,,,0.1744186046511628,0.5333333333333333,0.5333333333333333,1.0,,0.2222222222222222,0.75,,1.0,1.0,,,,3.0,1.0,3.0,0.5,0.16666666666666666,0.3333333333333333,1.0,2.0,,,,0.6666666666666666,1.0,,,,True
2452,1610612739,J.R. Bremer,J.R. Bremer,2452,CLE,12263.0,204,-37,388,388,113,134,66.0,776,3.0,9.0,1.0,1.0,,3.0,2.0,7.0,5.0,16.0,10.0,32.0,6.0,53.0,403,1.0,3.0,,2.0,,6.0,4.0,13.0,14.0,6.0,,1.0,15.0,3.0,18.0,,7.0,2.0,6.0,39.0,,1.0,,2.0,10.0,,12.0,1.0,13.0,,10.0,7.0,3.0,5.0,1.0,3.0,3.0,,2.0,,,8.0,3.0,7.0,13.0,1.0,1.0,7.0,4.0,,4.0,3.0,4.0,3.0,13.0,113,,0.7,0.7,0.3125,0.3333333333333333,,0.35074626865671643,0.3333333333333333,0.28125,0.37857142857142856,0.3333333333333333,0.3611111111111111,0.03125,,16.70235546038544,0.625,,,0.06802721088435375,0.005813953488372093,0.0625,,0.0670391061452514,0.0047169811320754715,,,0.0196078431372549,,,0.043478260869565216,0.125,0.04918032786885246,0.07692307692307693,0.05263157894736842,,0.75,0.13432835820895522,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1044776119402985,0.2857142857142857,0.3333333333333333,1.0,0.23880597014925373,0.3125,0.3125,0.6,0.3333333333333333,1.0,0.1875,,0.6567164179104478,0.501715671641791,0.39093333333333335,0.49759062499999995,0.05714285714285714,0.11428571428571428,0.03773584905660377,0.24528301886792453,10.831249999999999,0.2912371134020619,4.0,20.0,,7.0,9.0,35.0,,10.0,24.0,3.0,20.0,4.0,3.0,1.0,1.0,,,,1.0,0.8888888888888888,0.2571428571428571,0.2571428571428571,0.5223880597014925,0.14285714285714285,0.29850746268656714,0.2,0.21052631578947367,0.75,,0.4375,0.2,24.55142857142857,5.0,15.0,1.0,3.0,3.0,1.0,,0.3,0.02857142857142857,,0.05,0.22388059701492538,0.3333333333333333,0.3333333333333333,1.0,,0.1875,0.3333333333333333,2.0,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,True
