EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Clear Path Fouls,on,3pt And 1 Free Throw Trips,Corner3PctBlocked
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,5934.0,99,4,182,180,50.0,65.0,26,362,12.0,26.0,3.0,11.0,1.0,3.0,2.0,1.0,3.0,13,31,9.0,35,186,3.0,11.0,1.0,7.0,2.0,5.0,4.0,8.0,18.0,8.0,6.0,4.0,4.0,4.0,1.0,1.0,2.0,8.0,2.0,10.0,4.0,9,3.0,16,12.0,28,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,9.0,20.0,3.0,16.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,50.0,1.0,0.6923076923076923,0.9,0.41935483870967744,0.2727272727272727,0.4,0.41935483870967744,0.2727272727272727,0.4,0.47297297297297297,0.2916666666666667,0.5,0.12903225806451613,0.11538461538461539,0.5,19.626168224299064,0.6,0.15254237288135594,0.1388888888888889,0.21052631578947367,0.2222222222222222,0.16666666666666666,0.14814814814814814,0.22857142857142856,0.08695652173913043,0.25,0.0625,0.13636363636363635,0.23809523809523808,0.25,0.14285714285714285,0.21428571428571427,0.5,0.8387096774193549,0.46153846153846156,0.5217391304347826,0.6666666666666666,0.06451612903225806,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2727272727272727,0.6,0.3333333333333333,0.8387096774193549,0.5350709677419354,0.5471444444444444,0.4434,0.22857142857142856,0.22857142857142856,0.2,0.22857142857142856,2.393548387096774,0.27472527472527475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,28904.0,482,22,878,882,291.0,295.0,141,1760,50.0,79.0,14.0,21.0,14.0,25.0,25.0,20.0,56.0,80,160,52.0,224,899,17.0,27.0,11.0,45.0,24.0,48.0,20.0,77.0,114.0,46.0,22.0,17.0,24.0,29.0,7.0,2.0,15.0,63.0,5.0,28.0,13.0,40,8.0,61,34.0,95,2.0,9.0,5.0,4.0,12.0,20.0,1.0,5.0,15.0,43.0,3.0,75.0,6.0,29.0,11.0,,,,1.0,,1.0,77.0,291.0,11.0,0.7125,0.8260869565217391,0.5,0.6296296296296297,0.5,0.4858757062146893,0.6071428571428571,0.5,0.5284360189573459,0.6428571428571429,0.5347222222222222,0.10625,0.20253164556962025,,22.041984732824428,0.34782608695652173,0.132013201320132,0.07977207977207977,0.11711711711711711,0.07462686567164178,0.1280193236714976,0.07894736842105263,0.07586206896551724,0.08053691275167785,0.09433962264150944,0.08791208791208792,0.16279069767441862,0.14285714285714285,0.13253012048192772,0.07142857142857142,0.02702702702702703,,0.4463276836158192,0.6329113924050633,0.7936507936507936,0.68,0.14124293785310735,0.3163841807909605,0.35714285714285715,0.36363636363636365,0.75,0.75,0.6666666666666666,0.43859649122807015,0.56,0.5423728813559322,0.49317062146892665,0.5303222222222223,0.5017912280701755,0.145,0.15846994535519127,0.20089285714285715,0.34375,7.928124999999999,0.3314350797266515,10.0,1.0,2.0,1.0,3.0,15.0,1.0,3.0,8.0,4.0,17.0,1.0,3.0,9.0,12.0,15.0,3.0,1.0,5.0,3.0,2.0,1.0,8.0,2.0,6.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,0.3333333333333333,0.23529411764705882,0.096045197740113,0.058823529411764705,0.017857142857142856,0.06666666666666667,0.4,0.027777777777777776,0.08771929824561403,0.4,0.4,0.8,0.011299435028248588,0.5,0.5,1.0,0.0847457627118644,0.2,0.21428571428571427,1.0,0.21428571428571427,0.03571428571428571,0.017543859649122806,0.14035087719298245,0.375,0.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,True,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,65772.0,1096,72,2019,2026,709.0,817.0,286,4045,106.0,188.0,28.0,46.0,37.0,58.0,24.0,12.0,49.0,123,261,175.0,481,1985,28.0,51.0,26.0,82.0,41.0,74.0,80.0,183.0,134.0,112.0,52.0,33.0,75.0,82.0,46.0,4.0,25.0,171.0,9.0,70.0,27.0,112,23.0,162,83.0,245,15.0,69.0,44.0,25.0,47.0,101.0,12.0,32.0,24.0,65.0,18.0,214.0,9.0,81.0,23.0,82.0,51.0,23.0,84.0,61.0,2.0,183.0,709.0,13.0,0.5447154471544715,0.6907216494845361,0.47126436781609193,0.5490196078431373,0.5540540540540541,0.4636363636363636,0.5,0.5049019607843137,0.5584112149532711,0.5857142857142857,0.6232876712328768,0.12643678160919541,0.15425531914893617,0.16666666666666666,22.35841081994928,0.3333333333333333,0.1570827489481066,0.09210526315789473,0.1134453781512605,0.054878048780487805,0.14616193480546794,0.0854978354978355,0.13680781758957655,0.06790123456790123,0.05223880597014925,0.1232876712328767,0.13744075829383887,0.1978798586572438,0.11702127659574468,0.1,0.10067114093959731,0.7261904761904762,0.5696969696969697,0.5638297872340425,0.6666666666666666,0.5566037735849056,0.07272727272727272,0.1484848484848485,0.24489795918367346,0.24489795918367346,0.5833333333333334,0.8214285714285714,0.6086956521739131,0.5686274509803921,0.6379310344827587,0.7787878787878788,0.5349675757575759,0.5494153846153845,0.5499598039215685,0.2074074074074074,0.24324324324324326,0.1704781704781705,0.3804573804573805,4.468199233716474,0.35116394254581473,5.0,3.0,8.0,4.0,17.0,61.0,4.0,6.0,24.0,20.0,69.0,5.0,7.0,28.0,57.0,61.0,17.0,,7.0,4.0,3.0,4.0,54.0,14.0,32.0,3.0,22.0,,,6.0,2.0,1.0,,0.95,0.2898550724637681,0.25,0.2898550724637681,0.20909090909090908,,,,0.5346534653465347,0.04597701149425287,0.046511627906976744,0.20833333333333334,0.25,0.2,0.024242424242424242,0.375,0.375,0.6666666666666666,0.18484848484848485,0.2786885245901639,0.2786885245901639,1.0,0.07142857142857142,0.07142857142857142,0.0392156862745098,0.23529411764705882,0.25,0.2786885245901639,24.720289855072465,1.0,1.0,3.0,1.0,3.0,1.0,8.0,5.0,1.0,0.06666666666666667,0.017857142857142856,0.25,0.041666666666666664,,,,,,,,,,,True,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,69164.0,1153,-29,2083,2091,676.0,765.0,275,4174,38.0,78.0,3.0,6.0,12.0,25.0,50.0,89.0,220.0,141,348,98.0,497,2061,9.0,28.0,10.0,46.0,39.0,99.0,47.0,173.0,196.0,86.0,4.0,33.0,52.0,63.0,27.0,2.0,23.0,137.0,3.0,25.0,34.0,66,6.0,106,29.0,135,5.0,34.0,14.0,20.0,42.0,66.0,5.0,12.0,50.0,145.0,22.0,130.0,8.0,54.0,14.0,6.0,6.0,,7.0,3.0,,173.0,676.0,24.0,0.6950354609929078,0.7050359712230215,0.4051724137931034,0.32142857142857145,0.3939393939393939,0.4413716814159292,0.42857142857142855,0.45985401459854014,0.482421875,0.4791666666666667,0.5119760479041916,0.09482758620689655,0.16666666666666666,0.2,24.001663893510816,0.08695652173913043,0.0917941585535466,0.0319693094629156,0.13545816733067728,0.017045454545454544,0.10309278350515463,0.029227557411273485,0.03690036900369004,0.030303030303030304,0.007246376811594203,0.08955223880597014,0.10909090909090909,0.08053691275167785,0.14,0.11764705882352941,0.02127659574468085,0.42857142857142855,0.17256637168141592,0.48717948717948717,0.5846153846153846,0.6052631578947368,0.11061946902654868,0.48672566371681414,0.40454545454545454,0.4238095238095238,0.7865168539325843,0.14285714285714285,0.5,0.18248175182481752,0.48,0.4026548672566372,0.4685448008849559,0.4862000000000001,0.4719689781021898,0.10843373493975904,0.13705583756345177,0.0925553319919517,0.34808853118712274,13.425574712643675,0.32453192510801726,14.0,16.0,40.0,12.0,23.0,64.0,10.0,10.0,26.0,39.0,104.0,14.0,16.0,38.0,102.0,64.0,23.0,2.0,11.0,7.0,4.0,1.0,24.0,12.0,12.0,,12.0,2.0,6.0,3.0,1.0,1.0,4.0,0.8717948717948718,0.375,0.42105263157894735,0.375,0.23008849557522124,0.019230769230769232,0.045454545454545456,0.03125,0.36363636363636365,0.013157894736842105,0.02702702702702703,0.28,0.35,0.35714285714285715,0.08849557522123894,0.4,0.4,0.9375,0.1415929203539823,0.359375,0.3709677419354839,0.8260869565217391,,0.23809523809523808,0.08759124087591241,0.1897810218978102,0.38461538461538464,0.359375,24.200961538461545,4.0,6.0,15.0,2.0,,,,,,0.05263157894736842,0.09523809523809523,0.5,,2.0,4.0,6.0,0.42857142857142855,0.5,1.0,0.4,1.0,,,True,,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,97333.0,1622,-45,2952,2965,961.0,1122.0,405,5917,67.0,138.0,9.0,15.0,22.0,42.0,70.0,109.0,224.0,198,432,101.0,572,2949,24.0,49.0,11.0,65.0,60.0,134.0,63.0,204.0,178.0,218.0,4.0,26.0,258.0,305.0,136.0,26.0,96.0,657.0,3.0,20.0,33.0,97,1.0,131,24.0,155,8.0,62.0,28.0,34.0,62.0,174.0,10.0,48.0,55.0,200.0,7.0,117.0,6.0,26.0,28.0,2.0,1.0,1.0,2.0,2.0,1.0,204.0,961.0,31.0,0.4494949494949495,0.45408163265306123,0.4583333333333333,0.4897959183673469,0.44776119402985076,0.45551257253384914,0.4576271186440678,0.41964285714285715,0.49380530973451325,0.5078125,0.49504950495049505,0.06018518518518518,0.13043478260869565,0.04285714285714286,21.453488372093023,0.009900990099009901,0.09556650246305419,0.017543859649122806,0.09734513274336283,0.013452914798206279,0.09601181683899557,0.016874541452677916,0.014457831325301205,0.01532567049808429,0.011428571428571429,0.13851351351351351,0.087248322147651,0.07125890736342043,0.09811320754716982,0.0945945945945946,0.03137254901960784,1.0,0.26692456479690524,0.4855072463768116,0.5583333333333333,0.29850746268656714,0.13539651837524178,0.4332688588007737,0.48660714285714285,0.4977168949771689,0.5779816513761468,0.2542372881355932,0.6,0.25,0.5238095238095238,0.43133462282398455,0.4635622807017542,0.43137019230769236,0.4551812121212122,0.048417132216014895,0.05752212389380531,0.11363636363636363,0.35664335664335667,11.396064814814807,0.3255420054200542,22.0,1.0,4.0,3.0,24.0,81.0,9.0,6.0,31.0,25.0,85.0,10.0,7.0,34.0,33.0,80.0,24.0,1.0,47.0,34.0,13.0,1.0,112.0,24.0,81.0,2.0,31.0,14.0,1.0,15.0,,,3.0,0.44,0.29411764705882354,0.20588235294117646,0.2976190476190476,0.1644100580270793,0.011764705882352941,0.022321428571428572,0.012345679012345678,0.6436781609195402,0.009259259259259259,0.029556650246305417,0.3142857142857143,0.3283582089552239,0.2727272727272727,0.007736943907156673,0.25,0.25,1.0,0.15667311411992263,0.2962962962962963,0.3,0.4166666666666667,0.2222222222222222,0.15254237288135594,0.017857142857142856,0.18452380952380953,0.1935483870967742,0.3,25.832941176470584,1.0,1.0,42.0,,,,,,,0.020833333333333332,0.01694915254237288,0.3333333333333333,,,2.0,2.0,0.2,,,0.2222222222222222,1.0,1.0,1.0,True,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,22025.0,367,-42,671,681,237.0,247.0,91,1352,19.0,41.0,3.0,5.0,4.0,10.0,9.0,34.0,75.0,54,125,27.0,138,728,3.0,8.0,6.0,12.0,14.0,31.0,12.0,43.0,88.0,20.0,4.0,11.0,24.0,27.0,15.0,2.0,7.0,57.0,1.0,7.0,11.0,25,1.0,37,8.0,45,,5.0,3.0,2.0,8.0,15.0,1.0,5.0,10.0,22.0,5.0,38.0,3.0,16.0,4.0,6.0,4.0,1.0,6.0,3.0,,43.0,237.0,4.0,0.8148148148148148,0.8461538461538461,0.432,0.375,0.45161290322580644,0.42366412213740456,0.375,0.44285714285714284,0.46621621621621623,0.5,0.5119047619047619,0.088,0.17073170731707318,0.3333333333333333,20.71156289707751,0.04,0.11160714285714286,0.027559055118110236,0.1375,0.023809523809523808,0.11842105263157894,0.02702702702702703,0.037383177570093455,0.02857142857142857,0.03125,0.1375,0.13114754098360656,0.07228915662650602,0.13793103448275862,0.13636363636363635,,0.5,0.31297709923664124,0.4634146341463415,0.5588235294117647,0.7368421052631579,0.06870229007633588,0.5725190839694656,0.4533333333333333,0.4594594594594595,0.8823529411764706,0.625,0.6,0.2857142857142857,0.4,0.35877862595419846,0.46733625954198466,0.5203875,0.4441342857142858,0.1111111111111111,0.11594202898550725,0.08695652173913043,0.3115942028985507,12.449599999999998,0.353204172876304,1.0,1.0,4.0,3.0,,2.0,,,1.0,1.0,6.0,,1.0,4.0,3.0,2.0,,,3.0,3.0,,,7.0,2.0,4.0,,3.0,,,,,,,1.0,0.16666666666666666,0.25,0.16666666666666666,0.04580152671755725,,0.013333333333333334,,0.4666666666666667,,,0.1111111111111111,0.16666666666666666,,0.030534351145038167,0.25,0.25,1.0,0.015267175572519083,,,,0.3333333333333333,,0.08571428571428572,0.02857142857142857,,,23.350000000000005,,1.0,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,True,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,43656.0,728,-104,1313,1312,428.0,477.0,171,2625,41.0,71.0,7.0,19.0,14.0,26.0,21.0,7.0,29.0,56,121,80.0,192,1331,9.0,27.0,13.0,31.0,19.0,38.0,40.0,78.0,92.0,20.0,8.0,14.0,28.0,31.0,13.0,,15.0,65.0,3.0,33.0,17.0,54,14.0,85,39.0,124,1.0,14.0,9.0,5.0,22.0,33.0,6.0,11.0,35.0,101.0,13.0,115.0,5.0,43.0,17.0,3.0,3.0,,3.0,3.0,2.0,78.0,428.0,18.0,0.8214285714285714,0.8846153846153846,0.4628099173553719,0.3333333333333333,0.5,0.45901639344262296,0.3333333333333333,0.5,0.5423728813559322,0.44285714285714284,0.6,0.11570247933884298,0.1267605633802817,0.14285714285714285,13.879709187045604,0.2641509433962264,0.13106796116504854,0.066,0.11724137931034483,0.031578947368421054,0.12746858168761221,0.06050420168067227,0.0670391061452514,0.043478260869565216,0.039473684210526314,0.11403508771929824,0.16260162601626016,0.12,0.11818181818181818,0.11428571428571428,0.0196078431372549,1.0,0.5819672131147541,0.5774647887323944,0.6612903225806451,0.8048780487804879,0.1721311475409836,0.23770491803278687,0.2413793103448276,0.25925925925925924,0.7142857142857143,0.7037037037037037,0.3684210526315789,0.6842105263157895,0.5384615384615384,0.5901639344262295,0.47924628099173566,0.4921576923076922,0.4856105263157893,0.26875,0.27044025157232704,0.16145833333333334,0.40625,5.90413223140496,0.32597105864432596,8.0,,,,,1.0,,,,,1.0,,,,,,,,3.0,3.0,,3.0,11.0,3.0,7.0,1.0,4.0,1.0,5.0,,,,4.0,,,,,0.00819672131147541,,0.06896551724137931,,0.3333333333333333,0.061224489795918366,0.12087912087912088,0.38095238095238093,0.4444444444444444,1.0,,,,,0.00819672131147541,,,,0.2857142857142857,,,,,,52.2,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,True,,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,34547.0,576,-19,1049,1049,276.0,379.0,124,2098,41.0,66.0,6.0,9.0,8.0,13.0,21.0,26.0,68.0,74,155,32.0,207,1032,7.0,19.0,,17.0,15.0,35.0,13.0,43.0,102.0,46.0,8.0,15.0,29.0,31.0,13.0,5.0,11.0,64.0,2.0,14.0,15.0,46,6.0,67,19.0,86,,21.0,15.0,6.0,15.0,37.0,7.0,10.0,25.0,84.0,8.0,42.0,6.0,20.0,4.0,8.0,4.0,4.0,8.0,2.0,,43.0,276.0,9.0,0.6891891891891891,0.7285714285714285,0.4774193548387097,0.3684210526315789,0.42857142857142855,0.4557291666666667,0.425,0.3488372093023256,0.4928571428571429,0.425,0.4215686274509804,0.0967741935483871,0.13636363636363635,0.19047619047619047,20.480928689883914,0.17647058823529413,0.12742382271468145,0.035443037974683546,0.13274336283185842,0.02666666666666667,0.12869198312236288,0.03404255319148936,0.022222222222222223,0.054945054945054944,0.03571428571428571,0.0970873786407767,0.10714285714285714,0.1643835616438356,0.10588235294117647,0.21428571428571427,,0.25,0.34375,0.6212121212121212,0.7192982456140351,0.6585365853658537,0.109375,0.3541666666666667,0.38235294117647056,0.3939393939393939,0.8076923076923077,0.45,0.6666666666666666,0.3023255813953488,0.6153846153846154,0.5364583333333334,0.4941890052356021,0.4778500000000001,0.4710860465116279,0.0970873786407767,0.11834319526627218,0.0821256038647343,0.20772946859903382,9.502580645161292,0.2631077216396568,7.0,2.0,11.0,3.0,7.0,26.0,1.0,,5.0,9.0,37.0,1.0,,8.0,24.0,25.0,7.0,,2.0,1.0,1.0,3.0,22.0,1.0,12.0,,10.0,4.0,2.0,,,,1.0,0.8888888888888888,0.24324324324324326,,0.25,0.19270833333333334,,0.029411764705882353,,0.5945945945945946,0.08823529411764706,0.01282051282051282,0.3333333333333333,0.4117647058823529,0.42857142857142855,0.057291666666666664,0.18181818181818182,0.18181818181818182,1.0,0.13541666666666666,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.3333333333333333,0.05,0.06976744186046512,0.11627906976744186,,0.28,25.15135135135135,,,3.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,True,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,49954.0,833,57,1513,1516,452.0,548.0,222,3029,66.0,127.0,32.0,63.0,23.0,36.0,27.0,4.0,16.0,73,170,42.0,188,1490,33.0,68.0,11.0,77.0,26.0,48.0,18.0,70.0,76.0,70.0,56.0,22.0,46.0,47.0,15.0,3.0,28.0,95.0,11.0,85.0,40.0,113,11.0,164,101.0,265,16.0,9.0,7.0,2.0,12.0,33.0,3.0,10.0,60.0,87.0,2.0,76.0,4.0,31.0,9.0,54.0,27.0,23.0,54.0,39.0,2.0,70.0,452.0,9.0,0.5205479452054794,0.8444444444444444,0.4294117647058823,0.4852941176470588,0.5416666666666666,0.4294117647058823,0.4852941176470588,0.5416666666666666,0.4563106796116505,0.48125,0.5645161290322581,0.12941176470588237,0.14173228346456693,0.1111111111111111,13.374370453273642,0.2894736842105263,0.20508166969147004,0.13934426229508196,0.21390374331550802,0.102803738317757,0.2073170731707317,0.13389121338912133,0.18061674008810572,0.08791208791208792,0.07792207792207792,0.1901840490797546,0.1987179487179487,0.21982758620689655,0.19078947368421054,0.3142857142857143,0.21621621621621623,0.7222222222222222,0.7470588235294118,0.5196850393700787,0.6055045871559633,0.48484848484848486,0.1588235294117647,0.09411764705882353,0.25,0.26666666666666666,1.0,0.9264705882352942,0.5079365079365079,0.75,0.6388888888888888,0.7470588235294118,0.5121135294117647,0.5499887096774194,0.5145624999999999,0.15736040609137056,0.15736040609137056,0.4095744680851064,0.3723404255319149,3.052352941176471,0.29874421678783875,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,5.0,21.0,6.0,13.0,1.0,8.0,1.0,6.0,,,,7.0,,,,,,,0.0625,,0.6363636363636364,0.08928571428571429,0.18181818181818182,0.1111111111111111,0.125,0.6666666666666666,,,,,,,,,0.125,,,,,,,,,,,,,4.0,2.0,,0.16666666666666666,,,,,,,,,,,,,,True,,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,20167.0,336,-79,619,629,199.0,304.0,86,1248,19.0,41.0,1.0,5.0,8.0,16.0,16.0,26.0,69.0,53,126,11.0,135,644,4.0,13.0,,8.0,16.0,44.0,6.0,44.0,74.0,32.0,2.0,12.0,20.0,23.0,13.0,1.0,6.0,49.0,,10.0,4.0,15,,19,10.0,29,1.0,13.0,5.0,8.0,7.0,15.0,1.0,6.0,17.0,44.0,2.0,15.0,1.0,6.0,2.0,,,,,,,44.0,199.0,10.0,0.6981132075471698,0.7115384615384616,0.42063492063492064,0.3076923076923077,0.36363636363636365,0.43661971830985913,0.3076923076923077,0.37254901960784315,0.45302013422818793,0.3076923076923077,0.4074074074074074,0.09523809523809523,0.1951219512195122,0.1875,22.841225626740947,,0.06912442396313365,0.0392156862745098,0.06349206349206349,,0.06785714285714285,0.03278688524590164,0.07954545454545454,0.0234375,,0.05660377358490566,0.029850746268656716,0.10309278350515463,0.07692307692307693,,0.014925373134328358,,0.2887323943661972,0.4634146341463415,0.5757575757575758,0.631578947368421,0.11267605633802817,0.4859154929577465,0.37681159420289856,0.38235294117647056,0.8461538461538461,0.38461538461538464,0.2,0.3137254901960784,0.5,0.4014084507042254,0.47358697183098586,0.48572727272727273,0.453885294117647,0.04081632653061224,0.04580152671755725,0.05925925925925926,0.32592592592592595,11.517460317460317,0.32148626817447495,8.0,2.0,4.0,1.0,4.0,12.0,,1.0,6.0,6.0,16.0,,2.0,7.0,15.0,12.0,4.0,2.0,3.0,2.0,1.0,,8.0,2.0,7.0,2.0,1.0,,3.0,,,,,0.8333333333333334,0.375,0.2857142857142857,0.375,0.11267605633802817,0.125,0.014492753623188406,0.16666666666666666,0.5333333333333333,,,0.5,0.6153846153846154,0.375,0.028169014084507043,0.5,0.5,1.0,0.08450704225352113,0.3333333333333333,0.4,0.75,1.0,,0.0196078431372549,0.11764705882352941,0.16666666666666666,0.3333333333333333,24.65,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,True,,
