EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,SecondChanceFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,on,BlockedCorner3,Corner3PctBlocked
1510,1610612764,Brevin Knight,Brevin Knight,1510,WAS,21514.0,359,-104.0,695,686,214.0,179,73,1381,17.0,18.0,1.0,1.0,6.0,6.0,6.0,19.0,18.0,48.0,1.0,1.0,3.0,1.0,1.0,41.0,85,1.0,4.0,13.0,98.0,730,3.0,6.0,6.0,12.0,27.0,1.0,1.0,8.0,35.0,22.0,60.0,3.0,2.0,3.0,1.0,2.0,57.0,8.0,65.0,6.0,2.0,37.0,4.0,16.0,138.0,1.0,6.0,10.0,23.0,33.0,7.0,40.0,1.0,32.0,10.0,22.0,16.0,12.0,15.0,13.0,1.0,1.0,29.0,3.0,7.0,9.0,31.0,2.0,20.0,2.0,6.0,5.0,1.0,35.0,214.0,8.0,0.2682926829268293,0.275,0.25,1.0,0.25,0.4823529411764706,0.5,0.4444444444444444,0.47752808988764045,0.5,0.48214285714285715,0.5,0.5,0.5,0.0449438202247191,0.023529411764705882,0.05555555555555555,0.05263157894736842,16.387096774193548,0.5517241379310345,0.09583333333333334,0.023715415019762844,0.11904761904761904,0.018518518518518517,0.10185185185185185,0.02280130293159609,0.033707865168539325,0.02830188679245283,0.024390243902439025,0.0875,0.07042253521126761,0.12359550561797752,0.13043478260869565,0.06666666666666667,0.022222222222222223,0.20224719101123595,0.9444444444444444,1.0,0.17647058823529413,0.21348314606741572,0.3157894736842105,0.3333333333333333,0.5393258426966292,0.375,0.375,0.4444444444444444,0.011235955056179775,0.033707865168539325,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.21428571428571427,1.0,0.03571428571428571,1.0,0.24719101123595505,0.3333333333333333,0.43852752808988765,0.3857333333333333,0.4088160714285714,0.06451612903225806,0.06741573033707865,0.061224489795918366,0.35714285714285715,12.025882352941178,26.375,0.3079136690647482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,70273.0,1171,-98.0,2278,2269,624.0,552,326,4547,85.0,145.0,20.0,29.0,32.0,49.0,32.0,98.0,76.0,198.0,21.0,38.0,107.0,10.0,27.0,193.0,441,44.0,128.0,135.0,653.0,2304,33.0,69.0,87.0,52.0,108.0,12.0,32.0,56.0,196.0,182.0,204.0,24.0,32.0,107.0,38.0,39.0,69.0,17.0,86.0,11.0,6.0,32.0,12.0,25.0,189.0,3.0,46.0,30.0,95.0,126.0,49.0,175.0,9.0,50.0,28.0,22.0,56.0,6.0,35.0,31.0,1.0,21.0,87.0,5.0,25.0,37.0,88.0,2.0,175.0,15.0,77.0,15.0,,196.0,624.0,15.0,0.47150259067357514,0.5141242937853108,0.34375,0.375,0.34375,0.4376417233560091,0.4782608695652174,0.48148148148148145,0.45518453427065025,0.48148148148148145,0.5,0.5030911901081917,0.5,0.5632183908045977,0.22495606326889278,0.08843537414965986,0.12413793103448276,0.1326530612244898,27.573253193087904,0.6436781609195402,0.10783200908059024,0.05128205128205128,0.12931034482758622,0.012552301255230125,0.11230907457322552,0.043133802816901406,0.02768166089965398,0.06567164179104477,0.01098901098901099,0.06415094339622641,0.09803921568627451,0.14681440443213298,0.13068181818181818,0.125,0.03125,0.2548330404217926,0.5862068965517241,0.6692913385826772,0.35294117647058826,0.17223198594024605,0.32653061224489793,0.3764705882352941,0.34797891036906853,0.3838383838383838,0.4,0.6578947368421053,0.03690685413005272,0.18804920913884007,0.35514018691588783,0.35514018691588783,0.35802469135802467,0.6896551724137931,0.35,0.6530612244897959,0.19285714285714287,0.37037037037037035,0.4797891036906854,0.35514018691588783,0.49080211267605633,0.49582027027027015,0.4967845323741008,0.12341772151898735,0.15308151093439365,0.1332312404287902,0.3001531393568147,10.548526077097511,25.62578125,0.2739244951712028,6.0,2.0,5.0,4.0,12.0,4.0,12.0,9.0,108.0,1.0,1.0,2.0,11.0,3.0,1.0,12.0,4.0,4.0,4.0,12.0,6.0,1.0,0.8181818181818182,0.3333333333333333,0.04040404040404041,0.0196078431372549,0.05860805860805861,0.017543859649122806,0.5,0.34375,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.8157894736842105,0.1,0.14814814814814814,0.3333333333333333,1.0,0.03571428571428571,0.4,0.007751937984496124,,,,,,,,,,,,,,,,,,True,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,65150.0,1086,-214.0,2107,2110,666.0,537,289,4217,105.0,182.0,28.0,59.0,25.0,46.0,43.0,109.0,5.0,23.0,,,,,,153.0,314,,,92.0,398.0,2215,35.0,73.0,96.0,38.0,81.0,,,36.0,112.0,200.0,106.0,,52.0,,,36.0,30.0,9.0,39.0,6.0,3.0,12.0,4.0,14.0,87.0,25.0,77.0,36.0,143.0,192.0,108.0,300.0,7.0,23.0,17.0,6.0,33.0,3.0,15.0,35.0,4.0,18.0,68.0,9.0,22.0,65.0,124.0,24.0,145.0,13.0,65.0,14.0,1.0,112.0,666.0,9.0,0.6535947712418301,0.7874015748031497,,,,0.4872611464968153,0.4794520547945205,0.4691358024691358,0.4872611464968153,0.4794520547945205,0.4691358024691358,0.5236842105263158,0.5274725274725275,0.5283018867924528,,0.11464968152866242,0.12637362637362637,0.11926605504587157,18.33810888252149,0.4852941176470588,0.18239795918367346,0.09378806333739342,0.17647058823529413,0.12376237623762376,0.1811740890688259,0.09970674486803519,0.09561752988047809,0.0967741935483871,0.11538461538461539,0.1483050847457627,0.20081967213114754,0.19407894736842105,0.19333333333333333,0.12962962962962962,0.056,0.5796178343949044,0.5769230769230769,0.660377358490566,0.6666666666666666,0.3471337579617834,0.3944954128440367,0.4479166666666667,0.0732484076433121,0.21739130434782608,0.21739130434782608,0.8,,,,,0.8082191780821918,0.4745762711864407,0.5679012345679012,0.5434782608695652,,,0.5796178343949044,,0.5058891719745222,0.5213098360655738,0.49348024691358033,0.17759562841530055,0.17759562841530055,0.24120603015075376,0.2814070351758794,4.311464968152867,,0.3160892263882297,,,,,,,,26.0,,13.0,1.0,5.0,14.0,,,72.0,35.0,3.0,34.0,72.0,46.0,2.0,,,,0.2708333333333333,0.08733624454148471,0.15217391304347827,0.6388888888888888,0.6046511627906976,,,,,0.10714285714285714,,,,,,,6.0,5.0,0.07792207792207792,,,,,,,,,,,,,,,True,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,63047.0,1051,-159.0,2021,2025,512.0,514,237,4046,91.0,156.0,28.0,40.0,28.0,44.0,28.0,102.0,4.0,18.0,,,,,,123.0,276,,,113.0,359.0,2111,31.0,49.0,78.0,33.0,61.0,,,53.0,119.0,130.0,116.0,,40.0,,,27.0,49.0,10.0,59.0,9.0,1.0,27.0,7.0,15.0,128.0,10.0,64.0,35.0,124.0,180.0,76.0,256.0,15.0,33.0,21.0,12.0,38.0,5.0,17.0,35.0,5.0,21.0,73.0,7.0,17.0,39.0,75.0,7.0,169.0,11.0,77.0,13.0,4.0,119.0,512.0,5.0,0.5284552845528455,0.6310679611650486,,,,0.44565217391304346,0.6326530612244898,0.5409836065573771,0.44565217391304346,0.6326530612244898,0.5409836065573771,0.5056338028169014,0.65,0.6071428571428571,,0.09782608695652174,0.10897435897435898,0.09803921568627451,18.600608431116903,0.5205479452054794,0.16251638269986893,0.0847682119205298,0.15555555555555556,0.05025125628140704,0.16093117408906882,0.07756813417190776,0.07751937984496124,0.05862068965517241,0.043478260869565216,0.15609756097560976,0.13452914798206278,0.18507462686567164,0.1437125748502994,0.1896551724137931,0.11904761904761904,0.5652173913043478,0.5833333333333334,0.6546762589928058,0.5604395604395604,0.3695652173913043,0.27450980392156865,0.30434782608695654,0.06521739130434782,0.2222222222222222,0.2222222222222222,1.0,,,,,0.8163265306122449,0.7,0.7213114754098361,0.6363636363636364,,,0.5652173913043478,,0.49254456521739115,0.5623175,0.5476114754098359,0.22514619883040934,0.22514619883040934,0.21727019498607242,0.33147632311977715,4.759057971014494,,0.2533399307273627,,,,,,,,16.0,,21.0,,8.0,9.0,,,29.0,16.0,,13.0,29.0,15.0,3.0,,,,0.4117647058823529,0.13043478260869565,0.07894736842105263,0.5172413793103449,0.35714285714285715,,,,,0.17857142857142858,,,,,,,2.0,3.0,0.024691358024691357,1.0,,,,,,,,,,,,,,True,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,122638.0,2044,-296.0,3956,3961,1168.0,1043,532,7917,106.0,181.0,24.0,41.0,28.0,49.0,40.0,141.0,92.0,242.0,52.0,21.0,79.0,7.0,29.0,238.0,564,40.0,131.0,77.0,673.0,4097,34.0,68.0,87.0,64.0,149.0,11.0,45.0,37.0,198.0,304.0,172.0,,40.0,78.0,21.0,45.0,77.0,29.0,106.0,20.0,9.0,45.0,11.0,21.0,241.0,14.0,53.0,48.0,130.0,193.0,71.0,264.0,7.0,70.0,48.0,22.0,57.0,16.0,34.0,53.0,3.0,23.0,110.0,12.0,25.0,73.0,157.0,3.0,98.0,12.0,43.0,11.0,,198.0,1168.0,18.0,0.6386554621848739,0.6972477064220184,0.3053435114503817,0.24444444444444444,0.3076923076923077,0.4219858156028369,0.5,0.42953020134228187,0.4287769784172662,0.5,0.41494845360824745,0.45658073270013566,0.5240963855421686,0.46261682242990654,0.1884892086330935,0.0797872340425532,0.1270718232044199,0.1276595744680851,18.51366120218579,0.5181818181818182,0.08813559322033898,0.03512259774685222,0.12213740458015267,0.03263403263403263,0.09528907922912205,0.03457172342621259,0.031055900621118012,0.03005008347245409,0.03003003003003003,0.05813953488372093,0.0765661252900232,0.11726384364820847,0.11724137931034483,0.13592233009708737,0.01891891891891892,0.260431654676259,0.585635359116022,0.6708860759493671,0.6698113207547169,0.20287769784172663,0.28368794326241137,0.3252032520325203,0.34820143884892085,0.38016528925619836,0.3865546218487395,0.717391304347826,0.07482014388489208,0.11366906474820145,0.26582278481012656,0.26582278481012656,0.5125,0.5853658536585366,0.25257731958762886,0.5714285714285714,0.14948453608247422,0.2413793103448276,0.4489208633093525,0.2692307692307692,0.4834381123919308,0.5108224637681159,0.47883376288659807,0.05922865013774105,0.07226890756302522,0.12927191679049035,0.29420505200594355,10.260638297872337,24.817557251908397,0.29524772497472196,19.0,4.0,16.0,3.0,8.0,4.0,12.0,7.0,120.0,15.0,3.0,1.0,18.0,2.0,,10.0,6.0,1.0,3.0,11.0,7.0,4.0,1.0,0.3333333333333333,0.01652892561983471,0.15,0.0468384074941452,0.041666666666666664,0.6363636363636364,0.375,0.36538461538461536,0.36538461538461536,1.0,1.0,0.16666666666666666,0.1,0.375,1.0,0.08247422680412371,0.25,,4.0,1.0,0.02631578947368421,,1.0,4.0,1.0,1.0,1.0,0.05,0.25,1.0,,,,,,True,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,53110.0,885,-71.0,1728,1742,552.0,461,261,3470,54.0,96.0,19.0,40.0,9.0,19.0,20.0,61.0,16.0,47.0,2.0,3.0,13.0,2.0,7.0,90.0,204,3.0,15.0,46.0,235.0,1783,23.0,51.0,60.0,17.0,42.0,2.0,7.0,18.0,58.0,88.0,92.0,3.0,32.0,13.0,3.0,14.0,34.0,17.0,51.0,14.0,3.0,18.0,5.0,11.0,119.0,11.0,77.0,20.0,91.0,118.0,89.0,207.0,7.0,21.0,14.0,7.0,25.0,3.0,18.0,27.0,1.0,7.0,52.0,8.0,11.0,42.0,104.0,9.0,82.0,6.0,34.0,10.0,3.0,58.0,552.0,13.0,0.4888888888888889,0.5945945945945946,0.2,0.2857142857142857,0.2,0.4411764705882353,0.45098039215686275,0.40476190476190477,0.4315068493150685,0.4423076923076923,0.40816326530612246,0.4571984435797665,0.47619047619047616,0.4603174603174603,0.0684931506849315,0.06862745098039216,0.052083333333333336,0.13114754098360656,15.169366715758468,0.4807692307692308,0.1511627906976744,0.11937984496124031,0.11428571428571428,0.055,0.14285714285714285,0.10414201183431952,0.12121212121212122,0.08076923076923077,0.06711409395973154,0.11931818181818182,0.1907514450867052,0.14624505928853754,0.1328125,0.06382978723404255,0.06363636363636363,0.4383561643835616,0.5625,0.5934065934065934,0.5740740740740741,0.2785388127853881,0.32786885245901637,0.37735849056603776,0.2146118721461187,0.3404255319148936,0.34782608695652173,0.6875,0.0091324200913242,0.0593607305936073,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.475,0.3877551020408163,0.47368421052631576,0.14285714285714285,0.2857142857142857,0.5068493150684932,0.23076923076923078,0.48839931192660546,0.5350180851063829,0.4794125,0.13765182186234817,0.14655172413793102,0.2553191489361702,0.24680851063829787,7.095098039215686,26.166666666666668,0.3194444444444444,,,,,1.0,,1.0,14.0,6.0,7.0,2.0,5.0,11.0,,,14.0,6.0,,8.0,15.0,7.0,2.0,0.6666666666666666,,0.02127659574468085,0.18421052631578946,0.1711229946524064,0.0196078431372549,0.4666666666666667,0.1,,,,0.6666666666666666,0.10526315789473684,0.019230769230769232,,,,,,1.0,1.0,0.014285714285714285,,,,,1.0,1.0,,,,,,,,,True,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,43324.0,722,-138.0,1411,1415,489.0,453,175,2826,44.0,60.0,4.0,4.0,12.0,20.0,19.0,49.0,33.0,104.0,28.0,19.0,83.0,6.0,37.0,96.0,213,30.0,111.0,54.0,336.0,1478,12.0,26.0,40.0,29.0,70.0,9.0,44.0,38.0,123.0,76.0,116.0,30.0,8.0,82.0,19.0,13.0,58.0,16.0,74.0,12.0,4.0,29.0,9.0,20.0,164.0,3.0,12.0,8.0,38.0,47.0,15.0,62.0,3.0,46.0,25.0,21.0,32.0,5.0,20.0,16.0,2.0,12.0,48.0,2.0,16.0,15.0,61.0,2.0,69.0,2.0,19.0,13.0,,123.0,489.0,16.0,0.3958333333333333,0.41304347826086957,0.2702702702702703,0.20454545454545456,0.2727272727272727,0.4507042253521127,0.46153846153846156,0.4142857142857143,0.4351851851851852,0.4864864864864865,0.37280701754385964,0.4689265536723164,0.5128205128205128,0.4522058823529412,0.3425925925925926,0.06103286384976526,0.08333333333333333,0.14285714285714285,24.860508369497833,0.6666666666666666,0.07539682539682539,0.023166023166023165,0.06837606837606838,0.017142857142857144,0.07407407407407407,0.021645021645021644,0.024096385542168676,0.018433179723502304,0.007194244604316547,0.06040268456375839,0.0821917808219178,0.08133971291866028,0.045454545454545456,0.13793103448275862,0.016574585635359115,0.18518518518518517,0.7333333333333333,0.8,0.38636363636363635,0.15123456790123457,0.3877551020408163,0.4523809523809524,0.32098765432098764,0.3173076923076923,0.32038834951456313,0.45454545454545453,0.08641975308641975,0.25617283950617287,0.2289156626506024,0.23170731707317074,0.10810810810810811,1.0,0.17543859649122806,0.6,0.32456140350877194,0.16216216216216217,0.5277777777777778,0.23170731707317074,0.48115450310559016,0.45455499999999993,0.45472366071428577,0.05571847507331378,0.08260869565217391,0.11904761904761904,0.36607142857142855,11.406572769953051,25.419819819819818,0.3465627214741318,11.0,3.0,7.0,4.0,9.0,4.0,11.0,4.0,60.0,1.0,1.0,4.0,1.0,7.0,,3.0,3.0,,,3.0,1.0,,0.6666666666666666,0.36363636363636365,0.009615384615384616,0.02,0.02962962962962963,0.05555555555555555,0.3333333333333333,0.3157894736842105,0.39285714285714285,0.39285714285714285,0.8181818181818182,0.5789473684210527,,0.24324324324324326,0.4444444444444444,1.0,0.06140350877192982,0.42857142857142855,,,,,,,2.0,1.0,,,0.05405405405405406,,,1.0,0.009009009009009009,0.012048192771084338,,,True,,
348,1610612764,Mitchell Butler,Mitchell Butler,348,WAS,3098.0,52,-19.0,100,106,34.0,37,14,206,3.0,5.0,,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,1.0,2.0,,,4.0,10,1.0,3.0,,11.0,118,,1.0,,2.0,4.0,,1.0,,4.0,8.0,,,,2.0,1.0,1.0,4.0,1.0,5.0,1.0,,1.0,,3.0,11.0,1.0,1.0,1.0,3.0,5.0,2.0,7.0,,3.0,1.0,2.0,3.0,,2.0,,,1.0,3.0,,,2.0,3.0,,,,,,,4.0,34.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.4,,0.5,0.4230769230769231,,0.4,0.4230769230769231,,0.4,0.23076923076923078,0.1,0.2,,13.675213675213676,1.0,0.08571428571428572,0.02564102564102564,0.1,0.1111111111111111,0.08888888888888889,0.041666666666666664,,,0.125,,0.1,0.16666666666666666,0.14285714285714285,,,0.38461538461538464,0.6,0.75,1.0,0.07692307692307693,,,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,0.15384615384615385,0.5,0.5,0.5,,0.4,0.5,,,0.6153846153846154,0.5,0.4885807692307692,0.60465,0.4983599999999999,,,,0.36363636363636365,9.25,24.433333333333334,0.34,,,1.0,,,,1.0,,3.0,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,0.5,0.1111111111111111,,,,,,,1.0,,,,,0.2,,,,,,,,1.0,,,,0.5,,,,,,,,True,,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,27287.0,455,-33.0,881,878,271.0,226,100,1759,16.0,23.0,3.0,5.0,1.0,3.0,5.0,11.0,25.0,57.0,1.0,3.0,8.0,,2.0,46.0,91,3.0,9.0,16.0,117.0,892,5.0,7.0,16.0,15.0,25.0,,2.0,7.0,37.0,78.0,14.0,6.0,6.0,8.0,3.0,4.0,37.0,10.0,47.0,7.0,3.0,17.0,5.0,15.0,104.0,9.0,12.0,14.0,68.0,95.0,22.0,117.0,1.0,21.0,14.0,7.0,8.0,1.0,6.0,8.0,,2.0,16.0,,7.0,24.0,46.0,4.0,19.0,2.0,8.0,3.0,1.0,37.0,271.0,6.0,0.8478260869565217,0.9069767441860465,0.3333333333333333,,0.3333333333333333,0.5054945054945055,0.7142857142857143,0.6,0.505,0.8125,0.5555555555555556,0.536697247706422,0.8,0.5967741935483871,0.09,0.04395604395604396,0.13043478260869565,0.09090909090909091,12.449799196787147,0.5,0.1863013698630137,0.03858520900321544,0.19718309859154928,0.08035714285714286,0.18807339449541285,0.04964539007092199,0.036585365853658534,0.045112781954887216,0.0875,0.12195121951219512,0.24210526315789474,0.20408163265306123,0.18181818181818182,0.25,0.02127659574468085,0.23,0.6956521739130435,0.8,0.6875,0.11,0.45454545454545453,0.5,0.57,0.43859649122807015,0.43859649122807015,0.92,0.01,0.08,0.375,0.375,0.625,0.6,0.1111111111111111,0.3333333333333333,0.07407407407407407,,0.32,0.375,0.44383349999999977,0.5107714285714285,0.40723333333333334,0.07547169811320754,0.08247422680412371,0.13675213675213677,0.3162393162393162,12.684615384615384,25.38888888888889,0.3076049943246311,,,,1.0,1.0,1.0,1.0,3.0,3.0,13.0,,1.0,5.0,,,8.0,5.0,,3.0,8.0,8.0,,0.3333333333333333,1.0,,0.48148148148148145,0.03125,0.0625,1.0,1.0,,,,0.3333333333333333,,0.125,1.0,1.0,,,,1.0,,0.047619047619047616,,,,,,,,,,,,,,,True,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,31099.0,518,-49.0,962,964,206.0,216,150,1926,45.0,75.0,20.0,31.0,16.0,24.0,13.0,39.0,4.0,12.0,,,,,,62.0,126,,,43.0,167.0,943,22.0,35.0,63.0,18.0,32.0,,,11.0,47.0,62.0,62.0,,38.0,,,7.0,14.0,4.0,18.0,3.0,1.0,5.0,1.0,8.0,40.0,9.0,51.0,18.0,64.0,87.0,62.0,149.0,12.0,11.0,6.0,5.0,10.0,1.0,4.0,10.0,1.0,6.0,20.0,4.0,2.0,31.0,59.0,7.0,88.0,8.0,46.0,2.0,2.0,47.0,206.0,5.0,0.5,0.7209302325581395,,,,0.49206349206349204,0.6285714285714286,0.5625,0.49206349206349204,0.6285714285714286,0.5625,0.5030120481927711,0.6176470588235294,0.573170731707317,,0.05555555555555555,0.04,0.10256410256410256,16.431095406360424,0.5,0.16623376623376623,0.12408759124087591,0.1836734693877551,0.08256880733944955,0.16977225672877846,0.11538461538461539,0.12162162162162163,0.09740259740259741,0.08139534883720931,0.12871287128712872,0.205607476635514,0.1638418079096045,0.19718309859154928,0.14814814814814814,0.21052631578947367,0.5952380952380952,0.6,0.625,0.4888888888888889,0.30952380952380953,0.3333333333333333,0.37142857142857144,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.5,,,,,0.8857142857142857,0.6451612903225806,0.75,0.6666666666666666,,,0.5952380952380952,,0.5070650793650794,0.567551612903226,0.511334375,0.2804878048780488,0.2804878048780488,0.3772455089820359,0.281437125748503,4.396825396825397,,0.21413721413721415,,,,,,,,19.0,,5.0,,1.0,4.0,,,33.0,15.0,,18.0,33.0,19.0,2.0,,,,0.23809523809523808,0.1651376146788991,0.08695652173913043,0.5757575757575758,0.5384615384615384,,,,,0.05,,,,,,,2.0,1.0,0.044444444444444446,1.0,,,,,,,,,,,,,,True,,
