EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,ShootingFouls,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,AtRimPctBlocked,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFtPoints,FTDefRebounds,LostBallTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,PenaltyTurnovers,BlockedAtRim,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,FTOffRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffFTReboundPct,Corner3Assists,Loose Ball Fouls,OffCorner3ReboundPct,PtsUnassisted3s,HeaveAttempts,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,DefCorner3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends
1049,1610612759,Shane Heal,Shane Heal,1049,SAS,4132.0,69,16.0,130,127,42,30,25,257,3.0,6.0,2.0,1.0,4.0,16.0,2.0,2.0,1.0,4.0,3.0,6,4.0,18.0,4.0,22,112,2.0,2.0,6.0,2.0,3.0,1.0,5.0,1.0,8.0,4.0,2.0,12.0,16.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,8.0,42,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,1.0,0.2,0.2222222222222222,0.5,0.6666666666666666,0.375,1.5,0.4375,0.40384615384615385,1.5,0.4444444444444444,0.75,0.16666666666666666,0.16666666666666666,19.375,0.6,0.05172413793103448,0.05,0.04054054054054054,0.014285714285714285,0.058823529411764705,0.0625,0.09523809523809523,0.0625,0.25,0.5,0.6,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.25,0.25,1.0,1.0,1.0,1.0,0.125,0.5,0.25,0.75,0.25,0.5076249999999999,0.57465,0.4771125,0.04,0.14285714285714285,0.2727272727272727,0.36363636363636365,19.816666666666666,25.294444444444444,0.3230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,2493.0,42,31.0,78,76,24,19,14,154,1.0,4.0,,,1.0,2.0,,,,,4.0,9,1.0,2.0,4.0,15,49,,,,2.0,4.0,,,,4.0,4.0,4.0,3.0,2.0,1.0,,5.0,2.0,7.0,2.0,,4.0,16.0,,6.0,7.0,4.0,11.0,,1.0,1.0,,,,,,,3.0,,6.0,,3.0,,4.0,24,,0.5,0.5,1.0,0.5,,,0.5,0.4444444444444444,0.5,0.5,,0.5,0.5357142857142857,,0.5,0.18181818181818182,,,14.583333333333334,,0.14285714285714285,,0.13725490196078433,0.08888888888888889,,0.18181818181818182,0.23529411764705882,,0.36363636363636365,0.25,0.25,,,0.18181818181818182,0.5,0.5,1.0,,,,,,,0.45454545454545453,0.5,0.45738636363636365,,0.351325,0.21428571428571427,0.25,,0.26666666666666666,9.955555555555556,26.55,0.3076923076923077,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,0.12121212121212122,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.16666666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,1453.0,24,-12.0,44,48,11,11,8,92,,,2.0,1.0,1.0,1.0,,,,,1.0,3,2.0,3.0,2.0,10,57,,,,,,,1.0,,,,2.0,6.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,4.0,,2.0,,,11,,,,1.0,0.6666666666666666,,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,,,0.625,,,0.5,0.3333333333333333,,18.18181818181818,0.5,0.10526315789473684,0.1111111111111111,0.08,0.043478260869565216,0.125,,0.14285714285714285,,,,,,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,0.5408583333333333,,0.58725,0.25,0.4,,,2.6666666666666665,24.0,0.25,1.0,3.0,,,,,,2.0,,,,,,0.5,0.3333333333333333,0.5,,,,,1.0,0.3333333333333333,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1500,1610612759,Ron Mercer,Ron Mercer,1500,SAS,1278.0,21,4.0,38,39,14,14,7,77,7.0,8.0,,,,,,,,,8.0,11,,,2.0,18,34,,,2.0,1.0,2.0,,,,2.0,12.0,4.0,,,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,2.0,,2.0,,1.0,,2.0,14,1.0,0.75,0.75,,,,,,0.7272727272727273,0.5,0.7272727272727273,1.0,0.5,0.75,1.0,0.5,,,,27.659574468085108,,,,0.05263157894736842,,,,,,0.7272727272727273,0.875,0.875,0.7142857142857143,,,,,,,,,,,,0.18181818181818182,,0.4305454545454545,,0.36705,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,15.490909090909092,,0.3684210526315789,1.0,2.0,,1.0,,,1.0,,,0.25,,,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,1249.0,21,3.0,40,40,8,7,7,80,,,,,,,,,,,1.0,4,,,2.0,4,36,,,2.0,,1.0,,,,,2.0,,,,,1.0,2.0,,2.0,,,1.0,4.0,1.0,2.0,3.0,2.0,5.0,,,,1.0,,,,1.0,,2.0,,2.0,,1.0,,,8,,1.0,1.0,,,,,,0.25,,0.25,,,0.4,0.5,,,0.25,,12.244897959183673,1.0,0.16666666666666666,0.14285714285714285,0.1111111111111111,0.1,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,0.5,,0.44985,0.6394,0.6394,0.2,0.2,0.5,,5.55,,0.2,,2.0,1.0,2.0,1.0,1.0,,1.0,0.07692307692307693,,,,,0.5,,,,0.5,0.5,0.5,,0.5,0.3333333333333333,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,1477.0,25,,46,45,11,12,9,91,,2.0,,,,,,,,,5.0,10,,,6.0,16,43,,,6.0,1.0,3.0,,,3.0,5.0,2.0,8.0,,,,1.0,,1.0,1.0,1.0,,,3.0,,1.0,2.0,3.0,5.0,1.0,,,1.0,,1.0,1.0,2.0,,5.0,,12.0,,5.0,1.0,5.0,11,,0.2,0.25,,,,,,0.5,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6,0.4166666666666667,,0.1,,32.14285714285714,0.5,0.041666666666666664,,0.038461538461538464,0.125,,0.14285714285714285,,0.25,0.2,,,,,,,,,,,,,,,0.5,,0.4766,0.3948333333333333,0.3924,0.3333333333333333,0.3333333333333333,0.375,0.3125,6.460000000000001,,0.2391304347826087,3.0,5.0,2.0,3.0,,3.0,,4.0,0.17647058823529413,,0.2,0.2222222222222222,,0.5,0.6,0.75,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,,0.2,,,,,2.0,3.0,0.6666666666666666,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,3216.0,54,33.0,102,97,35,29,21,199,3.0,9.0,1.0,,1.0,4.0,,,,1.0,4.0,12,2.0,5.0,4.0,18,68,,,,,4.0,,1.0,2.0,2.0,6.0,2.0,6.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,9.0,10.0,1.0,11.0,,4.0,4.0,2.0,2.0,2.0,,4.0,1.0,2.0,,5.0,,3.0,,2.0,35,,0.75,0.75,1.0,0.4,,,0.4,0.3333333333333333,,0.4117647058823529,,,0.47368421052631576,,0.16666666666666666,0.29411764705882354,0.08333333333333333,,18.11023622047244,0.5,0.18,,0.14285714285714285,,,0.08333333333333333,0.16666666666666666,,0.5294117647058824,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,0.23529411764705882,0.25,0.25,1.0,,,,,0.2,,0.47058823529411764,0.25,0.4405970588235294,,0.37542,0.15789473684210525,0.21428571428571427,,0.1111111111111111,13.866666666666667,24.4,0.3431372549019608,1.0,3.0,,,,,,2.0,,,,,,0.17647058823529413,0.3333333333333333,0.5,,,,,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,3.0,,,,1.0,1.0,1.0,0.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2053.0,34,-19.0,62,63,21,9,16,125,1.0,3.0,,,,,,,,,3.0,15,,,3.0,9,79,,,5.0,2.0,7.0,,,2.0,6.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,,,1.0,5.0,1.0,8.0,11.0,8.0,19.0,3.0,1.0,1.0,3.0,3.0,,,3.0,1.0,7.0,,4.0,,1.0,1.0,6.0,21,,0.6666666666666666,1.0,,,,,,0.2,0.2857142857142857,0.2,0.2,0.2857142857142857,0.2647058823529412,0.35714285714285715,0.375,,0.06666666666666667,,24.390243902439025,1.0,0.32,0.1,0.2857142857142857,0.1794871794871795,,,0.4,0.2727272727272727,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,0.5333333333333333,,0.49178,0.56068,0.5607714285714286,0.0625,0.0625,0.5555555555555556,0.6666666666666666,6.873333333333334,,0.3387096774193548,2.0,8.0,,4.0,,6.0,2.0,2.0,0.20689655172413793,0.2,0.23076923076923078,0.25,0.3333333333333333,0.5333333333333333,0.25,0.2857142857142857,0.5,0.26666666666666666,,,,0.125,0.4,,,,1.0,5.0,0.2,4.0,5.0,3.0,1.0,,,,,,,1.0,0.125,,,0.8,0.7142857142857143,1.0,1.0,2.0,1.0,,0.25,0.2,1.0,,,0.3333333333333333,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,715.0,12,13.0,23,20,9,4,4,43,,,,,,,,,,,,1,,,1.0,1,14,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,4.0,,,,,,1.0,,1.0,,2.0,1.0,2.0,,1.0,,1.0,9,,,,,,,,,,,,,,0.25,0.5,0.5,,,,11.538461538461538,,0.3,0.3333333333333333,0.23076923076923078,0.125,,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.3764,,,0.5,0.5,1.0,1.0,11.3,,0.391304347826087,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,1829.0,30,2.0,61,57,12,6,11,118,,2.0,1.0,1.0,1.0,3.0,,,,1.0,3.0,10,1.0,4.0,2.0,11,54,,,2.0,,3.0,,2.0,,,2.0,4.0,,2.0,1.0,,4.0,2.0,6.0,1.0,,1.0,14.0,1.0,6.0,7.0,1.0,8.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,,1.0,,,12,,0.3333333333333333,0.3333333333333333,,0.25,,,0.3333333333333333,0.3,,0.32142857142857145,0.25,,0.36666666666666664,0.25,,0.2857142857142857,,,22.22222222222222,1.0,0.24,0.125,0.22580645161290322,0.03333333333333333,0.14285714285714285,0.2857142857142857,0.16666666666666666,,0.14285714285714285,,,,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,,0.2,0.2,,0.7142857142857143,0.5,0.49841538461538454,0.5724999999999999,0.3290875,0.06666666666666667,0.09090909090909091,0.18181818181818182,,6.63,33.275,0.19672131147540983,3.0,6.0,,2.0,3.0,,1.0,2.0,,0.16666666666666666,,,0.25,0.42857142857142855,0.5,0.5,0.3333333333333333,0.14285714285714285,,,,,0.25,,,,1.0,4.0,0.25,2.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,0.5,0.2,1.0,,,1.0,1.0,0.5,,,,,,1.0,,,3.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
