EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,SelfORebPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Corner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTOffRebounds,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,on,OffensiveGoaltends,BlockedArc3,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Corner3PctBlocked
1499,1610612739,Tony Battie,Tony Battie,1499,CLE,8228.0,137.0,-10.0,253.0,254.0,69.0,90.0,42.0,507.0,7.0,11.0,2.0,4.0,1.0,3.0,10.0,21.0,4.0,16.0,1.0,3.0,2.0,21.0,48.0,1.0,3.0,11.0,56.0,247.0,3.0,7.0,4.0,10.0,3.0,15.0,2.0,8.0,14.0,32.0,10.0,3.0,4.0,1.0,2.0,1.0,3.0,8.0,4.0,12.0,4.0,2.0,4.0,2.0,28.0,3.0,6.0,5.0,21.0,6.0,32.0,9.0,41.0,6.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,10.0,13.0,1.0,12.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,14.0,69.0,2.0,0.7619047619047619,0.8421052631578947,1.0,0.3333333333333333,0.5,0.4375,0.42857142857142855,0.2,0.4411764705882353,0.42857142857142855,0.17647058823529413,0.49122807017543857,0.5555555555555556,0.3333333333333333,0.058823529411764705,0.0625,0.18181818181818182,0.047619047619047616,20.0,1.0,0.5,0.1926605504587156,0.04878048780487805,0.22727272727272727,0.15,0.1984732824427481,0.06293706293706294,0.12903225806451613,0.023255813953488372,0.02040816326530612,0.15384615384615385,0.14285714285714285,0.1724137931034483,0.225,0.175,0.2222222222222222,0.25,0.75,0.21568627450980393,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.4117647058823529,0.47619047619047616,0.5,0.9,0.3137254901960784,0.25,0.25,1.0,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.5,0.17647058823529413,0.3333333333333333,0.11764705882352941,0.27450980392156865,0.5,0.41521499999999995,0.44585,0.3997125,0.05555555555555555,0.058823529411764705,0.17857142857142858,0.25,10.185416666666669,29.966666666666665,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1563,1610612739,Kevin Ollie,Kevin Ollie,1563,CLE,22663.0,378.0,18.0,683.0,690.0,138.0,181.0,108.0,1373.0,8.0,20.0,,1.0,1.0,1.0,5.0,16.0,14.0,41.0,,2.0,,27.0,77.0,,2.0,47.0,101.0,639.0,2.0,4.0,6.0,10.0,2.0,8.0,,8.0,12.0,36.0,18.0,,,,2.0,,6.0,49.0,11.0,60.0,7.0,22.0,6.0,21.0,131.0,,5.0,13.0,33.0,,46.0,5.0,51.0,17.0,12.0,5.0,12.0,11.0,1.0,24.0,1.0,7.0,21.0,,54.0,21.0,3.0,2.0,,2.0,2.0,2.0,12.0,138.0,,0.6666666666666666,0.6666666666666666,,,,0.35064935064935066,0.5,0.25,0.34177215189873417,0.5,0.25,0.46078431372549017,0.6428571428571429,0.5,0.02531645569620253,0.07792207792207792,0.25,0.0625,15.57478368355995,0.5,,0.11301369863013698,0.01557632398753894,0.2653061224489796,,0.1348973607038123,0.013736263736263736,0.012048192771084338,0.03296703296703297,0.006802721088435374,,,0.0963855421686747,0.10638297872340426,0.13043478260869565,0.21428571428571427,0.3333333333333333,1.0,0.25316455696202533,0.4,0.5333333333333333,0.5,0.20253164556962025,0.3125,0.3333333333333333,0.6,0.5189873417721519,0.34146341463414637,0.34146341463414637,0.7857142857142857,0.02531645569620253,,,,0.25,,0.125,1.0,,0.27848101265822783,,0.4610981012658227,0.46172500000000005,0.4331375,0.21212121212121213,0.21649484536082475,0.09900990099009901,0.1188118811881188,11.527272727272726,24.950000000000003,0.2020497803806735,4.0,1.0,3.0,12.0,3.0,1.0,8.0,3.0,1.0,7.0,1.0,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1924,1610612739,Lee Nailon,Lee Nailon,1924,CLE,5768.0,96.0,-12.0,182.0,179.0,47.0,76.0,30.0,361.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,17.0,7.0,18.0,,,,17.0,39.0,,1.0,9.0,43.0,172.0,4.0,6.0,,8.0,4.0,7.0,1.0,2.0,10.0,26.0,8.0,,2.0,,,,1.0,1.0,,1.0,,,1.0,,2.0,,8.0,1.0,10.0,3.0,14.0,8.0,22.0,,,,2.0,1.0,1.0,5.0,1.0,4.0,6.0,,11.0,5.0,1.0,,,,,,10.0,47.0,1.0,0.7647058823529411,0.8125,,,,0.4358974358974359,0.6666666666666666,0.5714285714285714,0.425,0.5714285714285714,0.5,0.4777777777777778,0.5714285714285714,0.5,0.025,0.02564102564102564,0.25,,23.148148148148145,0.4,0.3333333333333333,0.13513513513513514,0.09302325581395349,0.05555555555555555,,0.11956521739130435,0.07920792079207921,0.1,0.10714285714285714,0.07894736842105263,,,0.20689655172413793,0.1111111111111111,0.07407407407407407,0.07692307692307693,,,0.1,0.75,1.0,1.0,0.425,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.45,0.3888888888888889,0.3888888888888889,0.8571428571428571,,,,,0.14285714285714285,1.0,0.125,1.0,,0.125,,0.39139250000000003,0.4079285714285715,0.4041,0.11363636363636363,0.11627906976744186,0.18604651162790697,0.23255813953488372,11.243589743589745,23.2,0.25824175824175827,,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,0.045454545454545456,1.0,1.0,1.0,1.0,0.025,1.0,0.14285714285714285,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2205,1610612739,DeSagana Diop,DeSagana Diop,2205,CLE,43317.0,722.0,-63.0,1328.0,1344.0,303.0,375.0,200.0,2672.0,18.0,38.0,12.0,28.0,3.0,8.0,14.0,40.0,25.0,69.0,,,,57.0,147.0,,,10.0,124.0,1331.0,18.0,47.0,2.0,38.0,19.0,44.0,,4.0,42.0,78.0,36.0,,24.0,,,,7.0,32.0,2.0,34.0,1.0,13.0,11.0,8.0,70.0,7.0,64.0,15.0,105.0,7.0,127.0,72.0,199.0,26.0,20.0,6.0,18.0,11.0,7.0,29.0,5.0,79.0,116.0,11.0,18.0,9.0,1.0,50.0,32.0,14.0,51.0,32.0,42.0,303.0,7.0,0.6842105263157895,0.8666666666666667,,,,0.3877551020408163,0.3829787234042553,0.4318181818181818,0.3877551020408163,0.3829787234042553,0.4318181818181818,0.4,0.3877551020408163,0.44680851063829785,,0.047619047619047616,0.05263157894736842,0.075,11.772232885476647,0.6206896551724138,0.14285714285714285,0.18584070796460178,0.10702341137123746,0.13392857142857142,0.0660377358490566,0.17725258493353027,0.10085227272727272,0.08379888268156424,0.10179640718562874,0.12698412698412698,0.06329113924050633,0.07407407407407407,0.23976608187134502,0.1989247311827957,0.12980769230769232,0.17391304347826086,0.06976744186046512,0.6274509803921569,0.2585034013605442,0.47368421052631576,0.5,0.2777777777777778,0.272108843537415,0.35,0.3783783783783784,0.9285714285714286,0.46938775510204084,0.36231884057971014,0.373134328358209,0.84,,,,,0.5957446808510638,0.42857142857142855,0.18181818181818182,0.375,,0.2585034013605442,,0.43899931972789125,0.4977499999999999,0.4094568181818182,0.05844155844155844,0.05844155844155844,0.3064516129032258,0.3387096774193548,10.538095238095234,,0.22816265060240964,1.0,3.0,4.0,11.0,,2.0,6.0,3.0,2.0,,1.0,0.03614457831325301,,,,,,,,,1.0,1.0,1.0,4.0,2.0,0.028985507246376812,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2402,1610612739,Dajuan Wagner,Dajuan Wagner,2402,CLE,15836.0,264.0,12.0,481.0,485.0,85.0,156.0,74.0,966.0,13.0,40.0,1.0,4.0,1.0,6.0,16.0,39.0,2.0,9.0,14.0,26.0,7.0,31.0,88.0,15.0,32.0,9.0,116.0,451.0,3.0,10.0,,15.0,3.0,13.0,10.0,1.0,10.0,24.0,38.0,39.0,,,26.0,14.0,8.0,21.0,,21.0,,7.0,4.0,10.0,42.0,1.0,1.0,4.0,18.0,1.0,23.0,2.0,25.0,13.0,5.0,8.0,9.0,5.0,4.0,16.0,1.0,10.0,28.0,,16.0,9.0,,4.0,1.0,3.0,4.0,3.0,10.0,85.0,3.0,0.3870967741935484,0.3870967741935484,0.8666666666666667,0.46875,0.46875,0.3522727272727273,0.3,0.23076923076923078,0.44583333333333336,0.5357142857142857,0.1956521739130435,0.4566929133858268,0.5357142857142857,0.20833333333333334,0.26666666666666666,0.09090909090909091,0.2,,25.17605633802817,0.5625,0.0625,0.08411214953271028,0.004484304932735426,0.08888888888888889,0.02631578947368421,0.08494208494208494,0.007662835249042145,0.015625,,,0.03571428571428571,,0.04411764705882353,0.05405405405405406,0.1527777777777778,0.06896551724137931,0.125,0.75,0.3333333333333333,0.325,0.40625,0.5384615384615384,0.325,0.41025641025641024,0.41025641025641024,0.3125,0.075,0.2222222222222222,0.2222222222222222,,0.21666666666666667,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.2857142857142857,0.25,0.2608695652173913,0.16666666666666666,0.30434782608695654,0.6,0.5384615384615384,0.49111375000000007,0.4880035714285714,0.48672173913043476,0.07086614173228346,0.09473684210526316,0.12931034482758622,0.08620689655172414,6.3284090909090915,24.646874999999994,0.17671517671517672,,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,,,0.015151515151515152,6.0,,3.0,4.0,0.05,,,0.13043478260869565,,,,,,,,1.0,3.0,4.0,1.0,3.0,1.0,6.0,2.0,1.0,0.75,0.1,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.75,0.6666666666666666,0.14285714285714285,,,,,,,True,,,,,,,,
2574,1610612739,Jason Kapono,Jason Kapono,2574,CLE,9187.0,153.0,-48.0,298.0,302.0,71.0,111.0,45.0,600.0,4.0,6.0,2.0,3.0,1.0,2.0,,4.0,10.0,25.0,2.0,6.0,1.0,14.0,35.0,2.0,10.0,7.0,41.0,295.0,3.0,7.0,1.0,7.0,4.0,11.0,1.0,,11.0,22.0,6.0,6.0,2.0,,6.0,2.0,3.0,4.0,,4.0,,1.0,1.0,2.0,8.0,2.0,5.0,3.0,18.0,,21.0,7.0,28.0,2.0,1.0,1.0,5.0,3.0,2.0,9.0,2.0,5.0,10.0,,7.0,4.0,,,,,,,11.0,71.0,1.0,0.7857142857142857,0.8461538461538461,1.0,0.2,0.2,0.4,0.42857142857142855,0.36363636363636365,0.37777777777777777,0.375,0.4583333333333333,0.4166666666666667,0.375,0.4583333333333333,0.2222222222222222,0.08571428571428572,0.3333333333333333,,16.193181818181817,0.5555555555555556,,0.15517241379310345,0.0390625,0.0967741935483871,0.05714285714285714,0.14285714285714285,0.04294478527607362,0.02857142857142857,0.08823529411764706,0.01694915254237288,0.07142857142857142,,0.13513513513513514,0.23076923076923078,0.1,0.05,0.18181818181818182,,0.13333333333333333,0.6666666666666666,1.0,0.5,0.08888888888888889,,,,0.5555555555555556,0.4,0.4166666666666667,0.9,0.13333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.375,0.6666666666666666,0.16666666666666666,0.5,0.08333333333333333,0.35555555555555557,0.3333333333333333,0.46437666666666677,0.5539833333333334,0.4628291666666667,0.08333333333333333,0.10526315789473684,0.17073170731707318,0.2682926829268293,14.405714285714287,24.419999999999998,0.23825503355704697,,1.0,1.0,4.0,2.0,,2.0,1.0,1.0,1.0,,0.038461538461538464,4.0,1.0,,1.0,0.08888888888888889,,0.125,,,,,,,0.04,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,True,,,,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,13149.0,219.0,-26.0,400.0,408.0,78.0,84.0,67.0,808.0,7.0,15.0,1.0,6.0,1.0,1.0,,5.0,11.0,29.0,,1.0,,18.0,49.0,1.0,7.0,7.0,46.0,410.0,1.0,7.0,4.0,9.0,4.0,9.0,,2.0,10.0,28.0,8.0,3.0,2.0,,1.0,,2.0,11.0,,11.0,,2.0,1.0,8.0,22.0,3.0,10.0,2.0,13.0,,15.0,13.0,28.0,4.0,2.0,2.0,4.0,4.0,,6.0,1.0,13.0,20.0,2.0,8.0,4.0,,3.0,1.0,2.0,3.0,,10.0,78.0,2.0,0.7777777777777778,0.8235294117647058,1.0,0.14285714285714285,0.14285714285714285,0.3673469387755102,0.14285714285714285,0.4444444444444444,0.3482142857142857,0.2777777777777778,0.4444444444444444,0.38333333333333336,0.4090909090909091,0.5,0.125,0.04081632653061224,0.13333333333333333,,13.75,0.6666666666666666,,0.07471264367816093,0.05154639175257732,0.08333333333333333,0.1,0.07575757575757576,0.05803571428571429,0.09523809523809523,0.045454545454545456,0.022988505747126436,0.10526315789473684,0.09090909090909091,0.06,0.06557377049180328,0.09523809523809523,0.14285714285714285,,,0.26785714285714285,0.4666666666666667,0.5384615384615384,0.5714285714285714,0.08928571428571429,,,,0.5178571428571429,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.017857142857142856,,,,0.6666666666666666,0.16666666666666666,0.1111111111111111,1.0,,0.39285714285714285,,0.4558776785714285,0.58100625,0.37235555555555555,0.06666666666666667,0.07547169811320754,0.1956521739130435,0.21739130434782608,11.944897959183672,23.642857142857142,0.195,,,1.0,2.0,,1.0,1.0,,,,,,6.0,2.0,,2.0,0.10714285714285714,,0.2222222222222222,,,,,,,,,1.0,,,,1.0,,,,,0.5,,0.16666666666666666,0.16666666666666666,1.0,,,,,1.0,0.5,1.0,,,,True,,,,,,,,
2208,1610612739,Kedrick Brown,Kedrick Brown,2208,CLE,4794.0,80.0,24.0,146.0,146.0,38.0,37.0,21.0,292.0,3.0,7.0,,1.0,1.0,2.0,1.0,2.0,4.0,7.0,,3.0,1.0,8.0,16.0,2.0,8.0,2.0,24.0,131.0,1.0,2.0,,2.0,4.0,5.0,1.0,,8.0,8.0,8.0,6.0,,,3.0,,1.0,6.0,,6.0,,3.0,3.0,,12.0,,1.0,2.0,8.0,,10.0,1.0,11.0,1.0,,1.0,,,,3.0,,5.0,9.0,,2.0,1.0,,,,,,,8.0,38.0,,0.5,0.5,1.0,0.25,0.25,0.5,0.5,0.8,0.4583333333333333,0.5,0.6666666666666666,0.48,0.5,0.6666666666666666,0.3333333333333333,0.0625,0.14285714285714285,,16.27906976744186,,,0.11940298507462686,0.014492753623188406,0.18181818181818182,,0.1282051282051282,0.0125,,,0.041666666666666664,,,0.05555555555555555,0.10526315789473684,0.16666666666666666,0.14285714285714285,0.25,,0.2916666666666667,0.42857142857142855,0.5,0.6666666666666666,0.08333333333333333,0.5,0.5,1.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.25,0.125,,,,0.5,,0.3333333333333333,0.5,0.16666666666666666,0.625,,0.5096958333333332,0.3494,0.49760833333333326,0.04,0.058823529411764705,0.08333333333333333,0.3333333333333333,9.20625,24.099999999999998,0.2602739726027397,,,1.0,3.0,1.0,,,1.0,,,,,5.0,,,,0.20833333333333334,,,,,,,,,,,2.0,,,,,,,,1.0,,,0.4,0.4,1.0,,,,,,,,,,,True,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,25483.0,425.0,-87.0,781.0,798.0,185.0,224.0,102.0,1579.0,50.0,81.0,6.0,11.0,13.0,19.0,19.0,43.0,11.0,43.0,8.0,29.0,8.0,80.0,167.0,12.0,39.0,42.0,238.0,832.0,10.0,16.0,3.0,32.0,16.0,33.0,12.0,16.0,51.0,56.0,104.0,21.0,12.0,,29.0,8.0,5.0,46.0,7.0,53.0,4.0,15.0,10.0,21.0,113.0,4.0,9.0,9.0,38.0,4.0,51.0,13.0,64.0,16.0,13.0,3.0,14.0,8.0,6.0,29.0,2.0,3.0,16.0,2.0,62.0,27.0,5.0,3.0,,,4.0,4.0,51.0,185.0,3.0,0.35,0.3783783783783784,0.5833333333333334,0.3076923076923077,0.3076923076923077,0.47904191616766467,0.625,0.48484848484848486,0.47572815533980584,0.7631578947368421,0.3888888888888889,0.5108225108225108,0.7619047619047619,0.4722222222222222,0.18932038834951456,0.029940119760479042,0.037037037037037035,0.046511627906976744,28.85682574916759,0.4827586206896552,0.125,0.11515151515151516,0.026785714285714284,0.1232876712328767,0.05970149253731343,0.11662531017369727,0.03225806451612903,0.04672897196261682,0.023529411764705882,0.013888888888888888,0.08,,0.08571428571428572,0.11711711711711711,0.14035087719298245,0.10869565217391304,0.14814814814814814,1.0,0.3932038834951456,0.6172839506172839,0.6410256410256411,0.38,0.2087378640776699,0.4418604651162791,0.4634146341463415,0.21052631578947367,0.2087378640776699,0.2558139534883721,0.2558139534883721,0.45454545454545453,0.1407766990291262,0.27586206896551724,0.27586206896551724,0.5,0.5789473684210527,0.5454545454545454,0.4222222222222222,0.6842105263157895,0.17777777777777778,0.5825242718446602,0.27586206896551724,0.5051199029126213,0.5207400000000001,0.48997555555555555,0.12389380530973451,0.14516129032258066,0.13445378151260504,0.21428571428571427,7.589820359281436,24.858974358974358,0.23687580025608196,3.0,4.0,7.0,15.0,1.0,,8.0,4.0,8.0,3.0,,0.038461538461538464,10.0,1.0,4.0,3.0,0.04854368932038835,0.16666666666666666,0.05263157894736842,0.08888888888888889,,1.0,1.0,3.0,,,,4.0,2.0,2.0,1.0,3.0,1.0,15.0,,,1.0,0.08333333333333333,0.4,0.4,0.75,0.10526315789473684,1.0,0.5,0.125,1.0,1.0,1.0,1.0,0.025,,True,,,,,,,,
677,1610612739,Eric Williams,Eric Williams,677,CLE,5932.0,99.0,-7.0,185.0,193.0,44.0,69.0,30.0,378.0,4.0,10.0,,1.0,1.0,3.0,8.0,17.0,1.0,4.0,,8.0,2.0,13.0,31.0,,8.0,10.0,36.0,186.0,,1.0,,,4.0,12.0,2.0,3.0,11.0,14.0,12.0,,,1.0,7.0,,3.0,7.0,2.0,9.0,2.0,3.0,1.0,3.0,20.0,,3.0,,12.0,1.0,13.0,3.0,16.0,2.0,,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,,18.0,8.0,2.0,,,,,,11.0,44.0,,0.5384615384615384,0.5384615384615384,,,,0.41935483870967744,,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.3829787234042553,,0.3235294117647059,0.20512820512820512,0.0967741935483871,0.1,0.11764705882352941,23.255813953488374,0.6666666666666666,0.1111111111111111,0.14814814814814814,0.039473684210526314,,,0.13333333333333333,0.03260869565217391,,0.06666666666666667,0.05263157894736842,,,0.15789473684210525,0.0967741935483871,0.1935483870967742,,,,0.2564102564102564,0.4,0.4444444444444444,0.5,0.4358974358974359,0.47058823529411764,0.5333333333333333,0.5,0.10256410256410256,0.25,0.25,1.0,0.20512820512820512,,,,0.5,,0.21428571428571427,0.3333333333333333,0.14285714285714285,0.46153846153846156,,0.4487144736842105,0.6095,0.4008961538461539,0.17777777777777778,0.21621621621621623,,0.3055555555555556,7.922580645161292,31.3125,0.23783783783783785,,,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,True,,,,,,,,
