EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Loose Ball Fouls,BlockedShortMidRange,Defensive 3 Seconds Violations,HeaveAttempts,StepOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceArc3FGA,Technical Free Throw Trips,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,HeaveMakes,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,BlockedCorner3,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
123,1610612751,Robert Pack,Robert Pack,123,NJN,921.0,15,-3.0,34,31,22,31,1.0,65,4.0,4.0,2.0,2.0,1.0,1,5.0,5,3.0,13.0,30,3.0,3.0,3.0,9.0,2.0,8.0,3.0,3.0,2.0,1.0,6.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,9.0,22,0.2,0.2,1.0,1.0,1.0,1.0,1.0833333333333333,1.125,22.857142857142858,0.5,0.16666666666666666,0.4,0.23529411764705882,0.3333333333333333,0.5,0.8,1.0,1.0,0.2,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6089,0.604,0.3333333333333333,0.3333333333333333,0.6923076923076923,3.34,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,18702.0,312,-42.0,568,570,155,158,71.0,1138,29.0,41.0,5.0,5.0,5.0,16,42.0,90,23.0,110.0,581,6.0,18.0,5.0,17.0,66.0,18.0,16.0,19.0,13.0,1.0,41.0,7.0,32.0,40.0,62.0,7.0,3.0,8.0,1.0,4.0,13.0,21.0,6.0,29.0,50.0,35.0,3.0,16.0,17.0,155,0.7857142857142857,0.868421052631579,0.4666666666666667,0.3333333333333333,0.47802197802197804,0.3333333333333333,0.514018691588785,0.3695652173913043,19.662058371735792,0.38095238095238093,0.15763546798029557,0.14583333333333334,0.1553784860557769,0.14018691588785046,0.15384615384615385,0.45054945054945056,0.7073170731707317,0.7435897435897436,0.17582417582417584,0.3125,0.3125,0.8,0.2777777777777778,1.0,0.46153846153846156,0.4719368131868132,0.4324333333333334,0.15384615384615385,0.1553398058252427,0.15454545454545454,5.88111111111111,0.272887323943662,4.0,9.0,8.0,33.0,1.0,1.0,1.0,1.0,5.0,15.0,8.0,18.0,3.0,8.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,18.0,1.0,22.0,2.0,4.0,2.0,4.0,3.0,5.0,6.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.45,0.01098901098901099,0.05555555555555555,0.04878048780487805,0.09090909090909091,0.058823529411764705,0.08333333333333333,0.07407407407407407,0.08148148148148149,0.04838709677419355,0.07692307692307693,0.11235955056179775,0.07317073170731707,0.07692307692307693,0.13636363636363635,0.21153846153846154,0.1111111111111111,0.046511627906976744,1.0,0.8275862068965517,0.3626373626373626,0.24242424242424243,0.26666666666666666,0.625,0.01098901098901099,1.0,1.0,1.0,0.6,0.4444444444444444,0.25,1.0,0.5018928571428571,0.16363636363636364,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2220,1610612751,Brandon Armstrong,Brandon Armstrong,2220,NJN,9713.0,162,-44.0,310,306,115,122,40.0,616,5.0,8.0,3.0,3.0,11.0,38,17.0,52,,58.0,319,10.0,19.0,,35.0,24.0,10.0,3.0,3.0,2.0,,6.0,3.0,11.0,14.0,18.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,7.0,12.0,2.0,,1.0,35.0,115,0.7058823529411765,0.75,0.3269230769230769,0.5263157894736842,0.4027777777777778,0.625,0.3972602739726027,0.603448275862069,22.09631728045326,0.6,0.11224489795918367,0.09375,0.1076923076923077,0.07547169811320754,0.11538461538461539,0.1111111111111111,0.625,0.8333333333333334,0.5277777777777778,0.2894736842105263,0.2972972972972973,0.7272727272727273,0.10714285714285714,1.0,0.3888888888888889,0.4529006944444444,0.4517839285714286,0.0136986301369863,0.018867924528301886,0.603448275862069,15.069230769230769,0.3709677419354839,1.0,2.0,1.0,6.0,3.0,12.0,8.0,20.0,3.0,4.0,,9.0,18.0,2.0,12.0,3.0,4.0,,,,1.0,1.0,3.0,,4.0,2.0,2.0,,1.0,,,,,,,,,,,3.0,0.75,0.4,0.4,0.75,0.75,0.6428571428571429,0.2777777777777778,0.07692307692307693,0.25,0.16666666666666666,,0.025423728813559324,0.037037037037037035,0.027586206896551724,0.03333333333333333,,0.037037037037037035,0.05263157894736842,,0.2222222222222222,0.1111111111111111,,0.046511627906976744,,0.8,0.08333333333333333,0.16666666666666666,0.2,,0.16666666666666666,0.25,0.25,0.6666666666666666,0.3333333333333333,0.5,,0.25,0.54218,0.15517241379310345,24.55,5.0,8.0,1.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,5.0,9.0,6.0,0.5,0.5555555555555556,0.02631578947368421,0.1111111111111111,0.625,0.625,0.8,0.3333333333333333,0.5,1.0,0.14285714285714285,0.75,0.17857142857142858,0.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,12871.0,215,-41.0,396,399,142,157,52.0,795,8.0,19.0,3.0,8.0,9.0,16,20.0,45,13.0,56.0,413,7.0,16.0,7.0,21.0,34.0,6.0,12.0,16.0,6.0,1.0,36.0,6.0,22.0,35.0,45.0,4.0,2.0,3.0,1.0,3.0,6.0,9.0,2.0,9.0,21.0,14.0,,5.0,21.0,142,0.85,0.8947368421052632,0.4444444444444444,0.4375,0.41346153846153844,0.3888888888888889,0.4745762711864407,0.4772727272727273,15.011037527593817,0.3333333333333333,0.1527777777777778,0.17647058823529413,0.15730337078651685,0.15714285714285714,0.23076923076923078,0.36538461538461536,0.42105263157894735,0.5,0.3076923076923077,0.5625,0.5625,0.8888888888888888,0.4444444444444444,0.375,0.5,0.4733269230769229,0.48011666666666675,0.08771929824561403,0.1,0.375,8.7,0.35858585858585856,2.0,5.0,3.0,10.0,,5.0,1.0,7.0,2.0,6.0,,4.0,3.0,2.0,5.0,,3.0,4.0,3.0,1.0,5.0,2.0,8.0,7.0,10.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1346153846153846,0.06666666666666667,0.15789473684210525,,0.4666666666666667,0.053691275167785234,0.05714285714285714,0.05434782608695652,0.022222222222222223,0.061224489795918366,0.07272727272727272,0.07407407407407407,,0.1,0.18181818181818182,,0.03571428571428571,1.0,0.75,0.19230769230769232,0.3,0.3,1.0,0.09615384615384616,,,,0.8333333333333334,0.4,0.5,,0.5366,0.07142857142857142,24.214285714285715,1.0,2.0,,,,,,2.0,,,,2.0,,,,,0.038461538461538464,0.5,0.5,1.0,,,,,,0.1111111111111111,,2.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,27997.0,467,-77.0,851,858,287,288,106.0,1709,32.0,52.0,11.0,15.0,4.0,15,44.0,97,38.0,153.0,865,14.0,29.0,21.0,55.0,58.0,30.0,55.0,68.0,27.0,6.0,149.0,6.0,32.0,41.0,55.0,13.0,5.0,21.0,5.0,11.0,15.0,36.0,14.0,23.0,70.0,60.0,4.0,20.0,55.0,287,0.6590909090909091,0.6590909090909091,0.4536082474226804,0.4827586206896552,0.44573643410852715,0.4146341463414634,0.4872611464968153,0.49107142857142855,19.835560123329905,0.5833333333333334,0.10256410256410256,0.07894736842105263,0.0979381443298969,0.12727272727272726,0.1,0.40310077519379844,0.6153846153846154,0.7111111111111111,0.11627906976744186,0.26666666666666666,0.26666666666666666,0.75,0.36585365853658536,0.7333333333333333,0.6511627906976745,0.5083630952380953,0.4974275,0.13793103448275862,0.17699115044247787,0.35947712418300654,6.116494845360825,0.3372502937720329,3.0,7.0,8.0,30.0,6.0,25.0,9.0,32.0,3.0,8.0,6.0,12.0,21.0,,22.0,6.0,11.0,13.0,8.0,5.0,22.0,2.0,12.0,3.0,14.0,5.0,8.0,,10.0,2.0,4.0,5.0,12.0,3.0,2.0,,3.0,,,13.0,0.7777777777777778,0.28125,0.3103448275862069,0.375,0.375,0.5,0.24806201550387597,0.1134020618556701,0.1346153846153846,0.13333333333333333,0.1,0.037267080745341616,0.02666666666666667,0.03526448362720403,0.019801980198019802,0.03409090909090909,0.05263157894736842,0.01694915254237288,0.0625,0.04411764705882353,0.10126582278481013,,0.08064516129032258,,0.71875,0.23255813953488372,0.26666666666666666,0.3076923076923077,0.375,0.1937984496124031,0.24,0.24,0.6666666666666666,0.875,0.42857142857142855,0.6666666666666666,0.2727272727272727,0.49792500000000006,0.0784313725490196,27.86562500000001,3.0,7.0,,,1.0,1.0,1.0,11.0,,,2.0,12.0,6.0,,0.16666666666666666,,0.05426356589147287,0.42857142857142855,0.42857142857142855,1.0,,,,0.024390243902439025,1.0,0.2682926829268293,0.09090909090909091,,1.0,,3.0,3.0,1.0,,,,,,,,,,True,,,,,,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,11836.0,197,-32.0,356,358,72,77,39.0,714,4.0,6.0,1.0,2.0,9.0,27,17.0,41,9.0,58.0,365,2.0,6.0,4.0,8.0,24.0,10.0,9.0,13.0,6.0,1.0,30.0,2.0,14.0,16.0,20.0,12.0,4.0,4.0,1.0,1.0,3.0,7.0,2.0,4.0,12.0,13.0,,4.0,8.0,72,0.7058823529411765,0.75,0.4146341463414634,0.3333333333333333,0.4537037037037037,0.3333333333333333,0.48333333333333334,0.5,16.584158415841586,0.5714285714285714,0.10144927536231885,0.08,0.09815950920245399,0.14666666666666667,0.05,0.1111111111111111,0.6666666666666666,0.8,0.5,0.3333333333333333,0.34615384615384615,0.8888888888888888,0.3333333333333333,0.5,0.35185185185185186,0.45418981481481474,0.44593333333333335,0.06896551724137931,0.08888888888888889,0.13793103448275862,14.187804878048782,0.20224719101123595,1.0,2.0,4.0,8.0,3.0,9.0,5.0,13.0,3.0,6.0,,6.0,15.0,2.0,9.0,3.0,3.0,4.0,2.0,2.0,2.0,,4.0,,4.0,,8.0,1.0,3.0,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,0.38461538461538464,0.38461538461538464,0.5,0.3333333333333333,0.3333333333333333,0.24074074074074073,0.07317073170731707,0.16666666666666666,0.125,,0.029197080291970802,,0.023255813953488372,0.0392156862745098,0.05263157894736842,,,,0.030303030303030304,0.06666666666666667,0.2,,1.0,0.75,0.14814814814814814,0.5,0.5714285714285714,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,,0.3333333333333333,0.48166428571428577,0.10344827586206896,24.361538461538462,2.0,4.0,,,,,,,,3.0,,,,,,0.037037037037037035,0.07407407407407407,0.5,0.5,1.0,,,,,,,,3.0,1.0,,,,,3.0,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,6698.0,112,-14.0,202,198,111,98,24.0,400,4.0,6.0,3.0,4.0,1.0,6,6.0,14,3.0,15.0,180,5.0,9.0,2.0,12.0,2.0,10.0,5.0,7.0,3.0,,16.0,4.0,13.0,17.0,26.0,2.0,2.0,3.0,,2.0,4.0,7.0,4.0,6.0,12.0,6.0,2.0,3.0,12.0,111,0.16666666666666666,0.5,0.42857142857142855,0.5555555555555556,0.4,0.5,0.4411764705882353,0.5454545454545454,10.434782608695652,0.42857142857142855,0.1566265060240964,0.2,0.1650485436893204,0.2127659574468085,0.2857142857142857,0.4,0.6666666666666666,0.6666666666666666,0.4,0.16666666666666666,0.16666666666666666,1.0,0.4,0.75,0.4666666666666667,0.4651785714285715,0.47470000000000007,0.1875,0.2,0.8,9.485714285714284,0.5495049504950495,4.0,4.0,1.0,2.0,,1.0,,1.0,4.0,6.0,1.0,9.0,,8.0,1.0,,1.0,2.0,2.0,,2.0,1.0,7.0,,9.0,,,1.0,1.0,1.0,,2.0,1.0,4.0,3.0,,4.0,4.0,,1.0,,,,0.6666666666666666,0.6666666666666666,0.6428571428571429,0.06666666666666667,0.07142857142857142,,0.5,,0.08974358974358974,0.07142857142857142,0.08695652173913043,0.11764705882352941,0.05263157894736842,0.09523809523809523,0.07692307692307693,,0.05263157894736842,0.11764705882352941,,,1.0,,0.13333333333333333,0.5,1.0,,0.06666666666666667,,,,0.6666666666666666,1.0,,,0.49988,0.6,35.1,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.1,,1.0,1.0,,,,,,,,1.0,0.1,,,,,True,,,,,,,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,7631.0,127,-23.0,220,231,80,72,26.0,451,15.0,24.0,4.0,8.0,4.0,7,23.0,44,10.0,59.0,233,8.0,15.0,3.0,22.0,20.0,26.0,9.0,9.0,5.0,1.0,18.0,4.0,13.0,20.0,31.0,3.0,1.0,6.0,1.0,2.0,6.0,12.0,4.0,3.0,10.0,18.0,2.0,9.0,22.0,80,0.43478260869565216,0.5263157894736842,0.5227272727272727,0.5333333333333333,0.5212765957446809,0.5277777777777778,0.5363636363636364,0.5238095238095238,26.693227091633467,0.5,0.17105263157894737,0.17391304347826086,0.1717171717171717,0.24390243902439024,0.15789473684210525,0.5106382978723404,0.625,0.6818181818181818,0.14893617021276595,0.5714285714285714,0.5714285714285714,0.5,0.4444444444444444,0.5,0.574468085106383,0.46187391304347825,0.44387058823529413,0.16666666666666666,0.17647058823529413,0.3728813559322034,5.2250000000000005,0.36363636363636365,4.0,8.0,4.0,13.0,1.0,3.0,1.0,3.0,4.0,8.0,1.0,9.0,3.0,8.0,2.0,1.0,2.0,,,,3.0,,11.0,3.0,11.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,,2.0,1.0,,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.06382978723404255,0.045454545454545456,0.08333333333333333,,0.3333333333333333,0.13924050632911392,,0.11702127659574468,0.22580645161290322,0.10526315789473684,0.06896551724137931,,,,0.16666666666666666,0.25,0.15789473684210525,0.5,0.4666666666666667,0.2765957446808511,0.3076923076923077,0.3076923076923077,0.25,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,0.5,0.51275,0.15254237288135594,33.56666666666666,,,,,,,1.0,3.0,,,1.0,3.0,,,0.3333333333333333,,,,,,,,,,,0.16666666666666666,0.3333333333333333,2.0,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,11678.0,195,-37.0,356,350,98,101,37.0,706,15.0,25.0,2.0,4.0,13.0,26,30.0,55,18.0,90.0,361,6.0,12.0,7.0,25.0,42.0,18.0,18.0,19.0,10.0,3.0,39.0,6.0,17.0,25.0,32.0,10.0,7.0,8.0,3.0,3.0,9.0,17.0,4.0,4.0,15.0,20.0,2.0,9.0,25.0,98,0.7,0.7,0.5454545454545454,0.5,0.5454545454545454,0.6,0.6,0.6944444444444444,23.17380352644836,0.47058823529411764,0.13821138211382114,0.1875,0.14838709677419354,0.17647058823529413,0.21739130434782608,0.3787878787878788,0.6,0.6521739130434783,0.3939393939393939,0.5,0.5,0.6923076923076923,0.26666666666666666,0.5,0.5454545454545454,0.5039092307692308,0.4594642857142857,0.1232876712328767,0.14516129032258066,0.2777777777777778,9.005454545454546,0.2752808988764045,1.0,4.0,2.0,4.0,3.0,10.0,4.0,11.0,2.0,6.0,1.0,5.0,9.0,,8.0,2.0,3.0,1.0,,1.0,5.0,1.0,6.0,2.0,7.0,2.0,3.0,,5.0,2.0,3.0,2.0,2.0,,,,,,,4.0,0.75,0.36363636363636365,0.3,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.16666666666666666,0.05454545454545454,0.08,0.25,0.25,0.046875,0.03225806451612903,0.0440251572327044,0.045454545454545456,0.06896551724137931,0.03636363636363636,0.04,,0.034482758620689655,0.15384615384615385,0.1111111111111111,0.07142857142857142,,0.8,0.06060606060606061,0.5,0.6666666666666666,,0.15151515151515152,0.3,0.3,0.6666666666666666,0.6666666666666666,0.25,1.0,0.25,0.5056166666666667,0.05555555555555555,26.818181818181817,1.0,1.0,,,1.0,1.0,1.0,2.0,,,2.0,3.0,3.0,,0.6666666666666666,,0.015151515151515152,1.0,1.0,1.0,,,,0.06666666666666667,1.0,0.13333333333333333,0.5,,,,1.0,1.0,,,,,,,1.0,,,,True,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,665.0,11,17.0,20,20,8,7,3.0,40,,,,,1.0,2,2.0,3,,7.0,11,,,,,,4.0,2.0,4.0,2.0,,10.0,,2.0,3.0,3.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,,8,,,0.6666666666666666,,0.7,,0.7,,26.08695652173913,1.0,0.4,,0.18181818181818182,0.5,,,,,0.4,0.5,0.5,,,,0.4,0.4729,,,,,16.733333333333334,0.4,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,3.0,3.0,,1.0,1.0,,2.0,2.0,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,0.5,1.0,,1.5,1.5,0.4,,,,0.5,,,,,,,,,,0.5,,,1.0,,0.2,1.0,1.0,,0.4,0.5,0.5,1.0,,,,1.0,0.678,0.42857142857142855,34.05,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,True,,,,,,,,,,,,
