EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,FTOffRebounds,Loose Ball Fouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,Fg3aBlocked,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,HeaveMakes,BlockedCorner3
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,46717.0,779,-13,1499,1498,310,358,215,2997,34.0,54,1.0,2.0,6.0,14.0,10.0,18.0,33.0,72.0,2.0,11.0,1.0,2.0,37.0,127.0,4.0,7.0,10.0,32.0,77,144,39.0,138.0,28.0,299,1624,8.0,16.0,5.0,9.0,1.0,32.0,14.0,32.0,10.0,32.0,9.0,67,36,118.0,84.0,33.0,4.0,2.0,125.0,37.0,3.0,152,33.0,185,24.0,9.0,81.0,25.0,46.0,403,8.0,4.0,6.0,41.0,2.0,49.0,12,61,5.0,34.0,23.0,11.0,40.0,7.0,33.0,13.0,1.0,7.0,1.0,1.0,53.0,3.0,15.0,15.0,38,2.0,33.0,3.0,12.0,9.0,3.0,2.0,1.0,1.0,2.0,1.0,67,310,6.0,0.23376623376623376,0.24,0.717948717948718,0.2826086956521739,0.5555555555555556,0.3125,0.2867647058823529,0.5347222222222222,0.5,0.4375,0.4804964539007092,0.62,0.453125,0.4948453608247423,0.62,0.4782608695652174,0.48936170212765956,0.020833333333333332,0.05555555555555555,19.6011396011396,0.7547169811320755,0.04081632653061224,0.06677524429967427,0.007272727272727273,0.05504587155963303,0.03902439024390244,0.06500691562932227,0.015894039735099338,0.010810810810810811,0.010810810810810811,0.037267080745341616,0.045454545454545456,0.03636363636363636,0.05913978494623656,0.10576923076923077,0.04819277108433735,0.07692307692307693,0.031446540880503145,0.5,0.19148936170212766,0.6296296296296297,0.6666666666666666,0.20588235294117646,0.06382978723404255,0.5555555555555556,0.5555555555555556,0.2,0.2553191489361702,0.4583333333333333,0.4583333333333333,0.2727272727272727,0.03900709219858156,0.18181818181818182,0.18181818181818182,1.0,0.450354609929078,0.29133858267716534,0.29133858267716534,0.7027027027027027,0.08,0.5,0.08,0.5,1.0,0.28,0.5714285714285714,1.0,0.21875,0.42857142857142855,0.5,0.3125,0.6808510638297872,0.296,0.5232194642857143,0.5243294117647059,0.4911,0.03125,0.06,0.10702341137123746,0.22408026755852842,10.82013888888889,25.824637681159423,0.2068045363575717,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,30158.0,503,-18,908,911,138,109,130,1819,54.0,82,10.0,14.0,11.0,13.0,11.0,44.0,35.0,94.0,1.0,9.0,,,1.0,7.0,,2.0,,1.0,100,220,2.0,16.0,36.0,242,926,13.0,27.0,,2.0,3.0,29.0,15.0,28.0,,3.0,8.0,38,138,62.0,6.0,,12.0,,7.0,1.0,12.0,35,8.0,43,6.0,2.0,24.0,4.0,7.0,94,5.0,16.0,10.0,31.0,,41.0,22,63,9.0,24.0,15.0,9.0,27.0,4.0,15.0,22.0,1.0,12.0,,1.0,49.0,8.0,9.0,17.0,55,12.0,50.0,6.0,,26.0,2.0,5.0,2.0,3.0,5.0,3.0,38,138,4.0,0.69,0.7340425531914894,1.0,0.125,,,0.125,0.45454545454545453,0.48148148148148145,0.5357142857142857,0.4364406779661017,0.4482758620689655,0.4838709677419355,0.4689922480620155,0.46774193548387094,0.5135135135135135,0.06779661016949153,0.05454545454545454,0.08536585365853659,28.826291079812204,0.5510204081632653,,0.08493150684931507,0.041025641025641026,0.125,0.0625,0.09213483146067415,0.04468085106382979,0.07874015748031496,0.014925373134328358,0.020833333333333332,0.125,0.061068702290076333,0.08411214953271028,0.11023622047244094,0.13333333333333333,0.1,0.07377049180327869,0.6,0.3474576271186441,0.6585365853658537,0.72,0.6111111111111112,0.1864406779661017,0.25,0.2558139534883721,0.5454545454545454,0.3983050847457627,0.3723404255319149,0.3888888888888889,0.8571428571428571,0.038135593220338986,0.1111111111111111,0.1111111111111111,1.0,0.029661016949152543,0.14285714285714285,0.14285714285714285,1.0,0.4827586206896552,0.7142857142857143,,,,0.06896551724137931,,,0.41935483870967744,0.8461538461538461,0.03225806451612903,,0.4152542372881356,0.14285714285714285,0.4781610169491525,0.49491346153846166,0.49664516129032255,0.1015625,0.10833333333333334,0.11983471074380166,0.15702479338842976,9.444999999999999,24.18125,0.15198237885462554,2.0,1.0,1.0,0.022727272727272728,0.0425531914893617,0.043478260869565216,0.031007751937984496,0.3,0.06451612903225806,,,,,,,,,,,,,,,,,True,,
1899,1610612763,James Posey,James Posey,1899,MEM,72217.0,1204,36,2236,2240,313,311,303,4476,98.0,155,9.0,22.0,12.0,19.0,14.0,42.0,14.0,43.0,31.0,70.0,5.0,8.0,40.0,88.0,3.0,14.0,7.0,18.0,126,240,71.0,158.0,114.0,579,2318,12.0,29.0,8.0,22.0,7.0,55.0,15.0,32.0,9.0,21.0,40.0,97,162,90.0,189.0,24.0,10.0,,88.0,40.0,25.0,44,15.0,59,13.0,2.0,17.0,9.0,18.0,133,12.0,39.0,21.0,113.0,11.0,145.0,53,198,6.0,62.0,34.0,28.0,21.0,6.0,8.0,36.0,5.0,13.0,3.0,6.0,57.0,5.0,8.0,47.0,125,11.0,133.0,8.0,13.0,49.0,15.0,18.0,13.0,4.0,18.0,12.0,97,313,16.0,0.6428571428571429,0.6694214876033058,0.8873239436619719,0.44936708860759494,0.36363636363636365,0.42857142857142855,0.44936708860759494,0.525,0.41379310344827586,0.46875,0.5841708542713567,0.47058823529411764,0.5377358490566038,0.6266519823788547,0.5,0.6506849315068494,0.3969849246231156,0.10416666666666667,0.10967741935483871,19.591993841416475,0.3684210526315789,0.19642857142857142,0.12782805429864252,0.04631828978622328,0.11351351351351352,0.046511627906976744,0.1253507951356408,0.046363636363636364,0.03225806451612903,0.05415162454873646,0.0481283422459893,0.04225352112676056,0.1125,0.1422924901185771,0.13183279742765272,0.11971830985915492,0.09302325581395349,0.03468208092485549,0.6666666666666666,0.38944723618090454,0.632258064516129,0.7101449275362319,0.6530612244897959,0.10552763819095477,0.3333333333333333,0.4,0.42857142857142855,0.10804020100502512,0.32558139534883723,0.3333333333333333,0.7857142857142857,0.17587939698492464,0.44285714285714284,0.4492753623188406,0.9032258064516129,0.22110552763819097,0.45454545454545453,0.45454545454545453,0.875,0.43137254901960786,0.4090909090909091,0.1568627450980392,0.625,0.8,0.27450980392156865,0.21428571428571427,0.6666666666666666,0.3584905660377358,0.631578947368421,0.33962264150943394,0.3888888888888889,0.7864321608040201,0.45454545454545453,0.5564280150753769,0.5418397727272728,0.5321830188679245,0.11161731207289294,0.17437722419928825,0.09499136442141623,0.16753022452504318,4.931666666666668,24.410759493670884,0.13998211091234347,3.0,2.0,11.0,0.16666666666666666,0.023255813953488372,0.029850746268656716,0.05244755244755245,0.4444444444444444,0.05660377358490566,2.0,1.0,1.0,1.0,2.0,0.006329113924050633,0.014285714285714285,0.6666666666666666,,,,,,,,,True,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,6009.0,100,-14,196,197,91,112,25,393,11.0,18,3.0,5.0,5.0,10.0,5.0,9.0,3.0,10.0,,,,,,1.0,,,,1.0,19,37,,1.0,14.0,52,223,4.0,6.0,,,,8.0,8.0,17.0,,1.0,6.0,22,28,10.0,,,4.0,1.0,,,1.0,3,,3,,,3.0,,,6,4.0,4.0,3.0,6.0,2.0,11.0,8,19,2.0,1.0,1.0,,4.0,1.0,4.0,2.0,,,,,6.0,,3.0,8.0,11,,19.0,1.0,,8.0,2.0,7.0,5.0,2.0,7.0,5.0,22,91,1.0,0.7368421052631579,0.8235294117647058,,,,,,0.5135135135135135,0.6666666666666666,0.47058823529411764,0.5,0.6666666666666666,0.4444444444444444,0.5531914893617021,0.6666666666666666,0.5,0.02631578947368421,0.02702702702702703,0.05555555555555555,23.348017621145374,0.6666666666666666,0.2857142857142857,0.09230769230769231,0.05555555555555555,0.2727272727272727,0.18181818181818182,0.11842105263157894,0.0851063829787234,0.08333333333333333,0.038461538461538464,0.23529411764705882,,0.05,0.2222222222222222,0.037037037037037035,0.3333333333333333,,0.11764705882352941,0.7142857142857143,0.47368421052631576,0.6111111111111112,0.6470588235294118,0.7272727272727273,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.6,0.2631578947368421,0.3,0.3,1.0,,,,,0.02631578947368421,,,,0.8333333333333334,0.6,,,,,,,0.5555555555555556,0.5,0.05555555555555555,,0.5,,0.49539999999999995,0.4961,0.5055176470588235,0.17777777777777778,0.18181818181818182,0.15384615384615385,0.4230769230769231,6.7216216216216225,43.9,0.4642857142857143,,,,,,,0.045454545454545456,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,100630.0,1677,9,3138,3147,672,728,424,6285,117.0,208,45.0,84.0,23.0,40.0,77.0,197.0,63.0,176.0,,,,,,5.0,,,,5.0,257,581,,5.0,96.0,610,3237,57.0,114.0,,,33.0,147.0,42.0,104.0,,5.0,26.0,110,384,130.0,,,84.0,2.0,3.0,,47.0,53,18.0,71,13.0,5.0,36.0,6.0,11.0,160,26.0,114.0,48.0,226.0,27.0,301.0,144,445,15.0,45.0,31.0,14.0,39.0,2.0,22.0,38.0,4.0,17.0,1.0,3.0,77.0,10.0,17.0,86.0,192,18.0,131.0,11.0,,59.0,12.0,58.0,41.0,16.0,58.0,36.0,110,672,21.0,0.7470817120622568,0.8930232558139535,,,,,,0.4423407917383821,0.5,0.40384615384615385,0.43856655290102387,0.5,0.3853211009174312,0.47213622291021673,0.5444444444444444,0.4365079365079365,0.008532423208191127,0.08089500860585198,0.11538461538461539,19.873556899395272,0.5064935064935064,0.3068181818181818,0.1825525040387722,0.09523809523809523,0.1791044776119403,0.07162534435261708,0.18193891102257637,0.08974358974358974,0.13858695652173914,0.06666666666666667,0.07003891050583658,0.07547169811320754,0.18620689655172415,0.15846994535519127,0.19908466819221968,0.1650485436893204,0.22580645161290322,0.05357142857142857,0.6206896551724138,0.35494880546075086,0.5625,0.6358695652173914,0.6068376068376068,0.3361774744027304,0.39086294416243655,0.4301675977653631,0.7532467532467533,0.3003412969283277,0.35795454545454547,0.3684210526315789,1.0,,,,,0.008532423208191127,,,,0.7368421052631579,0.5357142857142857,,,,,,,0.3669724770642202,0.575,0.045871559633027525,,0.363481228668942,,0.46201780821917815,0.5229719999999998,0.4608906542056074,0.09305993690851735,0.09379968203497616,0.24098360655737705,0.18032786885245902,8.160068846815836,34.779999999999994,0.21414913957934992,,4.0,25.0,0.09137055837563451,0.028409090909090908,0.041666666666666664,0.0870712401055409,0.13333333333333333,,,,1.0,1.0,2.0,,,,1.0,6.0,,,,,,,True,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,54575.0,910,5,1731,1736,305,319,237,3467,94.0,160,21.0,38.0,17.0,27.0,49.0,157.0,27.0,62.0,1.0,2.0,,,,2.0,,,,2.0,170,379,1.0,4.0,114.0,457,1863,34.0,61.0,,,19.0,87.0,24.0,52.0,,2.0,55.0,103,216,124.0,3.0,,38.0,1.0,1.0,,53.0,55,24.0,79,18.0,6.0,33.0,11.0,11.0,182,20.0,57.0,17.0,100.0,19.0,136.0,79,215,6.0,18.0,11.0,7.0,42.0,2.0,22.0,21.0,1.0,20.0,,2.0,63.0,9.0,12.0,39.0,71,6.0,155.0,10.0,,54.0,29.0,62.0,37.0,21.0,63.0,36.0,103,305,4.0,0.6352941176470588,0.7152317880794702,1.0,0.25,,,0.3333333333333333,0.44854881266490765,0.5573770491803278,0.46153846153846156,0.44778067885117495,0.5573770491803278,0.4444444444444444,0.5010964912280702,0.5878378378378378,0.5786516853932584,0.010443864229765013,0.13984168865435356,0.15625,25.72139303482587,0.6666666666666666,0.3877551020408163,0.14326647564469913,0.08990536277602523,0.12318840579710146,0.09174311926605505,0.13995215311004786,0.0903755868544601,0.11428571428571428,0.07692307692307693,0.09937888198757763,0.07017543859649122,0.16015625,0.12206572769953052,0.14410480349344978,0.14563106796116504,0.05714285714285714,0.03870967741935484,0.5714285714285714,0.4177545691906005,0.5875,0.6962962962962963,0.6276595744680851,0.40992167101827676,0.31210191082802546,0.3798449612403101,0.4897959183673469,0.1618798955613577,0.43548387096774194,0.43548387096774194,0.9259259259259259,0.005221932114882507,0.5,0.5,1.0,0.005221932114882507,,,,0.6229508196721312,0.5526315789473685,,,,,,,0.5,0.6296296296296297,0.037037037037037035,,0.4281984334203655,,0.470449214659686,0.5127326086956522,0.48391886792452843,0.12646370023419204,0.1276595744680851,0.19037199124726478,0.22538293216630198,5.920844327176781,28.575000000000003,0.17619872905834777,,2.0,12.0,0.17834394904458598,,0.046511627906976744,0.0787037037037037,0.09523809523809523,,,,4.0,,,,,,,4.0,1.0,1.0,,,,,True,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,35649.0,594,65,1127,1128,433,493,150,2255,29.0,42,12.0,16.0,12.0,15.0,7.0,20.0,16.0,38.0,13.0,42.0,,,8.0,18.0,,1.0,1.0,4.0,52,100,21.0,60.0,46.0,213,1091,16.0,23.0,,1.0,6.0,38.0,21.0,34.0,6.0,20.0,24.0,84,64,40.0,63.0,,16.0,,18.0,8.0,4.0,22,8.0,30,7.0,1.0,12.0,4.0,6.0,68,3.0,23.0,10.0,39.0,2.0,51.0,27,78,2.0,30.0,12.0,18.0,8.0,,6.0,7.0,2.0,2.0,1.0,,15.0,,7.0,32.0,56,4.0,57.0,7.0,3.0,22.0,9.0,17.0,12.0,3.0,17.0,11.0,84,433,5.0,0.6153846153846154,0.7272727272727273,1.0,0.35,,0.3,0.35,0.52,0.6956521739130435,0.6176470588235294,0.521875,0.6666666666666666,0.5555555555555556,0.5706521739130435,0.7037037037037037,0.6176470588235294,0.375,0.04,0.07142857142857142,15.307692307692308,0.5333333333333333,0.047619047619047616,0.08609271523178808,0.052752293577981654,0.09009009009009009,0.023622047244094488,0.08687943262411348,0.046181172291296625,0.04504504504504504,0.05405405405405406,0.011904761904761904,0.046511627906976744,0.08783783783783784,0.1,0.07272727272727272,0.08333333333333333,0.1111111111111111,0.024691358024691357,0.6470588235294118,0.2625,0.6904761904761905,0.7435897435897436,0.4482758620689655,0.125,0.35,0.35,0.5714285714285714,0.2375,0.42105263157894735,0.43243243243243246,0.9375,0.2625,0.30952380952380953,0.30952380952380953,1.0,0.1125,0.4444444444444444,0.4444444444444444,1.0,0.6666666666666666,0.75,,,,0.041666666666666664,,,0.2777777777777778,0.8,0.07407407407407407,0.25,0.6375,0.4444444444444444,0.5010059748427673,0.5091782608695652,0.5064716981132076,0.12571428571428572,0.19130434782608696,0.1784037558685446,0.39436619718309857,8.402000000000001,24.075,0.3842058562555457,16.0,1.0,6.0,,0.02631578947368421,0.022222222222222223,0.05714285714285714,0.25,0.2962962962962963,5.0,,2.0,,,,,0.3125,,,,,,,,,True,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,39755.0,663,16,1204,1205,273,286,159,2409,41.0,69,9.0,18.0,9.0,17.0,12.0,33.0,2.0,11.0,,,,,,,,,,,55,113,,,20.0,130,1145,10.0,24.0,,,1.0,21.0,11.0,25.0,,,5.0,27,78,32.0,,,12.0,,,,10.0,26,9.0,35,8.0,1.0,14.0,3.0,9.0,79,5.0,43.0,12.0,69.0,9.0,90.0,48,138,5.0,27.0,19.0,8.0,14.0,5.0,6.0,14.0,1.0,8.0,,1.0,28.0,4.0,6.0,31.0,78,3.0,37.0,6.0,,17.0,5.0,35.0,28.0,5.0,35.0,17.0,27,273,6.0,0.7090909090909091,0.7959183673469388,,,,,,0.48672566371681414,0.4166666666666667,0.44,0.48672566371681414,0.4166666666666667,0.44,0.5038759689922481,0.42,0.43548387096774194,,0.08849557522123894,0.11594202898550725,11.286843997124372,0.5,0.2903225806451613,0.1464968152866242,0.088659793814433,0.10084033613445378,0.04132231404958678,0.13728813559322034,0.07920792079207921,0.09090909090909091,0.07009345794392523,0.03896103896103896,0.045454545454545456,0.12179487179487179,0.14814814814814814,0.16666666666666666,0.10638297872340426,0.08,0.10638297872340426,0.4857142857142857,0.6106194690265486,0.5942028985507246,0.6721311475409836,0.7560975609756098,0.2920353982300885,0.36363636363636365,0.3870967741935484,0.5,0.09734513274336283,0.18181818181818182,0.18181818181818182,1.0,,,,,,,,,0.75,0.5,,,,,,,0.68,0.5294117647058824,,,0.6106194690265486,,0.5099398230088497,0.5199904761904761,0.496004,0.13709677419354838,0.13709677419354838,0.16153846153846155,0.2076923076923077,3.8725663716814163,,0.22674418604651161,,,8.0,0.06060606060606061,,,0.11510791366906475,0.3333333333333333,,,,2.0,,5.0,,,,,1.0,,,,,,,True,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,46969.0,783,24,1490,1491,255,311,200,2981,46.0,71,3.0,4.0,5.0,11.0,5.0,30.0,38.0,86.0,2.0,11.0,,1.0,36.0,93.0,8.0,13.0,4.0,10.0,89,187,38.0,104.0,35.0,327,1582,7.0,15.0,8.0,14.0,2.0,40.0,11.0,31.0,4.0,11.0,15.0,49,116,62.0,111.0,3.0,4.0,,93.0,36.0,18.0,93,27.0,120,19.0,8.0,33.0,24.0,36.0,267,5.0,10.0,15.0,56.0,,71.0,15,86,4.0,29.0,21.0,8.0,20.0,7.0,16.0,25.0,2.0,4.0,2.0,3.0,45.0,,7.0,37.0,70,11.0,48.0,4.0,4.0,18.0,6.0,6.0,1.0,4.0,6.0,3.0,49,255,4.0,0.651685393258427,0.6666666666666666,0.9736842105263158,0.36538461538461536,0.5714285714285714,0.36363636363636365,0.36538461538461536,0.47593582887700536,0.4666666666666667,0.3548387096774194,0.5017182130584192,0.6551724137931034,0.40476190476190477,0.522508038585209,0.6451612903225806,0.48,0.35738831615120276,0.0962566844919786,0.16901408450704225,20.589936379410066,0.4444444444444444,,0.09256198347107437,0.018726591760299626,0.13513513513513514,0.02577319587628866,0.09916201117318436,0.020604395604395604,0.027472527472527472,0.01020408163265306,0.026490066225165563,0.023255813953488372,0.06698564593301436,0.07103825136612021,0.13615023474178403,0.14942528735632185,0.08333333333333333,0.028169014084507043,0.5,0.24398625429553264,0.647887323943662,0.7796610169491526,0.5869565217391305,0.10309278350515463,0.16666666666666666,0.20833333333333334,0.2,0.29553264604810997,0.4418604651162791,0.4418604651162791,0.7894736842105263,0.037800687285223365,0.18181818181818182,0.18181818181818182,1.0,0.31958762886597936,0.3870967741935484,0.3956043956043956,0.9722222222222222,0.13793103448275862,0.75,0.034482758620689655,,,0.4482758620689655,0.6153846153846154,1.0,0.2619047619047619,0.45454545454545453,0.23809523809523808,0.4,0.6013745704467354,0.3870967741935484,0.519206529209622,0.5024947368421052,0.5009988095238095,0.05901639344262295,0.08955223880597014,0.12232415902140673,0.14984709480122324,10.785561497326203,25.131730769230764,0.17114093959731544,1.0,,3.0,0.2,,,0.019230769230769232,,0.023809523809523808,,2.0,1.0,,,0.019230769230769232,,,,,,,0.021505376344086023,,,,True,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,4778.0,80,-27,145,150,27,29,17,295,7.0,9,,,,,1.0,2.0,,8.0,,,,,,2.0,,1.0,,2.0,8,19,,2.0,4.0,20,159,,,,1.0,,,,,,2.0,1.0,1,12,4.0,,,,,2.0,,,8,1.0,9,,1.0,4.0,1.0,3.0,19,,1.0,3.0,5.0,,8.0,1,9,,2.0,1.0,1.0,2.0,,2.0,3.0,,,,1.0,5.0,1.0,,3.0,11,2.0,8.0,,,4.0,,4.0,1.0,2.0,4.0,4.0,1,27,,0.75,0.75,,,,,,0.42105263157894735,,,0.38095238095238093,,,0.4,,0.16666666666666666,0.09523809523809523,,,18.29268292682927,0.4,,0.09433962264150944,0.01694915254237288,0.17647058823529413,,0.11428571428571428,0.013888888888888888,0.058823529411764705,,,,0.1,0.14285714285714285,0.05263157894736842,0.21428571428571427,,,1.0,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.09523809523809523,0.5,0.5,1.0,0.38095238095238093,,,,,,,,0.09523809523809523,,,,,,,,,1.0,,,,,1.0,,0.5238095238095238,,0.5263214285714286,0.49875,0.501525,0.16,0.17391304347826086,,0.05,8.994736842105263,25.65,0.18620689655172415,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,
