EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,Fg2aBlocked,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,SecondChanceFG2A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,AtRimAssists,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyPoints,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceAtRimFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,NonShootingPenaltyNonTakeFouls,FG3APct,Arc3Frequency,SecondChanceAtRimFrequency,Avg3ptShotDistance,OffAtRimReboundPct,PenaltyArc3FGA,PenaltyFG3A,SelfOReb,SelfORebPct,PenaltyArc3Frequency,AtRimPctAssisted,HeaveAttempts,on,SecondChanceAtRimFGM,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Arc3FGM,FG3M,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,PtsUnassisted3s,HeaveMakes,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Clear Path Fouls,Corner3PctBlocked
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,729.0,12,-4,24,21,5.0,9.0,5.0,45,23,2.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.896551724137932,0.5,1.0,0.1428571428571428,0.1666666666666666,1.0,0.3333333333333333,0.1428571428571428,0.1666666666666666,0.2,0.3333333333333333,1.0,1.0,0.2083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,398.0,7,-9,12,13,,,1.0,25,15,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,38.46153846153846,,,0.2,,,0.1428571428571428,,,,,,,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.5,0.25,1.0,1.0,0.25,0.5,0.25,0.4323749999999999,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,380.0,6,-2,12,10,2.0,,1.0,22,16,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,572.0,10,-6,19,16,,3.0,4.0,35,22,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,8.695652173913043,,,0.1428571428571428,0.1111111111111111,,0.1111111111111111,0.1,,0.25,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,0.5,0.5,0.5,,,0.25,,,,0.5,0.5,,0.3425,14.15,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1610612751,Doug Overton,Doug Overton,77,NJN,1294.0,22,-12,41,38,5.0,9.0,7.0,79,43,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,2.0,,2.0,4.0,5.0,22.916666666666668,0.5,,0.0526315789473684,,,0.0454545454545454,,,,0.125,,,0.1219512195121951,,,2.0,6.0,3.0,8.0,8.0,2.0,,,,,,0.375,0.375,0.4444444444444444,,,,,,,0.25,0.75,,0.3550375,15.875,,2.0,4.0,4.0,2.0,8.0,,,0.3827,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.2488,0.1111111111111111,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1610612751,Alonzo Mourning,Alonzo Mourning,297,NJN,772.0,13,-5,23,22,3.0,1.0,3.0,45,26,,1.0,1.0,,2.0,,2.0,,,,,,,,,2.0,2.0,3.0,15.384615384615383,,,0.0714285714285714,,1.0,0.1333333333333333,,,,0.1666666666666666,,1.0,0.1304347826086956,1.0,2.0,2.0,,3.0,4.0,6.0,6.0,1.0,,2.0,1.0,2.0,0.75,0.75,0.75,0.25,,,0.5,0.5,1.0,0.5,,0.5,0.506625,3.7,2.0,1.0,,,,,1.0,1.0,0.3897,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,0.7411,,,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,423.0,7,-6,14,14,3.0,2.0,3.0,28,18,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,3.0,17.64705882352941,,,,0.1428571428571428,,,0.125,,0.25,,,,0.2142857142857142,,1.0,,1.0,1.0,2.0,2.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.51855,11.55,,1.0,,,,,,,0.5482,1.0,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,25.6,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,1610612751,Brandon Armstrong,Brandon Armstrong,2220,NJN,652.0,11,-4,21,19,2.0,8.0,5.0,40,17,1.0,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,,,1.0,2.0,26.923076923076923,,,0.0769230769230769,0.0833333333333333,,0.0714285714285714,0.0666666666666666,,,0.2,,,0.0952380952380952,,,1.0,4.0,2.0,5.0,4.0,2.0,,1.0,,,,0.4,0.3333333333333333,0.3333333333333333,,,,,,,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.4142166666666667,17.22,,1.0,,,,,,,0.4909,2.0,,1.0,2.0,1.0,2.0,,,,,,,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.3843,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.1666666666666666,0.1666666666666666,,24.7,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,350.0,6,-5,12,11,2.0,7.0,3.0,23,9,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,26.666666666666668,,,,0.125,,,0.0909090909090909,0.3333333333333333,,,,,0.1666666666666666,,1.0,2.0,,,3.0,,,2.0,,,,,,,,0.6666666666666666,0.5,,0.25,,,0.5,,0.5,0.3882,5.133333333333334,,1.0,1.0,1.0,1.0,2.0,,,0.5271,,,,,,,,,,,,,,,,,,,,,0.3381,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,0.25,0.25,1.0,26.0,,1.0,1.0,1.0,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,289.0,5,2,8,8,1.0,4.0,1.0,16,5,,,,,,,,,,,,,,,,1.0,1.0,1.0,33.333333333333336,,,,,,,,,,,,,0.125,1.0,1.0,,,1.0,1.0,3.0,,,,,,,1.0,0.5,0.5,,,,0.5,1.0,1.0,,,1.0,0.571625,0.8,,,,,,,,,,,1.0,,,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.5,0.5,,24.2,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
