EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,Fg3aBlocked,FTOffRebounds,Travels,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Blocked3s,BlockedArc3,Corner3PctBlocked,on,OffensiveGoaltends,BlockedCorner3
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,79960.0,1333,76,2454,2452,683.0,681.0,314.0,4906,42.0,80.0,2.0,6.0,9.0,18.0,14.0,40.0,17.0,56,10.0,33.0,1.0,5.0,3.0,7.0,63.0,184.0,9.0,20.0,14.0,45.0,73.0,176,73.0,217.0,59.0,424.0,2456,3.0,11.0,10.0,25.0,8.0,44.0,11.0,38.0,17.0,52.0,33.0,106.0,38.0,108.0,183.0,36.0,1.0,183.0,63.0,6.0,152.0,48.0,200.0,31.0,17.0,56.0,18.0,78.0,448.0,4.0,11.0,26.0,66.0,1.0,93.0,15.0,108.0,7.0,62.0,30.0,32.0,40.0,13.0,31.0,25.0,2.0,9.0,1.0,65.0,1.0,21.0,50.0,109.0,6.0,3.0,74.0,3.0,1.0,23.0,1.0,14.0,8.0,2.0,5.0,1.0,8.0,3.0,2.0,106.0,683.0,21.0,0.2602739726027397,0.2602739726027397,0.8356164383561644,0.33640552995391704,0.4,0.3269230769230769,0.33796296296296297,0.4147727272727273,0.2727272727272727,0.2894736842105263,0.4643765903307888,0.5,0.40555555555555556,0.4941588785046729,0.55,0.4861111111111111,0.5521628498727735,0.03409090909090909,0.05,0.05,17.379018014835747,0.6153846153846154,0.01282051282051282,0.0759493670886076,0.012141280353200883,0.0959409594095941,0.012269938650306749,0.08070175438596491,0.012175324675324676,0.010101010101010102,0.02100840336134454,0.008086253369272238,0.015810276679841896,0.07567567567567568,0.0625,0.08495145631067962,0.0966183574879227,0.09375,0.029535864978902954,0.375,0.2035623409669211,0.525,0.5526315789473685,0.2857142857142857,0.10178117048346055,0.35,0.3684210526315789,0.14285714285714285,0.14249363867684478,0.30357142857142855,0.30357142857142855,0.29411764705882354,0.08396946564885496,0.30303030303030304,0.30303030303030304,0.9,0.4681933842239186,0.3423913043478261,0.3423913043478261,0.8253968253968254,0.16666666666666666,0.3333333333333333,1.0,0.1388888888888889,0.2,1.0,0.5555555555555556,0.45,1.0,0.2,0.5,0.07777777777777778,0.42857142857142855,0.5,0.3111111111111111,0.7557251908396947,0.3442622950819672,0.518900637755102,0.540132,0.5069600000000001,0.057971014492753624,0.11734693877551021,0.0045871559633027525,0.10377358490566038,0.25,7.944318181818181,24.98341013824885,0.278321108394458,,,,,,,,,,,,,,,,True,,
1885,1610612748,Lamar Odom,Lamar Odom,1885,MIA,108741.0,1812,-2,3337,3326,684.0,653.0,422.0,6663,165.0,312.0,38.0,69.0,27.0,52.0,77.0,196.0,28.0,69,8.0,15.0,3.0,4.0,1.0,5.0,29.0,109.0,4.0,10.0,7.0,28.0,270.0,577,37.0,124.0,188.0,839.0,3409,50.0,103.0,7.0,14.0,21.0,142.0,43.0,90.0,8.0,33.0,61.0,171.0,196.0,344.0,102.0,9.0,,109.0,29.0,62.0,141.0,41.0,182.0,27.0,14.0,71.0,8.0,62.0,405.0,23.0,83.0,59.0,275.0,41.0,375.0,108.0,483.0,25.0,49.0,30.0,19.0,74.0,16.0,51.0,63.0,1.0,23.0,2.0,137.0,12.0,25.0,78.0,166.0,7.0,25.0,261.0,32.0,,118.0,1.0,28.0,42.0,25.0,3.0,14.0,42.0,26.0,3.0,171.0,684.0,20.0,0.362962962962963,0.41702127659574467,0.918918918918919,0.29838709677419356,0.5,0.24242424242424243,0.29838709677419356,0.4679376083188908,0.4854368932038835,0.4777777777777778,0.4643366619115549,0.5170940170940171,0.44715447154471544,0.5140931372549019,0.5503875968992248,0.5245398773006135,0.1768901569186876,0.10745233968804159,0.1346153846153846,0.09693877551020408,24.7012987012987,0.5401459854014599,0.41,0.2241238793806031,0.0629742033383915,0.17002881844380405,0.06284153005464481,0.2121982210927573,0.06294536817102138,0.09808102345415778,0.05965909090909091,0.03219315895372234,0.07246376811594203,0.20279720279720279,0.2345679012345679,0.22761194029850745,0.17164179104477612,0.16455696202531644,0.07668711656441718,0.6190476190476191,0.4450784593437946,0.5288461538461539,0.6111111111111112,0.3575757575757576,0.2796005706134094,0.39285714285714285,0.4350282485875706,0.2727272727272727,0.09843081312410841,0.4057971014492754,0.4117647058823529,0.6428571428571429,0.021398002853067047,0.5333333333333333,0.5333333333333333,0.75,0.15549215406562053,0.26605504587155965,0.26851851851851855,0.9655172413793104,0.5897435897435898,0.5507246376811594,0.10526315789473684,0.03418803418803419,0.75,0.6666666666666666,0.08547008547008547,0.4,1.0,0.42276422764227645,0.5192307692307693,0.04065040650406504,0.2,0.22764227642276422,0.25,0.6219686162624821,0.26605504587155965,0.4958836661911555,0.5064935,0.4975113821138212,0.15101522842639595,0.1779788838612368,0.008,0.16924910607866508,0.20381406436233612,4.950606585788563,24.963709677419356,0.2049745280191789,70.0,1.0,2.0,7.0,1.0,4.0,2.0,0.008064516129032258,0.014492753623188406,0.009174311926605505,0.021052631578947368,0.03333333333333333,,,,True,,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,9837.0,164,-32,290,298,58.0,86.0,39.0,588,2.0,9.0,,3.0,,,8.0,21.0,13.0,35,,,,,,,,,,,,,23.0,65,,,5.0,51.0,313,2.0,9.0,,,,4.0,5.0,14.0,,,,10.0,34.0,12.0,,,,,,7.0,2.0,3.0,5.0,3.0,,1.0,1.0,,13.0,3.0,8.0,3.0,14.0,,17.0,11.0,28.0,4.0,4.0,3.0,1.0,2.0,,,3.0,,2.0,,5.0,1.0,2.0,13.0,24.0,2.0,3.0,8.0,,,4.0,,,5.0,1.0,,4.0,5.0,1.0,,10.0,58.0,5.0,0.7391304347826086,0.7727272727272727,,,,,,0.35384615384615387,0.2222222222222222,0.35714285714285715,0.35384615384615387,0.2222222222222222,0.35714285714285715,0.3695652173913043,0.2222222222222222,0.35714285714285715,,0.1076923076923077,0.2222222222222222,0.19047619047619047,21.958456973293767,0.4,,0.12612612612612611,0.07339449541284404,0.1111111111111111,0.08333333333333333,0.12318840579710146,0.07586206896551724,0.17391304347826086,0.03225806451612903,0.05454545454545454,0.11538461538461539,0.13793103448275862,0.12903225806451613,0.11764705882352941,0.14285714285714285,,0.11764705882352941,0.2,0.13846153846153847,0.2222222222222222,0.2857142857142857,1.0,0.3230769230769231,0.38095238095238093,0.47058823529411764,0.625,0.5384615384615384,0.37142857142857144,0.38235294117647056,0.7692307692307693,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,0.13846153846153847,,0.41291538461538463,0.45095555555555555,0.3787642857142858,0.057971014492753624,0.057971014492753624,,0.0784313725490196,0.19607843137254902,12.841538461538462,,0.2,2.0,,,,,,,,0.02857142857142857,,,,,,,True,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,115901.0,1932,33,3558,3546,704.0,718.0,442.0,7104,66.0,109.0,7.0,11.0,12.0,22.0,45.0,122.0,93.0,212,46.0,118.0,,5.0,8.0,24.0,64.0,186.0,5.0,13.0,11.0,38.0,204.0,443,110.0,304.0,182.0,920.0,3624,20.0,43.0,5.0,18.0,8.0,63.0,31.0,78.0,19.0,62.0,64.0,183.0,212.0,196.0,306.0,24.0,,186.0,64.0,22.0,170.0,24.0,194.0,17.0,7.0,71.0,20.0,79.0,412.0,4.0,19.0,52.0,111.0,8.0,171.0,23.0,194.0,8.0,57.0,39.0,18.0,38.0,9.0,23.0,43.0,6.0,15.0,1.0,81.0,5.0,20.0,61.0,157.0,10.0,18.0,216.0,18.0,39.0,74.0,,24.0,19.0,7.0,5.0,7.0,21.0,16.0,3.0,183.0,704.0,15.0,0.5196078431372549,0.5326633165829145,0.9272727272727272,0.3618421052631579,0.2777777777777778,0.3064516129032258,0.3618421052631579,0.4604966139954853,0.46511627906976744,0.3974358974358974,0.4939759036144578,0.45081967213114754,0.425,0.5362756952841596,0.4921875,0.5057471264367817,0.4069611780455154,0.04966139954853273,0.11926605504587157,0.07377049180327869,22.159784998778402,0.4691358024691358,0.07476635514018691,0.08564814814814815,0.0136986301369863,0.13506493506493505,0.00997506234413965,0.09696609161213564,0.012863534675615212,0.01284796573875803,0.025069637883008356,0.0071301247771836,0.006825938566552901,0.06622516556291391,0.05707762557077625,0.11870503597122302,0.1377049180327869,0.125,0.01990049751243781,0.7619047619047619,0.1459170013386881,0.6055045871559633,0.6875,0.5151515151515151,0.16331994645247658,0.36885245901639346,0.39823008849557523,0.3111111111111111,0.2838018741633199,0.4386792452830189,0.4386792452830189,0.6236559139784946,0.15796519410977242,0.3898305084745763,0.39655172413793105,0.9347826086956522,0.24899598393574296,0.34408602150537637,0.34782608695652173,0.921875,0.18032786885245902,0.6363636363636364,0.2857142857142857,0.08196721311475409,,,0.21311475409836064,0.38461538461538464,1.0,0.15714285714285714,0.5454545454545454,0.17142857142857143,0.3333333333333333,0.2714285714285714,0.2894736842105263,0.5528781793842035,0.34408602150537637,0.4936800535475234,0.46260212765957437,0.48887892857142856,0.0921544209215442,0.14829659318637275,,0.06847826086956521,0.19891304347826086,11.402483069977428,24.401644736842105,0.19786396852164137,10.0,4.0,,4.0,,,,0.013157894736842105,,0.010752688172043012,,0.018518518518518517,2.0,2.0,0.01694915254237288,True,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,138144.0,2302,32,4244,4239,918.0,946.0,542.0,8483,112.0,194.0,43.0,77.0,20.0,37.0,21.0,75.0,156.0,343,,,,,,,,1.0,,,,1.0,289.0,612,,1.0,86.0,664.0,4316,59.0,120.0,,,29.0,147.0,57.0,110.0,,1.0,38.0,152.0,448.0,130.0,,,1.0,,,47.0,45.0,24.0,69.0,21.0,3.0,26.0,6.0,13.0,162.0,46.0,126.0,69.0,240.0,41.0,350.0,174.0,524.0,18.0,51.0,35.0,16.0,39.0,7.0,23.0,43.0,2.0,16.0,,82.0,9.0,14.0,123.0,254.0,16.0,14.0,110.0,8.0,,41.0,,18.0,35.0,24.0,1.0,10.0,35.0,25.0,9.0,152.0,918.0,34.0,0.7750865051903114,0.8924302788844621,,,,,,0.4722222222222222,0.49166666666666664,0.5181818181818182,0.47145187601957583,0.49166666666666664,0.5135135135135135,0.5,0.5364963503649635,0.5588235294117647,0.0016313213703099511,0.07679738562091504,0.17010309278350516,0.17333333333333334,15.233816622421891,0.47560975609756095,0.3106060606060606,0.15594541910331383,0.07572115384615384,0.15,0.09829059829059829,0.15457728864432216,0.08067542213883677,0.09892086330935251,0.07061503416856492,0.059790732436472344,0.09971509971509972,0.14681440443213298,0.1865079365079365,0.13798219584569732,0.15083798882681565,0.14705882352941177,0.06569343065693431,0.7142857142857143,0.3164763458401305,0.5773195876288659,0.6956521739130435,0.5178571428571429,0.12234910277324633,0.28,0.3387096774193548,0.5238095238095238,0.5595432300163132,0.45481049562682213,0.45614035087719296,0.9935897435897436,,,,,0.0016313213703099511,,,,0.6416666666666667,0.5584415584415584,0.06976744186046512,,,,,,,0.3333333333333333,0.5405405405405406,,,0.009009009009009009,,0.3181076672104405,,0.4429611111111109,0.4885846938775509,0.439769090909091,0.06346749226006192,0.06356589147286822,,0.2213855421686747,0.2289156626506024,11.151633986928104,75.1,0.21630537229029217,76.0,,2.0,5.0,,,10.0,,0.0029154518950437317,,0.01694915254237288,0.09401709401709402,,,,True,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,14370.0,240,33,445,441,119.0,121.0,45.0,886,10.0,12.0,1.0,1.0,2.0,3.0,4.0,8.0,11.0,28,7.0,10.0,,,3.0,4.0,7.0,24.0,,,3.0,7.0,25.0,48,14.0,34.0,7.0,99.0,428,2.0,2.0,,,,4.0,5.0,8.0,6.0,11.0,6.0,34.0,28.0,22.0,39.0,3.0,,24.0,7.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,,1.0,18.0,1.0,,5.0,11.0,5.0,21.0,1.0,22.0,,7.0,3.0,4.0,6.0,1.0,5.0,7.0,1.0,1.0,,13.0,1.0,3.0,16.0,30.0,,3.0,10.0,2.0,,4.0,,2.0,3.0,3.0,,,3.0,1.0,,34.0,119.0,5.0,0.56,0.5833333333333334,0.9285714285714286,0.4117647058823529,,0.5454545454545454,0.4117647058823529,0.5208333333333334,1.0,0.625,0.5609756097560976,1.0,0.7368421052631579,0.5755813953488372,1.0,0.7727272727272727,0.4146341463414634,0.020833333333333332,0.08333333333333333,,19.8,0.46153846153846156,0.25,0.06918238993710692,,0.09259259259259259,0.017543859649122806,0.07511737089201878,0.004694835680751174,,,,0.022222222222222223,0.058823529411764705,0.07407407407407407,0.07042253521126761,0.09523809523809523,0.08333333333333333,,0.3333333333333333,0.14634146341463414,0.8333333333333334,0.9090909090909091,0.4,0.0975609756097561,0.5,0.5,0.25,0.34146341463414637,0.39285714285714285,0.39285714285714285,0.8181818181818182,0.12195121951219512,0.7,0.7,1.0,0.2926829268292683,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.5,1.0,,,,,,,,0.15789473684210525,0.6666666666666666,0.21052631578947367,0.75,0.3684210526315789,0.42857142857142855,0.5609756097560976,0.2916666666666667,0.48787256097560977,,0.5046763157894737,0.047619047619047616,0.08,,0.04040404040404041,0.3434343434343434,12.152083333333332,24.51764705882353,0.26741573033707866,2.0,,,,,,,,,,,,,,,True,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,81978.0,1366,22,2541,2542,516.0,519.0,321.0,5083,154.0,270.0,24.0,38.0,32.0,56.0,48.0,113.0,26.0,85,6.0,16.0,,1.0,1.0,3.0,4.0,19.0,,1.0,,4.0,228.0,468,10.0,35.0,146.0,632.0,2598,34.0,59.0,,2.0,11.0,79.0,47.0,103.0,1.0,7.0,48.0,145.0,156.0,300.0,24.0,6.0,2.0,17.0,4.0,47.0,132.0,45.0,177.0,30.0,15.0,54.0,17.0,61.0,399.0,6.0,50.0,24.0,75.0,,99.0,58.0,157.0,9.0,56.0,37.0,19.0,67.0,10.0,31.0,52.0,3.0,36.0,,119.0,5.0,19.0,38.0,96.0,6.0,21.0,196.0,19.0,,90.0,1.0,16.0,20.0,8.0,5.0,7.0,22.0,12.0,,145.0,516.0,14.0,0.34210526315789475,0.36619718309859156,0.8,0.2857142857142857,,0.14285714285714285,0.30303030303030304,0.48717948717948717,0.576271186440678,0.4563106796116505,0.4831013916500994,0.5573770491803278,0.4409090909090909,0.5346869712351946,0.5895522388059702,0.5215827338129496,0.06958250497017893,0.10042735042735043,0.12222222222222222,0.12389380530973451,24.15787682885335,0.5630252100840336,,0.08081896551724138,0.04940711462450593,0.0851063829787234,0.0234375,0.08181818181818182,0.04416403785488959,0.0673854447439353,0.06415094339622641,0.02127659574468085,0.016042780748663103,0.05439330543933055,0.07419354838709677,0.10290237467018469,0.08071748878923767,0.1016949152542373,0.04205607476635514,0.5454545454545454,0.536779324055666,0.5703703703703704,0.6497890295358649,0.42207792207792205,0.22465208747514911,0.4247787610619469,0.48484848484848486,0.14583333333333334,0.16898608349900596,0.3058823529411765,0.3058823529411765,0.23076923076923078,0.03180914512922465,0.375,0.375,0.8333333333333334,0.03777335984095427,0.21052631578947367,0.21052631578947367,0.75,0.6229508196721312,0.631578947368421,0.16666666666666666,0.01639344262295082,,,0.01639344262295082,,,0.509090909090909,0.5714285714285714,0.02727272727272727,0.3333333333333333,0.03636363636363636,,0.6063618290258449,0.23529411764705882,0.5236398000000001,0.5020735849056603,0.5014160550458716,0.1582608695652174,0.16697588126159554,0.027777777777777776,0.125,0.22943037974683544,5.365811965811966,25.562857142857144,0.20306965761511217,30.0,,2.0,8.0,,1.0,,,,,0.03225806451612903,0.043478260869565216,2.0,2.0,,True,,
2632,1610612748,Kirk Penney,Kirk Penney,2632,MIA,482.0,8,-3,20,20,,1.0,1.0,40,,,,,,,,,,1,1.0,2.0,,,,,,1.0,,,,,,1,1.0,3.0,,3.0,14,,,,,,,,,,,,,,,3.0,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,2.0,,2.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.375,,,0.375,,,0.75,,,,33.333333333333336,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,0.75,,0.5583625,,,,,,,,20.7,23.26666666666667,,,,,,,,,,,,,,,,,True,,
902,1610612748,Bimbo Coles,Bimbo Coles,902,MIA,4633.0,77,-16,140,138,32.0,31.0,24.0,278,3.0,3.0,,,1.0,1.0,1.0,3.0,4.0,14,,,,,,,,,,,,,8.0,20,,,2.0,18.0,154,2.0,3.0,,,,4.0,1.0,2.0,,,2.0,4.0,14.0,2.0,,,,,,,5.0,2.0,7.0,,2.0,2.0,,3.0,16.0,,1.0,,2.0,,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,,1.0,3.0,,,1.0,4.0,2.0,1.0,5.0,12.0,,2.0,2.0,,,1.0,,,,,,,,,,4.0,32.0,1.0,0.875,0.875,,,,,,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,15.151515151515152,0.25,,0.05263157894736842,0.01639344262295082,,,0.03773584905660377,0.014492753623188406,,,0.029411764705882353,,,,0.11764705882352941,,,,,0.15,1.0,1.0,1.0,0.15,0.3333333333333333,0.3333333333333333,,0.7,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.15,,0.43162500000000004,0.4048,0.52355,0.047619047619047616,0.047619047619047616,,0.2222222222222222,0.2222222222222222,14.595000000000002,,0.22857142857142856,,,,,,,,,,,,,,,,True,,
961,1610612748,John Wallace,John Wallace,961,MIA,7801.0,130,-55,235,241,51.0,61.0,43.0,476,7.0,13.0,3.0,5.0,2.0,3.0,8.0,18.0,9.0,26,1.0,1.0,1.0,1.0,,,1.0,2.0,,,1.0,1.0,24.0,57,2.0,3.0,11.0,65.0,254,5.0,12.0,1.0,1.0,2.0,15.0,5.0,9.0,1.0,1.0,,13.0,12.0,36.0,6.0,,,2.0,1.0,5.0,4.0,2.0,6.0,1.0,1.0,3.0,,1.0,14.0,2.0,6.0,5.0,10.0,1.0,16.0,8.0,24.0,2.0,2.0,1.0,1.0,2.0,2.0,,8.0,,2.0,,10.0,,2.0,5.0,13.0,1.0,3.0,11.0,1.0,,6.0,,,2.0,,,2.0,2.0,2.0,,13.0,51.0,1.0,0.25,0.3,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.42105263157894735,0.4166666666666667,0.5555555555555556,0.45,0.5,0.65,0.5,0.5357142857142857,0.65,0.05,0.08771929824561403,0.23076923076923078,0.1111111111111111,26.595744680851066,0.2,0.1111111111111111,0.14285714285714285,0.05128205128205128,0.18518518518518517,0.08695652173913043,0.15463917525773196,0.05714285714285714,0.07407407407407407,0.05555555555555555,0.037037037037037035,0.10526315789473684,0.07692307692307693,0.18518518518518517,0.13333333333333333,0.2631578947368421,,0.06896551724137931,1.0,0.21666666666666667,0.5384615384615384,0.7,0.14285714285714285,0.3,0.4444444444444444,0.5,0.25,0.43333333333333335,0.34615384615384615,0.34615384615384615,0.3333333333333333,0.016666666666666666,1.0,1.0,1.0,0.03333333333333333,0.5,0.5,1.0,0.38461538461538464,0.6,,0.07692307692307693,1.0,1.0,,,,0.3,0.6666666666666666,,,0.1,1.0,0.26666666666666666,0.5,0.43378,0.4573333333333333,0.4582649999999999,0.09230769230769231,0.0967741935483871,,0.23076923076923078,0.2,11.10175438596491,24.666666666666668,0.2170212765957447,8.0,,,1.0,,,,,,,,,,,,True,,
