EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Corner3Assists,Technical Free Throw Trips,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,OffensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,on,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,HeaveMakes,3pt And 1 Free Throw Trips
1542,1610612746,Predrag Drobnjak,Predrag Drobnjak,1542,LAC,57136.0,952,-229,1807,1809,547,504,278.0,3616,41.0,79.0,15.0,25.0,13.0,26.0,37.0,97.0,60.0,167.0,3.0,11.0,33.0,4.0,4.0,8.0,138.0,343.0,11.0,36.0,73.0,382.0,1994,23.0,52.0,4.0,15.0,61.0,37.0,90.0,4.0,8.0,34.0,120.0,184.0,92.0,33.0,32.0,33.0,11.0,15.0,2.0,29.0,10.0,39.0,10.0,14.0,2.0,13.0,88.0,7.0,46.0,1.0,23.0,106.0,13.0,142,54.0,196,9.0,22.0,16.0,6.0,30.0,3.0,14.0,18.0,4.0,16.0,5.0,48.0,5.0,12.0,41.0,85.0,10.0,3.0,86.0,4.0,35.0,10.0,24.0,22.0,2.0,24.0,18.0,2.0,3.0,120.0,547,10.0,0.6666666666666666,0.7540983606557377,1.0,0.3055555555555556,0.5,0.3055555555555556,0.40233236151603496,0.4423076923076923,0.4111111111111111,0.4076517150395778,0.4107142857142857,0.4387755102040816,0.45476190476190476,0.46923076923076923,0.5084745762711864,0.09498680738786279,0.05555555555555555,0.043731778425655975,0.10126582278481013,0.041237113402061855,0.017964071856287425,0.06060606060606061,21.95121951219512,0.625,0.2708333333333333,0.022727272727272728,0.16459627329192547,0.05912596401028278,0.12169312169312169,0.043478260869565216,0.15486194477791115,0.05644302449414271,0.08260869565217391,0.0673076923076923,0.03823529411764706,0.03787878787878788,0.06896551724137931,0.18877551020408162,0.23353293413173654,0.10676156583629894,0.12408759124087591,0.11538461538461539,0.04225352112676056,0.75,0.20844327176781002,0.5189873417721519,0.5774647887323944,0.4634146341463415,0.2559366754617414,0.38144329896907214,0.3978494623655914,0.5405405405405406,0.44063324538258575,0.3592814371257485,0.36585365853658536,0.8833333333333333,0.0079155672823219,0.0870712401055409,0.3333333333333333,0.3548387096774194,1.0,0.44642857142857145,0.6,0.2,0.07142857142857142,0.2653061224489796,0.5,0.08163265306122448,0.5,0.3034300791556728,0.3333333333333333,0.4463160949868074,0.48508399999999996,0.45006020408163255,0.08536585365853659,0.09358288770053476,0.15968586387434555,0.31413612565445026,11.093294460641403,25.29722222222222,0.30271167681239625,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,17517.0,292,-70,569,563,241,193,104.0,1132,19.0,36.0,10.0,17.0,5.0,12.0,19.0,43.0,6.0,19.0,,,,,,,44.0,98.0,,,57.0,145.0,624,14.0,26.0,,15.0,43.0,16.0,36.0,,,27.0,59.0,42.0,46.0,,16.0,,,8.0,,19.0,5.0,24.0,5.0,10.0,3.0,6.0,53.0,5.0,30.0,,10.0,39.0,4.0,53,35.0,88,6.0,2.0,2.0,,9.0,1.0,3.0,8.0,1.0,6.0,1.0,17.0,1.0,8.0,9.0,21.0,1.0,4.0,72.0,8.0,33.0,7.0,17.0,12.0,3.0,17.0,12.0,,1.0,59.0,241,3.0,0.4772727272727273,0.5833333333333334,,,,,0.4489795918367347,0.5384615384615384,0.4444444444444444,0.4489795918367347,0.5384615384615384,0.4444444444444444,0.5576923076923077,0.581081081081081,0.5566037735849056,,,0.08163265306122448,0.16666666666666666,0.046511627906976744,,,21.397379912663755,0.5294117647058824,0.4,,0.19696969696969696,0.12345679012345678,0.15873015873015872,0.09615384615384616,0.18773946360153257,0.11864406779661017,0.17105263157894737,0.109375,0.0970873786407767,0.1,0.08333333333333333,0.1774193548387097,0.21818181818181817,0.19753086419753085,0.15217391304347827,0.17647058823529413,0.13043478260869565,0.7058823529411765,0.3673469387755102,0.5277777777777778,0.6333333333333333,0.42105263157894735,0.4387755102040816,0.4418604651162791,0.4634146341463415,0.42105263157894735,0.19387755102040816,0.3157894736842105,0.3157894736842105,0.8333333333333334,,,,,,0.6538461538461539,0.5882352941176471,,,0.3333333333333333,0.4166666666666667,,,0.3673469387755102,,0.46295306122448976,0.5176666666666666,0.46205555555555544,0.2682926829268293,0.2682926829268293,0.296551724137931,0.4068965517241379,6.963265306122447,,0.4235500878734622,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,35851.0,598,-111,1149,1138,359,322,170.0,2287,44.0,69.0,14.0,15.0,9.0,20.0,5.0,18.0,20.0,67.0,5.0,18.0,60.0,6.0,4.0,24.0,69.0,154.0,18.0,65.0,106.0,298.0,1259,18.0,23.0,7.0,10.0,49.0,19.0,43.0,4.0,26.0,54.0,104.0,70.0,68.0,51.0,12.0,59.0,18.0,9.0,1.0,41.0,6.0,47.0,4.0,14.0,13.0,14.0,100.0,6.0,20.0,,20.0,55.0,5.0,80,26.0,106,5.0,8.0,6.0,2.0,28.0,3.0,15.0,24.0,2.0,13.0,2.0,52.0,2.0,16.0,17.0,55.0,2.0,13.0,132.0,6.0,52.0,13.0,1.0,,,1.0,1.0,,,104.0,359,7.0,0.5072463768115942,0.5555555555555556,0.9444444444444444,0.27692307692307694,0.15384615384615385,0.28125,0.44805194805194803,0.782608695652174,0.4418604651162791,0.4383561643835616,0.65,0.36231884057971014,0.5233812949640287,0.6805555555555556,0.5202020202020202,0.2968036529680365,0.015384615384615385,0.05844155844155844,0.11594202898550725,0.05555555555555555,,,24.462564862861377,0.5384615384615384,0.15151515151515152,,0.1385390428211587,0.042826552462526764,0.17857142857142858,0.05084745762711865,0.14734774066797643,0.044444444444444446,0.04895104895104895,0.06766917293233082,0.020942408376963352,0.052083333333333336,0.045454545454545456,0.05511811023622047,0.09433962264150944,0.23170731707317074,0.189873417721519,0.15151515151515152,0.0423728813559322,1.0,0.3150684931506849,0.6376811594202898,0.7213114754098361,0.4318181818181818,0.0821917808219178,0.2777777777777778,0.29411764705882354,0.2,0.3059360730593607,0.29850746268656714,0.29850746268656714,0.75,0.0228310502283105,0.273972602739726,0.3,0.3,0.9444444444444444,0.5,0.9333333333333333,0.14285714285714285,0.2,0.2898550724637681,0.45,0.34782608695652173,0.16666666666666666,0.6118721461187214,0.3050847457627119,0.5062465437788016,0.517106,0.4886216417910447,0.19622641509433963,0.26,0.1644295302013423,0.348993288590604,9.075974025974027,26.275384615384606,0.3124456048738033,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,9.0,0.14285714285714285,0.2,0.03333333333333333,0.16666666666666666,1.0,0.028985507246376812,,,,,,,,,,,True,,,,,,,,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,23706.0,395,-94,761,770,258,242,96.0,1531,19.0,31.0,,2.0,10.0,11.0,6.0,17.0,17.0,58.0,2.0,3.0,14.0,1.0,,5.0,42.0,106.0,3.0,16.0,19.0,112.0,819,1.0,7.0,1.0,1.0,3.0,14.0,30.0,,6.0,13.0,41.0,34.0,50.0,6.0,,14.0,3.0,4.0,,37.0,11.0,48.0,10.0,12.0,8.0,17.0,107.0,1.0,4.0,,1.0,17.0,,18,5.0,23,,18.0,9.0,9.0,15.0,5.0,5.0,10.0,2.0,10.0,1.0,25.0,,11.0,11.0,39.0,2.0,,24.0,1.0,9.0,4.0,2.0,,1.0,2.0,1.0,,,41.0,258,5.0,0.40476190476190477,0.40476190476190477,0.6666666666666666,0.1875,,0.1875,0.39622641509433965,0.14285714285714285,0.4666666666666667,0.38114754098360654,0.125,0.3888888888888889,0.417910447761194,0.16666666666666666,0.4659090909090909,0.13114754098360656,,0.03773584905660377,0.0967741935483871,0.058823529411764705,,,17.974971558589306,0.6,,,0.06007067137809187,0.012539184952978056,0.01282051282051282,0.014084507042253521,0.04986149584487535,0.01282051282051282,,0.024390243902439025,0.013513513513513514,0.01694915254237288,,0.03333333333333333,0.0821917808219178,0.06666666666666667,0.01818181818181818,,,0.5,0.2540983606557377,0.6129032258064516,0.6785714285714286,0.42105263157894735,0.13934426229508196,0.35294117647058826,0.375,0.16666666666666666,0.47540983606557374,0.29310344827586204,0.29310344827586204,0.47058823529411764,0.01639344262295082,0.11475409836065574,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.25,,,0.125,0.3055555555555556,0.9090909090909091,0.1388888888888889,,0.38524590163934425,0.21428571428571427,0.46021557377049194,0.45898750000000005,0.4836375,0.06923076923076923,0.07894736842105263,0.026785714285714284,0.36607142857142855,11.673584905660377,26.08125,0.33902759526938236,1.0,,,1.0,,,3.0,,1.0,,,,,,,0.027777777777777776,,,,,,,,,,,True,,,,,,,,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,28625.0,477,-113,933,928,286,260,153.0,1861,41.0,85.0,14.0,22.0,17.0,31.0,9.0,30.0,8.0,34.0,8.0,11.0,49.0,3.0,,11.0,58.0,149.0,13.0,57.0,34.0,189.0,1016,15.0,27.0,4.0,3.0,39.0,18.0,44.0,1.0,14.0,10.0,49.0,46.0,70.0,36.0,30.0,48.0,11.0,17.0,1.0,21.0,5.0,26.0,5.0,12.0,1.0,8.0,57.0,2.0,28.0,,9.0,44.0,1.0,54,30.0,84,3.0,18.0,16.0,2.0,14.0,1.0,4.0,13.0,,10.0,2.0,27.0,3.0,9.0,7.0,20.0,,7.0,39.0,2.0,17.0,2.0,4.0,2.0,1.0,4.0,,,,49.0,286,1.0,0.39655172413793105,0.5348837209302325,0.9230769230769231,0.22807017543859648,0.07142857142857142,0.23214285714285715,0.38926174496644295,0.5555555555555556,0.4090909090909091,0.3762135922330097,0.5806451612903226,0.33620689655172414,0.4192825112107623,0.5909090909090909,0.3888888888888889,0.2766990291262136,0.017543859649122806,0.11409395973154363,0.16470588235294117,0.06666666666666667,0.029411764705882353,,22.482014388489212,0.5185185185185185,0.038461538461538464,,0.1301775147928994,0.06965174129353234,0.1,0.02197802197802198,0.12383177570093458,0.060851926977687626,0.0703125,0.061946902654867256,0.07453416149068323,0.025974025974025976,,0.10619469026548672,0.11363636363636363,0.16058394160583941,0.11594202898550725,0.047619047619047616,0.02608695652173913,,0.41262135922330095,0.4823529411764706,0.5774647887323944,0.4634146341463415,0.14563106796116504,0.3,0.32142857142857145,0.1111111111111111,0.1650485436893204,0.23529411764705882,0.24242424242424243,0.375,0.038834951456310676,0.23786407766990292,0.22448979591836735,0.22448979591836735,0.9090909090909091,0.7096774193548387,0.6363636363636364,,0.0967741935483871,0.5344827586206896,0.5483870967741935,0.1896551724137931,,0.6893203883495146,0.22916666666666666,0.5045799019607843,0.5284403225806452,0.5343868421052631,0.07692307692307693,0.10365853658536585,0.20634920634920634,0.25925925925925924,6.158389261744967,26.04035087719298,0.3065380493033226,1.0,,1.0,3.0,1.0,2.0,3.0,1.0,,3.0,0.5,0.125,0.03225806451612903,0.3333333333333333,1.0,0.05172413793103448,2.0,1.0,1.0,1.0,0.25,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,True,,,,,,,,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,12295.0,205,-94,388,387,92,94,65.0,775,12.0,22.0,,1.0,4.0,6.0,1.0,4.0,2.0,17.0,5.0,5.0,16.0,,,5.0,15.0,43.0,7.0,21.0,10.0,61.0,459,1.0,4.0,,,2.0,5.0,10.0,1.0,6.0,6.0,19.0,10.0,20.0,18.0,,15.0,5.0,2.0,,21.0,7.0,28.0,5.0,9.0,3.0,9.0,63.0,1.0,2.0,,4.0,10.0,1.0,15,3.0,18,,12.0,10.0,2.0,12.0,2.0,10.0,4.0,1.0,2.0,,16.0,2.0,5.0,8.0,20.0,1.0,1.0,13.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,,,19.0,92,2.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.16666666666666666,0.35,0.3488372093023256,0.25,0.5,0.3984375,0.25,0.40625,0.4420289855072464,0.25,0.5,0.328125,,0.046511627906976744,0.09090909090909091,,,,18.279569892473116,0.75,0.06666666666666667,,0.08064516129032258,0.0111731843575419,0.10810810810810811,0.023809523809523808,0.08695652173913043,0.013574660633484163,,0.022222222222222223,0.014492753623188406,0.030303030303030304,,0.05405405405405406,0.03333333333333333,0.12280701754385964,0.10344827586206896,0.125,,0.3333333333333333,0.34375,0.5454545454545454,0.6,0.3333333333333333,0.0625,0.25,0.25,,0.265625,0.11764705882352941,0.11764705882352941,0.5,0.078125,0.25,0.3125,0.3125,0.8,0.25,,,,0.375,0.6666666666666666,0.3125,,0.671875,0.3333333333333333,0.5096960317460316,0.3357,0.5426833333333333,0.07575757575757576,0.1111111111111111,0.03278688524590164,0.3114754098360656,8.427906976744188,26.538095238095234,0.23711340206185566,,,,1.0,,,3.0,1.0,2.0,,,,,,,0.0625,2.0,,1.0,,0.4,0.4,1.0,,,1.0,True,,,,,,,,
2067,1610612746,Eddie House,Eddie House,2067,LAC,19605.0,327,-114,608,610,168,181,90.0,1218,10.0,24.0,1.0,3.0,4.0,11.0,4.0,10.0,20.0,56.0,6.0,9.0,19.0,3.0,2.0,6.0,34.0,90.0,10.0,25.0,8.0,106.0,723,1.0,6.0,3.0,,8.0,13.0,30.0,3.0,9.0,6.0,41.0,42.0,26.0,21.0,,18.0,9.0,4.0,,44.0,6.0,50.0,5.0,17.0,8.0,19.0,106.0,,6.0,,8.0,20.0,2.0,30,6.0,36,2.0,23.0,16.0,7.0,8.0,7.0,5.0,10.0,2.0,3.0,,18.0,2.0,7.0,6.0,16.0,,1.0,9.0,1.0,4.0,,,,,,,,,41.0,168,2.0,0.6176470588235294,0.6176470588235294,0.7,0.4,0.3333333333333333,0.4166666666666667,0.37777777777777777,0.16666666666666666,0.43333333333333335,0.4260869565217391,0.4444444444444444,0.44871794871794873,0.4449152542372881,0.4444444444444444,0.4878048780487805,0.21739130434782608,,0.044444444444444446,0.16666666666666666,,,,19.02097902097902,0.4444444444444444,0.18181818181818182,,0.10152284263959391,0.022727272727272728,0.11594202898550725,,0.10526315789473684,0.01904761904761905,0.025974025974025976,,0.03389830508474576,,,0.03636363636363636,0.08620689655172414,0.15476190476190477,0.12244897959183673,0.1,0.030303030303030304,,0.20869565217391303,0.4166666666666667,0.5,0.5,0.08695652173913043,0.4,0.4,0.5,0.48695652173913045,0.35714285714285715,0.35714285714285715,0.7,0.05217391304347826,0.16521739130434782,0.47368421052631576,0.47368421052631576,0.6666666666666666,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.28205128205128205,0.36363636363636365,0.15384615384615385,0.3333333333333333,0.4260869565217391,0.5,0.47209824561403535,0.47414285714285714,0.4853315789473684,0.03389830508474576,0.043010752688172046,0.07547169811320754,0.3867924528301887,12.702222222222222,26.351999999999997,0.27631578947368424,,,,3.0,2.0,2.0,9.0,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,0.5,0.07692307692307693,1.0,,1.0,,0.16666666666666666,0.16666666666666666,1.0,,,0.3333333333333333,True,,,,,,,,
2250,1610612746,Bobby Simmons,Bobby Simmons,2250,LAC,20174.0,336,-46,622,623,193,179,106.0,1245,14.0,33.0,7.0,14.0,6.0,11.0,6.0,17.0,14.0,35.0,2.0,,,,,,34.0,85.0,,2.0,32.0,100.0,659,8.0,17.0,,12.0,28.0,11.0,25.0,,1.0,10.0,32.0,32.0,36.0,,14.0,,,11.0,,14.0,2.0,16.0,2.0,8.0,4.0,2.0,34.0,9.0,26.0,,11.0,27.0,1.0,39,35.0,74,4.0,10.0,9.0,1.0,11.0,2.0,7.0,9.0,,4.0,1.0,20.0,1.0,8.0,16.0,43.0,4.0,6.0,35.0,3.0,17.0,2.0,2.0,2.0,,2.0,1.0,,,32.0,193,4.0,0.47058823529411764,0.5925925925925926,,,,,0.4,0.47058823529411764,0.44,0.39080459770114945,0.47058823529411764,0.4230769230769231,0.4854368932038835,0.5833333333333334,0.5161290322580645,0.022988505747126436,,0.12941176470588237,0.24242424242424243,0.17647058823529413,,,16.55450874831763,0.55,0.06666666666666667,,0.1377551020408163,0.08996539792387544,0.14285714285714285,0.20930232558139536,0.1391941391941392,0.10542168674698796,0.0684931506849315,0.08108108108108109,0.1056338028169014,0.225,,0.16,0.023255813953488372,0.17475728155339806,0.1724137931034483,0.05263157894736842,0.0975609756097561,0.5,0.3793103448275862,0.42424242424242425,0.56,0.2857142857142857,0.19540229885057472,0.35294117647058826,0.42857142857142855,0.3333333333333333,0.40229885057471265,0.4,0.4,0.7142857142857143,0.022988505747126436,,,,,0.8235294117647058,0.5,,,0.4230769230769231,0.5454545454545454,,,0.40229885057471265,,0.45624310344827573,0.5029615384615383,0.4495730769230768,0.16831683168316833,0.1717171717171717,0.28,0.32,9.337647058823528,22.4,0.3102893890675241,,,,1.0,,,,,,,,,,,,0.038461538461538464,,,,,,,,,,,True,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,10563.0,176,-58,331,337,100,99,56.0,668,10.0,21.0,3.0,6.0,3.0,4.0,3.0,6.0,3.0,6.0,2.0,,2.0,,,,16.0,33.0,,4.0,18.0,50.0,355,3.0,8.0,,7.0,13.0,4.0,7.0,,1.0,5.0,13.0,20.0,12.0,,6.0,2.0,,2.0,,13.0,,13.0,,5.0,2.0,6.0,26.0,2.0,14.0,,5.0,15.0,1.0,21,16.0,37,,7.0,5.0,2.0,7.0,1.0,6.0,6.0,1.0,1.0,1.0,13.0,1.0,1.0,10.0,15.0,,1.0,23.0,1.0,10.0,2.0,2.0,2.0,,2.0,,,,13.0,100,1.0,0.625,0.7692307692307693,,,,,0.48484848484848486,0.375,0.5714285714285714,0.43243243243243246,0.375,0.5,0.5208333333333334,0.5909090909090909,0.5909090909090909,0.10810810810810811,,0.06060606060606061,0.09523809523809523,,,,15.404040404040405,0.5384615384615384,0.125,,0.11627906976744186,0.09090909090909091,0.13157894736842105,0.07692307692307693,0.11976047904191617,0.08888888888888889,0.07017543859649122,,0.15625,,0.4,0.05714285714285714,0.13513513513513514,0.14035087719298245,0.17857142857142858,,,,0.5675675675675675,0.47619047619047616,0.5263157894736842,0.4,0.16216216216216217,0.5,0.5,1.0,0.16216216216216217,0.5,0.5,1.0,0.05405405405405406,0.05405405405405406,,,,0.75,0.5,,,0.5,0.75,,,0.6756756756756757,,0.4963500000000001,0.5033875,0.5022312499999999,0.21739130434782608,0.23809523809523808,0.26,0.26,4.790909090909091,25.05,0.3021148036253776,,,,1.0,,,,,,,,,,,,0.125,,,,,,,,,,,True,,,,,,,,
77,1610612746,Doug Overton,Doug Overton,77,LAC,17957.0,299,-48,554,555,164,127,87.0,1109,3.0,7.0,1.0,2.0,1.0,1.0,,10.0,22.0,41.0,,1.0,2.0,,1.0,2.0,25.0,58.0,1.0,2.0,5.0,58.0,607,3.0,7.0,,,6.0,9.0,22.0,1.0,2.0,3.0,24.0,30.0,20.0,3.0,2.0,2.0,1.0,2.0,,39.0,4.0,43.0,4.0,6.0,8.0,25.0,90.0,1.0,2.0,,4.0,14.0,,18,3.0,21,,4.0,3.0,1.0,16.0,3.0,11.0,7.0,1.0,5.0,,23.0,1.0,9.0,12.0,30.0,1.0,3.0,7.0,,1.0,2.0,,,,,,,,24.0,164,5.0,0.6,0.625,1.0,0.5,0.5,0.5,0.43103448275862066,0.42857142857142855,0.4090909090909091,0.44166666666666665,0.42857142857142855,0.4375,0.4603174603174603,0.42857142857142855,0.46153846153846156,0.03333333333333333,,0.034482758620689655,0.14285714285714285,0.1,,,13.292117465224111,0.6956521739130435,,,0.0639269406392694,0.009009009009009009,0.06896551724137931,0.02631578947368421,0.06498194945848375,0.011538461538461539,0.04,,,,0.16666666666666666,0.05970149253731343,0.0392156862745098,0.07920792079207921,0.04878048780487805,0.11764705882352941,,,0.11666666666666667,0.42857142857142855,0.5,0.3333333333333333,0.16666666666666666,,,,0.6833333333333333,0.5365853658536586,0.5365853658536586,0.6363636363636364,,0.03333333333333333,0.5,0.5,1.0,0.2857142857142857,0.5,,,0.041666666666666664,1.0,0.08333333333333333,0.5,0.15,0.5,0.41783333333333333,0.44455714285714293,0.4082958333333333,0.01639344262295082,0.01694915254237288,0.10344827586206896,0.41379310344827586,15.096551724137932,25.35,0.296028880866426,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,
