EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,on,3pt And 1 Free Throw Trips,HeaveMakes
120,1610612740,Steven Smith,Steven Smith,120,NOH,13547.0,226,-11,444,436,193.0,174,69,880,5.0,11.0,2.0,5.0,3.0,6.0,8.0,20.0,2.0,13,7.0,15.0,1.0,4.0,5.0,7.0,3.0,13.0,2.0,1.0,8.0,15.0,44,10.0,28.0,15.0,75.0,452,3.0,9.0,1.0,6.0,3.0,12.0,5.0,18.0,6.0,15.0,8.0,36.0,12.0,18.0,27.0,3.0,4.0,13.0,3.0,1.0,12.0,12.0,6.0,1.0,5.0,24.0,2.0,2.0,1.0,1.0,13.0,2.0,16.0,5.0,21.0,5.0,3.0,2.0,2.0,7.0,2.0,1.0,2.0,9.0,1.0,4.0,10.0,30.0,1.0,3.0,17.0,1.0,4.0,5.0,1.0,36.0,193.0,9.0,0.4,0.46153846153846156,0.9,0.35714285714285715,0.16666666666666666,0.4,0.35714285714285715,0.3409090909090909,0.3333333333333333,0.2777777777777778,0.4166666666666667,0.3,0.42424242424242425,0.46875,0.35294117647058826,0.47368421052631576,0.3888888888888889,0.022727272727272728,0.05,17.115384615384613,0.2222222222222222,0.125,0.09090909090909091,0.10077519379844961,0.014388489208633094,0.022727272727272728,0.02247191011235955,0.08092485549132948,0.017543859649122806,0.03125,0.013888888888888888,0.031746031746031744,0.07894736842105263,0.07142857142857142,0.14285714285714285,0.03225806451612903,0.1527777777777778,0.45454545454545453,0.45454545454545453,0.2,0.2777777777777778,0.4,0.42105263157894735,0.375,0.18055555555555555,0.15384615384615385,0.15384615384615385,1.0,0.20833333333333334,0.4666666666666667,0.4666666666666667,1.0,0.18055555555555555,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.4,0.5,0.26666666666666666,0.25,1.0,0.13333333333333333,0.18181818181818182,0.5,0.21212121212121213,0.7142857142857143,0.24242424242424243,0.125,0.5416666666666666,0.23076923076923078,0.46359999999999996,0.5122125,0.470819696969697,0.05333333333333334,0.0851063829787234,0.16,0.48,9.215909090909092,24.325,0.4346846846846847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
133,1610612740,David Wesley,David Wesley,133,NOH,120384.0,2006,-42,3763,3743,1069.0,943,563,7506,64.0,116.0,2.0,5.0,14.0,24.0,11.0,39.0,144.0,360,28.0,92.0,6.0,14.0,6.0,20.0,64.0,193.0,25.0,14.0,49.0,219.0,515,92.0,285.0,137.0,851.0,3816,14.0,41.0,15.0,39.0,6.0,79.0,51.0,122.0,20.0,69.0,67.0,229.0,322.0,116.0,261.0,15.0,2.0,191.0,64.0,31.0,133.0,175.0,69.0,24.0,40.0,392.0,9.0,17.0,2.0,26.0,79.0,1.0,106.0,28.0,134.0,71.0,41.0,30.0,55.0,45.0,19.0,2.0,1.0,100.0,10.0,35.0,63.0,147.0,4.0,21.0,182.0,7.0,56.0,26.0,,229.0,1069.0,19.0,0.7351598173515982,0.7385321100917431,0.9456521739130435,0.32280701754385965,0.38461538461538464,0.2898550724637681,0.3250883392226148,0.42524271844660194,0.34146341463414637,0.4180327868852459,0.44625,0.45625,0.42408376963350786,0.4772209567198178,0.47023809523809523,0.48484848484848486,0.35625,0.06019417475728155,0.10256410256410256,22.18190065774552,0.55,0.009345794392523364,0.021505376344086023,0.05762217359591539,0.012345679012345678,0.06088992974238876,0.01584507042253521,0.05839822024471635,0.013367609254498715,0.0084985835694051,0.011804384485666104,0.018957345971563982,0.05392156862745098,0.042606516290726815,0.07092198581560284,0.05190311418685121,0.145,0.5517241379310345,0.6597938144329897,0.578125,0.04875,0.28205128205128205,0.3142857142857143,0.36363636363636365,0.45,0.4,0.4090909090909091,0.8333333333333334,0.115,0.30434782608695654,0.3146067415730337,1.0,0.24125,0.3316062176165803,0.3368421052631579,0.921875,0.0625,0.4,0.5,0.175,0.42857142857142855,1.0,0.3125,0.1256544502617801,0.5833333333333334,0.10471204188481675,0.3,0.25654450261780104,0.2857142857142857,0.50125,0.33507853403141363,0.5011899623588457,0.4804122950819671,0.4807074074074075,0.06924882629107981,0.09929078014184398,0.09283196239717979,0.2690951821386604,14.439417475728154,24.77508771929824,0.2840818495880946,9.0,2.0,6.0,42.0,32.0,10.0,4.0,10.0,36.0,7.0,16.0,3.0,13.0,1.0,5.0,1.0,6.0,2.0,14.0,6.0,0.021052631578947368,0.16379310344827586,0.022222222222222223,0.03260869565217391,0.015544041450777202,0.016241299303944315,0.00684931506849315,0.07971014492753623,0.008968609865470852,0.42857142857142855,0.36,1.0,0.010416666666666666,,,,,,True,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,92237.0,1537,45,2871,2848,737.0,656,418,5719,73.0,131.0,25.0,50.0,16.0,36.0,33.0,90.0,92.0,189,,,,,,,,,,,,198.0,410,,,75.0,471.0,2866,39.0,87.0,,,9.0,87.0,41.0,104.0,,,27.0,109.0,310.0,86.0,,,40.0,,,34.0,84.0,96.0,32.0,13.0,39.0,204.0,36.0,79.0,10.0,40.0,211.0,31.0,282.0,125.0,407.0,48.0,32.0,16.0,32.0,26.0,10.0,,6.0,58.0,8.0,17.0,53.0,111.0,19.0,5.0,90.0,5.0,37.0,10.0,6.0,109.0,737.0,20.0,0.7828282828282829,0.8707865168539326,,,,,,0.48292682926829267,0.4482758620689655,0.3942307692307692,0.48292682926829267,0.4482758620689655,0.3942307692307692,0.5199115044247787,0.4673913043478261,0.45041322314049587,,0.08292682926829269,0.08888888888888889,15.228426395939085,0.5517241379310345,0.3974358974358974,0.13157894736842105,0.19500924214417745,0.07390084190832553,0.11428571428571428,0.08866995073891626,0.17527932960893855,0.07796610169491526,0.08480565371024736,0.0651685393258427,0.09602649006622517,0.17117117117117117,0.20257234726688103,0.20776255707762556,0.1228813559322034,0.3195121951219512,0.5572519083969466,0.6697247706422018,0.6438356164383562,0.21951219512195122,0.36666666666666664,0.4024390243902439,0.696969696969697,0.4609756097560976,0.48677248677248675,0.4972972972972973,0.9239130434782609,,,,,,,,,0.5747126436781609,0.5,0.16,,,,,0.34615384615384615,0.4444444444444444,,,,,0.3195121951219512,,0.4509275609756097,0.4927955223880598,0.4499769230769231,0.083710407239819,0.083710407239819,0.18471337579617833,0.23142250530785563,9.995365853658535,,0.2567049808429119,,,,12.0,7.0,5.0,1.0,9.0,22.0,1.0,1.0,,40.0,,31.0,,,9.0,40.0,23.0,,0.16793893129770993,0.021164021164021163,,,0.07624633431085044,0.0673076923076923,0.09649122807017543,0.005649717514124294,0.575,,,,1.0,3.0,,,,True,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,18606.0,310,23,584,579,212.0,195,95,1163,26.0,36.0,11.0,15.0,8.0,15.0,15.0,28.0,7.0,28,,,,,,,,2.0,,,2.0,48.0,92,,2.0,26.0,122.0,584,15.0,23.0,,,9.0,39.0,18.0,35.0,,2.0,8.0,44.0,62.0,34.0,,,20.0,1.0,,6.0,14.0,22.0,2.0,3.0,9.0,52.0,13.0,26.0,,12.0,40.0,4.0,56.0,39.0,95.0,14.0,6.0,8.0,10.0,11.0,6.0,,1.0,21.0,3.0,7.0,28.0,55.0,6.0,5.0,40.0,2.0,19.0,2.0,1.0,44.0,212.0,9.0,0.6458333333333334,0.8157894736842105,,,,,,0.5217391304347826,0.6521739130434783,0.5142857142857142,0.5106382978723404,0.6521739130434783,0.4864864864864865,0.5398230088495575,0.6724137931034483,0.5,0.02127659574468085,0.06521739130434782,0.03571428571428571,19.39218523878437,0.47619047619047616,0.21052631578947367,,0.19900497512437812,0.12440191387559808,0.20689655172413793,0.14444444444444443,0.20077220077220076,0.13043478260869565,0.06818181818181818,0.1588785046728972,0.11594202898550725,0.15384615384615385,0.18461538461538463,0.2268041237113402,0.15384615384615385,0.3829787234042553,0.7222222222222222,0.8387096774193549,0.6153846153846154,0.2978723404255319,0.5357142857142857,0.5555555555555556,0.6666666666666666,0.2978723404255319,0.25,0.25,0.7142857142857143,,,,,0.02127659574468085,,,,0.6521739130434783,0.7333333333333333,0.18181818181818182,,,,,0.40540540540540543,0.5333333333333333,,,0.05405405405405406,,0.40425531914893614,,0.46055591397849466,0.49038125000000005,0.45722222222222214,0.17117117117117117,0.1743119266055046,0.319672131147541,0.36065573770491804,8.02608695652174,54.3,0.363013698630137,,1.0,,8.0,6.0,2.0,,2.0,4.0,1.0,,,11.0,,8.0,,1.0,2.0,11.0,6.0,,0.1388888888888889,,,,0.10344827586206896,0.23809523809523808,0.3157894736842105,,0.5454545454545454,,,,3.0,1.0,,,,True,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,83573.0,1393,41,2617,2595,705.0,631,395,5212,115.0,204.0,15.0,24.0,33.0,57.0,20.0,63.0,57.0,132,9.0,33.0,4.0,9.0,4.0,15.0,64.0,239.0,21.0,21.0,81.0,192.0,399,73.0,272.0,111.0,714.0,2634,22.0,35.0,14.0,30.0,7.0,93.0,52.0,103.0,25.0,96.0,53.0,232.0,108.0,276.0,111.0,108.0,20.0,237.0,64.0,30.0,208.0,269.0,102.0,25.0,81.0,599.0,11.0,28.0,1.0,23.0,92.0,1.0,116.0,40.0,156.0,81.0,32.0,49.0,67.0,48.0,20.0,2.0,7.0,115.0,8.0,25.0,36.0,96.0,2.0,9.0,168.0,18.0,64.0,23.0,,232.0,705.0,16.0,0.28125,0.2967032967032967,0.5068493150684932,0.26838235294117646,0.4666666666666667,0.2604166666666667,0.27037037037037037,0.48120300751879697,0.6285714285714286,0.5048543689320388,0.4493293591654247,0.6615384615384615,0.44974874371859297,0.4798387096774194,0.6549295774647887,0.49572649572649574,0.40536512667660207,0.07518796992481203,0.07936507936507936,28.007825236387347,0.5826086956521739,0.013513513513513514,0.015384615384615385,0.09435897435897436,0.029227557411273485,0.07744107744107744,0.027093596059113302,0.09040880503144653,0.028592375366568914,0.02390438247011952,0.017857142857142856,0.02280130293159609,0.08108108108108109,0.08778625954198473,0.1079136690647482,0.085,0.30402384500745155,0.5637254901960784,0.6318681318681318,0.2956521739130435,0.09388971684053651,0.31746031746031744,0.3448275862068966,0.2,0.19672131147540983,0.4318181818181818,0.4418604651162791,0.2807017543859649,0.04918032786885246,0.2727272727272727,0.28125,0.7777777777777778,0.3561847988077496,0.26778242677824265,0.270042194092827,0.46875,0.36923076923076925,0.625,0.13333333333333333,0.13846153846153847,0.4444444444444444,1.0,0.3230769230769231,0.2864321608040201,0.5789473684210527,0.07537688442211055,0.26666666666666666,0.40703517587939697,0.25925925925925924,0.7093889716840537,0.270042194092827,0.5263526158445442,0.5339066037735849,0.5152076142131978,0.09431345353675451,0.14382022471910114,0.13025210084033614,0.32492997198879553,7.397994987468672,25.19080882352941,0.26939243408482993,10.0,2.0,3.0,61.0,39.0,22.0,9.0,15.0,47.0,12.0,,4.0,14.0,1.0,5.0,,6.0,3.0,15.0,9.0,0.011029411764705883,0.10784313725490197,0.022727272727272728,0.030303030303030304,0.008368200836820083,0.047619047619047616,0.04040404040404041,0.061855670103092786,0.024390243902439025,0.6,0.47619047619047616,1.0,0.014492753623188406,,1.0,1.0,,,True,,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,42418.0,707,17,1368,1348,476.0,449,203,2716,25.0,44.0,4.0,6.0,5.0,14.0,6.0,13.0,16.0,54,9.0,26.0,4.0,5.0,3.0,8.0,36.0,115.0,12.0,13.0,44.0,47.0,111,45.0,141.0,52.0,281.0,1368,10.0,16.0,8.0,17.0,1.0,45.0,10.0,37.0,16.0,52.0,30.0,98.0,48.0,46.0,102.0,33.0,,113.0,36.0,9.0,94.0,120.0,37.0,11.0,46.0,266.0,12.0,16.0,,16.0,29.0,2.0,47.0,28.0,75.0,44.0,28.0,16.0,43.0,10.0,7.0,2.0,,53.0,6.0,10.0,7.0,52.0,1.0,3.0,59.0,,12.0,11.0,,98.0,476.0,15.0,0.5106382978723404,0.5106382978723404,0.7555555555555555,0.3191489361702128,0.47058823529411764,0.3076923076923077,0.3237410071942446,0.42342342342342343,0.625,0.2702702702702703,0.45436507936507936,0.6666666666666666,0.38202247191011235,0.4982014388489209,0.6666666666666666,0.46190476190476193,0.5595238095238095,0.08108108108108109,0.07692307692307693,20.635910224438902,0.8113207547169812,0.038461538461538464,,0.06682027649769585,0.03470715835140998,0.10596026490066225,0.05042016806722689,0.07692307692307693,0.04005722460658083,0.02702702702702703,0.05238095238095238,0.05142857142857143,0.030303030303030304,0.05303030303030303,0.10588235294117647,0.11926605504587157,0.1746031746031746,0.5681818181818182,0.6578947368421053,0.48,0.051587301587301584,0.46153846153846156,0.5,0.3333333333333333,0.21428571428571427,0.2962962962962963,0.3076923076923077,0.625,0.10317460317460317,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.45634920634920634,0.3130434782608696,0.3157894736842105,0.7222222222222222,0.18181818181818182,0.6666666666666666,0.25,0.15151515151515152,0.8,1.0,0.36363636363636365,0.15730337078651685,0.35714285714285715,0.0898876404494382,0.375,0.4943820224719101,0.29545454545454547,0.7341269841269841,0.3185840707964602,0.523682530120482,0.5077979166666666,0.49077383720930234,0.056179775280898875,0.0975609756097561,0.1601423487544484,0.3487544483985765,10.065765765765768,25.288652482269505,0.347953216374269,4.0,2.0,1.0,26.0,12.0,14.0,7.0,4.0,36.0,1.0,4.0,3.0,3.0,,2.0,,,1.0,3.0,1.0,0.0070921985815602835,0.13636363636363635,0.037037037037037035,,0.008695652173913044,0.014285714285714285,0.047619047619047616,0.07142857142857142,0.04929577464788732,0.3333333333333333,0.3333333333333333,1.0,0.020833333333333332,1.0,,,,,True,,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,5882.0,98,-8,177,184,77.0,61,27,361,5.0,10.0,,,,3.0,1.0,5.0,5.0,12,1.0,2.0,1.0,1.0,,,1.0,8.0,1.0,1.0,3.0,11.0,27,2.0,10.0,1.0,29.0,187,,,2.0,2.0,,6.0,2.0,9.0,1.0,3.0,,7.0,8.0,14.0,6.0,,,8.0,1.0,2.0,19.0,22.0,9.0,3.0,7.0,47.0,,,,1.0,6.0,,7.0,,7.0,3.0,1.0,2.0,4.0,5.0,2.0,,1.0,9.0,,3.0,1.0,10.0,,1.0,1.0,1.0,1.0,,,7.0,77.0,4.0,0.36363636363636365,0.36363636363636365,1.0,0.2,1.0,0.3333333333333333,0.2,0.4074074074074074,,0.2222222222222222,0.3783783783783784,1.5,0.2916666666666667,0.3918918918918919,1.5,0.2916666666666667,0.2702702702702703,0.07407407407407407,,22.222222222222225,0.4444444444444444,,,0.08695652173913043,,0.043478260869565216,,0.07608695652173914,,,,,0.13333333333333333,0.06451612903225806,0.08695652173913043,,0.2702702702702703,0.5,0.625,0.4,0.13513513513513514,0.2,0.2,,0.32432432432432434,0.4166666666666667,0.4166666666666667,0.4,0.05405405405405406,0.5,0.5,1.0,0.21621621621621623,0.125,0.125,1.0,,,,0.5,1.0,1.0,0.5,0.25,,,,0.25,0.3333333333333333,0.5405405405405406,0.125,0.49977162162162153,0.560175,0.4494875,0.02702702702702703,0.037037037037037035,0.20689655172413793,0.2413793103448276,10.00740740740741,24.98,0.4350282485875706,1.0,,,3.0,2.0,1.0,,2.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,,0.2,,,,,,0.14285714285714285,,1.0,1.0,1.0,,,,,,,True,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,94342.0,1572,-59,2919,2899,792.0,590,439,5818,142.0,243.0,42.0,64.0,39.0,58.0,64.0,185.0,16.0,49,,,,,,,,1.0,,,,222.0,477,,1.0,187.0,631.0,2965,46.0,87.0,,,47.0,139.0,55.0,107.0,,,70.0,180.0,280.0,164.0,,,70.0,1.0,,44.0,37.0,51.0,13.0,2.0,22.0,116.0,41.0,110.0,4.0,76.0,213.0,36.0,325.0,155.0,480.0,30.0,18.0,12.0,41.0,74.0,18.0,,13.0,115.0,12.0,19.0,51.0,153.0,21.0,31.0,250.0,16.0,107.0,26.0,6.0,180.0,792.0,9.0,0.6306306306306306,0.7486631016042781,,,,,,0.46540880503144655,0.5287356321839081,0.514018691588785,0.46443514644351463,0.5287356321839081,0.514018691588785,0.5302521008403361,0.6043478260869565,0.5806451612903226,0.0020920502092050207,0.09224318658280922,0.05405405405405406,20.72992700729927,0.3565217391304348,0.5,0.05405405405405406,0.19434306569343066,0.09990917347865577,0.22287390029325513,0.09425287356321839,0.2011134307585247,0.09830729166666667,0.09491525423728814,0.07860262008733625,0.09480122324159021,0.17630057803468208,0.19801980198019803,0.2058165548098434,0.22317596566523606,0.5083682008368201,0.5843621399176955,0.6794258373205742,0.6338028169014085,0.38702928870292885,0.34594594594594597,0.3657142857142857,0.5625,0.10251046025104603,0.32653061224489793,0.32653061224489793,0.875,,,,,0.0020920502092050207,,,,0.735632183908046,0.65625,0.07142857142857142,,,,,0.5420560747663551,0.6724137931034483,,,,,0.5104602510460251,,0.49134864016736396,0.5138333333333333,0.4941401869158879,0.18804920913884007,0.18838028169014084,0.2202852614896989,0.28526148969889065,4.60377358490566,25.4,0.27132579650565264,,,,14.0,10.0,4.0,13.0,9.0,23.0,4.0,,,54.0,,36.0,,1.0,17.0,54.0,32.0,,0.13991769547325103,,,,0.13218390804597702,0.09259259259259259,0.2222222222222222,0.06132075471698113,0.5925925925925926,,,,1.0,14.0,,1.0,,True,,
2561,1610612740,David West,David West,2561,NOH,20728.0,345,-68,650,651,204.0,208,106,1301,35.0,67.0,16.0,33.0,9.0,21.0,4.0,16.0,3.0,9,,,,,,,,,,,,42.0,92,,,23.0,107.0,674,17.0,35.0,,,4.0,38.0,11.0,26.0,,,16.0,38.0,50.0,34.0,,,22.0,,,6.0,24.0,29.0,11.0,2.0,11.0,63.0,10.0,33.0,1.0,9.0,49.0,6.0,64.0,44.0,108.0,13.0,8.0,5.0,7.0,14.0,3.0,1.0,,21.0,1.0,5.0,27.0,45.0,5.0,5.0,31.0,3.0,16.0,1.0,2.0,38.0,204.0,5.0,0.5952380952380952,0.8064516129032258,,,,,,0.45652173913043476,0.4857142857142857,0.4230769230769231,0.45652173913043476,0.4857142857142857,0.4230769230769231,0.5047169811320755,0.5,0.5277777777777778,,0.06521739130434782,0.0625,16.40826873385013,0.3333333333333333,0.3,0.1,0.22580645161290322,0.14224137931034483,0.18,0.09345794392523364,0.21722846441947566,0.12684365781710916,0.21818181818181817,0.09090909090909091,0.0759493670886076,0.2807017543859649,0.28,0.1411764705882353,0.16666666666666666,0.7282608695652174,0.5223880597014925,0.5645161290322581,0.5714285714285714,0.17391304347826086,0.25,0.26666666666666666,0.5,0.09782608695652174,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.9428571428571428,0.48484848484848486,0.125,,,,,0.8076923076923077,0.42857142857142855,,,,,0.7282608695652174,,0.505720652173913,0.5337322580645162,0.5031692307692308,0.1523809523809524,0.1523809523809524,0.35514018691588783,0.35514018691588783,3.4206521739130435,,0.31384615384615383,,,,5.0,4.0,1.0,10.0,5.0,4.0,2.0,,,8.0,,5.0,,1.0,2.0,8.0,5.0,,0.07462686567164178,,,,0.15384615384615385,0.14285714285714285,0.21428571428571427,0.23255813953488372,0.625,,,,,1.0,,,,True,,
278,1610612740,Stacey Augmon,Stacey Augmon,278,NOH,32588.0,543,-45,1032,1033,367.0,285,152,2065,25.0,46.0,1.0,8.0,7.0,12.0,14.0,42.0,18.0,46,,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,57.0,134,1.0,3.0,39.0,156.0,1053,5.0,18.0,,1.0,3.0,13.0,17.0,41.0,1.0,3.0,23.0,60.0,86.0,28.0,3.0,,2.0,1.0,1.0,13.0,28.0,38.0,10.0,3.0,15.0,86.0,4.0,7.0,,11.0,32.0,4.0,47.0,11.0,58.0,25.0,18.0,7.0,13.0,13.0,4.0,1.0,3.0,26.0,2.0,8.0,11.0,39.0,3.0,3.0,45.0,3.0,18.0,6.0,,60.0,367.0,11.0,0.7543859649122807,0.7678571428571429,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.4253731343283582,0.2777777777777778,0.4146341463414634,0.42700729927007297,0.2631578947368421,0.42045454545454547,0.4936708860759494,0.30952380952380953,0.5454545454545454,0.021897810218978103,0.09701492537313433,0.11904761904761904,15.269709543568464,0.5,0.125,,0.0886426592797784,0.01912568306010929,0.08527131782945736,0.030534351145038167,0.08775510204081632,0.022132796780684104,,0.02531645569620253,0.020833333333333332,0.042735042735042736,0.102803738317757,0.11678832116788321,0.0967741935483871,0.3357664233576642,0.5434782608695652,0.625,0.84,0.30656934306569344,0.3333333333333333,0.3783783783783784,0.42857142857142855,0.3357664233576642,0.391304347826087,0.4090909090909091,0.8888888888888888,0.0072992700729927005,,,,0.014598540145985401,0.5,0.5,1.0,0.42105263157894735,0.125,1.0,0.05263157894736842,,,,0.2727272727272727,0.5833333333333334,0.022727272727272728,,0.045454545454545456,0.5,0.35766423357664234,1.0,0.45494411764705883,0.47557727272727274,0.43887209302325575,0.11842105263157894,0.12080536912751678,0.08333333333333333,0.38461538461538464,8.732835820895522,31.26666666666667,0.3556201550387597,,1.0,,10.0,6.0,4.0,,4.0,9.0,2.0,,,5.0,,3.0,,,2.0,5.0,3.0,,0.13043478260869565,0.043478260869565216,,,0.025,0.05714285714285714,0.05555555555555555,,0.6,,,,,,,,,True,,
