EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,on,Clear Path Fouls,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1521,1610612737,Jacque Vaughn,Jacque Vaughn,1521,ATL,28728.0,479,-44,889,907,206.0,290.0,107.0,1796,9.0,20.0,1.0,2.0,3.0,4.0,4.0,12.0,31.0,76.0,2.0,2.0,2.0,2.0,44.0,108,2.0,4.0,20.0,114.0,924,4.0,9.0,2.0,10.0,11.0,23.0,2.0,16.0,38.0,38.0,50.0,6.0,2.0,4.0,1.0,58.0,15.0,73.0,9.0,6.0,21.0,10.0,27.0,161.0,2.0,5.0,10.0,40.0,50.0,7.0,57.0,2.0,9.0,4.0,5.0,23.0,3.0,18.0,7.0,1.0,5.0,1.0,30.0,4.0,2.0,10.0,37.0,1.0,1.0,26.0,1.0,3.0,4.0,8.0,38.0,206.0,9.0,0.4318181818181818,0.4318181818181818,1.0,0.5,0.5,0.4074074074074074,0.4444444444444444,0.4782608695652174,0.4196428571428571,0.4444444444444444,0.44,0.4512195121951219,0.5,0.5285714285714286,0.0357142857142857,0.25,0.037037037037037,0.15,0.0833333333333333,0.5,15.059055118110235,0.7666666666666667,0.1176470588235294,0.0144092219020172,0.0892857142857142,0.0298507462686567,0.1106194690265486,0.0169082125603864,0.0101010101010101,0.0175438596491228,0.0149253731343283,0.0434782608695652,0.1376146788990825,0.0982142857142857,0.1176470588235294,0.0769230769230769,0.1176470588235294,0.0338983050847457,0.1785714285714285,0.45,0.5294117647058824,0.2222222222222222,0.1071428571428571,0.3333333333333333,0.3636363636363636,0.25,0.6785714285714286,0.4078947368421052,0.4078947368421052,0.5161290322580645,0.0178571428571428,1.0,1.0,1.0,0.0178571428571428,0.2222222222222222,0.5,0.16,0.75,0.08,0.2142857142857142,0.4248825892857142,0.4525375,0.404606,0.0347826086956521,0.036036036036036,0.087719298245614,0.3333333333333333,13.67314814814815,24.65,0.2317210348706411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1536,1610612737,Stephen Jackson,Stephen Jackson,1536,ATL,81447.0,1357,-90,2552,2553,500.0,537.0,305.0,5105,109.0,178.0,10.0,16.0,19.0,35.0,20.0,56.0,45.0,132.0,18.0,60.0,116.0,32.0,174.0,366,55.0,176.0,63.0,576.0,2604,17.0,32.0,5.0,54.0,25.0,59.0,46.0,24.0,116.0,208.0,140.0,150.0,115.0,23.0,3.0,85.0,15.0,100.0,8.0,7.0,45.0,15.0,25.0,215.0,3.0,32.0,25.0,91.0,124.0,38.0,162.0,5.0,66.0,41.0,25.0,63.0,12.0,36.0,30.0,,27.0,3.0,93.0,5.0,14.0,46.0,94.0,3.0,9.0,88.0,12.0,,40.0,10.0,116.0,500.0,10.0,0.5977011494252874,0.6341463414634146,0.9090909090909092,0.3125,0.3142857142857143,0.4754098360655737,0.53125,0.423728813559322,0.4732472324723247,0.5212765957446809,0.4380952380952381,0.496551724137931,0.5510204081632653,0.4793388429752066,0.3247232472324723,0.0170454545454545,0.0628415300546448,0.0898876404494382,0.0535714285714285,0.0086206896551724,23.174931129476583,0.6774193548387096,0.0852059925093633,0.0330920372285418,0.0853242320819112,0.0122950819672131,0.0852314474650992,0.0289017341040462,0.0277777777777777,0.0516129032258064,0.021680216802168,0.0059880239520958,0.0676056338028169,0.0794520547945205,0.1091954022988505,0.0909090909090909,0.0714285714285714,0.0176678445229682,0.3284132841328413,0.6123595505617978,0.6728395061728395,0.6422018348623854,0.1033210332103321,0.3571428571428571,0.3773584905660377,0.4,0.2435424354243542,0.3409090909090909,0.3515625,0.5777777777777777,0.1107011070110701,0.3,0.3103448275862069,0.9444444444444444,0.2140221402214022,0.3404255319148936,0.625,0.3333333333333333,0.5428571428571428,0.3047619047619048,0.6531365313653137,0.5128385397412198,0.5050918604651162,0.5036447115384616,0.0701754385964912,0.1015228426395939,0.09375,0.2013888888888889,8.256010928961746,24.94715909090909,0.1959247648902821,2.0,6.0,5.0,14.0,37.0,3.0,9.0,9.0,5.0,15.0,14.0,15.0,20.0,1.0,37.0,3.0,8.0,2.0,8.0,3.0,2.0,3.0,8.0,5.0,2.0,0.3333333333333333,0.3043478260869565,0.0303030303030303,0.0333333333333333,0.1126760563380281,0.0491803278688524,0.0259740259740259,0.625,0.3189655172413793,0.3217391304347826,0.8918918918918919,0.1,0.1276595744680851,0.3333333333333333,1.0,0.1914893617021276,0.3333333333333333,0.6666666666666666,0.1333333333333333,0.3571428571428571,0.28125,0.3217391304347826,,,,,,True,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,4019.0,67,3,125,124,47.0,37.0,16.0,249,6.0,9.0,3.0,4.0,4.0,4.0,,3.0,1.0,2.0,,1.0,3.0,1.0,7.0,14,,4.0,4.0,18.0,106,3.0,4.0,,6.0,4.0,5.0,2.0,,8.0,8.0,6.0,,3.0,4.0,,3.0,,3.0,,,1.0,,2.0,6.0,,8.0,1.0,9.0,10.0,8.0,18.0,1.0,2.0,2.0,,2.0,,1.0,2.0,1.0,1.0,,4.0,1.0,1.0,6.0,13.0,,1.0,5.0,,,2.0,1.0,8.0,47.0,2.0,0.5714285714285714,0.8,,,,0.5,0.75,0.8,0.3888888888888889,0.6,0.5714285714285714,0.4285714285714285,0.6,0.5714285714285714,0.2222222222222222,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,16.551724137931036,0.5,0.173076923076923,0.1951219512195122,0.0666666666666666,,0.1492537313432835,0.1428571428571428,0.1538461538461538,0.2142857142857142,0.2142857142857142,,0.0769230769230769,0.1666666666666666,0.238095238095238,0.1111111111111111,,0.1666666666666666,0.5,0.6666666666666666,1.0,0.5,0.1666666666666666,,,,0.1111111111111111,0.5,0.5,1.0,0.0555555555555555,,,,0.1666666666666666,0.8,0.75,0.5714285714285714,1.0,0.1428571428571428,0.7222222222222222,0.5012805555555555,0.5679700000000001,0.5424,0.1,0.125,0.3333333333333333,0.4444444444444444,4.442857142857142,25.4,0.376,,,,1.0,,,1.0,,,1.0,,,4.0,,,,,,3.0,2.0,,1.0,3.0,2.0,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,0.2,,,0.1428571428571428,,,,,,,,,True,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,83829.0,1397,-76,2623,2610,525.0,577.0,310.0,5233,41.0,75.0,1.0,4.0,12.0,19.0,44.0,93.0,84.0,191.0,16.0,50.0,109.0,21.0,169.0,359,54.0,159.0,82.0,582.0,2663,10.0,20.0,4.0,42.0,32.0,68.0,32.0,44.0,135.0,138.0,200.0,129.0,108.0,20.0,1.0,187.0,24.0,211.0,17.0,7.0,89.0,38.0,60.0,446.0,7.0,10.0,38.0,101.0,148.0,18.0,166.0,10.0,56.0,38.0,18.0,69.0,16.0,50.0,45.0,5.0,19.0,9.0,114.0,8.0,22.0,30.0,97.0,1.0,8.0,100.0,6.0,12.0,31.0,16.0,135.0,525.0,16.0,0.408284023668639,0.4131736526946107,0.7962962962962963,0.3396226415094339,0.3417721518987341,0.4707520891364902,0.5,0.4705882352941176,0.4826254826254826,0.5277777777777778,0.455,0.5107334525939177,0.5384615384615384,0.5454545454545454,0.3069498069498069,0.0062893081761006,0.0557103064066852,0.1466666666666666,0.043010752688172,0.0091743119266055,22.583892617449663,0.6052631578947368,0.0918181818181818,0.0102669404517453,0.1391941391941392,0.0278884462151394,0.101238164603059,0.0138775510204081,0.0103448275862068,0.0064935064935064,0.0132978723404255,0.0174418604651162,0.0729729729729729,0.0773333333333333,0.1267605633802817,0.1256544502617801,0.1707317073170731,0.037174721189591,0.1447876447876447,0.5466666666666666,0.640625,0.2682926829268293,0.1795366795366795,0.4731182795698925,0.4943820224719101,0.25,0.3687258687258687,0.4397905759162304,0.4516129032258064,0.5595238095238095,0.0965250965250965,0.32,0.32,1.0,0.2104247104247104,0.1111111111111111,0.25,0.19,0.631578947368421,0.21,0.4517374517374517,0.4739625725338491,0.4823258064516129,0.462201,0.0570902394106814,0.0807291666666666,0.0721649484536082,0.2319587628865979,11.581894150417826,24.89748427672956,0.2001524971406786,2.0,3.0,3.0,11.0,38.0,4.0,13.0,6.0,6.0,16.0,9.0,33.0,4.0,1.0,38.0,1.0,9.0,1.0,8.0,4.0,2.0,2.0,10.0,5.0,4.0,0.375,0.28125,0.0261780104712041,,0.1097560975609756,0.0166666666666666,0.050632911392405,0.5,0.3486238532110092,0.3518518518518518,0.7105263157894737,,0.0833333333333333,0.6666666666666666,1.0,0.3611111111111111,0.3076923076923077,0.5,0.11,0.2727272727272727,0.2857142857142857,0.3518518518518518,2.0,2.0,,,,True,,,,
689,1610612737,Theo Ratliff,Theo Ratliff,689,ATL,98723.0,1645,-122,3080,3082,613.0,712.0,367.0,6162,82.0,128.0,31.0,56.0,22.0,33.0,55.0,155.0,34.0,90.0,,,,,171.0,373,,,96.0,438.0,3128,42.0,79.0,24.0,108.0,33.0,62.0,,20.0,86.0,230.0,112.0,,,25.0,,38.0,13.0,51.0,12.0,1.0,19.0,3.0,16.0,115.0,15.0,85.0,60.0,195.0,276.0,105.0,381.0,7.0,30.0,22.0,8.0,33.0,7.0,14.0,53.0,3.0,19.0,6.0,86.0,15.0,9.0,81.0,189.0,9.0,28.0,147.0,8.0,,64.0,14.0,86.0,613.0,20.0,0.672514619883041,0.7986111111111112,,,,0.4584450402144772,0.5316455696202531,0.532258064516129,0.4584450402144772,0.5316455696202531,0.532258064516129,0.4943566591422121,0.5684210526315789,0.5443037974683544,,,0.067024128686327,0.125,0.0580645161290322,,15.055603079555176,0.3837209302325581,0.1521060842433697,0.0730240549828178,0.1791044776119403,0.0539568345323741,0.1576994434137291,0.0693481276005547,0.1075581395348837,0.0555555555555555,0.0610859728506787,0.0520833333333333,0.1211401425178147,0.1708428246013667,0.1635071090047393,0.1872340425531914,0.16,0.0397727272727272,0.3431635388739946,0.640625,0.7321428571428571,0.5975609756097561,0.4155495978552279,0.3548387096774194,0.3767123287671233,0.6545454545454545,0.2412868632707774,0.3777777777777777,0.3777777777777777,0.8823529411764706,,,,,,0.7088607594936709,0.5535714285714286,0.532258064516129,0.6666666666666666,,0.3431635388739946,0.4529008042895442,0.5258202898550726,0.4982370967741935,0.1491841491841491,0.1491841491841491,0.2465753424657534,0.1963470319634703,7.860321715817696,,0.199025974025974,,,,,,,,,,,,,54.0,,,5.0,21.0,,166.0,123.0,,43.0,166.0,104.0,9.0,,,,,0.2164948453608247,0.0675675675675675,0.0581395348837209,0.6265060240963856,,,,0.1290322580645161,,,,,,,,,,,,,19.0,1.0,7.0,True,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,54032.0,901,-22,1698,1687,311.0,412.0,204.0,3385,59.0,117.0,15.0,30.0,9.0,28.0,6.0,43.0,30.0,86.0,11.0,19.0,39.0,8.0,95.0,246,23.0,58.0,56.0,315.0,1674,15.0,35.0,5.0,35.0,17.0,44.0,11.0,12.0,67.0,106.0,84.0,66.0,39.0,32.0,,59.0,17.0,76.0,8.0,9.0,20.0,14.0,25.0,169.0,2.0,36.0,21.0,92.0,118.0,38.0,156.0,10.0,18.0,11.0,7.0,34.0,4.0,17.0,23.0,3.0,17.0,1.0,57.0,4.0,13.0,24.0,67.0,1.0,12.0,68.0,4.0,2.0,31.0,4.0,67.0,311.0,8.0,0.5578947368421052,0.6385542168674698,0.9565217391304348,0.396551724137931,0.396551724137931,0.3861788617886179,0.4285714285714285,0.3863636363636363,0.4259868421052631,0.4054054054054054,0.5,0.4686567164179104,0.4487179487179487,0.5403225806451613,0.1907894736842105,,0.1300813008130081,0.188034188034188,0.2093023255813953,,20.22703818369453,0.5964912280701754,0.1265474552957359,0.0534918276374442,0.1135135135135135,0.0125,0.1239035087719298,0.0456182472989195,0.0643564356435643,0.0601851851851851,0.0392156862745098,0.0084745762711864,0.0982905982905982,0.1330645161290322,0.1469387755102041,0.0962962962962963,0.16,0.0671140939597315,0.3848684210526316,0.5042735042735043,0.6210526315789474,0.5254237288135594,0.1414473684210526,0.1395348837209302,0.1764705882352941,0.3333333333333333,0.2828947368421052,0.3488372093023256,0.3529411764705882,0.6666666666666666,0.0625,0.5789473684210527,0.5789473684210527,1.0,0.1282894736842105,0.8108108108108109,0.5,0.509090909090909,0.3214285714285714,0.1454545454545454,0.5756578947368421,0.4988032894736842,0.5527527027027026,0.5251554545454544,0.093655589123867,0.1135531135531135,0.1111111111111111,0.2126984126984127,8.045121951219512,24.898275862068964,0.1831566548881036,,1.0,3.0,3.0,12.0,,1.0,4.0,,2.0,7.0,3.0,24.0,,12.0,,5.0,1.0,8.0,5.0,2.0,1.0,8.0,3.0,,,0.6363636363636364,0.0116279069767441,,0.0862068965517241,,0.0238095238095238,0.375,0.3076923076923077,0.3076923076923077,0.9166666666666666,0.0666666666666666,0.027027027027027,,,0.027027027027027,,,0.0545454545454545,1.0,0.5,0.3076923076923077,,,,,,True,,,,
2424,1610612737,Dan Dickau,Dan Dickau,2424,ATL,1584.0,26,-6,49,48,25.0,20.0,6.0,97,,,,,,,,1.0,2.0,2.0,,,1.0,1.0,2.0,3,,1.0,,4.0,58,,,,,,,1.0,,,2.0,2.0,,1.0,,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,1.0,3.0,4.0,,4.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,3.0,,,,,,,,,25.0,,0.5,0.5,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,,,,10.526315789473683,0.5,0.1153846153846153,,0.25,,0.1333333333333333,,,,,,,0.0833333333333333,0.2222222222222222,0.3333333333333333,,,,,,,0.25,,,,0.5,1.0,1.0,0.5,,,,,0.25,,,,,1.0,0.25,0.44025,,0.5175,,,,,15.033333333333331,24.3,0.5102040816326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
949,1610612737,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,ATL,87008.0,1450,-50,2725,2713,531.0,578.0,324.0,5438,129.0,219.0,34.0,57.0,20.0,40.0,103.0,226.0,52.0,126.0,,3.0,12.0,3.0,284.0,571,3.0,15.0,208.0,785.0,2729,50.0,86.0,28.0,131.0,48.0,107.0,4.0,79.0,178.0,304.0,264.0,9.0,12.0,49.0,,72.0,22.0,94.0,11.0,11.0,38.0,9.0,25.0,210.0,11.0,91.0,47.0,203.0,272.0,104.0,376.0,22.0,31.0,20.0,11.0,53.0,9.0,23.0,41.0,1.0,30.0,9.0,94.0,11.0,14.0,44.0,108.0,9.0,14.0,234.0,17.0,9.0,99.0,22.0,178.0,531.0,12.0,0.5352112676056338,0.5984251968503937,1.0,0.2,0.2,0.4973730297723292,0.5813953488372093,0.4485981308411215,0.492320819112628,0.5722222222222222,0.4459459459459459,0.5623188405797102,0.6238095238095238,0.5686274509803921,0.0255972696245733,,0.0858143607705779,0.1278538812785388,0.0752212389380531,,25.30664945125888,0.5638297872340425,0.1768292682926829,0.0882638215324927,0.1620689655172413,0.0445344129554655,0.1738525730180806,0.0798122065727699,0.1362126245847176,0.0833333333333333,0.0558375634517766,0.0292397660818713,0.1758530183727034,0.2040302267002519,0.1486486486486486,0.1576354679802955,0.1724137931034483,0.0883534136546184,0.3737201365187713,0.589041095890411,0.675392670157068,0.5426356589147286,0.3856655290102389,0.4557522123893805,0.492822966507177,0.3495145631067961,0.2150170648464164,0.4126984126984127,0.4262295081967213,0.8846153846153846,0.0051194539249146,,,,0.0204778156996587,0.6333333333333333,0.5964912280701754,0.3603603603603603,0.5,0.027027027027027,0.3993174061433447,0.4612603242320819,0.5116765060240964,0.4415049549549549,0.1482035928143712,0.1516079632465543,0.1668789808917197,0.2267515923566879,7.236952714535902,25.066666666666663,0.1948623853211009,,2.0,,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,,60.0,,3.0,2.0,22.0,1.0,14.0,7.0,2.0,5.0,14.0,9.0,1.0,0.25,0.25,0.0317460317460317,,0.2682926829268293,0.03125,0.0789473684210526,0.6428571428571429,0.25,0.25,1.0,0.1176470588235294,0.0222222222222222,,,0.0222222222222222,0.5,1.0,0.009009009009009,,0.3333333333333333,0.25,,,1.0,,2.0,True,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,5828.0,97,-32,169,180,26.0,69.0,22.0,349,8.0,12.0,2.0,3.0,1.0,1.0,5.0,12.0,1.0,1.0,,,,,14.0,25,,,6.0,34.0,195,2.0,4.0,,4.0,2.0,3.0,,,4.0,18.0,10.0,,,2.0,,,,,,,,,,,,8.0,3.0,12.0,16.0,8.0,24.0,,2.0,1.0,1.0,3.0,,,2.0,,3.0,1.0,5.0,2.0,2.0,7.0,8.0,,,8.0,,,4.0,,4.0,26.0,,0.6428571428571429,0.75,,,,0.56,0.5,0.6666666666666666,0.56,0.5,0.6666666666666666,0.5862068965517241,0.5,0.6666666666666666,,,0.08,0.1666666666666666,,,17.171717171717173,0.6,0.1846153846153846,0.1212121212121212,0.1578947368421052,,0.1785714285714285,0.0975609756097561,0.0909090909090909,0.1578947368421052,0.12,,0.0526315789473684,0.3,0.1923076923076923,0.1875,,,0.48,0.6666666666666666,0.8,0.5,0.48,0.4166666666666667,0.4166666666666667,0.8,0.04,1.0,1.0,1.0,,,,,,0.75,0.6666666666666666,0.3333333333333333,1.0,,0.48,0.486552,0.51155,0.4116333333333333,0.1379310344827586,0.1379310344827586,0.1176470588235294,0.1176470588235294,5.664,,0.1538461538461538,,,,,,,,,,,,,4.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,0.125,,,1.0,,,,,,,,,,,,,,,,,,,1.0,True,,,,
2564,1610612737,Boris Diaw,Boris Diaw,2564,ATL,39136.0,652,-104,1202,1210,218.0,245.0,146.0,2412,27.0,49.0,8.0,14.0,4.0,5.0,3.0,13.0,14.0,30.0,1.0,3.0,4.0,2.0,44.0,92,1.0,7.0,15.0,106.0,1231,9.0,17.0,1.0,19.0,5.0,8.0,3.0,6.0,16.0,40.0,48.0,3.0,4.0,5.0,,49.0,14.0,63.0,8.0,6.0,18.0,10.0,21.0,140.0,8.0,23.0,11.0,59.0,82.0,31.0,113.0,4.0,22.0,16.0,6.0,33.0,7.0,24.0,20.0,,9.0,4.0,53.0,1.0,10.0,37.0,69.0,5.0,5.0,34.0,,,13.0,4.0,16.0,218.0,8.0,0.4545454545454545,0.5555555555555556,1.0,0.1428571428571428,0.1428571428571428,0.4782608695652174,0.5294117647058824,0.625,0.4595959595959596,0.5294117647058824,0.4545454545454545,0.4568965517241379,0.5,0.4444444444444444,0.0707070707070707,,0.0543478260869565,0.1020408163265306,,,12.38095238095238,0.6226415094339622,0.1175298804780876,0.0536130536130536,0.0924369747899159,0.0851063829787234,0.1127214170692431,0.0592734225621414,0.0683760683760683,0.0516129032258064,0.0445859872611464,0.081967213114754,0.1358024691358024,0.1038251366120218,0.1146496815286624,0.1216216216216216,0.0444444444444444,0.0816326530612244,0.494949494949495,0.5510204081632653,0.6136363636363636,0.4074074074074074,0.1313131313131313,0.2307692307692307,0.2307692307692307,,0.303030303030303,0.4666666666666667,0.4666666666666667,0.6428571428571429,0.0303030303030303,0.3333333333333333,0.3333333333333333,1.0,0.0404040404040404,0.8235294117647058,0.5714285714285714,0.4545454545454545,0.8,0.1818181818181818,0.5656565656565656,0.4874176767676767,0.5181642857142857,0.4892045454545455,0.1160714285714285,0.1238095238095238,0.1792452830188679,0.1509433962264151,6.9510869565217375,24.27142857142857,0.1813643926788685,,,,1.0,,,,,,,,,16.0,,,,12.0,1.0,7.0,6.0,1.0,,7.0,4.0,,,,,,0.3529411764705882,,0.0909090909090909,0.5714285714285714,,,,,,,,,,,0.0909090909090909,,,,,,1.0,,1.0,True,,,,
