EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,Clear Path Fouls,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Blocked3s,BlockedArc3,on,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked
1088,1610612738,Chucky Atkins,Chucky Atkins,1088,BOS,13725.0,229,-20,432,434,140,68,57,866,5.0,12.0,1.0,3.0,1.0,8.0,4.0,13.0,1.0,4.0,1.0,6.0,25.0,2.0,9.0,10.0,33.0,7.0,29.0,8.0,49.0,433,1.0,3.0,12.0,2.0,10.0,3.0,15.0,8.0,12.0,21.0,25.0,6.0,2.0,1.0,35.0,4.0,39.0,3.0,1.0,18.0,4.0,13.0,82.0,3.0,6.0,1.0,10.0,10.0,7.0,5.0,2.0,8.0,2.0,7.0,4.0,1.0,1.0,12.0,5.0,3.0,10.0,1.0,10.0,4.0,1.0,2.0,15.0,140,1.0,0.4,0.4,1.0,0.2413793103448276,0.2,0.2413793103448276,0.30303030303030304,0.25,0.33064516129032256,0.2727272727272727,0.3656716417910448,0.3125,0.46774193548387094,0.034482758620689655,0.06060606060606061,0.08333333333333333,0.125,0.04,15.863453815261042,0.6666666666666666,0.1,0.03636363636363636,0.05357142857142857,0.04072398190045249,0.024390243902439025,0.06329113924050633,0.05128205128205128,0.058823529411764705,0.1935483870967742,0.4166666666666667,0.45454545454545453,0.6,0.12903225806451613,0.125,0.14285714285714285,0.20967741935483872,0.3076923076923077,0.3076923076923077,0.25,0.06451612903225806,0.25,0.25,1.0,0.4032258064516129,0.24,0.25,1.0,0.13636363636363635,0.3333333333333333,0.045454545454545456,0.4090909090909091,0.2222222222222222,0.6612903225806451,0.24,0.5252540322580646,0.4113,0.49292045454545447,0.06060606060606061,0.10810810810810811,0.30612244897959184,9.727272727272727,25.07931034482758,0.32407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,13771.0,230,-20,439,436,146,68,54,875,25.0,32.0,12.0,15.0,10.0,21.0,6.0,19.0,,,,,,,,41.0,72.0,,,12.0,94.0,455,15.0,15.0,22.0,,,2.0,32.0,66.0,16.0,,,,1.0,,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,10.0,29.0,5.0,44.0,65.0,10.0,7.0,3.0,6.0,,1.0,12.0,2.0,5.0,18.0,5.0,5.0,18.0,5.0,18.0,11.0,,,32.0,146,1.0,0.8048780487804879,0.9166666666666666,,,,,0.5694444444444444,0.6818181818181818,0.5694444444444444,0.6818181818181818,0.5949367088607594,0.6956521739130435,,,0.013888888888888888,,0.047619047619047616,,19.207920792079207,0.3333333333333333,0.3333333333333333,0.18238993710691823,0.18518518518518517,0.18309859154929578,0.19047619047619047,0.16666666666666666,0.20512820512820512,0.13333333333333333,0.4444444444444444,0.78125,0.78125,0.76,0.2916666666666667,0.47619047619047616,0.5,0.2638888888888889,0.3157894736842105,0.3157894736842105,1.0,,,,,,,,,0.6818181818181818,0.8,,,,0.4444444444444444,,0.49835277777777787,0.5289461538461538,0.5569863636363637,0.13924050632911392,0.13924050632911392,0.3404255319148936,7.574999999999999,,0.3325740318906606,7.0,9.0,9.0,2.0,20.0,10.0,4.0,17.0,21.0,2.0,1.0,2.0,3.0,4.0,8.0,7.0,1.0,8.0,5.0,1.0,0.6,0.6,0.6666666666666666,0.10303030303030303,0.08695652173913043,0.0995260663507109,0.15384615384615385,0.1282051282051282,0.05405405405405406,0.09090909090909091,0.07692307692307693,0.20512820512820512,0.06666666666666667,0.625,0.8,0.6,0.7777777777777778,0.14285714285714285,0.2127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,15942.0,266,7,512,509,170,110,70,1021,11.0,23.0,1.0,2.0,9.0,24.0,26.0,60.0,,2.0,,9.0,29.0,2.0,8.0,46.0,107.0,9.0,31.0,40.0,159.0,507,6.0,11.0,23.0,2.0,8.0,23.0,51.0,48.0,44.0,27.0,29.0,9.0,8.0,,24.0,9.0,33.0,7.0,2.0,13.0,4.0,7.0,75.0,13.0,31.0,2.0,46.0,47.0,15.0,6.0,9.0,9.0,2.0,1.0,12.0,1.0,8.0,21.0,9.0,9.0,22.0,7.0,50.0,20.0,3.0,1.0,51.0,170,2.0,0.5217391304347826,0.5217391304347826,1.0,0.2903225806451613,0.25,0.2903225806451613,0.42990654205607476,0.4782608695652174,0.4311594202898551,0.45161290322580644,0.49375,0.5813953488372093,0.2246376811594203,,0.07476635514018691,0.2608695652173913,0.08333333333333333,,30.62605752961083,0.42857142857142855,0.125,0.1712707182320442,0.20634920634920634,0.18032786885245902,0.06818181818181818,0.18681318681318682,0.1590909090909091,0.3157894736842105,0.16666666666666666,0.4782608695652174,0.6470588235294118,0.36363636363636365,0.17391304347826086,0.375,0.4090909090909091,0.43478260869565216,0.43333333333333335,0.43333333333333335,0.6538461538461539,0.014492753623188406,,,,0.21014492753623187,0.3103448275862069,0.3103448275862069,1.0,0.06451612903225806,0.5,,0.25806451612903225,0.25,0.391304347826087,0.3103448275862069,0.4732518115942028,0.47030500000000003,0.45224354838709674,0.1337579617834395,0.16,0.32075471698113206,12.776635514018691,24.95161290322581,0.33203125,,,2.0,6.0,13.0,,1.0,,1.0,,1.0,,2.0,2.0,3.0,1.0,1.0,3.0,2.0,,0.3333333333333333,0.2692307692307692,0.40625,,0.016666666666666666,0.004081632653061225,,,,,0.09090909090909091,0.2391304347826087,,0.6666666666666666,0.3333333333333333,,,,0.08176100628930817,1.0,7.0,1.0,7.0,3.0,1.0,1.0,1.0,0.14285714285714285,0.5384615384615384,0.14285714285714285,1.0,0.03125,,,,,,,,,,,,,,,,,True,,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,11184.0,186,-23,371,380,192,134,47,751,16.0,18.0,9.0,10.0,4.0,10.0,13.0,33.0,2.0,6.0,4.0,2.0,5.0,,,33.0,61.0,4.0,11.0,15.0,93.0,364,7.0,15.0,26.0,2.0,4.0,7.0,43.0,32.0,34.0,12.0,5.0,2.0,1.0,,10.0,4.0,14.0,3.0,1.0,5.0,1.0,4.0,32.0,11.0,12.0,1.0,24.0,30.0,9.0,6.0,3.0,13.0,2.0,7.0,4.0,1.0,6.0,17.0,11.0,6.0,15.0,1.0,21.0,9.0,2.0,,43.0,192,3.0,0.48484848484848486,0.5333333333333333,1.0,0.36363636363636365,0.5,0.36363636363636365,0.5409836065573771,0.5769230769230769,0.5416666666666666,0.6,0.5740740740740741,0.6142857142857143,0.1527777777777778,,0.01639344262295082,,0.1,,22.843822843822842,0.7647058823529411,0.07692307692307693,0.1,0.20754716981132076,0.1329479768786127,0.07692307692307693,0.1836734693877551,0.19047619047619047,0.2727272727272727,0.25,0.8888888888888888,0.8888888888888888,0.5,0.1388888888888889,0.4,0.4444444444444444,0.4583333333333333,0.3939393939393939,0.3939393939393939,0.5384615384615384,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.06944444444444445,0.4,0.4,1.0,0.3333333333333333,0.9,0.13333333333333333,,,0.4027777777777778,0.4,0.48534791666666677,0.51471875,0.4935566666666666,0.11392405063291139,0.1323529411764706,0.46236559139784944,12.185245901639341,23.69090909090909,0.5175202156334232,4.0,5.0,5.0,,10.0,6.0,1.0,3.0,6.0,1.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,,0.7142857142857143,0.5555555555555556,0.5555555555555556,0.023622047244094488,0.021739130434782608,0.023121387283236993,0.06382978723404255,,,0.027777777777777776,,,0.029411764705882353,1.0,0.25,0.5555555555555556,0.8,0.25,0.10752688172043011,,,,2.0,,,,,,,,,,2.0,2.0,2.0,1.0,0.09523809523809523,0.2222222222222222,0.5,,,,,,,,,,True,,,
2599,1610612738,Brandon Hunter,Brandon Hunter,2599,BOS,24289.0,405,-4,799,806,336,236,112,1605,44.0,79.0,20.0,32.0,7.0,22.0,2.0,12.0,,,,,3.0,,3.0,53.0,113.0,,3.0,19.0,125.0,793,31.0,24.0,47.0,,3.0,13.0,61.0,46.0,60.0,,,,16.0,,15.0,4.0,19.0,3.0,1.0,10.0,1.0,4.0,42.0,12.0,46.0,10.0,68.0,118.0,13.0,7.0,6.0,18.0,2.0,11.0,4.0,1.0,7.0,22.0,7.0,28.0,40.0,1.0,43.0,23.0,3.0,3.0,61.0,336,4.0,0.4339622641509434,0.6052631578947368,,,,,0.4690265486725664,0.5106382978723404,0.45689655172413796,0.48,0.4699248120300752,0.5,0.02586206896551724,,0.1415929203539823,0.16455696202531644,0.13636363636363635,,16.64876476906552,0.8181818181818182,0.3125,0.17100371747211895,0.12371134020618557,0.15846994535519127,0.15714285714285714,0.18253968253968253,0.14285714285714285,0.07407407407407407,0.6810344827586207,0.5569620253164557,0.6666666666666666,0.4318181818181818,0.1896551724137931,0.3181818181818182,0.3684210526315789,0.10344827586206896,0.16666666666666666,0.16666666666666666,0.5,,,,,0.02586206896551724,,,,0.64,0.625,,0.06,,0.7068965517241379,,0.5211584070796459,0.5590999999999999,0.5409446808510637,0.17692307692307693,0.18110236220472442,0.488,3.9044247787610624,43.666666666666664,0.42052565707133915,20.0,26.0,21.0,11.0,53.0,30.0,8.0,41.0,50.0,4.0,,2.0,2.0,9.0,1.0,,1.0,1.0,,,0.6774193548387096,0.6774193548387096,0.6794871794871795,0.1404109589041096,0.08791208791208792,0.1279373368146214,0.10638297872340426,0.14864864864864866,0.16129032258064516,0.0821917808219178,0.1111111111111111,0.1643835616438356,0.09090909090909091,,0.42857142857142855,0.8387096774193549,0.7692307692307693,0.05,0.424,,,,,,,,,,,,,,,,1.0,,0.02702702702702703,,,3.0,,,,,,,,,True,,,
1908,1610612738,Jumaine Jones,Jumaine Jones,1908,BOS,3934.0,66,31,134,139,80,58,23,273,2.0,3.0,2.0,3.0,2.0,4.0,2.0,6.0,2.0,3.0,2.0,2.0,9.0,1.0,5.0,6.0,13.0,4.0,12.0,7.0,31.0,111,3.0,4.0,10.0,3.0,7.0,4.0,21.0,4.0,8.0,12.0,9.0,2.0,,1.0,,,,,,,,,,,4.0,1.0,5.0,12.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,,8.0,4.0,,,21.0,80,,0.3333333333333333,0.5,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.46153846153846156,0.4,0.48,0.5,0.5344827586206896,0.5526315789473685,0.48,0.08333333333333333,,,,0.1111111111111111,20.253164556962023,0.3333333333333333,0.16666666666666666,0.08888888888888889,,0.06896551724137931,0.1111111111111111,0.043478260869565216,,,0.12,0.6666666666666666,0.6666666666666666,,0.16,0.5,0.5,0.24,0.3333333333333333,0.3333333333333333,1.0,0.12,0.6666666666666666,0.6666666666666666,1.0,0.36,0.2222222222222222,0.25,1.0,0.17647058823529413,0.6666666666666666,0.11764705882352941,0.29411764705882354,0.2,0.6,0.2222222222222222,0.47192999999999996,0.48412,0.4679117647058823,0.13793103448275862,0.23529411764705882,0.6774193548387096,11.638461538461538,24.59166666666667,0.5970149253731343,1.0,1.0,2.0,2.0,12.0,4.0,2.0,3.0,7.0,3.0,,,1.0,,1.0,,,1.0,,,0.6666666666666666,1.0,1.0,0.057692307692307696,0.15384615384615385,0.07692307692307693,,0.06666666666666667,0.07692307692307693,0.18181818181818182,,0.15384615384615385,0.21428571428571427,,,0.2,1.0,,0.3870967741935484,1.0,1.0,2.0,2.0,,,1.0,,1.0,0.2,1.0,1.0,,1.0,2.0,2.0,,0.25,0.2,1.0,,1.0,1.0,1.0,,,,,,True,,,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,15937.0,266,-23,521,521,187,137,75,1042,9.0,18.0,6.0,11.0,1.0,8.0,14.0,31.0,1.0,8.0,2.0,4.0,16.0,,7.0,24.0,57.0,5.0,24.0,17.0,80.0,530,8.0,13.0,24.0,,9.0,10.0,36.0,20.0,28.0,6.0,16.0,4.0,5.0,1.0,15.0,5.0,20.0,4.0,1.0,6.0,4.0,5.0,45.0,2.0,22.0,3.0,27.0,36.0,16.0,11.0,5.0,8.0,1.0,4.0,7.0,3.0,4.0,15.0,6.0,12.0,22.0,1.0,23.0,10.0,2.0,,36.0,187,,0.4166666666666667,0.4166666666666667,0.4,0.20833333333333334,,0.20833333333333334,0.42105263157894735,0.5416666666666666,0.3888888888888889,0.3939393939393939,0.43478260869565216,0.46153846153846156,0.2962962962962963,0.041666666666666664,0.08771929824561403,0.16666666666666666,0.125,0.0625,17.51227495908347,0.5333333333333333,0.125,0.12429378531073447,0.03636363636363636,0.10344827586206896,0.045454545454545456,0.15853658536585366,0.05405405405405406,,0.2222222222222222,0.5,0.6,0.4444444444444444,0.09876543209876543,0.125,0.14285714285714285,0.38271604938271603,0.45161290322580644,0.4666666666666667,0.42857142857142855,0.09876543209876543,0.125,0.125,1.0,0.19753086419753085,0.25,0.26666666666666666,0.25,0.3333333333333333,0.5454545454545454,0.06060606060606061,0.21212121212121213,,0.5185185185185185,0.25,0.4979629629629629,0.4484444444444444,0.5050348484848486,0.1111111111111111,0.15151515151515152,0.45,12.043859649122806,24.412500000000005,0.35892514395393477,1.0,2.0,2.0,,7.0,,1.0,8.0,9.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,0.25,0.3888888888888889,0.3888888888888889,0.0392156862745098,0.01818181818181818,0.03474903474903475,0.03076923076923077,0.05357142857142857,0.03614457831325301,0.022727272727272728,,0.13725490196078433,0.043478260869565216,1.0,,0.2222222222222222,0.5,1.0,0.0875,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,0.1111111111111111,,,1.0,1.0,1.0,9.0,1.0,0.03225806451612903,,,True,,,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,9323.0,155,14,317,324,177,143,46,641,9.0,18.0,5.0,9.0,2.0,5.0,6.0,19.0,,,,7.0,18.0,2.0,9.0,17.0,42.0,7.0,18.0,15.0,70.0,304,3.0,11.0,25.0,2.0,9.0,11.0,39.0,4.0,30.0,18.0,17.0,7.0,3.0,,17.0,5.0,22.0,4.0,1.0,9.0,2.0,6.0,49.0,5.0,3.0,2.0,10.0,11.0,8.0,4.0,4.0,6.0,2.0,2.0,6.0,,4.0,12.0,3.0,7.0,24.0,3.0,19.0,6.0,4.0,,39.0,177,4.0,0.11764705882352941,0.11764705882352941,0.8571428571428571,0.3888888888888889,0.2222222222222222,0.4117647058823529,0.40476190476190477,0.44,0.4583333333333333,0.4117647058823529,0.5072463768115942,0.4875,0.3,,0.07142857142857142,0.16666666666666666,,,21.715817694369974,0.5,0.10526315789473684,0.03125,0.1282051282051282,0.05925925925925926,0.07142857142857142,,0.1,0.2222222222222222,0.3,0.5,0.6,,0.08333333333333333,0.4,0.4,0.31666666666666665,0.3157894736842105,0.3157894736842105,0.3333333333333333,,,,,0.3,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.2647058823529412,0.5555555555555556,,0.2647058823529412,0.2222222222222222,0.6,0.4117647058823529,0.5051974576271185,0.429425,0.4814681818181818,0.09230769230769231,0.1276595744680851,0.5571428571428572,9.90238095238095,26.12222222222222,0.5583596214511041,1.0,1.0,1.0,2.0,7.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,0.3333333333333333,0.5,0.5833333333333334,0.009345794392523364,,0.007142857142857143,,,0.022222222222222223,,,0.038461538461538464,,,,0.2,1.0,,0.1,1.0,2.0,1.0,2.0,,,,,0.5,0.4,0.5,1.0,,,,,,,,,1.0,,,,3.0,,,,,True,,,
1565,1610612738,Michael Stewart,Michael Stewart,1565,BOS,1894.0,32,7,70,70,40,38,11,140,,2.0,,,,1.0,,,,,,,,,,,3.0,,,1.0,1.0,62,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,5.0,8.0,,,,,1.0,,1.0,,,1.0,,2.0,3.0,,2.0,1.0,,,1.0,40,,,,,,,,,,,,0.125,0.5,,,,,,,6.172839506172839,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.18181818181818182,0.1111111111111111,0.2,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4897,0.4897,,0.25,0.25,1.0,3.0,,0.5714285714285714,,2.0,,,,,,2.0,3.0,,,,,,1.0,1.0,,1.0,,,,,,0.07692307692307693,,0.0625,0.2222222222222222,,,,,0.2,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,True,,,
2036,1610612738,Chris Mihm,Chris Mihm,2036,BOS,6245.0,104,-9,215,219,108,76,33,434,13.0,22.0,7.0,12.0,4.0,9.0,,3.0,,,,,,,,17.0,34.0,,,13.0,47.0,213,11.0,8.0,17.0,,,7.0,23.0,20.0,14.0,,,,3.0,,,,,,,,,,,6.0,19.0,1.0,26.0,39.0,4.0,4.0,,5.0,2.0,3.0,5.0,,2.0,10.0,6.0,11.0,14.0,,19.0,9.0,2.0,3.0,23.0,108,,0.5882352941176471,0.6666666666666666,,,,,0.5,0.47058823529411764,0.5,0.47058823529411764,0.5595238095238095,0.5476190476190477,,,0.08823529411764706,0.045454545454545456,0.2222222222222222,,20.3921568627451,0.5,0.1,0.2714285714285714,0.3,0.2777777777777778,0.5789473684210527,0.1724137931034483,0.3333333333333333,,0.6470588235294118,0.5909090909090909,0.6190476190476191,0.5384615384615384,0.2647058823529412,0.4444444444444444,0.5714285714285714,0.08823529411764706,,,,,,,,,,,,0.7058823529411765,0.5833333333333334,,,,0.6470588235294118,,0.5013647058823529,0.5291500000000001,0.49411176470588236,0.225,0.225,0.48936170212765956,4.491176470588236,,0.5023255813953489,4.0,9.0,4.0,7.0,15.0,4.0,1.0,11.0,13.0,,,1.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,0.36363636363636365,0.36363636363636365,0.46875,0.13414634146341464,0.04,0.11214953271028037,0.19230769230769232,0.15789473684210525,0.08108108108108109,0.041666666666666664,,0.13636363636363635,,0.75,0.75,0.8181818181818182,0.4444444444444444,0.25,0.3191489361702128,,,,,,,,,,,,,,,,1.0,,0.1,,,,,,,,,,,,True,,,
