EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,SecondChanceCorner3FGM,HeaveMakes,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1504,1610612742,Danny Fortson,Danny Fortson,1504,DAL,25608.0,427.0,90,826,826,99,106.0,131.0,1652,44.0,77.0,22.0,34.0,7.0,11.0,2.0,11.0,1.0,4.0,47.0,92.0,55.0,149.0,877,22.0,37.0,20.0,64.0,8.0,14.0,17.0,33.0,46.0,48.0,36.0,17.0,4.0,3.0,7.0,2.0,1.0,2.0,2.0,17.0,13.0,62.0,3.0,19.0,74.0,8.0,101.0,78.0,179.0,6.0,7.0,5.0,2.0,7.0,2.0,4.0,18.0,1.0,3.0,2.0,25.0,2.0,1.0,43.0,89.0,11.0,9.0,66.0,8.0,34.0,3.0,6.0,5.0,1.0,6.0,3.0,2.0,3.0,33.0,99,4.0,0.48936170212765956,0.7931034482758621,0.5108695652173914,0.5945945945945946,0.5714285714285714,0.5108695652173914,0.5945945945945946,0.5714285714285714,0.6157024793388429,0.6666666666666666,0.6875,0.18478260869565216,0.19480519480519481,0.18181818181818182,14.792299898682879,0.28,0.25806451612903225,0.13636363636363635,0.24422442244224424,0.20327868852459016,0.2375,0.1262135922330097,0.24281984334203655,0.18382352941176472,0.27835051546391754,0.13924050632911392,0.18604651162790697,0.12048192771084337,0.15,0.2717391304347826,0.28865979381443296,0.18421052631578946,0.22033898305084745,0.2857142857142857,0.21428571428571427,0.5,0.8369565217391305,0.5714285714285714,0.7096774193548387,0.5,0.11956521739130435,0.18181818181818182,0.2222222222222222,0.043478260869565216,0.25,0.25,1.0,0.918918918918919,0.6470588235294118,0.045454545454545456,0.7857142857142857,0.6363636363636364,0.8369565217391305,0.5508934782608695,0.5605212121212122,0.5441571428571428,0.288135593220339,0.288135593220339,0.42953020134228187,0.2214765100671141,1.8934782608695655,0.1198547215496368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,89759.0,1496.0,305,2927,2888,891,798.0,439.0,5815,180.0,260.0,53.0,85.0,48.0,70.0,101.0,223.0,22.0,81.0,303.0,564.0,143.0,776.0,3092,77.0,126.0,40.0,194.0,73.0,145.0,56.0,208.0,440.0,166.0,98.0,43.0,27.0,12.0,39.0,8.0,4.0,16.0,8.0,90.0,35.0,118.0,4.0,44.0,114.0,19.0,177.0,157.0,334.0,23.0,49.0,40.0,9.0,30.0,4.0,22.0,23.0,4.0,8.0,1.0,53.0,7.0,10.0,55.0,110.0,10.0,9.0,193.0,16.0,83.0,21.0,16.0,12.0,3.0,18.0,7.0,1.0,3.0,208.0,891,16.0,0.7260726072607261,0.8661417322834646,0.5372340425531915,0.6111111111111112,0.503448275862069,0.5373514431239389,0.6015625,0.5,0.5731166912850812,0.6423841059602649,0.5531914893617021,0.07624113475177305,0.1,0.07623318385650224,21.264200407806584,0.5660377358490566,0.19,0.04819277108433735,0.11503531786074672,0.10855565777368906,0.11796246648793565,0.10638297872340426,0.1158357771260997,0.10805084745762712,0.13533834586466165,0.10326086956521739,0.09713024282560706,0.10108303249097472,0.1346153846153846,0.09302325581395349,0.11498257839721254,0.1315136476426799,0.12408759124087591,0.10101010101010101,0.09956709956709957,0.3888888888888889,0.44142614601018676,0.6923076923076923,0.7692307692307693,0.7166666666666667,0.37860780984719866,0.452914798206278,0.49029126213592233,0.13752122241086587,0.2716049382716049,0.2716049382716049,0.9090909090909091,0.6640625,0.6235294117647059,0.2830188679245283,0.4605263157894737,0.6857142857142857,0.4838709677419355,0.48924294217687064,0.5177432692307693,0.49120430463576154,0.12652439024390244,0.13153724247226625,0.25,0.26804123711340205,5.804432624113477,0.3044072429108302,5.0,11.0,1.0,1.0,3.0,4.0,14.0,1.0,1.0,4.0,9.0,25.0,2.0,2.0,7.0,27.0,1.0,13.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,0.36,0.2857142857142857,0.375,0.042444821731748725,0.7029702970297029,0.01867572156196944,0.45454545454545453,0.45454545454545453,1.0,0.023769100169779286,0.2857142857142857,0.2857142857142857,1.0,0.0078125,0.0078125,0.019736842105263157,0.3333333333333333,0.02631578947368421,0.25,0.3076923076923077,25.0,,,,,,,,,,,,,,,,,,True,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,175200.0,2920.0,408,5693,5671,1286,1223.0,780.0,11364,136.0,206.0,19.0,44.0,24.0,42.0,95.0,213.0,275.0,601.0,506.0,1020.0,371.0,1680.0,6085,50.0,115.0,38.0,171.0,95.0,188.0,129.0,370.0,678.0,334.0,38.0,34.0,165.0,42.0,207.0,26.0,16.0,92.0,35.0,456.0,32.0,57.0,1.0,115.0,398.0,67.0,580.0,90.0,670.0,14.0,92.0,72.0,20.0,89.0,14.0,65.0,46.0,4.0,24.0,5.0,135.0,8.0,24.0,152.0,216.0,7.0,16.0,423.0,31.0,175.0,39.0,104.0,71.0,28.0,104.0,58.0,,7.0,370.0,1286,14.0,0.6699604743083004,0.6960985626283368,0.49607843137254903,0.43478260869565216,0.5053191489361702,0.499618320610687,0.4375,0.4599236641221374,0.5577822311289246,0.5029585798816568,0.554380664652568,0.03333333333333333,0.07281553398058252,0.06103286384976526,24.69733656174334,0.6592592592592592,0.3621621621621622,0.007042253521126761,0.1978131212723658,0.027259684361549498,0.17164179104477612,0.046511627906976744,0.1912751677852349,0.032025908600215904,0.02617801047120419,0.017027863777089782,0.03555045871559633,0.04424778761061947,0.056910569105691054,0.2032,0.20336134453781513,0.1893939393939394,0.16916488222698073,0.17733990147783252,0.021116138763197588,0.5576923076923077,0.15725190839694655,0.6601941747572816,0.7120418848167539,0.7058823529411765,0.16259541984732825,0.4460093896713615,0.475,0.4587786259541985,0.45757071547420963,0.46218487394957986,0.7381818181818182,0.2894736842105263,0.4318181818181818,0.15789473684210525,0.16030534351145037,0.5714285714285714,0.3786259541984733,0.47120439938791125,0.48413532110091756,0.46491807692307685,0.12414266117969822,0.15034364261168384,0.10178571428571428,0.22023809523809523,12.550588235294116,0.22589144563499033,11.0,33.0,3.0,3.0,9.0,88.0,257.0,34.0,14.0,65.0,99.0,290.0,37.0,17.0,74.0,288.0,3.0,254.0,88.0,38.0,3.0,,,5.0,0.9696969696969697,0.3413793103448276,0.22972972972972974,0.34494773519163763,0.22137404580152673,0.42105263157894735,0.025190839694656488,0.3333333333333333,0.3333333333333333,1.0,0.19618320610687023,0.3424124513618677,0.3424124513618677,0.9659090909090909,0.019736842105263157,0.2236842105263158,0.03435114503816794,0.3333333333333333,0.2480916030534351,0.2153846153846154,0.3464566929133858,25.153103448275864,11.0,11.0,9.0,2.0,12.0,6.0,1.0,0.2972972972972973,0.009983361064891847,0.3235294117647059,0.9090909090909091,0.02040816326530612,,,,,,True,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,21700.0,362.0,55,695,692,197,206.0,94.0,1387,25.0,44.0,7.0,11.0,7.0,10.0,5.0,14.0,5.0,15.0,35.0,73.0,11.0,81.0,713,7.0,14.0,6.0,20.0,9.0,15.0,2.0,20.0,54.0,16.0,10.0,11.0,8.0,1.0,9.0,1.0,,4.0,3.0,19.0,5.0,18.0,,9.0,26.0,1.0,36.0,23.0,59.0,,20.0,15.0,5.0,5.0,2.0,3.0,7.0,,2.0,,12.0,2.0,3.0,20.0,50.0,4.0,3.0,14.0,2.0,7.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,1.0,20.0,197,5.0,0.7714285714285715,0.9,0.4794520547945205,0.5,0.6,0.4794520547945205,0.5,0.6,0.5126582278481012,0.5882352941176471,0.625,0.1506849315068493,0.20454545454545456,0.14285714285714285,11.206896551724139,0.4166666666666667,0.041666666666666664,,0.10569105691056911,0.06521739130434782,0.11538461538461539,0.06756756756756757,0.10802469135802469,0.06571428571428571,0.1038961038961039,0.056818181818181816,0.04504504504504504,0.06779661016949153,0.06666666666666667,0.12307692307692308,0.0945945945945946,0.102803738317757,0.11764705882352941,0.1111111111111111,,0.8,0.6027397260273972,0.5681818181818182,0.7142857142857143,0.76,0.1917808219178082,0.35714285714285715,0.4166666666666667,0.2054794520547945,0.3333333333333333,0.3333333333333333,0.8,0.7857142857142857,0.6363636363636364,0.2857142857142857,0.6666666666666666,0.7,0.6027397260273972,0.5107232876712329,0.5250714285714285,0.5144733333333333,0.08974358974358974,0.08974358974358974,0.24691358024691357,0.24691358024691357,5.13013698630137,0.28345323741007195,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,126362.0,2106.0,305,4142,4134,899,864.0,528.0,8276,88.0,155.0,4.0,7.0,27.0,36.0,73.0,136.0,86.0,171.0,247.0,462.0,182.0,922.0,4467,13.0,23.0,10.0,45.0,51.0,86.0,95.0,251.0,80.0,414.0,6.0,21.0,445.0,135.0,580.0,113.0,22.0,226.0,148.0,1295.0,16.0,27.0,,49.0,90.0,6.0,145.0,43.0,188.0,6.0,56.0,46.0,10.0,112.0,25.0,94.0,50.0,5.0,18.0,4.0,162.0,8.0,36.0,50.0,112.0,4.0,9.0,199.0,10.0,39.0,43.0,6.0,3.0,1.0,7.0,2.0,,,251.0,899,13.0,0.16194331983805668,0.16393442622950818,0.5346320346320347,0.5652173913043478,0.5930232558139535,0.563165905631659,0.4605263157894737,0.5864661654135338,0.6047945205479452,0.5125,0.6721311475409836,0.045454545454545456,0.08387096774193549,0.051470588235294115,18.70805369127517,0.691358024691358,0.04316546762589928,,0.06048387096774194,0.018711018711018712,0.10294117647058823,0.029304029304029304,0.07077393075356415,0.021618903971845148,0.02564102564102564,0.018306636155606407,0.01386481802426343,0.033632286995515695,0.01,0.031042128603104215,0.04888888888888889,0.0919931856899489,0.09667673716012085,0.11724137931034483,0.0196078431372549,0.2857142857142857,0.2359208523592085,0.567741935483871,0.6197183098591549,0.17045454545454544,0.2070015220700152,0.5367647058823529,0.5658914728682171,0.2602739726027397,0.5029239766081871,0.5058823529411764,0.22093023255813954,0.18421052631578946,0.5714285714285714,0.25,0.2706766917293233,0.75,0.532724505327245,0.49922035060975617,0.5016884615384615,0.501723106060606,0.05822416302765648,0.07942973523421588,0.04880694143167028,0.272234273318872,9.494155844155845,0.21704490584258812,7.0,12.0,,,4.0,75.0,183.0,15.0,18.0,43.0,82.0,195.0,15.0,18.0,47.0,135.0,1.0,182.0,75.0,71.0,,1.0,1.0,2.0,0.5487804878048781,0.4205128205128205,0.3829787234042553,0.422680412371134,0.2968036529680365,0.0821917808219178,0.0182648401826484,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.2785388127853881,0.4098360655737705,0.4098360655737705,0.52,,0.39473684210526316,0.03007518796992481,,0.3233082706766917,0.4186046511627907,0.41208791208791207,25.020000000000007,3.0,3.0,111.0,,41.0,1.0,,0.2,0.005847953216374269,0.2,1.0,0.00510204081632653,1.0,,,,,True,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,64453.0,1074.0,197,2111,2114,556,520.0,306.0,4225,94.0,141.0,28.0,42.0,25.0,35.0,26.0,87.0,23.0,70.0,143.0,298.0,64.0,395.0,2289,35.0,62.0,20.0,93.0,32.0,73.0,25.0,92.0,166.0,120.0,50.0,25.0,46.0,14.0,60.0,10.0,4.0,22.0,19.0,134.0,18.0,78.0,3.0,40.0,95.0,7.0,142.0,99.0,241.0,18.0,47.0,39.0,8.0,27.0,2.0,18.0,20.0,6.0,9.0,3.0,47.0,6.0,13.0,57.0,110.0,10.0,3.0,91.0,9.0,41.0,9.0,33.0,19.0,8.0,39.0,19.0,1.0,1.0,92.0,556,13.0,0.5804195804195804,0.7033898305084746,0.4798657718120805,0.5645161290322581,0.4383561643835616,0.48391812865497075,0.5703125,0.4240506329113924,0.5156657963446475,0.6118421052631579,0.4791666666666667,0.08389261744966443,0.09219858156028368,0.13793103448275862,17.44421906693712,0.574468085106383,0.10294117647058823,0.046153846153846156,0.12855209742895804,0.1,0.16393442622950818,0.08108108108108109,0.1373346897253306,0.09580838323353294,0.11961722488038277,0.11610486891385768,0.07236842105263158,0.09326424870466321,,0.08547008547008547,0.1743119266055046,0.1289198606271777,0.16568047337278108,0.16,0.11464968152866242,0.48717948717948717,0.41228070175438597,0.6666666666666666,0.734375,0.6170212765957447,0.2543859649122807,0.2988505747126437,0.3466666666666667,0.2046783625730994,0.32857142857142857,0.32857142857142857,0.6521739130434783,0.65625,0.6666666666666666,0.14285714285714285,0.4430379746835443,0.7142857142857143,0.5409356725146199,0.5084388563049853,0.5196637931034483,0.5022371794871795,0.10962566844919786,0.12424242424242424,0.23544303797468355,0.23291139240506328,6.615771812080536,0.2633822832780673,1.0,11.0,,,1.0,14.0,33.0,2.0,1.0,5.0,15.0,44.0,2.0,1.0,6.0,39.0,1.0,32.0,14.0,5.0,1.0,6.0,6.0,6.0,0.8666666666666667,0.3409090909090909,0.16666666666666666,0.3488372093023256,0.1286549707602339,0.38461538461538464,0.03216374269005848,0.09090909090909091,0.09090909090909091,1.0,0.09649122807017543,0.42424242424242425,0.42424242424242425,0.8571428571428571,,0.03125,0.012658227848101266,,0.06329113924050633,0.2,0.4375,25.22954545454546,1.0,1.0,6.0,,,,3.0,0.5,,0.5,1.0,,1.0,,,,,True,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,39768.0,663.0,34,1298,1302,257,251.0,196.0,2600,69.0,105.0,16.0,26.0,9.0,18.0,32.0,75.0,17.0,39.0,118.0,219.0,37.0,291.0,1476,21.0,33.0,6.0,48.0,20.0,53.0,11.0,54.0,92.0,144.0,32.0,13.0,57.0,15.0,72.0,10.0,5.0,20.0,30.0,159.0,9.0,32.0,,14.0,35.0,3.0,52.0,41.0,93.0,4.0,36.0,27.0,9.0,19.0,3.0,12.0,11.0,2.0,7.0,1.0,30.0,2.0,7.0,18.0,33.0,1.0,3.0,49.0,3.0,21.0,5.0,5.0,4.0,1.0,5.0,3.0,,,54.0,257,,0.3898305084745763,0.45098039215686275,0.5388127853881278,0.6363636363636364,0.37735849056603776,0.538135593220339,0.6363636363636364,0.37719298245614036,0.5617760617760618,0.631578947368421,0.42857142857142855,0.0593607305936073,0.09523809523809523,0.04,19.02567478604345,0.6333333333333333,0.08333333333333333,,0.07415254237288135,0.06504065040650407,0.0945945945945946,0.0743801652892562,0.07903225806451612,0.06688417618270799,0.07751937984496124,0.05517241379310345,0.06422018348623854,0.0761904761904762,0.0625,0.05194805194805195,0.07857142857142857,0.0898876404494382,0.0990990990990991,0.08108108108108109,0.041237113402061855,0.6,0.4449152542372881,0.6571428571428571,0.7263157894736842,0.5217391304347826,0.3177966101694915,0.4266666666666667,0.4444444444444444,0.1652542372881356,0.4358974358974359,0.4358974358974359,0.23529411764705882,0.7878787878787878,0.6153846153846154,0.0625,0.3157894736842105,0.5,0.5169491525423728,0.5050125531914894,0.5027720000000001,0.45387719298245616,0.08267716535433071,0.08860759493670886,0.16494845360824742,0.18556701030927836,5.934703196347032,0.19799691833590138,1.0,3.0,,,,5.0,14.0,,1.0,4.0,6.0,17.0,,1.0,4.0,18.0,1.0,13.0,5.0,7.0,2.0,,,,1.0,0.35294117647058826,0.25,0.375,0.07203389830508475,0.1875,0.012711864406779662,0.3333333333333333,0.3333333333333333,1.0,0.059322033898305086,0.35714285714285715,0.35714285714285715,1.0,,,,,0.07017543859649122,0.25,0.38461538461538464,25.8,,,,,,,,,,,,,,,,,,True,,,,,
696,1610612742,Travis Best,Travis Best,696,DAL,23474.0,391.0,89,764,752,197,193.0,108.0,1516,17.0,25.0,1.0,3.0,5.0,7.0,1.0,13.0,14.0,44.0,32.0,82.0,20.0,90.0,726,1.0,4.0,1.0,6.0,10.0,23.0,8.0,28.0,20.0,44.0,,2.0,51.0,9.0,60.0,6.0,3.0,17.0,24.0,129.0,4.0,5.0,,9.0,15.0,,24.0,9.0,33.0,,15.0,12.0,3.0,8.0,2.0,8.0,6.0,,,,14.0,1.0,7.0,9.0,32.0,3.0,2.0,21.0,1.0,9.0,2.0,,,,,,,,28.0,197,10.0,0.3125,0.3125,0.3902439024390244,0.25,0.43478260869565216,0.3723404255319149,0.35714285714285715,0.37037037037037035,0.4326923076923077,0.42857142857142855,0.45161290322580644,0.024390243902439025,0.08,,13.288288288288287,0.5714285714285714,,,0.05454545454545454,0.01597444089456869,0.11538461538461539,0.0547945205479452,0.0679886685552408,0.023316062176165803,0.03076923076923077,0.021505376344086023,0.0064516129032258064,0.06557377049180328,,0.023809523809523808,0.037037037037037035,0.09090909090909091,0.07272727272727272,0.21739130434782608,,,0.26595744680851063,0.68,0.7391304347826086,0.29411764705882354,0.13829787234042554,0.07692307692307693,0.07692307692307693,0.46808510638297873,0.3181818181818182,0.3181818181818182,0.35714285714285715,0.42857142857142855,0.3333333333333333,1.0,0.25925925925925924,0.7142857142857143,0.39361702127659576,0.45195329670329676,0.4355,0.43306,0.08823529411764706,0.1,0.06666666666666667,0.3111111111111111,11.925609756097563,0.25785340314136124,1.0,1.0,,,,1.0,11.0,3.0,,4.0,2.0,12.0,3.0,,4.0,3.0,3.0,8.0,1.0,10.0,1.0,,,,0.5,0.16666666666666666,,0.2222222222222222,0.1276595744680851,,0.010638297872340425,1.0,1.0,1.0,0.11702127659574468,0.09090909090909091,0.09090909090909091,,,0.42857142857142855,,,0.14814814814814814,,0.125,33.125,1.0,1.0,3.0,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,True,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,126701.0,2112.0,258,4083,4072,813,795.0,529.0,8155,67.0,103.0,8.0,23.0,6.0,15.0,47.0,112.0,134.0,342.0,248.0,557.0,106.0,932.0,4349,21.0,60.0,17.0,89.0,38.0,99.0,52.0,188.0,302.0,194.0,16.0,23.0,116.0,45.0,161.0,38.0,7.0,54.0,43.0,367.0,25.0,42.0,,53.0,130.0,3.0,186.0,67.0,253.0,16.0,64.0,50.0,14.0,37.0,10.0,26.0,19.0,3.0,11.0,,56.0,2.0,11.0,50.0,87.0,5.0,4.0,127.0,6.0,45.0,21.0,33.0,18.0,14.0,33.0,20.0,,,188.0,813,8.0,0.6088709677419355,0.6291666666666667,0.4452423698384201,0.35,0.3838383838383838,0.4957983193277311,0.4235294117647059,0.43870967741935485,0.5218365061590146,0.4635416666666667,0.5081081081081081,0.04129263913824058,0.0970873786407767,0.07142857142857142,20.157179269328804,0.6607142857142857,0.022556390977443608,,0.08922443376801648,0.02824478816408877,0.10816326530612246,0.04690431519699812,0.09399075500770417,0.03316831683168317,0.02926829268292683,0.033936651583710405,0.023622047244094488,0.046511627906976744,0.04854368932038835,0.0635593220338983,0.06511627906976744,0.12972972972972974,0.09281437125748503,0.14102564102564102,0.036613272311212815,0.6060606060606061,0.12364945978391356,0.6504854368932039,0.7204301075268817,0.6716417910447762,0.13445378151260504,0.41964285714285715,0.4519230769230769,0.4105642256902761,0.391812865497076,0.39762611275964393,0.6567164179104478,0.27058823529411763,0.34782608695652173,0.125,0.0967741935483871,0.4,0.4549819927971189,0.4805224637681159,0.479781896551724,0.45011225165562924,0.052752293577981654,0.07550335570469799,0.09549356223175966,0.2017167381974249,13.158527827648113,0.1991182953710507,34.0,79.0,6.0,7.0,13.0,76.0,197.0,19.0,13.0,43.0,110.0,276.0,25.0,20.0,56.0,282.0,5.0,191.0,75.0,19.0,2.0,,,1.0,0.8545454545454545,0.39855072463768115,0.35714285714285715,0.4022140221402214,0.33133253301320525,0.3829787234042553,0.09483793517406963,0.43037974683544306,0.43037974683544306,1.0,0.23649459783913565,0.38578680203045684,0.38578680203045684,0.7894736842105263,0.07058823529411765,0.2235294117647059,0.08387096774193549,0.5384615384615384,0.27741935483870966,0.3023255813953488,0.39267015706806285,24.886594202898547,6.0,10.0,48.0,1.0,,1.0,1.0,0.4,0.014619883040935672,0.3157894736842105,1.0,0.0036231884057971015,,4.0,1.0,0.6666666666666666,1.0,True,,,,,
960,1610612742,Tony Delk,Tony Delk,960,DAL,16789.0,280.0,-25,541,538,126,71.0,71.0,1079,13.0,25.0,3.0,5.0,,3.0,3.0,8.0,7.0,23.0,23.0,56.0,17.0,105.0,583,3.0,7.0,,9.0,1.0,9.0,2.0,19.0,28.0,18.0,4.0,8.0,13.0,2.0,15.0,1.0,1.0,5.0,4.0,32.0,3.0,6.0,,6.0,14.0,,20.0,9.0,29.0,2.0,11.0,8.0,3.0,10.0,1.0,8.0,2.0,,2.0,1.0,12.0,,4.0,15.0,25.0,,,21.0,1.0,11.0,,3.0,3.0,,3.0,1.0,,,19.0,126,1.0,0.6086956521739131,0.6666666666666666,0.4107142857142857,0.42857142857142855,0.1111111111111111,0.4888888888888889,0.5,0.425,0.525,0.5,0.4523809523809524,0.14285714285714285,0.2,0.25,18.006430868167204,0.8333333333333334,,,0.07291666666666667,0.0297029702970297,0.10344827586206896,0.037037037037037035,0.08,0.03180212014134275,0.03125,0.015384615384615385,0.0410958904109589,0.03278688524590164,0.05,0.09259259259259259,0.05660377358490566,0.07058823529411765,0.13157894736842105,0.05,0.044444444444444446,0.3333333333333333,0.2777777777777778,0.52,0.65,0.6153846153846154,0.08888888888888889,0.375,0.5,0.25555555555555554,0.30434782608695654,0.3181818181818182,0.5714285714285714,0.5555555555555556,0.6,,0.15,,0.6555555555555556,0.5204272222222222,0.5222916666666667,0.523585,0.11,0.16666666666666666,0.08571428571428572,0.18095238095238095,9.37857142857143,0.23290203327171904,5.0,13.0,,2.0,4.0,9.0,21.0,2.0,3.0,7.0,14.0,34.0,2.0,5.0,11.0,36.0,,21.0,9.0,4.0,,,,,0.8571428571428571,0.4117647058823529,0.45454545454545453,0.4117647058823529,0.37777777777777777,0.6666666666666666,0.14444444444444443,0.38461538461538464,0.38461538461538464,1.0,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.7777777777777778,,0.2222222222222222,0.2,0.5,0.35,0.42857142857142855,0.42857142857142855,24.370588235294115,1.0,1.0,6.0,,,,,0.5,0.043478260869565216,0.5,1.0,,1.0,,,,,True,,,,,
