EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,LostBallTurnovers,NonShootingFoulsDrawn,SecondChanceAtRimPctAssisted,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Travels,Offensive Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Corner3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,on,Clear Path Fouls,BlockedCorner3
1043,1610612755,Amal McCaskill,Amal McCaskill,1043,PHI,9929.0,165,-26,305,314,118,128,39,619,5,12,2.0,5.0,1.0,5.0,3.0,10,1.0,4,1.0,1.0,9,26,1.0,9,27,306,2.0,7,4.0,8,1,8,1.0,5.0,7,12,6,4.0,1.0,2,6.0,3.0,9,2.0,1.0,4.0,1.0,1.0,21,1.0,10.0,1.0,7.0,10,4.0,21,12,33,2.0,6,5,1.0,4,4.0,1,1.0,5,1.0,3.0,19,27,3.0,15,1.0,8,6.0,3.0,1.0,2.0,6.0,3.0,7,118,3.0,0.6666666666666666,0.8571428571428571,0.34615384615384615,0.2857142857142857,0.125,0.3333333333333333,0.2857142857142857,0.1111111111111111,0.39705882352941174,0.4,0.2692307692307692,0.037037037037037035,0.07692307692307693,0.08333333333333333,0.1,11.111111111111112,0.8,0.2857142857142857,0.0625,0.09090909090909091,0.08130081300813008,0.14583333333333334,0.041666666666666664,0.10759493670886076,0.07482993197278912,0.0975609756097561,0.09375,0.06,0.05555555555555555,0.06666666666666667,0.06060606060606061,0.1276595744680851,0.13157894736842105,0.2,0.13333333333333333,0.5,0.4444444444444444,0.4166666666666667,0.45454545454545453,0.6,0.37037037037037035,0.3,0.3333333333333333,0.6666666666666666,0.14814814814814814,0.25,0.25,1.0,0.037037037037037035,0.7142857142857143,0.4,0.5555555555555556,0.2,0.1111111111111111,0.48148148148148145,0.4308192307692308,0.5058,0.44222500000000003,0.23529411764705882,0.24242424242424243,0.2962962962962963,0.25925925925925924,6.565384615384616,36.7,0.38688524590163936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,4553.0,76,-26,137,137,68,34,24,274,5,9,3.0,6.0,3.0,6.0,1.0,8,2.0,5,,,8,22,,10,26,152,3.0,8,4.0,10,5,11,,8.0,18,8,8,4.0,,5,,1.0,1,,1.0,,,,3,,5.0,3.0,2.0,4,2.0,8,8,16,,1,1,,1,,2,,3,1.0,1.0,5,9,3.0,15,1.0,5,,,,,,,18,68,2.0,0.5,0.6666666666666666,0.36363636363636365,0.375,0.45454545454545453,0.36363636363636365,0.375,0.45454545454545453,0.4482758620689655,0.45454545454545453,0.5625,,0.22727272727272727,0.3333333333333333,0.25,19.51219512195122,0.3333333333333333,0.25,0.1875,0.10526315789473684,0.08771929824561403,0.14285714285714285,,0.11538461538461539,0.07575757575757576,0.047619047619047616,0.11764705882352941,0.10526315789473684,,0.125,0.15384615384615385,0.058823529411764705,0.09090909090909091,0.3333333333333333,,,0.4090909090909091,0.5555555555555556,0.8333333333333334,0.4,0.36363636363636365,0.125,0.16666666666666666,,0.22727272727272727,0.4,0.4,1.0,,0.75,0.5,0.5454545454545454,0.5,,0.4090909090909091,0.4496909090909091,0.46152857142857145,0.4500727272727273,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.6923076923076923,6.659090909090907,,0.49635036496350365,1.0,1.0,3.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,17322.0,289,-48,539,547,189,190,77,1086,7,17,,2.0,3.0,6.0,,8,8.0,30,14.0,8.0,15,55,17.0,17,65,530,,4,,6,7,18,8.0,8.0,34,16,14,,12.0,5,21.0,6.0,27,4.0,2.0,10.0,5.0,6.0,60,,6.0,,6.0,25,3.0,34,6,40,1.0,15,11,4.0,9,5.0,9,2.0,18,3.0,4.0,11,21,2.0,19,1.0,7,2.0,2.0,,,2.0,2.0,34,189,2.0,0.5333333333333333,0.5333333333333333,0.2727272727272727,,0.3888888888888889,0.3333333333333333,0.42857142857142855,0.5,0.4012345679012346,0.42857142857142855,0.5666666666666667,0.2361111111111111,0.09090909090909091,0.29411764705882354,,15.814696485623005,0.5,0.12,,0.12755102040816327,0.026200873362445413,0.09090909090909091,,0.1183206106870229,0.02197802197802198,0.012987012987012988,0.018518518518518517,0.04081632653061224,,0.15151515151515152,0.1206896551724138,0.1111111111111111,0.1111111111111111,0.047619047619047616,0.022727272727272728,1.0,0.2361111111111111,0.4117647058823529,0.5833333333333334,0.8571428571428571,0.1111111111111111,,,,0.4166666666666667,0.26666666666666666,0.26666666666666666,0.25,0.19444444444444445,0.2857142857142857,,0.23076923076923078,0.5,0.3076923076923077,0.4722222222222222,0.45924642857142856,0.4656666666666667,0.4653520833333333,0.08974358974358974,0.11475409836065574,0.09230769230769231,0.5230769230769231,11.04,27.67647058823529,0.35064935064935066,3.0,4.0,3.0,,3.0,1.0,6.0,2.0,2.0,4.0,6.0,2.0,3.0,4.0,12.0,6.0,2.0,6.0,1.0,2.0,1.0,0.6666666666666666,0.35294117647058826,0.6666666666666666,0.5,0.4,0.058823529411764705,0.07142857142857142,0.041666666666666664,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.14285714285714285,0.2857142857142857,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,46041.0,767,-63,1417,1431,499,491,200,2848,53,108,8.0,13.0,14.0,38.0,22.0,70,49.0,118,57.0,25.0,124,296,61.0,59,364,1448,15.0,34,8.0,50,32,99,26.0,18.0,94,118,130,8.0,54.0,22,47.0,6.0,53,6.0,,19.0,11.0,17.0,112,1.0,15.0,,21.0,26,2.0,49,16,65,3.0,26,15,11.0,38,21.0,21,3.0,59,6.0,21.0,32,83,1.0,81,5.0,38,5.0,1.0,4.0,,5.0,2.0,94,499,12.0,0.47580645161290325,0.49166666666666664,0.4189189189189189,0.4411764705882353,0.32323232323232326,0.4271708683473389,0.5384615384615384,0.304,0.4607594936708861,0.5813953488372093,0.34057971014492755,0.17086834733893558,0.07432432432432433,0.1388888888888889,0.08571428571428572,27.432024169184288,0.6440677966101694,0.029411764705882353,,0.05009633911368015,0.02664298401420959,0.13291139240506328,0.007936507936507936,0.06942392909896603,0.023222060957910014,0.02040816326530612,0.04430379746835443,0.019138755980861243,0.010752688172043012,0.03468208092485549,0.04827586206896552,0.06467661691542288,0.13157894736842105,0.13636363636363635,0.016574585635359115,0.4,0.3025210084033613,0.49074074074074076,0.5698924731182796,0.4339622641509434,0.19607843137254902,0.3142857142857143,0.34375,0.36363636363636365,0.33053221288515405,0.4152542372881356,0.4188034188034188,0.5714285714285714,0.15966386554621848,0.3333333333333333,0.6153846153846154,0.304,0.3684210526315789,0.2,0.4733893557422969,0.47016752136752127,0.4632583333333332,0.46532333333333337,0.09743589743589744,0.11550151975683891,0.13736263736263737,0.25824175824175827,9.429391891891893,27.016393442622952,0.3521524347212421,4.0,17.0,5.0,0.25,4.0,,19.0,4.0,5.0,4.0,19.0,4.0,5.0,4.0,54.0,3.0,3.0,19.0,2.0,1.0,9.0,0.9473684210526315,0.3114754098360656,0.8,0.15384615384615385,0.3275862068965517,0.03278688524590164,0.03508771929824561,0.011204481792717087,0.3333333333333333,0.34545454545454546,0.9473684210526315,,0.1282051282051282,0.8,1.0,0.16,0.35185185185185186,1.0,1.0,2.0,0.00847457627118644,0.008,,,,,,,,,,,,,,,,,,,,True,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,20644.0,344,-29,643,643,217,208,94,1286,1,8,1.0,3.0,1.0,4.0,1.0,5,8.0,37,46.0,16.0,10,50,69.0,10,105,645,2.0,10,4.0,20,2,17,22.0,3.0,28,18,2,2.0,46.0,7,9.0,1.0,10,1.0,,4.0,4.0,1.0,21,4.0,9.0,1.0,8.0,28,3.0,39,14,53,3.0,12,7,5.0,7,3.0,3,1.0,10,1.0,1.0,21,35,1.0,13,,2,2.0,,2.0,,2.0,1.0,28,217,2.0,0.9,1.0,0.2,0.2,0.11764705882352941,0.39915966386554624,0.4,0.32051282051282054,0.41935483870967744,0.45454545454545453,0.34146341463414637,0.5798319327731093,0.14,0.375,0.2,17.77188328912467,0.7,0.08108108108108109,0.04,0.11965811965811966,0.03543307086614173,0.12121212121212122,0.05263157894736842,0.12,0.03939393939393939,0.056179775280898875,,0.043478260869565216,0.05454545454545454,0.10975609756097561,0.14754098360655737,0.10989010989010989,0.0851063829787234,0.21052631578947367,0.0410958904109589,0.5,0.06722689075630252,0.125,0.2,,0.04201680672268908,0.2,0.25,1.0,0.31092436974789917,0.21621621621621623,0.23529411764705882,1.0,0.3865546218487395,0.15,0.3333333333333333,0.10256410256410256,0.25,0.41025641025641024,0.6470588235294118,0.4870180672268909,0.5077315789473684,0.46602307692307704,0.02459016393442623,0.038461538461538464,0.19047619047619047,0.26666666666666666,14.278000000000002,24.91304347826087,0.33748055987558323,1.0,4.0,2.0,,23.0,1.0,16.0,3.0,9.0,4.0,25.0,4.0,10.0,7.0,75.0,,,16.0,2.0,,1.0,1.0,0.36231884057971014,0.4,0.3181818181818182,0.36231884057971014,0.028985507246376812,,0.19327731092436976,0.34782608695652173,0.34782608695652173,1.0,0.05,0.45,0.3333333333333333,1.0,0.25,0.34782608695652173,6.0,,,0.08108108108108109,0.15384615384615385,9.0,1.0,3.0,2.0,1.0,1.0,0.08695652173913043,0.047619047619047616,0.391304347826087,0.42857142857142855,1.0,1.0,1.0,0.5,0.014285714285714285,,,,,True,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,18522.0,309,4,568,577,242,205,74,1145,16,30,,3.0,4.0,11.0,4.0,16,6.0,18,2.0,2.0,26,64,2.0,40,92,575,1.0,5,2.0,4,7,26,2.0,27.0,41,14,38,,1.0,3,43.0,10.0,53,7.0,3.0,20.0,4.0,19.0,116,2.0,7.0,,8.0,12,,20,9,29,2.0,15,5,10.0,11,7.0,7,1.0,18,1.0,5.0,7,19,1.0,48,3.0,12,,,,,,,41,242,3.0,0.2692307692307692,0.2692307692307692,0.40625,0.2,0.2692307692307692,0.3939393939393939,0.2,0.25,0.5116279069767442,0.3333333333333333,0.46511627906976744,0.030303030303030304,0.046875,0.1,,15.853658536585368,0.6111111111111112,,,0.0594059405940594,0.03349282296650718,0.13333333333333333,0.04081632653061224,0.07633587786259542,0.03488372093023256,0.05063291139240506,,0.04411764705882353,0.05555555555555555,0.0547945205479452,0.02127659574468085,0.08536585365853659,0.17777777777777778,,0.058823529411764705,,0.45454545454545453,0.5333333333333333,0.5925925925925926,0.125,0.24242424242424243,0.25,0.25,0.25,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.030303030303030304,0.6,,0.39285714285714285,0.36363636363636365,0.07142857142857142,0.48484848484848486,0.46919307692307693,0.534075,0.45575740740740744,0.16,0.1643835616438356,0.043478260869565216,0.44565217391304346,7.240625,47.0,0.426056338028169,5.0,4.0,11.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,True,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,11164.0,186,-32,360,363,141,159,51,723,13,29,,5.0,6.0,14.0,5.0,14,7.0,33,21.0,11.0,25,76,21.0,51,122,385,1.0,7,1.0,3,10,26,11.0,34.0,60,4,46,2.0,20.0,7,31.0,6.0,37,6.0,,19.0,5.0,7.0,80,,4.0,1.0,3.0,14,3.0,20,5,25,2.0,9,6,3.0,10,3.0,8,1.0,18,2.0,6.0,1,6,,71,2.0,23,1.0,1.0,,,2.0,,60,141,,0.08,0.08333333333333333,0.32894736842105265,0.14285714285714285,0.38461538461538464,0.36597938144329895,0.125,0.35135135135135137,0.4653846153846154,0.15,0.5084745762711864,0.21649484536082475,0.09210526315789473,0.20689655172413793,,35.07109004739337,0.5555555555555556,0.14285714285714285,0.03225806451612903,0.10294117647058823,0.028169014084507043,0.06818181818181818,,0.09444444444444444,0.022988505747126436,0.0425531914893617,,0.031746031746031744,,0.075,0.11538461538461539,0.11363636363636363,0.06060606060606061,0.09090909090909091,0.03636363636363636,,0.29896907216494845,0.4482758620689655,0.5652173913043478,0.07692307692307693,0.14432989690721648,0.35714285714285715,0.35714285714285715,,0.3402061855670103,0.21212121212121213,0.21875,0.14285714285714285,0.21649484536082475,0.625,,0.3783783783783784,0.42857142857142855,0.2972972972972973,0.5154639175257731,0.46118593750000003,0.5157875,0.4779432432432433,0.20168067226890757,0.23711340206185566,0.02459016393442623,0.4918032786885246,10.01578947368421,26.923809523809524,0.39166666666666666,4.0,7.0,11.0,,,,7.0,,1.0,2.0,7.0,,1.0,2.0,12.0,9.0,1.0,7.0,,,3.0,0.5714285714285714,0.3333333333333333,,0.18181818181818182,0.35,,,,0.3333333333333333,0.3333333333333333,0.5714285714285714,,0.125,,,0.18181818181818182,0.35,,,,0.030303030303030304,,,,,2.0,1.0,,,,,,,,,,0.045454545454545456,1.0,1.0,,,True,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,16215.0,270,25,485,489,147,173,74,974,12,19,2.0,2.0,4.0,4.0,8.0,20,10.0,19,13.0,3.0,30,58,22.0,15,105,484,3.0,6,,9,11,15,4.0,4.0,32,22,38,4.0,13.0,3,18.0,9.0,27,8.0,1.0,10.0,2.0,6.0,63,4.0,5.0,,4.0,23,3.0,30,9,39,,11,6,5.0,6,6.0,4,,10,,4.0,6,19,,18,2.0,9,3.0,1.0,1.0,1.0,3.0,3.0,32,147,5.0,0.36666666666666664,0.39285714285714285,0.5172413793103449,0.5,0.7333333333333333,0.5625,0.5,0.7368421052631579,0.5965909090909091,0.5,0.7619047619047619,0.275,0.05172413793103448,0.10526315789473684,0.05,16.955017301038062,0.6,0.15,,0.13068181818181818,0.025252525252525252,0.06557377049180328,0.08888888888888889,0.11392405063291139,0.037037037037037035,0.028169014084507043,,0.04838709677419355,0.058823529411764705,0.19230769230769232,0.06382978723404255,0.12987012987012986,0.047619047619047616,0.10526315789473684,,1.0,0.2375,0.631578947368421,0.7058823529411765,0.5,0.25,0.4,0.42105263157894735,0.25,0.2375,0.5263157894736842,0.5263157894736842,0.3,0.1625,0.2222222222222222,1.0,0.21052631578947367,1.0,0.15789473684210525,0.5125,0.48635874999999995,0.47996666666666665,0.46317631578947366,0.10344827586206896,0.13846153846153847,0.08571428571428572,0.3047619047619048,9.387931034482756,24.545454545454547,0.3030927835051546,4.0,,1.0,,9.0,,6.0,1.0,3.0,2.0,10.0,1.0,3.0,2.0,27.0,3.0,,6.0,,,,0.9,0.45454545454545453,0.3333333333333333,0.5,0.45454545454545453,,,0.1125,0.46153846153846156,0.46153846153846156,0.8333333333333334,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.46153846153846156,1.0,,,,0.05263157894736842,4.0,,,,,,,0.18181818181818182,0.4444444444444444,0.4444444444444444,1.0,,,,,,,,,True,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,15392.0,257,-20,479,481,166,142,62,960,5,13,2.0,5.0,2.0,4.0,3.0,12,8.0,16,8.0,2.0,16,41,14.0,7,51,489,5.0,8,,10,7,15,5.0,7.0,24,22,10,,8.0,1,12.0,5.0,17,3.0,2.0,4.0,2.0,6.0,39,,7.0,,4.0,21,1.0,26,7,33,1.0,8,6,2.0,12,10.0,7,,19,,9.0,13,31,,10,,4,1.0,1.0,,,1.0,,24,166,4.0,0.6875,0.6875,0.3902439024390244,0.625,0.4666666666666667,0.4,0.625,0.425,0.425,0.625,0.5,0.2545454545454545,0.024390243902439025,0.07692307692307693,,14.363636363636363,0.631578947368421,0.05,,0.12574850299401197,0.03608247422680412,0.07272727272727272,,0.11261261261261261,0.030973451327433628,0.0967741935483871,,0.013157894736842105,,0.08771929824561403,0.13953488372093023,0.14925373134328357,0.06976744186046512,0.08333333333333333,0.030303030303030304,,0.23636363636363636,0.38461538461538464,0.4166666666666667,0.8,0.21818181818181817,0.25,0.25,0.6666666666666666,0.2909090909090909,0.5,0.5,0.625,0.14545454545454545,0.625,0.4,0.2,0.5,0.1,0.4909090909090909,0.45851545454545456,0.49378571428571433,0.4526525,0.06779661016949153,0.08888888888888889,0.19607843137254902,0.47058823529411764,9.370731707317074,23.914285714285715,0.3465553235908142,2.0,2.0,1.0,0.5,6.0,,3.0,,,,4.0,,,1.0,12.0,,,3.0,,1.0,2.0,1.0,0.2857142857142857,,0.2,0.2857142857142857,,,0.10909090909090909,0.375,0.375,1.0,,,,,,0.375,3.0,,,,0.15,1.0,,1.0,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,0.3333333333333333,,,,,,True,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,28458.0,474,-6,859,866,265,297,117,1725,32,68,3.0,15.0,5.0,15.0,23.0,42,13.0,36,1.0,1.0,68,146,1.0,54,190,896,4.0,20,6.0,14,10,28,1.0,17.0,37,84,52,6.0,1.0,13,11.0,17.0,28,13.0,4.0,5.0,1.0,5.0,73,6.0,29.0,3.0,15.0,52,12.0,79,38,117,4.0,11,9,2.0,14,7.0,15,3.0,29,4.0,7.0,21,42,5.0,60,5.0,31,6.0,3.0,,3.0,7.0,4.0,37,265,6.0,0.6176470588235294,0.6461538461538462,0.4657534246575342,0.2,0.35714285714285715,0.46258503401360546,0.2,0.3448275862068966,0.5428571428571428,0.30434782608695654,0.5,0.006802721088435374,0.08904109589041095,0.1323529411764706,0.047619047619047616,20.3,0.4827586206896552,0.32432432432432434,0.0967741935483871,0.1640378548895899,0.08708708708708708,0.17045454545454544,0.08108108108108109,0.1654320987654321,0.085995085995086,0.11206896551724138,0.042105263157894736,0.09836065573770492,0.11320754716981132,0.14423076923076922,0.17777777777777778,0.17073170731707318,0.1774193548387097,0.15384615384615385,0.0625,0.5714285714285714,0.46258503401360546,0.47058823529411764,0.5423728813559322,0.625,0.2857142857142857,0.5476190476190477,0.575,0.391304347826087,0.24489795918367346,0.3611111111111111,0.38235294117647056,1.0,0.006802721088435374,0.75,0.2,0.5172413793103449,0.3333333333333333,0.034482758620689655,0.46938775510204084,0.4619574829931971,0.5238263157894737,0.45748448275862075,0.1791907514450867,0.18023255813953487,0.07368421052631578,0.19473684210526315,6.914383561643836,29.3,0.3084982537834691,2.0,7.0,2.0,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,0.05555555555555555,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,True,,
