EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChancePointsPct,SecondChanceFG2M,OffTwoPtRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,SecondChanceFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Corner3FGA,FTOffRebounds,Travels,OffFTReboundPct,Corner3Frequency,2pt And 1 Free Throw Trips,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,1796.0,30,56,56,15,14.0,5,112,2.0,4.0,1.0,1.0,1.0,2.0,7.0,3.0,5.0,1.0,4.0,11,3.0,5.0,6.0,23,64,1.0,2.0,4.0,1.0,4.0,2.0,6.0,3.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,3.0,1.0,4.0,15,0.25,0.25,0.3333333333333333,0.6,0.6,0.36363636363636365,0.5,0.53125,0.4,0.575,0.4,0.3125,0.09090909090909091,0.25,34.92063492063492,1.0,0.05,0.16666666666666666,0.03571428571428571,0.045454545454545456,0.16666666666666666,0.125,0.25,0.5,0.6666666666666666,0.5,0.4375,0.2857142857142857,0.2857142857142857,0.3125,0.6,0.6,0.3333333333333333,1.0,0.2,1.0,0.2,0.5625,0.6,0.491640625,0.4104,0.50575,0.15789473684210525,0.21428571428571427,0.17391304347826086,11.754545454545452,25.1,0.26785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,1529.0,25,47,49,17,16.0,6,96,,,,,,3.0,8.0,1.0,5.0,3.0,4.0,9,1.0,5.0,3.0,14,48,,,1.0,3.0,2.0,,8.0,,3.0,5.0,1.0,,5.0,2.0,7.0,2.0,1.0,16.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,,4.0,2.0,,2.0,17,,,,0.2,0.2,0.4444444444444444,,0.39285714285714285,,0.4375,0.2,0.35714285714285715,,,31.48148148148148,1.0,0.05555555555555555,,0.07692307692307693,,,0.125,,,,,0.5714285714285714,0.375,0.375,0.35714285714285715,0.2,0.2,,,,,0.75,0.35714285714285715,0.2,0.4327642857142857,0.5682,0.4338125,0.125,0.18181818181818182,0.14285714285714285,18.444444444444443,25.18,0.3617021276595745,11.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.5,0.125,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,1934.0,32,64,62,16,17.0,6,126,2.0,5.0,1.0,1.0,3.0,3.0,6.0,,,,6.0,13,,,2.0,14,57,2.0,2.0,6.0,,4.0,4.0,8.0,,,,,1.0,2.0,,2.0,,1.0,4.0,,2.0,3.0,1.0,4.0,1.0,,1.0,,,2.0,1.0,,4.0,16,0.3333333333333333,0.3333333333333333,,,,0.46153846153846156,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.5,0.3333333333333333,,0.07692307692307693,0.2,20.547945205479454,1.0,0.09523809523809523,,0.10344827586206896,0.03125,,,0.38461538461538464,0.4,0.5,,0.46153846153846156,0.5,0.5,,,,,0.5,0.5,0.3333333333333333,,0.38461538461538464,,0.4702307692307692,0.4555,0.48903333333333326,0.07142857142857142,0.07142857142857142,0.2857142857142857,9.892307692307693,,0.25,3.0,1.0,2.0,,,,,2.0,,1.0,,1.0,3.0,2.0,2.0,2.0,,0.5,0.5,0.125,0.3333333333333333,0.15384615384615385,0.5,0.5,,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.5,0.03571428571428571,0.14285714285714285,0.2,0.16666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1610612753,Desmond Penigar,Desmond Penigar,2667,ORL,5180.0,86,166,163,42,41.0,19,329,6.0,11.0,6.0,2.0,2.0,3.0,8.0,,,,14.0,28,,,4.0,32,157,8.0,5.0,6.0,,10.0,18.0,10.0,,,,,4.0,3.0,,3.0,,1.0,6.0,1.0,12.0,18.0,6.0,24.0,3.0,2.0,6.0,,2.0,4.0,2.0,,10.0,42,0.6428571428571429,0.75,,,,0.5,0.8333333333333334,0.5,0.8333333333333334,0.5333333333333333,0.8333333333333334,,0.14285714285714285,0.2727272727272727,18.461538461538463,0.5,0.20689655172413793,0.07692307692307693,0.2077922077922078,0.07692307692307693,0.09090909090909091,0.23809523809523808,0.39285714285714285,0.5454545454545454,0.75,0.8333333333333334,0.2857142857142857,0.375,0.375,,,,,0.75,0.3333333333333333,1.0,,0.39285714285714285,,0.45932857142857136,0.5465571428571429,0.45008333333333334,0.06666666666666667,0.06666666666666667,0.3125,7.914285714285714,,0.25301204819277107,20.0,5.0,9.0,,,,,8.0,,1.0,1.0,4.0,2.0,1.0,6.0,14.0,,0.5,0.5,0.21052631578947367,,0.32142857142857145,0.5555555555555556,0.625,,,0.25,4.0,5.0,1.0,1.0,1.0,0.5,0.07692307692307693,0.05555555555555555,0.13636363636363635,0.1,0.4,0.6666666666666666,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.6666666666666666,0.058823529411764705,0.1,0.26666666666666666,0.2857142857142857,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612753,Juwan Howard,Juwan Howard,436,ORL,1886.0,31,61,59,22,12.0,9,120,3.0,4.0,1.0,1.0,1.0,,,,,,7.0,13,,,2.0,16,60,1.0,1.0,4.0,,2.0,2.0,12.0,,,,,,2.0,,2.0,,,4.0,1.0,1.0,3.0,2.0,5.0,1.0,,3.0,,,4.0,2.0,,2.0,22,0.14285714285714285,0.16666666666666666,,,,0.5384615384615384,0.25,0.5384615384615384,0.25,0.5333333333333333,0.25,,,,25.35211267605634,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.0967741935483871,0.07692307692307693,0.3333333333333333,,0.3076923076923077,0.75,0.75,0.3333333333333333,,,,,,,,1.0,0.25,1.0,,0.3076923076923077,,0.44625384615384617,0.5447,0.459275,0.13333333333333333,0.13333333333333333,0.125,7.123076923076923,,0.36065573770491804,6.0,4.0,9.0,,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,0.5,0.2857142857142857,,0.6923076923076923,0.4444444444444444,0.4444444444444444,,,0.125,1.0,1.0,,,1.0,1.0,0.043478260869565216,0.3333333333333333,,,,,1.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,0.14285714285714285,0.3333333333333333,1.0,1.0,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,1139.0,19,37,37,14,16.0,2,74,,1.0,1.0,,,,,,,,,1,,,2.0,2,31,1.0,,,,1.0,,,,,,,,,,,,,,,3.0,3.0,,3.0,,,1.0,,,4.0,1.0,1.0,1.0,14,,,,,,,,,,0.3333333333333333,0.5,,,,10.256410256410255,,0.21428571428571427,,0.16666666666666666,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,0.7193,,,0.5,0.5,0.5,1.1,,0.3783783783783784,8.0,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,3386.0,56,104,102,17,14.0,16,206,7.0,10.0,4.0,1.0,1.0,3.0,6.0,2.0,4.0,,13.0,22,2.0,5.0,,32,100,4.0,2.0,3.0,,4.0,16.0,10.0,6.0,,4.0,2.0,,2.0,,2.0,,2.0,4.0,,6.0,11.0,6.0,17.0,,,1.0,,,4.0,1.0,1.0,4.0,17,0.6153846153846154,0.6666666666666666,1.0,0.4,0.4,0.5909090909090909,0.6666666666666666,0.5925925925925926,0.6666666666666666,0.5517241379310345,0.6666666666666666,0.18518518518518517,,,23.4375,,0.16216216216216217,,0.22916666666666666,0.09090909090909091,,0.16666666666666666,0.37037037037037035,0.7,0.7,0.42857142857142855,0.2222222222222222,0.5,0.5,0.14814814814814814,0.5,0.5,1.0,0.8,0.3333333333333333,1.0,,0.5555555555555556,0.5,0.4653111111111111,0.534725,0.4494,0.03571428571428571,0.043478260869565216,0.125,7.413636363636363,26.3,0.16346153846153846,16.0,3.0,6.0,,1.0,,1.0,4.0,,,,5.0,1.0,1.0,,2.0,,0.4,0.4,0.45454545454545453,0.5,0.2222222222222222,0.5,0.5,0.2,,0.125,2.0,5.0,2.0,,,0.5,0.10638297872340426,0.14285714285714285,0.125,0.16666666666666666,0.6666666666666666,1.0,2.0,2.0,,1.0,,1.0,,3.0,2.0,1.0,3.0,1.0,,,,0.06666666666666667,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5,0.5,,1.0,1.0,1.0,0.2,0.037037037037037035,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1610612753,Sean Rooks,Sean Rooks,399,ORL,2045.0,34,70,67,10,15.0,3,137,1.0,3.0,,,1.0,3.0,6.0,,,,4.0,9,,,1.0,9,78,,1.0,2.0,,2.0,8.0,,,,,,,4.0,,4.0,,2.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,10,1.0,1.0,,,,0.4444444444444444,0.5,0.4444444444444444,0.5,0.5,0.5,,,,14.473684210526315,0.5,0.0625,0.25,0.08333333333333333,0.06896551724137931,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,,,,,,0.5,,,0.3333333333333333,,0.4148333333333334,,0.38649999999999995,0.1111111111111111,0.1111111111111111,0.2222222222222222,12.766666666666667,,0.14285714285714285,-15.0,,,,,,,,,2.0,,1.0,,,1.0,4.0,,,,0.125,0.25,,,,,,,,1.0,,,,,0.04,0.14285714285714285,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,599.0,10,18,18,2,3.0,3,36,1.0,1.0,1.0,,,,,,,,1.0,1,,,2.0,4,12,1.0,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,,,,,,2.0,1.0,,,2,,,,,,1.0,,1.0,,1.0,,,,,9.090909090909092,,0.1111111111111111,0.5,0.08333333333333333,0.2,0.5,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,0.5753,0.5753,,0.5,0.5,,,,0.1111111111111111,10.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,0.5,1.0,1.0,,,,1.0,0.125,,,,,,1.0,,,,,,,,,,,,,,,,0.2,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,2992.0,50,96,94,15,23.0,12,190,2.0,3.0,1.0,,,3.0,6.0,1.0,3.0,1.0,5.0,10,1.0,4.0,2.0,15,83,1.0,1.0,1.0,2.0,5.0,10.0,,3.0,,3.0,1.0,,3.0,,3.0,,2.0,6.0,,4.0,6.0,4.0,10.0,1.0,1.0,3.0,,,4.0,2.0,,5.0,15,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.4642857142857143,0.8333333333333334,0.46875,0.8333333333333334,0.2857142857142857,,,16.239316239316242,0.3333333333333333,0.12121212121212122,,0.13953488372093023,0.0784313725490196,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.5,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.3333333333333333,0.5056071428571427,0.5442999999999999,0.49363333333333337,0.125,0.16666666666666666,0.3333333333333333,12.930000000000001,24.875,0.15625,14.0,,1.0,1.0,2.0,1.0,2.0,3.0,,,1.0,2.0,2.0,,3.0,6.0,0.5,0.5,0.5,0.2,0.5,0.07142857142857142,,,0.6666666666666666,0.5,0.2,,4.0,1.0,2.0,,,0.09523809523809523,0.21428571428571427,0.21428571428571427,0.125,,1.0,,,,2.0,2.0,,,1.0,1.0,,1.0,,,,,,0.05555555555555555,0.14285714285714285,0.125,,,,,1.0,,,,0.07142857142857142,,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
