EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,on,Clear Path Fouls
1088,1610612738,Chucky Atkins,Chucky Atkins,1088,BOS,39382.0,656,24,1275,1263,394,280,150.0,2538,26.0,49.0,1.0,2.0,6.0,13.0,4.0,19.0,21.0,46.0,5.0,17.0,1.0,2.0,8.0,25.0,70.0,3.0,4.0,9.0,25.0,51.0,114.0,30.0,87.0,34.0,226.0,1310,2.0,6.0,3.0,5.0,1.0,14.0,14.0,36.0,11.0,33.0,21.0,82.0,24.0,78.0,75.0,15.0,1.0,69.0,25.0,8.0,1.0,88.0,20.0,108.0,17.0,3.0,48.0,8.0,32.0,236.0,2.0,13.0,17.0,2.0,32.0,2.0,34.0,2.0,21.0,12.0,9.0,25.0,6.0,20.0,14.0,4.0,5.0,39.0,14.0,7.0,36.0,1.0,3.0,42.0,2.0,8.0,14.0,1.0,1.0,1.0,1.0,82.0,394,7.0,0.23529411764705882,0.23529411764705882,0.8333333333333334,0.3448275862068966,0.6,0.3333333333333333,0.3488372093023256,0.4473684210526316,0.3333333333333333,0.3888888888888889,0.47761194029850745,0.5909090909090909,0.4420289855072464,0.5113122171945701,0.6363636363636364,0.4939759036144578,0.43283582089552236,0.011494252873563218,0.07017543859649122,0.14285714285714285,0.05263157894736842,0.014285714285714285,18.01801801801802,0.6410256410256411,0.058823529411764705,0.035416666666666666,0.0049261083743842365,0.08496732026143791,0.04739336492890995,0.003436426116838488,0.010526315789473684,0.005988023952095809,0.04,0.03278688524590164,0.03365384615384615,0.09433962264150944,0.06382978723404255,0.018518518518518517,0.24378109452736318,0.5306122448979592,0.6190476190476191,0.34615384615384615,0.0945273631840796,0.21052631578947367,0.2222222222222222,0.22885572139303484,0.45652173913043476,0.45652173913043476,0.14285714285714285,0.0845771144278607,0.29411764705882354,0.29411764705882354,0.8,0.3482587064676617,0.35714285714285715,0.36231884057971014,0.84,0.18181818181818182,0.5,1.0,0.09090909090909091,0.36363636363636365,0.75,1.0,0.18840579710144928,0.46153846153846156,0.11594202898550725,0.25,0.36231884057971014,0.36,0.6766169154228856,0.36231884057971014,0.527369095477387,0.5167954545454546,0.4944432835820896,0.03864734299516908,0.06666666666666667,0.061946902654867256,0.36283185840707965,9.26578947368421,25.603448275862075,0.30901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,144319.0,2405,-37,4674,4663,1329,1152,527.0,9337,214.0,332.0,61.0,102.0,65.0,103.0,69.0,153.0,59.0,119.0,,,,,,,,,,,,342.0,604.0,,,159.0,843.0,4837,68.0,122.0,,,39.0,175.0,93.0,156.0,,,56.0,242.0,504.0,180.0,,,,,,44.0,,52.0,23.0,75.0,15.0,8.0,32.0,3.0,17.0,173.0,151.0,78.0,254.0,50.0,382.0,207.0,589.0,11.0,80.0,55.0,25.0,70.0,5.0,22.0,80.0,16.0,48.0,150.0,30.0,131.0,253.0,31.0,27.0,221.0,23.0,114.0,8.0,105.0,2.0,106.0,13.0,242.0,1329,23.0,0.7368421052631579,0.8719723183391004,,,,,,0.5662251655629139,0.5573770491803278,0.5961538461538461,0.5662251655629139,0.5573770491803278,0.5961538461538461,0.5995732574679943,0.6076388888888888,0.6302083333333334,,,0.0728476821192053,0.09939759036144578,0.06535947712418301,,16.15530303030303,0.4666666666666667,0.3424657534246575,0.14941176470588236,0.09767141009055627,0.143646408839779,0.14801604993312528,0.09277389277389278,0.09333333333333334,0.07044410413476264,0.1593625498007968,0.1705607476635514,0.13116883116883116,0.1503957783641161,0.12804878048780488,0.05069124423963134,0.5496688741721855,0.6445783132530121,0.7157190635451505,0.7009345794392523,0.2533112582781457,0.45098039215686275,0.4825174825174825,0.19701986754966888,0.4957983193277311,0.5,0.9152542372881356,,,,,,,,,0.8360655737704918,0.5980392156862745,0.08196721311475409,,,,,0.6602564102564102,0.6310679611650486,,,,,0.5496688741721855,,0.4991920529801328,0.5502692307692307,0.5158538461538463,0.16402877697841728,0.16402877697841728,0.20759193357058126,0.2870699881376038,6.070033112582782,,0.28433889602053913,106.0,48.0,8.0,1.0,5.0,12.0,1.0,1.0,72.0,31.0,60.0,1.0,1.0,18.0,0.008403361344537815,0.05228758169934641,0.08013355592654424,0.13513513513513514,0.06444444444444444,0.12751677852348994,0.5660377358490566,0.6956521739130435,,,,,,,,,True,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,122279.0,2038,-22,3963,3953,1063,923,441.0,7916,133.0,254.0,16.0,31.0,35.0,69.0,43.0,123.0,147.0,388.0,3.0,24.0,3.0,,3.0,62.0,218.0,6.0,19.0,19.0,59.0,323.0,765.0,65.0,242.0,311.0,1152.0,4089,29.0,69.0,7.0,22.0,27.0,106.0,79.0,174.0,19.0,62.0,127.0,342.0,306.0,340.0,165.0,30.0,3.0,215.0,62.0,51.0,3.0,181.0,100.0,281.0,60.0,40.0,98.0,25.0,58.0,662.0,36.0,59.0,223.0,16.0,298.0,45.0,343.0,17.0,91.0,46.0,45.0,113.0,27.0,62.0,75.0,8.0,51.0,188.0,53.0,62.0,145.0,9.0,25.0,380.0,33.0,144.0,43.0,30.0,1.0,31.0,2.0,342.0,1063,18.0,0.47368421052631576,0.4935483870967742,0.8461538461538461,0.26859504132231404,0.3181818181818182,0.3064516129032258,0.2719665271966527,0.4222222222222222,0.42028985507246375,0.4540229885057471,0.4175769612711023,0.4340659340659341,0.4555084745762712,0.4862778730703259,0.5097087378640777,0.5557377049180328,0.24031777557100298,0.012396694214876033,0.06666666666666667,0.1377952755905512,0.056910569105691054,0.013761467889908258,30.29082774049217,0.601063829787234,0.13008130081300814,0.15305422100205904,0.02745995423340961,0.13111111111111112,0.14787624541164132,0.02452316076294278,0.012944983818770227,0.010619469026548672,0.13849765258215962,0.14854111405835543,0.1651376146788991,0.13738019169329074,0.11678832116788321,0.03046594982078853,0.2522343594836147,0.5236220472440944,0.6073059360730594,0.39849624060150374,0.1221449851042701,0.34959349593495936,0.3706896551724138,0.3853028798411122,0.3788659793814433,0.38786279683377306,0.5714285714285714,0.023833167825223437,0.125,0.125,1.0,0.21648460774577954,0.28440366972477066,0.28837209302325584,0.8387096774193549,0.34065934065934067,0.5161290322580645,,0.03296703296703297,0.2087912087912088,0.3157894736842105,1.0,0.2923728813559322,0.5072463768115942,0.012711864406779662,,0.25,0.3220338983050847,0.4925521350546177,0.28837209302325584,0.4840353087649403,0.4795104166666666,0.4818871244635193,0.13268032056990206,0.1643835616438356,0.0920138888888889,0.296875,11.056601307189544,25.471487603305782,0.2682311380267474,26.0,9.0,,2.0,9.0,10.0,1.0,,22.0,7.0,15.0,3.0,,,0.023195876288659795,,0.01717557251908397,0.059496567505720827,0.015189873417721518,0.023255813953488372,0.4838709677419355,0.37209302325581395,1.0,23.0,5.0,1.0,0.3333333333333333,1.0,0.020242914979757085,,True,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,60558.0,1009,-53,1997,1992,794,672,229.0,3989,78.0,108.0,11.0,15.0,35.0,46.0,21.0,62.0,58.0,148.0,16.0,26.0,4.0,6.0,12.0,5.0,28.0,,2.0,2.0,13.0,157.0,318.0,21.0,54.0,83.0,460.0,2139,16.0,28.0,1.0,6.0,5.0,40.0,64.0,120.0,8.0,25.0,33.0,185.0,160.0,154.0,60.0,3.0,1.0,27.0,5.0,18.0,,64.0,40.0,104.0,26.0,14.0,31.0,8.0,25.0,248.0,20.0,35.0,76.0,3.0,114.0,39.0,153.0,6.0,41.0,24.0,17.0,42.0,7.0,25.0,26.0,4.0,17.0,68.0,23.0,29.0,62.0,1.0,6.0,112.0,9.0,45.0,15.0,9.0,1.0,9.0,1.0,185.0,794,10.0,0.5095541401273885,0.5405405405405406,0.9523809523809523,0.3888888888888889,0.16666666666666666,0.32,0.39622641509433965,0.4937106918238994,0.5714285714285714,0.5333333333333333,0.5067204301075269,0.5147058823529411,0.5241379310344828,0.5425531914893617,0.5263157894736842,0.5538922155688623,0.14516129032258066,,0.05660377358490566,0.10185185185185185,0.11290322580645161,,21.754541426672574,0.6176470588235294,0.04285714285714286,0.11292719167904904,0.03169572107765452,0.13725490196078433,0.11961206896551724,0.04223744292237443,0.031007751937984496,0.03597122302158273,0.0761904761904762,0.11976047904191617,0.13513513513513514,0.13114754098360656,0.1527777777777778,0.03468208092485549,0.2903225806451613,0.7222222222222222,0.8041237113402062,0.5384615384615384,0.16666666666666666,0.3387096774193548,0.38181818181818183,0.3978494623655914,0.3918918918918919,0.3918918918918919,0.5344827586206896,0.06989247311827956,0.6153846153846154,0.6153846153846154,1.0,0.07526881720430108,0.17857142857142858,0.17857142857142858,0.8,0.4411764705882353,0.7333333333333333,0.09090909090909091,0.11764705882352941,0.058823529411764705,,,0.31724137931034485,0.7608695652173914,0.08275862068965517,0.5,0.0896551724137931,0.15384615384615385,0.43548387096774194,0.18518518518518517,0.4925421832884097,0.489141304347826,0.49407361111111103,0.11029411764705882,0.1271186440677966,0.08695652173913043,0.40217391304347827,10.658805031446539,25.02777777777778,0.39759639459188784,18.0,17.0,2.0,3.0,5.0,4.0,,,5.0,3.0,7.0,,,,,0.02564102564102564,0.06938775510204082,0.026785714285714284,0.08287292817679558,0.03125,0.7777777777777778,0.3333333333333333,1.0,1.0,,,0.25,1.0,,,True,
1908,1610612738,Jumaine Jones,Jumaine Jones,1908,BOS,8140.0,136,-46,267,272,108,118,29.0,539,3.0,6.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,8.0,1.0,4.0,,,1.0,3.0,7.0,,,1.0,4.0,7.0,17.0,4.0,11.0,4.0,30.0,292,1.0,4.0,,,,2.0,3.0,9.0,1.0,5.0,,9.0,12.0,2.0,12.0,,1.0,6.0,3.0,1.0,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,4.0,4.0,10.0,1.0,15.0,6.0,21.0,,8.0,7.0,1.0,6.0,,2.0,1.0,,4.0,7.0,4.0,6.0,20.0,1.0,1.0,7.0,,2.0,,3.0,,4.0,,9.0,108,6.0,0.8571428571428571,1.0,1.0,0.36363636363636365,,0.2,0.4,0.4117647058823529,0.25,0.3333333333333333,0.4642857142857143,0.25,0.32142857142857145,0.4838709677419355,0.25,0.32142857142857145,0.39285714285714285,,0.058823529411764705,0.16666666666666666,,,12.88135593220339,0.8571428571428571,0.1111111111111111,0.11363636363636363,0.04081632653061224,0.09523809523809523,0.1076923076923077,0.049586776859504134,0.041666666666666664,0.024390243902439025,0.09523809523809523,0.1724137931034483,0.07894736842105263,0.13793103448275862,,,0.21428571428571427,0.5,0.6,0.6666666666666666,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.25,0.25,1.0,0.14285714285714285,0.25,0.25,1.0,0.25,0.42857142857142855,0.42857142857142855,1.0,1.0,0.25,,,,,,0.2857142857142857,0.25,0.07142857142857142,,0.2857142857142857,0.25,0.6071428571428571,0.5,0.5280333333333334,0.6017666666666667,0.5205423076923077,0.0967741935483871,0.10526315789473684,0.06666666666666667,0.3,10.235294117647058,25.981818181818177,0.4044943820224719,2.0,2.0,,,,1.0,1.0,,3.0,,2.0,,,,,,0.08695652173913043,0.06060606060606061,0.05263157894736842,0.25,0.5,1.0,,,1.0,1.0,,,0.08333333333333333,,True,
2036,1610612738,Chris Mihm,Chris Mihm,2036,BOS,17363.0,289,-51,565,569,117,84,79.0,1134,28.0,54.0,10.0,22.0,2.0,12.0,9.0,20.0,1.0,7.0,,,,,,,,,,,,38.0,81.0,,,18.0,94.0,623,12.0,26.0,,,8.0,32.0,4.0,16.0,,,4.0,12.0,42.0,34.0,,,,,,12.0,,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,28.0,11.0,36.0,2.0,49.0,38.0,87.0,1.0,4.0,4.0,,6.0,1.0,,10.0,,6.0,16.0,1.0,26.0,46.0,3.0,7.0,26.0,,10.0,3.0,10.0,2.0,10.0,5.0,12.0,117,3.0,0.5526315789473685,0.7777777777777778,,,,,,0.4691358024691358,0.46153846153846156,0.25,0.4691358024691358,0.46153846153846156,0.25,0.5,0.5,0.2857142857142857,,,0.14814814814814814,0.2037037037037037,0.05,,16.717325227963524,0.375,0.18181818181818182,0.16901408450704225,0.13023255813953488,0.19298245614035087,0.17407407407407408,0.1263537906137184,0.18,0.11627906976744186,0.14705882352941177,0.14285714285714285,0.20224719101123595,0.18604651162790697,0.21428571428571427,0.03225806451612903,0.6666666666666666,0.5185185185185185,0.6511627906976745,0.5714285714285714,0.24691358024691357,0.45,0.47368421052631576,0.08641975308641975,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.8461538461538461,0.45454545454545453,,,,,,0.75,0.16666666666666666,,,,,0.6666666666666666,,0.5166506172839506,0.5513136363636363,0.47966249999999994,0.10989010989010989,0.10989010989010989,0.3404255319148936,0.1276595744680851,3.8419753086419757,,0.20707964601769913,22.0,7.0,3.0,,1.0,,,,6.0,2.0,4.0,,,1.0,,0.17647058823529413,0.11290322580645161,0.11392405063291139,0.1,0.16666666666666666,0.4,0.4444444444444444,,,,,,,,,True,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,87004.0,1450,-28,2812,2798,655,565,320.0,5610,60.0,108.0,8.0,15.0,21.0,32.0,9.0,42.0,62.0,135.0,16.0,43.0,5.0,4.0,8.0,31.0,74.0,4.0,8.0,2.0,14.0,131.0,285.0,47.0,117.0,97.0,500.0,2892,15.0,34.0,7.0,13.0,14.0,65.0,37.0,68.0,6.0,22.0,34.0,126.0,136.0,126.0,108.0,33.0,,74.0,31.0,29.0,,92.0,30.0,122.0,16.0,14.0,34.0,21.0,37.0,274.0,25.0,36.0,112.0,8.0,156.0,40.0,196.0,6.0,68.0,45.0,23.0,49.0,6.0,28.0,37.0,11.0,21.0,86.0,21.0,59.0,124.0,10.0,9.0,135.0,5.0,49.0,19.0,3.0,1.0,3.0,,126.0,655,12.0,0.5190839694656488,0.5396825396825397,0.7659574468085106,0.4017094017094017,0.5384615384615384,0.2727272727272727,0.4017094017094017,0.45964912280701753,0.4411764705882353,0.5441176470588235,0.5012437810945274,0.5425531914893617,0.5111111111111111,0.5344086021505376,0.5803571428571429,0.5585585585585585,0.291044776119403,,0.10175438596491228,0.18518518518518517,0.09523809523809523,,17.33794839521712,0.5697674418604651,0.10526315789473684,0.10821256038647344,0.026399155227032733,0.11764705882352941,0.11036539895600299,0.029657794676806085,0.03501945525291829,0.020460358056265986,0.05536332179930796,0.10661764705882353,0.14135021097046413,0.11594202898550725,0.12121212121212122,0.03076923076923077,0.26865671641791045,0.5555555555555556,0.6818181818181818,0.45,0.1044776119402985,0.21428571428571427,0.23684210526315788,0.3358208955223881,0.45925925925925926,0.47692307692307695,0.6129032258064516,0.10696517412935323,0.37209302325581395,0.37209302325581395,0.9375,0.18407960199004975,0.4189189189189189,0.4189189189189189,0.6774193548387096,0.3191489361702128,0.5333333333333333,0.125,0.10638297872340426,0.1702127659574468,0.5,0.5,0.35555555555555557,0.65625,0.08888888888888889,0.5,0.15555555555555556,0.14285714285714285,0.5597014925373134,0.4189189189189189,0.5055329177057355,0.5063861111111112,0.5045288888888889,0.10986547085201794,0.14893617021276595,0.13,0.252,10.598596491228069,24.649572649572654,0.23293029871977242,10.0,14.0,1.0,4.0,1.0,4.0,,,2.0,,2.0,,,,0.037037037037037035,0.0125,0.03804347826086957,0.026755852842809364,0.04240282685512368,0.023529411764705882,0.6666666666666666,0.3333333333333333,3.0,4.0,,,0.6,0.6666666666666666,,,True,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,38936.0,649,-98,1247,1250,453,461,144.0,2497,37.0,75.0,6.0,7.0,15.0,22.0,11.0,33.0,29.0,69.0,2.0,5.0,1.0,,1.0,9.0,27.0,,,3.0,10.0,77.0,177.0,11.0,32.0,49.0,236.0,1336,8.0,14.0,1.0,1.0,2.0,21.0,32.0,64.0,3.0,11.0,27.0,100.0,42.0,112.0,27.0,6.0,,27.0,9.0,23.0,,61.0,20.0,81.0,14.0,6.0,30.0,7.0,24.0,182.0,14.0,12.0,31.0,2.0,45.0,18.0,63.0,5.0,43.0,21.0,22.0,26.0,10.0,12.0,28.0,3.0,14.0,54.0,20.0,24.0,79.0,2.0,9.0,64.0,,21.0,11.0,6.0,1.0,6.0,1.0,100.0,453,16.0,0.2727272727272727,0.28378378378378377,0.8181818181818182,0.34375,1.0,0.2727272727272727,0.34375,0.4350282485875706,0.5714285714285714,0.5,0.4473684210526316,0.6333333333333333,0.4866666666666667,0.4896265560165975,0.65625,0.5376344086021505,0.15311004784688995,,0.12994350282485875,0.21333333333333335,0.18181818181818182,,20.81863091037403,0.48148148148148145,0.04081632653061224,0.07451923076923077,0.03271028037383177,0.07547169811320754,0.07478260869565218,0.03169014084507042,0.01904761904761905,0.029239766081871343,0.056451612903225805,0.058823529411764705,0.09826589595375723,0.08695652173913043,0.045454545454545456,0.053763440860215055,0.3588516746411483,0.49333333333333335,0.6271186440677966,0.21621621621621623,0.15789473684210525,0.3333333333333333,0.4074074074074074,0.33014354066985646,0.42028985507246375,0.4264705882352941,0.41379310344827586,0.023923444976076555,0.4,0.4,1.0,0.1291866028708134,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.4666666666666667,0.8571428571428571,0.16666666666666666,0.06666666666666667,,,,0.29333333333333333,0.6818181818181818,0.013333333333333334,,0.13333333333333333,0.3,0.5119617224880383,0.3333333333333333,0.4874430622009569,0.48609615384615384,0.47024999999999995,0.09130434782608696,0.10606060606060606,0.08898305084745763,0.423728813559322,9.503954802259885,25.524999999999995,0.36327185244587007,6.0,4.0,,1.0,2.0,4.0,,,3.0,2.0,2.0,,,,0.014492753623188406,,0.02857142857142857,0.046052631578947366,0.038461538461538464,,0.3333333333333333,0.09090909090909091,1.0,,,,1.0,1.0,,,True,
2599,1610612738,Brandon Hunter,Brandon Hunter,2599,BOS,13771.0,230,-20,439,436,146,68,54.0,875,24.0,47.0,13.0,19.0,7.0,15.0,3.0,7.0,1.0,4.0,,,,,,,1.0,,,,1.0,28.0,58.0,,1.0,11.0,67.0,455,14.0,21.0,,,5.0,33.0,8.0,19.0,,1.0,6.0,22.0,20.0,36.0,,,1.0,,,11.0,,8.0,1.0,9.0,1.0,,4.0,1.0,3.0,19.0,23.0,5.0,28.0,5.0,38.0,27.0,65.0,2.0,5.0,3.0,2.0,9.0,1.0,4.0,3.0,1.0,5.0,12.0,2.0,17.0,25.0,2.0,1.0,25.0,5.0,13.0,2.0,,,,2.0,22.0,146,3.0,0.35714285714285715,0.5263157894736842,,,,,,0.4827586206896552,0.6666666666666666,0.42105263157894735,0.4745762711864407,0.6666666666666666,0.4,0.4855072463768116,0.6346153846153846,0.4230769230769231,0.01694915254237288,,0.1896551724137931,0.19148936170212766,0.2857142857142857,,16.03960396039604,0.75,0.3333333333333333,0.1761006289308176,0.1393939393939394,0.09259259259259259,0.15492957746478872,0.12322274881516587,0.15384615384615385,0.14864864864864866,0.19047619047619047,0.10256410256410256,0.20512820512820512,0.10256410256410256,0.06666666666666667,0.10526315789473684,0.7966101694915254,0.5106382978723404,0.631578947368421,0.375,0.11864406779661017,0.42857142857142855,0.6,0.06779661016949153,0.25,0.25,,,,,,0.01694915254237288,,,,0.9047619047619048,0.6842105263157895,0.07692307692307693,,,,,0.75,0.4666666666666667,,,0.05,,0.8135593220338984,,0.5243224137931035,0.5216368421052631,0.5376578947368422,0.19402985074626866,0.19696969696969696,0.4925373134328358,0.3283582089552239,2.93103448275862,44.2,0.3325740318906606,18.0,3.0,1.0,,,1.0,,,,,,,,,,0.05555555555555555,0.06521739130434782,0.11538461538461539,0.06060606060606061,0.07692307692307693,,0.3333333333333333,,,,,,,,,True,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,68984.0,1150,-2,2244,2238,700,623,239.0,4482,21.0,31.0,3.0,5.0,4.0,5.0,7.0,25.0,12.0,46.0,39.0,88.0,6.0,10.0,28.0,51.0,153.0,6.0,14.0,13.0,39.0,40.0,102.0,90.0,241.0,34.0,384.0,2302,4.0,9.0,9.0,20.0,1.0,36.0,12.0,30.0,23.0,67.0,19.0,112.0,42.0,38.0,261.0,9.0,,153.0,51.0,9.0,1.0,59.0,14.0,73.0,10.0,4.0,29.0,11.0,19.0,160.0,11.0,20.0,80.0,13.0,113.0,17.0,130.0,2.0,43.0,25.0,18.0,25.0,6.0,18.0,24.0,4.0,7.0,49.0,13.0,64.0,111.0,3.0,8.0,45.0,5.0,15.0,10.0,12.0,2.0,13.0,2.0,112.0,700,10.0,0.525,0.5675675675675675,0.9666666666666667,0.37344398340248963,0.45,0.34328358208955223,0.37344398340248963,0.39215686274509803,0.4444444444444444,0.4,0.5102040816326531,0.603448275862069,0.4793814432989691,0.5289256198347108,0.6,0.5137614678899083,0.7026239067055393,0.004149377593360996,0.08823529411764706,0.12903225806451613,0.08,,16.407805655117482,0.5102040816326531,0.16883116883116883,0.10012515644555695,0.016200294550810016,0.07272727272727272,0.0931098696461825,0.014591439688715954,0.024096385542168676,0.007042253521126761,0.09561752988047809,0.13368983957219252,0.08587257617728532,0.06666666666666667,0.0875,0.009950248756218905,0.09037900874635568,0.6774193548387096,0.7777777777777778,0.5238095238095238,0.0728862973760933,0.28,0.30434782608695654,0.13411078717201166,0.2608695652173913,0.27906976744186046,0.5833333333333334,0.2565597667638484,0.4431818181818182,0.4482758620689655,0.9743589743589743,0.446064139941691,0.3333333333333333,0.3333333333333333,0.9607843137254902,0.1724137931034483,0.6,,0.20689655172413793,0.4827586206896552,0.42857142857142855,1.0,0.05154639175257732,0.8,0.28865979381443296,0.35714285714285715,0.4020618556701031,0.3333333333333333,0.793002915451895,0.3333333333333333,0.5257090643274853,0.5305022727272727,0.5092802083333333,0.042492917847025496,0.13392857142857142,0.09375,0.2916666666666667,10.69313725490196,24.871784232365144,0.31194295900178254,6.0,4.0,2.0,1.0,3.0,6.0,1.0,,7.0,3.0,8.0,,,,0.06521739130434782,0.02631578947368421,0.011461318051575931,0.021834061135371178,0.015625,,0.6153846153846154,0.42857142857142855,3.0,,,1.0,0.5,1.0,,0.011363636363636364,True,
