EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockedCorner3,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1043,1610612755,Amal McCaskill,Amal McCaskill,1043,PHI,19900.0,332,-43,590,605,192,212,86,1195,14,28,6.0,9.0,2,5,7,16,3,19,1.0,1.0,24,63,1.0,13,61,605,7,13,5.0,19,4,15,1.0,5,13,34,14,12.0,1.0,10,6,7.0,13,4.0,3.0,3,1.0,2,33,5.0,15,1.0,10,29,7.0,46,21,67,3.0,7,6.0,1.0,6,4.0,5,2,1.0,2.0,11,2.0,2,26,47,5.0,1.0,15,1.0,6,2.0,10,5.0,5.0,10,5.0,1.0,13,192,6.0,0.7083333333333334,0.9444444444444444,0.38095238095238093,0.5384615384615384,0.26666666666666666,0.375,0.5384615384615384,0.25,0.4295774647887324,0.59375,0.34210526315789475,0.015625,0.15873015873015872,0.25,0.125,0.05263157894736842,11.97080291970803,0.5454545454545454,0.25,0.058823529411764705,0.1324200913242009,0.060240963855421686,0.14084507042253522,0.11904761904761904,0.13448275862068965,0.06872852233676977,0.0641025641025641,0.06451612903225806,0.05504587155963303,0.15384615384615385,0.0625,0.1276595744680851,0.05970149253731343,0.18095238095238095,0.14285714285714285,0.13636363636363635,0.10714285714285714,0.5,0.4375,0.5,0.6666666666666666,0.5714285714285714,0.25,0.4375,0.5,0.8571428571428571,0.296875,0.15789473684210525,0.16666666666666666,1.0,0.015625,0.6923076923076923,0.6666666666666666,0.3125,0.4,0.0625,0.453125,0.4568285714285714,0.48928181818181815,0.4307866666666667,0.08695652173913043,0.08823529411764706,0.3114754098360656,0.21311475409836064,7.504761904761905,36.7,0.3254237288135593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,9818.0,164,-10,288,288,98,62,52,576,12,22,6.0,10.0,4,10,4,14,4,9,1.0,1.0,20,45,1.0,25,65,299,9,14,9.0,27,7,14,1.0,13,27,20,20,10.0,,5,2,,2,,,1,,1,4,2.0,10,2.0,5,10,2.0,17,14,31,1.0,2,2.0,,2,,7,2,,1.0,9,2.0,2,6,19,2.0,3.0,33,1.0,13,4.0,3,2.0,1.0,3,2.0,,27,98,2.0,0.5,0.6666666666666666,0.4444444444444444,0.6428571428571429,0.5,0.43478260869565216,0.6428571428571429,0.4666666666666667,0.5241935483870968,0.6428571428571429,0.5625,0.021739130434782608,0.1111111111111111,0.22727272727272727,,,20.402298850574713,0.2222222222222222,0.2,0.09090909090909091,0.10101010101010101,0.07575757575757576,0.13157894736842105,0.1111111111111111,0.10948905109489052,0.08,0.07575757575757576,0.07407407407407407,0.07692307692307693,,0.2222222222222222,0.12,0.10714285714285714,0.08695652173913043,0.11538461538461539,0.16666666666666666,0.05,0.6666666666666666,0.4782608695652174,0.5454545454545454,0.7058823529411765,0.4166666666666667,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.25,0.1956521739130435,0.4444444444444444,0.4444444444444444,1.0,0.021739130434782608,0.7142857142857143,0.6,0.6666666666666666,0.4,0.06666666666666667,0.5,0.44956222222222214,0.4984,0.4742928571428572,0.22413793103448276,0.22807017543859648,0.4153846153846154,0.4153846153846154,6.431111111111112,51.3,0.3402777777777778,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,62328.0,1039,-84,1849,1855,536,503,251,3704,87,162,26.0,49.0,25,43,29,83,37,102,1.0,1.0,153,347,1.0,101,407,1892,29,64,18.0,76,36,83,1.0,36,108,182,124,38.0,1.0,27,28,14.0,42,9.0,5.0,15,4.0,9,98,12.0,86,5.0,41,138,16.0,195,103,298,10.0,21,13.0,8.0,32,15.0,42,17,3.0,9.0,74,10.0,20,32,74,10.0,12.0,144,9.0,61,16.0,13,8.0,2.0,14,6.0,,108,536,10.0,0.5947712418300654,0.6791044776119403,0.4409221902017291,0.453125,0.43373493975903615,0.4396551724137931,0.453125,0.42857142857142855,0.4891826923076923,0.5,0.5,0.0028735632183908046,0.07780979827089338,0.10493827160493827,0.0963855421686747,0.0196078431372549,22.786579683131407,0.43243243243243246,0.2807017543859649,0.08196721311475409,0.2020497803806735,0.11528150134048257,0.18303571428571427,0.07547169811320754,0.19735391400220506,0.10828729281767956,0.1565217391304348,0.09913793103448276,0.09507042253521127,0.07954545454545454,0.07042253521126761,0.1641025641025641,0.24056603773584906,0.19927536231884058,0.19753086419753085,0.14516129032258066,0.060240963855421686,0.42857142857142855,0.46551724137931033,0.5370370370370371,0.6,0.5517241379310345,0.23850574712643677,0.3493975903614458,0.38666666666666666,0.5172413793103449,0.29310344827586204,0.3627450980392157,0.37,0.7567567567567568,0.0028735632183908046,0.765625,0.5306122448979592,0.5119047619047619,0.5813953488372093,0.011904761904761904,0.46839080459770116,0.4676636494252874,0.5234140350877192,0.4694303571428571,0.1525,0.15288220551378445,0.18673218673218672,0.26535626535626533,7.280979827089334,29.3,0.28988642509464574,,6.0,,0.15384615384615385,6.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,95300.0,1588,-97,2875,2892,819,833,384,5767,59,101,6.0,12.0,9,15,12,48,40,120,70.0,18.0,111,269,147.0,71,443,2913,12,29,5.0,50,25,54,42.0,35,133,132,90,2.0,68.0,22,108,26.0,134,15.0,11.0,48,18.0,42,294,9.0,27,2.0,30,123,5.0,158,38,196,4.0,62,41.0,21.0,52,38.0,25,14,1.0,3.0,77,4.0,20,51,122,4.0,3.0,92,5.0,31,16.0,15,6.0,6.0,16,10.0,,133,819,14.0,0.5945945945945946,0.6,0.41263940520446096,0.41379310344827586,0.46296296296296297,0.44711538461538464,0.5,0.5104166666666666,0.48253275109170307,0.5208333333333334,0.5683760683760684,0.35336538461538464,0.08178438661710037,0.19801980198019803,0.041666666666666664,,16.133896260554888,0.6753246753246753,0.05102040816326531,0.017857142857142856,0.11736641221374046,0.023809523809523808,0.08547008547008547,0.035856573705179286,0.1093638313080772,0.025992779783393503,0.02894736842105263,0.005988023952095809,0.03333333333333333,0.05517241379310345,0.009433962264150943,0.11726384364820847,0.11320754716981132,0.12056737588652482,0.08764940239043825,0.08,0.017467248908296942,0.625,0.24278846153846154,0.5841584158415841,0.7283950617283951,0.6271186440677966,0.11538461538461539,0.25,0.2608695652173913,0.5,0.28846153846153844,0.3333333333333333,0.3333333333333333,0.575,0.16826923076923078,0.26666666666666666,0.5,0.15625,0.6,0.1875,0.5961538461538461,0.49497415458937194,0.49158124999999997,0.471863829787234,0.07013574660633484,0.10508474576271186,0.11286681715575621,0.3002257336343115,9.75018587360595,24.763945578231294,0.2848695652173913,2.0,6.0,,0.5,7.0,1.0,1.0,3.0,,24.0,77.0,3.0,9.0,6.0,24.0,26.0,4.0,7.0,10.0,50.0,7.0,16.0,16.0,144.0,6.0,26.0,1.0,2.0,0.96,0.3401360544217687,0.4375,0.38095238095238093,0.3448275862068966,0.006802721088435374,0.014285714285714285,0.18509615384615385,0.3116883116883117,0.3116883116883117,1.0,0.37142857142857144,0.37681159420289856,0.9230769230769231,0.2,0.3333333333333333,1.0,0.15555555555555556,0.5714285714285714,0.75,0.25,0.25,0.5555555555555556,0.38235294117647056,,,,,True,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,61894.0,1032,-39,1860,1862,497,516,230,3722,42,86,,3.0,12,26,32,85,36,92,8.0,5.0,110,263,9.0,109,332,1907,5,15,6.0,16,22,67,6.0,52,96,88,132,2.0,6.0,23,161,46.0,207,26.0,20.0,68,25.0,68,460,9.0,16,1.0,24,43,2.0,69,26,95,5.0,25,8.0,17.0,43,32.0,22,11,2.0,3.0,65,7.0,19,21,60,1.0,7.0,130,5.0,42,21.0,2,1.0,1.0,2,1.0,,96,497,10.0,0.4,0.4036697247706422,0.41825095057034223,0.3333333333333333,0.3283582089552239,0.4099264705882353,0.3125,0.3013698630136986,0.49393939393939396,0.42105263157894735,0.45714285714285713,0.03308823529411765,0.08745247148288973,0.18604651162790697,0.07058823529411765,0.010869565217391304,18.579492003762933,0.6615384615384615,0.04081632653061224,0.015384615384615385,0.06446776611694154,0.02247191011235955,0.10526315789473684,0.061224489795918366,0.07486033519553073,0.02910360884749709,0.024793388429752067,0.027149321266968326,0.01606425702811245,0.0625,0.05970149253731343,0.07317073170731707,0.04477611940298507,0.07279693486590039,0.10588235294117647,0.10344827586206896,0.03968253968253968,0.5,0.3161764705882353,0.4883720930232558,0.6,0.35714285714285715,0.3125,0.3764705882352941,0.4050632911392405,0.21875,0.3382352941176471,0.391304347826087,0.3956043956043956,0.6111111111111112,0.029411764705882353,0.1875,,0.3561643835616438,0.46153846153846156,0.0684931506849315,0.3492647058823529,0.45099,0.4247233333333334,0.44611830985915485,0.13592233009708737,0.14,0.04819277108433735,0.2891566265060241,9.462737642585548,30.13333333333334,0.2672043010752688,2.0,9.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,9.0,1.0,0.1111111111111111,,,0.14285714285714285,,,0.003676470588235294,,,,0.125,0.125,1.0,,,,0.0625,,,0.0136986301369863,,,0.16666666666666666,,,,,True,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,51672.0,861,-89,1525,1543,369,404,204,3068,30,56,,,5,8,21,50,34,67,28.0,11.0,85,173,67.0,44,310,1588,6,13,,30,17,29,19.0,14,69,96,74,,28.0,23,67,10.0,77,7.0,3.0,40,11.0,16,164,7.0,10,,18,55,3.0,76,17,93,2.0,39,26.0,13.0,26,19.0,14,7,1.0,1.0,40,2.0,6,17,58,2.0,3.0,54,7.0,26,4.0,13,5.0,5.0,14,9.0,,69,369,12.0,0.5647058823529412,0.5647058823529412,0.4913294797687861,0.46153846153846156,0.5862068965517241,0.5541666666666667,0.75,0.5729166666666666,0.5893536121673004,0.75,0.6160714285714286,0.2791666666666667,0.1329479768786127,0.2857142857142857,0.08,0.04477611940298507,17.186613726602385,0.65,0.0625,,0.09615384615384616,0.016556291390728478,0.10227272727272728,0.05,0.09759358288770054,0.0228494623655914,0.02843601895734597,0.010416666666666666,0.009950248756218905,0.06666666666666667,0.03076923076923077,0.059602649006622516,0.11518324607329843,0.10434782608695652,0.10833333333333334,0.08928571428571429,0.02040816326530612,0.6428571428571429,0.23333333333333334,0.5357142857142857,0.75,0.5666666666666667,0.20833333333333334,0.42,0.45652173913043476,0.2857142857142857,0.2791666666666667,0.5074626865671642,0.53125,0.7352941176470589,0.11666666666666667,,,0.16666666666666666,0.625,0.22916666666666666,0.5125,0.48879187500000004,0.4551055555555556,0.45150208333333336,0.10038610038610038,0.13541666666666666,0.0967741935483871,0.22258064516129034,10.130635838150289,24.292537313432835,0.2419672131147541,,5.0,,,2.0,1.0,,3.0,,19.0,39.0,2.0,2.0,2.0,8.0,13.0,4.0,5.0,5.0,32.0,6.0,7.0,7.0,93.0,3.0,13.0,1.0,,0.96875,0.47761194029850745,0.8571428571428571,0.3684210526315789,0.47761194029850745,0.014925373134328358,,0.1625,0.48717948717948717,0.5,1.0,0.4642857142857143,0.4642857142857143,0.9230769230769231,0.1,1.0,1.0,0.25,0.8,1.0,0.16666666666666666,0.25,0.45454545454545453,0.4642857142857143,1.0,0.02564102564102564,,,True,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,30300.0,505,2,942,953,321,321,133,1895,39,91,2.0,5.0,14,33,23,53,33,100,48.0,18.0,95,244,52.0,100,335,937,12,24,7.0,43,30,76,18.0,60,126,46,144,4.0,47.0,17,58,17.0,75,5.0,12.0,35,12.0,11,167,,10,2.0,13,28,2.0,43,12,55,2.0,26,18.0,8.0,29,19.0,22,10,1.0,3.0,51,4.0,15,10,26,1.0,7.0,137,7.0,44,26.0,1,,,2,1.0,1.0,126,321,3.0,0.24210526315789474,0.24731182795698925,0.38934426229508196,0.5,0.39473684210526316,0.3969594594594595,0.5454545454545454,0.35106382978723405,0.4623955431754875,0.581081081081081,0.4772727272727273,0.17567567567567569,0.06967213114754098,0.12087912087912088,0.07547169811320754,0.02,37.40875912408759,0.5686274509803921,0.05,0.0392156862745098,0.08383233532934131,0.0273972602739726,0.10569105691056911,,0.08971553610503283,0.02178649237472767,0.02962962962962963,0.010638297872340425,0.03676470588235294,,,0.022988505747126436,0.11320754716981132,0.09929078014184398,0.07692307692307693,0.1875,0.012345679012345678,0.5,0.30743243243243246,0.42857142857142855,0.4875,0.2564102564102564,0.17905405405405406,0.4339622641509434,0.46938775510204084,0.17391304347826086,0.33783783783783783,0.33,0.336734693877551,0.2727272727272727,0.16216216216216217,0.15151515151515152,0.4,0.35106382978723405,0.42424242424242425,0.19148936170212766,0.4831081081081081,0.47826813559322034,0.44280555555555545,0.47861542553191494,0.13213213213213212,0.15658362989323843,0.12835820895522387,0.3761194029850746,9.66803278688525,26.282692307692304,0.34076433121019106,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,14.0,3.0,8.0,2.0,15.0,4.0,9.0,2.0,30.0,15.0,14.0,,3.0,0.6666666666666666,0.28846153846153844,0.4444444444444444,0.1111111111111111,0.29411764705882354,,,0.013513513513513514,0.25,0.25,1.0,0.2916666666666667,0.2916666666666667,0.6428571428571429,0.030303030303030304,1.0,1.0,0.24242424242424243,0.375,0.6666666666666666,,,0.1111111111111111,0.2978723404255319,,,,,True,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,17322.0,289,-48,539,547,189,190,77,1086,17,40,3.0,7.0,3,14,7,21,15,46,21.0,10.0,39,107,21.0,25,124,530,5,13,4.0,14,7,35,10.0,9,29,42,36,4.0,20.0,8,13,1.0,14,1.0,,6,2.0,5,29,,9,,6,7,1.0,14,9,23,2.0,10,7.0,3.0,15,7.0,8,8,1.0,,23,4.0,9,10,21,,4.0,30,2.0,14,2.0,1,1.0,,1,1.0,,29,189,2.0,0.5384615384615384,0.5675675675675675,0.3644859813084112,0.38461538461538464,0.2,0.38671875,0.38461538461538464,0.2222222222222222,0.43661971830985913,0.4666666666666667,0.29,0.1640625,0.07476635514018691,0.1,0.14285714285714285,0.021739130434782608,26.357827476038338,0.6521739130434783,0.04,,0.03571428571428571,0.039301310043668124,0.09090909090909091,,0.04961832061068702,0.03296703296703297,0.05194805194805195,0.05555555555555555,0.02040816326530612,,,0.045454545454545456,0.05172413793103448,0.013888888888888888,0.08888888888888889,0.09523809523809523,0.02857142857142857,1.0,0.3125,0.425,0.4722222222222222,0.47058823529411764,0.1640625,0.3333333333333333,0.3888888888888889,0.5714285714285714,0.359375,0.32608695652173914,0.3333333333333333,0.6,0.1640625,0.5384615384615384,0.42857142857142855,0.3111111111111111,0.21428571428571427,0.2222222222222222,0.4765625,0.4735952380952381,0.4863083333333334,0.4665674418604651,0.1,0.11764705882352941,0.11290322580645161,0.23387096774193547,9.409345794392523,27.276190476190475,0.35064935064935066,1.0,,,0.3333333333333333,2.0,,,,,,,,,,,7.0,,,2.0,7.0,,,2.0,21.0,,7.0,1.0,,1.0,0.3333333333333333,,0.2,0.35,0.047619047619047616,0.047619047619047616,,,,,0.3333333333333333,0.35,1.0,,,,,,,,,0.2,0.35,,,1.0,,True,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,20726.0,345,31,661,648,209,224,82,1309,2,11,2.0,4.0,1,4,2,6,8,35,42.0,17.0,12,52,73.0,5,113,608,4,7,2.0,16,4,14,27.0,1,36,20,4,4.0,42.0,4,14,2.0,16,1.0,1.0,9,4.0,1,34,1.0,7,1.0,8,21,2.0,31,9,40,1.0,12,7.0,5.0,10,8.0,7,2,,,17,1.0,5,17,35,1.0,2.0,7,,2,2.0,6,3.0,1.0,6,3.0,,36,209,6.0,0.8333333333333334,1.0,0.23076923076923078,0.5714285714285714,0.2857142857142857,0.432,0.5,0.4268292682926829,0.437984496124031,0.5,0.42857142857142855,0.584,0.07692307692307693,0.2727272727272727,,0.02857142857142857,19.410977242302543,0.5882352941176471,0.07142857142857142,0.05263157894736842,0.09545454545454546,0.029411764705882353,0.10126582278481013,0.012658227848101266,0.09698996655518395,0.025236593059936908,0.06493506493506493,0.013157894736842105,0.011764705882352941,,0.03571428571428571,0.12048192771084337,0.09615384615384616,0.07058823529411765,0.08163265306122448,0.13333333333333333,0.012987012987012988,0.5,0.088,0.18181818181818182,0.25,,0.048,0.3333333333333333,0.3333333333333333,1.0,0.28,0.22857142857142856,0.23529411764705882,1.0,0.336,0.2857142857142857,0.5,0.0975609756097561,0.25,0.4146341463414634,0.672,0.4800588709677418,0.5140230769230769,0.47386000000000017,0.015748031496062992,0.037037037037037035,0.1415929203539823,0.3185840707964602,13.921153846153848,25.053424657534244,0.3161875945537065,,3.0,,,1.0,,,2.0,,12.0,31.0,,1.0,4.0,10.0,16.0,2.0,6.0,5.0,28.0,2.0,7.0,9.0,84.0,,16.0,3.0,,1.0,0.3835616438356164,0.2857142857142857,0.3333333333333333,0.3835616438356164,0.0410958904109589,,0.248,0.3870967741935484,0.42857142857142855,1.0,0.38095238095238093,0.38095238095238093,1.0,0.07142857142857142,,,0.42857142857142855,0.3333333333333333,1.0,0.24390243902439024,0.4,0.29411764705882354,0.38095238095238093,,0.0967741935483871,,,True,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,16539.0,276,-10,505,515,129,163,72,1020,9,22,2.0,6.0,1,4,4,15,6,15,8.0,1.0,19,52,18.0,7,57,479,4,9,,11,3,10,3.0,2,11,26,12,2.0,8.0,6,15,5.0,20,3.0,2.0,9,,6,45,2.0,11,1.0,4,24,2.0,30,14,44,1.0,10,6.0,4.0,6,4.0,4,2,,1.0,10,,2,10,24,1.0,1.0,8,,4,,2,2.0,,2,2.0,,11,129,2.0,0.6842105263157895,0.7222222222222222,0.36538461538461536,0.4444444444444444,0.3,0.35714285714285715,0.5,0.34615384615384615,0.38513513513513514,0.5,0.39285714285714285,0.2571428571428571,0.11538461538461539,0.13636363636363635,0.2,,14.35897435897436,0.6,0.13333333333333333,0.05,0.11822660098522167,0.05238095238095238,0.05714285714285714,0.041666666666666664,0.10256410256410256,0.050387596899224806,0.045454545454545456,0.0851063829787234,0.041237113402061855,,0.11764705882352941,0.078125,0.13043478260869565,0.13978494623655913,0.057692307692307696,0.05555555555555555,0.025,1.0,0.3142857142857143,0.4090909090909091,0.47368421052631576,0.8888888888888888,0.21428571428571427,0.26666666666666666,0.3333333333333333,0.5,0.21428571428571427,0.4,0.4,0.5,0.11428571428571428,0.5454545454545454,0.3333333333333333,0.3076923076923077,0.25,0.07692307692307693,0.5714285714285714,0.4699871428571428,0.5043777777777777,0.4827538461538461,0.05405405405405406,0.07142857142857142,0.19298245614035087,0.19298245614035087,7.832692307692309,24.45555555555556,0.25544554455445545,,,,0.5,1.0,,,,,2.0,10.0,1.0,2.0,1.0,2.0,2.0,,,,4.0,1.0,2.0,1.0,12.0,,2.0,,,1.0,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,,,0.14285714285714285,0.2,0.2,1.0,0.25,0.25,1.0,0.18181818181818182,0.5,1.0,,,,0.15384615384615385,0.5,,0.25,,,,,True,,
