EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,on,BlockedArc3
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,5628.0,94,169,169,60.0,81.0,29,338,16.0,28,7.0,15.0,5.0,6.0,1.0,1.0,1.0,17,30,9.0,43,183,7.0,15.0,2.0,16.0,6.0,7.0,8.0,20.0,20.0,14.0,14.0,4.0,3.0,3.0,1.0,2.0,6.0,2.0,14.0,1.0,3.0,14,2.0,19,17.0,36,2.0,2.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,9.0,20.0,1.0,2.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,60.0,3.0,0.5882352941176471,1.0,0.5666666666666667,0.4666666666666667,0.8571428571428571,0.5666666666666667,0.4666666666666667,0.8571428571428571,0.5972222222222222,0.5,0.8333333333333334,0.13333333333333333,0.10714285714285714,1.0,20.588235294117645,0.3333333333333333,0.5,0.125,0.2222222222222222,0.19444444444444445,0.23076923076923078,0.2,0.2236842105263158,0.1951219512195122,0.25,0.26666666666666666,0.10344827586206896,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.2222222222222222,1.0,0.9333333333333333,0.5714285714285714,0.64,0.5625,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0,0.4666666666666667,0.8571428571428571,0.8333333333333334,0.9333333333333333,0.5529166666666666,0.5547384615384616,0.5387285714285716,0.125,0.125,0.37209302325581395,0.46511627906976744,0.99,0.35502958579881655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,7562.0,126,231,229,56.0,87.0,30,460,9.0,14,2.0,2.0,2.0,4.0,9.0,10.0,22.0,21,45,12.0,60,238,2.0,4.0,5.0,9.0,5.0,12.0,2.0,15.0,26.0,16.0,4.0,2.0,4.0,5.0,,4.0,11.0,,7.0,1.0,6.0,12,5.0,23,8.0,31,,4.0,3.0,1.0,5.0,1.0,6.0,11.0,,1.0,4.0,12.0,1.0,1.0,19.0,2.0,9.0,1.0,,,,,,,15.0,56.0,3.0,0.6190476190476191,0.6842105263157895,0.4666666666666667,0.5,0.4166666666666667,0.4897959183673469,0.5,0.4642857142857143,0.5263157894736842,0.6428571428571429,0.5,0.044444444444444446,0.14285714285714285,,25.468164794007492,0.45454545454545453,0.7142857142857143,0.125,0.14814814814814814,0.07777777777777778,0.2608695652173913,,0.17307692307692307,0.0673076923076923,0.07692307692307693,0.0625,0.08333333333333333,,0.09523809523809523,0.12,0.2,0.2857142857142857,0.2222222222222222,,,0.2857142857142857,0.6428571428571429,0.75,0.6666666666666666,0.1836734693877551,0.4489795918367347,0.45454545454545453,0.45454545454545453,0.6,0.5,1.0,0.2857142857142857,0.5,0.3673469387755102,0.45311428571428575,0.46247499999999997,0.43340000000000006,0.16071428571428573,0.17307692307692307,0.15,0.25,11.4,0.24242424242424243,-22.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.5,0.5,0.5,0.08163265306122448,0.2222222222222222,0.2222222222222222,0.5,0.08163265306122448,0.5,0.5,1.0,0.14285714285714285,0.5,0.5,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,38041.0,634,1137,1138,289.0,375.0,148,2275,27.0,53,2.0,6.0,6.0,15.0,31.0,47.0,127.0,81,211,58.0,259,1137,5.0,18.0,3.0,16.0,12.0,43.0,18.0,51.0,108.0,54.0,2.0,19.0,22.0,32.0,1.0,10.0,74.0,3.0,15.0,2.0,18.0,44,2.0,64,20.0,84,4.0,23.0,11.0,12.0,11.0,6.0,24.0,35.0,1.0,8.0,20.0,77.0,3.0,13.0,70.0,5.0,30.0,7.0,2.0,1.0,2.0,1.0,,,51.0,289.0,11.0,0.6666666666666666,0.675,0.38388625592417064,0.2777777777777778,0.27906976744186046,0.38803088803088803,0.29545454545454547,0.3,0.44329896907216493,0.3333333333333333,0.3923076923076923,0.09004739336492891,0.11320754716981132,0.22580645161290322,24.678274034822103,0.3142857142857143,0.05405405405405406,0.058823529411764705,0.11398963730569948,0.033707865168539325,0.1323529411764706,0.03260869565217391,0.11877394636015326,0.0335195530726257,0.034013605442176874,0.045454545454545456,0.02857142857142857,0.01639344262295082,0.1111111111111111,0.15447154471544716,0.08536585365853659,0.12371134020618557,0.15384615384615385,0.028169014084507043,0.5,0.20463320463320464,0.5094339622641509,0.574468085106383,0.5555555555555556,0.11969111969111969,0.49034749034749037,0.3700787401574803,0.3884297520661157,0.8085106382978723,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.4,0.38996138996138996,0.46532239382239377,0.44572857142857153,0.47337,0.1056338028169014,0.1271186440677966,0.06177606177606178,0.1969111969111969,13.111848341232228,0.2541776605101143,-37.0,7.0,6.0,24.0,1.0,6.0,13.0,48.0,3.0,12.0,36.0,24.0,6.0,10.0,8.0,,5.0,2.0,1.0,0.9230769230769231,0.2708333333333333,0.25,0.2708333333333333,0.18532818532818532,0.22580645161290322,0.2916666666666667,0.14285714285714285,0.09266409266409266,0.25,0.25,0.8333333333333334,0.10909090909090909,0.16666666666666666,0.25,24.085416666666664,7.0,24.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,3.0,2.0,11.0,5.0,1.0,1.0,3.0,0.25,0.047244094488188976,0.06451612903225806,0.09266409266409266,0.2916666666666667,0.2916666666666667,1.0,0.09090909090909091,0.5,1.0,0.09090909090909091,0.10909090909090909,0.3333333333333333,,,,,,,,,,,,,,,,,,True,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,34547.0,576,1049,1049,276.0,379.0,124,2098,22.0,45,5.0,6.0,3.0,8.0,23.0,37.0,80.0,66,148,34.0,190,1032,9.0,17.0,9.0,30.0,14.0,36.0,15.0,49.0,54.0,78.0,4.0,14.0,104.0,117.0,9.0,39.0,247.0,,13.0,,13.0,32,,45,13.0,58,4.0,21.0,10.0,11.0,47.0,37.0,24.0,71.0,6.0,11.0,19.0,72.0,,2.0,39.0,2.0,6.0,11.0,1.0,,1.0,1.0,,1.0,49.0,276.0,10.0,0.4090909090909091,0.421875,0.44594594594594594,0.5294117647058824,0.3888888888888889,0.45348837209302323,0.525,0.37777777777777777,0.4893048128342246,0.625,0.4537037037037037,0.0945945945945946,0.2,0.08695652173913043,21.31011608623549,0.6619718309859155,,,0.0886426592797784,0.03291139240506329,0.11504424778761062,,0.0949367088607595,0.027659574468085105,0.037037037037037035,0.05128205128205128,0.02197802197802198,,0.13592233009708737,0.08035714285714286,0.06164383561643835,0.11764705882352941,0.10714285714285714,0.04878048780487805,1.0,0.2616279069767442,0.4888888888888889,0.6111111111111112,0.2727272727272727,0.13372093023255813,0.46511627906976744,0.4625,0.4805194805194805,0.5135135135135135,0.3,0.8333333333333334,0.17777777777777778,0.375,0.4011627906976744,0.4530081871345031,0.43804117647058827,0.43515111111111116,0.03409090909090909,0.039473684210526314,0.15789473684210525,0.2578947368421053,11.689864864864868,0.2631077216396568,-19.0,7.0,8.0,23.0,2.0,8.0,8.0,24.0,2.0,9.0,12.0,23.0,8.0,13.0,10.0,,10.0,8.0,7.0,0.5,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.13953488372093023,0.30434782608695654,0.3333333333333333,0.2857142857142857,0.13372093023255813,0.34782608695652173,0.34782608695652173,0.5,0.17777777777777778,0.25,0.34782608695652173,25.78333333333333,,1.0,,1.0,,1.0,2.0,1.0,3.0,12.0,3.0,56.0,10.0,,1.0,2.0,0.3333333333333333,0.0375,,0.005813953488372093,,,,0.05,,,0.1,0.022222222222222223,,1.0,0.2,0.5,1.0,,,,,,,,,,,,,,True,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,68178.0,1136,2066,2073,637.0,801.0,288,4139,75.0,129,12.0,21.0,16.0,30.0,44.0,43.0,133.0,130,306,65.0,382,2108,14.0,38.0,4.0,35.0,30.0,78.0,24.0,96.0,166.0,94.0,16.0,36.0,57.0,60.0,5.0,30.0,123.0,7.0,32.0,5.0,28.0,66,21.0,115,44.0,159,4.0,41.0,30.0,11.0,38.0,21.0,29.0,67.0,9.0,19.0,61.0,187.0,5.0,16.0,84.0,8.0,40.0,6.0,16.0,6.0,16.0,7.0,,,96.0,637.0,28.0,0.6384615384615384,0.680327868852459,0.42483660130718953,0.3684210526315789,0.38461538461538464,0.42154255319148937,0.34444444444444444,0.36,0.4613526570048309,0.3723404255319149,0.41379310344827586,0.11764705882352941,0.1937984496124031,0.18181818181818182,19.87603305785124,0.5671641791044776,0.2727272727272727,0.07042253521126761,0.09455587392550144,0.038882138517618466,0.13526570048309178,0.0472972972972973,0.10386740331491713,0.04016477857878476,0.03345724907063197,0.02702702702702703,0.046798029556650245,0.03773584905660377,0.08421052631578947,0.0660377358490566,0.12162162162162163,0.1232876712328767,0.16393442622950818,0.021739130434782608,0.4375,0.34308510638297873,0.5813953488372093,0.7211538461538461,0.5466666666666666,0.11702127659574468,0.3537234042553192,0.3233082706766917,0.33076923076923076,0.8837209302325582,0.4666666666666667,0.5714285714285714,0.3,0.5333333333333333,0.5292553191489362,0.49055119999999997,0.4875837209302325,0.47348100000000015,0.09803921568627451,0.11834319526627218,0.09162303664921466,0.2513089005235602,9.606535947712418,0.308325266214908,-73.0,12.0,11.0,46.0,2.0,13.0,19.0,70.0,4.0,22.0,54.0,45.0,11.0,3.0,2.0,,17.0,5.0,,0.9473684210526315,0.2714285714285714,0.18181818181818182,0.2753623188405797,0.18617021276595744,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.12234042553191489,0.2391304347826087,0.2391304347826087,0.9090909090909091,0.13,0.15384615384615385,0.24444444444444444,24.77,8.0,24.0,,3.0,2.0,9.0,4.0,1.0,7.0,3.0,1.0,22.0,4.0,3.0,9.0,1.0,0.14285714285714285,0.022556390977443608,0.07142857142857142,0.06382978723404255,0.3333333333333333,0.34782608695652173,1.0,0.06666666666666667,,,0.08888888888888889,0.09,0.2222222222222222,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,2.0,1.0,0.014285714285714285,0.041666666666666664,,,,,,,,True,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,13892.0,232,446,448,181.0,197.0,61,894,13.0,30,4.0,6.0,4.0,9.0,9.0,19.0,56.0,35,95,17.0,90,491,5.0,10.0,1.0,11.0,16.0,34.0,12.0,44.0,42.0,28.0,8.0,12.0,12.0,12.0,1.0,4.0,24.0,2.0,9.0,,1.0,22,1.0,24,11.0,35,,5.0,3.0,2.0,4.0,2.0,11.0,15.0,1.0,5.0,4.0,12.0,1.0,3.0,25.0,2.0,11.0,2.0,2.0,,2.0,1.0,,,44.0,181.0,4.0,0.6,0.6774193548387096,0.3684210526315789,0.5,0.47058823529411764,0.3613861386138614,0.4166666666666667,0.4444444444444444,0.4017857142857143,0.4230769230769231,0.5,0.12631578947368421,0.36666666666666664,0.1111111111111111,24.612403100775193,0.26666666666666666,0.047619047619047616,,0.1506849315068493,0.04945054945054945,0.03225806451612903,0.08,0.12994350282485875,0.05314009661835749,0.05357142857142857,0.030303030303030304,0.053763440860215055,0.047619047619047616,0.12,0.2222222222222222,0.13333333333333333,0.0625,,,0.5,0.297029702970297,0.43333333333333335,0.6842105263157895,0.38461538461538464,0.0891089108910891,0.5544554455445545,0.3392857142857143,0.3392857142857143,0.7894736842105263,0.5,0.6666666666666666,0.25,0.4444444444444444,0.3564356435643564,0.446309405940594,0.47600499999999996,0.41258333333333336,0.1,0.10576923076923077,0.12222222222222222,0.4888888888888889,12.429473684210526,0.40582959641255606,-83.0,3.0,,4.0,,1.0,1.0,6.0,,2.0,3.0,4.0,,,,1.0,2.0,,,1.0,0.16666666666666666,,0.16666666666666666,0.0594059405940594,0.3333333333333333,0.375,0.3333333333333333,0.039603960396039604,,,,0.027777777777777776,,,25.233333333333334,1.0,2.0,,,,1.0,2.0,,2.0,,,7.0,3.0,2.0,2.0,,,,0.25,0.019801980198019802,0.5,0.5,1.0,,,,0.16666666666666666,0.027777777777777776,,,,,,,,,,,,,,,,,,,True,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,24366.0,406,741,746,248.0,280.0,120,1487,17.0,34,4.0,6.0,6.0,13.0,18.0,47.0,89.0,72,141,39.0,195,812,12.0,19.0,6.0,30.0,24.0,46.0,20.0,71.0,66.0,78.0,2.0,7.0,51.0,67.0,3.0,19.0,150.0,2.0,7.0,,3.0,15,,18,9.0,27,3.0,15.0,9.0,6.0,18.0,15.0,15.0,33.0,5.0,13.0,12.0,31.0,,4.0,44.0,2.0,14.0,5.0,,,,,,,71.0,248.0,6.0,0.4583333333333333,0.4647887323943662,0.5106382978723404,0.631578947368421,0.5217391304347826,0.4785276073619632,0.631578947368421,0.4722222222222222,0.5276243093922652,0.6818181818181818,0.546875,0.04964539007092199,0.08823529411764706,0.1111111111111111,24.20814479638009,0.5454545454545454,,,0.05859375,0.022364217252396165,0.04838709677419355,0.038461538461538464,0.05660377358490566,0.024657534246575342,0.050505050505050504,0.02,0.006097560975609756,0.05128205128205128,,0.06329113924050633,0.09009009009009009,0.04878048780487805,0.047619047619047616,0.04054054054054054,,0.2085889570552147,0.5,0.5483870967741935,0.11764705882352941,0.11042944785276074,0.5460122699386503,0.5280898876404494,0.5402298850574713,0.5957446808510638,0.3157894736842105,0.6666666666666666,0.24074074074074073,0.46153846153846156,0.34355828220858897,0.4379003105590061,0.4242266666666667,0.4177442307692308,0.08522727272727272,0.0915032679738562,0.15384615384615385,0.3641025641025641,13.272340425531914,0.33468286099865047,-72.0,8.0,3.0,18.0,1.0,7.0,4.0,22.0,1.0,8.0,6.0,17.0,3.0,16.0,12.0,1.0,3.0,,4.0,0.5,0.18181818181818182,0.125,0.19047619047619047,0.13496932515337423,0.4444444444444444,0.5,0.375,0.11042944785276074,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.12962962962962962,0.14285714285714285,0.17647058823529413,26.536363636363635,1.0,4.0,,,,1.0,,,,6.0,4.0,29.0,7.0,,,,,0.02247191011235955,,0.024539877300613498,0.25,0.25,1.0,,,,,0.018518518518518517,,,,,,1.0,,,,,,1.0,0.043478260869565216,,,,,,True,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,17426.0,290,533,533,253.0,304.0,84,1066,14.0,29,1.0,2.0,7.0,16.0,15.0,22.0,62.0,42,106,23.0,125,508,3.0,11.0,,9.0,20.0,53.0,10.0,59.0,42.0,42.0,,7.0,20.0,25.0,1.0,6.0,55.0,,3.0,1.0,2.0,13,,15,4.0,19,,13.0,10.0,3.0,13.0,10.0,7.0,20.0,1.0,13.0,13.0,26.0,,1.0,28.0,1.0,8.0,5.0,1.0,,1.0,,,,59.0,253.0,6.0,0.5,0.5,0.39622641509433965,0.2727272727272727,0.37735849056603776,0.4214876033057851,0.375,0.4016393442622951,0.4664179104477612,0.375,0.44029850746268656,0.0660377358490566,0.20689655172413793,0.06666666666666667,24.21383647798742,0.65,,0.045454545454545456,0.07222222222222222,0.013953488372093023,0.041666666666666664,,0.06578947368421052,0.011673151750972763,0.046153846153846156,,,,0.10638297872340426,0.06,0.060240963855421686,0.058823529411764705,,,,0.2396694214876033,0.4827586206896552,0.6086956521739131,0.42857142857142855,0.12396694214876033,0.512396694214876,0.3548387096774194,0.3548387096774194,0.5909090909090909,0.16666666666666666,0.5,0.26229508196721313,0.4375,0.36363636363636365,0.44941208333333343,0.40928999999999993,0.4331196721311475,0.06976744186046512,0.07079646017699115,0.072,0.472,12.29433962264151,0.474671669793621,41.0,6.0,6.0,11.0,3.0,7.0,6.0,15.0,3.0,8.0,12.0,11.0,6.0,5.0,1.0,1.0,3.0,1.0,,0.6666666666666666,0.4,0.375,0.4,0.12396694214876033,0.4,0.42857142857142855,0.3333333333333333,0.09090909090909091,0.5454545454545454,0.6,0.6666666666666666,0.11475409836065574,0.42857142857142855,0.5454545454545454,25.613333333333337,,4.0,,,,1.0,1.0,1.0,1.0,6.0,4.0,13.0,3.0,,,,1.0,,,0.03305785123966942,,,,,,,0.08333333333333333,0.01639344262295082,,1.0,,1.0,,,1.0,,1.0,0.06666666666666667,,1.0,0.0625,0.09090909090909091,,,,,True,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,30602.0,510,926,928,224.0,310.0,133,1854,56.0,86,14.0,27.0,12.0,18.0,18.0,12.0,33.0,72,137,81.0,267,954,14.0,31.0,18.0,46.0,14.0,26.0,23.0,66.0,78.0,66.0,26.0,9.0,38.0,41.0,2.0,16.0,85.0,7.0,39.0,2.0,12.0,51,8.0,71,48.0,119,9.0,29.0,20.0,9.0,23.0,13.0,17.0,40.0,6.0,8.0,11.0,26.0,,5.0,101.0,9.0,45.0,6.0,40.0,9.0,41.0,27.0,,2.0,66.0,224.0,4.0,0.5416666666666666,0.6610169491525424,0.5255474452554745,0.45161290322580644,0.5384615384615384,0.5284090909090909,0.4,0.524390243902439,0.6027397260273972,0.5227272727272727,0.6132075471698113,0.06569343065693431,0.08139534883720931,0.1111111111111111,23.6697247706422,0.575,0.26666666666666666,0.06060606060606061,0.1608832807570978,0.11206896551724138,0.13043478260869565,0.08974358974358974,0.15403422982885084,0.107981220657277,0.16153846153846155,0.07575757575757576,0.08552631578947369,0.06557377049180328,0.16161616161616163,0.14285714285714285,0.175,0.13043478260869565,0.13043478260869565,0.11392405063291139,0.6585365853658537,0.48863636363636365,0.6511627906976745,0.7088607594936709,0.5178571428571429,0.10227272727272728,0.1875,0.36363636363636365,0.36363636363636365,0.75,0.7714285714285715,0.5185185185185185,0.43902439024390244,0.6666666666666666,0.7102272727272727,0.5216159999999999,0.532684375,0.54894,0.22065727699530516,0.26011560693641617,0.17228464419475656,0.24719101123595505,5.680291970802919,0.24190064794816415,19.0,4.0,14.0,38.0,5.0,15.0,14.0,39.0,5.0,15.0,42.0,37.0,14.0,3.0,1.0,1.0,10.0,1.0,4.0,1.0,0.358974358974359,0.3333333333333333,0.3684210526315789,0.2215909090909091,0.2222222222222222,0.25,0.25,0.2159090909090909,0.3684210526315789,0.3684210526315789,1.0,0.36585365853658536,0.3333333333333333,0.3783783783783784,25.47692307692308,,1.0,,,,,4.0,,4.0,,2.0,20.0,5.0,1.0,27.0,,,,0.17647058823529413,0.005681818181818182,,,,,,,0.11428571428571428,,,,,,,1.0,,,4.0,,,2.0,0.05,,1.0,1.0,1.0,2.0,True,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,32372.0,540,977,970,296.0,351.0,140,1947,31.0,56,8.0,17.0,9.0,15.0,12.0,13.0,25.0,48,93,60.0,156,975,12.0,25.0,10.0,34.0,12.0,21.0,32.0,56.0,68.0,28.0,8.0,15.0,36.0,38.0,2.0,21.0,78.0,6.0,32.0,3.0,13.0,42,11.0,66,41.0,107,2.0,11.0,7.0,4.0,10.0,4.0,23.0,33.0,6.0,10.0,34.0,88.0,6.0,11.0,82.0,6.0,28.0,16.0,5.0,2.0,5.0,3.0,1.0,3.0,56.0,296.0,16.0,0.7083333333333334,0.7727272727272727,0.5161290322580645,0.48,0.5714285714285714,0.5161290322580645,0.48,0.5714285714285714,0.5954198473282443,0.5483870967741935,0.6829268292682927,0.16129032258064516,0.19642857142857142,0.16666666666666666,14.210985178727114,0.30303030303030304,0.2972972972972973,0.09090909090909091,0.13861386138613863,0.08290155440414508,0.13,0.075,0.13647642679900746,0.0815450643776824,0.09016393442622951,0.058823529411764705,0.08673469387755102,0.1016949152542373,0.0875,0.15463917525773196,0.15873015873015872,0.14285714285714285,0.1,0.06666666666666667,0.6,0.6021505376344086,0.5535714285714286,0.6888888888888889,0.7419354838709677,0.12903225806451613,0.26881720430107525,0.52,0.5652173913043478,0.6923076923076923,0.68,0.47058823529411764,0.7142857142857143,0.6,0.6021505376344086,0.48827741935483876,0.48521666666666663,0.5008904761904762,0.24347826086956523,0.24347826086956523,0.21794871794871795,0.358974358974359,6.045161290322579,0.3029682702149437,-40.0,4.0,,,,,,,,,,,,2.0,2.0,,6.0,2.0,,,,,,,0.3333333333333333,0.4,0.5,,,,,,,,,,,,,,,,,,,,13.0,4.0,,3.0,1.0,,0.08,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,True,
