EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3SecondViolations,Technical Free Throw Trips,HeaveAttempts,Blocked3s,BlockedArc3,Arc3PctBlocked,on,BlockedCorner3
109,1610612759,Robert Horry,Robert Horry,109,SAS,40214.0,670,85.0,1261,1242,516.0,432.0,166.0,2503,26.0,49.0,11.0,18.0,10.0,17.0,10.0,31.0,11.0,35.0,3.0,6.0,1.0,3.0,3.0,18.0,45.0,3.0,5.0,8.0,21.0,47.0,115.0,21.0,51.0,28.0,185.0,1217,13.0,25.0,3.0,6.0,2.0,37.0,20.0,41.0,11.0,24.0,13.0,86.0,64.0,30.0,57.0,6.0,14.0,45.0,18.0,6.0,27.0,14.0,41.0,7.0,7.0,19.0,2.0,6.0,96.0,12.0,34.0,3.0,17.0,58.0,12.0,87.0,49.0,136.0,6.0,23.0,14.0,9.0,18.0,9.0,11.0,14.0,7.0,1.0,32.0,2.0,11.0,50.0,90.0,7.0,4.0,53.0,1.0,19.0,8.0,31.0,16.0,2.0,13.0,31.0,16.0,2.0,2.0,86.0,516.0,8.0,0.6808510638297872,0.8,0.9047619047619048,0.4117647058823529,0.5,0.4583333333333333,0.4117647058823529,0.40869565217391307,0.52,0.4878048780487805,0.47289156626506024,0.5645161290322581,0.5615384615384615,0.4817708333333333,0.5441176470588235,0.5512820512820513,0.3072289156626506,0.05217391304347826,0.08163265306122448,0.03225806451612903,0.02857142857142857,15.416379903647627,0.5625,0.27906976744186046,0.04054054054054054,0.11693548387096774,0.07555555555555556,0.17894736842105263,0.07894736842105263,0.12690355329949238,0.07641196013289037,0.08633093525179857,0.050724637681159424,0.08670520231213873,0.06930693069306931,0.09803921568627451,0.13836477987421383,0.11049723756906077,0.10256410256410256,0.17647058823529413,0.2,0.06741573033707865,0.5161290322580645,0.29518072289156627,0.5306122448979592,0.5777777777777777,0.5769230769230769,0.18674698795180722,0.3225806451612903,0.3333333333333333,0.8,0.21084337349397592,0.3142857142857143,0.3235294117647059,0.8181818181818182,0.03614457831325301,0.5,0.5,1.0,0.2710843373493976,0.4,0.4,0.8888888888888888,0.5806451612903226,0.6111111111111112,0.2727272727272727,0.03225806451612903,0.16129032258064516,0.6,0.6666666666666666,0.26153846153846155,0.5882352941176471,0.046153846153846156,1.0,0.3230769230769231,0.38095238095238093,0.6024096385542169,0.4,0.48803042168674693,0.5270481481481482,0.4716784615384615,0.10326086956521739,0.14285714285714285,0.2,0.4648648648648649,8.40695652173913,24.758823529411767,0.4091990483743061,,,,,,,,,,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,120516.0,2009,345.0,3684,3711,849.0,754.0,491.0,7395,48.0,84.0,1.0,5.0,9.0,15.0,27.0,73.0,32.0,71.0,56.0,147.0,16.0,10.0,33.0,8.0,24.0,,2.0,2.0,5.0,107.0,228.0,64.0,171.0,40.0,446.0,3481,7.0,21.0,8.0,18.0,3.0,41.0,16.0,36.0,12.0,38.0,15.0,83.0,132.0,82.0,192.0,,4.0,24.0,8.0,24.0,75.0,15.0,90.0,11.0,4.0,36.0,16.0,23.0,195.0,6.0,26.0,5.0,24.0,109.0,14.0,147.0,37.0,184.0,8.0,68.0,42.0,26.0,41.0,6.0,31.0,24.0,10.0,3.0,65.0,2.0,15.0,45.0,125.0,1.0,7.0,73.0,5.0,25.0,12.0,24.0,7.0,7.0,10.0,24.0,14.0,,1.0,83.0,849.0,16.0,0.616822429906542,0.6285714285714286,1.0,0.3742690058479532,0.4444444444444444,0.3157894736842105,0.3742690058479532,0.4692982456140351,0.3333333333333333,0.4444444444444444,0.5087719298245614,0.48717948717948717,0.4594594594594595,0.5162037037037037,0.4880952380952381,0.4715909090909091,0.42857142857142855,0.10526315789473684,0.15476190476190477,0.136986301369863,0.014084507042253521,11.699623352165727,0.6307692307692307,0.14432989690721648,0.03289473684210526,0.06670746634026928,0.018374558303886925,0.09125475285171103,0.0182370820668693,0.07011070110701106,0.01834862385321101,0.02544529262086514,0.01730769230769231,0.013944223107569721,0.01639344262295082,0.02054794520547945,0.04319654427645788,0.0679304897314376,0.08550185873605948,0.09090909090909091,0.09259259259259259,0.03940886699507389,0.5833333333333334,0.21052631578947367,0.5714285714285714,0.676056338028169,0.5416666666666666,0.18295739348370926,0.3698630136986301,0.42857142857142855,0.5185185185185185,0.17794486215538846,0.4507042253521127,0.45714285714285713,0.8125,0.3684210526315789,0.38095238095238093,0.3835616438356164,1.0,0.06015037593984962,0.3333333333333333,0.3333333333333333,1.0,0.1282051282051282,0.2,,0.41025641025641024,0.05128205128205128,,,0.20270270270270271,0.6,0.44594594594594594,0.30303030303030304,0.06756756756756757,0.4,0.6390977443609023,0.3333333333333333,0.5243068922305765,0.5156566666666665,0.5401155405405406,0.06428571428571428,0.10080645161290322,0.09192825112107623,0.1860986547085202,8.815350877192982,23.45964912280702,0.2304560260586319,8.0,1.0,2.0,3.0,1.0,1.0,2.0,0.005847953216374269,0.006802721088435374,0.5,1.0,0.011627906976744186,,,,,,,,True,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,110241.0,1837,349.0,3393,3382,898.0,755.0,468.0,6775,226.0,321.0,63.0,84.0,57.0,88.0,144.0,359.0,68.0,184.0,,,,,,2.0,11.0,,1.0,1.0,9.0,438.0,864.0,2.0,11.0,262.0,1144.0,3200,78.0,133.0,,1.0,43.0,199.0,104.0,215.0,1.0,9.0,86.0,297.0,462.0,414.0,3.0,3.0,104.0,11.0,2.0,70.0,112.0,30.0,142.0,20.0,10.0,58.0,16.0,38.0,314.0,31.0,114.0,10.0,45.0,363.0,36.0,444.0,155.0,599.0,25.0,43.0,29.0,14.0,79.0,12.0,33.0,49.0,46.0,7.0,128.0,11.0,39.0,63.0,123.0,12.0,15.0,426.0,41.0,200.0,32.0,127.0,88.0,2.0,37.0,127.0,77.0,,1.0,297.0,898.0,12.0,0.5273972602739726,0.5984455958549223,0.5,0.18181818181818182,,0.1111111111111111,0.18181818181818182,0.5069444444444444,0.5864661654135338,0.48372093023255813,0.504,0.582089552238806,0.47098214285714285,0.5360824742268041,0.6257861635220126,0.515625,0.012571428571428572,0.08101851851851852,0.11214953271028037,0.08913649025069638,0.010869565217391304,30.445859872611464,0.6171875,0.3564356435643564,0.06289308176100629,0.24880054832076764,0.08837209302325581,0.18442622950819673,0.09717868338557993,0.23957721667645332,0.09011808576755749,0.15204678362573099,0.07246376811594203,0.05806451612903226,0.078125,0.12598425196850394,0.22084367245657568,0.27549194991055453,0.2414486921529175,0.18947368421052632,0.16666666666666666,0.06906077348066299,0.6062992125984252,0.3668571428571429,0.7040498442367601,0.7929824561403509,0.5530973451327433,0.4102857142857143,0.4011142061281337,0.44036697247706424,0.4097222222222222,0.2102857142857143,0.3695652173913043,0.37362637362637363,0.6911764705882353,,,,,0.012571428571428572,0.18181818181818182,0.18181818181818182,0.5,0.6268656716417911,0.75,0.14285714285714285,,0.007462686567164179,,,0.39285714285714285,0.6477272727272727,,,0.04017857142857143,0.1111111111111111,0.37942857142857145,0.18181818181818182,0.4561565714285716,0.508,0.44260647321428587,0.19420289855072465,0.19550342130987292,0.17395104895104896,0.25961538461538464,7.556712962962964,25.963636363636365,0.26466254052460947,,,5.0,1.0,,,1.0,,,,,0.08333333333333333,1.0,4.0,,,,,,True,
1500,1610612759,Ron Mercer,Ron Mercer,1500,SAS,12592.0,210,-38.0,384,383,160.0,137.0,50.0,767,7.0,12.0,1.0,3.0,3.0,4.0,3.0,9.0,17.0,58.0,,,,,,,,,,,,27.0,79.0,,,5.0,59.0,367,1.0,4.0,,,3.0,5.0,13.0,35.0,,,3.0,29.0,46.0,8.0,,,2.0,,,1.0,5.0,1.0,6.0,1.0,,,4.0,1.0,13.0,3.0,3.0,,3.0,12.0,,15.0,6.0,21.0,,3.0,3.0,,6.0,,2.0,4.0,4.0,1.0,10.0,2.0,5.0,11.0,20.0,,1.0,7.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,29.0,160.0,3.0,0.8518518518518519,0.8846153846153846,,,,,,0.34177215189873417,0.25,0.37142857142857144,0.34177215189873417,0.25,0.37142857142857144,0.35365853658536583,0.4166666666666667,0.3918918918918919,,0.012658227848101266,0.08333333333333333,,,20.861678004535147,0.6,,,0.07100591715976332,0.017142857142857144,0.09090909090909091,0.09090909090909091,0.07425742574257425,0.028846153846153848,0.02702702702702703,,0.021505376344086023,0.11538461538461539,,0.08,0.09523809523809523,0.03571428571428571,0.07142857142857142,0.2,,1.0,0.1518987341772152,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.11392405063291139,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7341772151898734,0.29310344827586204,0.29310344827586204,0.8823529411764706,,,,,,,,,0.75,0.3333333333333333,,,,,,0.11428571428571428,0.75,,,,,0.1518987341772152,,0.4221696202531645,0.5417666666666666,0.4136857142857144,0.024691358024691357,0.024691358024691357,0.0847457627118644,0.4915254237288136,14.39113924050633,,0.4166666666666667,,,1.0,1.0,,,,,,,,,,,1.0,,,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,154746.0,2579,395.0,4788,4787,1329.0,1139.0,658.0,9575,195.0,306.0,17.0,22.0,49.0,79.0,57.0,155.0,109.0,286.0,13.0,40.0,6.0,2.0,10.0,49.0,159.0,1.0,16.0,12.0,53.0,361.0,747.0,62.0,199.0,191.0,1099.0,4584,37.0,69.0,3.0,22.0,3.0,86.0,89.0,192.0,14.0,63.0,107.0,327.0,232.0,490.0,129.0,57.0,4.0,157.0,49.0,45.0,306.0,105.0,411.0,43.0,62.0,118.0,62.0,126.0,927.0,7.0,33.0,3.0,35.0,156.0,3.0,194.0,43.0,237.0,6.0,61.0,30.0,31.0,101.0,29.0,64.0,78.0,37.0,13.0,179.0,18.0,55.0,57.0,148.0,5.0,15.0,272.0,14.0,87.0,52.0,7.0,,2.0,5.0,7.0,3.0,,,327.0,1329.0,29.0,0.32132963988919666,0.3231197771587744,0.6935483870967742,0.31155778894472363,0.13636363636363635,0.2222222222222222,0.3147208121827411,0.48326639892904955,0.5362318840579711,0.4635416666666667,0.4799154334038055,0.45604395604395603,0.43137254901960786,0.5125932835820896,0.4574468085106383,0.49847560975609756,0.21035940803382663,0.060240963855421686,0.10130718954248366,0.07741935483870968,0.006993006993006993,22.597543352601157,0.5642458100558659,0.022058823529411766,0.014018691588785047,0.0769990128331688,0.018151815181518153,0.1,0.015021459227467811,0.08038720538720538,0.017513134851138354,0.01972386587771203,0.01901743264659271,0.016176470588235296,0.014285714285714285,0.016129032258064516,0.06735751295336788,0.06056701030927835,0.10432190760059612,0.09608540925266904,0.11594202898550725,0.01276595744680851,0.42857142857142855,0.32346723044397463,0.6372549019607843,0.7090909090909091,0.26153846153846155,0.1638477801268499,0.36774193548387096,0.3986013986013986,0.22807017543859648,0.3023255813953488,0.3811188811188811,0.38380281690140844,0.47706422018348627,0.042283298097251586,0.325,0.325,1.0,0.16807610993657504,0.3081761006289308,0.3081761006289308,0.6122448979591837,0.24175824175824176,0.7727272727272727,0.11764705882352941,0.06593406593406594,0.17582417582417584,0.0625,,0.30980392156862746,0.620253164556962,0.0392156862745098,0.2,0.20784313725490197,0.22641509433962265,0.5338266384778013,0.31210191082802546,0.4912249999999999,0.4618542857142857,0.47197131474103565,0.08725490196078431,0.10609756097560975,0.07825295723384895,0.29754322111010006,9.180722891566266,25.182412060301505,0.2775689223057644,2.0,,8.0,1.0,,1.0,2.0,,,0.3333333333333333,1.0,0.01,,,2.0,2.0,,,,True,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,109096.0,1818,234.0,3347,3353,668.0,550.0,460.0,6700,120.0,198.0,60.0,102.0,18.0,30.0,60.0,173.0,73.0,175.0,,,,,,,,,,,,253.0,546.0,,,42.0,548.0,3192,79.0,141.0,,,7.0,165.0,36.0,76.0,,,16.0,88.0,336.0,170.0,,,112.0,,,32.0,70.0,15.0,85.0,12.0,3.0,38.0,10.0,22.0,185.0,31.0,156.0,14.0,35.0,239.0,18.0,292.0,201.0,493.0,23.0,40.0,33.0,7.0,35.0,6.0,27.0,43.0,8.0,4.0,78.0,10.0,12.0,116.0,188.0,26.0,13.0,91.0,9.0,42.0,8.0,126.0,86.0,1.0,39.0,127.0,74.0,,4.0,88.0,668.0,13.0,0.6640316205533597,0.8527918781725888,,,,,,0.4633699633699634,0.5602836879432624,0.47368421052631576,0.4633699633699634,0.5602836879432624,0.47368421052631576,0.46678023850085176,0.5536912751677853,0.5,,0.05860805860805861,0.0707070707070707,0.09826589595375723,0.005714285714285714,17.18346253229974,0.44871794871794873,0.22784810126582278,0.112,0.16159567275185938,0.1187214611872146,0.14705882352941177,0.096875,0.15958066394874781,0.11444308445532436,0.1685082872928177,0.13071895424836602,0.07099391480730223,0.11049723756906077,0.07913669064748201,0.16625916870415647,0.17094017094017094,0.1463917525773196,0.1368421052631579,0.1875,0.08846153846153847,0.5826771653543307,0.3626373626373626,0.6060606060606061,0.6521739130434783,0.55,0.31684981684981683,0.3468208092485549,0.38461538461538464,0.6166666666666667,0.32051282051282054,0.41714285714285715,0.41954022988505746,0.8904109589041096,,,,,,,,,0.723404255319149,0.5882352941176471,0.15,,,,,0.39473684210526316,0.6,,,,,0.3626373626373626,,0.4559666666666665,0.5203766129032259,0.45384473684210525,0.07253886010362694,0.07253886010362694,0.3010948905109489,0.16058394160583941,8.217399267399268,,0.19958171496862862,,,4.0,,,,,,,,,,3.0,11.0,,,1.0,1.0,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,83181.0,1386,221.0,2626,2613,801.0,692.0,378.0,5239,95.0,169.0,10.0,23.0,28.0,56.0,31.0,88.0,18.0,60.0,19.0,47.0,9.0,2.0,7.0,35.0,104.0,2.0,9.0,15.0,33.0,144.0,317.0,54.0,151.0,151.0,601.0,2564,24.0,47.0,7.0,18.0,18.0,87.0,42.0,95.0,17.0,40.0,74.0,209.0,134.0,154.0,144.0,18.0,6.0,102.0,35.0,26.0,138.0,31.0,169.0,10.0,21.0,65.0,27.0,46.0,369.0,16.0,29.0,4.0,27.0,133.0,1.0,161.0,49.0,210.0,3.0,87.0,55.0,32.0,49.0,19.0,35.0,44.0,14.0,6.0,93.0,11.0,26.0,45.0,111.0,8.0,9.0,192.0,16.0,58.0,30.0,8.0,6.0,1.0,1.0,8.0,4.0,,1.0,209.0,801.0,15.0,0.4652777777777778,0.475177304964539,0.8888888888888888,0.3576158940397351,0.3888888888888889,0.425,0.3624161073825503,0.45425867507886436,0.5106382978723404,0.4421052631578947,0.4807692307692308,0.5307692307692308,0.5,0.5341959334565619,0.5616438356164384,0.5862068965517241,0.32264957264957267,0.08201892744479496,0.08284023668639054,0.13636363636363635,,20.774532326878898,0.5268817204301075,0.012345679012345678,0.03305785123966942,0.12606635071090047,0.03039832285115304,0.14516129032258066,0.056338028169014086,0.128928283642224,0.036348949919224556,0.020833333333333332,0.023391812865497075,0.046296296296296294,0.06547619047619048,0.04310344827586207,0.07476635514018691,0.10723192019950124,0.1981981981981982,0.1513157894736842,0.11764705882352941,0.012552301255230125,0.5,0.3611111111111111,0.5621301775147929,0.6129032258064516,0.47368421052631576,0.18803418803418803,0.3522727272727273,0.40789473684210525,0.3870967741935484,0.1282051282051282,0.3,0.3,0.5555555555555556,0.10042735042735043,0.40425531914893614,0.40425531914893614,0.9473684210526315,0.2222222222222222,0.33653846153846156,0.3431372549019608,0.8571428571428571,0.35384615384615387,0.43478260869565216,0.6,0.13846153846153847,0.13846153846153847,0.2222222222222222,1.0,0.4148148148148148,0.5,0.05185185185185185,0.2857142857142857,0.24444444444444444,0.45454545454545453,0.6837606837606838,0.3431372549019608,0.5217280645161291,0.5166931372549018,0.5130428571428571,0.11741682974559686,0.1615598885793872,0.1447587354409318,0.34775374376039936,6.190220820189275,25.075496688741723,0.30502665651180505,5.0,2.0,5.0,2.0,,1.0,2.0,0.013245033112582781,,0.5555555555555556,0.8,0.013157894736842105,,,27.0,2.0,,,0.019230769230769232,True,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,81986.0,1366,269.0,2522,2527,687.0,600.0,344.0,5049,42.0,75.0,7.0,15.0,8.0,16.0,16.0,56.0,44.0,117.0,29.0,64.0,4.0,8.0,20.0,39.0,97.0,7.0,14.0,10.0,25.0,102.0,248.0,68.0,161.0,67.0,475.0,2392,14.0,33.0,9.0,18.0,3.0,58.0,21.0,61.0,18.0,45.0,29.0,125.0,120.0,84.0,192.0,12.0,14.0,97.0,39.0,14.0,93.0,17.0,110.0,10.0,7.0,48.0,16.0,29.0,237.0,11.0,26.0,1.0,25.0,178.0,14.0,217.0,38.0,255.0,4.0,54.0,37.0,17.0,26.0,10.0,12.0,26.0,14.0,4.0,52.0,3.0,11.0,54.0,106.0,6.0,3.0,99.0,8.0,36.0,15.0,20.0,12.0,4.0,4.0,23.0,13.0,,,125.0,687.0,10.0,0.5882352941176471,0.631578947368421,0.9411764705882353,0.422360248447205,0.5,0.4,0.422360248447205,0.4112903225806452,0.42424242424242425,0.3442622950819672,0.49877750611246946,0.5392156862745098,0.4528301886792453,0.5232300884955752,0.5370370370370371,0.5,0.39364303178484106,0.056451612903225805,0.06666666666666667,0.14285714285714285,0.008547008547008548,17.27802536852931,0.5,0.1891891891891892,0.008333333333333333,0.164967562557924,0.027689030883919063,0.13297872340425532,0.04296875,0.16022099447513813,0.03096234309623431,0.032388663967611336,0.0189873417721519,0.031914893617021274,0.049689440993788817,0.031578947368421054,0.10299003322259136,0.20884520884520885,0.16711590296495957,0.1503267973856209,0.05714285714285714,0.017857142857142856,0.5652173913043478,0.18337408312958436,0.56,0.6,0.5,0.13691931540342298,0.2857142857142857,0.3333333333333333,0.375,0.2860635696821516,0.37606837606837606,0.3793103448275862,0.75,0.15647921760391198,0.453125,0.453125,0.9310344827586207,0.2371638141809291,0.4020618556701031,0.4020618556701031,0.9487179487179487,0.29411764705882354,0.4666666666666667,0.14285714285714285,0.0784313725490196,0.27450980392156865,0.5,1.0,0.1509433962264151,0.5,0.18867924528301888,0.4,0.2358490566037736,0.4,0.5770171149144254,0.4020618556701031,0.5013418092909536,0.4917054054054054,0.4659905660377359,0.08237986270022883,0.13043478260869565,0.12210526315789473,0.2631578947368421,11.197177419354839,24.221739130434777,0.27240285487708166,2.0,,3.0,3.0,,,,,,0.5,0.5,,,,6.0,,3.0,3.0,,True,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,13362.0,223,25.0,435,423,208.0,158.0,63.0,858,10.0,19.0,3.0,3.0,8.0,9.0,5.0,8.0,11.0,36.0,1.0,4.0,,1.0,3.0,,1.0,,,,1.0,26.0,63.0,1.0,5.0,29.0,84.0,432,3.0,5.0,,,5.0,11.0,16.0,28.0,1.0,4.0,15.0,50.0,30.0,22.0,3.0,,4.0,1.0,,6.0,9.0,3.0,12.0,2.0,1.0,4.0,2.0,3.0,27.0,,11.0,,6.0,30.0,3.0,39.0,11.0,50.0,,6.0,5.0,1.0,6.0,2.0,3.0,6.0,3.0,,12.0,,5.0,9.0,20.0,,2.0,34.0,3.0,12.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,,,50.0,208.0,3.0,0.5769230769230769,0.625,1.0,0.2,,0.25,0.2,0.4126984126984127,0.6,0.5714285714285714,0.40441176470588236,0.6,0.546875,0.49390243902439024,0.625,0.6153846153846154,0.07352941176470588,0.09523809523809523,0.2631578947368421,0.125,,18.57707509881423,0.5,0.23076923076923078,,0.2097902097902098,0.0658682634730539,0.13953488372093023,,0.1935483870967742,0.052884615384615384,0.07692307692307693,0.046511627906976744,0.06944444444444445,,,0.20512820512820512,0.12962962962962962,0.3,0.14285714285714285,0.13333333333333333,,0.25,0.27941176470588236,0.5263157894736842,0.7142857142857143,0.5,0.11764705882352941,0.625,0.7142857142857143,,0.5294117647058824,0.3055555555555556,0.3055555555555556,0.9090909090909091,0.058823529411764705,0.25,0.25,1.0,0.014705882352941176,,,,0.6,1.0,,,,,,0.28125,0.8888888888888888,0.09375,0.3333333333333333,0.03125,,0.35294117647058826,,0.42317573529411756,0.5418400000000001,0.42492343749999995,0.15584415584415584,0.16666666666666666,0.13095238095238096,0.5952380952380952,12.284126984126985,23.9,0.4781609195402299,,1.0,1.0,1.0,,,,0.2,,,,,,,3.0,,1.0,1.0,1.0,True,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,7938.0,132,14.0,250,254,94.0,111.0,32.0,504,14.0,16.0,6.0,7.0,5.0,5.0,5.0,17.0,4.0,9.0,,,,,,,,,,,,23.0,42.0,,,8.0,54.0,259,7.0,10.0,,,4.0,18.0,10.0,11.0,,,7.0,27.0,26.0,20.0,,,12.0,,,1.0,2.0,,2.0,,,2.0,,,4.0,2.0,9.0,1.0,3.0,19.0,4.0,26.0,12.0,38.0,,11.0,8.0,3.0,3.0,,1.0,5.0,2.0,1.0,8.0,1.0,2.0,6.0,17.0,1.0,2.0,11.0,1.0,4.0,2.0,2.0,2.0,,,2.0,1.0,,5.0,27.0,94.0,4.0,0.5652173913043478,0.7647058823529411,,,,,,0.5476190476190477,0.7,0.9090909090909091,0.5476190476190477,0.7,0.9090909090909091,0.574468085106383,0.75,0.9,,0.023809523809523808,,0.058823529411764705,,19.23076923076923,0.375,0.5714285714285714,0.1111111111111111,0.2261904761904762,0.10112359550561797,0.23076923076923078,0.08333333333333333,0.2268041237113402,0.09734513274336283,0.1111111111111111,0.14705882352941177,0.03571428571428571,0.06666666666666667,0.1111111111111111,0.3225806451612903,0.1,0.2608695652173913,0.25,,,0.5,0.38095238095238093,0.875,0.875,0.5,0.40476190476190477,0.29411764705882354,0.3125,0.6,0.21428571428571427,0.4444444444444444,0.4444444444444444,0.75,,,,,,,,,0.7,0.8571428571428571,,,,,,0.45454545454545453,1.0,,,,,0.38095238095238093,,0.4665928571428572,0.5066555555555555,0.5069181818181817,0.08888888888888889,0.08888888888888889,0.3333333333333333,0.5,8.304761904761905,,0.376,,,2.0,,,,,,,,,,,,,,,,,True,
