EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,SelfOReb,Travels,OffensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Defensive 3 Seconds Violations,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,8730.0,146,2.0,272,273,60.0,66.0,33.0,545,7.0,11.0,2.0,4.0,2.0,3.0,6.0,11.0,5.0,13.0,27.0,3.0,29.0,272,4.0,8.0,1.0,9.0,4.0,8.0,8.0,18.0,8.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,14.0,1.0,10.0,3.0,22.0,1.0,26.0,11.0,37.0,1.0,1.0,2.0,2.0,2.0,4.0,10.0,19.0,1.0,8.0,2.0,4.0,1.0,12.0,7.0,1.0,4.0,12.0,7.0,1.0,8.0,60.0,1.0,0.6923076923076923,0.75,0.48148148148148145,0.5,0.5,0.48148148148148145,0.5,0.5,0.48333333333333334,0.5625,0.4444444444444444,0.07407407407407407,0.18181818181818182,11.003236245954692,0.5,0.1111111111111111,0.1896551724137931,0.09345794392523364,0.13043478260869565,0.0625,0.17985611510791366,0.08943089430894309,0.11538461538461539,0.10714285714285714,0.07547169811320754,0.16666666666666666,0.20588235294117646,0.15,0.21428571428571427,0.15384615384615385,0.1,0.5833333333333334,0.4074074074074074,0.6363636363636364,0.7777777777777778,0.8571428571428571,0.4074074074074074,0.5454545454545454,0.5454545454545454,0.5,0.18518518518518517,0.5,0.5,0.5,0.375,0.6666666666666666,0.4074074074074074,0.4553888888888889,0.5085999999999999,0.461375,0.13793103448275862,0.13793103448275862,0.3103448275862069,0.27586206896551724,6.555555555555555,0.22058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1601,1610612744,Rusty LaRue,Rusty LaRue,1601,GSW,77.0,1,1.0,3,2,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2073,1610612744,Brian Cardinal,Brian Cardinal,2073,GSW,11890.0,198,17.0,375,378,108.0,121.0,44.0,753,11.0,16.0,2.0,2.0,6.0,7.0,3.0,9.0,9.0,18.0,34.0,25.0,94.0,386,3.0,3.0,2.0,8.0,7.0,10.0,30.0,24.0,12.0,2.0,3.0,9.0,1.0,10.0,,4.0,3.0,2.0,21.0,3.0,7.0,3.0,19.0,3.0,25.0,10.0,35.0,8.0,6.0,8.0,5.0,7.0,15.0,7.0,22.0,4.0,29.0,4.0,14.0,1.0,2.0,1.0,,1.0,2.0,1.0,,30.0,108.0,3.0,0.6666666666666666,0.7058823529411765,0.5294117647058824,1.0,0.7,0.6764705882352942,1.0,0.8125,0.75,1.0,0.8823529411764706,0.08823529411764706,0.1875,17.990654205607477,0.5333333333333333,0.16666666666666666,0.12337662337662338,0.056451612903225805,0.10344827586206896,0.06666666666666667,0.12021857923497267,0.05917159763313609,0.029411764705882353,0.025,0.1,0.06666666666666667,0.13513513513513514,0.125,0.11594202898550725,0.13043478260869565,,0.5,0.3137254901960784,0.6875,0.8461538461538461,0.6363636363636364,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.17647058823529413,0.6666666666666666,1.0,0.5,0.4375,0.8571428571428571,0.6470588235294118,0.5016813725490197,0.5127,0.5075375,0.22950819672131148,0.3181818181818182,0.0851063829787234,0.3191489361702128,7.514705882352941,0.288,4.0,7.0,11.0,1.0,2.0,4.0,6.0,3.0,4.0,11.0,17.0,4.0,6.0,4.0,33.0,6.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,7.0,2.0,3.0,1.0,0.6470588235294118,0.6666666666666666,0.6470588235294118,0.3333333333333333,0.06666666666666667,0.4444444444444444,0.4444444444444444,1.0,0.21568627450980393,0.6363636363636364,0.6363636363636364,1.0,0.11764705882352941,0.6666666666666666,0.6666666666666666,1.0,0.125,0.5,0.25,0.75,0.6666666666666666,24.147058823529417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,22464.0,374,-42.0,691,701,167.0,187.0,88.0,1392,41.0,53.0,6.0,10.0,10.0,12.0,16.0,38.0,41.0,70.0,132.0,37.0,192.0,734,9.0,18.0,2.0,29.0,20.0,36.0,54.0,64.0,76.0,8.0,10.0,26.0,7.0,33.0,4.0,10.0,3.0,13.0,73.0,2.0,14.0,8.0,38.0,3.0,49.0,16.0,65.0,9.0,6.0,9.0,2.0,9.0,18.0,12.0,24.0,1.0,47.0,2.0,19.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,,54.0,167.0,3.0,0.45714285714285713,0.48484848484848486,0.5303030303030303,0.5,0.5555555555555556,0.48742138364779874,0.5869565217391305,0.46511627906976744,0.525,0.6041666666666666,0.5196078431372549,0.07575757575757576,0.09433962264150944,24.719101123595507,0.5,0.13043478260869565,0.13380281690140844,0.05166051660516605,0.13559322033898305,0.028169014084507043,0.13411078717201166,0.04678362573099415,0.0641025641025641,0.05952380952380952,0.03669724770642202,0.05263157894736842,0.07792207792207792,0.12244897959183673,0.1834862385321101,0.13513513513513514,0.13636363636363635,0.75,0.3333333333333333,0.7735849056603774,0.8541666666666666,0.5365853658536586,0.2389937106918239,0.42105263157894735,0.45714285714285713,0.375,0.2578616352201258,0.43478260869565216,0.6,,0.27906976744186046,0.8333333333333334,0.5031446540880503,0.4796107594936708,0.5246323529411765,0.45032738095238106,0.10795454545454546,0.12751677852348994,0.15104166666666666,0.28125,8.224999999999996,0.24167872648335745,13.0,,4.0,,,5.0,23.0,,7.0,5.0,27.0,,7.0,14.0,15.0,22.0,5.0,3.0,3.0,1.0,1.0,7.0,,3.0,1.0,3.0,1.0,0.18518518518518517,,0.19230769230769232,0.16981132075471697,0.019230769230769232,0.3170731707317073,0.3333333333333333,0.3076923076923077,0.025157232704402517,,,,0.14465408805031446,0.21739130434782608,0.21739130434782608,1.0,,,0.16279069767441862,,0.22727272727272727,26.01481481481482,3.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,0.6,0.07894736842105263,0.04878048780487805,0.041666666666666664,0.21739130434782608,0.6,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,36749.0,612,-37.0,1146,1151,316.0,330.0,142.0,2297,39.0,75.0,10.0,20.0,11.0,16.0,9.0,32.0,119.0,102.0,226.0,60.0,279.0,1184,18.0,41.0,5.0,44.0,20.0,41.0,51.0,162.0,42.0,18.0,18.0,19.0,1.0,20.0,,12.0,1.0,6.0,41.0,9.0,37.0,17.0,91.0,17.0,125.0,48.0,173.0,12.0,4.0,20.0,10.0,14.0,34.0,33.0,58.0,4.0,80.0,6.0,33.0,8.0,17.0,10.0,2.0,5.0,17.0,11.0,3.0,51.0,316.0,7.0,0.7941176470588235,0.8709677419354839,0.45132743362831856,0.43902439024390244,0.4878048780487805,0.4506172839506173,0.4431818181818182,0.43478260869565216,0.4982014388489209,0.46808510638297873,0.4722222222222222,0.07964601769911504,0.14666666666666667,23.654283548142534,0.5882352941176471,0.425,0.19361702127659575,0.08466819221967964,0.19101123595505617,0.08256880733944955,0.19320214669051877,0.08424908424908426,0.10569105691056911,0.13934426229508196,0.036458333333333336,0.030303030303030304,0.1984732824427481,0.21935483870967742,0.16847826086956522,0.17543859649122806,0.21875,0.6470588235294118,0.30864197530864196,0.52,0.609375,0.6666666666666666,0.13168724279835392,0.28125,0.3333333333333333,0.4444444444444444,0.4897119341563786,0.45454545454545453,0.5,0.1,0.34782608695652173,0.6875,0.3786008230452675,0.4578672839506173,0.4713800000000001,0.4701206521739131,0.12222222222222222,0.13043478260869565,0.15770609318996415,0.1827956989247312,11.210176991150444,0.2757417102966841,54.0,3.0,8.0,,3.0,2.0,9.0,,2.0,5.0,17.0,,5.0,11.0,15.0,9.0,2.0,1.0,8.0,3.0,,10.0,2.0,6.0,9.0,4.0,1.0,0.29411764705882354,,0.29411764705882354,0.06995884773662552,0.10526315789473684,0.453781512605042,0.46153846153846156,0.9444444444444444,0.03292181069958848,0.375,0.375,1.0,0.037037037037037035,0.2222222222222222,0.2222222222222222,1.0,0.06521739130434782,,0.043478260869565216,,0.2222222222222222,24.4,,2.0,1.0,3.0,,6.0,2.0,,0.3333333333333333,0.15625,0.01680672268907563,0.05084745762711865,0.045454545454545456,,,1.0,1.0,2.0,1.0,1.0,0.05714285714285714,0.022727272727272728,1.0,1.0,,,,,,True,,,,,,,,,
2049,1610612744,Speedy Claxton,Speedy Claxton,2049,GSW,13626.0,227,-18.0,428,431,115.0,117.0,50.0,859,9.0,21.0,,1.0,1.0,4.0,3.0,16.0,30.0,27.0,67.0,17.0,71.0,433,1.0,9.0,,2.0,10.0,22.0,28.0,8.0,46.0,,9.0,40.0,6.0,46.0,1.0,13.0,4.0,23.0,98.0,1.0,7.0,5.0,14.0,,19.0,8.0,27.0,17.0,11.0,8.0,3.0,9.0,17.0,5.0,24.0,2.0,21.0,2.0,7.0,4.0,3.0,1.0,,2.0,3.0,2.0,,28.0,115.0,8.0,0.14814814814814814,0.14814814814814814,0.40298507462686567,0.1111111111111111,0.45454545454545453,0.38571428571428573,0.1111111111111111,0.4166666666666667,0.4430379746835443,0.1111111111111111,0.4827586206896552,0.13432835820895522,0.14285714285714285,19.79381443298969,0.47058823529411764,,0.08484848484848485,0.04216867469879518,0.16129032258064516,0.023809523809523808,0.09693877551020408,0.038461538461538464,0.06521739130434782,0.047619047619047616,0.02564102564102564,,0.06818181818181818,0.07547169811320754,0.10294117647058823,0.15,0.18181818181818182,0.6666666666666666,0.3,0.42857142857142855,0.5,0.2222222222222222,0.22857142857142856,0.1875,0.3,,0.42857142857142855,0.1111111111111111,,,0.16666666666666666,0.25,0.34285714285714286,0.4509864285714286,0.3754375,0.40483749999999996,0.09333333333333334,0.09722222222222222,0.028169014084507043,0.39436619718309857,10.283582089552239,0.26869158878504673,15.0,,,,,,3.0,,2.0,,3.0,,2.0,8.0,,3.0,,5.0,6.0,5.0,1.0,5.0,2.0,4.0,3.0,1.0,,,,,0.04285714285714286,0.037037037037037035,0.5,0.5,0.13333333333333333,,,,,0.04285714285714286,,,,,,0.08333333333333333,,,28.733333333333334,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,24313.0,405,-10.0,761,768,184.0,184.0,94.0,1529,9.0,16.0,1.0,2.0,3.0,3.0,7.0,17.0,68.0,45.0,101.0,7.0,97.0,771,5.0,9.0,2.0,12.0,10.0,19.0,26.0,72.0,18.0,2.0,5.0,29.0,3.0,32.0,2.0,15.0,5.0,9.0,67.0,3.0,6.0,7.0,27.0,3.0,37.0,9.0,46.0,19.0,11.0,19.0,10.0,3.0,22.0,13.0,37.0,1.0,11.0,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,2.0,,26.0,184.0,4.0,0.8,0.8181818181818182,0.44554455445544555,0.5555555555555556,0.5263157894736842,0.4326923076923077,0.5555555555555556,0.45454545454545453,0.44495412844036697,0.6,0.5,0.04950495049504951,0.0625,15.022935779816512,0.8636363636363636,0.11538461538461539,0.08940397350993377,0.02040816326530612,0.12727272727272726,0.05263157894736842,0.09523809523809523,0.02564102564102564,0.037037037037037035,0.012195121951219513,0.015267175572519083,0.058823529411764705,0.125,0.061855670103092786,0.088,0.08108108108108109,0.2222222222222222,1.0,0.15384615384615385,0.5625,0.6,0.8888888888888888,0.16346153846153846,0.4117647058823529,0.5384615384615384,0.5714285714285714,0.6538461538461539,0.2222222222222222,0.5,,0.13636363636363635,1.0,0.18269230769230768,0.4228874999999999,0.42942499999999995,0.4265727272727273,0.037383177570093455,0.038461538461538464,0.12371134020618557,0.26804123711340205,13.572277227722767,0.24178712220762155,29.0,,2.0,,2.0,,1.0,,1.0,,3.0,,3.0,6.0,,1.0,,1.0,8.0,1.0,,9.0,,2.0,2.0,,,,,,0.028846153846153848,0.05,0.4264705882352941,0.4264705882352941,0.8275862068965517,0.019230769230769232,,,,0.009615384615384616,,,,0.09090909090909091,,0.045454545454545456,,,23.96666666666667,,,,,,1.0,,,,0.23529411764705882,,0.018867924528301886,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,17808.0,297,-47.0,554,552,171.0,172.0,70.0,1106,17.0,23.0,2.0,3.0,3.0,6.0,5.0,10.0,13.0,28.0,46.0,21.0,113.0,586,2.0,4.0,1.0,5.0,7.0,13.0,32.0,40.0,16.0,2.0,2.0,23.0,5.0,28.0,1.0,13.0,,10.0,61.0,4.0,5.0,1.0,29.0,1.0,31.0,10.0,41.0,8.0,6.0,12.0,8.0,7.0,19.0,6.0,13.0,1.0,29.0,4.0,12.0,4.0,1.0,,,1.0,2.0,1.0,,32.0,171.0,1.0,0.7142857142857143,0.7407407407407407,0.6086956521739131,0.5,0.5384615384615384,0.5411764705882353,0.2857142857142857,0.58,0.5824742268041238,0.3125,0.5714285714285714,0.043478260869565216,0.043478260869565216,18.012422360248447,0.631578947368421,0.0625,0.11983471074380166,0.024509803921568627,0.023809523809523808,0.06349206349206349,0.1056338028169014,0.033707865168539325,0.01639344262295082,0.06,0.010752688172043012,0.05,0.11842105263157894,0.0958904109589041,0.13978494623655913,0.043478260869565216,,0.5,0.27058823529411763,0.7391304347826086,0.7727272727272727,0.7058823529411765,0.11764705882352941,0.5,0.5555555555555556,0.6,0.15294117647058825,0.42857142857142855,0.6666666666666666,0.5,0.24,0.5,0.7294117647058823,0.4984923529411764,0.4910642857142857,0.469954,0.12903225806451613,0.2222222222222222,0.04424778761061947,0.2831858407079646,7.508695652173912,0.30866425992779783,6.0,2.0,10.0,1.0,2.0,10.0,29.0,4.0,10.0,12.0,39.0,5.0,12.0,3.0,30.0,29.0,10.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,0.8333333333333334,0.3076923076923077,0.4166666666666667,0.3076923076923077,0.4588235294117647,0.06976744186046512,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.11764705882352941,0.2,0.2,1.0,0.3411764705882353,0.3448275862068966,0.3448275862068966,0.8,0.08,0.5,0.4,0.4,0.3448275862068966,24.928205128205132,,3.0,,3.0,,2.0,,,,0.1,,0.04878048780487805,0.42857142857142855,,,,,1.0,,,0.043478260869565216,,,,6.0,1.0,1.0,,,True,,,,,,,,,
2452,1610612744,J.R. Bremer,J.R. Bremer,2452,GSW,2207.0,37,17.0,69,68,7.0,32.0,12.0,137,2.0,6.0,,1.0,,1.0,1.0,4.0,3.0,4.0,13.0,,8.0,66,,2.0,,,2.0,5.0,4.0,,8.0,,3.0,10.0,1.0,11.0,1.0,4.0,,6.0,23.0,,2.0,,1.0,,1.0,2.0,3.0,,,2.0,2.0,2.0,4.0,2.0,4.0,1.0,,,,,,,,,,,,4.0,7.0,1.0,,,0.3076923076923077,,0.4,0.19047619047619047,,0.3333333333333333,0.19047619047619047,,0.3333333333333333,0.23076923076923078,0.3333333333333333,29.411764705882355,0.5,,0.038461538461538464,0.1111111111111111,,,0.034482758620689655,0.06896551724137931,0.14285714285714285,0.2,,,,0.07692307692307693,,,,,0.2857142857142857,0.3333333333333333,0.5,,0.19047619047619047,0.25,0.3333333333333333,,0.14285714285714285,0.5,,,0.16666666666666666,,0.6666666666666666,0.48246,0.446,0.36483999999999994,,,,0.5,6.592307692307691,0.10144927536231885,1.0,,1.0,,,,7.0,,1.0,,8.0,,1.0,,,6.0,,,,,,,1.0,,,,,,,,0.38095238095238093,,0.3333333333333333,0.3333333333333333,,0.047619047619047616,,,,0.3333333333333333,,,,,,0.16666666666666666,,,26.725,,,,,1.0,1.0,,,,0.25,,0.08333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,
422,1610612744,Avery Johnson,Avery Johnson,422,GSW,9464.0,158,-9.0,292,295,89.0,70.0,26.0,587,19.0,35.0,,,10.0,14.0,2.0,11.0,14.0,25.0,60.0,12.0,62.0,287,,1.0,1.0,1.0,11.0,18.0,30.0,4.0,46.0,,1.0,37.0,9.0,46.0,4.0,16.0,4.0,17.0,101.0,,1.0,2.0,9.0,,11.0,1.0,12.0,9.0,7.0,14.0,8.0,5.0,19.0,2.0,10.0,1.0,23.0,1.0,10.0,2.0,2.0,1.0,,1.0,2.0,,,30.0,89.0,1.0,0.08,0.08,0.4166666666666667,,0.6111111111111112,0.4166666666666667,,0.6111111111111112,0.43661971830985913,0.25,0.625,0.016666666666666666,0.02857142857142857,27.607361963190186,0.7368421052631579,,0.07377049180327869,0.008620689655172414,0.08333333333333333,,0.07534246575342465,0.007874015748031496,0.025,,,,0.08333333333333333,0.02564102564102564,0.10638297872340426,0.125,,,0.5833333333333334,0.5428571428571428,0.5588235294117647,0.10526315789473684,0.18333333333333332,0.18181818181818182,0.18181818181818182,,0.23333333333333334,,,,0.7777777777777778,0.7142857142857143,0.5833333333333334,0.4784833333333333,0.3329,0.5104277777777777,0.14492753623188406,0.14492753623188406,0.016129032258064516,0.4838709677419355,5.698333333333332,0.3047945205479452,4.0,,,,,,,,,,,,,8.0,,,,5.0,2.0,2.0,,6.0,1.0,5.0,,,,,,,,,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
