EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,HeaveAttempts,LongMidRangeAssists,Travels,PenaltyTurnovers,ShootingFouls,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Corner3Assists,Offensive Fouls,BlockedShortMidRange,ShortMidRangePctAssisted,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,PtsPutbacks,FTOffRebounds,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,DefFTReboundPct,OffFTReboundPct,DefensiveGoaltends,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,on,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,BlockedCorner3
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,4697.0,78,-17,131,133,15,14,14.0,264,2.0,4.0,1.0,2.0,3.0,1.0,7.0,1.0,4.0,1.0,1.0,2.0,12.0,1.0,1.0,5.0,14.0,3.0,16.0,18.0,37.0,155,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,8.0,6.0,3.0,12.0,2.0,1.0,6.0,1.0,7.0,1.0,5.0,1.0,15.0,1.0,2.0,4.0,6.0,1.0,7.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,21.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,15,0.2,0.2,0.6666666666666666,0.1875,0.5,0.1875,0.35714285714285715,0.5,0.31666666666666665,0.625,0.4473684210526316,0.625,0.5333333333333333,0.07142857142857142,0.25,28.859060402684563,0.8,0.10526315789473684,0.025,0.10526315789473684,0.10526315789473684,0.017543859649122806,0.125,0.05263157894736842,0.23076923076923078,0.16666666666666666,0.13333333333333333,0.5,0.6666666666666666,0.1,0.6666666666666666,0.6666666666666666,0.23333333333333334,0.14285714285714285,0.14285714285714285,1.0,0.13333333333333333,0.25,0.25,1.0,0.4,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,0.25,1.0,0.25,0.6666666666666666,0.16666666666666666,0.4966866666666666,0.5663750000000001,0.4665625,0.21621621621621623,0.35,0.058823529411764705,0.13513513513513514,11.471428571428572,24.743750000000002,0.11450381679389313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,6199.0,103,-19,177,183,32,29,20.0,360,6.0,11.0,2.0,,1.0,1.0,3.0,,,,,,1.0,,1.0,7.0,15.0,,1.0,8.0,22.0,193,2.0,,3.0,5.0,,1.0,9.0,10.0,4.0,,,,,2.0,9.0,1.0,10.0,1.0,5.0,1.0,21.0,2.0,2.0,6.0,8.0,2.0,10.0,6.0,3.0,3.0,5.0,1.0,3.0,,4.0,8.0,6.0,13.0,,,6.0,,,2.0,2.0,2.0,9.0,32,0.7142857142857143,0.7142857142857143,,,,,0.4666666666666667,0.6,0.4375,0.5,0.5,0.5625,0.0625,0.13333333333333333,0.18181818181818182,15.075376884422111,0.625,0.09230769230769231,0.03636363636363636,0.09523809523809523,0.09302325581395349,0.0273972602739726,0.1,0.06451612903225806,0.13043478260869565,,0.6875,0.5454545454545454,0.6666666666666666,0.0625,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,,0.0625,,,,1.0,,,,0.16666666666666666,0.75,,0.56228,0.57765,0.57934,0.2727272727272727,0.2857142857142857,,0.4090909090909091,4.453333333333333,40.6,0.1807909604519774,2.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.8333333333333334,0.058823529411764705,0.09090909090909091,0.5,0.5,0.6666666666666666,1.0,0.8333333333333334,0.6,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2032,1610612757,Darius Miles,Darius Miles,2032,POR,3373.0,56,-37,99,102,14,26,7.0,201,6.0,7.0,,3.0,6.0,1.0,9.0,,,,,,,,,10.0,22.0,,,8.0,28.0,118,2.0,,2.0,3.0,,,5.0,8.0,12.0,,,,,,1.0,1.0,2.0,,,,5.0,,,3.0,3.0,,3.0,,,,3.0,3.0,2.0,,,5.0,4.0,9.0,1.0,,5.0,,,2.0,1.0,2.0,5.0,14,0.4,0.4,,,,,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.6666666666666666,0.5384615384615384,0.8333333333333334,,,,28.703703703703702,0.6,0.08333333333333333,,,0.061224489795918366,,,0.05555555555555555,0.16666666666666666,,0.3181818181818182,0.8571428571428571,0.8571428571428571,0.2727272727272727,0.5,0.5,0.4090909090909091,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,0.3181818181818182,,0.49280454545454533,0.41500000000000004,0.6316666666666666,0.19230769230769232,0.19230769230769232,,0.17857142857142858,10.659090909090908,,0.1414141414141414,,2.0,3.0,,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,0.5,0.3333333333333333,,1.0,0.6666666666666666,,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2109,1610612757,Eddie Gill,Eddie Gill,2109,POR,9192.0,153,-24,268,269,65,64,30.0,537,3.0,4.0,1.0,6.0,11.0,3.0,13.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,4.0,12.0,28.0,3.0,8.0,17.0,50.0,284,1.0,2.0,2.0,4.0,1.0,5.0,14.0,10.0,14.0,9.0,,6.0,1.0,2.0,14.0,2.0,16.0,,9.0,4.0,34.0,3.0,5.0,8.0,13.0,4.0,17.0,9.0,4.0,5.0,9.0,7.0,3.0,,2.0,12.0,16.0,20.0,1.0,2.0,7.0,,3.0,1.0,,1.0,14.0,65,0.4166666666666667,0.4166666666666667,1.0,0.375,0.2,0.375,0.42857142857142855,0.5,0.4583333333333333,0.3888888888888889,0.5333333333333333,0.5384615384615384,0.2222222222222222,0.07142857142857142,0.25,18.6046511627907,0.75,0.0898876404494382,0.034482758620689655,0.1388888888888889,0.104,0.03508771929824561,0.11764705882352941,0.1282051282051282,0.03125,0.14814814814814814,0.1111111111111111,0.75,1.0,0.3055555555555556,0.5454545454545454,0.6,0.3611111111111111,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.05555555555555555,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,1.0,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.44667499999999993,0.5694,0.44571666666666665,0.16666666666666666,0.20588235294117646,,0.28,12.385714285714288,24.400000000000002,0.24253731343283583,,,,,,,7.0,,1.0,1.0,2.0,6.0,1.0,,,,,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,,,,,2.0,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.037037037037037035,0.023809523809523808,0.2,0.05263157894736842,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,3824.0,64,-10,116,113,35,37,9.0,229,6.0,7.0,2.0,4.0,8.0,3.0,8.0,,,,,,,,,13.0,23.0,,,4.0,30.0,122,5.0,,1.0,4.0,,,4.0,18.0,8.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,4.0,2.0,6.0,9.0,5.0,14.0,2.0,1.0,1.0,2.0,2.0,,,,2.0,4.0,5.0,1.0,,3.0,,,,,,4.0,35,0.6923076923076923,0.8181818181818182,,,,,0.5652173913043478,0.25,0.5652173913043478,0.25,0.6,0.4,,0.043478260869565216,,21.6,1.0,0.16216216216216217,0.13333333333333333,0.16666666666666666,0.16326530612244897,0.1,0.14285714285714285,0.2222222222222222,0.07142857142857142,0.1,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.34782608695652173,0.5,0.5714285714285714,0.34782608695652173,0.375,0.375,1.0,,,,,,,,,0.4,,,,,0.30434782608695654,,0.4255391304347826,0.477,0.37927500000000003,0.12,0.12,,0.13333333333333333,8.878260869565219,,0.3017241379310345,1.0,1.0,1.0,3.0,,6.0,2.0,,,,2.0,,,0.6,0.6,0.6,0.14285714285714285,0.2,0.5,,0.6666666666666666,0.5,0.25,1.0,0.2,,,,0.5,,2.0,,,3.0,0.125,,0.125,,0.2222222222222222,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
689,1610612757,Theo Ratliff,Theo Ratliff,689,POR,2939.0,49,7,85,87,14,22,6.0,172,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,3.0,5.0,75,,,1.0,1.0,,,4.0,2.0,,,,,,,,,,,,,,1.0,,6.0,6.0,1.0,7.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,6.0,,,3.0,,,10.0,8.0,10.0,4.0,14,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.625,1.0,,,,6.451612903225806,0.5,0.1875,0.04,,0.13953488372093023,0.03225806451612903,,0.1,0.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5183,,0.5183,0.75,0.75,,0.8,,,0.16470588235294117,,1.0,1.0,,,,2.0,,,,,,5.0,,,,0.125,,,0.5,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,4471.0,75,-8,125,128,21,17,18.0,253,5.0,8.0,5.0,2.0,4.0,,,,,,,,,,,7.0,12.0,,,2.0,16.0,143,5.0,,,2.0,,,,10.0,4.0,,,,,1.0,1.0,,1.0,,,,2.0,7.0,5.0,6.0,12.0,10.0,22.0,4.0,3.0,1.0,,,1.0,1.0,,1.0,6.0,3.0,1.0,,2.0,,,3.0,3.0,3.0,,21,0.7142857142857143,1.0,,,,,0.5833333333333334,,0.5833333333333334,,0.6153846153846154,,,0.08333333333333333,0.125,9.589041095890412,,0.14634146341463414,0.14285714285714285,0.25,0.18032786885245902,0.15625,0.2727272727272727,0.14285714285714285,0.0625,0.21428571428571427,0.6666666666666666,0.625,0.7142857142857143,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,0.49260833333333337,0.54538,0.5734,0.15384615384615385,0.15384615384615385,,,2.3249999999999997,,0.168,4.0,,2.0,4.0,2.0,10.0,,,1.0,,,5.0,1.0,0.8,0.8,0.8333333333333334,0.10526315789473684,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.6,0.8,1.0,,0.625,,,,1.0,3.0,1.0,,,,,0.2,0.10526315789473684,,0.25,4.0,,1.0,1.0,,0.5,,,0.23076923076923078,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,
949,1610612757,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,POR,6745.0,112,-28,195,198,47,42,26.0,393,12.0,14.0,4.0,2.0,11.0,3.0,10.0,,,,,,2.0,,,17.0,35.0,,2.0,11.0,45.0,211,6.0,,,3.0,,,2.0,18.0,16.0,,,2.0,,2.0,4.0,,4.0,,,3.0,8.0,7.0,3.0,7.0,10.0,8.0,18.0,3.0,2.0,1.0,4.0,2.0,6.0,,2.0,10.0,19.0,13.0,1.0,,7.0,,,2.0,2.0,2.0,2.0,47,0.5294117647058824,0.6923076923076923,,,,,0.4857142857142857,,0.4594594594594595,,0.5232558139534884,0.25,0.05405405405405406,0.05714285714285714,0.07142857142857142,23.766816143497756,0.4,0.1111111111111111,0.1044776119402985,0.1111111111111111,0.1111111111111111,0.0898876404494382,0.07692307692307693,0.12,0.08695652173913043,0.15789473684210525,0.3783783783783784,0.8571428571428571,0.9230769230769231,0.2972972972972973,0.18181818181818182,0.2,0.2702702702702703,0.3,0.3,1.0,,,,,0.05405405405405406,,,,0.6666666666666666,,,,,0.43243243243243246,,0.472254054054054,0.54405,0.36656666666666665,0.16279069767441862,0.17073170731707318,,0.044444444444444446,7.742857142857145,24.799999999999997,0.24102564102564103,4.0,,,5.0,,10.0,2.0,,1.0,,,10.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.19047619047619047,0.13333333333333333,,0.5,0.5,1.0,,,0.2222222222222222,,4.0,,,1.0,2.0,,,1.0,0.09090909090909091,0.045454545454545456,0.06060606060606061,0.25,0.1111111111111111,8.0,,,,1.0,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,708.0,12,-9,21,22,9,9,2.0,43,,1.0,,,,,,1.0,2.0,,1.0,,2.0,,,,1.0,1.0,4.0,,3.0,24,,,,1.0,,1.0,,,,3.0,,2.0,,,1.0,,1.0,,,,2.0,,,1.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,9,,,1.0,0.25,,0.25,,,0.3,,0.3,,0.8,,,21.73913043478261,,0.16666666666666666,,,0.14285714285714285,,,,,,0.2,,,,,,,,,,0.4,0.5,0.5,1.0,0.4,,,,,,0.5,,,1.0,,0.50277,,0.4857,,,,,,24.975,0.42857142857142855,,,1.0,,,,,,1.0,,,1.0,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2724,1610612757,Desmond Ferguson,Desmond Ferguson,2724,POR,958.0,16,17,31,29,19,16,5.0,60,1.0,1.0,,,,,1.0,,1.0,,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,,8.0,17,,1.0,1.0,1.0,2.0,3.0,8.0,2.0,,3.0,3.0,4.0,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,8.0,19,1.0,1.0,0.5,0.4,0.6666666666666666,0.4,0.5,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.7142857142857143,,,22.857142857142858,1.0,0.07692307692307693,,0.2,0.1111111111111111,,,,0.14285714285714285,0.25,0.14285714285714285,1.0,1.0,,,,0.14285714285714285,,,,0.14285714285714285,,,,0.5714285714285714,0.5,0.5,0.5,,1.0,0.25,,0.5,0.8571428571428571,0.5,0.5584928571428571,,0.604175,,,,1.0,9.75,24.46,0.6129032258064516,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,True,,,,,,,,,,,,,,,,,
