EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,on,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,2760.0,46,-22.0,85,85,50.0,60.0,13,170,6.0,7.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,8,10,11.0,27,114,3.0,3.0,3.0,9.0,6.0,7.0,9.0,21.0,8.0,8.0,6.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,5.0,6.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,15.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,21.0,50.0,2.0,0.5,0.8,0.8,1.0,0.8571428571428571,0.8,1.0,0.8571428571428571,0.7941176470588235,0.9,0.8076923076923077,18.181818181818183,0.1923076923076923,0.1818181818181818,0.2,0.1935483870967742,0.1578947368421052,0.375,0.2857142857142857,0.0555555555555555,0.1111111111111111,0.2857142857142857,0.2,0.25,0.7,0.8571428571428571,0.8571428571428571,0.5,0.1,1.0,1.0,0.2,0.5,0.5,1.0,1.0,1.0,0.7142857142857143,1.0,0.7,0.4770999999999999,0.5116333333333333,0.4820142857142858,0.4,0.4,0.3333333333333333,0.7777777777777778,4.78,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,40217.0,670,21.0,1213,1215,287.0,283.0,174,2428,71.0,105.0,13.0,23.0,11.0,21.0,22.0,45.0,35.0,85.0,128,235,54.0,316,1252,16.0,36.0,7.0,39.0,23.0,47.0,24.0,73.0,188.0,68.0,24.0,34.0,6.0,40.0,5.0,20.0,86.0,43.0,16.0,64.0,93.0,50.0,143.0,10.0,7.0,19.0,36.0,5.0,22.0,51.0,82.0,10.0,39.0,7.0,1.0,1.0,1.0,,73.0,287.0,6.0,0.734375,0.8103448275862069,0.5446808510638298,0.4444444444444444,0.4893617021276595,0.532520325203252,0.4324324324324324,0.49,0.5602836879432624,0.4534883720930232,0.553030303030303,22.22222222222222,0.1370449678800856,0.0877551020408163,0.1269841269841269,0.1349072512647554,0.0840787119856887,0.0795454545454545,0.072289156626506,0.0995670995670995,0.1019108280254777,0.1560283687943262,0.1538461538461538,0.1397849462365591,0.4268292682926829,0.6761904761904762,0.8068181818181818,0.704225352112676,0.1829268292682926,0.4888888888888889,0.5365853658536586,0.3455284552845528,0.4117647058823529,0.4166666666666667,0.8285714285714286,0.6216216216216216,0.5652173913043478,0.42,0.5238095238095238,0.4715447154471545,0.4876934959349593,0.5196228571428573,0.481131,0.1418181818181818,0.1477272727272727,0.1234177215189873,0.2310126582278481,8.322553191489364,0.2366034624896949,3.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,11.0,1.0,1.0,3.0,6.0,8.0,2.0,22.0,1.0,12.0,2.0,4.0,3.0,13.0,5.0,3.0,17.0,5.0,10.0,1.0,7.0,1.0,2.0,5.0,7.0,2.0,1.0,1.0,0.1818181818181818,0.3333333333333333,0.1818181818181818,0.0447154471544715,0.0936170212765957,0.1619047619047619,0.0888888888888888,0.0117647058823529,0.4722222222222222,0.4482758620689655,0.0769230769230769,0.0579710144927536,0.0689655172413793,0.0909090909090909,0.0531914893617021,0.6818181818181818,0.0121951219512195,0.032520325203252,0.25,0.25,1.0,0.1538461538461538,0.027027027027027,0.02,0.04,0.5,0.25,24.618181818181814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,70044.0,1167,14.0,2111,2121,518.0,521.0,311,4232,129.0,218.0,38.0,65.0,27.0,48.0,9.0,25.0,13.0,63.0,151,306,131.0,517,2205,39.0,73.0,23.0,110.0,30.0,61.0,43.0,112.0,154.0,148.0,58.0,98.0,7.0,105.0,4.0,42.0,217.0,84.0,22.0,103.0,146.0,92.0,238.0,56.0,31.0,39.0,81.0,15.0,33.0,72.0,165.0,12.0,69.0,10.0,88.0,61.0,88.0,,112.0,518.0,14.0,0.5099337748344371,0.6311475409836066,0.4934640522875817,0.5342465753424658,0.4918032786885246,0.4910941475826972,0.5178571428571429,0.4423076923076923,0.5476190476190477,0.5567010309278351,0.5396039603960396,21.650717703349283,0.1277915632754342,0.0991735537190082,0.1128205128205128,0.1248751248751248,0.0921325051759834,0.1180124223602484,0.1151079136690647,0.077720207253886,0.123076923076923,0.1471861471861472,0.1174603174603174,0.1125827814569536,0.55470737913486,0.591743119266055,0.6683937823834197,0.5116279069767442,0.0636132315521628,0.36,0.375,0.1603053435114503,0.2063492063492063,0.2063492063492063,0.6923076923076923,0.7738095238095238,0.5846153846153846,0.6153846153846154,0.5625,0.7760814249363868,0.5323067602040816,0.5500775000000001,0.5401999999999999,0.1592920353982301,0.1900826446280991,0.2127659574468085,0.2166344294003868,4.66045751633987,0.245381335859782,10.0,3.0,22.0,77.0,10.0,1.0,14.0,28.0,87.0,11.0,3.0,17.0,81.0,76.0,22.0,26.0,3.0,53.0,3.0,5.0,3.0,21.0,12.0,25.0,42.0,17.0,26.0,,16.0,4.0,9.0,1.0,12.0,,,0.9642857142857144,0.3218390804597701,0.1764705882352941,0.3255813953488372,0.2213740458015267,0.0849673202614379,0.1146788990825688,0.04,,0.5185185185185185,0.35,0.0352941176470588,0.042016806722689,0.05,0.1136363636363636,0.0659340659340659,0.2222222222222222,0.0254452926208651,0.1959287531806615,0.2857142857142857,0.2857142857142857,1.0,0.0789473684210526,0.119047619047619,0.0384615384615384,0.1794871794871795,0.0714285714285714,0.2894736842105263,25.23448275862069,6.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,12.0,3.0,10.0,17.0,57.0,7.0,0.2727272727272727,0.6477272727272727,0.6,0.6,0.8333333333333334,0.0119047619047619,0.3,1.0,0.6666666666666666,0.0337078651685393,,,,,,,,,,True,,,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,17693.0,295,-43.0,560,566,251.0,276.0,68,1126,12.0,22.0,2.0,2.0,3.0,7.0,1.0,9.0,18.0,47.0,31,78,33.0,134,632,3.0,6.0,2.0,11.0,9.0,26.0,14.0,56.0,44.0,18.0,2.0,16.0,1.0,17.0,,8.0,35.0,4.0,9.0,22.0,36.0,7.0,43.0,5.0,3.0,6.0,11.0,4.0,15.0,41.0,41.0,3.0,15.0,7.0,2.0,2.0,2.0,,56.0,251.0,12.0,0.7096774193548387,0.7333333333333333,0.3974358974358974,0.5,0.3461538461538461,0.4764150943396226,0.5,0.5121951219512195,0.536,0.55,0.56,21.19309262166405,0.1222222222222222,0.0204081632653061,0.1525423728813559,0.1297071129707113,0.0294117647058823,,0.0454545454545454,0.0202020202020202,0.0338983050847457,0.1956521739130435,0.1466666666666666,0.1521739130434782,0.2075471698113207,0.5454545454545454,0.7058823529411765,0.5,0.0849056603773584,0.1111111111111111,0.1666666666666666,0.4433962264150943,0.3829787234042553,0.391304347826087,0.8888888888888888,0.2222222222222222,1.0,0.1707317073170731,0.4285714285714285,0.4716981132075472,0.4820971698113208,0.4920555555555556,0.488171951219512,0.1271186440677966,0.1666666666666666,0.0820895522388059,0.417910447761194,12.616666666666667,0.4482142857142857,9.0,8.0,8.0,19.0,1.0,4.0,7.0,13.0,28.0,3.0,8.0,15.0,36.0,19.0,8.0,9.0,1.0,7.0,1.0,3.0,,5.0,,2.0,5.0,1.0,4.0,,1.0,,,3.0,3.0,,,0.9230769230769232,0.4642857142857143,0.5333333333333333,0.4642857142857143,0.2641509433962264,0.1153846153846153,0.2272727272727272,0.3333333333333333,0.0212765957446808,0.4545454545454545,0.217391304347826,,0.0714285714285714,0.0909090909090909,0.1538461538461538,,,0.0849056603773584,0.1792452830188679,0.4210526315789473,0.4210526315789473,0.875,,0.1111111111111111,0.1951219512195122,0.1707317073170731,0.5714285714285714,0.4210526315789473,24.285714285714285,5.0,2.0,4.0,,1.0,3.0,,,,,,,,,0.3333333333333333,,0.5555555555555556,0.5555555555555556,1.0,0.2222222222222222,,,0.5,,1.0,0.5,1.0,,,,,,,True,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,90814.0,1514,-83.0,2750,2766,789.0,832.0,400,5516,80.0,159.0,17.0,31.0,19.0,47.0,7.0,31.0,167.0,366.0,254,556,89.0,618,2909,30.0,66.0,12.0,78.0,64.0,134.0,31.0,165.0,386.0,122.0,20.0,83.0,9.0,92.0,6.0,22.0,193.0,35.0,26.0,107.0,135.0,43.0,178.0,28.0,17.0,42.0,80.0,25.0,36.0,86.0,133.0,8.0,62.0,8.0,16.0,8.0,16.0,,165.0,789.0,15.0,0.7598425196850394,0.7909836065573771,0.4568345323741007,0.4545454545454545,0.4776119402985074,0.4513651877133106,0.4714285714285714,0.4620689655172413,0.4768518518518518,0.5,0.4940119760479042,22.42069602710194,0.1059405940594059,0.0314748201438848,0.1003861003861003,0.1048069345941686,0.0331753554502369,0.0402010050251256,0.0264550264550264,0.0266666666666666,0.1012269938650306,0.0982456140350877,0.1152882205513784,0.109375,0.2713310580204778,0.5031446540880503,0.6106870229007634,0.5875,0.0529010238907849,0.2258064516129032,0.2916666666666667,0.6245733788395904,0.4562841530054645,0.4575342465753425,0.8502994011976048,0.4428571428571428,0.5483870967741935,0.3241379310344827,0.4042553191489361,0.3225255972696246,0.4595067521367521,0.4799344262295081,0.460107986111111,0.096875,0.101639344262295,0.1262135922330097,0.2669902912621359,13.590287769784172,0.2869090909090909,10.0,6.0,5.0,20.0,4.0,1.0,5.0,7.0,30.0,4.0,2.0,11.0,15.0,19.0,5.0,36.0,3.0,52.0,9.0,7.0,1.0,2.0,4.0,11.0,38.0,14.0,23.0,3.0,15.0,2.0,8.0,2.0,15.0,,,0.7142857142857143,0.2333333333333333,0.1818181818181818,0.2413793103448276,0.0511945392491467,0.0647482014388489,0.1761006289308176,0.2258064516129032,0.0027322404371584,0.475,0.0229885057471264,0.0094339622641509,0.0454545454545454,0.0393700787401574,0.0746268656716417,0.0140350877192982,0.5714285714285714,0.0170648464163822,0.0341296928327645,0.25,0.25,0.6,0.2941176470588235,0.0571428571428571,0.0413793103448275,0.0344827586206896,0.2,0.2631578947368421,25.26333333333333,2.0,,1.0,2.0,2.0,6.0,1.0,,,,3.0,5.0,9.0,,0.5,0.5625,0.2,0.2,1.0,,0.5,0.5,0.1666666666666666,,,,,3.0,0.074074074074074,,,,,True,,,,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,22025.0,367,-42.0,671,681,237.0,247.0,91,1352,13.0,28.0,2.0,3.0,7.0,14.0,6.0,25.0,23.0,37.0,42,90,15.0,108,728,4.0,11.0,,8.0,16.0,33.0,11.0,46.0,30.0,54.0,2.0,65.0,5.0,70.0,3.0,24.0,145.0,5.0,7.0,20.0,27.0,6.0,33.0,10.0,6.0,20.0,46.0,15.0,16.0,44.0,19.0,2.0,6.0,4.0,1.0,,1.0,,46.0,237.0,6.0,0.3571428571428571,0.3658536585365853,0.4666666666666667,0.3636363636363636,0.4848484848484848,0.4386792452830189,0.3636363636363636,0.4375,0.4692982456140351,0.3636363636363636,0.4893617021276595,20.330368487928844,0.0892857142857142,0.0196850393700787,0.0875,0.0888157894736842,0.0202702702702702,0.0093457943925233,0.0476190476190476,0.019047619047619,0.125,0.0655737704918032,0.072289156626506,0.1034482758620689,0.2641509433962264,0.4642857142857143,0.4814814814814814,0.2307692307692307,0.2358490566037736,0.24,0.25,0.3490566037735849,0.6216216216216216,0.6216216216216216,0.4347826086956521,0.2727272727272727,0.6666666666666666,0.35,0.5,0.4150943396226415,0.460110096153846,0.4141899999999999,0.4662684210526315,0.0545454545454545,0.0638297872340425,0.074074074074074,0.4259259259259259,10.295555555555556,0.353204172876304,1.0,,3.0,15.0,,1.0,7.0,3.0,16.0,,1.0,7.0,3.0,14.0,3.0,2.0,2.0,35.0,6.0,1.0,,,3.0,4.0,26.0,4.0,21.0,1.0,5.0,6.0,4.0,1.0,2.0,,,0.3333333333333333,0.1875,0.1428571428571428,0.2,0.1509433962264151,0.0222222222222222,0.0357142857142857,0.04,,0.5652173913043478,,,0.0238095238095238,0.03125,0.0454545454545454,0.0576923076923076,0.3333333333333333,0.0094339622641509,0.1415094339622641,0.2,0.2,0.3333333333333333,,,,0.175,0.1428571428571428,0.2142857142857142,27.81875,,,,,,6.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,True,,,,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,63607.0,1060,-23.0,1917,1921,471.0,482.0,287,3838,58.0,103.0,7.0,11.0,15.0,36.0,21.0,52.0,87.0,199.0,166,354,99.0,482,2017,14.0,32.0,2.0,33.0,31.0,90.0,66.0,143.0,104.0,228.0,8.0,161.0,22.0,183.0,15.0,74.0,388.0,15.0,14.0,53.0,67.0,20.0,87.0,37.0,24.0,37.0,86.0,27.0,26.0,90.0,127.0,8.0,40.0,21.0,3.0,1.0,3.0,,143.0,471.0,15.0,0.3132530120481928,0.3209876543209876,0.4689265536723164,0.4375,0.3444444444444444,0.474009900990099,0.4305555555555556,0.3468468468468468,0.5196078431372549,0.4342105263157895,0.4733333333333333,24.008810572687224,0.0722070844686648,0.0189633375474083,0.0875,0.0749440715883668,0.0213243546576879,0.0327272727272727,0.0074074074074074,0.0131233595800524,0.0614035087719298,0.0747663551401869,0.0787671232876712,0.0769230769230769,0.2549504950495049,0.5631067961165048,0.651685393258427,0.1034482758620689,0.1287128712871287,0.4038461538461538,0.4666666666666667,0.4925742574257425,0.4371859296482412,0.4484536082474227,0.4942528735632184,0.3055555555555556,0.6363636363636364,0.3243243243243243,0.4166666666666667,0.3787128712871287,0.4631415632754342,0.4512034482758621,0.4665381818181818,0.0958904109589041,0.1036269430051813,0.0684647302904564,0.2966804979253112,12.17118644067797,0.245696400625978,8.0,1.0,11.0,42.0,4.0,4.0,20.0,17.0,50.0,4.0,5.0,21.0,42.0,42.0,11.0,26.0,7.0,72.0,15.0,4.0,1.0,,7.0,13.0,49.0,14.0,35.0,2.0,14.0,2.0,7.0,2.0,13.0,,,0.8235294117647058,0.34,0.238095238095238,0.34,0.1237623762376237,0.0734463276836158,0.1359223300970873,0.1346153846153846,0.0251256281407035,0.5697674418604651,,0.0138888888888888,0.04,0.0348837209302325,0.1162790697674418,0.037037037037037,0.1428571428571428,0.0198019801980198,0.1039603960396039,0.2619047619047619,0.2619047619047619,0.7272727272727273,,0.1111111111111111,0.009009009009009,0.1801801801801801,0.2,0.2619047619047619,24.876000000000005,6.0,,1.0,1.0,1.0,9.0,,,6.0,2.0,1.0,1.0,2.0,,0.25,0.6666666666666666,0.75,0.75,1.0,,0.25,1.0,1.0,0.0384615384615384,,,,,0.0714285714285714,,,,,True,,,,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,8512.0,142,-30.0,264,264,115.0,156.0,40,528,7.0,15.0,1.0,3.0,5.0,5.0,1.0,7.0,8.0,25.0,16,47,9.0,47,272,1.0,6.0,,2.0,7.0,21.0,9.0,23.0,14.0,18.0,2.0,17.0,3.0,20.0,2.0,6.0,43.0,5.0,3.0,7.0,10.0,6.0,16.0,7.0,2.0,1.0,8.0,7.0,3.0,10.0,10.0,,1.0,4.0,,,,,23.0,115.0,3.0,0.4375,0.4666666666666667,0.3404255319148936,0.1666666666666666,0.3333333333333333,0.3392857142857143,0.1666666666666666,0.2916666666666667,0.3852459016393442,0.1666666666666666,0.396551724137931,22.115384615384613,0.0813953488372093,0.0462962962962962,0.1111111111111111,0.0884955752212389,0.0472440944881889,0.0294117647058823,,0.0677966101694915,0.1333333333333333,,0.0857142857142857,0.12,0.2678571428571428,0.4666666666666667,0.5833333333333334,0.4285714285714285,0.125,0.1428571428571428,0.1666666666666666,0.4464285714285714,0.32,0.32,0.5,0.5,0.3333333333333333,0.2083333333333333,1.0,0.4285714285714285,0.4522008928571429,0.4562199999999999,0.40691875,0.0175438596491228,0.0208333333333333,0.0425531914893617,0.4893617021276595,11.27659574468085,0.4356060606060606,3.0,,1.0,6.0,,,3.0,2.0,9.0,,,3.0,3.0,6.0,1.0,4.0,1.0,11.0,,1.0,,,3.0,5.0,7.0,1.0,6.0,,1.0,,1.0,,,,,0.5,0.2222222222222222,,0.2222222222222222,0.1607142857142857,0.0851063829787234,0.2,0.1428571428571428,,0.875,,,0.0526315789473684,0.0666666666666666,,0.1,,0.0535714285714285,0.1071428571428571,0.1666666666666666,0.2,,,,,0.125,,0.1666666666666666,24.73333333333333,1.0,,,,,3.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,0.1111111111111111,0.1666666666666666,,True,,,,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,13892.0,232,-83.0,446,448,181.0,197.0,61,894,18.0,29.0,1.0,3.0,5.0,7.0,3.0,9.0,2.0,19.0,23,57,10.0,62,491,2.0,6.0,2.0,6.0,7.0,18.0,4.0,18.0,20.0,26.0,2.0,9.0,,9.0,,5.0,18.0,6.0,3.0,11.0,21.0,8.0,29.0,12.0,7.0,5.0,16.0,7.0,14.0,41.0,15.0,1.0,6.0,2.0,2.0,2.0,2.0,,18.0,181.0,10.0,0.4347826086956521,0.4545454545454545,0.4035087719298245,0.3333333333333333,0.3888888888888889,0.4,0.2857142857142857,0.35,0.4305555555555556,0.375,0.375,17.05426356589147,0.0753424657534246,0.0329670329670329,0.0967741935483871,0.0790960451977401,0.0289855072463768,0.0357142857142857,,0.043010752688172,0.06,0.0277777777777777,0.1166666666666666,0.0625,0.4461538461538462,0.6206896551724138,0.782608695652174,0.4444444444444444,0.1384615384615384,0.3333333333333333,0.375,0.2923076923076923,0.1052631578947368,0.1052631578947368,1.0,0.4285714285714285,0.3333333333333333,0.35,0.7142857142857143,0.5692307692307692,0.5009292307692308,0.4369142857142857,0.48436,0.0857142857142857,0.0967741935483871,0.0967741935483871,0.2903225806451613,7.778947368421052,0.405829596412556,4.0,2.0,1.0,4.0,,,,2.0,8.0,1.0,,2.0,6.0,4.0,1.0,7.0,,4.0,,,2.0,7.0,,5.0,11.0,,4.0,,7.0,2.0,2.0,,2.0,,,1.0,0.25,,0.25,0.123076923076923,0.1228070175438596,0.2068965517241379,0.1111111111111111,,0.6875,0.3333333333333333,0.1052631578947368,,,0.1333333333333333,,,0.0615384615384615,0.0615384615384615,0.25,0.25,1.0,,,0.1,,,0.25,24.4375,1.0,1.0,,,,,,,,,,,,,,,0.25,0.3333333333333333,1.0,0.1428571428571428,,,,,,,,1.0,,1.0,0.125,,0.25,True,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,67557.0,1126,-54.0,2011,2028,445.0,475.0,304,4039,100.0,172.0,49.0,81.0,25.0,37.0,11.0,44.0,9.0,31.0,120,247,55.0,295,2102,50.0,88.0,17.0,117.0,28.0,48.0,15.0,71.0,148.0,92.0,70.0,73.0,3.0,76.0,3.0,51.0,155.0,94.0,30.0,139.0,181.0,115.0,296.0,15.0,10.0,23.0,64.0,13.0,83.0,118.0,92.0,8.0,45.0,5.0,74.0,37.0,74.0,1.0,71.0,445.0,11.0,0.6166666666666667,0.8705882352941177,0.48582995951417,0.5681818181818182,0.5833333333333334,0.4838709677419355,0.5681818181818182,0.5714285714285714,0.5086206896551724,0.5792079207920792,0.5916666666666667,14.786967418546364,0.1752837326607818,0.1111111111111111,0.1612903225806451,0.1726251276813074,0.1149789029535865,0.1516129032258064,0.0945945945945946,0.0850515463917525,0.1750972762645914,0.2081447963800905,0.1523809523809524,0.1521739130434782,0.6935483870967742,0.5813953488372093,0.6711409395973155,0.59,0.1774193548387097,0.25,0.3055555555555556,0.125,0.2903225806451613,0.3333333333333333,0.7777777777777778,0.9204545454545454,0.6049382716049383,0.7551020408163265,0.6756756756756757,0.6975806451612904,0.5019122983870967,0.55358,0.500284693877551,0.1578947368421052,0.1584507042253521,0.3966101694915254,0.2406779661016949,3.842105263157896,0.2212829438090502,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,35.0,,19.0,3.0,15.0,6.0,12.0,18.0,5.0,41.0,9.0,24.0,1.0,17.0,4.0,7.0,6.0,7.0,,3.0,,,,,0.0040322580645161,0.1417004048582996,0.1337209302325581,0.1818181818181818,0.1290322580645161,0.640625,0.2608695652173913,0.0821917808219178,0.1470588235294117,0.15,0.1875,0.2022471910112359,0.7272727272727273,,0.0040322580645161,,,,0.2448979591836734,,,0.0204081632653061,,,24.4,,,,,,,,,,,4.0,33.0,53.0,2.0,,0.7162162162162162,,,,,,,,,,,,,0.1363636363636363,,,,,True,,,,
