EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,PtsUnassisted2s,OffTwoPtRebounds,OffRebounds,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3FGA,FG3A,SelfOReb,Travels,Offensive Fouls,FG3APct,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGA,PenaltyFG2A,ShortMidRangePctBlocked,SecondChanceAtRimFrequency,PenaltyShotQualityAvg,PenaltyFG2M,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,ShortMidRangePctAssisted,PenaltyPointsPct,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips
1510,1610612756,Brevin Knight,Brevin Knight,1510,PHX,1052.0,18,5.0,35,35,2.0,8.0,4.0,70,1.0,1.0,2.0,1.0,3.0,2.0,21,2.0,4.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,15.0,0.6666666666666666,0.1818181818181818,0.3333333333333333,0.2142857142857142,0.5,0.1428571428571428,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3826,15.300000000000002,0.0571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,766.0,13,3.0,24,25,,6.0,3.0,49,1.0,,1.0,3.0,4.0,6.0,15,4.0,,,,,,,,2.0,2.0,3.0,,,,,,,,,,2.0,,,,,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,14.285714285714285,,0.1818181818181818,,0.1666666666666666,,0.1428571428571428,,,0.25,0.25,,,,0.51915,6.4,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0666666666666666,0.0625,0.2,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.4081,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,369.0,6,-2.0,13,12,2.0,2.0,2.0,25,,,1.0,,2.0,2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.3333333333333333,18.75,,,,,,,,,,0.5,,,,0.4563,9.35,0.1538461538461538,,1.0,,,,,,,2.0,,1.0,,,,,,0.5,,,,,,0.5,,0.3333333333333333,0.3333333333333333,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,1610612756,Zarko Cabarkapa,Zarko Cabarkapa,2560,PHX,724.0,12,-1.0,25,24,2.0,6.0,4.0,49,2.0,,1.0,1.0,5.0,2.0,15,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,3.0,,2.0,,,,,2.0,,,0.2,0.1666666666666666,0.1666666666666666,30.0,0.3333333333333333,,,,,,,,0.3333333333333333,0.1666666666666666,,,,0.5507916666666667,7.8199999999999985,0.08,1.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,0.0666666666666666,0.0625,,,0.3333333333333333,0.5,1.0,,,,0.5,,0.1666666666666666,0.2,,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.25,0.25,0.1666666666666666,23.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,866.0,14,9.0,29,28,2.0,2.0,3.0,57,3.0,1.0,2.0,1.0,6.0,2.0,15,,1.0,1.0,,,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,2.0,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,18.18181818181818,,0.1,,0.0769230769230769,,0.1428571428571428,,,0.5,0.3333333333333333,0.5,0.5,,0.4140666666666666,10.949999999999998,0.0689655172413793,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,0.0666666666666666,0.0625,,,0.1666666666666666,,,,,,0.1666666666666666,0.5503,,,,1.0,0.1666666666666666,,,,,,,,0.2,,,,1.0,1.0,0.3333333333333333,1.0,0.3996,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,186.0,3,-4.0,6,7,,6.0,1.0,13,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.57142857142857,,,,,,,,,,,,,,0.5845,1.5,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,1.0,1.0,,,,0.5,,,0.5,24.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,521.0,9,11.0,17,17,,,1.0,34,,,1.0,2.0,4.0,8.0,7,2.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,1.0,,,,,,0.5,0.5,0.5,0.5,0.8,27.77777777777778,,0.25,,0.25,0.5,0.1666666666666666,,,,0.25,,,,0.577975,4.1,,2.0,3.0,,,2.0,,,,4.0,2.0,3.0,,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,0.75,,0.6,0.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,641.0,11,3.0,22,23,2.0,8.0,2.0,45,1.0,1.0,2.0,2.0,4.0,4.0,14,4.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,2.0,,,,,2.0,1.0,1.0,0.5,0.5,0.5,20.833333333333336,1.0,,0.5,0.1666666666666666,,,0.5,,0.25,0.5,0.5,0.5,1.0,0.4085499999999999,11.4,0.0909090909090909,,1.0,1.0,2.0,,1.0,1.0,,,,,,0.1,0.0833333333333333,,,0.25,,,,1.0,1.0,0.25,0.45005,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,0.3039,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,52.0,1,-1.0,1,2,,2.0,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,83.0,1,2.0,3,2,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
