EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,3SecondViolations,Corner3PctBlocked,on,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,56887.0,948,-103.0,1761,1746,419.0,363.0,189.0,3507,23.0,42.0,2.0,8.0,14.0,36.0,88.0,52.0,129.0,14.0,39.0,1.0,3.0,4.0,13.0,10.0,44.0,1.0,4.0,6.0,13.0,111.0,259.0,24.0,83.0,59.0,353.0,1856,6.0,24.0,2.0,7.0,2.0,20.0,26.0,57.0,10.0,26.0,34.0,116.0,74.0,148.0,72.0,4.0,44.0,10.0,12.0,105.0,34.0,139.0,21.0,13.0,47.0,14.0,44.0,312.0,4.0,9.0,17.0,57.0,5.0,79.0,13.0,92.0,3.0,15.0,9.0,6.0,46.0,17.0,36.0,45.0,3.0,10.0,1.0,5.0,91.0,1.0,21.0,24.0,62.0,2.0,15.0,69.0,5.0,2.0,23.0,13.0,11.0,5.0,3.0,3.0,11.0,5.0,1.0,116.0,419.0,9.0,0.3333333333333333,0.3394495412844037,1.0,0.2891566265060241,0.2857142857142857,0.38461538461538464,0.2891566265060241,0.42857142857142855,0.25,0.45614035087719296,0.4298245614035088,0.2903225806451613,0.4939759036144578,0.47050938337801607,0.3125,0.5637254901960784,0.24269005847953215,0.04633204633204633,0.19047619047619047,0.022727272727272728,0.015503875968992248,23.375314861460957,0.5054945054945055,0.11363636363636363,0.07808219178082192,0.013333333333333334,0.12318840579710146,0.021739130434782608,0.08525345622119816,0.015133876600698487,0.03184713375796178,0.01020408163265306,0.006211180124223602,0.019417475728155338,0.024691358024691357,0.0635593220338983,0.04591836734693878,0.11073825503355705,0.12612612612612611,0.1111111111111111,0.015463917525773196,0.45454545454545453,0.12280701754385964,0.5476190476190477,0.6764705882352942,0.34782608695652173,0.2573099415204678,0.4090909090909091,0.4186046511627907,0.1388888888888889,0.37719298245614036,0.40310077519379844,0.4094488188976378,0.46153846153846156,0.11403508771929824,0.358974358974359,0.358974358974359,1.0,0.1286549707602339,0.22727272727272727,0.22727272727272727,1.0,0.06451612903225806,0.0967741935483871,0.3333333333333333,1.0,0.12903225806451613,0.25,1.0,0.1686746987951807,0.5714285714285714,0.1566265060240964,0.3076923076923077,0.1566265060240964,0.46153846153846156,0.3654970760233918,0.22727272727272727,0.4604239766081871,0.45041086956521736,0.4632409638554217,0.06388888888888888,0.08303249097472924,0.056657223796033995,0.3286118980169972,11.94594594594594,24.196385542168674,0.23793299261783077,,,,,,,,,,,,,,,,,,True,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,104220.0,1737,-197.0,3153,3129,719.0,636.0,357.0,6282,32.0,57.0,7.0,6.0,10.0,33.0,71.0,110.0,279.0,10.0,28.0,,,2.0,5.0,16.0,61.0,2.0,5.0,2.0,19.0,175.0,407.0,26.0,89.0,66.0,494.0,3218,13.0,24.0,2.0,5.0,7.0,39.0,35.0,90.0,4.0,24.0,31.0,113.0,196.0,154.0,69.0,6.0,58.0,16.0,16.0,171.0,53.0,224.0,25.0,28.0,64.0,34.0,73.0,501.0,6.0,12.0,16.0,112.0,4.0,132.0,18.0,150.0,5.0,55.0,35.0,20.0,45.0,9.0,30.0,33.0,3.0,15.0,3.0,5.0,78.0,5.0,18.0,60.0,114.0,1.0,8.0,85.0,7.0,1.0,25.0,19.0,10.0,7.0,1.0,2.0,10.0,4.0,,113.0,719.0,14.0,0.56,0.5697674418604651,0.8846153846153846,0.29213483146067415,0.4,0.16666666666666666,0.3023255813953488,0.42997542997543,0.5416666666666666,0.3888888888888889,0.4314516129032258,0.5517241379310345,0.35964912280701755,0.46254681647940077,0.609375,0.424812030075188,0.17943548387096775,0.03931203931203931,0.17543859649122806,0.056338028169014086,0.007168458781362007,17.11484593837535,0.5769230769230769,0.0425531914893617,0.08452830188679246,0.00951625693893735,0.0653061224489796,0.01875,0.08152866242038216,0.011385199240986717,0.019417475728155338,0.011049723756906077,0.003389830508474576,0.02247191011235955,0.014084507042253521,0.09203980099502487,0.07088607594936709,0.08901515151515152,0.0582010582010582,0.08928571428571429,0.019011406844106463,0.4,0.11491935483870967,0.5614035087719298,0.6808510638297872,0.4375,0.1431451612903226,0.4647887323943662,0.4925373134328358,0.24242424242424243,0.5625,0.3942652329749104,0.3971119133574007,0.6909090909090909,0.056451612903225805,0.35714285714285715,0.35714285714285715,0.8,0.12298387096774194,0.26229508196721313,0.26666666666666666,0.9375,0.2413793103448276,,,,0.1724137931034483,0.4,1.0,0.08771929824561403,0.6,0.043859649122807015,0.4,0.16666666666666666,0.10526315789473684,0.29435483870967744,0.27586206896551724,0.4358659877800408,0.48136200000000007,0.39891727272727284,0.05048543689320388,0.058823529411764705,0.07894736842105263,0.22874493927125505,14.510565110565114,26.00561797752809,0.22803679035838884,7.0,9.0,3.0,1.0,1.0,1.0,0.011235955056179775,0.01639344262295082,1.0,0.2857142857142857,0.011111111111111112,,,,,,,True,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,74905.0,1248,-60.0,2287,2264,489.0,437.0,266.0,4551,64.0,117.0,18.0,8.0,25.0,56.0,153.0,95.0,254.0,15.0,32.0,3.0,3.0,1.0,6.0,20.0,62.0,3.0,4.0,2.0,11.0,215.0,524.0,35.0,94.0,147.0,682.0,2308,21.0,54.0,6.0,7.0,18.0,78.0,34.0,100.0,3.0,17.0,77.0,154.0,190.0,240.0,99.0,20.0,62.0,20.0,31.0,125.0,31.0,156.0,13.0,18.0,47.0,13.0,65.0,343.0,8.0,30.0,15.0,90.0,5.0,110.0,38.0,148.0,9.0,39.0,23.0,16.0,54.0,13.0,34.0,45.0,5.0,20.0,5.0,3.0,99.0,7.0,18.0,47.0,98.0,5.0,15.0,181.0,7.0,13.0,49.0,37.0,32.0,21.0,1.0,10.0,34.0,16.0,1.0,154.0,489.0,13.0,0.4418604651162791,0.4634146341463415,0.9428571428571428,0.3723404255319149,0.8571428571428571,0.17647058823529413,0.3723404255319149,0.41030534351145037,0.3888888888888889,0.34,0.43284789644012944,0.4918032786885246,0.32905982905982906,0.4828080229226361,0.5492957746478874,0.47530864197530864,0.15210355987055016,0.05916030534351145,0.11965811965811966,0.08496732026143791,0.015748031496062992,30.59185242121445,0.5454545454545454,0.07142857142857142,0.09278350515463918,0.032467532467532464,0.08379888268156424,0.03463203463203463,0.09138381201044386,0.0329004329004329,0.05687203791469194,0.036101083032490974,0.01834862385321101,0.015384615384615385,0.0594059405940594,0.06440677966101695,0.06825938566552901,0.13350785340314136,0.10294117647058823,0.023255813953488372,0.02694610778443114,0.47058823529411764,0.18932038834951456,0.5470085470085471,0.6213592233009708,0.390625,0.24757281553398058,0.3660130718954248,0.4,0.2857142857142857,0.4110032362459547,0.37401574803149606,0.38,0.5684210526315789,0.05177993527508091,0.46875,0.46875,0.9333333333333333,0.10032362459546926,0.3225806451612903,0.3225806451612903,0.95,0.29508196721311475,0.04918032786885246,1.0,0.6666666666666666,0.06557377049180328,0.75,1.0,0.21367521367521367,0.32,0.05128205128205128,0.16666666666666666,0.09401709401709402,0.18181818181818182,0.3414239482200647,0.3225806451612903,0.4521440938511327,0.45359181818181826,0.42396068376068374,0.07564296520423601,0.08657243816254417,0.11436950146627566,0.22580645161290322,11.593702290076337,24.73617021276596,0.21381722780935725,11.0,6.0,,,1.0,,,,0.6111111111111112,0.18181818181818182,0.010526315789473684,2.0,2.0,,,,,True,,,,,
1960,1610612761,Milt Palacio,Milt Palacio,1960,TOR,9983.0,166,-91.0,298,305,89.0,111.0,36.0,603,9.0,22.0,3.0,4.0,6.0,,4.0,5.0,12.0,,1.0,,,,1.0,1.0,2.0,,,,,14.0,38.0,1.0,3.0,13.0,44.0,355,,3.0,,,1.0,1.0,6.0,11.0,,1.0,9.0,21.0,6.0,22.0,3.0,,2.0,1.0,4.0,14.0,8.0,22.0,4.0,4.0,2.0,2.0,10.0,52.0,1.0,2.0,1.0,11.0,,12.0,3.0,15.0,1.0,6.0,5.0,1.0,12.0,3.0,4.0,5.0,,8.0,1.0,,17.0,2.0,8.0,7.0,19.0,,1.0,16.0,,,5.0,3.0,1.0,1.0,,,1.0,1.0,,21.0,89.0,4.0,0.21428571428571427,0.21428571428571427,1.0,0.3333333333333333,,,0.3333333333333333,0.3684210526315789,,0.5454545454545454,0.3780487804878049,,0.5,0.4489795918367347,0.125,0.6176470588235294,0.07317073170731707,0.10526315789473684,0.13636363636363635,,0.08333333333333333,19.526627218934912,0.7058823529411765,,0.0990990990990991,0.01652892561983471,0.041666666666666664,0.03225806451612903,0.08888888888888889,0.019736842105263157,0.024390243902439025,0.034482758620689655,,0.0625,,0.05714285714285714,0.12121212121212122,0.11627906976744186,,0.16666666666666666,0.045454545454545456,1.0,0.5365853658536586,0.4090909090909091,0.47368421052631576,0.2222222222222222,0.0975609756097561,,,,0.2926829268292683,0.4166666666666667,0.45454545454545453,0.2,0.024390243902439025,,,,0.04878048780487805,0.5,0.5,1.0,1.0,,,,,,,0.5,0.6666666666666666,0.08333333333333333,,,,0.6097560975609756,0.5,0.4955512195121951,0.5598,0.4993625,0.10869565217391304,0.11627906976744186,0.022727272727272728,0.4772727272727273,6.571052631578946,24.0,0.2986577181208054,,,,,,,,,,,,,,,,,,True,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,38877.0,648,-25.0,1171,1162,312.0,307.0,130.0,2333,17.0,36.0,3.0,5.0,9.0,1.0,10.0,11.0,24.0,25.0,59.0,3.0,4.0,6.0,16.0,17.0,47.0,1.0,4.0,5.0,15.0,29.0,70.0,42.0,106.0,19.0,203.0,1164,3.0,6.0,4.0,8.0,3.0,21.0,10.0,19.0,11.0,31.0,5.0,58.0,42.0,16.0,120.0,,45.0,17.0,7.0,23.0,15.0,38.0,11.0,4.0,5.0,4.0,14.0,91.0,3.0,7.0,15.0,62.0,7.0,84.0,11.0,95.0,2.0,23.0,15.0,8.0,10.0,8.0,8.0,14.0,,2.0,,,24.0,1.0,4.0,26.0,64.0,2.0,5.0,22.0,4.0,,7.0,,6.0,2.0,,4.0,6.0,3.0,,58.0,312.0,9.0,0.7241379310344828,0.7241379310344828,0.9523809523809523,0.39622641509433965,0.5,0.3548387096774194,0.40384615384615385,0.4142857142857143,0.5,0.5263157894736842,0.5227272727272727,0.6428571428571429,0.53,0.5546448087431693,0.7,0.5576923076923077,0.6022727272727273,0.1,0.1111111111111111,0.2,0.041666666666666664,15.669947009841028,0.4166666666666667,0.19444444444444445,0.12375249500998003,0.01569506726457399,0.17647058823529413,0.022388059701492536,0.13139931740614336,0.017241379310344827,0.0234375,0.007518796992481203,0.016216216216216217,0.027777777777777776,0.016129032258064516,0.09803921568627451,0.10843373493975904,0.15934065934065933,0.20588235294117646,0.058823529411764705,0.022222222222222223,0.5,0.20454545454545456,0.4722222222222222,0.53125,0.5882352941176471,0.056818181818181816,0.1,0.125,,0.13636363636363635,0.4583333333333333,0.4782608695652174,1.0,0.3352272727272727,0.423728813559322,0.423728813559322,0.96,0.26704545454545453,0.3617021276595745,0.3617021276595745,0.9411764705882353,0.21428571428571427,0.2857142857142857,0.75,1.0,0.2857142857142857,0.25,1.0,0.18,0.5555555555555556,0.32,0.375,0.3,0.3333333333333333,0.8068181818181818,0.37777777777777777,0.5334494252873564,0.5197666666666667,0.5205020833333335,0.060109289617486336,0.0958904109589041,0.10344827586206896,0.2857142857142857,7.831428571428572,24.66226415094339,0.2664389410760034,1.0,6.0,2.0,,4.0,,,,0.3333333333333333,,0.03636363636363636,,,1.0,0.027777777777777776,,,True,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,60571.0,1010,-130.0,1866,1845,375.0,324.0,201.0,3711,67.0,112.0,37.0,13.0,23.0,29.0,88.0,30.0,81.0,,,,,,,,4.0,,1.0,,1.0,126.0,281.0,,4.0,85.0,337.0,1903,23.0,46.0,,1.0,15.0,61.0,21.0,48.0,,1.0,21.0,63.0,156.0,96.0,,38.0,4.0,,25.0,26.0,8.0,34.0,5.0,3.0,10.0,3.0,13.0,76.0,18.0,66.0,8.0,127.0,9.0,144.0,86.0,230.0,9.0,28.0,18.0,10.0,25.0,2.0,10.0,18.0,2.0,15.0,,4.0,43.0,4.0,10.0,53.0,96.0,6.0,4.0,128.0,12.0,,60.0,10.0,41.0,31.0,,10.0,41.0,25.0,6.0,63.0,375.0,8.0,0.6190476190476191,0.7289719626168224,,,,,,0.4483985765124555,0.5,0.4375,0.4421052631578947,0.48936170212765956,0.42857142857142855,0.4912536443148688,0.5350877192982456,0.4921875,0.014035087719298246,0.08896797153024912,0.15178571428571427,0.07954545454545454,0.012345679012345678,18.328584995251664,0.5813953488372093,0.17647058823529413,0.16429495472186287,0.08835341365461848,0.06666666666666667,0.09782608695652174,0.1511758118701008,0.09022556390977443,0.10919540229885058,0.09821428571428571,0.07163323782234957,0.07692307692307693,0.125,0.15261044176706828,0.1414141414141414,0.18711656441717792,0.05555555555555555,0.1,0.06870229007633588,0.6097560975609756,0.3929824561403509,0.5982142857142857,0.7052631578947368,0.5671641791044776,0.3087719298245614,0.32954545454545453,0.35802469135802467,0.5517241379310345,0.28421052631578947,0.37037037037037035,0.375,0.8,,,,,0.014035087719298246,,,,0.7872340425531915,,,,0.02127659574468085,,,0.46938775510204084,0.5652173913043478,,,0.02040816326530612,,0.4070175438596491,,0.4572361403508773,0.50973875,0.46263571428571426,0.18018018018018017,0.182370820668693,0.18100890207715134,0.18694362017804153,7.938078291814946,29.05,0.20096463022508038,21.0,,,,,1.0,,,0.5675675675675675,0.047619047619047616,,,,2.0,0.043478260869565216,3.0,,True,,,,,
923,1610612761,Donyell Marshall,Donyell Marshall,923,TOR,70617.0,1177,-84.0,2157,2136,487.0,391.0,248.0,4293,99.0,154.0,65.0,14.0,27.0,31.0,76.0,26.0,71.0,24.0,62.0,3.0,5.0,7.0,17.0,26.0,61.0,4.0,6.0,5.0,17.0,156.0,301.0,50.0,123.0,65.0,527.0,2263,43.0,78.0,7.0,11.0,18.0,125.0,21.0,44.0,12.0,34.0,19.0,97.0,220.0,92.0,147.0,54.0,61.0,26.0,12.0,28.0,17.0,45.0,5.0,12.0,13.0,4.0,11.0,107.0,17.0,67.0,32.0,192.0,29.0,253.0,88.0,341.0,10.0,34.0,23.0,11.0,21.0,6.0,15.0,22.0,1.0,6.0,,2.0,43.0,7.0,8.0,53.0,93.0,6.0,11.0,90.0,17.0,,45.0,7.0,59.0,41.0,4.0,14.0,60.0,35.0,2.0,97.0,487.0,3.0,0.7051282051282052,0.8527131782945736,0.98,0.4065040650406504,0.6363636363636364,0.35294117647058826,0.4065040650406504,0.5182724252491694,0.5512820512820513,0.4772727272727273,0.5448113207547169,0.601123595505618,0.5,0.5728260869565217,0.6510416666666666,0.5271739130434783,0.29009433962264153,0.03986710963455149,0.05844155844155844,0.039473684210526314,,20.589439214081047,0.4883720930232558,0.43283582089552236,0.2100656455142232,0.08150851581508516,0.19393939393939394,0.06938775510204082,0.20759962928637626,0.07872539831302718,0.12121212121212122,0.0875,0.057291666666666664,0.06716417910447761,0.07207207207207207,0.1601423487544484,0.2366412213740458,0.22911051212938005,0.1937984496124031,0.19444444444444445,0.04950495049504951,0.5833333333333334,0.3632075471698113,0.6428571428571429,0.6827586206896552,0.6565656565656566,0.1792452830188679,0.40789473684210525,0.4246575342465753,0.6451612903225806,0.16745283018867924,0.36619718309859156,0.36619718309859156,0.9615384615384616,0.14622641509433962,0.3870967741935484,0.39344262295081966,0.9583333333333334,0.14386792452830188,0.4262295081967213,0.4262295081967213,1.0,0.7303370786516854,0.056179775280898875,0.6,1.0,0.06741573033707865,0.6666666666666666,1.0,0.34615384615384615,0.5185185185185185,0.21794871794871795,0.4117647058823529,0.21794871794871795,0.29411764705882354,0.6533018867924528,0.4262295081967213,0.5120857311320756,0.5526506849315068,0.5204602564102565,0.10154525386313466,0.13677811550151975,0.23719165085388993,0.1840607210626186,6.525913621262458,24.07886178861789,0.2257765414928141,38.0,3.0,,1.0,1.0,2.0,0.008130081300813009,,0.5846153846153846,0.23684210526315788,0.008064516129032258,1.0,1.0,4.0,0.06896551724137931,1.0,0.016129032258064516,True,,,,,
2040,1610612761,Jerome Moiso,Jerome Moiso,2040,TOR,6468.0,108,-4.0,184,185,34.0,46.0,25.0,369,4.0,9.0,4.0,,1.0,2.0,13.0,,1.0,,,,,,,,,,,,,6.0,23.0,,,5.0,17.0,186,1.0,6.0,,,1.0,3.0,,2.0,,,1.0,1.0,10.0,2.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,2.0,3.0,10.0,3.0,18.0,2.0,23.0,13.0,36.0,2.0,4.0,3.0,1.0,2.0,1.0,,3.0,1.0,2.0,,1.0,5.0,1.0,,5.0,12.0,,,6.0,,,2.0,1.0,3.0,2.0,,1.0,3.0,,,1.0,34.0,1.0,0.8333333333333334,1.0,,,,,,0.2608695652173913,0.16666666666666666,,0.2608695652173913,0.16666666666666666,,0.3269230769230769,0.21428571428571427,0.16666666666666666,,0.043478260869565216,0.1111111111111111,,,14.351851851851851,0.4,0.4,0.20930232558139536,0.13513513513513514,0.2,0.17647058823529413,0.2079207920792079,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.1724137931034483,0.2222222222222222,0.125,0.35,0.15384615384615385,0.175,0.14285714285714285,1.0,0.125,,0.391304347826087,0.4444444444444444,0.5,0.75,0.5652173913043478,0.15384615384615385,0.15384615384615385,1.0,0.043478260869565216,,,,,,,,,,,,0.6666666666666666,,,,,,,0.5,,,,,,0.391304347826087,,0.45008260869565214,0.5297833333333334,0.36945,0.08,0.08,0.17647058823529413,0.058823529411764705,5.265217391304348,,0.18478260869565216,1.0,,,,,,,,0.25,,,,,,,,,True,,,,,
2425,1610612761,Robert Archibald,Robert Archibald,2425,TOR,7737.0,129,-19.0,236,233,52.0,76.0,33.0,469,2.0,11.0,5.0,,1.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,4.0,18.0,,,8.0,16.0,226,,7.0,,,2.0,2.0,,2.0,,,2.0,2.0,4.0,4.0,,,,,2.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,4.0,11.0,3.0,12.0,2.0,17.0,15.0,32.0,2.0,8.0,4.0,4.0,2.0,,1.0,2.0,,1.0,,1.0,4.0,1.0,,10.0,27.0,4.0,1.0,12.0,,,6.0,,3.0,2.0,,1.0,3.0,2.0,,2.0,52.0,6.0,0.5,0.5,,,,,,0.2222222222222222,,,0.2222222222222222,,,0.3333333333333333,0.1111111111111111,0.3333333333333333,,0.1111111111111111,0.18181818181818182,,,10.144927536231885,0.5,0.25,0.12631578947368421,0.10091743119266056,0.13636363636363635,0.16,0.1282051282051282,0.11194029850746269,0.12121212121212122,0.12121212121212122,0.06976744186046512,0.14285714285714285,0.18181818181818182,0.12121212121212122,0.1,0.15625,0.15,,0.16666666666666666,0.6666666666666666,0.6111111111111112,0.18181818181818182,0.2222222222222222,0.5,0.2222222222222222,0.25,0.25,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.7142857142857143,,,,,,,0.5,,,,,,0.6111111111111112,,0.4868555555555555,0.5129833333333332,0.48860000000000003,0.25,0.25,0.125,0.125,5.133333333333333,,0.22033898305084745,,,,,,2.0,,,,,,,,,,,,True,,,,,
2437,1610612761,Lonny Baxter,Lonny Baxter,2437,TOR,17531.0,292,-11.0,512,517,132.0,91.0,54.0,1029,22.0,44.0,10.0,4.0,6.0,6.0,20.0,4.0,9.0,,,,,,,,,,,,,32.0,73.0,,,11.0,75.0,505,6.0,11.0,,,3.0,15.0,8.0,13.0,,,6.0,22.0,48.0,16.0,,6.0,,,10.0,4.0,1.0,5.0,,1.0,2.0,,2.0,11.0,3.0,15.0,11.0,30.0,4.0,45.0,18.0,63.0,1.0,9.0,6.0,3.0,5.0,,2.0,8.0,3.0,3.0,1.0,1.0,13.0,5.0,2.0,25.0,38.0,5.0,2.0,25.0,3.0,,13.0,1.0,10.0,6.0,,4.0,10.0,8.0,2.0,22.0,132.0,1.0,0.75,0.8275862068965517,,,,,,0.4383561643835616,0.5454545454545454,0.6153846153846154,0.4383561643835616,0.5454545454545454,0.6153846153846154,0.44642857142857145,0.5769230769230769,0.55,,0.136986301369863,0.18181818181818182,0.1,,16.753022452504318,0.38461538461538464,0.25,0.13100436681222707,0.07462686567164178,0.21153846153846154,0.06,0.14590747330960854,0.07171314741035857,0.11666666666666667,0.05555555555555555,0.05747126436781609,0.08695652173913043,0.037037037037037035,0.17857142857142858,0.125,0.10752688172043011,0.21428571428571427,0.2,0.03225806451612903,0.8,0.6027397260273972,0.5,0.6111111111111112,0.6818181818181818,0.273972602739726,0.3,0.3333333333333333,0.8333333333333334,0.1232876712328767,0.4444444444444444,0.4444444444444444,1.0,,,,,,,,,0.9090909090909091,,,,,,,0.46153846153846156,0.6666666666666666,,,,,0.6027397260273972,,0.5035328767123287,0.5397777777777778,0.5098846153846155,0.1566265060240964,0.1566265060240964,0.2,0.29333333333333333,4.34931506849315,,0.2578125,6.0,,,,,4.0,,,0.6,0.3333333333333333,,,,,,1.0,,True,,,,,
