EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,Corner3Assists,OffThreePtRebounds,DefensiveGoaltends,SecondChanceFg2Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,FTDefRebounds,DefFTReboundPct,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,Clear Path Fouls,HeaveMakes,OffensiveGoaltends,SecondChanceAtRimPctAssisted,on,BlockedCorner3,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,13623.0,227,-75,452,450,102.0,83.0,57,902,3.0,10.0,1.0,4.0,15.0,9.0,34.0,1.0,5.0,1.0,2.0,7.0,18.0,1.0,3.0,1.0,5.0,16.0,59,8.0,23.0,6.0,62.0,481,1.0,1.0,3.0,3.0,1.0,7.0,2.0,7.0,2.0,10.0,14.0,18.0,24.0,18.0,7.0,3.0,22.0,2.0,24.0,2.0,13.0,4.0,5.0,50.0,2.0,3.0,21.0,24.0,2.0,26.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,10.0,1.0,3.0,1.0,15,1.0,4.0,6.0,21.0,2.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,10.0,102.0,1.0,0.4375,0.4375,1.0,0.34782608695652173,0.3333333333333333,0.2857142857142857,0.34782608695652173,0.2711864406779661,0.14285714285714285,0.34146341463414637,0.375,0.2857142857142857,0.35714285714285715,0.375,0.3125,0.2804878048780488,0.05084745762711865,0.1,0.13333333333333333,19.001919385796544,0.3333333333333333,0.1206896551724138,0.010101010101010102,0.07317073170731707,0.11162790697674418,0.008733624454148471,0.022988505747126436,0.18518518518518517,0.10204081632653061,0.08450704225352113,0.06666666666666667,0.09090909090909091,0.01818181818181818,0.5,0.12195121951219512,0.3,0.3333333333333333,0.6666666666666666,0.18292682926829268,0.26666666666666666,0.3076923076923077,0.25,0.4146341463414634,0.2647058823529412,0.2647058823529412,0.4444444444444444,0.06097560975609756,0.2,0.2,1.0,0.21951219512195122,0.3888888888888889,0.3888888888888889,1.0,0.25,0.75,0.3333333333333333,1.0,0.14285714285714285,0.5,0.35714285714285715,0.2,0.4024390243902439,0.3888888888888889,0.4748073170731707,0.5419875000000001,0.4712321428571428,0.024390243902439025,0.03389830508474576,0.04838709677419355,0.16129032258064516,12.228813559322036,25.004347826086953,0.22566371681415928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,13161.0,219,-18,412,413,99.0,125.0,48,825,8.0,11.0,3.0,5.0,10.0,22.0,50.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,35.0,71,1.0,1.0,8.0,81.0,409,7.0,1.0,1.0,7.0,7.0,16.0,1.0,1.0,,17.0,64.0,6.0,,1.0,1.0,2.0,12.0,2.0,14.0,1.0,4.0,2.0,6.0,30.0,4.0,1.0,12.0,13.0,6.0,19.0,,6.0,4.0,2.0,1.0,2.0,1.0,5.0,3.0,,,6,2.0,3.0,2.0,11.0,,,9.0,3.0,,6.0,,1.0,1.0,,1.0,1.0,17.0,99.0,3.0,0.9142857142857143,0.9696969696969697,,1.0,1.0,1.0,1.0,0.49295774647887325,0.4375,0.5069444444444444,0.4375,0.5,0.54,0.4375,0.5,0.013888888888888888,0.028169014084507043,0.09090909090909091,,17.197452229299362,0.16666666666666666,0.07692307692307693,0.023668639053254437,0.023255813953488372,0.06532663316582915,0.03015075376884422,0.033707865168539325,0.044444444444444446,0.05405405405405406,0.10810810810810811,,0.2,,1.0,0.1527777777777778,0.7272727272727273,0.8,0.75,0.1388888888888889,0.5,0.5,1.0,0.6944444444444444,0.44,0.4489795918367347,0.9545454545454546,,,,,0.013888888888888888,1.0,1.0,,0.375,0.125,1.0,,,,0.058823529411764705,1.0,0.16666666666666666,1.0,0.43131041666666664,0.4558,0.41322058823529406,0.08,0.08108108108108109,0.08641975308641975,0.20987654320987653,14.71549295774648,26.1,0.24029126213592233,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,0.2857142857142857,0.02,0.06666666666666667,0.025,0.047619047619047616,0.1111111111111111,0.6666666666666666,0.11764705882352941,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,4884.0,81,-18,165,166,50.0,83.0,17,331,11.0,18.0,4.0,2.0,9.0,5.0,11.0,,,,,1.0,2.0,,,1.0,2.0,18.0,38,1.0,2.0,12.0,51.0,164,6.0,,,3.0,5.0,9.0,1.0,2.0,8.0,21.0,24.0,12.0,3.0,2.0,1.0,,3.0,,3.0,,2.0,,1.0,6.0,3.0,3.0,6.0,13.0,6.0,19.0,1.0,2.0,2.0,,3.0,1.0,,5.0,1.0,3.0,3.0,8,,2.0,5.0,10.0,,,22.0,2.0,,8.0,4.0,,,,,,21.0,50.0,4.0,0.6666666666666666,0.7058823529411765,1.0,0.5,,0.5,0.5,0.47368421052631576,0.5555555555555556,0.4875,0.16666666666666666,0.5909090909090909,0.51,0.21428571428571427,0.6176470588235294,0.05,,,,31.016042780748663,0.375,0.13333333333333333,0.04285714285714286,0.17647058823529413,0.14516129032258066,0.07142857142857142,0.06060606060606061,0.1111111111111111,0.18181818181818182,0.12,0.1875,,0.05263157894736842,,0.45,0.6111111111111112,0.6111111111111112,0.5454545454545454,0.225,0.2222222222222222,0.2222222222222222,0.5,0.275,0.45454545454545453,0.45454545454545453,1.0,,,,,0.05,0.5,0.5,1.0,0.6666666666666666,,,,,,0.18181818181818182,0.5,0.5,0.5,0.4851166666666668,0.44787499999999997,0.47756499999999996,0.17391304347826086,0.18181818181818182,0.058823529411764705,0.4117647058823529,7.002631578947369,32.05,0.30303030303030304,1.0,3.0,5.0,1.0,,2.0,,3.0,,0.16666666666666666,,0.21428571428571427,0.05555555555555555,0.25,0.16666666666666666,0.25,0.45454545454545453,0.6,1.0,4.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,28884.0,481,-77,925,925,266.0,230.0,126,1850,15.0,33.0,3.0,20.0,42.0,29.0,71.0,5.0,16.0,1.0,8.0,19.0,73.0,3.0,10.0,7.0,22.0,64.0,146,24.0,89.0,39.0,239.0,922,10.0,3.0,11.0,18.0,18.0,41.0,8.0,30.0,7.0,67.0,52.0,76.0,48.0,69.0,19.0,14.0,52.0,15.0,67.0,9.0,21.0,10.0,21.0,149.0,8.0,8.0,38.0,46.0,11.0,57.0,4.0,18.0,12.0,6.0,28.0,6.0,18.0,14.0,1.0,10.0,1.0,42,4.0,11.0,10.0,25.0,1.0,3.0,45.0,1.0,3.0,14.0,3.0,3.0,3.0,,4.0,3.0,67.0,266.0,6.0,0.40625,0.4126984126984127,0.6666666666666666,0.2696629213483146,0.2727272727272727,0.26666666666666666,0.2823529411764706,0.4383561643835616,0.43902439024390244,0.425531914893617,0.35714285714285715,0.4225352112676056,0.4645669291338583,0.4090909090909091,0.4407894736842105,0.37872340425531914,0.0958904109589041,0.2727272727272727,0.047619047619047616,27.53488372093023,0.6666666666666666,0.10052910052910052,0.020887728459530026,0.09411764705882353,0.09935205183585313,0.020876826722338204,0.011363636363636364,0.08064516129032258,0.06382978723404255,0.1375,0.0967741935483871,0.08695652173913043,0.03278688524590164,0.75,0.14042553191489363,0.45454545454545453,0.625,0.4,0.17872340425531916,0.47619047619047616,0.5,0.25,0.3021276595744681,0.4084507042253521,0.4264705882352941,0.5172413793103449,0.06808510638297872,0.3125,0.3125,0.8,0.31063829787234043,0.2602739726027397,0.2676056338028169,0.631578947368421,0.14285714285714285,0.47619047619047616,0.3,0.6666666666666666,0.11267605633802817,0.125,0.30985915492957744,0.3181818181818182,0.5191489361702127,0.2753623188405797,0.4749318777292577,0.46976875000000007,0.44802238805970157,0.06772908366533864,0.0880503144654088,0.07531380753138076,0.2803347280334728,11.828082191780823,26.33932584269663,0.2875675675675676,1.0,1.0,6.0,3.0,24.0,2.0,6.0,2.0,,0.3,0.04225352112676056,0.020833333333333332,0.03125,0.014084507042253521,0.04,0.3333333333333333,0.08450704225352113,0.16666666666666666,3.0,,,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.02247191011235955,0.0273972602739726,0.02631578947368421,0.02702702702702703,0.047619047619047616,0.03260869565217391,,,,,,True,,,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,47206.0,787,-157,1518,1520,424.0,413.0,202,3038,42.0,83.0,40.0,12.0,44.0,13.0,30.0,,,,,,1.0,,,,,67.0,157,,1.0,79.0,213.0,1522,45.0,,,64.0,12.0,29.0,,,25.0,49.0,76.0,58.0,,,,19.0,20.0,3.0,23.0,3.0,12.0,2.0,6.0,49.0,70.0,33.0,127.0,188.0,82.0,270.0,8.0,17.0,12.0,5.0,15.0,4.0,8.0,23.0,2.0,7.0,1.0,38,5.0,10.0,43.0,87.0,12.0,15.0,118.0,10.0,,49.0,15.0,43.0,33.0,1.0,43.0,23.0,49.0,424.0,6.0,0.5671641791044776,0.8260869565217391,,,,,,0.4267515923566879,0.41379310344827586,0.4240506329113924,0.5555555555555556,0.41379310344827586,0.5023584905660378,0.6153846153846154,0.5104166666666666,0.006329113924050633,0.12101910828025478,0.13253012048192772,0.11363636363636363,14.253135689851769,0.39473684210526316,0.21934369602763384,0.11128775834658187,0.21153846153846154,0.21768707482993196,0.10615989515072084,0.10333333333333333,0.20212765957446807,0.2846715328467153,0.1968503937007874,0.23333333333333334,0.1388888888888889,0.11428571428571428,0.5348837209302325,0.5253164556962026,0.5060240963855421,0.5833333333333334,0.42857142857142855,0.27848101265822783,0.2727272727272727,0.3076923076923077,0.75,0.189873417721519,0.43333333333333335,0.48148148148148145,0.8461538461538461,,,,,0.006329113924050633,,,,0.8888888888888888,,,,,,,,0.5316455696202531,,0.49316878980891726,0.5514809523809523,0.4953413793103448,0.24873096446700507,0.25,0.3004694835680751,0.2300469483568075,5.551592356687896,53.6,0.27931488801054016,21.0,8.0,14.0,25.0,,42.0,,11.0,3.0,0.5555555555555556,0.1,0.08208955223880597,0.08280254777070063,0.06862745098039216,0.125,0.525,0.4827586206896552,0.5714285714285714,14.0,28.0,0.56,,1.0,,1.0,,,,,5.0,,,0.016666666666666666,0.1511627906976744,,,9.0,,,,,True,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,22661.0,378,2,727,728,196.0,206.0,97,1455,12.0,36.0,2.0,8.0,13.0,6.0,28.0,5.0,12.0,,3.0,16.0,37.0,5.0,9.0,5.0,9.0,26.0,77,21.0,49.0,17.0,132.0,662,6.0,5.0,10.0,26.0,7.0,25.0,5.0,12.0,15.0,44.0,8.0,44.0,51.0,36.0,16.0,10.0,69.0,11.0,80.0,6.0,19.0,17.0,33.0,171.0,5.0,7.0,24.0,31.0,5.0,36.0,1.0,21.0,11.0,10.0,14.0,5.0,12.0,15.0,,2.0,,29,2.0,6.0,18.0,42.0,,8.0,20.0,2.0,,6.0,5.0,3.0,2.0,1.0,3.0,1.0,44.0,196.0,7.0,0.15384615384615385,0.15384615384615385,0.8095238095238095,0.42857142857142855,0.5,0.4166666666666667,0.4375,0.33766233766233766,0.28,0.45634920634920634,0.71875,0.3918918918918919,0.4888888888888889,0.7222222222222222,0.4888888888888889,0.3888888888888889,0.12987012987012986,0.19444444444444445,0.23076923076923078,19.64071856287425,0.4827586206896552,0.08333333333333333,0.017482517482517484,0.07954545454545454,0.08244680851063829,0.014005602240896359,0.007692307692307693,0.05102040816326531,0.12307692307692308,0.088,0.1076923076923077,,0.014925373134328358,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.41379310344827586,0.08333333333333333,0.10317460317460317,0.6153846153846154,0.8,0.125,0.2222222222222222,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.09523809523809523,0.4166666666666667,0.4166666666666667,1.0,0.29365079365079366,0.43243243243243246,0.43243243243243246,0.75,0.125,0.5625,0.5555555555555556,1.0,0.08108108108108109,,0.24324324324324326,0.5555555555555556,0.6746031746031746,0.4444444444444444,0.5110672,0.5096958333333333,0.4862791666666666,0.046153846153846156,0.07407407407407407,0.19696969696969696,0.3333333333333333,8.161038961038962,25.28775510204082,0.2696011004126547,2.0,3.0,11.0,4.0,12.0,,5.0,,,0.6666666666666666,,,0.01282051282051282,,,1.0,0.2972972972972973,0.2727272727272727,3.0,,,1.0,1.0,,,1.0,,,,1.0,,,,0.038461538461538464,0.0625,,,1.0,,,,True,,,,,,,
937,1610612741,Scottie Pippen,Scottie Pippen,937,CHI,6422.0,107,-69,215,217,42.0,50.0,26,432,8.0,12.0,3.0,1.0,6.0,2.0,13.0,1.0,2.0,1.0,1.0,1.0,8.0,,,,1.0,11.0,31,2.0,10.0,2.0,30.0,248,5.0,,,4.0,2.0,4.0,1.0,2.0,2.0,9.0,8.0,14.0,6.0,8.0,1.0,3.0,11.0,1.0,12.0,1.0,4.0,4.0,3.0,25.0,3.0,3.0,5.0,9.0,4.0,13.0,2.0,5.0,4.0,1.0,3.0,,3.0,1.0,,,,4,,1.0,4.0,7.0,,,2.0,,,1.0,,1.0,,,1.0,,9.0,42.0,,0.36363636363636365,0.4,1.0,0.2,,0.5,0.2,0.3548387096774194,0.5,0.34146341463414637,0.4,0.5833333333333334,0.35714285714285715,0.4,0.6428571428571429,0.24390243902439024,0.0967741935483871,0.16666666666666666,0.16666666666666666,18.69918699186992,0.75,0.07246376811594203,0.030303030303030304,0.16666666666666666,0.09195402298850575,0.034782608695652174,,0.08,0.05555555555555555,0.07692307692307693,0.15384615384615385,0.2,0.08333333333333333,,0.2926829268292683,0.6666666666666666,0.8,0.25,0.14634146341463414,0.16666666666666666,0.2,1.0,0.3170731707317073,0.15384615384615385,0.15384615384615385,0.5,0.04878048780487805,0.5,0.5,1.0,0.1951219512195122,0.125,0.125,1.0,0.6,,,,0.16666666666666666,1.0,0.16666666666666666,,0.5365853658536586,0.125,0.4766951219512195,0.5638,0.473575,0.023809523809523808,0.03125,0.13333333333333333,0.3,9.606451612903227,24.860000000000003,0.19534883720930232,2.0,2.0,2.0,2.0,,2.0,,1.0,,0.4,,0.0625,0.034482758620689655,0.07142857142857142,,0.6666666666666666,0.3333333333333333,1.0,,1.0,0.16666666666666666,,,,,,,,,,,,,0.07692307692307693,,,1.0,,,,,True,,,,,,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,19041.0,317,-86,629,623,186.0,140.0,80,1252,38.0,60.0,17.0,18.0,48.0,2.0,12.0,,,,,1.0,1.0,,,1.0,1.0,58.0,120,1.0,1.0,31.0,150.0,635,20.0,,,28.0,13.0,32.0,1.0,1.0,10.0,39.0,80.0,36.0,3.0,-1.0,,16.0,5.0,4.0,9.0,3.0,2.0,,3.0,22.0,16.0,8.0,38.0,47.0,19.0,66.0,1.0,7.0,5.0,2.0,20.0,3.0,10.0,25.0,1.0,10.0,5.0,45,2.0,16.0,7.0,28.0,3.0,13.0,51.0,5.0,,23.0,5.0,13.0,10.0,1.0,13.0,11.0,39.0,186.0,,0.6896551724137931,0.8,1.0,1.0,,1.0,,0.48333333333333334,0.40625,0.49173553719008267,0.55,0.4393939393939394,0.5208333333333334,0.6086956521739131,0.47560975609756095,0.008264462809917356,0.13333333333333333,0.15,0.14583333333333334,26.141078838174273,0.4444444444444444,0.15139442231075698,0.0625,0.14285714285714285,0.1498371335504886,0.0627062706270627,0.05555555555555555,0.13043478260869565,0.19444444444444445,0.13636363636363635,0.16666666666666666,0.07142857142857142,0.021739130434782608,0.8461538461538461,0.49586776859504134,0.6333333333333333,0.7450980392156863,0.6842105263157895,0.39669421487603307,0.375,0.43902439024390244,0.7222222222222222,0.09917355371900827,0.16666666666666666,0.16666666666666666,0.5,,,,,0.008264462809917356,1.0,1.0,1.0,0.85,,,,,,0.030303030303030304,1.0,0.5041322314049587,,0.4791675,0.5300437499999999,0.45819374999999996,0.16546762589928057,0.16666666666666666,0.18666666666666668,0.26,4.991666666666665,43.1,0.2957074721780604,11.0,9.0,15.0,11.0,,16.0,1.0,3.0,1.0,0.55,,0.06382978723404255,0.0547945205479452,0.05714285714285714,0.08333333333333333,0.6470588235294118,0.45454545454545453,0.6,6.0,1.0,0.09090909090909091,,1.0,,,,,,,,,,,0.08,,,2.0,,1.0,1.0,0.2727272727272727,True,,,,,,,
916,1610612741,Corie Blount,Corie Blount,916,CHI,6436.0,107,-13,191,197,44.0,31.0,19,388,2.0,4.0,2.0,1.0,3.0,10.0,20.0,,,,,,,,,,,13.0,27,,,2.0,28.0,220,4.0,,,6.0,2.0,6.0,,,,4.0,20.0,6.0,,,,,5.0,1.0,6.0,1.0,2.0,,3.0,13.0,4.0,7.0,7.0,14.0,7.0,21.0,1.0,7.0,3.0,4.0,,1.0,,1.0,,,,1,,,2.0,7.0,,,2.0,,,1.0,,3.0,1.0,,3.0,1.0,4.0,44.0,1.0,0.7692307692307693,0.8333333333333334,,,,,,0.48148148148148145,0.3333333333333333,0.48148148148148145,0.75,0.3333333333333333,0.5,0.75,0.3333333333333333,,,,,13.551401869158878,,0.08641975308641975,0.05970149253731343,0.30434782608695654,0.1346153846153846,0.08974358974358974,0.022727272727272728,0.09090909090909091,,0.11428571428571428,0.21428571428571427,0.4444444444444444,0.07142857142857142,0.3333333333333333,0.14814814814814814,0.5,0.5,,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.7407407407407407,0.5,0.5,0.9,,,,,,,,,0.5,,,,,,,,0.14814814814814814,,0.4207777777777778,0.483475,0.3657333333333333,0.03571428571428571,0.03571428571428571,0.21428571428571427,0.14285714285714285,14.118518518518519,,0.23036649214659685,1.0,,,3.0,,2.0,,3.0,,0.75,,0.2727272727272727,0.06666666666666667,0.125,0.6666666666666666,0.5,,,,,,,,,,,,,,2.0,,,,0.25,,,2.0,,,,,True,,,,,,,
383,1610612741,Kendall Gill,Kendall Gill,383,CHI,17344.0,289,-107,565,565,143.0,124.0,77,1130,15.0,28.0,3.0,2.0,13.0,21.0,72.0,1.0,2.0,,,,3.0,,,,2.0,38.0,113,1.0,5.0,17.0,96.0,595,12.0,,,13.0,7.0,27.0,,2.0,7.0,21.0,56.0,20.0,3.0,3.0,,5.0,14.0,2.0,16.0,2.0,9.0,1.0,4.0,34.0,11.0,6.0,16.0,23.0,14.0,37.0,,18.0,10.0,8.0,12.0,4.0,6.0,5.0,,6.0,,17,2.0,4.0,10.0,20.0,1.0,,28.0,,,11.0,3.0,2.0,1.0,,2.0,1.0,21.0,143.0,4.0,0.7368421052631579,0.7567567567567568,1.0,0.2,,,0.2,0.336283185840708,0.25925925925925924,0.3347457627118644,0.3333333333333333,0.2413793103448276,0.36363636363636365,0.40625,0.3088235294117647,0.0423728813559322,0.04424778761061947,0.10714285714285714,0.15384615384615385,22.575757575757578,0.7058823529411765,0.07407407407407407,0.04263565891472868,0.1111111111111111,0.08148148148148149,0.04040404040404041,0.06349206349206349,0.06944444444444445,0.1,0.06382978723404255,0.14285714285714285,,,0.5,0.23728813559322035,0.5357142857142857,0.6,0.6666666666666666,0.11016949152542373,0.15384615384615385,0.18181818181818182,1.0,0.6101694915254238,0.2916666666666667,0.2916666666666667,0.7619047619047619,0.01694915254237288,0.5,0.5,1.0,0.025423728813559324,,,,0.25,,,,,,0.06896551724137931,,0.2796610169491525,,0.45370805084745747,0.4291833333333334,0.46427413793103456,0.08527131782945736,0.08870967741935484,0.13541666666666666,0.21875,12.519469026548673,26.02,0.25309734513274335,1.0,4.0,9.0,4.0,,2.0,,1.0,,0.3333333333333333,,0.02564102564102564,0.01694915254237288,,0.125,0.3333333333333333,0.3103448275862069,0.4444444444444444,5.0,1.0,0.07692307692307693,,,,2.0,,,,,,,,0.07692307692307693,0.0273972602739726,,,1.0,1.0,,,,True,,,,,,,
