EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceFtPoints,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,3SecondViolations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Travels,2pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,on,SecondChanceCorner3FGM,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,2252.0,38,-3.0,75,78,31.0,37,11,153,2.0,4.0,1.0,3.0,3.0,7.0,4.0,9.0,2.0,4.0,5.0,11.0,4.0,9.0,22.0,86.0,2.0,4.0,2.0,4.0,10.0,10.0,6.0,6.0,9.0,4.0,1.0,7.0,4.0,11.0,4.0,4.0,2.0,1.0,26.0,4.0,4.0,1.0,2.0,10.0,31.0,1.0,0.5,0.4444444444444444,0.5,0.4444444444444444,0.4545454545454545,0.5,0.55,0.625,0.55,0.625,0.45,0.0909090909090909,0.25,22.727272727272727,0.2,0.5,0.6666666666666666,0.35,0.4285714285714285,0.4285714285714285,0.45,0.4444444444444444,0.4444444444444444,0.5,0.375,0.3333333333333333,0.5,0.5,0.65,0.4444444444444444,0.5001450000000001,0.573025,0.4545454545454545,13.063636363636364,25.8,0.4133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,2311.0,39,-14.0,73,76,13.0,25,11,149,4.0,9.0,1.0,1.0,,,,1.0,,1.0,4.0,11.0,2.0,5.0,16.0,82.0,1.0,1.0,1.0,2.0,7.0,6.0,3.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,5.0,3.0,2.0,6.0,7.0,13.0,2.0,0.5,0.4,0.5,0.4,0.3636363636363636,1.0,0.4375,0.8333333333333334,0.4705882352941176,0.875,0.3125,0.0909090909090909,0.1111111111111111,24.41860465116279,0.5625,0.4444444444444444,0.5,,,,0.0625,,,,0.3333333333333333,1.0,0.3333333333333333,,0.875,,0.5651312500000001,0.4823,0.4375,1.4636363636363638,24.2,0.1780821917808219,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.25,0.3333333333333333,0.5,0.5,0.5,0.75,0.3333333333333333,0.1304347826086956,0.1111111111111111,0.1111111111111111,0.0909090909090909,0.2222222222222222,0.1111111111111111,0.25,0.1666666666666666,0.1428571428571428,0.25,0.125,0.25,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.5508500000000001,0.0588235294117647,0.0833333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,3550.0,59,-8.0,114,120,33.0,26,18,234,3.0,7.0,2.0,4.0,5.0,8.0,,,,,9.0,19.0,,,28.0,122.0,4.0,7.0,,,13.0,4.0,,,,,,1.0,1.0,2.0,,1.0,,,5.0,,,5.0,10.0,13.0,33.0,,,,,,0.4736842105263157,0.5714285714285714,0.4736842105263157,0.5714285714285714,0.56,0.65,,,,19.852941176470587,0.3684210526315789,0.4285714285714285,0.4285714285714285,0.4210526315789473,0.625,0.625,,,,,0.5714285714285714,0.5,,,0.3684210526315789,,0.4771263157894737,0.4872714285714285,0.4642857142857143,9.015789473684212,,0.2894736842105263,1.0,3.0,4.0,,,,,10.0,1.0,3.0,5.0,5.0,14.0,2.0,5.0,,3.0,6.0,7.0,13.0,2.0,,,,2.0,,2.0,,1.0,12.0,4.0,0.7777777777777778,0.875,0.3333333333333333,0.3333333333333333,0.5,,,0.0638297872340425,0.1063829787234042,0.0909090909090909,0.1129032258064516,0.2307692307692307,0.0476190476190476,,0.0588235294117647,0.2,0.6666666666666666,0.2105263157894736,,,,,1.0,0.3333333333333333,,,0.56675,0.1739130434782608,0.1739130434782608,0.1785714285714285,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.25,0.25,0.1333333333333333,0.0769230769230769,0.125,0.1428571428571428,0.1,0.5,0.6666666666666666,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,3161.0,53,-28.0,109,112,40.0,57,16,221,6.0,8.0,5.0,6.0,,3.0,2.0,2.0,2.0,2.0,9.0,21.0,2.0,2.0,33.0,128.0,6.0,11.0,2.0,2.0,24.0,8.0,6.0,,2.0,2.0,2.0,,2.0,2.0,1.0,,,,6.0,,,2.0,2.0,24.0,40.0,,1.0,1.0,1.0,1.0,0.4285714285714285,0.5454545454545454,0.5217391304347826,0.6923076923076923,0.532258064516129,0.7058823529411765,0.0869565217391304,0.0952380952380952,0.125,28.0,0.3478260869565217,0.75,0.8571428571428571,0.1304347826086956,,,0.0869565217391304,1.0,1.0,1.0,0.4615384615384615,0.8333333333333334,0.1538461538461538,1.0,0.4347826086956521,1.0,0.4534195652173913,0.4681115384615384,0.7272727272727273,6.352380952380951,23.9,0.3669724770642202,2.0,3.0,10.0,,,,,9.0,2.0,3.0,5.0,6.0,10.0,4.0,6.0,,10.0,13.0,6.0,19.0,1.0,,3.0,1.0,1.0,2.0,4.0,,,16.0,5.0,0.5555555555555556,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.625,0.75,,0.303030303030303,0.1578947368421052,0.2558139534883721,0.1132075471698113,0.25,0.1,0.3333333333333333,0.5,0.1,0.5,0.4347826086956521,,,,,1.0,0.6666666666666666,,,0.5766333333333333,0.1785714285714285,0.1923076923076923,0.1515151515151515,3.0,1.0,1.0,,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,0.5,0.1,,0.2,,,0.1428571428571428,0.125,1.0,0.3,0.3333333333333333,,1.0,0.1,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
445,1610612763,Wesley Person,Wesley Person,445,MEM,17264.0,288,-42.0,544,550,178.0,223,75,1094,2.0,3.0,,,17.0,57.0,10.0,33.0,3.0,12.0,22.0,64.0,11.0,43.0,83.0,548.0,5.0,19.0,3.0,12.0,21.0,8.0,33.0,,33.0,10.0,1.0,18.0,5.0,23.0,3.0,3.0,3.0,12.0,51.0,5.0,3.0,2.0,11.0,21.0,178.0,1.0,1.0,0.2558139534883721,0.25,0.2558139534883721,0.34375,0.2631578947368421,0.3598130841121495,0.3064516129032258,0.3669724770642202,0.3125,0.4018691588785046,0.015625,,19.809825673534075,0.02803738317757,0.6666666666666666,0.6666666666666666,0.5327102803738317,0.2982456140350877,0.3035714285714285,0.308411214953271,0.303030303030303,0.303030303030303,1.0,,,0.3870967741935484,0.25,0.4299065420560747,0.303030303030303,0.4753107476635513,0.4534790322580645,0.253012048192771,17.4984375,24.813953488372093,0.3272058823529412,,,4.0,1.0,10.0,,,6.0,3.0,5.0,15.0,2.0,36.0,,1.0,1.0,12.0,16.0,2.0,18.0,1.0,2.0,8.0,6.0,8.0,2.0,16.0,3.0,3.0,8.0,2.0,0.8181818181818182,0.8181818181818182,0.6,0.5,0.5,0.5,0.0625,0.0597014925373134,0.0046296296296296,0.0647773279352226,0.0034364261168384,,0.0084033613445378,0.0727272727272727,0.0684931506849315,0.0136986301369863,1.0,0.0373831775700934,0.0934579439252336,0.1,0.1,1.0,,,,,0.486035,0.018348623853211,0.0303030303030303,0.180722891566265,3.0,,2.0,,4.0,,1.0,,2.0,2.0,,2.0,1.0,,0.0869565217391304,,,,,0.0410958904109589,0.0909090909090909,0.5,0.75,0.75,0.7647058823529411,,,1.0,4.0,3.0,6.0,3.0,10.0,2.0,1.0,1.0,3.0,4.0,0.3,0.0175438596491228,0.0769230769230769,0.2666666666666666,0.4,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,774.0,13,5.0,24,25,14.0,14,3,49,,,,,,1.0,,,,,,1.0,,,1.0,25.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,14.0,,,,,,,,,,0.25,0.25,,,,10.714285714285714,,,,1.0,,,,,,,,,,,,,0.3788,0.3788,1.0,15.4,,0.5833333333333334,,,,,,,,1.0,,,1.0,1.0,,,1.0,,2.0,3.0,1.0,4.0,,,1.0,,,1.0,1.0,,,2.0,1.0,,,,,0.5,1.0,,0.3333333333333333,0.1,0.3333333333333333,0.0909090909090909,0.5,,0.3333333333333333,0.5,,,,,,,,,,,,,0.5,0.5,1.0,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,12850.0,214,-33.0,404,404,139.0,176,52,808,15.0,28.0,5.0,8.0,14.0,37.0,,1.0,,1.0,39.0,93.0,,1.0,93.0,401.0,9.0,24.0,,1.0,21.0,14.0,,,,,10.0,8.0,1.0,9.0,1.0,6.0,1.0,1.0,19.0,7.0,3.0,6.0,24.0,21.0,139.0,4.0,,,,,0.4193548387096774,0.375,0.4148936170212766,0.36,0.4471153846153846,0.375,0.0106382978723404,0.1075268817204301,0.2142857142857142,25.70194384449244,0.2978723404255319,0.5357142857142857,0.6818181818181818,0.3936170212765957,0.3783783783783784,0.3888888888888889,0.0106382978723404,,,,0.32,0.625,0.04,,0.3085106382978723,,0.4440666666666666,0.4601041666666666,0.2258064516129032,9.403225806451612,41.7,0.344059405940594,4.0,9.0,28.0,,,,,15.0,5.0,13.0,15.0,3.0,64.0,6.0,11.0,,29.0,45.0,14.0,59.0,,4.0,5.0,,10.0,5.0,15.0,4.0,7.0,21.0,9.0,0.8205128205128205,0.8888888888888888,0.3846153846153846,0.3846153846153846,0.46875,0.3333333333333333,,0.1972789115646258,0.0691823899371069,0.2209944751381215,0.0654205607476635,0.0606060606060606,0.086021505376344,0.1463414634146341,0.2592592592592592,,0.7333333333333333,0.2978723404255319,,,,,0.6923076923076923,0.4444444444444444,,,0.51521,0.088235294117647,0.0891089108910891,0.1612903225806451,10.0,5.0,,3.0,11.0,5.0,1.0,2.0,11.0,9.0,2.0,11.0,6.0,0.2941176470588235,0.3235294117647059,0.0545454545454545,0.0303030303030303,0.054054054054054,0.0555555555555555,0.173076923076923,0.2962962962962963,0.5454545454545454,0.3571428571428571,0.4,1.0,1.0,0.1071428571428571,0.7,,,,,,,1.0,,6.0,,,0.027027027027027,0.4285714285714285,,,,,1.0,1.0,1.0,0.25,,,,,True,,,,,,,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,14193.0,237,-20.0,437,439,130.0,173,61,876,21.0,29.0,5.0,8.0,2.0,9.0,,,,,25.0,47.0,,,60.0,420.0,7.0,12.0,,,18.0,20.0,,,,,3.0,6.0,6.0,12.0,5.0,4.0,,2.0,30.0,12.0,9.0,15.0,34.0,18.0,130.0,4.0,,,,,0.5319148936170213,0.5833333333333334,0.5319148936170213,0.5833333333333334,0.5555555555555556,0.6,,0.0638297872340425,0.0689655172413793,11.764705882352942,0.6170212765957447,0.7241379310344828,0.7777777777777778,0.1914893617021276,0.2222222222222222,0.2222222222222222,,,,,0.6666666666666666,0.625,,,0.6170212765957447,,0.501,0.4974166666666667,0.3,5.078723404255319,,0.2974828375286041,4.0,9.0,9.0,,,,,10.0,4.0,12.0,9.0,4.0,30.0,6.0,16.0,,22.0,27.0,23.0,50.0,3.0,3.0,5.0,3.0,1.0,2.0,6.0,,,13.0,4.0,0.6,0.6818181818181818,0.3333333333333333,0.3333333333333333,0.3461538461538461,0.8333333333333334,,0.1301775147928994,0.0898876404494382,0.1067961165048543,0.0950413223140495,0.131578947368421,0.06,0.1489361702127659,0.1587301587301587,0.1666666666666666,0.6190476190476191,0.1914893617021276,,,,,0.75,0.4444444444444444,,,0.48263,0.0784313725490196,0.0784313725490196,0.15,2.0,1.0,1.0,7.0,,5.0,3.0,3.0,10.0,9.0,,10.0,4.0,0.2777777777777778,,0.109375,0.125,0.054054054054054,0.1851851851851851,0.0847457627118644,,0.4,0.2222222222222222,0.25,1.0,,0.1111111111111111,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,,,True,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,13716.0,229,-13.0,427,430,138.0,168,61,857,9.0,13.0,4.0,4.0,10.0,21.0,7.0,12.0,1.0,3.0,21.0,40.0,13.0,34.0,93.0,413.0,7.0,11.0,5.0,10.0,36.0,18.0,36.0,3.0,11.0,7.0,,10.0,1.0,11.0,1.0,6.0,,4.0,23.0,9.0,3.0,10.0,20.0,36.0,138.0,2.0,0.9230769230769232,0.3823529411764705,0.5,0.3939393939393939,0.525,0.6363636363636364,0.5472972972972973,0.6904761904761905,0.5740740740740741,0.72,0.4594594594594595,,,17.469879518072286,0.1756756756756756,0.6923076923076923,0.6923076923076923,0.2837837837837837,0.4761904761904761,0.4761904761904761,0.1621621621621621,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.1904761904761904,1.0,0.1428571428571428,0.3333333333333333,0.6351351351351351,0.6363636363636364,0.4950048611111111,0.5115210526315789,0.3870967741935484,10.755,24.96470588235294,0.3231850117096019,5.0,7.0,6.0,6.0,22.0,4.0,7.0,12.0,7.0,10.0,14.0,7.0,24.0,10.0,10.0,,19.0,26.0,13.0,39.0,1.0,6.0,5.0,3.0,1.0,2.0,6.0,,1.0,14.0,6.0,0.5714285714285714,0.75,0.7,0.6363636363636364,0.6363636363636364,0.8333333333333334,,0.1158536585365853,0.0571428571428571,0.116504854368932,0.0543933054393305,0.0571428571428571,0.0594059405940594,0.0851063829787234,0.081967213114754,0.0263157894736842,,0.081081081081081,0.2972972972972973,0.2727272727272727,0.2727272727272727,1.0,0.6363636363636364,0.7142857142857143,0.3333333333333333,0.5714285714285714,0.49948,0.0759493670886076,0.1333333333333333,0.1505376344086021,2.0,,,3.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,5.0,2.0,0.1,0.119047619047619,0.046875,0.0512820512820512,0.048780487804878,0.0434782608695652,0.1785714285714285,0.1333333333333333,0.4,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,0.0833333333333333,0.0909090909090909,,,,1.0,,1.0,,1.0,,1.0,1.0,True,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,1474.0,25,-12.0,52,52,18.0,25,6,104,,,,,,1.0,,3.0,,1.0,,1.0,,3.0,1.0,51.0,,,,1.0,1.0,,,,3.0,,,1.0,2.0,3.0,2.0,,,1.0,8.0,,,,1.0,1.0,18.0,,,,,,,,,,0.1,0.25,0.75,,,11.864406779661016,,,,0.25,,,0.75,,,,,,1.0,,0.75,,0.553875,0.5925,1.0,21.6,24.7,0.3461538461538461,,,,,,,,1.0,,,,1.0,,,1.0,,2.0,4.0,1.0,5.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,,,,,,,0.5,,0.0833333333333333,0.0555555555555555,0.1153846153846153,0.0384615384615384,,0.1111111111111111,,0.125,0.25,,,,,,,,,,,0.564075,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,0.5,,,,,0.0833333333333333,,,,,,,,,,,2.0,,2.0,,,,1.0,,,,0.5,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
