EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,Corner3PctBlocked
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,4769.0,79,-2,138,140,34.0,41.0,21,278,12.0,23,4.0,10.0,4.0,6.0,1,12.0,24,3.0,27.0,153,4.0,10.0,8.0,4.0,6.0,8.0,14.0,10.0,8.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,9.0,5.0,5.0,3.0,13.0,10.0,23.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,6.0,14.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,34.0,1.0,0.5833333333333334,0.875,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.54,0.4,0.6666666666666666,0.08333333333333333,0.08695652173913043,18.072289156626507,0.6,0.10638297872340426,0.15789473684210525,0.29411764705882354,0.125,0.15625,0.15384615384615385,0.27586206896551724,0.05,0.16666666666666666,0.13333333333333333,0.2,0.38461538461538464,0.2,0.5,0.9583333333333334,0.5217391304347826,0.5714285714285714,0.5833333333333334,0.041666666666666664,1.0,0.4,1.0,0.6666666666666666,0.9583333333333334,0.5659208333333333,0.5644888888888888,0.5494166666666667,0.16,0.16,0.2962962962962963,0.2962962962962963,0.9958333333333335,0.2463768115942029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,54310.0,905,133,1651,1650,519.0,490.0,248,3301,91.0,149,20.0,37.0,23.0,41.0,101,154.0,307,96.0,422.0,1669,25.0,53.0,69.0,41.0,83.0,143.0,234.0,74.0,32.0,34.0,39.0,10.0,49.0,7.0,25.0,108.0,6.0,66.0,21.0,84.0,12.0,117.0,75.0,192.0,7.0,19.0,11.0,8.0,25.0,46.0,11.0,29.0,78.0,11.0,137.0,12.0,56.0,1.0,1.0,,2.0,,,2.0,143.0,519.0,11.0,0.7597402597402597,0.8478260869565217,0.501628664495114,0.4716981132075472,0.4939759036144578,0.49244712990936557,0.45454545454545453,0.5052083333333334,0.5356234096692112,0.5149253731343284,0.5674603174603174,0.11074918566775244,0.19463087248322147,22.40939254721797,0.2553191489361702,0.13861386138613863,0.103125,0.11666666666666667,0.05555555555555555,0.13358778625954199,0.0962566844919786,0.10612244897959183,0.11643835616438356,0.06666666666666667,0.10552763819095477,0.15765765765765766,0.1388888888888889,0.051470588235294115,,0.4501510574018127,0.610738255033557,0.7583333333333333,0.7252747252747253,0.30513595166163143,0.6727272727272727,0.5405405405405406,0.4270833333333333,0.5609756097560976,0.5226586102719033,0.49725891238670705,0.5328117647058824,0.5074906250000001,0.14933333333333335,0.15954415954415954,0.16350710900473933,0.33886255924170616,7.723127035830619,0.3143549364021805,25.0,57.0,38.0,1.0,5.0,2.0,5.0,19.0,2.0,5.0,11.0,6.0,24.0,2.0,19.0,5.0,13.0,46.0,18.0,19.0,5.0,1.0,3.0,13.0,1.0,3.0,21.0,5.0,14.0,1.0,7.0,2.0,3.0,7.0,1.0,18.0,1.0,1.0,2.0,1.0,0.25,0.38461538461538464,0.25,0.07250755287009064,0.041666666666666664,0.07017543859649122,0.009900990099009901,0.05263157894736842,0.45652173913043476,0.04838709677419355,0.05825242718446602,0.15135135135135136,0.027777777777777776,0.17220543806646527,0.43859649122807015,0.4716981132075472,0.76,0.37623762376237624,0.38,0.8421052631578947,0.015105740181268883,0.2,0.2,1.0,0.05740181268882175,0.2631578947368421,0.2777777777777778,1.0,0.2,0.03636363636363636,0.020833333333333332,0.11458333333333333,0.45454545454545453,0.2631578947368421,24.537499999999998,,,,,,,,,,,,,,,,,,,,,,,,True,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,174367.0,2906,86,5286,5288,1580.0,1836.0,788,10574,282.0,495,76.0,143.0,69.0,120.0,150,344.0,730,392.0,1284.0,5405,79.0,164.0,250.0,79.0,169.0,359.0,364.0,324.0,130.0,80.0,224.0,20.0,244.0,10.0,88.0,508.0,19.0,199.0,71.0,272.0,60.0,403.0,226.0,629.0,36.0,148.0,97.0,51.0,97.0,215.0,51.0,82.0,174.0,32.0,496.0,28.0,202.0,211.0,135.0,56.0,215.0,141.0,1.0,2.0,359.0,1580.0,30.0,0.5290697674418605,0.6523297491039427,0.4712328767123288,0.4817073170731707,0.46745562130177515,0.4790547798066595,0.4631578947368421,0.46336206896551724,0.5500435161009574,0.5321888412017167,0.5673076923076923,0.1095890410958904,0.14545454545454545,21.778062040294213,0.33519553072625696,0.14468085106382977,0.09476190476190476,0.13027522935779817,0.0521978021978022,0.14144329896907218,0.08847402597402597,0.13493064312736444,0.06652360515021459,0.04745762711864407,0.1260647359454855,0.15752461322081576,0.12731481481481483,0.08430913348946135,0.6558139534883721,0.5316863587540279,0.5696969696969697,0.6666666666666666,0.524822695035461,0.1611170784103115,0.7526315789473684,0.5314685314685315,0.5172413793103449,0.575,0.7475832438238453,0.52530311827957,0.5415364406779662,0.5335798701298703,0.18755635707844906,0.2234513274336283,0.19470404984423675,0.279595015576324,5.001643835616438,0.29890276201286414,26.0,85.0,36.0,8.0,17.0,7.0,60.0,184.0,24.0,16.0,56.0,68.0,201.0,26.0,74.0,19.0,63.0,144.0,195.0,183.0,60.0,1.0,10.0,120.0,16.0,8.0,118.0,35.0,72.0,4.0,46.0,7.0,25.0,3.0,26.0,40.0,4.0,1.0,,0.9558823529411765,0.3383084577114428,0.30158730158730157,0.34,0.2158968850698174,0.004975124378109453,0.09411764705882353,,0.005434782608695652,0.5488372093023256,0.04,0.08,0.14776632302405499,0.1415929203539823,0.09129967776584318,0.3058823529411765,0.33766233766233766,0.34615384615384615,0.24,0.24,0.6944444444444444,0.018259935553168637,0.47058823529411764,0.47058823529411764,0.875,0.19763694951664876,0.32608695652173914,0.32786885245901637,0.9666666666666667,0.05263157894736842,0.12631578947368421,0.03017241379310345,0.2413793103448276,0.2857142857142857,0.32786885245901637,25.023880597014934,2.0,3.0,6.0,6.0,9.0,1.0,2.0,2.0,6.0,3.0,20.0,12.0,0.23076923076923078,0.07246376811594203,0.010526315789473684,0.25,1.0,0.42857142857142855,0.02926829268292683,,,,,True,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,76341.0,1272,49,2367,2364,1001.0,1194.0,336,4731,49.0,96,2.0,7.0,20.0,40.0,240,170.0,394,124.0,587.0,2410,15.0,37.0,65.0,55.0,146.0,241.0,246.0,94.0,4.0,42.0,62.0,15.0,77.0,12.0,32.0,169.0,8.0,23.0,26.0,68.0,11.0,105.0,32.0,137.0,7.0,42.0,24.0,18.0,34.0,67.0,19.0,51.0,174.0,17.0,167.0,8.0,55.0,8.0,7.0,1.0,9.0,5.0,,,241.0,1001.0,48.0,0.7235294117647059,0.7321428571428571,0.43147208121827413,0.40540540540540543,0.3767123287671233,0.46579476861167,0.5,0.42592592592592593,0.5069565217391304,0.5423728813559322,0.497907949790795,0.1065989847715736,0.1875,23.18840579710145,0.11827956989247312,0.08796895213454076,0.026963657678780773,0.09219858156028368,0.03902439024390244,0.08909952606635071,0.02930056710775047,0.02830188679245283,0.02631578947368421,0.043209876543209874,0.07818930041152264,0.08362369337979095,0.09130434782608696,0.029411764705882353,0.5555555555555556,0.193158953722334,0.5104166666666666,0.6282051282051282,0.6530612244897959,0.482897384305835,0.13725490196078433,0.2857142857142857,0.21164021164021163,0.5,0.40040241448692154,0.46986219758064535,0.4656767441860466,0.4700761904761904,0.10110294117647059,0.12471655328798185,0.11073253833049404,0.41056218057921634,13.149238578680201,0.4228981833544571,20.0,58.0,101.0,16.0,39.0,15.0,25.0,64.0,10.0,11.0,28.0,41.0,103.0,14.0,14.0,17.0,43.0,80.0,114.0,64.0,25.0,2.0,3.0,29.0,1.0,1.0,33.0,10.0,19.0,,14.0,2.0,4.0,10.0,4.0,31.0,1.0,1.0,3.0,0.926829268292683,0.39805825242718446,0.3953488372093023,0.39805825242718446,0.20724346076458752,0.019417475728155338,0.1724137931034483,0.058333333333333334,0.03125,0.4925373134328358,0.010416666666666666,0.025806451612903226,0.102880658436214,0.09615384615384616,0.11670020120724346,0.3448275862068966,0.4166666666666667,0.3,0.42083333333333334,0.4469026548672566,0.8415841584158416,0.07847082494969819,0.41025641025641024,0.41025641025641024,0.9375,0.12877263581488935,0.390625,0.4032258064516129,0.92,,0.19607843137254902,0.07936507936507936,0.14814814814814814,0.39285714285714285,0.390625,24.334951456310687,4.0,6.0,5.0,7.0,9.0,,1.0,,,,,1.0,0.5,0.023255813953488372,0.0784313725490196,0.5,1.0,0.4,,2.0,0.5,1.0,,True,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,70044.0,1167,14,2111,2121,518.0,521.0,311,4232,63.0,125,15.0,28.0,13.0,32.0,297,211.0,441,66.0,503.0,2205,27.0,57.0,71.0,46.0,91.0,112.0,328.0,94.0,16.0,24.0,63.0,7.0,70.0,4.0,12.0,147.0,4.0,28.0,21.0,82.0,1.0,104.0,33.0,137.0,4.0,24.0,14.0,10.0,30.0,61.0,18.0,30.0,66.0,11.0,100.0,5.0,47.0,10.0,2.0,5.0,10.0,7.0,,,112.0,518.0,8.0,0.7772511848341233,0.8078817733990148,0.47845804988662133,0.47368421052631576,0.5054945054945055,0.4709051724137931,0.4918032786885246,0.4896907216494845,0.49217221135029354,0.5220588235294118,0.509090909090909,0.05442176870748299,0.16,22.80701754385965,0.016666666666666666,0.10173697270471464,0.03305785123966942,0.1076923076923077,0.03361344537815126,0.1028971028971029,0.033126293995859216,0.043478260869565216,0.025906735751295335,0.04,0.08461538461538462,0.13015873015873017,0.11920529801324503,0.017937219730941704,0.7,0.26939655172413796,0.504,0.6,0.6190476190476191,0.6400862068965517,0.45901639344262296,0.5357142857142857,0.32989690721649484,0.40625,0.31896551724137934,0.463218426724138,0.48931886792452833,0.4713742268041237,0.09288537549407115,0.09730848861283643,0.1411530815109344,0.22266401590457258,13.818594104308392,0.24538133585978208,5.0,19.0,143.0,1.0,7.0,3.0,4.0,16.0,4.0,1.0,3.0,5.0,23.0,4.0,11.0,1.0,6.0,17.0,9.0,16.0,4.0,,3.0,44.0,7.0,1.0,31.0,13.0,20.0,1.0,11.0,2.0,7.0,1.0,,5.0,,,,0.6,0.21739130434782608,0.16666666666666666,0.21739130434782608,0.04956896551724138,,0.15789473684210525,0.003367003367003367,,0.5081967213114754,0.011764705882352941,0.02877697841726619,0.08225108225108226,0.06818181818181818,0.040948275862068964,0.2631578947368421,0.3125,0.4,0.48148148148148145,0.4831081081081081,0.8601398601398601,0.015086206896551725,0.14285714285714285,0.14285714285714285,1.0,0.034482758620689655,0.25,0.25,0.5,0.3333333333333333,0.06557377049180328,0.030927835051546393,0.030927835051546393,0.3333333333333333,0.25,24.547826086956523,,,2.0,2.0,6.0,,2.0,,,,3.0,,0.5,,,0.5,0.5,,,,,,,True,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,65772.0,1096,72,2019,2026,709.0,817.0,286,4045,43.0,91,4.0,10.0,15.0,31.0,138,124.0,280,69.0,377.0,1985,13.0,29.0,37.0,39.0,90.0,145.0,106.0,142.0,2.0,18.0,171.0,41.0,212.0,31.0,58.0,465.0,3.0,16.0,25.0,78.0,1.0,104.0,20.0,124.0,7.0,45.0,20.0,25.0,39.0,105.0,32.0,39.0,132.0,4.0,82.0,4.0,15.0,1.0,,1.0,1.0,1.0,,1.0,145.0,709.0,22.0,0.4274193548387097,0.43089430894308944,0.44285714285714284,0.4482758620689655,0.43333333333333335,0.4463768115942029,0.43243243243243246,0.41025641025641024,0.4868421052631579,0.47435897435897434,0.4895833333333333,0.06428571428571428,0.16483516483516483,20.456466610312763,0.014492753623188406,0.1093969144460028,0.021052631578947368,0.10504201680672269,0.018292682926829267,0.10830704521556257,0.020562770562770564,0.016286644951140065,0.018518518518518517,0.014925373134328358,0.1461187214611872,0.08480565371024736,0.11170212765957446,0.04,1.0,0.263768115942029,0.4725274725274725,0.5657894736842105,0.32558139534883723,0.4,0.2702702702702703,0.4,0.26495726495726496,0.4838709677419355,0.45217391304347826,0.4661833333333332,0.4322242424242425,0.4621486956521739,0.042134831460674156,0.05154639175257732,0.09814323607427056,0.38461538461538464,11.166428571428566,0.35116394254581473,15.0,51.0,66.0,1.0,4.0,3.0,19.0,61.0,7.0,5.0,24.0,20.0,65.0,8.0,5.0,6.0,27.0,49.0,24.0,60.0,19.0,1.0,10.0,98.0,15.0,1.0,66.0,15.0,45.0,1.0,21.0,9.0,6.0,1.0,8.0,24.0,,,2.0,0.4,0.3076923076923077,0.2222222222222222,0.3125,0.18840579710144928,0.015384615384615385,,0.021739130434782608,0.01639344262295082,0.6285714285714286,0.011494252873563218,0.03875968992248062,0.10426540284360189,0.08,0.14782608695652175,0.29411764705882354,0.29411764705882354,0.26666666666666666,0.4782608695652174,0.4888888888888889,0.5303030303030303,0.011594202898550725,0.25,0.25,1.0,0.17681159420289855,0.3114754098360656,0.31666666666666665,0.3684210526315789,0.25,0.1891891891891892,0.02564102564102564,0.20512820512820512,0.20833333333333334,0.31666666666666665,25.893846153846155,1.0,1.0,2.0,2.0,36.0,1.0,,,,,,,0.25,0.03333333333333333,0.02702702702702703,0.2857142857142857,1.0,0.3333333333333333,,,,,1.0,True,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,97326.0,1622,61,2924,2913,749.0,825.0,454,5837,68.0,132,6.0,13.0,18.0,43.0,305,242.0,512,144.0,727.0,3045,23.0,53.0,65.0,51.0,133.0,227.0,172.0,312.0,8.0,34.0,251.0,39.0,290.0,27.0,104.0,619.0,9.0,17.0,30.0,94.0,,124.0,27.0,151.0,5.0,51.0,32.0,19.0,57.0,123.0,38.0,38.0,132.0,16.0,178.0,11.0,56.0,5.0,2.0,2.0,5.0,3.0,,,227.0,749.0,27.0,0.35537190082644626,0.36134453781512604,0.47265625,0.4339622641509434,0.38345864661654133,0.4882747068676717,0.48333333333333334,0.4056603773584906,0.5353982300884956,0.5078125,0.5254629629629629,0.06640625,0.15151515151515152,22.964449541284402,,0.08818011257035648,0.014131338320864505,0.11194029850746269,0.05027932960893855,0.09295352323838081,0.01881331403762663,0.016055045871559634,0.011049723756906077,0.04081632653061224,0.07100591715976332,0.09947643979057591,0.10096153846153846,0.017605633802816902,0.6,0.22110552763819097,0.5151515151515151,0.6071428571428571,0.14705882352941177,0.5108877721943048,0.21666666666666667,0.46153846153846156,0.27044025157232704,0.4186046511627907,0.36348408710217756,0.45834170854271344,0.43244622641509445,0.4566735849056604,0.09006211180124224,0.10053859964093358,0.08940852819807428,0.312242090784044,12.8248046875,0.256155950752394,33.0,75.0,141.0,10.0,16.0,4.0,23.0,69.0,2.0,6.0,22.0,33.0,85.0,7.0,7.0,9.0,26.0,98.0,72.0,69.0,23.0,,12.0,127.0,20.0,1.0,66.0,18.0,45.0,5.0,21.0,6.0,11.0,2.0,2.0,34.0,,,,0.7272727272727273,0.38823529411764707,0.34615384615384615,0.38823529411764707,0.1423785594639866,,0.09333333333333334,0.022950819672131147,,0.5365853658536586,0.01020408163265306,0.017857142857142856,0.09248554913294797,0.15,0.12562814070351758,0.44,0.4852941176470588,0.12121212121212122,0.46229508196721314,0.47315436241610737,0.5106382978723404,0.02680067001675042,0.625,0.625,0.9,0.11557788944723618,0.3333333333333333,0.3333333333333333,0.6521739130434783,,0.03333333333333333,0.025157232704402517,0.13836477987421383,0.2727272727272727,0.3333333333333333,24.589411764705883,5.0,3.0,,4.0,27.0,,,,2.0,,1.0,,0.5714285714285714,0.09375,0.08333333333333333,,,0.75,0.022988505747126436,4.0,0.8,0.75,,True,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,24194.0,403,-65,753,761,268.0,447.0,120,1514,18.0,43,2.0,3.0,6.0,13.0,73,57.0,131,19.0,145.0,801,4.0,9.0,10.0,14.0,44.0,43.0,78.0,36.0,2.0,11.0,37.0,6.0,43.0,4.0,15.0,92.0,3.0,8.0,5.0,19.0,1.0,25.0,12.0,37.0,2.0,12.0,8.0,4.0,12.0,28.0,13.0,18.0,51.0,2.0,23.0,1.0,9.0,,,,1.0,,,,43.0,268.0,18.0,0.6842105263157895,0.6964285714285714,0.4351145038167939,0.4444444444444444,0.3181818181818182,0.41721854304635764,0.4444444444444444,0.2982456140350877,0.44753086419753085,0.5,0.3467741935483871,0.08396946564885496,0.20930232558139536,21.252796420581657,0.030303030303030304,0.08225108225108226,0.025974025974025976,0.056179775280898875,0.04918032786885246,0.075,0.02981029810298103,0.02631578947368421,0.028985507246376812,0.0625,0.07692307692307693,0.10638297872340426,0.06756756756756757,0.028169014084507043,,0.2847682119205298,0.4186046511627907,0.5294117647058824,0.6111111111111112,0.48344370860927155,0.3333333333333333,0.6666666666666666,0.22807017543859648,0.46153846153846156,0.41721854304635764,0.4659739864864864,0.43716666666666665,0.4454092592592592,0.05660377358490566,0.06474820143884892,0.06896551724137931,0.296551724137931,11.720610687022901,0.3559096945551129,7.0,15.0,32.0,1.0,6.0,3.0,3.0,14.0,,1.0,10.0,4.0,20.0,,2.0,2.0,13.0,9.0,12.0,11.0,3.0,,2.0,19.0,3.0,1.0,16.0,3.0,14.0,2.0,2.0,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,1.0,0.2,0.15384615384615385,0.23529411764705882,0.13245033112582782,,0.06666666666666667,0.0136986301369863,,0.5714285714285714,0.034482758620689655,0.017857142857142856,0.05555555555555555,,0.09933774834437085,0.4666666666666667,0.5,0.42857142857142855,0.4383561643835616,0.4444444444444444,0.78125,0.039735099337748346,0.16666666666666666,0.16666666666666666,1.0,0.09271523178807947,0.21428571428571427,0.21428571428571427,1.0,0.5,,0.05263157894736842,0.17543859649122806,0.1,0.2727272727272727,28.520000000000003,,1.0,,,,3.0,,,,,,,,,,,,0.3333333333333333,,,,,,True,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,67763.0,1129,-39,2058,2056,678.0,732.0,299,4114,67.0,115,15.0,35.0,22.0,35.0,50,96.0,197,121.0,313.0,2142,19.0,44.0,68.0,31.0,59.0,125.0,146.0,46.0,28.0,28.0,40.0,4.0,44.0,4.0,22.0,92.0,5.0,73.0,28.0,95.0,13.0,136.0,80.0,216.0,2.0,18.0,15.0,3.0,32.0,50.0,13.0,70.0,173.0,16.0,165.0,7.0,62.0,10.0,5.0,5.0,10.0,5.0,1.0,4.0,125.0,678.0,28.0,0.7604166666666666,0.8902439024390244,0.4873096446700508,0.4318181818181818,0.5254237288135594,0.48484848484848486,0.4318181818181818,0.5254237288135594,0.5649819494584838,0.5483870967741935,0.6443298969072165,0.14213197969543148,0.19130434782608696,13.459950454170109,0.16666666666666666,0.1378809869375907,0.08891595615103533,0.13270142180094788,0.03546099290780142,0.13666666666666666,0.08108108108108109,0.09615384615384616,0.08333333333333333,0.03508771929824561,0.13861386138613863,0.1349206349206349,0.13095238095238096,0.0273972602739726,0.5,0.5808080808080808,0.5826086956521739,0.7204301075268817,0.7164179104477612,0.25252525252525254,0.7954545454545454,0.42857142857142855,0.5932203389830508,0.6285714285714286,0.5858585858585859,0.48867817258883245,0.5210699999999999,0.490157627118644,0.2450592885375494,0.24603174603174602,0.21725239616613418,0.3993610223642173,6.097969543147208,0.3294460641399417,11.0,32.0,18.0,,,,,1.0,,,,,1.0,,30.0,,,63.0,,,,,,13.0,5.0,2.0,18.0,5.0,9.0,1.0,9.0,2.0,12.0,14.0,,24.0,,,5.0,,,,,0.005050505050505051,,0.125,0.04,,0.36,0.024691358024691357,0.087248322147651,0.14042553191489363,0.13953488372093023,0.16161616161616163,0.34375,0.39285714285714285,0.9090909090909091,0.36,0.375,0.8333333333333334,,,,,0.005050505050505051,,,,0.06666666666666667,,,,,,52.2,,,,,,1.0,,,,,,,,0.037037037037037035,,,,,,,,,,True,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,30602.0,510,19,926,928,224.0,310.0,133,1854,36.0,64,3.0,7.0,6.0,11.0,60,68.0,146,25.0,191.0,954,5.0,18.0,12.0,13.0,27.0,36.0,94.0,42.0,2.0,21.0,22.0,1.0,23.0,1.0,13.0,47.0,1.0,9.0,11.0,33.0,3.0,47.0,12.0,59.0,2.0,16.0,11.0,5.0,14.0,30.0,10.0,31.0,88.0,10.0,33.0,3.0,14.0,6.0,2.0,4.0,6.0,3.0,,,36.0,224.0,11.0,0.6911764705882353,0.7014925373134329,0.4657534246575342,0.2777777777777778,0.48148148148148145,0.46629213483146065,0.2631578947368421,0.4393939393939394,0.4948186528497409,0.3,0.47368421052631576,0.14383561643835616,0.234375,20.458715596330276,0.1,0.10410094637223975,0.02586206896551724,0.11956521739130435,0.01282051282051282,0.10757946210268948,0.023474178403755867,0.023076923076923078,0.019736842105263157,0.01639344262295082,0.10101010101010101,0.11666666666666667,0.07246376811594203,0.02531645569620253,0.5,0.3595505617977528,0.5625,0.7346938775510204,0.6388888888888888,0.33707865168539325,0.3684210526315789,0.42857142857142855,0.3333333333333333,0.5454545454545454,0.5393258426966292,0.4962755617977529,0.4620027777777777,0.4744439393939395,0.07407407407407407,0.08917197452229299,0.06282722513089005,0.18848167539267016,9.176027397260272,0.24190064794816415,7.0,22.0,25.0,5.0,10.0,2.0,5.0,22.0,1.0,,4.0,10.0,32.0,1.0,2.0,1.0,6.0,7.0,27.0,22.0,5.0,,,7.0,2.0,2.0,16.0,,7.0,,9.0,2.0,4.0,1.0,,4.0,,,,0.9,0.3125,0.16666666666666666,0.3125,0.1797752808988764,,0.22727272727272727,0.016666666666666666,,0.5333333333333333,0.06060606060606061,0.045454545454545456,0.09183673469387756,0.2608695652173913,0.12359550561797752,0.3181818181818182,0.4117647058823529,0.2857142857142857,0.4166666666666667,0.423728813559322,0.88,0.056179775280898875,0.5,0.5,1.0,0.12359550561797752,0.22727272727272727,0.22727272727272727,0.8,0.3333333333333333,0.05263157894736842,0.06060606060606061,0.12121212121212122,,0.22727272727272727,24.637499999999996,,1.0,,,3.0,,1.0,,,,,,,,,,,0.5,,,,,1.0,True,
