EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,SecondChanceFg3Pct,PenaltyFg3Pct,OffAtRimReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,on,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,SecondChanceArc3PctAssisted,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
1521,1610612737,Jacque Vaughn,Jacque Vaughn,1521,ATL,13586.0,226,-75,432,431,94,130.0,63,863,4.0,10.0,1.0,1.0,3.0,8.0,14.0,30.0,1.0,4.0,1.0,1.0,2.0,1.0,21.0,48.0,1.0,6.0,8.0,53.0,464,1.0,6.0,1.0,1.0,3.0,3.0,7.0,2.0,2.0,8.0,16.0,26.0,3.0,2.0,4.0,32.0,5.0,37.0,1.0,4.0,9.0,9.0,14.0,79.0,1.0,5.0,10.0,15.0,1.0,16.0,6.0,4.0,2.0,12.0,1.0,10.0,5.0,1.0,2.0,2.0,17.0,2.0,3.0,6.0,17.0,1.0,12.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,94,5.0,0.3809523809523809,0.3809523809523809,1.0,0.1666666666666666,0.1666666666666666,0.4375,0.1666666666666666,0.4285714285714285,0.4166666666666667,0.1428571428571428,0.3333333333333333,0.4396551724137931,0.1428571428571428,0.3636363636363636,0.1111111111111111,0.0833333333333333,0.4,14.734774066797645,0.7058823529411765,0.0675675675675675,0.0054347826086956,0.0980392156862745,0.0753768844221105,0.0049019607843137,0.0151515151515151,0.0392156862745098,0.025,0.1228070175438596,0.075,0.1818181818181818,0.5,0.1851851851851851,0.4,0.6666666666666666,0.25,0.1481481481481481,0.375,0.375,0.5555555555555556,0.4666666666666667,0.4666666666666667,0.5,0.074074074074074,0.25,0.25,1.0,0.037037037037037,0.1428571428571428,0.1428571428571428,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2962962962962963,0.4427796296296296,0.4435928571428572,0.4148,0.0535714285714285,0.06,0.0566037735849056,0.1509433962264151,12.870833333333332,24.316666666666663,0.2175925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1536,1610612737,Stephen Jackson,Stephen Jackson,1536,ATL,6842.0,114,-50,227,224,63,66.0,41,451,9.0,15.0,1.0,3.0,1.0,10.0,6.0,10.0,1.0,7.0,1.0,3.0,6.0,1.0,16.0,35.0,3.0,13.0,2.0,43.0,263,1.0,2.0,3.0,,5.0,4.0,7.0,4.0,2.0,13.0,24.0,8.0,6.0,6.0,1.0,11.0,2.0,13.0,1.0,1.0,7.0,1.0,3.0,28.0,3.0,2.0,8.0,10.0,3.0,13.0,1.0,1.0,,9.0,,7.0,1.0,1.0,2.0,,10.0,,4.0,1.0,2.0,,2.0,,,,1.0,,,,,,13.0,63,,0.75,0.75,0.6666666666666666,0.2307692307692307,0.2307692307692307,0.4571428571428571,0.5,0.5714285714285714,0.4270833333333333,0.5,0.5,0.4387755102040816,0.5,0.5416666666666666,0.2708333333333333,0.0285714285714285,0.0666666666666666,21.69117647058824,0.9,0.1066666666666666,0.0297029702970297,0.0833333333333333,0.101010101010101,0.0252100840336134,0.027027027027027,0.0689655172413793,0.0666666666666666,0.1612903225806451,0.0555555555555555,0.1666666666666666,,0.3125,0.6,0.6428571428571429,0.7777777777777778,0.2083333333333333,0.1,0.1,0.2083333333333333,0.6,0.6,0.6666666666666666,0.1458333333333333,0.1428571428571428,0.1428571428571428,1.0,0.125,0.2,0.2,0.2727272727272727,0.2727272727272727,0.0909090909090909,0.5833333333333334,0.50589375,0.5215,0.4997818181818182,,,0.1162790697674418,0.3023255813953488,8.657142857142858,24.53076923076924,0.2775330396475771,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.3333333333333333,0.25,0.0294117647058823,0.0333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,13005.0,217,-59,416,419,97,128.0,66,835,14.0,31.0,15.0,9.0,9.0,27.0,4.0,14.0,,,,,,,27.0,72.0,,,21.0,75.0,449,8.0,18.0,,9.0,25.0,6.0,16.0,,9.0,21.0,34.0,20.0,,,7.0,6.0,,6.0,,,4.0,,2.0,12.0,23.0,7.0,23.0,36.0,26.0,62.0,2.0,2.0,,6.0,,1.0,2.0,1.0,5.0,1.0,8.0,1.0,2.0,27.0,34.0,,29.0,3.0,,14.0,2.0,9.0,4.0,4.0,9.0,5.0,21.0,97,1.0,0.6296296296296297,0.7727272727272727,,,,0.375,0.4444444444444444,0.375,0.375,0.4444444444444444,0.375,0.4411764705882353,0.5208333333333334,0.5,,0.0972222222222222,0.1612903225806451,18.75,0.75,0.1575342465753424,0.1292134831460674,0.1555555555555555,0.1570680628272251,0.1219512195121951,0.1129032258064516,0.0816326530612244,0.3,0.1228070175438596,0.1388888888888889,0.2222222222222222,0.5555555555555556,0.4305555555555556,0.4516129032258064,0.5384615384615384,0.5714285714285714,0.375,0.3333333333333333,0.3333333333333333,0.1944444444444444,0.2857142857142857,0.3333333333333333,0.75,,,,,,0.8333333333333334,,0.5625,,,0.4305555555555556,0.4511180555555555,0.5308823529411765,0.47278125,0.1686746987951807,0.1686746987951807,0.3333333333333333,0.28,6.345833333333334,,0.2331730769230769,4.0,,,,,,,,,,,0.1864406779661017,0.087719298245614,0.6666666666666666,,,,,,0.4444444444444444,,,7.0,10.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.4285714285714285,0.125,0.074074074074074,0.1666666666666666,0.0263157894736842,0.4666666666666667,0.2857142857142857,,,,,,,,,,,,,,True,,,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,7933.0,132,-68,263,257,74,80.0,37,520,5.0,13.0,1.0,3.0,6.0,8.0,14.0,19.0,4.0,5.0,1.0,,9.0,2.0,25.0,40.0,7.0,14.0,11.0,82.0,319,,1.0,1.0,2.0,5.0,9.0,12.0,2.0,7.0,28.0,18.0,32.0,21.0,9.0,2.0,15.0,,15.0,,,1.0,7.0,7.0,30.0,3.0,1.0,8.0,13.0,3.0,16.0,3.0,3.0,,9.0,4.0,4.0,7.0,,5.0,2.0,16.0,1.0,7.0,4.0,13.0,,14.0,1.0,1.0,4.0,3.0,,,,,,28.0,74,2.0,0.36,0.36,1.0,0.5,0.5,0.625,,0.75,0.6574074074074074,0.75,0.75,0.675,0.8333333333333334,0.8235294117647058,0.2592592592592592,0.05,0.0769230769230769,24.7557003257329,0.5625,0.0975609756097561,0.0297029702970297,0.0625,0.0918367346938775,0.0245901639344262,,0.1034482758620689,0.0952380952380952,0.09375,,0.25,,0.2407407407407407,0.3846153846153846,0.4166666666666667,0.6,0.1481481481481481,0.75,0.8571428571428571,0.3518518518518518,0.7368421052631579,0.7368421052631579,0.4285714285714285,0.0925925925925925,0.8,0.8,1.0,0.1666666666666666,0.5,0.5,0.2142857142857142,,0.1428571428571428,0.5,0.4867907407407408,0.5813999999999999,0.4469321428571428,0.0701754385964912,0.0930232558139534,0.0609756097560975,0.3414634146341463,10.347499999999998,24.9,0.2813688212927757,1.0,3.0,,,1.0,1.0,1.0,,3.0,1.0,0.5,0.0526315789473684,0.037037037037037,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.5,0.3333333333333333,,,,,4.0,2.0,,,,,0.3636363636363636,,,,0.1052631578947368,,,1.0,0.125,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,
1924,1610612737,Lee Nailon,Lee Nailon,1924,ATL,18015.0,300,-106,586,583,155,205.0,86,1169,27.0,44.0,12.0,12.0,21.0,55.0,15.0,39.0,,,,,,,63.0,138.0,,,16.0,142.0,648,12.0,22.0,,4.0,28.0,14.0,28.0,,9.0,37.0,86.0,40.0,,,12.0,14.0,3.0,17.0,1.0,2.0,10.0,1.0,3.0,37.0,22.0,12.0,21.0,37.0,26.0,63.0,10.0,4.0,6.0,9.0,1.0,3.0,15.0,1.0,6.0,5.0,24.0,3.0,5.0,20.0,48.0,5.0,19.0,1.0,,8.0,2.0,7.0,1.0,5.0,7.0,5.0,37.0,155,9.0,0.6825396825396826,0.8431372549019608,,,,0.4565217391304347,0.5454545454545454,0.5,0.4565217391304347,0.5454545454545454,0.5,0.4829931972789115,0.5833333333333334,0.5606060606060606,,0.0869565217391304,0.1590909090909091,24.81857764876633,0.375,0.1082474226804123,0.0897959183673469,0.1935483870967742,0.12890625,0.0889679715302491,0.0555555555555555,0.0454545454545454,0.0566037735849056,0.2,0.22,0.0833333333333333,0.7142857142857143,0.3188405797101449,0.6136363636363636,0.7297297297297297,0.6666666666666666,0.3985507246376811,0.3818181818181818,0.42,0.2826086956521739,0.3846153846153846,0.3846153846153846,1.0,,,,,,0.5454545454545454,,0.4285714285714285,,,0.3188405797101449,0.4485659420289856,0.4619047619047617,0.4457714285714285,0.0551724137931034,0.0551724137931034,0.1971830985915492,0.2605633802816901,7.96304347826087,,0.2645051194539249,10.0,,,,,,,,,,,0.1688311688311688,0.0512820512820512,0.4761904761904761,,,,,,0.8333333333333334,,,9.0,24.0,3.0,1.0,4.0,1.0,7.0,1.0,,,0.2222222222222222,0.0714285714285714,0.0833333333333333,0.0714285714285714,0.0161290322580645,0.75,,,0.0909090909090909,,,1.0,3.0,0.0909090909090909,,,,,,,True,,,,,,,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,9056.0,151,-64,297,288,72,93.0,48,585,13.0,25.0,8.0,6.0,2.0,11.0,6.0,17.0,2.0,4.0,1.0,2.0,8.0,2.0,21.0,53.0,3.0,12.0,15.0,66.0,334,5.0,12.0,1.0,,13.0,5.0,11.0,4.0,2.0,18.0,26.0,16.0,6.0,8.0,4.0,4.0,1.0,5.0,,1.0,2.0,1.0,1.0,11.0,7.0,1.0,14.0,15.0,8.0,23.0,7.0,3.0,4.0,3.0,,3.0,2.0,1.0,,,5.0,,,5.0,9.0,1.0,18.0,4.0,,11.0,,2.0,2.0,,2.0,1.0,18.0,72,,0.6190476190476191,0.7647058823529411,0.6666666666666666,0.25,0.25,0.3962264150943396,0.4166666666666667,0.4545454545454545,0.3923076923076923,0.5,0.5333333333333333,0.4583333333333333,0.5,0.5625,0.1846153846153846,0.0754716981132075,0.08,21.629213483146067,0.6,0.1443298969072164,0.0486111111111111,0.04,0.1229508196721311,0.0493827160493827,0.0517241379310344,0.1666666666666666,0.1212121212121212,0.1470588235294117,0.05,,0.5,0.3846153846153846,0.52,0.5652173913043478,0.4615384615384615,0.1692307692307692,0.1818181818181818,0.2222222222222222,0.2615384615384615,0.3529411764705882,0.3529411764705882,1.0,0.0615384615384615,0.5,0.5,1.0,0.123076923076923,0.6153846153846154,0.0769230769230769,0.4,0.1333333333333333,0.1333333333333333,0.5692307692307692,0.4891976923076924,0.4988772727272726,0.4809299999999999,0.1527777777777778,0.1833333333333333,0.1969696969696969,0.2727272727272727,7.566037735849057,24.991666666666664,0.2424242424242424,3.0,1.0,,,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.0769230769230769,0.0212765957446808,0.5,0.125,0.125,,,,0.5,0.5,0.125,5.0,8.0,1.0,,,3.0,,,,,,,0.0555555555555555,,0.0857142857142857,0.625,0.2,1.0,0.1818181818181818,1.0,1.0,,,0.0909090909090909,1.0,0.5,,,,,True,,,,,,,,,,,
2564,1610612737,Boris Diaw,Boris Diaw,2564,ATL,9238.0,154,-43,292,292,71,89.0,40,584,4.0,7.0,4.0,,1.0,1.0,1.0,2.0,,1.0,,,3.0,1.0,6.0,10.0,,4.0,3.0,15.0,308,3.0,4.0,,1.0,7.0,,1.0,1.0,2.0,2.0,4.0,8.0,,3.0,1.0,14.0,3.0,17.0,2.0,1.0,6.0,2.0,6.0,37.0,6.0,3.0,15.0,18.0,9.0,27.0,4.0,2.0,2.0,6.0,4.0,6.0,12.0,,,3.0,18.0,1.0,4.0,7.0,18.0,3.0,6.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,2.0,71,2.0,0.3333333333333333,0.6666666666666666,,,,0.6,0.75,,0.4285714285714285,0.75,,0.4411764705882353,0.7,0.25,0.2857142857142857,0.1,0.1428571428571428,10.263929618768328,0.3333333333333333,0.1470588235294117,0.0545454545454545,0.081081081081081,0.1294964028776978,0.0703125,0.0789473684210526,0.1470588235294117,0.0967741935483871,0.1891891891891892,0.1,,0.6,0.5,0.5714285714285714,0.6666666666666666,,0.0714285714285714,1.0,1.0,0.1428571428571428,0.5,0.5,1.0,0.0714285714285714,,,,0.2142857142857142,1.0,,,,0.5,0.7857142857142857,0.496992857142857,0.5016333333333334,0.340825,0.0666666666666666,0.0909090909090909,0.4666666666666667,0.1333333333333333,5.12,24.95,0.2431506849315068,,,,,,,,,,,,,0.0833333333333333,1.0,,,,,,,,,3.0,6.0,3.0,,,,1.0,1.0,,,,,0.1666666666666666,,,0.75,,,,,,,,0.25,,,,,,,True,,,,,,,,,,,
2580,1610612737,Travis Hansen,Travis Hansen,2580,ATL,3454.0,58,-12,112,116,41,54.0,16,228,2.0,6.0,3.0,2.0,1.0,5.0,2.0,5.0,,,,,3.0,2.0,5.0,16.0,1.0,3.0,,13.0,117,,3.0,,,,2.0,5.0,2.0,,4.0,2.0,8.0,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,2.0,2.0,4.0,3.0,7.0,3.0,10.0,1.0,1.0,,4.0,,3.0,,,1.0,,4.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,4.0,41,,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3125,,0.4,0.3421052631578947,,0.2857142857142857,0.3421052631578947,,0.2857142857142857,0.1578947368421052,0.0625,0.1666666666666666,17.16417910447761,1.0,0.09375,0.0408163265306122,0.25,0.1458333333333333,0.0566037735849056,0.0666666666666666,0.2,,,0.2307692307692307,0.3333333333333333,,0.3157894736842105,0.3333333333333333,0.4,,0.2631578947368421,0.2,0.2,0.2631578947368421,0.4,0.4,0.5,,,,,0.1578947368421052,1.0,,0.2857142857142857,,0.2857142857142857,0.4736842105263157,0.4532578947368421,0.61915,0.4382928571428571,,,,0.3076923076923077,9.14375,25.4,0.3660714285714285,,1.0,,,,,,,1.0,,,0.0555555555555555,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,,1.0,,,1.0,1.0,,,,,,0.25,,0.0909090909090909,,,,,,,,,0.3333333333333333,,,,,,,True,,,,,,,,,,,
949,1610612737,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,ATL,2305.0,38,-21,75,75,36,33.0,13,150,2.0,4.0,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,3.0,11.0,,1.0,3.0,9.0,97,1.0,1.0,,,2.0,2.0,5.0,,1.0,5.0,4.0,2.0,,1.0,3.0,2.0,,2.0,,,,1.0,1.0,4.0,2.0,1.0,3.0,6.0,2.0,8.0,,,,2.0,,,1.0,,2.0,,3.0,1.0,3.0,4.0,5.0,1.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,,5.0,36,,0.6666666666666666,1.0,,,,0.2727272727272727,1.0,0.4,0.25,1.0,0.4,0.3214285714285714,1.0,0.4166666666666667,0.0833333333333333,0.2727272727272727,0.25,19.54022988505747,0.6666666666666666,0.2,0.0769230769230769,0.1666666666666666,0.1904761904761904,0.0588235294117647,0.1666666666666666,,0.3333333333333333,0.125,0.1666666666666666,,,0.3333333333333333,0.5,0.6666666666666666,0.5,0.25,,,0.3333333333333333,0.25,0.25,1.0,,,,,0.0833333333333333,1.0,,0.4,,,0.4166666666666667,0.4662708333333333,0.56,0.47606,0.0769230769230769,0.0833333333333333,0.2222222222222222,0.5555555555555556,9.436363636363636,25.2,0.48,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,2.0,,,,,,0.6666666666666666,,,,,1.0,,,0.6666666666666666,,,,,,,,,,,,True,,,,,,,,,,,
689,1610612737,Theo Ratliff,Theo Ratliff,689,ATL,3199.0,53,-33,104,102,14,39.0,8,206,,1.0,1.0,1.0,5.0,10.0,1.0,2.0,,,,,,,6.0,13.0,,,4.0,16.0,116,1.0,3.0,,,2.0,,2.0,,,,8.0,4.0,,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,2.0,2.0,5.0,8.0,2.0,10.0,,,,2.0,,1.0,3.0,,1.0,1.0,5.0,,,4.0,6.0,2.0,8.0,,,2.0,2.0,5.0,4.0,1.0,5.0,5.0,,14,,0.6666666666666666,0.6666666666666666,,,,0.4615384615384615,0.3333333333333333,,0.4615384615384615,0.3333333333333333,,0.4705882352941176,0.3333333333333333,,,0.0769230769230769,,18.96551724137932,0.4,0.125,0.0465116279069767,0.1818181818181818,0.1372549019607843,0.0425531914893617,,0.1333333333333333,0.1111111111111111,0.125,0.125,0.3333333333333333,1.0,0.0769230769230769,,,,0.7692307692307693,0.5,0.5555555555555556,0.1538461538461538,0.5,0.5,1.0,,,,,,0.3333333333333333,,0.5,,,0.0769230769230769,0.3852769230769231,0.4888333333333333,0.5617,0.1333333333333333,0.1333333333333333,0.125,,9.876923076923076,,0.1346153846153846,,,,,,,,,,,,0.1428571428571428,,0.6,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,0.1666666666666666,,,,0.1,,,,1.0,,,,,,,,True,,,,,,,,,,,
