EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,OffCorner3ReboundPct,Blocked3s,BlockedArc3,3SecondViolations,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,on,OffensiveGoaltends
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,99.0,2,-7,2,4,2,4.0,6,7,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1899,1610612763,James Posey,James Posey,1899,MEM,49333.0,822,112,1501,1511,262,231.0,3012,1452,262,0.17455029980013326,185.0,69.0,101.0,6.0,15.0,10.0,15.0,13.0,35.0,10.0,31.0,19.0,44.0,2.0,3.0,1.0,3.0,24.0,58.0,3.0,11.0,3.0,8.0,92.0,167.0,43.0,102.0,92.0,405.0,8.0,20.0,5.0,14.0,5.0,36.0,13.0,27.0,4.0,11.0,28.0,66.0,120.0,64.0,108.0,21.0,8.0,58.0,24.0,15.0,2.0,29.0,10.0,39.0,9.0,1.0,16.0,5.0,8.0,88.0,6.0,23.0,2.0,24.0,68.0,7.0,99.0,31.0,130.0,5.0,48.0,25.0,23.0,12.0,2.0,3.0,24.0,4.0,9.0,1.0,4.0,36.0,2.0,5.0,27.0,74.0,4.0,8.0,109.0,6.0,12.0,40.0,11.0,15.0,10.0,1.0,4.0,15.0,8.0,1.0,1.0,66.0,8.0,0.6521739130434783,0.6818181818181818,0.8372093023255814,0.4215686274509804,0.35714285714285715,0.36363636363636365,0.4215686274509804,0.5508982035928144,0.4,0.48148148148148145,0.5817843866171004,0.45588235294117646,0.5,0.6289808917197452,0.4861111111111111,0.6132075471698113,0.379182156133829,0.0196078431372549,0.08982035928143713,0.10891089108910891,0.05714285714285714,0.06451612903225806,0.045454545454545456,20.28985507246377,0.3333333333333333,0.2,0.03333333333333333,0.12546125461254612,0.04085257548845471,0.147239263803681,0.04225352112676056,0.13049645390070921,0.04113475177304964,0.043010752688172046,0.041237113402061855,0.03825136612021858,0.06521739130434782,0.0855614973262032,0.1320754716981132,0.15816326530612246,0.1484375,0.14285714285714285,0.043478260869565216,0.5333333333333333,0.3754646840148699,0.6831683168316832,0.7666666666666667,0.6956521739130435,0.13011152416356878,0.37142857142857144,0.3939393939393939,0.3076923076923077,0.11524163568773234,0.3225806451612903,0.3448275862068966,0.8,0.16356877323420074,0.4318181818181818,0.4523809523809524,0.8947368421052632,0.21561338289962825,0.41379310344827586,0.41379310344827586,0.7916666666666666,0.4411764705882353,0.4,0.3333333333333333,0.08823529411764706,0.6666666666666666,1.0,0.3235294117647059,0.2727272727272727,0.6666666666666666,0.39473684210526316,0.6666666666666666,0.07894736842105263,0.3333333333333333,0.21052631578947367,0.375,0.7546468401486989,0.41379310344827586,0.5470308550185872,0.5343096774193549,0.5264236842105263,0.132013201320132,0.19900497512437812,0.08888888888888889,0.16296296296296298,5.516766467065868,24.33921568627451,,,,,,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,26405.0,440,54,817,822,136,183.0,1639,820,136,0.1664626682986536,104.0,19.0,32.0,1.0,2.0,3.0,7.0,3.0,14.0,17.0,45.0,1.0,6.0,1.0,1.0,,1.0,17.0,37.0,3.0,4.0,1.0,3.0,39.0,91.0,18.0,43.0,33.0,165.0,2.0,7.0,4.0,5.0,3.0,19.0,6.0,17.0,1.0,4.0,13.0,28.0,50.0,28.0,51.0,3.0,2.0,37.0,17.0,5.0,,52.0,14.0,66.0,9.0,5.0,26.0,9.0,17.0,146.0,3.0,4.0,,4.0,35.0,,39.0,7.0,46.0,1.0,12.0,9.0,3.0,15.0,4.0,8.0,9.0,1.0,7.0,,,24.0,3.0,1.0,24.0,36.0,,4.0,41.0,1.0,4.0,13.0,6.0,5.0,3.0,1.0,1.0,5.0,2.0,,,28.0,3.0,0.6410256410256411,0.6578947368421053,0.9444444444444444,0.4186046511627907,0.8,0.25,0.4186046511627907,0.42857142857142855,0.2857142857142857,0.35294117647058826,0.4925373134328358,0.6666666666666666,0.35714285714285715,0.5361842105263158,0.6785714285714286,0.48214285714285715,0.3208955223880597,,0.054945054945054944,0.09375,0.14285714285714285,,,18.965517241379313,0.625,,,0.11551155115511551,0.013651877133105802,0.05333333333333334,0.039473684210526314,0.10317460317460317,0.018970189701897018,0.03,,0.010309278350515464,0.03773584905660377,0.09401709401709402,0.10843373493975904,0.14563106796116504,0.05,0.06666666666666667,0.014084507042253521,0.4,0.23880597014925373,0.59375,0.6551724137931034,0.5789473684210527,0.1044776119402985,0.21428571428571427,0.25,,0.3358208955223881,0.37777777777777777,0.37777777777777777,0.8235294117647058,0.04477611940298507,0.16666666666666666,0.16666666666666666,1.0,0.27611940298507465,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.16666666666666666,0.5,,0.08333333333333333,1.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.42857142857142855,0.047619047619047616,,0.14285714285714285,0.3333333333333333,0.5597014925373134,0.4594594594594595,0.5086652985074627,0.47058636363636364,0.5045857142857143,0.08904109589041095,0.1262135922330097,0.11515151515151516,0.1696969696969697,11.156043956043957,25.032558139534885,0.043478260869565216,,,,,,,,,,,True,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,33021.0,550,101,1035,1034,284,320.0,2069,1034,284,0.2743961352657005,135.0,58.0,90.0,14.0,22.0,15.0,21.0,34.0,98.0,19.0,39.0,,,,,,,,1.0,,,,,111.0,227.0,,1.0,91.0,313.0,19.0,35.0,,,9.0,47.0,32.0,64.0,,,47.0,111.0,134.0,88.0,,,20.0,1.0,,20.0,,37.0,14.0,51.0,10.0,4.0,26.0,6.0,5.0,116.0,6.0,40.0,2.0,16.0,58.0,8.0,82.0,48.0,130.0,8.0,15.0,11.0,4.0,29.0,5.0,16.0,16.0,1.0,13.0,,3.0,45.0,3.0,14.0,18.0,40.0,10.0,3.0,116.0,12.0,,41.0,23.0,21.0,14.0,1.0,6.0,22.0,13.0,,,111.0,5.0,0.6036036036036037,0.6633663366336634,,,,,,0.4889867841409692,0.5428571428571428,0.5,0.4868421052631579,0.5428571428571428,0.5,0.5589285714285714,0.6025641025641025,0.5967741935483871,0.0043859649122807015,,0.0881057268722467,0.12222222222222222,0.09183673469387756,,,27.24224643755239,0.6444444444444445,0.22857142857142856,0.046511627906976744,0.15675675675675677,0.10869565217391304,0.13445378151260504,0.0625,0.15132924335378323,0.09913793103448276,0.14545454545454545,0.09285714285714286,0.09322033898305085,0.06896551724137931,0.13815789473684212,0.12871287128712872,0.20512820512820512,0.16091954022988506,0.0625,0.08247422680412371,0.5909090909090909,0.39473684210526316,0.6444444444444445,0.7341772151898734,0.6724137931034483,0.4298245614035088,0.3469387755102041,0.38202247191011235,0.3235294117647059,0.17105263157894737,0.48717948717948717,0.48717948717948717,0.8947368421052632,,,,,0.0043859649122807015,,,,0.6285714285714286,0.6363636363636364,0.21428571428571427,,,,,,,0.328125,0.7142857142857143,,,,,0.3991228070175439,,0.45762499999999995,0.5060967741935484,0.42796718750000007,0.15953307392996108,0.16015625,0.1501597444089457,0.3546325878594249,6.277533039647578,26.0,0.05263157894736842,1.0,1.0,3.0,,,,,,,,True,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,100379.0,1673,198,3099,3117,926,1001.0,6216,2971,926,0.2988060664730558,423.0,90.0,161.0,10.0,19.0,26.0,48.0,15.0,67.0,41.0,130.0,1.0,14.0,,2.0,,6.0,25.0,92.0,2.0,8.0,5.0,32.0,146.0,358.0,26.0,106.0,90.0,460.0,13.0,35.0,2.0,10.0,4.0,36.0,42.0,100.0,5.0,38.0,39.0,138.0,100.0,192.0,66.0,12.0,8.0,82.0,24.0,28.0,,346.0,56.0,402.0,25.0,31.0,170.0,39.0,137.0,860.0,8.0,39.0,2.0,29.0,99.0,1.0,129.0,49.0,178.0,5.0,91.0,54.0,37.0,84.0,25.0,59.0,62.0,5.0,25.0,2.0,9.0,146.0,7.0,39.0,63.0,175.0,7.0,13.0,138.0,7.0,,47.0,24.0,17.0,8.0,4.0,5.0,19.0,12.0,,,138.0,24.0,0.3424657534246575,0.352112676056338,0.8461538461538461,0.24528301886792453,0.2,0.13157894736842105,0.25773195876288657,0.40782122905027934,0.37142857142857144,0.42,0.39870689655172414,0.35555555555555557,0.358695652173913,0.43478260869565216,0.375,0.41317365269461076,0.22844827586206898,,0.0782122905027933,0.10559006211180125,0.13432835820895522,0.015384615384615385,,18.70144284128746,0.5753424657534246,0.01020408163265306,0.015503875968992248,0.08425531914893616,0.03201970443349754,0.09235668789808917,0.029850746268656716,0.08596373404969779,0.031628532974428,0.03581267217630854,0.03636363636363636,0.02553191489361702,0.025157232704402517,0.08759124087591241,0.07142857142857142,0.0911214953271028,0.09716599190283401,0.07462686567164178,0.020242914979757085,0.631578947368421,0.34698275862068967,0.5590062111801242,0.625,0.3333333333333333,0.14439655172413793,0.22388059701492538,0.25862068965517243,0.2,0.2801724137931034,0.3153846153846154,0.3203125,0.4146341463414634,0.03017241379310345,0.07142857142857142,0.07142857142857142,1.0,0.19827586206896552,0.2717391304347826,0.2717391304347826,0.84,0.4222222222222222,0.5263157894736842,0.4,0.044444444444444446,,,0.17777777777777778,0.25,0.5,0.34782608695652173,0.5416666666666666,0.043478260869565216,,0.2318840579710145,0.15625,0.5754310344827587,0.2926829268292683,0.4989407488986783,0.49892027027027025,0.48661782945736426,0.09702970297029703,0.11809045226130653,0.0782608695652174,0.3,8.503351955307263,27.3377358490566,0.03669724770642202,2.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,0.018691588785046728,,True,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,59986.0,1000,174,1878,1886,762,842.0,3764,1752,762,0.4057507987220447,274.0,47.0,69.0,21.0,30.0,18.0,25.0,11.0,39.0,42.0,89.0,25.0,68.0,,3.0,11.0,25.0,11.0,38.0,,3.0,,11.0,100.0,197.0,36.0,106.0,68.0,376.0,38.0,60.0,,6.0,8.0,84.0,35.0,66.0,11.0,36.0,38.0,141.0,122.0,78.0,105.0,3.0,40.0,36.0,11.0,8.0,1.0,46.0,6.0,52.0,4.0,2.0,22.0,8.0,16.0,110.0,9.0,47.0,3.0,23.0,75.0,4.0,102.0,59.0,161.0,4.0,49.0,22.0,27.0,13.0,1.0,10.0,10.0,2.0,3.0,1.0,,23.0,,7.0,47.0,90.0,6.0,5.0,86.0,6.0,11.0,26.0,15.0,24.0,17.0,2.0,5.0,24.0,13.0,,,141.0,15.0,0.61,0.7625,0.9722222222222222,0.33962264150943394,,0.3055555555555556,0.34615384615384615,0.5076142131979695,0.6333333333333333,0.5303030303030303,0.5082508250825083,0.5757575757575758,0.5049019607843137,0.5428994082840237,0.5915492957746479,0.5604838709677419,0.34983498349834985,0.009433962264150943,0.04060913705583756,0.043478260869565216,0.07692307692307693,0.02247191011235955,,16.379310344827587,0.5652173913043478,0.058823529411764705,0.03409090909090909,0.10245901639344263,0.06308724832214765,0.116751269035533,0.05357142857142857,0.1054897739504844,0.06133625410733844,0.054187192118226604,0.06694560669456066,0.066006600660066,0.05263157894736842,0.11952191235059761,0.09569377990430622,0.09191176470588236,0.11764705882352941,0.11363636363636363,0.026143790849673203,0.5416666666666666,0.22772277227722773,0.6811594202898551,0.7121212121212122,0.2978723404255319,0.12871287128712872,0.28205128205128205,0.3055555555555556,0.7272727272727273,0.29372937293729373,0.47191011235955055,0.4827586206896552,0.9285714285714286,0.22442244224422442,0.36764705882352944,0.36764705882352944,1.0,0.1254125412541254,0.2894736842105263,0.2972972972972973,0.9090909090909091,0.45454545454545453,0.7,0.09523809523809523,0.045454545454545456,,,0.045454545454545456,,,0.24509803921568626,0.72,0.24509803921568626,0.44,0.10784313725490197,,0.5775577557755776,0.3055555555555556,0.48780633333333334,0.4793448275862069,0.48658450000000003,0.0804953560371517,0.11981566820276497,0.22340425531914893,0.375,9.685786802030458,24.58584905660377,0.0547945205479452,,,,,2.0,,,,,0.02631578947368421,True,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,40196.0,670,92,1271,1279,496,546.0,2550,1191,496,0.3902439024390244,196.0,67.0,113.0,20.0,34.0,24.0,35.0,18.0,63.0,33.0,81.0,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,118.0,257.0,1.0,2.0,85.0,324.0,24.0,44.0,,,23.0,71.0,46.0,87.0,1.0,2.0,31.0,126.0,164.0,72.0,3.0,,36.0,1.0,,14.0,,10.0,5.0,15.0,2.0,3.0,9.0,,1.0,35.0,7.0,47.0,1.0,15.0,73.0,20.0,108.0,55.0,163.0,7.0,29.0,17.0,12.0,26.0,3.0,14.0,15.0,,12.0,2.0,2.0,41.0,5.0,11.0,40.0,74.0,9.0,4.0,113.0,9.0,,51.0,10.0,65.0,44.0,6.0,15.0,65.0,38.0,2.0,1.0,126.0,12.0,0.6949152542372882,0.82,1.0,0.5,,0.5,0.5,0.4591439688715953,0.5454545454545454,0.5287356321839081,0.4613899613899614,0.5454545454545454,0.5337078651685393,0.5209003215434084,0.6339285714285714,0.5727272727272728,0.007722007722007722,,0.054474708171206226,0.07079646017699115,0.07936507936507936,0.012345679012345678,,23.311258278145697,0.6341463414634146,0.43478260869565216,0.015873015873015872,0.14484126984126985,0.08867924528301886,0.12605042016806722,0.07608695652173914,0.14125200642054575,0.08681672025723473,0.11176470588235295,0.07878787878787878,0.07692307692307693,0.07547169811320754,0.1043956043956044,0.21212121212121213,0.1368421052631579,0.11827956989247312,0.15384615384615385,0.056,0.5846153846153846,0.4362934362934363,0.5929203539823009,0.638095238095238,0.6119402985074627,0.24324324324324326,0.2857142857142857,0.3103448275862069,0.5555555555555556,0.3127413127413127,0.4074074074074074,0.4125,0.9393939393939394,0.003861003861003861,1.0,1.0,1.0,0.003861003861003861,,,,0.7727272727272727,0.5882352941176471,0.1,,,,,,,0.39325842696629215,0.6857142857142857,0.011235955056179775,1.0,0.011235955056179775,,0.444015444015444,,0.4847816602316602,0.5408194444444444,0.4674848314606742,0.16943521594684385,0.1705685618729097,0.2191358024691358,0.3888888888888889,7.442801556420233,24.549999999999997,0.07692307692307693,,,2.0,,,,,,,,True,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,69359.0,1156,150,2120,2131,643,699.0,4251,1957,643,0.30330188679245285,287.0,99.0,155.0,23.0,43.0,26.0,41.0,23.0,64.0,4.0,16.0,,,,,,,,2.0,,,,2.0,126.0,235.0,,2.0,42.0,294.0,24.0,51.0,,,6.0,54.0,32.0,59.0,,2.0,18.0,82.0,178.0,74.0,,,30.0,1.0,,21.0,,54.0,14.0,68.0,9.0,5.0,33.0,8.0,13.0,150.0,15.0,76.0,1.0,27.0,111.0,20.0,158.0,92.0,250.0,7.0,54.0,39.0,15.0,30.0,7.0,17.0,22.0,1.0,13.0,,4.0,52.0,7.0,16.0,55.0,131.0,11.0,6.0,77.0,7.0,,32.0,11.0,44.0,32.0,2.0,10.0,44.0,28.0,,3.0,82.0,16.0,0.7063492063492064,0.8018018018018018,,,,,,0.5361702127659574,0.47058823529411764,0.5423728813559322,0.5316455696202531,0.47058823529411764,0.5245901639344263,0.5384615384615384,0.47368421052631576,0.5189873417721519,0.008438818565400843,,0.08936170212765958,0.08387096774193549,0.125,,,13.179237631792375,0.5769230769230769,0.29850746268656714,0.011627906976744186,0.13487241798298907,0.08847497089639116,0.1261682242990654,0.08426966292134831,0.133076181292189,0.08775313404050145,0.12,0.08032128514056225,0.07222222222222222,0.0673076923076923,0.12643678160919541,0.14741035856573706,0.13183279742765272,0.12643678160919541,0.125,0.08045977011494253,0.6363636363636364,0.6540084388185654,0.6387096774193548,0.6971830985915493,0.7777777777777778,0.270042194092827,0.359375,0.4107142857142857,0.391304347826087,0.06751054852320675,0.25,0.25,0.75,,,,,0.008438818565400843,,,,0.8431372549019608,0.5348837209302325,0.30434782608695654,,,,,,,0.6721311475409836,0.6341463414634146,,,0.03278688524590164,,0.6624472573839663,,0.5111423728813559,0.5203911111111112,0.5007333333333333,0.12213740458015267,0.12307692307692308,0.1836734693877551,0.2789115646258503,3.1774468085106387,45.4,0.10810810810810811,,,1.0,,1.0,,,,,,True,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,5192.0,87,11,153,154,51,45.0,307,145,51,0.3333333333333333,19.0,9.0,12.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,,,,,,,,,,,,,12.0,19.0,,,4.0,28.0,2.0,3.0,,,,4.0,3.0,5.0,,,1.0,7.0,22.0,2.0,,,2.0,,,2.0,,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,,3.0,,,6.0,1.0,7.0,3.0,10.0,,2.0,1.0,1.0,,2.0,,3.0,,,,1.0,3.0,,2.0,4.0,15.0,5.0,,7.0,1.0,,3.0,1.0,2.0,2.0,,,2.0,1.0,,,7.0,2.0,0.9166666666666666,1.0,,,,,,0.631578947368421,0.6666666666666666,0.6,0.631578947368421,0.6666666666666666,0.6,0.6363636363636364,0.6666666666666666,0.5833333333333334,,,0.10526315789473684,0.16666666666666666,,,,14.044943820224718,,0.25,,0.09375,0.05084745762711865,,,0.0821917808219178,0.041666666666666664,,0.1111111111111111,0.05555555555555555,,0.1,,0.16,,,,0.5,0.631578947368421,0.75,0.9,0.8888888888888888,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.21052631578947367,0.5,0.5,1.0,,,,,,,,,1.0,0.6666666666666666,0.5,,,,,,,0.6,0.6666666666666666,,,,,0.631578947368421,,0.5161368421052631,0.5499333333333333,0.47774,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.25,5.5894736842105255,,,,,,,,,,,,,True,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,37328.0,622,97,1149,1146,390,399.0,2295,1108,390,0.3394255874673629,165.0,63.0,101.0,12.0,21.0,26.0,39.0,16.0,58.0,49.0,140.0,6.0,21.0,,1.0,4.0,9.0,4.0,12.0,,2.0,3.0,5.0,128.0,299.0,10.0,33.0,58.0,344.0,19.0,40.0,,3.0,3.0,41.0,43.0,96.0,7.0,14.0,26.0,133.0,170.0,86.0,24.0,6.0,16.0,11.0,4.0,12.0,,37.0,3.0,40.0,2.0,1.0,25.0,4.0,8.0,83.0,6.0,17.0,,16.0,45.0,,61.0,23.0,84.0,6.0,32.0,16.0,16.0,30.0,5.0,14.0,26.0,2.0,16.0,,,56.0,10.0,18.0,15.0,62.0,1.0,13.0,81.0,7.0,,36.0,8.0,7.0,2.0,1.0,4.0,7.0,3.0,,,133.0,11.0,0.6640625,0.7083333333333334,0.8,0.30303030303030304,,0.5,0.3125,0.4280936454849498,0.475,0.4479166666666667,0.4307228915662651,0.4418604651162791,0.4863636363636364,0.46612466124661245,0.45555555555555555,0.5236220472440944,0.09939759036144578,,0.04013377926421405,0.06930693069306931,0.017241379310344827,0.02857142857142857,,31.25,0.5357142857142857,,,0.1066350710900474,0.035789473684210524,0.12698412698412698,0.08823529411764706,0.11131386861313869,0.0423572744014733,0.05263157894736842,0.04225352112676056,0.016574585635359115,,0.06164383561643835,0.12195121951219512,0.13725490196078433,0.12745098039215685,0.125,0.03389830508474576,0.42857142857142855,0.3042168674698795,0.6237623762376238,0.6702127659574468,0.5714285714285714,0.1746987951807229,0.27586206896551724,0.2807017543859649,0.4375,0.42168674698795183,0.35,0.3602941176470588,0.8571428571428571,0.06325301204819277,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.03614457831325301,0.3333333333333333,0.3333333333333333,0.75,0.4883720930232558,0.5714285714285714,0.16666666666666666,0.023255813953488372,,,0.046511627906976744,,,0.35454545454545455,0.6666666666666666,0.08181818181818182,0.4444444444444444,0.045454545454545456,0.6,0.4036144578313253,0.36363636363636365,0.4720042296072509,0.48800499999999997,0.4773600917431192,0.0997229916897507,0.10975609756097561,0.11918604651162791,0.3866279069767442,10.123745819397993,25.20606060606061,0.16666666666666666,,,1.0,,1.0,,,,,,True,
