EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
932,1610612750,Oliver Miller,Oliver Miller,932,MIN,14940.0,249,15,462,466,145,162,43,928,27.0,40.0,14.0,5.0,7.0,2.0,3.0,,3,,,,,,,,,29.0,46,,,8.0,66,465,10.0,15.0,,,20.0,6.0,8.0,,,4.0,16,38.0,20.0,,,,,5.0,17.0,2.0,19.0,2.0,,8.0,2.0,7.0,40.0,19.0,5.0,35.0,1.0,41.0,19.0,60,,8.0,6.0,2.0,7.0,4.0,5.0,12.0,2.0,1.0,19.0,1.0,7.0,24,42,3.0,13.0,,6.0,1.0,16,145,3.0,0.6551724137931034,0.95,,,,,0.6304347826086957,0.6666666666666666,0.75,0.6304347826086957,0.6666666666666666,0.75,0.6346153846153846,0.625,0.8,,0.10869565217391304,0.1,13.976377952755906,0.3684210526315789,0.06666666666666667,0.175,0.11801242236024845,0.11363636363636363,0.16393442622950818,0.10326086956521739,0.09574468085106383,0.12727272727272726,0.2,0.125,,0.8695652173913043,0.675,0.75,0.6666666666666666,0.06521739130434782,0.6666666666666666,1.0,0.5,0.06521739130434782,,,,,,,,,,,,0.9333333333333333,,0.875,0.7142857142857143,,,,0.8695652173913043,,0.5466021739130436,0.5727,0.5404625,0.11764705882352941,0.11764705882352941,0.30303030303030304,0.24242424242424243,1.5804347826086953,,0.31385281385281383,10.0,18.0,,2.0,,3.0,1.0,12.0,8.0,1.0,3.0,12.0,6.0,,1.0,3.0,0.3333333333333333,,,0.09090909090909091,0.20588235294117646,,,0.18571428571428572,0.1111111111111111,0.5,0.7142857142857143,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,True,
911,1610612750,Ervin Johnson,Ervin Johnson,911,MIN,48346.0,806,132,1485,1492,150,143,159,2977,34.0,51.0,25.0,2.0,2.0,14.0,28.0,,5,,,,,,,,,48.0,84,,,16.0,112,1456,19.0,30.0,,2.0,40.0,4.0,6.0,,,4.0,12,70.0,26.0,,,,,7.0,15.0,6.0,21.0,5.0,1.0,5.0,,10.0,48.0,45.0,19.0,129.0,8.0,156.0,54.0,210,2.0,21.0,13.0,8.0,5.0,1.0,3.0,15.0,2.0,,20.0,1.0,4.0,74,126,11.0,24.0,,12.0,1.0,12,150,1.0,0.7291666666666666,1.0,,,,,0.5714285714285714,0.6333333333333333,0.6666666666666666,0.5714285714285714,0.6333333333333333,0.6666666666666666,0.5894736842105263,0.6451612903225806,0.75,,0.08333333333333333,0.09803921568627451,6.890353505092869,0.25,0.24242424242424243,0.19575113808801214,0.07258064516129033,0.1347517730496454,0.185,0.07759882869692533,0.07058823529411765,0.1393939393939394,0.2191780821917808,0.1,0.06896551724137931,0.6071428571428571,0.6666666666666666,0.7391304347826086,0.6764705882352942,0.3333333333333333,0.5,0.5384615384615384,0.8571428571428571,0.05952380952380952,,,,,,,,,,,,0.8333333333333334,,0.3333333333333333,1.0,,,,0.6071428571428571,,0.4819845238095238,0.5137482758620691,0.4306666666666667,0.1276595744680851,0.1276595744680851,0.35714285714285715,0.10714285714285714,3.752380952380953,,0.10101010101010101,17.0,26.0,8.0,1.0,,8.0,2.0,35.0,22.0,,13.0,35.0,22.0,2.0,3.0,9.0,0.07142857142857142,,0.12698412698412698,0.1188118811881188,0.05027932960893855,0.14893617021276595,0.0625,0.2079207920792079,0.1485148514851485,0.6285714285714286,0.68,,1.0,,,0.058823529411764705,0.35294117647058826,,,1.0,,,,,,,,,,,,,,,,,,True,
239,1610612750,Darrick Martin,Darrick Martin,239,MIN,2951.0,49,13,88,89,38,46,7,177,4.0,8.0,,1.0,1.0,2.0,4.0,1.0,4,,1.0,,1.0,4.0,1.0,1.0,2.0,7.0,16,1.0,5.0,2.0,19,70,1.0,1.0,1.0,,5.0,4.0,6.0,1.0,2.0,2.0,13,2.0,12.0,3.0,,4.0,1.0,1.0,9.0,,9.0,,,,4.0,5.0,18.0,,,3.0,,3.0,,3,,,,,,,,1.0,,,1.0,,1.0,2,7,1.0,2.0,,1.0,,13,38,2.0,0.14285714285714285,0.14285714285714285,1.0,0.2,0.5,0.2,0.4375,1.0,0.6666666666666666,0.40476190476190477,1.25,0.6875,0.4318181818181818,1.25,0.7222222222222222,0.23809523809523808,0.0625,0.125,23.46938775510204,,,0.06976744186046512,,,0.05357142857142857,,,0.1111111111111111,0.058823529411764705,,,0.38095238095238093,0.5,0.5714285714285714,0.25,0.19047619047619047,0.5,0.5,,0.19047619047619047,0.25,0.25,,0.047619047619047616,,,,0.19047619047619047,0.25,0.25,1.0,,0.5,0.125,1.0,,0.25,0.5,0.6190476190476191,0.25,0.4653928571428571,0.43445,0.39830625,0.045454545454545456,0.058823529411764705,0.2631578947368421,0.6842105263157895,7.20625,24.98,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,True,
2693,1610612750,Keith McLeod,Keith McLeod,2693,MIN,7972.0,133,-4,249,257,101,112,22,506,4.0,10.0,,2.0,3.0,1.0,4.0,3.0,9,,1.0,,,3.0,,,1.0,8.0,23,,4.0,16.0,32,233,,,,2.0,2.0,4.0,11.0,,1.0,10.0,18,6.0,10.0,,,3.0,,2.0,21.0,3.0,24.0,,3.0,9.0,4.0,8.0,51.0,,6.0,5.0,,11.0,,11,,7.0,4.0,3.0,7.0,,5.0,4.0,2.0,,11.0,,3.0,2,7,,22.0,,9.0,2.0,18,101,,0.375,0.375,,,,,0.34782608695652173,,0.36363636363636365,0.2962962962962963,,0.3333333333333333,0.42105263157894735,1.0,0.5,0.14814814814814814,0.08695652173913043,0.2,17.818181818181817,0.6363636363636364,,0.05319148936170213,,0.15384615384615385,0.08270676691729323,,,0.05,0.046511627906976744,0.2,,0.37037037037037035,0.4,0.5,0.25,0.14814814814814814,0.25,0.25,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.037037037037037035,,,,0.1111111111111111,,,,,,0.25,0.6666666666666666,,0.08333333333333333,,0.5185185185185185,,0.4369222222222222,,0.36952083333333335,0.25,0.28125,0.0625,0.5625,9.460869565217392,26.200000000000003,0.40562248995983935,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.06451612903225806,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1900,1610612750,Quincy Lewis,Quincy Lewis,1900,MIN,1541.0,26,-19,50,50,33,34,3,100,,2.0,1.0,,1.0,,1.0,2.0,5,1.0,1.0,1.0,,1.0,,,,2.0,8,1.0,2.0,,7,52,,1.0,,,,2.0,3.0,1.0,1.0,,7,4.0,,3.0,,1.0,,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,2.0,4.0,1.0,5,,,,,1.0,2.0,1.0,2.0,,,3.0,,2.0,3,5,,,,,,7,33,,1.0,1.0,1.0,0.5,1.0,0.5,0.25,,0.6666666666666666,0.35,,0.875,0.35,,0.875,0.2,0.25,0.5,23.21428571428571,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.041666666666666664,,0.08333333333333333,0.038461538461538464,0.07142857142857142,0.2,0.5,,,0.2,,,,0.1,,,,0.5,0.4,0.5,1.0,0.1,1.0,1.0,1.0,0.1,,,,1.0,,0.25,,0.25,,,0.4,,0.43797500000000006,0.5754,0.4562,,,,1.0,12.024999999999999,23.799999999999997,0.66,,,,,,,,2.0,1.0,,1.0,2.0,2.0,,,,,0.2,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,True,
2569,1610612750,Ndudi Ebi,Ndudi Ebi,2569,MIN,997.0,17,1,32,33,27,32,4,65,2.0,5.0,1.0,2.0,5.0,,,1.0,4,,,,,,,,,3.0,9,,,,6,28,,1.0,,,,3.0,7.0,,,,6,2.0,4.0,,,,,,,,,,,,,,,1.0,,,,,1.0,1,1.0,,,,2.0,,,,2.0,,2.0,1.0,2.0,1,2,,,,,,6,27,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.42857142857142855,0.3333333333333333,,0.42857142857142855,0.3333333333333333,,0.42857142857142855,,,,30.555555555555557,1.0,,,0.07692307692307693,,,0.07142857142857142,,,,,0.16666666666666666,0.5555555555555556,0.4,0.4,,,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,,,,1.0,,0.7142857142857143,0.4,,,,0.5555555555555556,,0.5318333333333334,0.5848,0.5798142857142857,,,,1.0,7.977777777777778,,0.84375,,,,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,0.2,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
924,1610612750,Anthony Goldwire,Anthony Goldwire,924,MIN,974.0,16,1,32,33,21,23,3,65,,,,,,,,,1,,,,1.0,1.0,,1.0,1.0,,1,1.0,1.0,,3,38,,1.0,,,,,,1.0,1.0,,3,,,,3.0,1.0,1.0,,3.0,1.0,4.0,,1.0,,1.0,2.0,9.0,,,1.0,,1.0,,1,,,,,,,,1.0,,,1.0,,,1,1,,,,,,3,21,,,,,1.0,1.0,1.0,,,,0.75,,1.5,0.75,,1.5,0.5,,,8.333333333333334,,,0.16666666666666666,,,0.14285714285714285,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,1.0,1.0,0.5,1.0,0.413025,0.36,0.46605,,,,1.0,18.4,25.6,0.65625,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,19180.0,320,-13,597,597,157,210,67,1194,9.0,20.0,2.0,,5.0,4.0,17.0,19.0,48,4.0,7.0,2.0,13.0,40.0,6.0,8.0,17.0,32.0,85,17.0,47.0,13.0,128,610,4.0,6.0,6.0,2.0,16.0,3.0,21.0,10.0,19.0,4.0,40,18.0,46.0,33.0,18.0,38.0,13.0,7.0,38.0,4.0,42.0,1.0,3.0,11.0,9.0,18.0,88.0,1.0,1.0,23.0,1.0,25.0,3.0,28,1.0,4.0,2.0,2.0,19.0,1.0,13.0,5.0,6.0,,24.0,1.0,8.0,5,19,1.0,16.0,2.0,6.0,2.0,40,157,1.0,0.28125,0.2903225806451613,0.6470588235294118,0.3617021276595745,0.5263157894736842,0.37777777777777777,0.3764705882352941,0.6666666666666666,0.14285714285714285,0.4356060606060606,0.5833333333333334,0.45,0.4601449275362319,0.6153846153846154,0.47619047619047616,0.3560606060606061,0.08235294117647059,0.2,24.107142857142858,0.7916666666666666,0.045454545454545456,0.09829059829059829,0.004545454545454545,0.01639344262295082,0.08135593220338982,0.01079136690647482,,0.06060606060606061,0.15151515151515152,,0.014084507042253521,0.15151515151515152,0.45,0.5625,0.2222222222222222,0.12878787878787878,0.23529411764705882,0.2857142857142857,0.25,0.36363636363636365,0.3958333333333333,0.3958333333333333,0.3157894736842105,0.05303030303030303,0.5714285714285714,0.5714285714285714,1.0,0.30303030303030304,0.325,0.325,0.5384615384615384,0.16666666666666666,0.5,0.125,,0.05,0.425,0.47058823529411764,0.5075757575757576,0.34210526315789475,0.45820730769230755,0.4796944444444444,0.4184407894736843,0.04411764705882353,0.06741573033707865,0.125,0.3125,13.052941176470588,26.25531914893617,0.2629815745393635,2.0,2.0,2.0,3.0,,1.0,2.0,,,,,,,,,,0.17647058823529413,,0.034482758620689655,,0.014084507042253521,0.025,0.05555555555555555,0.057971014492753624,0.02127659574468085,,1.0,,,,,,0.5,2.0,2.0,,,,1.0,2.0,2.0,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,False,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,30591.0,510,111,903,906,181,176,115,1809,17.0,32.0,15.0,3.0,8.0,55.0,120.0,1.0,9,,,,,,,,,73.0,161,,,26.0,172,842,10.0,27.0,,8.0,28.0,7.0,26.0,,,9.0,23,92.0,54.0,,,,,12.0,8.0,8.0,16.0,7.0,1.0,2.0,2.0,4.0,40.0,40.0,20.0,63.0,7.0,90.0,53.0,143,5.0,12.0,8.0,4.0,8.0,1.0,4.0,22.0,4.0,5.0,30.0,3.0,1.0,31,73,7.0,44.0,,16.0,7.0,23,181,7.0,0.6301369863013698,0.696969696969697,,,,,0.453416149068323,0.37037037037037035,0.2692307692307692,0.453416149068323,0.37037037037037035,0.2692307692307692,0.4725274725274725,0.4,0.3382352941176471,,0.07453416149068323,0.15625,20.30651340996169,0.26666666666666666,0.21212121212121213,0.15254237288135594,0.11142061281337047,0.19047619047619047,0.16023166023166024,0.1146067415730337,0.13725490196078433,0.15517241379310345,0.13259668508287292,0.13043478260869565,0.06578947368421052,0.19875776397515527,0.53125,0.6296296296296297,0.47058823529411764,0.7453416149068323,0.4583333333333333,0.4782608695652174,0.6727272727272727,0.055900621118012424,0.1111111111111111,0.14285714285714285,1.0,,,,,,,,,0.5555555555555556,,0.3076923076923077,0.375,,,,0.19875776397515527,,0.412192546583851,0.4993478260869565,0.4241730769230769,0.09142857142857143,0.09142857142857143,0.16279069767441862,0.13372093023255813,7.24223602484472,,0.20044296788482835,7.0,14.0,11.0,1.0,,8.0,2.0,39.0,25.0,3.0,11.0,39.0,18.0,,5.0,2.0,0.041666666666666664,0.2222222222222222,0.12790697674418605,0.11764705882352941,0.08387096774193549,0.09259259259259259,0.1875,0.1810344827586207,0.2073170731707317,0.46153846153846156,0.4666666666666667,,2.0,,,0.10526315789473684,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,False,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,30243.0,504,135,931,916,261,298,122,1847,12.0,26.0,5.0,3.0,6.0,21.0,39.0,37.0,83,7.0,18.0,4.0,11.0,22.0,4.0,1.0,3.0,70.0,148,18.0,40.0,34.0,228,849,14.0,25.0,4.0,,34.0,16.0,34.0,5.0,7.0,12.0,59,94.0,46.0,51.0,3.0,22.0,11.0,10.0,17.0,7.0,24.0,5.0,2.0,3.0,3.0,11.0,55.0,15.0,7.0,35.0,14.0,56.0,17.0,73,2.0,10.0,5.0,5.0,16.0,,10.0,7.0,6.0,2.0,23.0,2.0,9.0,12,34,4.0,41.0,,14.0,7.0,59,261,7.0,0.6714285714285714,0.6911764705882353,0.9444444444444444,0.45,0.7142857142857143,0.45,0.47297297297297297,0.56,0.47058823529411764,0.5159574468085106,0.5862068965517241,0.573170731707317,0.5480769230769231,0.5862068965517241,0.6145833333333334,0.2127659574468085,0.06756756756756757,0.19230769230769232,21.3691026827012,0.6956521739130435,0.358974358974359,0.08883248730964467,0.04120879120879121,0.06363636363636363,0.08333333333333333,0.03736263736263736,0.03888888888888889,0.045454545454545456,0.10674157303370786,0.07142857142857142,0.02247191011235955,0.13829787234042554,0.46153846153846156,0.5714285714285714,0.5833333333333334,0.2074468085106383,0.5384615384615384,0.6,0.5238095238095238,0.44148936170212766,0.4457831325301205,0.45121951219512196,0.7837837837837838,0.09574468085106383,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.11702127659574468,0.5,0.5,1.0,0.1724137931034483,0.13793103448275862,0.14634146341463414,0.5,0.0975609756097561,0.07317073170731707,0.3333333333333333,0.35106382978723405,0.5,0.4578720744680851,0.4616541666666667,0.4300012195121952,0.06965174129353234,0.08695652173913043,0.14912280701754385,0.25877192982456143,13.03986486486486,24.232499999999995,0.280343716433942,2.0,4.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.10256410256410256,0.012048192771084338,0.02197802197802198,,0.06557377049180328,0.03278688524590164,,0.10377358490566038,0.06097560975609756,1.0,0.4,,,,,,,4.0,,,,,1.0,2.0,2.0,,0.5,0.5,1.0,,,,,,,,,False,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,45232.0,754,124,1374,1380,340,459,187,2754,44.0,74.0,35.0,9.0,17.0,8.0,34.0,1.0,8,,,,,2.0,,,1.0,53.0,116,,2.0,39.0,145,1348,20.0,43.0,,6.0,46.0,9.0,27.0,,1.0,14.0,32,68.0,38.0,,,1.0,,19.0,14.0,4.0,18.0,3.0,1.0,3.0,3.0,8.0,40.0,67.0,11.0,72.0,3.0,86.0,81.0,167,5.0,16.0,9.0,7.0,13.0,2.0,9.0,19.0,4.0,3.0,32.0,6.0,6.0,52,115,14.0,71.0,,25.0,11.0,32,340,11.0,0.6415094339622641,0.8947368421052632,,,,,0.45689655172413796,0.46511627906976744,0.3333333333333333,0.4491525423728814,0.46511627906976744,0.32142857142857145,0.4738562091503268,0.45098039215686275,0.38095238095238093,0.01694915254237288,0.16379310344827586,0.16216216216216217,11.490683229813664,0.40625,0.07317073170731707,0.12880143112701253,0.12050359712230216,0.07746478873239436,0.11840228245363767,0.11603053435114503,0.09615384615384616,0.0915032679738562,0.13432835820895522,0.11428571428571428,0.12195121951219512,0.6271186440677966,0.5945945945945946,0.7096774193548387,0.6363636363636364,0.288135593220339,0.23529411764705882,0.2962962962962963,0.75,0.06779661016949153,0.125,0.125,,,,,,0.01694915254237288,,,,0.813953488372093,,0.6071428571428571,0.5294117647058824,,0.03571428571428571,,0.6440677966101694,,0.4961370689655171,0.5291325,0.4700962962962963,0.176056338028169,0.17857142857142858,0.31724137931034485,0.2206896551724138,3.680172413793103,50.099999999999994,0.24745269286754004,18.0,30.0,9.0,,,8.0,1.0,11.0,7.0,,4.0,11.0,8.0,,4.0,1.0,0.20588235294117646,,0.09090909090909091,0.17117117117117117,0.12432432432432433,0.06756756756756757,0.16,0.15942028985507245,0.06542056074766354,0.7272727272727273,0.5142857142857142,,5.0,,,0.1282051282051282,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,False,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,58089.0,968,184,1801,1788,468,614,210,3589,32.0,50.0,5.0,11.0,20.0,48.0,90.0,91.0,202,7.0,14.0,3.0,17.0,52.0,8.0,4.0,18.0,171.0,342,24.0,66.0,99.0,513,1806,13.0,32.0,11.0,5.0,40.0,41.0,81.0,6.0,21.0,57.0,157,76.0,266.0,60.0,12.0,51.0,17.0,12.0,170.0,36.0,206.0,23.0,13.0,55.0,42.0,73.0,448.0,13.0,17.0,65.0,1.0,83.0,15.0,98,2.0,36.0,19.0,17.0,40.0,8.0,25.0,28.0,15.0,4.0,68.0,2.0,12.0,30,98,4.0,117.0,8.0,32.0,27.0,157,468,20.0,0.2222222222222222,0.2222222222222222,0.8333333333333334,0.36363636363636365,0.2857142857142857,0.36923076923076925,0.5,0.40625,0.5061728395061729,0.5073529411764706,0.4069767441860465,0.49019607843137253,0.5513100436681223,0.43333333333333335,0.5827067669172933,0.16176470588235295,0.03508771929824561,0.1,25.49684924866699,0.5882352941176471,0.017543859649122806,0.08940852819807428,0.01867816091954023,0.08808290155440414,0.0891304347826087,0.017584994138335287,0.015384615384615385,0.05825242718446602,0.09404388714733543,0.11904761904761904,0.01015228426395939,0.12254901960784313,0.64,0.7111111111111111,0.28125,0.22058823529411764,0.5333333333333333,0.5714285714285714,0.125,0.4950980392156863,0.4504950495049505,0.4527363184079602,0.25274725274725274,0.03431372549019608,0.5,0.5,0.8571428571428571,0.12745098039215685,0.3269230769230769,0.3269230769230769,0.8235294117647058,0.11627906976744186,0.18604651162790697,0.19607843137254902,0.55,0.029411764705882353,0.17647058823529413,0.2222222222222222,0.28431372549019607,0.3333333333333333,0.4449173218673219,0.4328661764705882,0.4408782178217821,0.07424593967517401,0.08767123287671233,0.07797270955165692,0.3060428849902534,13.41578947368421,25.137878787878783,0.25985563575791226,1.0,,2.0,2.0,1.0,11.0,9.0,6.0,2.0,1.0,3.0,7.0,3.0,,,,0.06666666666666667,0.0049504950495049506,0.012738853503184714,0.007633587786259542,0.029166666666666667,0.008771929824561403,0.023255813953488372,0.11386138613861387,0.07947019867549669,0.42857142857142855,0.2,,,,,,1.0,2.0,1.0,1.0,1.0,,0.6666666666666666,2.0,3.0,1.0,0.2727272727272727,0.25,1.0,1.0,3.0,0.06976744186046512,0.3333333333333333,1.0,,,,False,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,78153.0,1303,91,2422,2419,678,868,300,4841,27.0,40.0,3.0,11.0,12.0,4.0,12.0,38.0,91,17.0,36.0,10.0,49.0,99.0,12.0,12.0,26.0,69.0,143,66.0,135.0,84.0,420,2426,5.0,15.0,16.0,7.0,47.0,20.0,34.0,17.0,36.0,41.0,132,122.0,16.0,198.0,,99.0,49.0,6.0,61.0,13.0,74.0,10.0,3.0,18.0,22.0,21.0,161.0,12.0,39.0,114.0,23.0,176.0,15.0,191,2.0,43.0,17.0,26.0,20.0,3.0,15.0,6.0,5.0,1.0,26.0,1.0,9.0,50,101,1.0,95.0,11.0,32.0,11.0,132,678,9.0,0.8840579710144928,0.8970588235294118,1.0,0.4888888888888889,0.4722222222222222,0.4888888888888889,0.4825174825174825,0.3333333333333333,0.5882352941176471,0.60431654676259,0.6451612903225806,0.65,0.64576802507837,0.6617647058823529,0.7032967032967034,0.4856115107913669,0.04195804195804196,0.125,12.436914203316512,0.7692307692307693,0.2875,0.11949685534591195,0.012578616352201259,0.1625,0.12814070351758794,0.011235955056179775,0.013303769401330377,0.09523809523809523,0.13942307692307693,0.14583333333333334,0.014814814814814815,0.14388489208633093,0.675,0.7714285714285715,0.8148148148148148,0.04316546762589928,0.3333333333333333,0.36363636363636365,0.75,0.3273381294964029,0.4175824175824176,0.4175824175824176,0.9473684210526315,0.12949640287769784,0.4722222222222222,0.4857142857142857,1.0,0.35611510791366907,0.494949494949495,0.494949494949495,1.0,0.0967741935483871,0.3870967741935484,0.17142857142857143,0.9166666666666666,0.14285714285714285,0.37142857142857144,0.46153846153846156,0.6294964028776978,0.494949494949495,0.502955035971223,0.5077586206896552,0.5058728571428572,0.1038961038961039,0.18497109826589594,0.11190476190476191,0.3142857142857143,13.227272727272727,24.568148148148143,0.27993393889347645,2.0,2.0,1.0,1.0,,1.0,2.0,7.0,3.0,1.0,3.0,7.0,3.0,,,1.0,0.08333333333333333,,0.0049261083743842365,0.02030456852791878,0.006535947712418301,,0.018867924528301886,0.11320754716981132,0.16666666666666666,0.42857142857142855,0.6666666666666666,1.0,2.0,0.007407407407407408,,0.03333333333333333,0.5,5.0,,,,,0.5,8.0,10.0,,0.625,0.6666666666666666,1.0,2.0,4.0,0.12903225806451613,0.5,1.0,,,,False,0.027777777777777776
