EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,LongMidRangeFGA,Steals,LostBallSteals,LongMidRangeFrequency,on,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTDefRebounds,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,3SecondViolations,StepOutOfBoundsTurnovers,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,213.0,4,1,6,7,6,2,1,13,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,6,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,28.57142857142857,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6182,0.6182,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1610612760,Leon Smith,Leon Smith,1910,SEA,213.0,4,1,6,7,6,2,1,13,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5,1.0,2.0,2.0,,2.0,6,,,0.5,0.5,0.5,0.5,0.5,0.5,28.57142857142857,0.5,1.0,1.0,,0.5,0.5,1.0,0.5,0.45255,0.45255,1.0,4.85,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.25,0.5,0.25,1.0,1.0,0.5297,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,213.0,4,1,6,7,6,2,1,13,,,,,,,,,5,,,,,,6,,,,,,,,,14.285714285714285,,,,,,,,1.0,0.53445,0.53445,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,23.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,1610612760,Richie Frahm,Richie Frahm,2499,SEA,213.0,4,1,6,7,6,2,1,13,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,6,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,28.57142857142857,0.5,1.0,1.0,1.0,,0.5,1.0,0.5,0.39845,0.39845,1.0,10.1,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,0.25,,0.25,,,0.25,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,213.0,4,1,6,7,6,2,1,13,,,,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,0.25,,0.25,,,0.25,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,90941.0,1516,43,2823,2824,770,948,358,5647,74.0,104.0,29.0,39.0,87.0,145.0,282.0,571.0,3057,47.0,88.0,199.0,104.0,199.0,770,0.3586206896551724,0.3611111111111111,0.5141843971631206,0.5340909090909091,0.5226130653266332,0.52,0.5861344537815126,0.6012269938650306,16.594561186650186,0.2613065326633166,0.7115384615384616,0.7789473684210526,0.44594594594594594,0.2185929648241206,0.312,0.7435897435897436,0.5527638190954773,0.48930972222222213,0.48859837398373995,0.34851138353765326,8.514539007092196,0.2727594757350337,2.0,6.0,11.0,23.0,47.0,186.0,2.0,11.0,89.0,119.0,23.0,142.0,64.0,0.4782608695652174,0.5,0.575,0.08524904214559387,0.012127894156560088,0.08635703918722787,0.016430171769977596,0.00974025974025974,0.10513447432762836,0.17647058823529413,0.3333333333333333,0.4659703703703704,0.08231173380035026,20.0,7.0,116.0,37.0,179.0,298.0,67.0,715.0,0.2914572864321608,0.05025125628140704,0.056,25.280172413793096,91.0,45.0,11.0,0.228643216080402,False,36.0,35.0,8.0,1.0,3.0,1.0,34.0,96.0,3.0,8.0,11.0,30.0,42.0,155.0,4.0,11.0,13.0,12.0,69.0,96.0,30.0,96.0,34.0,18.0,119.0,79.0,40.0,34.0,78.0,11.0,1.0,30.0,4.0,34.0,41.0,8.0,27.0,20.0,14.0,2.0,61.0,1.0,11.0,31.0,1.0,1.0,6.0,184.0,13.0,14.0,58.0,1.0,32.0,6.0,2.0,2.0,2.0,6.0,3.0,1.0,1.0,13.0,0.7619047619047619,0.3620689655172414,0.36363636363636365,0.32432432432432434,0.3620689655172414,0.06382978723404255,0.08653846153846154,0.06896551724137931,0.03296703296703297,0.6721311475409836,0.013513513513513514,0.08982035928143713,0.02546296296296296,0.02066115702479339,0.008403361344537815,0.028662420382165606,0.01694915254237288,0.06687898089171974,0.0778816199376947,0.0811965811965812,0.11,0.021505376344086023,0.5,0.41379310344827586,0.4444444444444444,0.19444444444444445,0.38461538461538464,0.3977272727272727,0.34285714285714286,0.4,0.4,1.0,0.24120603015075376,0.3541666666666667,0.3541666666666667,0.7058823529411765,0.5,0.08823529411764706,0.3333333333333333,1.0,0.23529411764705882,0.375,0.6666666666666666,0.14285714285714285,0.24,0.36666666666666664,0.3541666666666667,0.13288288288288289,0.17737003058103976,0.008547008547008548,,,,,,,,,,,,,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,34299.0,572,-19,1087,1109,366,433,141,2196,42.0,65.0,14.0,18.0,24.0,74.0,155.0,198.0,1129,24.0,47.0,70.0,92.0,70.0,366,0.6216216216216216,0.696969696969697,0.4774193548387097,0.5106382978723404,0.4715909090909091,0.5357142857142857,0.5076923076923077,0.5384615384615384,17.412140575079874,0.3693181818181818,0.6461538461538462,0.75,0.5714285714285714,0.13636363636363635,0.32142857142857145,0.7777777777777778,0.48863636363636365,0.4672755681818181,0.45996517857142855,0.35353535353535354,9.72,0.33670653173873044,12.0,15.0,16.0,27.0,40.0,56.0,16.0,31.0,33.0,49.0,43.0,92.0,66.0,0.5925925925925926,0.5,0.5555555555555556,0.08483290488431877,0.08516483516483517,0.0874751491053678,0.08171206225680934,0.11607142857142858,0.059880239520958084,0.46875,0.8,0.47719285714285714,0.20202020202020202,8.0,3.0,21.0,9.0,10.0,19.0,5.0,47.0,0.11931818181818182,0.045454545454545456,0.05357142857142857,24.85238095238096,66.0,19.0,9.0,0.375,False,7.0,25.0,3.0,,2.0,2.0,3.0,13.0,,3.0,2.0,6.0,6.0,32.0,,5.0,8.0,4.0,10.0,18.0,,13.0,3.0,12.0,9.0,3.0,6.0,3.0,2.0,11.0,1.0,11.0,1.0,10.0,13.0,3.0,6.0,10.0,7.0,,23.0,4.0,4.0,27.0,,3.0,5.0,46.0,7.0,,21.0,,5.0,19.0,8.0,4.0,7.0,20.0,12.0,2.0,,15.0,1.0,0.2857142857142857,,0.4444444444444444,0.2857142857142857,0.07741935483870968,0.13846153846153847,0.08333333333333333,0.015151515151515152,0.5652173913043478,0.023809523809523808,0.09649122807017543,0.07333333333333333,0.07476635514018691,0.06896551724137931,0.08771929824561403,0.027777777777777776,0.11818181818181818,0.08928571428571429,0.10989010989010989,0.043478260869565216,0.012658227848101266,0.6,0.2916666666666667,0.3181818181818182,0.2857142857142857,0.3787878787878788,0.38461538461538464,0.8,0.375,0.375,1.0,0.07386363636363637,0.23076923076923078,0.25,1.0,0.25,0.0625,,,0.09375,,,0.6666666666666666,0.10714285714285714,0.3333333333333333,0.23076923076923078,0.11052631578947368,0.1242603550295858,,1.0,5.0,1.0,1.0,0.047619047619047616,0.07692307692307693,0.13513513513513514,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,176029.0,2934,-6,5528,5534,1363,1623,704,11062,162.0,245.0,33.0,47.0,317.0,390.0,843.0,1421.0,5978,76.0,147.0,360.0,444.0,360.0,1363,0.5692307692307692,0.5951742627345844,0.4626334519572954,0.5170068027210885,0.49430431244914563,0.53099173553719,0.5267459138187222,0.5907590759075908,23.385441339017845,0.19934906427990237,0.6612244897959184,0.7232142857142857,0.5987654320987654,0.25793327908869,0.19421487603305784,0.7021276595744681,0.5134255492270138,0.48045791190864606,0.4843825,0.2533427163969036,9.442348754448398,0.2465629522431259,26.0,42.0,54.0,112.0,184.0,336.0,34.0,87.0,263.0,385.0,133.0,518.0,233.0,0.48214285714285715,0.5463576158940397,0.5714285714285714,0.13209442491210446,0.04912478825522304,0.13102409638554216,0.049019607843137254,0.054365733113673806,0.1382842509603073,0.2781456953642384,0.6190476190476191,0.45784803921568634,0.1294862772695285,138.0,42.0,386.0,95.0,91.0,175.0,39.0,434.0,0.3140764849471115,0.11228641171684296,0.17355371900826447,24.884455958549232,281.0,99.0,36.0,0.22864117168429618,False,133.0,95.0,60.0,10.0,16.0,16.0,85.0,248.0,9.0,23.0,19.0,53.0,145.0,206.0,19.0,39.0,19.0,35.0,103.0,411.0,24.0,246.0,85.0,47.0,84.0,59.0,25.0,19.0,33.0,43.0,3.0,85.0,28.0,63.0,77.0,9.0,39.0,58.0,38.0,6.0,135.0,11.0,24.0,121.0,1.0,15.0,29.0,270.0,31.0,3.0,102.0,2.0,44.0,54.0,37.0,1.0,16.0,54.0,27.0,,3.0,32.0,0.9448275862068966,0.3756476683937824,0.48717948717948717,0.3684210526315789,0.3776041666666667,0.05575326215895611,0.08571428571428572,0.05362776025236593,0.03202846975088968,0.5703703703703704,0.019736842105263157,0.12781954887218044,0.04880817253121453,0.04790419161676647,0.04524886877828054,0.04265402843601896,0.06451612903225806,0.11243611584327087,0.14285714285714285,0.11983471074380166,0.14917127071823205,0.04395604395604396,0.5,0.4195583596214511,0.44333333333333336,0.42857142857142855,0.33807829181494664,0.3492647058823529,0.7157894736842105,0.43478260869565216,0.43478260869565216,0.95,0.2017900732302685,0.34274193548387094,0.3441295546558704,0.9411764705882353,0.2692307692307692,0.10596026490066225,0.625,0.7,0.152317880794702,0.391304347826087,1.0,0.38095238095238093,0.2190082644628099,0.3584905660377358,0.34552845528455284,0.07987711213517665,0.11159737417943107,0.005154639175257732,1.0,37.0,,,0.0025906735751295338,0.004032258064516129,0.21637426900584794,2.0,4.0,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,59538.0,992,48,1826,1830,414,459,226,3656,88.0,136.0,12.0,23.0,110.0,129.0,259.0,324.0,1907,20.0,48.0,58.0,146.0,58.0,414,0.5658914728682171,0.6636363636363637,0.4980694980694981,0.4166666666666667,0.4980694980694981,0.4166666666666667,0.5346534653465347,0.47540983606557374,18.48295727316371,0.525096525096525,0.6470588235294118,0.704,0.6590909090909091,0.4247104247104247,0.4791666666666667,0.5217391304347826,0.525096525096525,0.471030888030888,0.4522145833333333,0.17901234567901234,4.575675675675675,0.2267250821467689,24.0,34.0,32.0,55.0,83.0,112.0,38.0,51.0,109.0,152.0,78.0,230.0,180.0,0.5818181818181818,0.5818181818181818,0.6287878787878788,0.15138888888888888,0.08485856905158069,0.14639397201291712,0.0871559633027523,0.09433962264150944,0.12374581939799331,0.6181818181818182,0.7058823529411765,0.5084583333333333,0.25617283950617287,,,,,11.0,32.0,6.0,85.0,,,,,13.0,20.0,8.0,0.05019305019305019,False,37.0,4.0,,,,,,,,,,,,66.0,,,19.0,,18.0,,,,,18.0,21.0,17.0,4.0,1.0,4.0,25.0,2.0,27.0,5.0,12.0,30.0,5.0,11.0,52.0,19.0,10.0,82.0,20.0,13.0,87.0,,25.0,25.0,100.0,12.0,,49.0,,7.0,60.0,24.0,4.0,32.0,60.0,42.0,6.0,13.0,17.0,,,,,,0.0694980694980695,0.08088235294117647,0.06363636363636363,,0.36585365853658536,0.038461538461538464,0.1291866028708134,0.09225092250922509,0.04790419161676647,0.1036036036036036,0.09090909090909091,0.09523809523809523,0.14795918367346939,0.19111111111111112,0.11971830985915492,0.14925373134328357,0.044642857142857144,0.7,0.33636363636363636,0.3592233009708738,0.32432432432432434,0.3076923076923077,0.3076923076923077,0.75,,,,,,,,0.20833333333333334,,,,,,,,,,,0.16554054054054054,0.16554054054054054,,,16.0,,,,,0.3137254901960784,,2.0,4.0,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,139349.0,2322,12,4406,4399,1216,1427,541,8805,112.0,185.0,23.0,43.0,89.0,205.0,435.0,925.0,4739,49.0,101.0,242.0,216.0,242.0,1216,0.526829268292683,0.5714285714285714,0.47126436781609193,0.48514851485148514,0.5110837438423645,0.4823232323232323,0.5309988518943742,0.5353982300884956,19.483101391650102,0.22783251231527094,0.6054054054054054,0.7417218543046358,0.48214285714285715,0.10960591133004927,0.21717171717171718,0.5348837209302325,0.6921182266009852,0.5089757425742575,0.4896371794871797,0.2616216216216216,9.120689655172413,0.27598729005901046,23.0,37.0,35.0,73.0,110.0,194.0,32.0,60.0,205.0,302.0,104.0,406.0,187.0,0.4794520547945205,0.46078431372549017,0.49107142857142855,0.12966476913345984,0.043699927166788055,0.1256544502617801,0.04656745079212674,0.037037037037037035,0.12984822934232715,0.3627450980392157,0.6216216216216216,0.4929532894736842,0.11891891891891893,121.0,28.0,377.0,97.0,90.0,142.0,56.0,336.0,0.4642857142857143,0.14901477832512317,0.1414141414141414,24.977718832891256,161.0,80.0,18.0,0.19827586206896552,False,31.0,62.0,41.0,5.0,14.0,9.0,99.0,256.0,3.0,15.0,22.0,69.0,140.0,95.0,8.0,29.0,16.0,31.0,51.0,393.0,27.0,254.0,99.0,46.0,52.0,24.0,28.0,16.0,18.0,37.0,7.0,59.0,4.0,62.0,63.0,13.0,38.0,46.0,25.0,5.0,109.0,12.0,25.0,93.0,,9.0,14.0,127.0,9.0,,53.0,,15.0,41.0,21.0,6.0,14.0,42.0,20.0,,2.0,28.0,0.9357142857142857,0.3713527851458886,0.27586206896551724,0.31958762886597936,0.37333333333333335,0.10574712643678161,0.1837837837837838,0.1348314606741573,,0.5779816513761468,0.056,0.11346153846153846,0.05211267605633803,0.05089058524173028,0.044145873320537425,0.05823293172690763,0.03773584905660377,0.13034623217922606,0.12877263581488935,0.11948051948051948,0.0962962962962963,0.009732360097323601,0.47619047619047616,0.34831460674157305,0.4025974025974026,0.3870967741935484,0.38509316770186336,0.38509316770186336,0.6774193548387096,0.33884297520661155,0.33884297520661155,0.975609756097561,0.31527093596059114,0.38671875,0.38823529411764707,0.9191919191919192,0.17391304347826086,0.13725490196078433,0.35714285714285715,0.8,0.14705882352941177,0.2,1.0,0.32142857142857145,0.3484848484848485,0.3188405797101449,0.38976377952755903,0.06191588785046729,0.11064718162839249,,1.0,38.0,1.0,,0.002652519893899204,0.00390625,0.2714285714285714,2.0,3.0,,2.0,1.0,1.0,
