EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,BlockedCorner3,3SecondViolations,OffensiveGoaltends,on,Corner3PctBlocked
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,82638.0,1377,-206.0,2611,2589,662,790.0,365.0,5200,81.0,150.0,17.0,29.0,22.0,47.0,18.0,50.0,120.0,295.0,4.0,13.0,2.0,3.0,72.0,238.0,5.0,23.0,19.0,74.0,219.0,495.0,76.0,251.0,186.0,852.0,2932,26.0,57.0,7.0,26.0,25.0,98.0,54.0,129.0,19.0,74.0,63.0,228.0,186.0,252.0,147.0,81.0,24.0,3.0,235.0,72.0,34.0,158.0,34.0,192.0,17.0,17.0,72.0,40.0,46.0,418.0,10.0,38.0,1.0,38.0,124.0,1.0,163.0,49.0,212.0,18.0,47.0,32.0,15.0,65.0,11.0,40.0,28.0,5.0,25.0,1.0,2.0,93.0,6.0,19.0,31.0,65.0,1.0,4.0,9.0,227.0,18.0,1.0,11.0,91.0,8.0,15.0,22.0,1.0,1.0,10.0,1.0,11.0,23.0,15.0,1.0,228.0,662,5.0,0.4246575342465753,0.4492753623188406,0.6447368421052632,0.30278884462151395,0.2692307692307692,0.25675675675675674,0.3064516129032258,0.44242424242424244,0.45614035087719296,0.4186046511627907,0.44638069705093836,0.4397590361445783,0.4064039408866995,0.5005945303210464,0.5,0.4767932489451477,0.33646112600536193,0.06868686868686869,0.14666666666666667,0.12,0.020338983050847456,30.825082508250823,0.6989247311827957,0.013333333333333334,0.012987012987012988,0.13262032085561498,0.03815261044176707,0.15079365079365079,0.03205128205128205,0.13647851727042964,0.03669724770642202,0.05084745762711865,0.040955631399317405,0.02696078431372549,0.02702702702702703,0.05660377358490566,0.08455882352941177,0.12152777777777778,0.176,0.15028901734104047,0.1518987341772152,0.04411764705882353,0.6521739130434783,0.20107238605898123,0.54,0.6328125,0.35802469135802467,0.06702412868632708,0.36,0.4090909090909091,0.3888888888888889,0.39544235924932974,0.4067796610169492,0.41522491349480967,0.475,0.01742627345844504,0.3076923076923077,0.3076923076923077,0.75,0.3190348525469169,0.3025210084033613,0.3025210084033613,0.6388888888888888,0.3493975903614458,0.5862068965517241,0.17647058823529413,0.03614457831325301,0.6666666666666666,0.5,0.27710843373493976,0.21739130434782608,1.0,0.2315270935960591,0.46808510638297873,0.3645320197044335,0.25675675675675674,0.5375335120643432,0.30638297872340425,0.4812872812920593,0.49309662162162166,0.47365199999999996,0.1198547215496368,0.1602112676056338,0.031007751937984496,0.11502347417840375,0.2676056338028169,12.037979797979801,25.599601593625493,0.25354270394484874,,,,,,,,,,,,True,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1085.0,18,-14.0,31,30,5,13.0,4.0,61,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,2.0,46,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,5,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,8.108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.4027,,,,,,,,19.2,,0.16129032258064516,,,,,,,,,,,,True,
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,68533.0,1142,-315.0,2176,2157,580,606.0,297.0,4333,27.0,55.0,,1.0,5.0,10.0,22.0,54.0,71.0,140.0,6.0,14.0,,1.0,35.0,82.0,5.0,7.0,8.0,19.0,120.0,249.0,41.0,96.0,54.0,417.0,2491,8.0,18.0,5.0,8.0,3.0,34.0,25.0,53.0,9.0,21.0,23.0,100.0,56.0,184.0,102.0,21.0,2.0,,82.0,35.0,9.0,113.0,27.0,140.0,21.0,6.0,30.0,22.0,61.0,307.0,4.0,11.0,1.0,20.0,50.0,3.0,73.0,16.0,89.0,1.0,24.0,18.0,6.0,40.0,16.0,28.0,32.0,4.0,12.0,1.0,3.0,72.0,3.0,19.0,34.0,91.0,,2.0,5.0,70.0,6.0,,19.0,16.0,,12.0,5.0,,,1.0,3.0,1.0,5.0,3.0,,100.0,580,18.0,0.23333333333333334,0.23529411764705882,0.8292682926829268,0.4270833333333333,0.625,0.42857142857142855,0.4270833333333333,0.4819277108433735,0.4444444444444444,0.4716981132075472,0.5260869565217391,0.5961538461538461,0.5202702702702703,0.5504087193460491,0.6111111111111112,0.5574712643678161,0.2782608695652174,0.03614457831325301,0.10909090909090909,0.037037037037037035,0.007142857142857143,17.49003984063745,0.5555555555555556,0.05,0.01639344262295082,0.06377551020408163,0.01282051282051282,0.0975609756097561,0.017167381974248927,0.07077856420626896,0.013748854262144821,0.01702127659574468,0.007518796992481203,0.014005602240896359,0.021164021164021163,,0.05286343612334802,0.036,0.09446254071661238,0.08088235294117647,0.13043478260869565,0.0058823529411764705,0.6,0.15942028985507245,0.4909090909090909,0.5510204081632653,0.14814814814814814,0.1565217391304348,0.4074074074074074,0.4230769230769231,0.18181818181818182,0.4057971014492754,0.5071428571428571,0.5107913669064749,0.28169014084507044,0.04057971014492753,0.42857142857142855,0.42857142857142855,1.0,0.23768115942028986,0.4268292682926829,0.43209876543209874,0.8,0.038461538461538464,,,0.038461538461538464,,,0.2692307692307692,0.7142857142857143,0.8,0.13513513513513514,0.5,0.25675675675675674,0.42105263157894735,0.43768115942028984,0.4268292682926829,0.46175014577259477,0.44942272727272725,0.42883698630136996,0.04507042253521127,0.06177606177606178,,0.0815347721822542,0.23980815347721823,12.316867469879524,25.486458333333342,0.2665441176470588,1.0,2.0,1.0,0.010416666666666666,0.012195121951219513,0.02702702702702703,0.5,,,,,True,
1742,1610612753,Shammond Williams,Shammond Williams,1742,ORL,18656.0,311,-147.0,597,598,165,160.0,77.0,1195,11.0,19.0,1.0,2.0,4.0,7.0,2.0,6.0,6.0,20.0,1.0,8.0,,2.0,13.0,41.0,,1.0,3.0,10.0,19.0,45.0,14.0,49.0,25.0,105.0,690,2.0,3.0,,3.0,4.0,8.0,5.0,15.0,3.0,13.0,18.0,37.0,10.0,28.0,24.0,18.0,,,41.0,13.0,3.0,26.0,8.0,34.0,7.0,1.0,7.0,7.0,12.0,76.0,2.0,5.0,,4.0,10.0,,14.0,7.0,21.0,,17.0,9.0,8.0,13.0,4.0,11.0,6.0,,2.0,,2.0,19.0,1.0,7.0,8.0,22.0,,,,28.0,4.0,,4.0,7.0,,7.0,1.0,,,1.0,,,1.0,1.0,,37.0,165,6.0,0.2631578947368421,0.2631578947368421,0.5714285714285714,0.2857142857142857,,0.23076923076923078,0.2857142857142857,0.4222222222222222,0.6666666666666666,0.3333333333333333,0.425531914893617,0.3333333333333333,0.3392857142857143,0.4855769230769231,0.5,0.5,0.5212765957446809,0.06666666666666667,0.15789473684210525,,,17.723342939481267,0.6842105263157895,,,0.04926108374384237,0.020833333333333332,0.07692307692307693,0.02531645569620253,0.054901960784313725,0.0219435736677116,0.0375,0.0136986301369863,0.011494252873563218,0.031746031746031744,,0.04477611940298507,0.019230769230769232,0.07142857142857142,0.05714285714285714,0.11764705882352941,,1.0,0.20212765957446807,0.5789473684210527,0.6875,0.18181818181818182,0.06382978723404255,0.3333333333333333,0.3333333333333333,0.5,0.2127659574468085,0.3,0.3,0.3333333333333333,0.0851063829787234,0.125,0.125,1.0,0.43617021276595747,0.3170731707317073,0.3170731707317073,0.5384615384615384,0.3333333333333333,0.5,1.0,0.3333333333333333,,,0.16666666666666666,,,0.25,0.5714285714285714,0.35714285714285715,0.3,0.723404255319149,0.3170731707317073,0.5040968085106383,0.5499083333333333,0.47269285714285714,0.07216494845360824,0.14583333333333334,,0.0761904761904762,0.3523809523809524,9.426666666666666,25.263265306122452,0.27638190954773867,,3.0,,,,0.10714285714285714,,1.0,,,,True,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,128249.0,2137,-484.0,4041,4015,1077,1156.0,568.0,8056,138.0,258.0,52.0,96.0,32.0,56.0,120.0,277.0,102.0,252.0,3.0,11.0,,,6.0,31.0,,6.0,2.0,9.0,360.0,787.0,9.0,42.0,167.0,914.0,4536,76.0,142.0,,6.0,35.0,187.0,91.0,178.0,3.0,13.0,74.0,265.0,404.0,316.0,24.0,3.0,96.0,2.0,29.0,6.0,63.0,63.0,26.0,89.0,17.0,9.0,33.0,10.0,20.0,204.0,23.0,124.0,13.0,58.0,250.0,48.0,356.0,160.0,516.0,28.0,62.0,39.0,23.0,66.0,4.0,39.0,60.0,5.0,27.0,2.0,15.0,126.0,6.0,35.0,85.0,196.0,,17.0,27.0,262.0,18.0,,1.0,111.0,1.0,27.0,70.0,2.0,1.0,47.0,3.0,20.0,72.0,38.0,13.0,265.0,1077,14.0,0.5611111111111111,0.6474358974358975,0.8888888888888888,0.21428571428571427,,0.23076923076923078,0.225,0.45743329097839897,0.5352112676056338,0.5112359550561798,0.4505428226779252,0.5135135135135135,0.5,0.4805263157894737,0.5404624277456648,0.5452674897119342,0.05066344993968637,0.08005082592121983,0.16279069767441862,0.05054151624548736,0.027777777777777776,22.864428389290268,0.5238095238095238,0.44036697247706424,0.09848484848484848,0.1699524133242692,0.0765904879555281,0.14609571788413098,0.05476190476190476,0.16488222698072805,0.07209416380578715,0.10822510822510822,0.06695464362850972,0.06195965417867435,0.058823529411764705,0.0375,0.1547085201793722,0.19194312796208532,0.16583747927031509,0.16176470588235295,0.112,0.07216494845360824,0.5277777777777778,0.3112183353437877,0.5348837209302325,0.6388888888888888,0.4927536231884058,0.3341375150784077,0.4332129963898917,0.45627376425855515,0.5,0.3039806996381182,0.40476190476190477,0.4163265306122449,0.7254901960784313,0.013268998793727383,0.2727272727272727,0.2727272727272727,1.0,0.03739445114595899,0.1935483870967742,0.1935483870967742,0.8333333333333334,0.6486486486486487,0.5416666666666666,0.07692307692307693,,,,0.04054054054054054,,,0.2931937172774869,0.5714285714285714,0.04712041884816754,0.2222222222222222,0.3618817852834741,0.20689655172413793,0.44697394195888734,0.5058035156250001,0.4348265789473682,0.12134344528710726,0.12613636363636363,0.023255813953488372,0.20459518599562362,0.2899343544857768,8.802541296060996,27.102380952380948,0.26651818856718634,1.0,4.0,,,,0.020942408376963352,0.25,5.0,1.0,2.0,,True,
2051,1610612753,Donnell Harvey,Donnell Harvey,2051,ORL,11877.0,198,-35.0,377,372,116,103.0,56.0,749,12.0,22.0,4.0,6.0,4.0,7.0,2.0,19.0,3.0,5.0,,,,,,2.0,,,,2.0,17.0,46.0,,2.0,13.0,47.0,386,4.0,6.0,,,5.0,13.0,6.0,11.0,,2.0,5.0,17.0,14.0,20.0,,,6.0,2.0,,,8.0,6.0,,6.0,,,5.0,,1.0,12.0,,12.0,,5.0,18.0,2.0,25.0,12.0,37.0,2.0,7.0,5.0,2.0,5.0,,4.0,7.0,1.0,1.0,,1.0,12.0,,1.0,13.0,29.0,,2.0,3.0,19.0,1.0,,,10.0,,1.0,9.0,,,6.0,1.0,2.0,9.0,7.0,2.0,17.0,116,6.0,0.4117647058823529,0.5,,,,,,0.3695652173913043,0.6666666666666666,0.5454545454545454,0.3541666666666667,0.6666666666666666,0.46153846153846156,0.4051724137931034,0.7222222222222222,0.5,0.041666666666666664,0.17391304347826086,0.13636363636363635,0.2631578947368421,,15.80135440180587,0.4166666666666667,0.15384615384615385,,0.11688311688311688,0.07407407407407407,0.1111111111111111,,0.11557788944723618,0.061855670103092786,0.07317073170731707,0.08928571428571429,0.06153846153846154,,,0.12280701754385964,0.10526315789473684,0.11864406779661017,0.07142857142857142,0.17647058823529413,0.09523809523809523,0.7777777777777778,0.4583333333333333,0.5454545454545454,0.631578947368421,0.5,0.3958333333333333,0.10526315789473684,0.14285714285714285,,0.10416666666666667,0.6,0.6,0.3333333333333333,,,,,0.041666666666666664,,,,1.0,0.6666666666666666,,,,,,,,0.5384615384615384,0.5714285714285714,0.15384615384615385,,0.5,,0.46024130434782606,0.5273833333333333,0.49722727272727263,0.17543859649122806,0.18181818181818182,,0.2765957446808511,0.3617021276595745,4.8130434782608695,60.349999999999994,0.3076923076923077,,,,,,,,,,,,True,
2585,1610612753,Zaza Pachulia,Zaza Pachulia,2585,ORL,21533.0,359,-65.0,660,666,203,206.0,109.0,1326,35.0,69.0,12.0,24.0,16.0,27.0,3.0,19.0,2.0,11.0,,,,,,,,,,,40.0,99.0,,,23.0,103.0,729,12.0,25.0,,,11.0,35.0,16.0,37.0,,,7.0,39.0,44.0,36.0,,,20.0,,,,12.0,5.0,,5.0,,,3.0,,2.0,10.0,7.0,33.0,3.0,6.0,43.0,6.0,55.0,43.0,98.0,3.0,12.0,9.0,3.0,14.0,1.0,8.0,4.0,,6.0,,,18.0,3.0,6.0,24.0,55.0,,4.0,2.0,36.0,5.0,,,16.0,,5.0,5.0,,,3.0,,2.0,5.0,2.0,1.0,39.0,203,4.0,0.55,0.7333333333333333,,,,,,0.40404040404040403,0.48,0.43243243243243246,0.40404040404040403,0.48,0.43243243243243246,0.44782608695652176,0.5147058823529411,0.47560975609756095,,0.12121212121212122,0.15942028985507245,0.05263157894736842,,16.582914572864322,0.7777777777777778,0.3,0.11538461538461539,0.172,0.11418685121107267,0.08571428571428572,0.1206896551724138,0.153125,0.11527377521613832,0.14285714285714285,0.12,0.08943089430894309,0.125,0.1,0.12790697674418605,0.2909090909090909,0.14678899082568808,0.06818181818181818,0.11538461538461539,0.06666666666666667,0.4,0.696969696969697,0.5072463768115942,0.603448275862069,0.5428571428571428,0.1919191919191919,0.15789473684210525,0.16666666666666666,0.6666666666666666,0.1111111111111111,0.18181818181818182,0.18181818181818182,0.5,,,,,,,,,0.96,0.5,,,,,,,,0.7297297297297297,0.5925925925925926,,,0.696969696969697,,0.5010606060606058,0.5036428571428572,0.4872297297297297,0.14545454545454545,0.14545454545454545,,0.33980582524271846,0.3786407766990291,3.5787878787878795,,0.30757575757575756,,,,,,,,,,1.0,,True,
436,1610612753,Juwan Howard,Juwan Howard,436,ORL,73914.0,1232,-270.0,2358,2327,661,679.0,313.0,4685,66.0,129.0,14.0,30.0,14.0,27.0,81.0,199.0,54.0,124.0,,,,,,,,,,,201.0,452.0,,,137.0,539.0,2688,30.0,63.0,,,29.0,89.0,42.0,95.0,,,59.0,143.0,246.0,156.0,,,24.0,,,,39.0,47.0,22.0,69.0,17.0,5.0,15.0,8.0,24.0,160.0,19.0,59.0,1.0,28.0,90.0,12.0,130.0,79.0,209.0,7.0,23.0,19.0,4.0,33.0,7.0,13.0,42.0,7.0,20.0,,6.0,75.0,9.0,20.0,47.0,127.0,1.0,22.0,21.0,174.0,16.0,,,73.0,,22.0,9.0,,,8.0,,1.0,9.0,4.0,1.0,143.0,661,12.0,0.6119402985074627,0.6507936507936508,,,,,,0.4446902654867257,0.47619047619047616,0.4421052631578947,0.4446902654867257,0.47619047619047616,0.4421052631578947,0.507532956685499,0.5493827160493827,0.5416666666666666,,0.08628318584070796,0.1937984496124031,0.05025125628140704,0.03225806451612903,22.31222385861561,0.44,0.19672131147540983,0.013157894736842105,0.10922330097087378,0.06541019955654102,0.13145539906103287,0.076,0.11378977820636452,0.06770833333333333,0.09053497942386832,0.04316546762589928,0.06561679790026247,0.07425742574257425,0.08333333333333333,0.102880658436214,0.10612244897959183,0.11607142857142858,0.14184397163120568,0.1111111111111111,0.03317535545023697,0.4444444444444444,0.2853982300884956,0.5116279069767442,0.6346153846153846,0.6515151515151515,0.44026548672566373,0.40703517587939697,0.42857142857142855,0.4444444444444444,0.2743362831858407,0.43548387096774194,0.45,0.8148148148148148,,,,,,,,,0.47619047619047616,0.4666666666666667,0.35714285714285715,,,,,,,0.28421052631578947,0.5185185185185185,,,0.2853982300884956,,0.44988539823008855,0.49774074074074076,0.445036842105263,0.14341846758349705,0.14341846758349705,,0.16512059369202226,0.2653061224489796,8.408849557522126,,0.28032230703986427,,,,,,,,4.0,,1.0,,True,
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,47947.0,799,-107.0,1533,1520,427,446.0,221.0,3053,21.0,38.0,2.0,5.0,5.0,10.0,20.0,41.0,38.0,91.0,9.0,24.0,,1.0,16.0,42.0,1.0,6.0,4.0,14.0,79.0,170.0,25.0,66.0,36.0,269.0,1690,8.0,17.0,1.0,7.0,6.0,25.0,17.0,41.0,8.0,21.0,23.0,81.0,94.0,64.0,72.0,3.0,2.0,,42.0,16.0,7.0,28.0,14.0,42.0,10.0,4.0,11.0,8.0,9.0,98.0,8.0,15.0,,11.0,54.0,1.0,66.0,23.0,89.0,2.0,17.0,10.0,7.0,19.0,4.0,7.0,14.0,3.0,12.0,2.0,1.0,33.0,2.0,5.0,17.0,54.0,,1.0,3.0,46.0,6.0,,2.0,20.0,,5.0,8.0,,,4.0,1.0,3.0,8.0,4.0,,81.0,427,19.0,0.5949367088607594,0.6025641025641025,0.96,0.3787878787878788,0.14285714285714285,0.38095238095238093,0.3787878787878788,0.4647058823529412,0.47058823529411764,0.4146341463414634,0.4936440677966102,0.3958333333333333,0.46774193548387094,0.5235294117647059,0.44642857142857145,0.5333333333333333,0.2796610169491525,0.041176470588235294,0.07894736842105263,0.07317073170731707,0.01098901098901099,16.105499438832773,0.5757575757575758,0.025,,0.09712230215827339,0.024429967426710098,0.07586206896551724,0.05128205128205128,0.09272467902995721,0.02987012987012987,0.027472527472527472,0.016574585635359115,0.027888446215139442,0.05426356589147287,0.037037037037037035,0.09090909090909091,0.08235294117647059,0.11312217194570136,0.09375,0.04081632653061224,0.01639344262295082,0.5,0.16101694915254236,0.5526315789473685,0.6,0.7142857142857143,0.17372881355932204,0.4878048780487805,0.5263157894736842,0.35,0.3855932203389831,0.4175824175824176,0.4222222222222222,0.6578947368421053,0.1016949152542373,0.375,0.375,1.0,0.17796610169491525,0.38095238095238093,0.3902439024390244,0.9375,0.20833333333333334,0.4,,0.041666666666666664,,,0.25,0.16666666666666666,1.0,0.16129032258064516,0.5,0.22580645161290322,0.2857142857142857,0.4406779661016949,0.38095238095238093,0.47665508474576307,0.46515,0.47062661290322577,0.08,0.10869565217391304,,0.09293680297397769,0.30111524163568776,12.448235294117648,24.592424242424247,0.2785388127853881,4.0,7.0,1.0,0.015151515151515152,0.023809523809523808,0.11290322580645161,0.5714285714285714,,,,,True,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,19867.0,331,-115.0,610,612,91,125.0,92.0,1222,28.0,47.0,13.0,24.0,6.0,8.0,5.0,17.0,,3.0,,,,,,,,,,,33.0,67.0,,,5.0,71.0,716,14.0,27.0,,,1.0,29.0,6.0,10.0,,,1.0,13.0,36.0,30.0,,,22.0,,,,10.0,3.0,2.0,5.0,2.0,,1.0,1.0,1.0,12.0,2.0,24.0,,9.0,20.0,4.0,33.0,26.0,59.0,1.0,1.0,1.0,,5.0,1.0,,7.0,1.0,5.0,1.0,,12.0,3.0,,23.0,48.0,,10.0,2.0,18.0,4.0,,,10.0,,1.0,30.0,,,21.0,2.0,7.0,30.0,13.0,,13.0,91,5.0,0.5454545454545454,0.8181818181818182,,,,,,0.4925373134328358,0.5185185185185185,0.6,0.4925373134328358,0.5185185185185185,0.6,0.4797297297297297,0.5178571428571429,0.5416666666666666,,0.14925373134328357,0.14893617021276595,0.11764705882352941,0.3333333333333333,12.044817927170868,0.4166666666666667,0.36363636363636365,,0.0796812749003984,0.08955223880597014,0.15517241379310345,0.04081632653061224,0.09385113268608414,0.08201892744479496,0.12162162162162163,0.10256410256410256,0.0603448275862069,0.046511627906976744,,0.07792207792207792,0.0641025641025641,0.09375,0.2,0.05555555555555555,0.041666666666666664,0.43333333333333335,0.7014925373134329,0.5957446808510638,0.7,0.5357142857142857,0.2537313432835821,0.29411764705882354,0.3333333333333333,0.6,0.04477611940298507,,,,,,,,,,,,0.8888888888888888,0.5416666666666666,0.23076923076923078,,,,,,,0.8,0.75,,,0.7014925373134329,,0.5172746268656717,0.5250304347826088,0.5158100000000001,0.136986301369863,0.136986301369863,,0.4084507042253521,0.18309859154929578,2.6671641791044776,,0.14918032786885246,,,,,,,,2.0,,1.0,1.0,True,
