EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,DefensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,on,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,57356.0,956,-33,1849,1844,446.0,518.0,240.0,3693,66.0,119.0,17.0,30.0,18.0,36.0,11.0,32.0,93.0,234.0,3.0,8.0,1.0,2.0,1.0,49.0,160.0,2.0,10.0,10.0,46.0,170.0,385.0,52.0,168.0,148.0,644.0,2012,25.0,52.0,3.0,12.0,16.0,75.0,41.0,87.0,10.0,47.0,55.0,167.0,128.0,212.0,114.0,42.0,24.0,1.0,159.0,49.0,17.0,108.0,24.0,132.0,12.0,12.0,48.0,25.0,35.0,288.0,5.0,32.0,24.0,99.0,1.0,124.0,37.0,161.0,12.0,31.0,22.0,9.0,36.0,6.0,22.0,20.0,5.0,14.0,1.0,1.0,56.0,2.0,10.0,17.0,37.0,1.0,2.0,5.0,173.0,18.0,1.0,4.0,70.0,5.0,17.0,18.0,1.0,1.0,9.0,1.0,8.0,19.0,12.0,167.0,446.0,3.0,0.3764705882352941,0.4050632911392405,0.7307692307692307,0.3095238095238095,0.25,0.2127659574468085,0.311377245508982,0.4415584415584415,0.4807692307692308,0.4712643678160919,0.4484629294755877,0.4609375,0.417910447761194,0.5111821086261981,0.5136986301369864,0.5123456790123457,0.3037974683544304,0.0441558441558441,0.0924369747899159,0.09375,0.0128205128205128,32.06393982134462,0.6428571428571429,0.0172413793103448,0.1462333825701624,0.0442600276625172,0.1297297297297297,0.0247524752475247,0.142691415313225,0.04,0.073170731707317,0.0555555555555555,0.01875,0.0121212121212121,0.081081081081081,0.0984455958549222,0.1435406698564593,0.1818181818181818,0.1484375,0.087719298245614,0.0388349514563106,0.631578947368421,0.2151898734177215,0.5546218487394958,0.6111111111111112,0.303030303030303,0.0578661844484629,0.34375,0.3793103448275862,0.4545454545454545,0.4231464737793852,0.3974358974358974,0.4025974025974026,0.4193548387096774,0.0144665461121157,0.375,0.375,1.0,0.2893309222423146,0.30625,0.30625,0.7142857142857143,0.46875,0.5666666666666667,0.1764705882352941,0.03125,0.5,1.0,0.15625,0.2,1.0,0.2686567164179104,0.5,0.0074626865671641,0.3432835820895522,0.217391304347826,0.5189873417721519,0.3081761006289308,0.4825634963768117,0.5042360655737705,0.4772278195488721,0.1231527093596059,0.160183066361556,0.0290697674418604,0.1164596273291925,0.2593167701863354,12.270909090909091,25.598214285714285,0.2412114656571119,,,,,,,,,,,True,,,
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,39302.0,655,-36,1249,1235,337.0,333.0,149.0,2484,6.0,19.0,,1.0,1.0,3.0,12.0,37.0,41.0,75.0,6.0,9.0,,,1.0,20.0,44.0,2.0,3.0,5.0,14.0,59.0,131.0,26.0,53.0,15.0,211.0,1351,5.0,12.0,2.0,3.0,,16.0,12.0,28.0,6.0,15.0,6.0,48.0,22.0,96.0,69.0,9.0,2.0,,44.0,20.0,8.0,61.0,18.0,79.0,14.0,4.0,14.0,16.0,31.0,176.0,,4.0,11.0,39.0,1.0,51.0,5.0,56.0,1.0,8.0,4.0,4.0,19.0,6.0,15.0,14.0,3.0,4.0,1.0,1.0,33.0,,5.0,18.0,55.0,,,1.0,23.0,1.0,,8.0,4.0,,4.0,1.0,,,,1.0,,1.0,,48.0,337.0,13.0,0.1864406779661017,0.1896551724137931,0.8846153846153846,0.490566037735849,0.6666666666666666,0.4,0.490566037735849,0.4503816793893129,0.4166666666666667,0.4285714285714285,0.532608695652174,0.5333333333333333,0.4883720930232558,0.5366492146596858,0.5333333333333333,0.4895833333333333,0.2880434782608695,0.0610687022900763,0.3684210526315789,0.027027027027027,,15.89779985805536,0.5757575757575758,0.0238095238095238,0.0772277227722772,0.0081799591002045,0.1047619047619047,,0.081967213114754,0.0066445182724252,0.0076923076923076,0.0068493150684931,0.0093896713615023,,,0.0866666666666666,0.062111801242236,0.0824742268041237,0.125,0.0606060606060606,0.0114942528735632,,0.1032608695652173,0.3157894736842105,0.5,0.3333333333333333,0.2010869565217391,0.3243243243243243,0.3333333333333333,,0.4076086956521739,0.5466666666666666,0.5466666666666666,0.2195121951219512,0.0489130434782608,0.6666666666666666,0.6666666666666666,1.0,0.2391304347826087,0.4545454545454545,0.4651162790697674,0.85,0.0666666666666666,,,,,,0.2,0.6666666666666666,1.0,0.0697674418604651,0.3333333333333333,0.0232558139534883,0.3255813953488372,0.3571428571428571,0.391304347826087,0.4545454545454545,0.4566207650273224,0.4065227272727272,0.4280642857142858,0.0213903743315508,0.0298507462686567,,0.0758293838862559,0.2274881516587677,13.041984732824428,25.258490566037736,0.2698158526821457,1.0,1.0,1.0,0.0188679245283018,0.0227272727272727,0.037037037037037,1.0,,,,True,,,
1742,1610612753,Shammond Williams,Shammond Williams,1742,ORL,15610.0,260,-17,512,511,172.0,143.0,63.0,1023,11.0,19.0,1.0,2.0,7.0,9.0,2.0,6.0,10.0,24.0,2.0,6.0,,,1.0,13.0,36.0,,2.0,1.0,10.0,23.0,49.0,15.0,42.0,21.0,112.0,511,3.0,4.0,,2.0,4.0,10.0,10.0,18.0,1.0,11.0,15.0,38.0,16.0,30.0,36.0,9.0,,,36.0,13.0,2.0,32.0,7.0,39.0,6.0,1.0,14.0,7.0,11.0,85.0,1.0,3.0,5.0,13.0,,18.0,4.0,22.0,,10.0,7.0,3.0,9.0,4.0,7.0,5.0,,2.0,,1.0,14.0,1.0,6.0,7.0,20.0,,,,23.0,3.0,,2.0,8.0,,4.0,,,,,,,,,38.0,172.0,5.0,0.3478260869565217,0.3478260869565217,0.8,0.3571428571428571,,0.0909090909090909,0.3571428571428571,0.4693877551020408,0.75,0.5555555555555556,0.5,0.5,0.396551724137931,0.55,0.625,0.5277777777777778,0.4615384615384615,0.0408163265306122,0.0526315789473684,0.1666666666666666,,19.62134251290878,0.6428571428571429,,0.0734463276836158,0.0144230769230769,0.0806451612903225,0.0181818181818181,0.0753138075313807,0.0152091254752851,0.0147058823529411,0.0181818181818181,0.0117647058823529,0.0232558139534883,,0.0377358490566037,0.0816326530612244,0.0933333333333333,0.0465116279069767,0.1578947368421052,,,0.2087912087912088,0.5789473684210527,0.6111111111111112,0.3636363636363636,0.0659340659340659,0.3333333333333333,0.4,0.5,0.2637362637362637,0.4166666666666667,0.4166666666666667,0.3,0.0659340659340659,0.3333333333333333,0.3333333333333333,1.0,0.3956043956043956,0.3611111111111111,0.3611111111111111,0.7692307692307693,0.3333333333333333,0.5,1.0,,,,0.3333333333333333,,,0.3103448275862069,0.7777777777777778,0.0344827586206896,0.3448275862068966,0.1,0.6703296703296703,0.3611111111111111,0.5056313186813187,0.5196799999999999,0.494301724137931,0.0833333333333333,0.1481481481481481,,0.0892857142857142,0.3392857142857143,10.359183673469389,25.173809523809524,0.3359375,,,,,,,,,,,True,,,
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,85969.0,1433,-106,2751,2741,709.0,731.0,361.0,5492,46.0,75.0,4.0,7.0,12.0,19.0,30.0,62.0,66.0,177.0,18.0,45.0,1.0,2.0,11.0,28.0,68.0,4.0,10.0,6.0,19.0,142.0,314.0,46.0,113.0,67.0,489.0,2973,13.0,29.0,5.0,12.0,8.0,49.0,31.0,73.0,11.0,30.0,39.0,134.0,176.0,108.0,135.0,3.0,6.0,,68.0,28.0,18.0,53.0,27.0,80.0,21.0,6.0,20.0,17.0,16.0,187.0,11.0,24.0,26.0,92.0,9.0,127.0,37.0,164.0,4.0,41.0,27.0,14.0,40.0,5.0,16.0,23.0,4.0,24.0,4.0,3.0,63.0,4.0,12.0,35.0,98.0,,3.0,5.0,81.0,9.0,,2.0,33.0,,11.0,10.0,,,5.0,2.0,3.0,10.0,5.0,134.0,709.0,24.0,0.6197183098591549,0.6330935251798561,0.9782608695652174,0.4070796460176991,0.4166666666666667,0.3666666666666666,0.4070796460176991,0.4522292993630573,0.4482758620689655,0.4246575342465753,0.4941451990632318,0.5,0.4611650485436893,0.5270562770562771,0.532608695652174,0.5362903225806451,0.2646370023419204,0.0573248407643312,0.0933333333333333,0.0806451612903225,0.0338983050847457,16.561314791403287,0.6349206349206349,0.1125,0.0887174541947926,0.0217983651226158,0.0996168582375478,0.0428015564202334,0.0909090909090909,0.0257731958762886,0.0165016501650165,0.025,0.0230125523012552,0.0432692307692307,0.0408163265306122,0.0738255033557047,0.0734824281150159,0.1103286384976525,0.1005586592178771,0.0975609756097561,0.0184331797235023,0.5,0.1756440281030445,0.6133333333333333,0.6764705882352942,0.6521739130434783,0.1451990632318501,0.4838709677419355,0.5263157894736842,0.3666666666666666,0.414519906323185,0.3728813559322034,0.3859649122807017,0.7121212121212122,0.1053864168618267,0.4,0.4,1.0,0.1592505854800937,0.4117647058823529,0.417910447761194,0.9642857142857144,0.1707317073170731,0.5714285714285714,0.25,0.048780487804878,0.5,1.0,0.2439024390243902,0.4,1.0,0.1844660194174757,0.631578947368421,0.1067961165048543,0.1844660194174757,0.3157894736842105,0.4402810304449648,0.4117647058823529,0.4784551522248243,0.4560177419354837,0.4690616504854368,0.073170731707317,0.0976331360946745,,0.1002044989775051,0.2740286298568507,12.45668789808917,24.52300884955752,0.257724463831334,5.0,1.0,2.0,0.0088495575221238,0.0147058823529411,0.0298507462686567,0.4545454545454545,2.0,,,True,,,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,47947.0,799,-107,1533,1520,427.0,446.0,221.0,3053,62.0,112.0,22.0,35.0,16.0,28.0,46.0,116.0,34.0,82.0,1.0,2.0,,,1.0,2.0,5.0,,,1.0,2.0,142.0,310.0,3.0,7.0,72.0,365.0,1690,30.0,51.0,,,14.0,74.0,35.0,68.0,1.0,3.0,29.0,102.0,168.0,116.0,6.0,3.0,40.0,1.0,4.0,2.0,25.0,25.0,11.0,36.0,8.0,3.0,9.0,4.0,12.0,83.0,8.0,51.0,21.0,89.0,22.0,132.0,61.0,193.0,14.0,28.0,17.0,11.0,25.0,2.0,13.0,19.0,4.0,12.0,2.0,2.0,44.0,2.0,12.0,31.0,68.0,,8.0,8.0,109.0,7.0,,,47.0,,11.0,25.0,,,16.0,,9.0,25.0,11.0,102.0,427.0,4.0,0.5915492957746479,0.6885245901639344,0.6666666666666666,0.4285714285714285,,0.3333333333333333,0.5,0.4580645161290322,0.5882352941176471,0.5147058823529411,0.4621451104100946,0.5882352941176471,0.5140845070422535,0.4959239130434782,0.6065573770491803,0.5543478260869565,0.0220820189274447,0.0806451612903225,0.1339285714285714,0.0689655172413793,0.024390243902439,23.12008978675645,0.5681818181818182,0.55,0.1600719424460431,0.0830618892508143,0.1448275862068965,0.0512820512820512,0.1569186875891583,0.0766233766233766,0.1153846153846153,0.0718232044198895,0.0677290836653386,0.0465116279069767,0.074074074074074,0.1575757575757575,0.1705882352941176,0.1538461538461538,0.1458333333333333,0.1428571428571428,0.096551724137931,0.44,0.3533123028391167,0.5535714285714286,0.6391752577319587,0.5161290322580645,0.3659305993690852,0.396551724137931,0.4259259259259259,0.5652173913043478,0.2586750788643533,0.4146341463414634,0.425,0.7647058823529411,0.0063091482649842,0.5,0.5,1.0,0.0157728706624605,0.4,0.4,0.5,0.6862745098039216,0.6285714285714286,0.0454545454545454,,,,,,,0.3943661971830985,0.5714285714285714,0.0140845070422535,0.028169014084507,0.5,0.3753943217665615,0.5,0.4542941455696203,0.513874418604651,0.4428607142857142,0.1316526610644257,0.1342857142857142,,0.2027397260273972,0.2794520547945205,7.873548387096775,32.65714285714286,0.2785388127853881,,,2.0,,,0.0465116279069767,,5.0,3.0,,True,,,
436,1610612753,Juwan Howard,Juwan Howard,436,ORL,59764.0,996,-33,1916,1895,488.0,508.0,241.0,3811,55.0,104.0,10.0,23.0,7.0,21.0,76.0,178.0,40.0,95.0,,,,,,,,,,,,171.0,377.0,,,116.0,458.0,2068,19.0,47.0,,,16.0,54.0,29.0,80.0,,,43.0,101.0,196.0,146.0,,,16.0,,,,35.0,43.0,14.0,57.0,12.0,2.0,23.0,5.0,15.0,128.0,15.0,43.0,23.0,117.0,13.0,153.0,58.0,211.0,5.0,16.0,10.0,6.0,25.0,2.0,10.0,23.0,3.0,15.0,,2.0,48.0,5.0,10.0,45.0,101.0,1.0,14.0,13.0,131.0,11.0,,,56.0,,15.0,7.0,,,5.0,,2.0,7.0,4.0,101.0,488.0,7.0,0.5730994152046783,0.6012269938650306,,,,,,0.4535809018567639,0.4042553191489361,0.3625,0.4535809018567639,0.4042553191489361,0.3625,0.5240274599542334,0.4736842105263157,0.4855769230769231,,0.0928381962864721,0.1923076923076923,0.0561797752808988,0.0526315789473684,22.13601095390233,0.5208333333333334,0.203125,0.1631799163179916,0.0570291777188328,0.1292134831460674,0.0797872340425532,0.1564245810055866,0.0615711252653927,0.0615384615384615,0.0350877192982456,0.0694864048338368,0.0849673202614379,0.0571428571428571,0.1414634146341463,0.1527777777777778,0.1858108108108108,0.134453781512605,0.1186440677966101,0.0294117647058823,0.5714285714285714,0.2758620689655172,0.5288461538461539,0.6547619047619048,0.5454545454545454,0.4721485411140583,0.4269662921348314,0.4523809523809524,0.4736842105263157,0.2519893899204244,0.4210526315789473,0.4444444444444444,0.8,,,,,,,,,0.4893617021276595,0.4347826086956521,0.3,,,,,,,0.2625,0.3333333333333333,,,,0.2758620689655172,,0.4470708222811671,0.487320512820513,0.4364574999999999,0.1327014218009478,0.1327014218009478,,0.1179039301310043,0.2205240174672489,8.46896551724138,,0.2546972860125261,,,,,,,,,5.0,1.0,True,,,
1760,1610612753,Derrick Dial,Derrick Dial,1760,ORL,1230.0,20,12,38,37,10.0,13.0,5.0,75,,,,,,,1.0,1.0,1.0,3.0,,,,,,1.0,2.0,,,,,2.0,4.0,1.0,2.0,2.0,9.0,31,1.0,1.0,,,,2.0,1.0,3.0,,,,2.0,2.0,2.0,3.0,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,2.0,10.0,1.0,0.5,1.0,1.0,0.5,,,0.5,0.5,1.0,0.3333333333333333,0.5833333333333334,1.0,0.3333333333333333,0.6428571428571429,1.0,0.3333333333333333,0.3333333333333333,,,,,15.555555555555555,,,0.0476190476190476,,,0.3333333333333333,0.0454545454545454,0.0526315789473684,,,,0.5,,,,0.1,,,,,,,,,0.1666666666666666,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.431275,,0.3605333333333333,0.1428571428571428,0.2,,0.2222222222222222,0.2222222222222222,15.55,24.4,0.2631578947368421,,,,,,,,,,,True,,,
1924,1610612753,Lee Nailon,Lee Nailon,1924,ORL,2927.0,49,3,94,92,25.0,20.0,16.0,186,6.0,10.0,5.0,6.0,3.0,4.0,2.0,7.0,,4.0,,,,,,,,,,,,8.0,21.0,,,3.0,19.0,103,5.0,7.0,,,3.0,13.0,3.0,5.0,,,3.0,9.0,8.0,8.0,,,8.0,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,1.0,6.0,,2.0,1.0,3.0,7.0,10.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,5.0,,1.0,,5.0,1.0,,,2.0,,1.0,,,,,,,,,9.0,25.0,1.0,0.5,1.0,,,,,,0.3809523809523809,0.7142857142857143,0.6,0.3809523809523809,0.7142857142857143,0.6,0.4130434782608695,0.7222222222222222,0.75,,0.0476190476190476,0.1,,,20.0,,0.25,0.0869565217391304,0.1304347826086956,,0.1666666666666666,0.0666666666666666,0.1346153846153846,0.0769230769230769,,0.25,0.3333333333333333,,,0.2,0.0833333333333333,,,0.0833333333333333,,0.4761904761904761,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.1904761904761904,,,,,,,,,,,,0.8571428571428571,0.8333333333333334,0.2,,,,,,,0.8,0.75,,,,0.4761904761904761,,0.4666428571428572,0.5168,0.56656,0.0909090909090909,0.0909090909090909,,0.6842105263157895,0.4736842105263157,5.633333333333334,,0.2659574468085106,,,,,,,,,,,True,,,
2585,1610612753,Zaza Pachulia,Zaza Pachulia,2585,ORL,17376.0,290,-12,559,559,162.0,148.0,79.0,1118,20.0,47.0,6.0,18.0,8.0,13.0,5.0,18.0,1.0,7.0,,,,,,,,,,,,26.0,72.0,,,24.0,76.0,554,6.0,18.0,,,9.0,21.0,10.0,24.0,,,12.0,32.0,34.0,18.0,,,8.0,,,,11.0,6.0,,6.0,,,4.0,,2.0,12.0,3.0,25.0,7.0,37.0,3.0,47.0,30.0,77.0,1.0,8.0,7.0,1.0,13.0,1.0,5.0,4.0,1.0,8.0,,1.0,17.0,2.0,4.0,12.0,39.0,,5.0,1.0,36.0,4.0,,,17.0,,3.0,5.0,,,2.0,1.0,2.0,5.0,2.0,32.0,162.0,6.0,0.6538461538461539,0.7727272727272727,,,,,,0.3611111111111111,0.3333333333333333,0.4166666666666667,0.3611111111111111,0.3333333333333333,0.4166666666666667,0.4318181818181818,0.4375,0.5161290322580645,,0.1527777777777778,0.2127659574468085,0.0555555555555555,,16.228748068006183,0.7647058823529411,0.2727272727272727,0.1770334928229665,0.1050420168067226,0.1076923076923077,0.0769230769230769,0.1605839416058394,0.1010830324909747,0.1594202898550724,0.081967213114754,0.0833333333333333,0.09375,,0.0967741935483871,0.2807017543859649,0.1666666666666666,0.108695652173913,0.1052631578947368,0.0294117647058823,0.4,0.6527777777777778,0.425531914893617,0.5405405405405406,0.6,0.25,0.2777777777777778,0.2941176470588235,0.8,0.0972222222222222,0.1428571428571428,0.1428571428571428,1.0,,,,,,,,,1.0,0.3333333333333333,,,,,,,,0.5416666666666666,0.6153846153846154,,,,0.6527777777777778,,0.4957277777777777,0.5426812499999999,0.4535416666666667,0.2,0.2,,0.2763157894736842,0.4210526315789473,3.655555555555555,,0.2898032200357782,,,2.0,,,0.1,,1.0,,,True,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,24463.0,408,-7,772,775,116.0,129.0,98.0,1547,32.0,50.0,19.0,26.0,7.0,9.0,10.0,18.0,2.0,3.0,,,,,,,,,,,,44.0,71.0,,,12.0,100.0,827,23.0,33.0,,,3.0,49.0,9.0,11.0,,,4.0,22.0,42.0,46.0,,,40.0,,,,8.0,12.0,6.0,18.0,5.0,1.0,4.0,2.0,6.0,42.0,12.0,36.0,4.0,37.0,9.0,50.0,50.0,100.0,,18.0,15.0,3.0,10.0,3.0,8.0,11.0,,2.0,,,21.0,2.0,3.0,55.0,74.0,,,5.0,13.0,1.0,,,7.0,,,14.0,,,13.0,,1.0,14.0,10.0,22.0,116.0,1.0,0.4772727272727273,0.875,,,,,,0.6197183098591549,0.696969696969697,0.8181818181818182,0.6197183098591549,0.696969696969697,0.8181818181818182,0.6493506493506493,0.7205882352941176,0.8461538461538461,,0.1126760563380281,0.12,0.1111111111111111,,11.036036036036036,0.4761904761904761,0.45,0.1221122112211221,0.1180327868852459,0.0655737704918032,0.1621621621621621,0.1126373626373626,0.1266490765171504,0.1012658227848101,0.1222222222222222,0.125,0.180327868852459,0.0769230769230769,0.1318681318681318,0.1702127659574468,0.0762711864406779,0.0697674418604651,0.0555555555555555,,0.7142857142857143,0.704225352112676,0.64,0.7272727272727273,0.46875,0.2535211267605634,0.5555555555555556,0.625,0.4,0.0422535211267605,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.7878787878787878,0.7307692307692307,0.1578947368421052,,,,,,,0.8181818181818182,0.7777777777777778,,,,0.704225352112676,,0.5304859154929578,0.5605423076923077,0.4953909090909091,0.0909090909090909,0.0909090909090909,,0.49,0.22,2.9380281690140846,,0.1502590673575129,,,2.0,,,0.1666666666666666,,,3.0,3.0,True,,,
