EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,OffensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PtsUnassisted3s,Travels,BlockedShortMidRange,LongMidRangePctBlocked,FTOffRebounds,FTDefRebounds,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,on,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,3SecondViolations,Corner3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes
1521,1610612737,Jacque Vaughn,Jacque Vaughn,1521,ATL,5613.0,94.0,-8.0,172,173,77,82.0,26.0,345,5.0,10.0,1.0,1.0,3.0,5.0,5.0,16.0,4.0,2.0,3.0,10.0,26.0,4.0,8.0,28.0,184,1.0,2.0,2.0,1.0,3.0,6.0,12.0,3.0,4.0,16.0,10.0,10.0,4.0,1.0,4.0,9.0,13.0,5.0,4.0,4.0,35.0,1.0,1.0,1.0,5.0,6.0,2.0,8.0,8.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,7.0,3.0,3.0,8.0,1.0,11.0,3.0,2.0,5.0,1.0,16.0,77,2.0,0.5,0.5,0.3846153846153846,0.5,0.5,0.3333333333333333,0.25,0.4,0.4090909090909091,0.25,0.46875,0.1333333333333333,0.0384615384615384,0.1,19.704433497536947,0.5714285714285714,0.0735294117647058,0.0158730158730158,0.0714285714285714,0.0476190476190476,0.073170731707317,0.0238095238095238,0.0476190476190476,0.0666666666666666,0.1111111111111111,0.08,0.04,0.25,0.3333333333333333,0.5,0.5555555555555556,0.5333333333333333,0.3125,0.3125,1.0,0.1333333333333333,0.25,1.0,0.5,0.3333333333333333,0.6,0.2,0.4666666666666667,0.4966016666666666,0.4839166666666666,0.5273666666666667,0.15625,0.1785714285714285,0.1071428571428571,0.5714285714285714,11.573076923076922,24.85,0.4476744186046512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1536,1610612737,Stephen Jackson,Stephen Jackson,1536,ATL,16099.0,268.0,-17.0,517,519,207,225.0,80.0,1036,22.0,33.0,5.0,9.0,12.0,14.0,9.0,33.0,41.0,2.0,16.0,40.0,84.0,51.0,26.0,148.0,556,6.0,13.0,3.0,2.0,20.0,18.0,32.0,19.0,9.0,60.0,30.0,50.0,41.0,2.0,21.0,3.0,24.0,3.0,,13.0,51.0,2.0,11.0,8.0,17.0,25.0,13.0,38.0,18.0,11.0,7.0,15.0,2.0,6.0,5.0,9.0,20.0,10.0,7.0,18.0,1.0,35.0,3.0,,14.0,5.0,60.0,207,3.0,0.375,0.4285714285714285,0.4761904761904761,0.4615384615384615,0.5625,0.4518518518518518,0.5625,0.5,0.4900662251655629,0.5555555555555556,0.5263157894736842,0.3777777777777777,0.0238095238095238,0.0303030303030303,27.75974025974026,0.75,0.0871794871794871,0.0594594594594594,0.1333333333333333,0.024390243902439,0.0980392156862745,0.048689138576779,0.09375,0.03125,0.0862068965517241,0.1014492753623188,0.0735294117647058,0.1176470588235294,0.2444444444444444,0.6666666666666666,0.6875,0.2444444444444444,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3037037037037037,0.5625,0.5555555555555556,0.125,0.2745098039215686,0.8571428571428571,0.3137254901960784,0.6222222222222222,0.504465925925926,0.5517607142857143,0.5198480392156863,0.0958904109589041,0.1473684210526315,0.1351351351351351,0.4054054054054054,9.467857142857142,25.050980392156863,0.4003868471953578,9.0,18.0,3.0,10.0,1.0,1.0,2.0,3.0,11.0,1.0,3.0,14.0,2.0,5.0,42.0,10.0,11.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.2745098039215686,0.6666666666666666,0.2631578947368421,0.2745098039215686,0.0555555555555555,0.0612244897959183,0.0277777777777777,0.1395348837209302,0.0259740259740259,0.5,0.5,0.1333333333333333,0.5,0.5294117647058824,0.1111111111111111,0.074074074074074,0.3,0.3,1.0,0.2682926829268293,0.2682926829268293,1.0,0.0625,1.0,1.0,0.5,1.0,0.0588235294117647,0.6666666666666666,0.1875,0.2682926829268293,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,9360.0,156.0,-58.0,302,301,99,121.0,44.0,603,14.0,21.0,2.0,5.0,3.0,3.0,10.0,19.0,12.0,3.0,3.0,25.0,46.0,16.0,13.0,75.0,364,2.0,6.0,5.0,1.0,11.0,6.0,9.0,5.0,3.0,21.0,40.0,10.0,12.0,1.0,7.0,2.0,9.0,1.0,1.0,2.0,20.0,6.0,5.0,4.0,11.0,15.0,11.0,26.0,9.0,4.0,5.0,2.0,1.0,2.0,5.0,,7.0,2.0,13.0,20.0,1.0,15.0,1.0,,6.0,2.0,21.0,99,1.0,0.8,0.8695652173913043,0.5434782608695652,0.3333333333333333,0.6666666666666666,0.5,0.4545454545454545,0.6428571428571429,0.5434782608695652,0.4583333333333333,0.65625,0.2580645161290322,0.0217391304347826,0.0476190476190476,21.34831460674157,0.2857142857142857,0.1078431372549019,0.0490196078431372,0.1176470588235294,0.1132075471698113,0.1102941176470588,0.0709677419354838,0.1142857142857142,0.125,0.075,0.1212121212121212,0.1379310344827586,0.0909090909090909,0.3387096774193548,0.6666666666666666,0.7,0.3064516129032258,0.5263157894736842,0.5263157894736842,0.9,0.1935483870967742,0.4545454545454545,0.4,0.2727272727272727,0.2142857142857142,1.0,0.2142857142857142,0.5967741935483871,0.5188104838709677,0.5752071428571429,0.5286,0.0895522388059701,0.1176470588235294,0.1466666666666666,0.28,8.719565217391304,24.7875,0.3278145695364238,1.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,,4.0,2.0,2.0,12.0,4.0,2.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.25,0.4,0.4,0.25,,0.04,,0.1304347826086956,0.03125,,0.7142857142857143,0.0967741935483871,0.1666666666666666,0.1666666666666666,1.0,0.064516129032258,0.5,0.5,1.0,0.1666666666666666,0.1666666666666666,1.0,0.1818181818181818,0.5,1.0,0.3333333333333333,1.0,0.1428571428571428,1.0,,0.1666666666666666,1.0,1.0,1.0,0.0769230769230769,,,,,,,,,,,,,,True,,,,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,15871.0,265.0,-46.0,505,517,189,185.0,85.0,1022,3.0,12.0,,,,4.0,14.0,33.0,40.0,4.0,11.0,25.0,71.0,53.0,13.0,117.0,565,4.0,8.0,6.0,2.0,16.0,8.0,28.0,16.0,12.0,37.0,18.0,32.0,40.0,5.0,31.0,12.0,43.0,8.0,4.0,18.0,98.0,,4.0,4.0,19.0,23.0,4.0,27.0,10.0,7.0,3.0,8.0,5.0,4.0,9.0,4.0,17.0,6.0,4.0,13.0,1.0,16.0,2.0,4.0,6.0,1.0,37.0,189,4.0,0.36,0.36,0.352112676056338,0.5,0.2857142857142857,0.4193548387096774,0.5,0.2840909090909091,0.4418604651162791,0.5333333333333333,0.3571428571428571,0.4274193548387097,0.0704225352112676,0.0833333333333333,23.97372742200329,0.4705882352941176,0.1021505376344086,0.0210526315789473,0.0606060606060606,,0.0912698412698412,0.0144927536231884,0.0149253731343283,,0.0655737704918032,0.078125,0.1639344262295081,,0.0967741935483871,0.25,0.2727272727272727,0.2661290322580645,0.4242424242424242,0.4375,0.3571428571428571,0.3225806451612903,,,0.2857142857142857,0.0909090909090909,,0.25,0.5241935483870968,0.4768170731707316,0.4107874999999999,0.4611340909090909,0.046875,0.08,0.1367521367521367,0.3162393162393162,11.452112676056338,25.060377358490577,0.3742574257425742,8.0,26.0,4.0,13.0,1.0,2.0,1.0,5.0,14.0,1.0,2.0,18.0,2.0,3.0,39.0,,14.0,2.0,11.0,1.0,,,,2.0,1.0,2.0,1.0,0.7222222222222222,0.3396226415094339,0.3333333333333333,0.1875,0.3396226415094339,0.1153846153846153,0.0169491525423728,0.03125,0.0816326530612244,0.0131578947368421,0.5,0.3333333333333333,0.2096774193548387,0.3076923076923077,0.3478260869565217,0.375,0.1048387096774193,0.3076923076923077,0.3076923076923077,1.0,0.35,0.35,0.6428571428571429,0.1428571428571428,0.5,1.0,0.25,1.0,0.1136363636363636,0.2,0.1818181818181818,0.35,,,1.0,,15.0,1.0,1.0,0.0303030303030303,,,,,,,,,,True,,,,,,,,,,,,
2055,1610612737,Mamadou N'diaye,Mamadou N'diaye,2055,ATL,21869.0,364.0,-50.0,692,705,275,288.0,105.0,1397,25.0,46.0,6.0,16.0,9.0,18.0,1.0,7.0,,,,27.0,68.0,,44.0,98.0,765,6.0,21.0,,10.0,22.0,10.0,26.0,,19.0,39.0,42.0,12.0,,12.0,,,,,,,,11.0,31.0,13.0,46.0,68.0,43.0,111.0,8.0,4.0,4.0,9.0,,3.0,8.0,6.0,17.0,6.0,26.0,58.0,3.0,59.0,3.0,,23.0,8.0,39.0,275,9.0,0.7777777777777778,0.9545454545454546,0.3970588235294117,0.2857142857142857,0.3846153846153846,0.3970588235294117,0.2857142857142857,0.3846153846153846,0.5104166666666666,0.3548387096774194,0.5,,0.1764705882352941,0.1521739130434782,13.763702801461632,0.5294117647058824,0.178988326848249,0.1225296442687747,0.1625,0.102803738317757,0.1750741839762611,0.1166666666666666,0.1395348837209302,0.073170731707317,0.1625,0.1630434782608695,0.2117647058823529,0.1818181818181818,0.6764705882352942,0.5434782608695652,0.6410256410256411,0.1029411764705882,0.1428571428571428,0.1428571428571428,1.0,,0.7619047619047619,0.375,,0.6923076923076923,0.5,,0.6764705882352942,0.5274588235294118,0.5217375,0.5436692307692308,0.2613636363636363,0.2613636363636363,0.2244897959183673,0.3979591836734694,3.477941176470588,,0.3973988439306358,1.0,15.0,,,,,,,,,,,,,,10.0,,,,3.0,,4.0,8.0,24.0,20.0,24.0,12.0,,,,,,0.3333333333333333,0.1621621621621621,0.075268817204301,0.1551724137931034,0.1034482758620689,0.5,0.76,0.2205882352941176,0.0666666666666666,0.1,1.0,,,,,,,,,,,,,,,,,,,2.0,0.2,,4.0,4.0,,1.0,9.0,1.0,0.391304347826087,0.04,,,,,True,,,,,,,,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,1379.0,23.0,,43,43,25,23.0,8.0,86,2.0,5.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,6.0,2.0,3.0,7.0,50,1.0,1.0,1.0,,2.0,,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,1.0,10.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,3.0,,,1.0,,3.0,25,,0.5,1.0,0.3333333333333333,1.0,,0.25,0.5,,0.3888888888888889,0.5,0.375,0.25,0.3333333333333333,0.4,19.23076923076923,1.0,0.0666666666666666,0.0666666666666666,,0.1111111111111111,0.0588235294117647,0.0833333333333333,,,0.2,,,,0.625,0.4,0.6666666666666666,,,,,0.25,0.5,1.0,0.5,0.3333333333333333,,0.3333333333333333,0.875,0.606525,0.58305,0.4780166666666667,0.1111111111111111,0.1428571428571428,0.2857142857142857,0.4285714285714285,2.083333333333333,25.25,0.5813953488372093,,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,0.2,,,,,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,
682,1610612737,Bob Sura,Bob Sura,682,ATL,14909.0,248.0,-24.0,465,472,170,195.0,71.0,937,17.0,36.0,1.0,5.0,4.0,12.0,11.0,23.0,8.0,1.0,4.0,31.0,69.0,14.0,34.0,105.0,512,2.0,6.0,1.0,7.0,14.0,9.0,23.0,5.0,19.0,37.0,32.0,30.0,8.0,3.0,28.0,6.0,34.0,4.0,2.0,15.0,74.0,7.0,11.0,8.0,19.0,28.0,18.0,46.0,4.0,3.0,1.0,12.0,3.0,9.0,5.0,3.0,17.0,7.0,5.0,16.0,2.0,41.0,3.0,,19.0,3.0,37.0,170,3.0,0.5161290322580645,0.5161290322580645,0.4492753623188406,0.3333333333333333,0.391304347826087,0.4277108433734939,0.5,0.3214285714285714,0.5147058823529411,0.7,0.4743589743589743,0.1686746987951807,0.0434782608695652,0.0555555555555555,21.51898734177215,0.7058823529411765,0.1091954022988505,0.0654761904761904,0.125,0.0921052631578947,0.1134453781512605,0.0737704918032786,0.0357142857142857,0.1228070175438596,0.0555555555555555,0.1269841269841269,0.1403508771929824,0.2105263157894736,0.4337349397590361,0.4722222222222222,0.5,0.2771084337349397,0.4782608695652174,0.4782608695652174,0.3636363636363636,0.0963855421686747,0.7142857142857143,0.2,0.1428571428571428,0.4285714285714285,0.3333333333333333,0.1428571428571428,0.6024096385542169,0.5032138554216868,0.4724,0.4679696428571427,0.1919191919191919,0.2235294117647059,0.1333333333333333,0.3523809523809524,7.369565217391304,24.821428571428573,0.3655913978494624,3.0,10.0,,6.0,,,,1.0,3.0,1.0,,3.0,1.0,,6.0,,3.0,2.0,11.0,,,,,1.0,,2.0,2.0,0.6666666666666666,0.2142857142857142,1.0,,0.2142857142857142,0.1,0.0232558139534883,0.1159420289855072,0.0888888888888888,,1.0,0.6470588235294118,0.1204819277108433,0.3,0.3333333333333333,0.3333333333333333,0.072289156626506,,,,0.375,0.375,0.6666666666666666,,,,1.0,1.0,0.0357142857142857,,,0.375,,,,,3.0,,,,,1.0,,0.0625,,1.0,1.0,1.0,,True,,,,,,,,,,,,
445,1610612737,Wesley Person,Wesley Person,445,ATL,2926.0,49.0,-35.0,87,94,31,31.0,11.0,181,,,,,,,2.0,5.0,7.0,2.0,2.0,3.0,8.0,8.0,2.0,17.0,93,1.0,2.0,3.0,,2.0,,3.0,3.0,,6.0,6.0,,7.0,,,1.0,1.0,,1.0,,3.0,,,1.0,6.0,7.0,,7.0,1.0,,1.0,1.0,1.0,1.0,2.0,,3.0,,1.0,3.0,1.0,2.0,,,1.0,,6.0,31,,1.0,1.0,0.375,0.5,,0.46875,0.2,0.5,0.5,0.2,0.5,0.5,,,19.8019801980198,0.3333333333333333,0.15,,0.125,,0.1458333333333333,,,,0.1818181818181818,0.1428571428571428,0.1333333333333333,,,,,0.3125,0.4,0.4,1.0,0.4375,,,0.4,,,0.3333333333333333,0.5,0.4733531249999999,0.42555,0.4552833333333333,0.0588235294117647,0.1111111111111111,0.1176470588235294,0.3529411764705882,16.6375,25.0875,0.3563218390804598,1.0,3.0,,1.0,,1.0,,1.0,3.0,,2.0,3.0,,2.0,9.0,,3.0,,,,,,,,,,,1.0,0.375,,0.6666666666666666,0.375,,,,0.2,,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.0625,,,,0.4285714285714285,0.4285714285714285,1.0,0.2,,,,,0.1666666666666666,,1.0,0.4285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2038,1610612737,Joel Przybilla,Joel Przybilla,2038,ATL,470.0,8.0,8.0,14,13,10,4.0,2.0,27,,,,,,,,,,,,,1.0,,2.0,2.0,13,,,,,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,2.0,10,,,,,,,,,,0.5,,0.5,,1.0,,11.76470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3408,,0.3408,,,,1.0,5.4,,0.7142857142857143,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,
2044,1610612737,Jason Collier,Jason Collier,2044,ATL,1891.0,32.0,,58,59,13,26.0,11.0,117,,2.0,,2.0,,1.0,3.0,4.0,,,,5.0,14.0,,10.0,20.0,57,1.0,4.0,,4.0,6.0,,1.0,,4.0,4.0,8.0,2.0,,1.0,,1.0,1.0,,1.0,,3.0,1.0,3.0,,,,5.0,5.0,,,,1.0,,,1.0,1.0,2.0,1.0,3.0,4.0,1.0,12.0,,,6.0,,4.0,13,,0.8,0.8,0.3571428571428571,0.25,,0.3571428571428571,0.25,,0.5,0.5,0.6666666666666666,,0.0714285714285714,,29.33333333333333,0.5,,0.1034482758620689,,0.125,,0.1081081081081081,0.1,,,,,,0.1428571428571428,,,0.2857142857142857,0.75,0.75,0.6666666666666666,,0.5,,,1.0,,,0.1428571428571428,0.4060857142857142,0.496175,0.6422,0.3,0.3,0.3,0.2,9.457142857142856,,0.2241379310344827,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,0.125,0.1,0.1111111111111111,,,1.0,,0.5714285714285714,0.25,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,0.5,,,,,True,,,,,,,,,,,,
