EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,ShortMidRangeAssists,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,3SecondViolations,Corner3PctBlocked,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,on
1720,1610612743,Michael Doleac,Michael Doleac,1720,DEN,11938.0,199,-69,385,388,171,175.0,49,773,4.0,19.0,10.0,1.0,9.0,3.0,7.0,12.0,26.0,19.0,52.0,5.0,43.0,448,2.0,14.0,4.0,7.0,27.0,3.0,17.0,36.0,2.0,5.0,9.0,1.0,10.0,1.0,6.0,3.0,21.0,1.0,17.0,5.0,19.0,5.0,29.0,18.0,47,1.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,8.0,5.0,27.0,35,1.0,6.0,3.0,4.0,2.0,2.0,4.0,3.0,17.0,171,2.0,0.9473684210526315,0.9473684210526315,0.36538461538461536,0.14285714285714285,0.25925925925925924,0.36538461538461536,0.14285714285714285,0.25925925925925924,0.39090909090909093,0.14285714285714285,0.29310344827586204,0.09615384615384616,0.21052631578947367,0.14285714285714285,14.125560538116591,0.625,0.3333333333333333,0.1532258064516129,0.09826589595375723,0.1282051282051282,0.043478260869565216,0.147239263803681,0.09183673469387756,0.09090909090909091,0.08333333333333333,0.10752688172043011,0.05,0.1724137931034483,0.18181818181818182,0.11764705882352941,0.15384615384615385,0.07692307692307693,0.03571428571428571,0.75,0.36538461538461536,0.21052631578947367,0.26666666666666666,1.0,0.1346153846153846,0.42857142857142855,0.5,0.6666666666666666,0.5,0.46153846153846156,0.46153846153846156,1.0,0.7142857142857143,0.3333333333333333,0.1111111111111111,0.36538461538461536,0.44727115384615374,0.4823428571428572,0.42973333333333336,0.05454545454545454,0.05454545454545454,0.09302325581395349,0.3953488372093023,9.738461538461538,0.44415584415584414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,2714.0,45,-7,90,88,31,39.0,13,178,4.0,8.0,2.0,2.0,2.0,,,,2.0,4.0,10.0,,8.0,99,1.0,2.0,2.0,2.0,3.0,,4.0,4.0,4.0,1.0,1.0,,1.0,,,,2.0,,4.0,,4.0,,4.0,4.0,8,,3.0,2.0,1.0,,,,,,,,,5.0,10,,,,2.0,1.0,1.0,2.0,1.0,4.0,31,1.0,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.1,0.125,,9.433962264150942,,,0.12903225806451613,0.10526315789473684,,,0.10526315789473684,0.09302325581395349,0.1111111111111111,,0.15384615384615385,,0.15384615384615385,0.2,,,,,0.5,0.8,0.5,0.5714285714285714,0.5,,,,,0.2,,,,1.0,0.6666666666666666,1.0,0.8,0.5732299999999999,0.61465,0.5982,,,0.25,0.5,3.55,0.34444444444444444,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,63314.0,1055,13,2108,2073,818,663.0,275,4181,35.0,56.0,2.0,13.0,22.0,24.0,78.0,67.0,153.0,126.0,287.0,90.0,438.0,2233,10.0,20.0,29.0,44.0,111.0,55.0,191.0,120.0,132.0,15.0,129.0,28.0,157.0,21.0,64.0,49.0,342.0,3.0,16.0,13.0,34.0,6.0,53.0,20.0,73,5.0,27.0,8.0,19.0,40.0,7.0,29.0,14.0,11.0,2.0,54.0,28.0,14.0,52,1.0,103.0,28.0,3.0,1.0,1.0,3.0,1.0,191.0,818,15.0,0.47619047619047616,0.4838709677419355,0.43902439024390244,0.5,0.3963963963963964,0.45194805194805193,0.42592592592592593,0.4473684210526316,0.49883177570093457,0.4666666666666667,0.5193370165745856,0.05226480836236934,0.08928571428571429,0.0641025641025641,19.868095630667764,0.7407407407407407,0.07228915662650602,0.04353393085787452,0.02056555269922879,0.08125,0.015625,0.04994686503719448,0.01958762886597938,0.012295081967213115,0.02247191011235955,0.025280898876404494,0.018292682926829267,0.03202846975088968,0.028169014084507043,0.06620209059233449,0.07547169811320754,0.09259259259259259,0.024390243902439025,0.3333333333333333,0.14545454545454545,0.625,0.6862745098039216,0.5714285714285714,0.2025974025974026,0.3076923076923077,0.3287671232876712,0.2916666666666667,0.3974025974025974,0.43790849673202614,0.4527027027027027,0.4925373134328358,0.07407407407407407,0.14473684210526316,0.5909090909090909,0.4,0.4676634464751959,0.44625714285714285,0.4524423841059602,0.06845965770171149,0.09003215434083602,0.06621004566210045,0.4360730593607306,12.191289198606274,0.38804554079696396,1.0,4.0,16.0,0.5,4.0,12.0,2.0,2.0,3.0,28.0,86.0,1.0,5.0,14.0,38.0,32.0,98.0,1.0,7.0,6.0,16.0,41.0,72.0,24.0,1.0,85.0,28.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,4.0,14.0,19.0,1.0,0.75,0.32653061224489793,0.14285714285714285,0.3902439024390244,0.32989690721649484,0.2545454545454545,0.01020408163265306,0.032679738562091505,0.011627906976744186,0.012345679012345678,0.03116883116883117,0.3333333333333333,0.3333333333333333,1.0,0.22337662337662337,0.32558139534883723,0.32941176470588235,0.7142857142857143,0.07407407407407407,0.18518518518518517,0.2,0.019736842105263157,0.6666666666666666,0.25,0.3684210526315789,0.32941176470588235,25.229591836734688,,,,,,,,,,,,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,179478.0,2991,65,5890,5860,1795,1472.0,775,11750,362.0,670.0,136.0,113.0,200.0,29.0,119.0,164.0,462.0,555.0,1251.0,408.0,1725.0,6117,89.0,184.0,276.0,155.0,346.0,173.0,543.0,586.0,524.0,136.0,191.0,36.0,227.0,17.0,113.0,51.0,490.0,21.0,162.0,70.0,232.0,13.0,315.0,183.0,498,56.0,97.0,66.0,31.0,104.0,15.0,51.0,143.0,53.0,30.0,247.0,74.0,67.0,225,14.0,525.0,220.0,40.0,22.0,10.0,41.0,21.0,543.0,1795,28.0,0.527927927927928,0.586,0.44364508393285373,0.483695652173913,0.4479768786127168,0.4494880546075085,0.49516908212560384,0.44902912621359226,0.50497949619215,0.549800796812749,0.5272373540856031,0.10871302957633892,0.15671641791044777,0.23529411764705882,28.634296611412644,0.42105263157894735,0.06403940886699508,0.10651974288337925,0.07009952401557767,0.1394422310756972,0.04708520179372197,0.1126865671641791,0.06637649619151251,0.11083437110834371,0.0648854961832061,0.039634146341463415,0.056657223796033995,0.07584269662921349,0.10166666666666667,0.1351039260969977,0.1532033426183844,0.1048951048951049,0.08115942028985507,0.5121951219512195,0.45733788395904434,0.5402985074626866,0.6407079646017699,0.5828729281767956,0.08122866894197953,0.24369747899159663,0.31868131868131866,0.27586206896551724,0.315358361774744,0.354978354978355,0.3572984749455338,0.45121951219512196,0.6570048309178744,0.4854368932038835,0.565,0.6034129692832765,0.5201658110882957,0.5269331491712707,0.5178298288508556,0.13426488456865127,0.15373864430468204,0.16,0.31478260869565217,7.7572342126299,0.30475382003395585,77.0,110.0,27.0,0.5661764705882353,6.0,19.0,1.0,3.0,8.0,63.0,195.0,8.0,22.0,17.0,58.0,69.0,214.0,9.0,23.0,71.0,20.0,66.0,159.0,48.0,1.0,194.0,63.0,2.0,19.0,,12.0,17.0,,50.0,40.0,1.0,61.0,8.0,0.7681159420289855,0.32242990654205606,0.391304347826087,0.30303030303030304,0.323943661971831,0.14607508532423208,0.009345794392523364,0.006493506493506494,0.010256410256410256,,0.012969283276450512,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.13310580204778158,0.3230769230769231,0.32642487046632124,0.7619047619047619,0.004830917874396135,0.10628019323671498,0.36363636363636365,0.019417475728155338,0.375,0.1407766990291262,0.29310344827586204,0.3247422680412371,25.345794392523363,1.0,21.0,1.0,1.0,1.0,10.0,2.0,3.0,0.010752688172043012,0.2077922077922078,1.0,0.875,0.004651162790697674,,,,,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,116124.0,1935,64,3770,3774,1011,754.0,531,7544,143.0,238.0,105.0,36.0,56.0,32.0,82.0,70.0,183.0,245.0,503.0,77.0,567.0,3930,59.0,133.0,134.0,55.0,113.0,23.0,133.0,338.0,152.0,21.0,104.0,17.0,121.0,13.0,70.0,24.0,259.0,33.0,152.0,82.0,328.0,53.0,463.0,186.0,649,17.0,76.0,51.0,25.0,59.0,10.0,44.0,27.0,15.0,1.0,86.0,20.0,145.0,213,18.0,107.0,46.0,165.0,116.0,43.0,166.0,93.0,133.0,1011,16.0,0.689795918367347,0.8578680203045685,0.4870775347912525,0.44360902255639095,0.48672566371681414,0.4861111111111111,0.44360902255639095,0.48672566371681414,0.5117328519855595,0.4652777777777778,0.5155038759689923,0.041749502982107355,0.0546218487394958,0.07317073170731707,14.525646845211075,0.686046511627907,0.4732142857142857,0.2303370786516854,0.09941137998691955,0.2546583850931677,0.12177121771217712,0.23482245131729668,0.10277777777777777,0.10387323943661972,0.12389380530973451,0.0819935691318328,0.11320754716981132,0.18201754385964913,0.2706185567010309,0.2413793103448276,0.24786324786324787,0.2727272727272727,0.07327586206896551,0.5602409638554217,0.4722222222222222,0.6008403361344538,0.6355555555555555,0.6013986013986014,0.1626984126984127,0.3902439024390244,0.42105263157894735,0.6875,0.3630952380952381,0.3825136612021858,0.3867403314917127,0.8714285714285714,0.7894736842105263,0.49557522123893805,0.6428571428571429,0.4742063492063492,0.4880343253968254,0.5297318965517241,0.4848628318584071,0.0847145488029466,0.08487084870848709,0.23633156966490299,0.2345679012345679,7.894632206759443,0.2681697612732096,51.0,96.0,10.0,0.4857142857142857,,,,,,,1.0,,,,,,1.0,,,16.0,,,,,,1.0,,,4.0,1.0,4.0,,1.0,7.0,7.0,,11.0,6.0,,,,,,0.001984126984126984,,0.01092896174863388,,0.009615384615384616,,,,,0.001984126984126984,,,,,,,,,,,,25.6,,15.0,,1.0,,3.0,1.0,3.0,0.15254237288135594,0.11764705882352941,,,,1.0,,,,,True
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,149346.0,2489,90,4887,4871,1454,1181.0,643,9758,188.0,311.0,39.0,58.0,95.0,105.0,253.0,74.0,198.0,367.0,762.0,287.0,1054.0,5057,33.0,86.0,87.0,100.0,215.0,121.0,339.0,272.0,462.0,70.0,380.0,62.0,442.0,38.0,238.0,118.0,946.0,19.0,84.0,48.0,142.0,21.0,211.0,108.0,319,19.0,130.0,86.0,44.0,111.0,26.0,71.0,72.0,40.0,9.0,183.0,49.0,62.0,173,6.0,341.0,137.0,22.0,14.0,3.0,23.0,10.0,339.0,1454,28.0,0.37057220708446864,0.38746438746438744,0.4816272965879265,0.38372093023255816,0.46511627906976744,0.4676829268292683,0.3670212765957447,0.4448979591836735,0.5396498455200824,0.4095238095238095,0.5382165605095541,0.09186351706036745,0.1414790996784566,0.07905138339920949,20.385090973326268,0.6065573770491803,0.12727272727272726,0.08004509582863585,0.043478260869565216,0.10933940774487472,0.05621301775147929,0.08585630366018979,0.04537444933920705,0.03762662807525326,0.060810810810810814,0.03889585947302384,0.057692307692307696,0.050522648083623695,0.08506224066390042,0.10027855153203342,0.10658307210031348,0.11666666666666667,0.05397727272727273,0.43478260869565216,0.37926829268292683,0.6045016077170418,0.704119850187266,0.4627659574468085,0.30853658536585366,0.4150197628458498,0.45064377682403434,0.2761904761904762,0.24146341463414633,0.37373737373737376,0.3854166666666667,0.2702702702702703,0.4148936170212766,0.3877551020408163,0.6105263157894737,0.45,0.48358866995073896,0.468101875,0.48079747899159664,0.14854682454251883,0.15747126436781608,0.0825426944971537,0.3216318785578748,7.487532808398951,0.29752404338039695,21.0,32.0,24.0,0.5384615384615384,2.0,7.0,2.0,1.0,3.0,9.0,51.0,1.0,6.0,5.0,27.0,11.0,58.0,1.0,8.0,18.0,6.0,30.0,15.0,18.0,7.0,44.0,9.0,,24.0,5.0,9.0,4.0,,15.0,29.0,9.0,42.0,5.0,0.45454545454545453,0.1896551724137931,0.125,0.2,0.21568627450980393,0.07073170731707316,,0.030303030303030304,,0.03333333333333333,0.00853658536585366,0.2857142857142857,0.2857142857142857,1.0,0.06219512195121951,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.02127659574468085,0.06382978723404255,0.16666666666666666,0.012244897959183673,0.3333333333333333,0.11020408163265306,0.18518518518518517,0.20454545454545456,29.541379310344823,,22.0,1.0,1.0,,,,2.0,0.05128205128205128,0.09523809523809523,,1.0,0.01694915254237288,1.0,3.0,,,,True
468,1610612743,Jon Barry,Jon Barry,468,DEN,36676.0,611,-24,1227,1214,391,363.0,171,2441,17.0,29.0,3.0,5.0,10.0,6.0,14.0,8.0,38.0,31.0,81.0,44.0,178.0,1298,5.0,13.0,20.0,8.0,25.0,25.0,59.0,38.0,24.0,2.0,78.0,10.0,88.0,10.0,51.0,19.0,186.0,6.0,8.0,11.0,40.0,,51.0,14.0,65,2.0,37.0,24.0,13.0,21.0,2.0,15.0,5.0,6.0,,26.0,7.0,21.0,41,1.0,53.0,18.0,5.0,3.0,2.0,5.0,4.0,59.0,391,5.0,0.6129032258064516,0.6129032258064516,0.38271604938271603,0.38461538461538464,0.32,0.4407894736842105,0.34782608695652173,0.3953488372093023,0.49137931034482757,0.4,0.509090909090909,0.024691358024691357,0.034482758620689655,0.07142857142857142,13.917884481558804,0.8076923076923077,,0.08528784648187633,0.0163265306122449,0.12941176470588237,0.05405405405405406,0.09205776173285199,0.02329450915141431,0.012578616352201259,0.009345794392523364,0.022321428571428572,0.056818181818181816,0.08391608391608392,0.07801418439716312,0.0918918918918919,0.125,0.13793103448275862,0.021739130434782608,0.8,0.19078947368421054,0.5862068965517241,0.6071428571428571,0.6470588235294118,0.09210526315789473,0.42857142857142855,0.46153846153846156,0.5,0.25,0.21052631578947367,0.21052631578947367,0.625,0.13043478260869565,0.23255813953488372,0.5,0.6578947368421053,0.5232245033112582,0.48099473684210525,0.505529761904762,0.10650887573964497,0.1836734693877551,0.11235955056179775,0.33146067415730335,10.977777777777776,0.3186634066829666,2.0,,8.0,0.6666666666666666,5.0,16.0,5.0,3.0,4.0,19.0,55.0,1.0,5.0,3.0,14.0,24.0,71.0,2.0,10.0,4.0,6.0,18.0,57.0,15.0,1.0,54.0,19.0,1.0,,,3.0,,,,1.0,8.0,5.0,,0.7916666666666666,0.3380281690140845,0.2,0.3333333333333333,0.34285714285714286,0.46710526315789475,0.014084507042253521,,,,0.10526315789473684,0.3125,0.3333333333333333,1.0,0.3618421052631579,0.34545454545454546,0.34545454545454546,0.7368421052631579,0.21739130434782608,0.21739130434782608,0.2,0.09302325581395349,0.75,0.32558139534883723,0.21428571428571427,0.35185185185185186,24.933802816901405,1.0,,,,,,,,0.043478260869565216,0.5,0.2,1.0,,,,0.0625,1.0,,True
2206,1610612743,Rodney White,Rodney White,2206,DEN,21706.0,362,10,735,711,330,252.0,102,1446,24.0,36.0,13.0,7.0,11.0,10.0,29.0,27.0,72.0,61.0,137.0,33.0,197.0,752,11.0,18.0,27.0,18.0,48.0,23.0,65.0,76.0,46.0,10.0,21.0,2.0,23.0,2.0,15.0,4.0,48.0,5.0,13.0,5.0,31.0,4.0,40.0,18.0,58,2.0,8.0,5.0,3.0,13.0,,11.0,8.0,2.0,1.0,21.0,10.0,16.0,37,2.0,43.0,16.0,10.0,4.0,3.0,10.0,4.0,65.0,330,8.0,0.6229508196721312,0.6909090909090909,0.44525547445255476,0.6111111111111112,0.375,0.4632768361581921,0.5208333333333334,0.31343283582089554,0.5051282051282051,0.5625,0.40625,0.072992700729927,0.1111111111111111,0.1724137931034483,25.204200700116687,0.6190476190476191,0.12903225806451613,0.11654135338345864,0.04868913857677903,0.07462686567164178,0.0625,0.10810810810810811,0.05187319884726225,0.11392405063291139,0.06451612903225806,,0.056338028169014086,0.12941176470588237,0.06976744186046512,0.14736842105263157,0.022727272727272728,0.17391304347826086,0.023529411764705882,0.4,0.2033898305084746,0.6666666666666666,0.75,0.4166666666666667,0.1638418079096045,0.3448275862068966,0.4166666666666667,0.8,0.4067796610169492,0.375,0.38028169014084506,0.7407407407407407,0.5416666666666666,0.16417910447761194,0.6363636363636364,0.4293785310734463,0.45879314285714273,0.5130825000000001,0.43232461538461536,0.0855614973262032,0.10884353741496598,0.13705583756345177,0.3299492385786802,12.18759124087591,0.4489795918367347,9.0,12.0,2.0,0.6923076923076923,3.0,5.0,1.0,,1.0,11.0,35.0,1.0,5.0,2.0,18.0,14.0,40.0,1.0,6.0,2.0,2.0,19.0,33.0,9.0,1.0,34.0,11.0,,,,2.0,,,2.0,6.0,,8.0,3.0,0.7857142857142857,0.35,0.16666666666666666,0.10526315789473684,0.358974358974359,0.22598870056497175,,0.013888888888888888,,,0.02824858757062147,0.6,0.6,1.0,0.1977401129943503,0.3142857142857143,0.3142857142857143,0.7272727272727273,0.041666666666666664,0.20833333333333334,0.2,0.014925373134328358,,0.26865671641791045,0.1111111111111111,0.3235294117647059,25.6125,,,,,,,,,0.1111111111111111,0.2222222222222222,,1.0,,,1.0,,,,True
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,32304.0,538,-33,1069,1083,435,387.0,134,2152,32.0,63.0,30.0,12.0,24.0,2.0,8.0,12.0,28.0,46.0,99.0,34.0,126.0,1157,13.0,33.0,33.0,17.0,35.0,21.0,55.0,60.0,32.0,8.0,17.0,1.0,18.0,1.0,10.0,5.0,37.0,7.0,33.0,14.0,65.0,20.0,99.0,43.0,142,5.0,18.0,15.0,3.0,18.0,3.0,14.0,9.0,4.0,,27.0,10.0,34.0,60,3.0,55.0,18.0,54.0,39.0,15.0,54.0,26.0,55.0,435,7.0,0.6521739130434783,0.8823529411764706,0.46464646464646464,0.3939393939393939,0.4857142857142857,0.46464646464646464,0.3939393939393939,0.4857142857142857,0.5,0.4230769230769231,0.5188679245283019,0.08080808080808081,0.12698412698412698,,12.408759124087592,0.6666666666666666,0.5405405405405406,0.14840182648401826,0.0825,0.16091954022988506,0.07216494845360824,0.15047619047619049,0.08048289738430583,0.13114754098360656,0.03571428571428571,0.07216494845360824,0.06578947368421052,0.14666666666666667,0.13445378151260504,0.15976331360946747,0.1896551724137931,0.10344827586206896,0.1111111111111111,0.48148148148148145,0.6363636363636364,0.5079365079365079,0.5818181818181818,0.5625,0.08080808080808081,0.25,0.25,0.5,0.2828282828282828,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.9090909090909091,0.6857142857142857,0.5,0.6363636363636364,0.5196585858585857,0.5516935483870967,0.5115999999999999,0.15517241379310345,0.15517241379310345,0.2619047619047619,0.4365079365079365,5.862626262626263,0.4069223573433115,13.0,24.0,2.0,0.43333333333333335,,,,,,,,,,,,,,,,7.0,,,,,,,,,,3.0,2.0,,,2.0,1.0,,10.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,1.0,1.0,0.09523809523809523,0.07692307692307693,,,,,1.0,,,,True
2403,1610612743,Nene,Nene,2403,DEN,129490.0,2158,267,4244,4222,1103,886.0,518,8466,237.0,348.0,50.0,55.0,77.0,34.0,112.0,29.0,88.0,300.0,548.0,193.0,793.0,4253,37.0,65.0,100.0,65.0,110.0,57.0,187.0,434.0,166.0,61.0,125.0,22.0,147.0,16.0,70.0,44.0,316.0,20.0,105.0,45.0,227.0,25.0,297.0,132.0,429,10.0,95.0,63.0,32.0,66.0,12.0,34.0,82.0,32.0,8.0,148.0,41.0,86.0,240,27.0,284.0,140.0,34.0,23.0,7.0,36.0,23.0,187.0,1103,21.0,0.7233333333333334,0.7695035460992907,0.5474452554744526,0.5692307692307692,0.5909090909090909,0.5454545454545454,0.5692307692307692,0.5803571428571429,0.5900297619047619,0.625,0.6111111111111112,0.11131386861313869,0.1235632183908046,0.14285714285714285,16.87590039102696,0.44594594594594594,0.17985611510791366,0.145233525271913,0.06394640682095006,0.12162162162162163,0.07575757575757576,0.14071391619244697,0.06558237145855195,0.07679465776293823,0.08051948051948052,0.0425531914893617,0.07881773399014778,0.1422924901185771,0.14251781472684086,0.14937106918238993,0.1348314606741573,0.08737864077669903,0.053763440860215055,0.6388888888888888,0.6327272727272727,0.6810344827586207,0.7770491803278688,0.729957805907173,0.20363636363636364,0.30357142857142855,0.3541666666666667,0.5588235294117647,0.16,0.32954545454545453,0.3372093023255814,0.8620689655172413,0.7692307692307693,0.6875,0.7142857142857143,0.6363636363636364,0.5209959854014597,0.522185,0.5232781818181819,0.2153846153846154,0.21604938271604937,0.12610340479192939,0.23581336696090793,4.442518248175182,0.25989632422243164,32.0,36.0,11.0,0.64,,,,,,,2.0,,,,2.0,,2.0,,,26.0,,2.0,,,2.0,,,,6.0,7.0,6.0,2.0,,37.0,40.0,,22.0,4.0,,,,,,0.0036363636363636364,,0.022727272727272728,,0.0546875,,,,,0.0036363636363636364,,,,,,,,,0.017857142857142856,,,53.900000000000006,,14.0,,2.0,,,,2.0,0.06557377049180328,0.3125,,,,2.0,8.0,,,,True
