EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,ShootingFouls,Fouls,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,DefArc3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Fg2aBlocked,LongMidRangeAssists,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,OffThreePtRebounds,SelfOReb,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,on,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Technical Free Throw Trips,BlockedShortMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1521,1610612737,Jacque Vaughn,Jacque Vaughn,1521,ATL,275.0,5,-8,10,10,5.0,5.0,1.0,20,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,5.0,18.181818181818183,1.0,1.0,0.4373,14.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612737,Stephen Jackson,Stephen Jackson,1536,ATL,1007.0,17,-5,37,39,11.0,11.0,5.0,76,3.0,6.0,40,6.0,5.0,7.0,1.0,3.0,11.0,40.476190476190474,0.8571428571428571,0.42857142857142855,0.4043285714285715,13.416666666666666,0.2972972972972973,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,11.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.55,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.07142857142857142,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.3025,0.3333333333333333,0.375,0.18181818181818182,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,381.0,6,-6,13,13,4.0,8.0,2.0,26,,,17,,,,,,4.0,6.666666666666667,,,0.5877,,0.3076923076923077,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,25.3,1.0,1.0,2.0,2.0,1.0,0.5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,1610612737,Boris Diaw,Boris Diaw,2564,ATL,420.0,7,-8,14,14,10.0,7.0,2.0,28,,,19,,,,,,10.0,,,,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1610612737,Josh Davis,Josh Davis,2668,ATL,1340.0,22,-7,47,49,17.0,16.0,7.0,96,,3.0,51,,,2.0,,1.0,17.0,12.962962962962962,,,0.51911,4.6000000000000005,0.3617021276595745,,1.0,,,2.0,2.0,,2.0,1.0,5.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,1.0,4.0,5.0,,,2.0,,,1.0,1.0,1.0,,3.0,,,0.6666666666666666,0.4,0.5,0.75,0.4,0.25,,0.17647058823529413,,0.2,,,,,0.4,,,0.8,,0.40845,0.2,0.3333333333333333,0.6,24.9,,,2.0,3.0,,0.5374,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.5,0.23076923076923078,0.06666666666666667,0.05,0.25,0.2,0.25,0.25,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612737,Joel Przybilla,Joel Przybilla,2038,ATL,134.0,2,-4,4,4,,,,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1610612737,Bob Sura,Bob Sura,682,ATL,1064.0,18,-1,36,37,14.0,8.0,6.0,73,3.0,7.0,37,,,,,,14.0,16.666666666666668,,0.42857142857142855,0.4652,9.085714285714285,0.3888888888888889,,1.0,,,,1.0,,,,2.0,3.0,,,,,,,1.0,1.0,2.0,1.0,,,5.0,,1.0,4.0,5.0,,,,,,,,,,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,0.3333333333333333,,0.21428571428571427,,0.14285714285714285,,,,,,,,0.42857142857142855,,0.43450000000000005,,,,,,,,1.0,,0.5636,,1.0,3.0,,1.0,,1.0,,1.0,,,,2.0,1.0,3.0,1.0,,1.0,1.0,,,,,,0.2727272727272727,0.07142857142857142,0.05555555555555555,0.25,,0.25,0.5,0.42857142857142855,0.3333333333333333,0.5,1.0,1.0,,,0.3333333333333333,,,1.0,1.0,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,1610612737,Travis Hansen,Travis Hansen,2580,ATL,147.0,2,-2,6,6,3.0,3.0,,12,,,8,1.0,1.0,1.0,,1.0,3.0,16.666666666666668,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,1610612737,Jason Collier,Jason Collier,2044,ATL,747.0,12,10,28,30,7.0,11.0,4.0,58,2.0,3.0,21,2.0,1.0,2.0,,1.0,7.0,15.625,1.0,0.6666666666666666,0.4848333333333333,11.033333333333333,0.25,,,1.0,,,2.0,,,,4.0,1.0,,2.0,,,,,,,,,,,,,1.0,3.0,4.0,2.0,2.0,,,1.0,,,,,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.25,,0.18181818181818182,,,,,0.5,0.5,,,,0.3333333333333333,,0.3832,,,0.5,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,0.25,0.1111111111111111,0.08333333333333333,,0.3333333333333333,0.5,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,1065.0,18,1,37,39,12.0,11.0,6.0,76,1.0,4.0,43,1.0,1.0,1.0,,,12.0,27.906976744186046,1.0,0.09090909090909091,0.49199000000000004,7.4,0.32432432432432434,2.0,2.0,,3.0,6.0,3.0,4.0,7.0,2.0,20.0,1.0,,3.0,6.0,,6.0,3.0,2.0,,2.0,,,2.0,4.0,1.0,,1.0,3.0,,,,,,2.0,2.0,2.0,,3.0,0.5714285714285714,0.5714285714285714,0.75,0.8181818181818182,0.9090909090909091,0.375,0.6363636363636364,,0.3333333333333333,0.09090909090909091,,0.18181818181818182,1.0,1.0,,,0.5454545454545454,0.5,0.5,0.7272727272727273,0.5,0.4451333333333333,0.18181818181818182,0.5,0.15,26.9,,,1.0,2.0,,,0.5,1.0,1.0,,,,,1.0,1.0,,2.0,,,1.0,,2.0,,,,1.0,,1.0,0.375,1.0,,0.09090909090909091,0.13333333333333333,0.25,,,,0.09090909090909091,1.0,1.0,,,,,,,0.1,,,,,,,1.0,1.0,1.0,3.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,0.09090909090909091,1.0,1.0,1.0,1.0,0.75,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
