EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,Clear Path Fouls,NonShootingFoulsDrawn,3SecondViolations,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,NonHeaveArc3FGA,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Technical Free Throw Trips,BlockedArc3,DefensiveGoaltends,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1043,1610612755,Amal McCaskill,Amal McCaskill,1043,PHI,20253.0,338,15,600,606,167,182,69,1206,22,44,10.0,17,6,13,6,17,2,11,30,72,6,66,591,12,21,4.0,28,7,19,3,17,36,24,20.0,11,8,3.0,11,1.0,2.0,3,2.0,3.0,25,6.0,20,1.0,9,31,5.0,45,27,72,3.0,3,2,1.0,6,1.0,4.0,8,2,1.0,2.0,14,3.0,4.0,29,54,4.0,1.0,9,3.0,6,11,6.0,1.0,4.0,11,7.0,1.0,1.0,17,167,8.0,0.6,0.9,0.4166666666666667,0.5714285714285714,0.3684210526315789,0.4166666666666667,0.5714285714285714,0.3684210526315789,0.44,0.6086956521739131,0.40476190476190477,0.1527777777777778,0.1590909090909091,0.17647058823529413,0.09090909090909091,13.030746705710103,0.42857142857142855,0.18518518518518517,0.05263157894736842,0.13191489361702127,0.08771929824561403,0.13636363636363635,0.10526315789473684,0.132890365448505,0.0912280701754386,0.1282051282051282,0.07575757575757576,0.05952380952380952,0.08333333333333333,0.14285714285714285,0.1111111111111111,0.10810810810810811,0.1588785046728972,0.15384615384615385,0.07142857142857142,0.1,0.6363636363636364,0.6111111111111112,0.5,0.5945945945945946,0.5,0.2361111111111111,0.35294117647058826,0.42857142857142855,0.8333333333333334,0.1527777777777778,0.18181818181818182,0.2,1.0,0.8095238095238095,0.5882352941176471,0.6842105263157895,0.46153846153846156,0.6111111111111112,0.48376944444444436,0.51698125,0.47083157894736843,0.08,0.08,0.42424242424242425,0.25757575757575757,5.086111111111111,0.2783333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,24536.0,409,-2,750,752,245,194,98,1502,22,55,3.0,14,2,11,9,34,12,28,43,117,39,125,744,5,22,5.0,15,4,23,16,24,62,24,6.0,16,8,4.0,12,2.0,2.0,5,2.0,1.0,28,2.0,18,6.0,14,40,5.0,59,26,85,1.0,10,8,2.0,4,1.0,2.0,11,2,,1.0,15,2.0,2.0,7,32,6.0,4.0,49,3.0,21,3,1.0,,2.0,3,2.0,,2.0,24,245,7.0,0.7209302325581395,0.775,0.36752136752136755,0.22727272727272727,0.17391304347826086,0.3644067796610169,0.22727272727272727,0.16666666666666666,0.4432624113475177,0.3,0.34285714285714286,0.13675213675213677,0.21818181818181817,0.11764705882352941,,17.808219178082194,0.26666666666666666,0.2,0.14285714285714285,0.14705882352941177,0.05263157894736842,0.15555555555555556,0.05,0.14917127071823205,0.05235602094240838,0.06569343065693431,0.0449438202247191,0.04310344827586207,,0.11764705882352941,0.07792207792207792,0.16901408450704225,0.1774193548387097,0.14516129032258066,0.17857142857142858,0.017241379310344827,0.6666666666666666,0.4661016949152542,0.4,0.5116279069767442,0.6363636363636364,0.288135593220339,0.2647058823529412,0.3,0.5555555555555556,0.23728813559322035,0.42857142857142855,0.42857142857142855,1.0,0.6363636363636364,0.21428571428571427,0.4583333333333333,0.18181818181818182,0.4745762711864407,0.46516752136752143,0.47128000000000003,0.4444347826086956,0.15441176470588236,0.15555555555555556,0.12,0.192,6.988034188034187,0.32666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,0.00847457627118644,0.00847457627118644,0.041666666666666664,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,8985.0,150,-21,272,282,88,119,29,554,4,7,1.0,2,2,2,2,9,5,7,11,23,4,26,292,1,3,,2,4,7,1,9,16,6,,1,8,,8,,,4,2.0,2.0,16,1.0,5,,3,13,,16,6,22,,3,2,1.0,5,,3.0,1,2,,1.0,6,,1.0,8,14,2.0,,6,,2,1,1.0,,,1,,,,9,88,1.0,0.7272727272727273,0.7272727272727273,0.4782608695652174,0.3333333333333333,0.5714285714285714,0.36666666666666664,0.3333333333333333,0.4,0.3939393939393939,0.3333333333333333,0.4090909090909091,0.043478260869565216,0.14285714285714285,,,12.913907284768213,0.8333333333333334,,,0.11304347826086956,0.04950495049504951,0.09090909090909091,0.043478260869565216,0.10810810810810811,0.04838709677419355,0.06896551724137931,0.03125,0.05,,0.2,0.02857142857142857,0.08823529411764706,0.1956521739130435,0.07692307692307693,0.14285714285714285,,,0.23333333333333334,0.5714285714285714,0.6666666666666666,0.75,0.3,0.2222222222222222,0.2222222222222222,,0.23333333333333334,0.7142857142857143,0.7142857142857143,1.0,0.6666666666666666,0.5,0.2,1.0,0.4666666666666667,0.44015166666666666,0.4986333333333333,0.45171,0.0625,0.08,0.07692307692307693,0.34615384615384615,8.78695652173913,0.3235294117647059,4.0,2.0,7.0,3.0,,,1.0,,0.23333333333333334,0.13333333333333333,0.2,24.357142857142854,3.0,1.0,4.0,0.1,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,127017.0,2117,-42,3845,3836,1093,1062,498,7681,80,139,4.0,6,19,29,45,106,65,160,190,405,84,689,3841,13,34,3.0,56,45,87,25,160,208,172,8.0,51,166,29.0,195,23.0,6.0,85,26.0,55.0,419,11.0,31,3.0,51,142,15.0,208,45,253,4.0,85,53,32.0,56,19.0,39.0,47,17,4.0,3.0,103,5.0,26.0,40,142,7.0,13.0,111,16.0,54,22,10.0,5.0,7.0,23,18.0,,2.0,160,1093,33.0,0.5473684210526316,0.5591397849462365,0.4691358024691358,0.38235294117647056,0.5172413793103449,0.524263431542461,0.4818181818181818,0.5,0.5520833333333334,0.49122807017543857,0.5369127516778524,0.1259259259259259,0.2302158273381295,0.09433962264150944,0.05625,16.34809984259051,0.5436893203883495,0.12605042016806722,0.022388059701492536,0.0993006993006993,0.020208604954367666,0.1175115207373272,0.03283582089552239,0.10354077253218884,0.02247191011235955,0.03474903474903475,0.012958963282937365,0.012658227848101266,0.03686635944700461,0.025423728813559324,0.09069212410501193,0.10426540284360189,0.10186757215619695,0.1182108626198083,0.11570247933884298,0.01556420233463035,0.782608695652174,0.24090121317157712,0.5755395683453237,0.7476635514018691,0.5625,0.18370883882149047,0.42452830188679247,0.46875,0.28888888888888886,0.2772963604852686,0.40625,0.4304635761589404,0.7076923076923077,0.10909090909090909,0.6666666666666666,0.21481481481481482,0.6551724137931034,0.5389948006932409,0.49370407279029455,0.48415865384615386,0.47793481481481487,0.08780487804878048,0.12189616252821671,0.08127721335268505,0.23222060957910015,9.84222222222222,0.28426527958387515,77.0,24.0,172.0,48.0,,,9.0,,0.29809358752166376,0.13344887348353554,0.17777777777777778,24.270930232558143,95.0,24.0,77.0,0.16464471403812825,,0.17777777777777778,45.0,3.0,7.0,7.0,30.0,6.0,14.0,8.0,75.0,9.0,21.0,15.0,219.0,6.0,30.0,1.0,3.0,1.0,1.0,0.9733333333333334,0.436046511627907,0.42857142857142855,0.3125,0.436046511627907,0.005813953488372093,0.010526315789473684,0.47368421052631576,0.4787234042553192,1.0,0.38961038961038963,0.38961038961038963,0.9333333333333333,0.12727272727272726,0.42857142857142855,1.0,0.2545454545454545,0.42857142857142855,1.0,0.2916666666666667,0.3333333333333333,0.38961038961038963,,,,,True,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,56185.0,936,22,1775,1761,667,556,231,3536,91,176,3.0,11,27,56,31,91,70,199,192,466,167,620,1752,13,37,12.0,41,60,151,95,230,130,254,2.0,34,122,26.0,148,9.0,17.0,64,22.0,36.0,322,3.0,7,2.0,16,45,3.0,64,12,76,2.0,55,36,19.0,51,10.0,34.0,40,17,3.0,4.0,91,10.0,35.0,11,40,1.0,15.0,224,16.0,84,3,1.0,1.0,1.0,3,2.0,,,230,667,7.0,0.3385416666666667,0.3403141361256545,0.41201716738197425,0.35135135135135137,0.3973509933774834,0.4030249110320285,0.32954545454545453,0.3609625668449198,0.46530920060331826,0.39215686274509803,0.46169354838709675,0.07296137339055794,0.11363636363636363,0.10989010989010989,0.020100502512562814,36.65532328633933,0.5604395604395604,0.047619047619047616,0.02666666666666667,0.06891271056661562,0.010218978102189781,0.0761904761904762,0.017341040462427744,0.07068366164542295,0.011655011655011656,0.02074688796680498,0.01092896174863388,,0.016666666666666666,0.018867924528301886,0.057971014492753624,0.062146892655367235,0.08178438661710037,0.08280254777070063,0.05660377358490566,0.006578947368421052,0.6666666666666666,0.31316725978647686,0.5170454545454546,0.5833333333333334,0.32967032967032966,0.1619217081850534,0.34065934065934067,0.38271604938271603,0.22580645161290322,0.3540925266903915,0.35175879396984927,0.358974358974359,0.4,0.25,0.2727272727272727,0.2994652406417112,0.48214285714285715,0.48398576512455516,0.4848980427046262,0.4447628571428571,0.46894411764705896,0.13333333333333333,0.15730337078651685,0.06612903225806452,0.3709677419354839,9.580042918454938,0.37577464788732395,86.0,34.0,96.0,36.0,,,33.0,2.0,0.1708185053380783,0.15302491103202848,0.18181818181818182,25.654166666666672,10.0,2.0,86.0,0.017793594306049824,,0.0106951871657754,2.0,,,,21.0,1.0,7.0,5.0,23.0,1.0,7.0,5.0,45.0,24.0,21.0,,1.0,,,0.6521739130434783,0.23958333333333334,0.14285714285714285,0.1388888888888889,0.23958333333333334,,,0.2,0.2,0.5,0.2441860465116279,0.2441860465116279,0.6666666666666666,,,,0.1590909090909091,0.14285714285714285,1.0,,0.14705882352941177,0.2441860465116279,4.0,,,,True,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,84187.0,1403,-55,2514,2505,688,654,328,5019,116,220,30.0,64,29,52,31,110,50,121,197,451,124,521,2531,35,88,16.0,86,40,91,42,125,220,174,52.0,43,37,18.0,55,10.0,8.0,17,7.0,13.0,128,26.0,109,6.0,46,178,21.0,245,141,386,9.0,39,31,8.0,39,8.0,21.0,48,18,2.0,9.0,87,6.0,25.0,49,116,14.0,15.0,175,21.0,81,12,8.0,2.0,2.0,13,5.0,,4.0,125,688,15.0,0.5583756345177665,0.6432748538011696,0.43680709534368073,0.3977272727272727,0.43956043956043955,0.43530701754385964,0.3977272727272727,0.44148936170212766,0.48874296435272047,0.43434343434343436,0.5165289256198347,0.09534368070953436,0.12727272727272726,0.13636363636363635,,21.25471374700034,0.4482758620689655,0.3088235294117647,0.0821917808219178,0.18936170212765957,0.1088911088911089,0.1564625850340136,0.12149532710280374,0.18152350081037277,0.1111111111111111,0.12158054711246201,0.1189710610932476,0.0886426592797784,0.14285714285714285,0.08108108108108109,0.13978494623655913,0.20640569395017794,0.2131578947368421,0.15789473684210525,0.15294117647058825,0.04265402843601896,0.38461538461538464,0.4824561403508772,0.5272727272727272,0.6041666666666666,0.5258620689655172,0.2412280701754386,0.2818181818181818,0.3263157894736842,0.2903225806451613,0.26535087719298245,0.4132231404958678,0.4132231404958678,0.8,0.7272727272727273,0.46875,0.5531914893617021,0.5576923076923077,0.4934210526315789,0.4749880219780219,0.5091400000000001,0.4796287234042553,0.1569767441860465,0.15851272015655576,0.16506717850287908,0.2399232245681382,6.934811529933481,0.273667462211615,5.0,3.0,5.0,3.0,1.0,,17.0,3.0,0.010964912280701754,0.010964912280701754,0.031914893617021274,31.939999999999998,,,4.0,,0.1,,,,,,1.0,,,1.0,1.0,,,1.0,,3.0,1.0,1.0,8.0,1.0,,,0.2,,0.3333333333333333,0.25,0.2,,,,,0.2,0.25,,,,,,,,,0.3333333333333333,0.25,,1.0,1.0,0.2,True,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,91308.0,1522,-57,2756,2750,693,706,335,5506,64,128,2.0,5,23,38,32,97,55,148,151,373,113,418,2734,10,26,5.0,25,37,93,58,132,138,164,4.0,34,204,62.0,266,32.0,30.0,94,26.0,84.0,594,7.0,17,3.0,29,74,1.0,104,27,131,5.0,55,21,34.0,61,19.0,48.0,34,13,2.0,2.0,95,10.0,31.0,34,94,6.0,4.0,150,7.0,49,2,1.0,1.0,,2,1.0,,,132,693,26.0,0.45695364238410596,0.46308724832214765,0.40482573726541554,0.38461538461538464,0.3978494623655914,0.3981723237597911,0.37037037037037035,0.37,0.4567627494456763,0.4032258064516129,0.48175182481751827,0.09115281501340483,0.171875,0.1134020618556701,0.006756756756756757,17.176173967853767,0.6421052631578947,0.014492753623188406,0.03488372093023256,0.07262021589793916,0.015017667844522967,0.0935483870967742,0.0330188679245283,0.07750188111361926,0.017857142857142856,0.015748031496062992,0.01791044776119403,0.01201923076923077,0.046875,0.011904761904761904,0.06493506493506493,0.0707070707070707,0.07971014492753623,0.09545454545454546,0.08888888888888889,0.026455026455026454,0.5,0.3342036553524804,0.5,0.6037735849056604,0.3125,0.25326370757180156,0.32989690721649484,0.37209302325581395,0.34375,0.38642297650130547,0.3716216216216216,0.3741496598639456,0.6909090909090909,0.18518518518518517,0.4,0.38,0.6052631578947368,0.360313315926893,0.45698543307086603,0.398512,0.4661178571428572,0.11529411764705882,0.1180722891566265,0.05980861244019139,0.3157894736842105,9.52278820375335,0.2514513788098694,9.0,6.0,10.0,7.0,2.0,,26.0,,0.02610966057441253,0.02349869451697128,0.06,31.490000000000002,1.0,1.0,7.0,0.0026109660574412533,0.5,0.01,,,,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,4.0,,,1.0,0.1,,,0.125,,,,,,0.1111111111111111,0.1111111111111111,1.0,,,,0.037037037037037035,,,,,0.14285714285714285,7.0,,,,True,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,51672.0,861,-89,1525,1543,369,404,204,3068,32,55,6.0,8,4,8,7,26,19,57,58,138,48,251,1588,11,21,3.0,40,12,23,24,66,70,46,2.0,14,59,15.0,74,9.0,6.0,28,9.0,22.0,163,5.0,13,2.0,16,66,2.0,84,20,104,1.0,34,25,9.0,31,3.0,23.0,10,8,1.0,,41,1.0,8.0,27,68,1.0,2.0,65,2.0,23,8,4.0,1.0,3.0,9,4.0,,,66,369,6.0,0.603448275862069,0.6140350877192983,0.42028985507246375,0.5238095238095238,0.5217391304347826,0.4432314410480349,0.5606060606060606,0.4772727272727273,0.4826923076923077,0.5714285714285714,0.559322033898305,0.10144927536231885,0.23636363636363636,0.038461538461538464,,17.073170731707318,0.7560975609756098,0.041666666666666664,0.03508771929824561,0.11538461538461539,0.02152317880794702,0.09090909090909091,0.03571428571428571,0.10962566844919786,0.024193548387096774,0.02843601895734597,0.005208333333333333,0.029850746268656716,0.05333333333333334,0.015384615384615385,0.11920529801324503,0.10471204188481675,0.12173913043478261,0.08333333333333333,0.10714285714285714,0.007936507936507936,0.4444444444444444,0.24017467248908297,0.5818181818181818,0.7619047619047619,0.59375,0.11353711790393013,0.2692307692307692,0.28,0.2857142857142857,0.24890829694323144,0.3333333333333333,0.3333333333333333,0.7368421052631579,0.24242424242424243,0.75,0.18181818181818182,0.5,0.6375545851528385,0.5037552631578948,0.49134137931034494,0.47935348837209296,0.092,0.14465408805031446,0.1593625498007968,0.26294820717131473,9.194202898550724,0.2419672131147541,42.0,8.0,91.0,21.0,1.0,,10.0,,0.39737991266375544,0.18340611353711792,0.18181818181818182,24.743956043956043,49.0,13.0,41.0,0.21397379912663755,0.5,0.29545454545454547,13.0,2.0,7.0,1.0,16.0,3.0,5.0,5.0,29.0,5.0,12.0,6.0,84.0,3.0,16.0,1.0,3.0,1.0,,0.9655172413793104,0.31868131868131866,0.4166666666666667,0.2857142857142857,0.32222222222222224,0.01098901098901099,,0.2653061224489796,0.2653061224489796,1.0,0.38095238095238093,0.3902439024390244,0.9375,0.21212121212121213,0.2857142857142857,1.0,0.15151515151515152,0.6,1.0,0.07692307692307693,0.625,0.3902439024390244,1.0,1.0,,0.023809523809523808,True,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,16215.0,270,25,485,489,147,173,74,974,24,49,5.0,10,6,18,12,27,18,38,54,114,24,141,484,10,20,4.0,30,9,33,9,30,52,56,6.0,12,13,1.0,14,1.0,,7,2.0,4.0,29,,8,,8,13,,21,8,29,2.0,10,7,3.0,11,2.0,8.0,10,3,,,21,3.0,6.0,8,28,,4.0,31,1.0,12,2,,2.0,,2,1.0,,,30,147,4.0,0.48148148148148145,0.5098039215686274,0.47368421052631576,0.5,0.2727272727272727,0.43656716417910446,0.5909090909090909,0.25609756097560976,0.47315436241610737,0.625,0.3191489361702128,0.10526315789473684,0.1836734693877551,0.1111111111111111,,29.41176470588235,0.5238095238095238,,,0.07386363636363637,0.04040404040404041,0.13114754098360656,,0.08860759493670886,0.03292181069958848,0.014084507042253521,0.06153846153846154,0.04838709677419355,,,0.038461538461538464,0.0851063829787234,0.09090909090909091,0.14285714285714285,0.10526315789473684,0.03333333333333333,0.5,0.3656716417910448,0.4897959183673469,0.6,0.4583333333333333,0.20149253731343283,0.4444444444444444,0.5,0.4166666666666667,0.2835820895522388,0.47368421052631576,0.47368421052631576,0.5555555555555556,0.45454545454545453,0.5,0.43902439024390244,0.3333333333333333,0.5149253731343284,0.4829079545454545,0.481485,0.5072679487179488,0.08275862068965517,0.096,0.2127659574468085,0.2127659574468085,8.287719298245614,0.3030927835051546,18.0,8.0,20.0,8.0,1.0,,4.0,,0.14925373134328357,0.13432835820895522,0.1951219512195122,26.945000000000004,2.0,,17.0,0.014925373134328358,0.2,,,,,,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,9.0,,3.0,,2.0,,,1.0,0.15,1.0,0.125,0.15789473684210525,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,,0.09090909090909091,1.0,1.0,,0.125,0.17647058823529413,,,,,True,,
1985,1610612755,Zendon Hamilton,Zendon Hamilton,1985,PHI,12812.0,214,-5,390,395,105,154,59,785,18,31,6.0,13,4,6,3,4,2,2,23,37,31,77,383,6,13,9.0,21,4,7,9,17,38,8,8.0,7,4,1.0,5,,1.0,1,2.0,1.0,11,2.0,17,1.0,10,30,6.0,46,20,66,1.0,6,2,4.0,5,,,4,5,,1.0,9,,,10,28,5.0,2.0,38,5.0,19,4,3.0,,1.0,4,3.0,,,17,105,8.0,0.8260869565217391,1.0,0.6216216216216216,0.46153846153846156,0.5714285714285714,0.6216216216216216,0.46153846153846156,0.5714285714285714,0.7129629629629629,0.5526315789473685,0.7083333333333334,0.1891891891891892,0.22580645161290322,,,13.419913419913419,0.5555555555555556,0.375,0.08333333333333333,0.22058823529411764,0.1111111111111111,0.20833333333333334,0.05714285714285714,0.21739130434782608,0.10106382978723404,0.1875,0.1276595744680851,0.034482758620689655,0.05555555555555555,0.058823529411764705,0.21212121212121213,0.21621621621621623,0.22727272727272727,0.16129032258064516,0.29411764705882354,0.14285714285714285,0.75,0.8378378378378378,0.5806451612903226,0.75,0.7777777777777778,0.10810810810810811,0.75,0.75,1.0,0.05405405405405406,1.0,1.0,1.0,1.0,0.46153846153846156,0.8571428571428571,0.6666666666666666,0.8378378378378378,0.5429810810810811,0.5543538461538462,0.5755285714285714,0.37254901960784315,0.37254901960784315,0.2727272727272727,0.22077922077922077,2.1972972972972973,0.2692307692307692,,,,,,,3.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True,,
