EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Assists,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,Loose Ball Fouls,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceTurnovers,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFtPoints,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,Blocked3s,BlockedCorner3,DefensiveGoaltends,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,1116.0,19.0,11.0,36.0,37,7.0,16.0,3.0,73,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,10.0,4.0,12.0,32.0,1.0,2.0,3.0,2.0,6.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,6.0,7.0,2.0,0.75,0.75,0.4,0.6666666666666666,0.4,0.6666666666666666,0.5,0.75,0.1,0.2,30.769230769230766,0.3846153846153846,0.25,0.3571428571428571,0.0625,1.0,1.0,0.4,0.2857142857142857,0.5,0.2,0.25,1.0,0.1,1.0,1.0,0.4,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,0.49161,0.5075999999999999,0.5,8.419999999999998,0.1944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1610612749,Damon Jones,Damon Jones,1800,MIL,1240.0,21.0,8.0,40.0,40,7.0,16.0,4.0,80,,,,,,,,,,,,,3.0,37.0,,,,,,,,,5.0,6.0,3.0,,13.0,,2.0,3.0,,3.0,,,,,,,,,,,7.0,,,,,,0.375,,0.375,,,,11.363636363636363,0.1428571428571428,,0.2,,,,,0.2857142857142857,,,,,,,,,,,,,,,1.0,0.5210250000000001,0.49065,,,0.175,1.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.25,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,315.0,5.0,8.0,12.0,13,7.0,12.0,1.0,25,,,,,,,,,,,,1.0,1.0,8.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,7.0,,,,,,,,0.5,0.5,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,1610612749,Dan Langhi,Dan Langhi,2061,MIL,1240.0,21.0,8.0,40.0,40,7.0,16.0,4.0,80,,,,,,1.0,2.0,1.0,4.0,2.0,6.0,,7.0,37.0,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,2.0,2.0,,,,,,,7.0,,0.5,0.5,0.3333333333333333,,0.4375,,0.4375,,,,18.181818181818183,,,,,,,,,,,,,0.25,0.5,0.5,0.5,0.25,0.25,1.0,,,,0.25,0.4459625,,,14.216666666666669,0.175,,,,1.0,2.0,,3.0,,,,,,,,,,1.0,0.5,0.5,0.25,,,,,,,,,,22.950000000000003,,,,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,482.0,8.0,13.0,18.0,18,7.0,12.0,1.0,36,3.0,3.0,,,,,,,,3.0,3.0,,6.0,9.0,,,,,,6.0,,,,1.0,,,3.0,,2.0,2.0,,2.0,1.0,,,1.0,,,1.0,,1.0,,7.0,,1.0,1.0,1.0,,1.0,,1.0,,,,21.05263157894737,0.25,,0.25,,,,,0.2857142857142857,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.5979666666666666,,,,0.3888888888888889,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,564.0,9.0,-3.0,16.0,17,,4.0,2.0,33,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,4.0,20.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,0.5,,0.5,,0.6666666666666666,,,,16.666666666666668,,,,,,,,,0.5,1.0,1.0,,,,,0.5,,,,,,,0.5,0.48475,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,925.0,15.0,,28.0,27,,4.0,3.0,55,3.0,5.0,2.0,,,2.0,2.0,,,5.0,7.0,2.0,12.0,29.0,2.0,,,,,6.0,4.0,,,,,,,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,,1.0,,1.0,,,,0.6,0.75,0.7142857142857143,,0.7142857142857143,,0.75,,,,25.806451612903228,0.25,0.3333333333333333,0.2222222222222222,0.1428571428571428,,0.5,0.25,,0.7142857142857143,0.6,0.6,0.3333333333333333,0.2857142857142857,1.0,1.0,,,,,1.0,,,0.7142857142857143,0.5478,,,2.557142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.125,0.125,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.0909090909090909,0.2,0.3333333333333333,1.0,0.5,0.5374,0.1666666666666666,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,194.0,3.0,-2.0,6.0,5,,,1.0,11,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,124.0,2.0,-3.0,4.0,3,,,1.0,7,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5904,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,24.1,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,33257.0,554.0,41.0,1085.0,1082,338.0,356.0,134.0,2167,20.0,39.0,5.0,4.0,13.0,10.0,28.0,16.0,53.0,46.0,120.0,40.0,219.0,1131.0,13.0,14.0,33.0,17.0,75.0,32.0,60.0,9.0,72.0,87.0,31.0,15.0,189.0,4.0,37.0,53.0,12.0,65.0,25.0,8.0,22.0,60.0,47.0,6.0,1.0,,1.0,75.0,338.0,12.0,0.3478260869565217,0.3555555555555555,0.3833333333333333,0.4242424242424242,0.4811827956989247,0.5370370370370371,0.5292682926829269,0.5952380952380952,0.075,0.1538461538461538,20.920840064620357,0.099195710455764,0.032258064516129,0.1031746031746031,0.0240480961923847,0.0769230769230769,0.081081081081081,0.0606060606060606,0.1349693251533742,0.2096774193548387,0.5128205128205128,0.6060606060606061,0.15,0.1505376344086021,0.3571428571428571,0.4,0.2849462365591398,0.3018867924528302,0.3018867924528302,0.5,0.25,0.2407407407407407,0.3076923076923077,0.5645161290322581,0.4870577956989249,0.4749148148148149,0.3424657534246575,10.246666666666664,0.3115207373271889,25.0,52.0,19.0,29.0,66.0,21.0,84.0,52.0,25.0,15.0,3.0,26.0,15.0,37.0,26.0,54.0,0.9655172413793104,0.4393939393939394,0.4393939393939394,0.3548387096774194,0.6851851851851852,0.1145038167938931,0.0927835051546391,0.2795698924731182,0.4807692307692308,0.4807692307692308,0.96,0.3518518518518518,0.4807692307692308,25.09090909090909,18.0,0.0904522613065326,0.1353383458646616,4.0,14.0,1.0,,0.0277777777777777,0.075268817204301,0.2857142857142857,0.2857142857142857,1.0,12.0,17.0,17.0,16.0,5.0,1.0,1.0,1.0,2.0,4.0,17.0,2.0,8.0,7.0,,0.3076923076923077,0.425,0.425,0.0213333333333333,0.0196078431372549,0.0117647058823529,0.5,0.4,0.4941882352941177,0.0776255707762557,3.0,False,1.0,1.0,2.0,3.0,6.0,9.0,3.0,7.0,10.0,3.0,2.0,7.0,1.0,11.0,5.0,4.0,1.0,0.4285714285714285,0.4761904761904761,0.1071428571428571,0.0158730158730158,0.0272108843537414,0.1764705882352941,0.0198019801980198,0.05,0.3,0.5,1.0,0.037037037037037,0.5,0.4736842105263157,,,,,,,,,,,,,,,,,,,,,,,,,
