EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,AtRimFGA,LostBallTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimFrequency,AtRimFG3AFrequency,FtPoints,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PlusMinus,AtRimFGM,PtsAssisted2s,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,DefLongMidRangeReboundPct,on,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Fg3aBlocked,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Assisted3sPct,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,218.0,4,8,8,8.0,1.0,16,1.0,1.0,1.0,1.0,2.0,8,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,33.333333333333336,0.5,1.0,1.0,1.0,0.4225,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,218.0,4,8,8,8.0,1.0,16,,,,1.0,,8,,1.0,,,,1.0,,,,22.22222222222222,1.0,,,,0.5786,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,218.0,4,8,8,8.0,1.0,16,,,,1.0,2.0,8,,,,,,,,,0.5,22.22222222222222,,,,,0.6834,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,79.0,1,3,3,3.0,,6,,,1.0,1.0,2.0,6,,,,,,,1.0,1.0,1.0,33.333333333333336,,,,,0.6062,1.7,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,-4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,218.0,4,8,8,8.0,1.0,16,,,1.0,1.0,2.0,8,,,,,,,1.0,1.0,1.0,11.11111111111111,,,,,0.8649,0.8,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,139.0,2,5,5,5.0,1.0,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,0.3333333333333333,,0.25,,,,,,,4.0,,,,,,,,,,,1.0,1.0,1.0,2.0,,,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,1610612764,Brevin Knight,Brevin Knight,1510,WAS,35857.0,598,1148,1148,284.0,146.0,2296,28.0,78.0,57.0,133.0,136.0,1200,82.0,28.0,14.0,25.0,16.0,44.0,0.4285714285714285,0.4239130434782608,0.4533333333333333,14.797864225781847,0.6363636363636364,0.5652173913043478,0.358974358974359,0.358974358974359,0.4402144927536232,12.207518796992478,30.0,3.0,,,,,,0.217391304347826,0.2536231884057971,19.0,,14.0,9.0,36.0,50.0,11.0,61.0,27.0,8.0,0.6363636363636364,0.0902255639097744,0.0199556541019955,0.0946969696969697,0.0205992509363295,,0.0588235294117647,0.0559440559440559,0.0579710144927536,0.1029411764705882,-151.0,21.0,32.0,17.0,50.0,9.0,0.2807017543859649,0.2857142857142857,0.7,0.875,0.1904761904761904,91.0,102.0,50.0,215.0,52.0,21.0,0.1111111111111111,False,338.0,1.0,1.0,6.0,10.0,8.0,25.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,11.0,14.0,38.0,1.0,1.0,12.0,43.0,3.0,2.0,3.0,1.0,7.0,11.0,9.0,2.0,11.0,30.0,2.0,14.0,2.0,31.0,2.0,3.0,11.0,3.0,3.0,7.0,1.0,43.0,338.0,0.2,1.0,0.2,0.6363636363636364,0.3684210526315789,0.6363636363636364,0.3974358974358974,0.4479166666666667,0.036231884057971,0.0526315789473684,0.2,0.04,0.1085271317829457,0.0240963855421686,0.0324675324675324,0.0216216216216216,0.032258064516129,0.0932203389830508,0.1224489795918367,0.064516129032258,0.0273972602739726,0.181159420289855,0.32,0.3333333333333333,0.4285714285714285,0.0144927536231884,0.0217391304347826,0.3333333333333333,0.3333333333333333,0.0909090909090909,1.0,0.2564102564102564,0.6,0.0256410256410256,1.0,0.3333333333333333,0.39151,0.4046935897435896,0.3161764705882353,25.74,0.2944250871080139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,123827.0,2064,4006,3987,947.0,594.0,7993,120.0,334.0,321.0,776.0,1146.0,4105,336.0,90.0,16.0,51.0,60.0,150.0,0.4136597938144329,0.4360119047619047,0.4926597582037996,27.747136190072126,0.6,0.3313492063492063,0.3592814371257485,0.3726708074534161,0.4947613704071502,10.342268041237112,264.0,39.0,24.0,9.0,26.0,16.0,0.6153846153846154,0.2619047619047619,0.492063492063492,267.0,28.0,148.0,82.0,169.0,230.0,96.0,326.0,335.0,152.0,0.4772727272727273,0.1122923588039867,0.0519974635383639,0.1193872160591653,0.0481685900652283,0.0711297071129707,0.0939597315436241,0.1356828193832599,0.1685144124168514,0.1291448516579406,-195.0,145.0,306.0,55.0,147.0,26.0,0.4766355140186916,0.5168918918918919,0.5492424242424242,0.6277056277056277,0.4,120.0,148.0,65.0,324.0,95.0,58.0,0.1469194312796208,False,1040.0,29.0,50.0,44.0,71.0,56.0,178.0,38.0,65.0,194.0,15.0,47.0,79.0,232.0,51.0,118.0,77.0,169.0,23.0,62.0,94.0,317.0,27.0,50.0,194.0,65.0,71.0,28.0,19.0,9.0,17.0,38.0,14.0,57.0,27.0,37.0,3.0,15.0,45.0,3.0,26.0,23.0,,317.0,1040.0,0.3405172413793103,0.3709677419354839,0.3405172413793103,0.4322033898305085,0.4556213017751479,0.4316546762589928,0.4826839826839826,0.5543859649122806,0.2301587301587301,0.0914948453608247,0.125,0.146067415730337,0.1469072164948453,0.0336538461538461,0.0400763358778625,0.0469565217391304,0.0398773006134969,0.08,0.1541218637992831,0.128440366972477,0.0512333965844402,0.1765873015873016,0.3146067415730337,0.3684210526315789,0.6416666666666667,0.0376984126984126,0.1924603174603174,0.3350515463917525,0.3403141361256545,0.3597122302158273,0.58,0.3073593073593073,0.6197183098591549,0.2034632034632034,0.3191489361702128,0.3350515463917525,0.4918012499999999,0.4951341304347822,0.2766143106457243,25.455172413793104,0.2596105841238142,14.0,8.0,15.0,6.0,21.0,6.0,21.0,210.0,4.0,4.0,1.0,6.0,21.0,1.0,6.0,2.0,2.0,1.0,8.0,1.0,7.0,1.0,1.0,0.8860759493670886,0.2857142857142857,0.0172413793103448,0.0359281437125748,0.0263157894736842,0.0154639175257731,0.0425531914893617,0.0111111111111111,0.3214285714285714,0.3684210526315789,0.3783783783783784,0.9285714285714286,0.8769230769230769,0.1034482758620689,0.1510791366906475,0.2857142857142857,1.0,0.0649350649350649,0.5333333333333333,0.0085836909871244,,,,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,113992.0,1900,3714,3708,1027.0,521.0,7422,10.0,41.0,257.0,526.0,705.0,3876,198.0,63.0,4.0,26.0,50.0,113.0,0.4885931558935361,0.4885931558935361,0.5316742081447964,17.942196531791907,0.5575221238938053,0.0779467680608365,0.2439024390243902,0.2564102564102564,0.4987724334600764,4.349999999999997,310.0,37.0,123.0,51.0,123.0,80.0,0.6504065040650406,0.5893536121673004,0.5893536121673004,191.0,54.0,164.0,131.0,246.0,345.0,183.0,528.0,295.0,128.0,0.5,0.181549815498155,0.0936383130807719,0.1816065192083818,0.0957207207207207,0.0983213429256594,0.1796690307328605,0.2022116903633491,0.2022116903633491,0.2326241134751773,-303.0,180.0,316.0,126.0,219.0,18.0,0.6147859922178989,0.7314814814814815,0.5806451612903226,0.6642066420664207,0.6277777777777778,50.0,68.0,16.0,154.0,36.0,27.0,0.1981132075471698,False,1174.0,47.0,100.0,44.0,79.0,67.0,175.0,,,,,,,,55.0,124.0,69.0,144.0,,,76.0,214.0,,82.0,,,63.0,18.0,12.0,6.0,7.0,27.0,39.0,66.0,9.0,9.0,5.0,16.0,36.0,33.0,21.0,30.0,2.0,214.0,1174.0,,,,0.4435483870967742,0.4791666666666667,0.4435483870967742,0.4791666666666667,0.5376884422110553,,0.1197718631178707,0.1258064516129032,0.1257142857142857,0.1818181818181818,0.1034482758620689,0.0909090909090909,0.092250922509225,0.0918367346938775,0.1616915422885572,0.193050193050193,0.1538461538461538,0.0441176470588235,0.3326996197718631,0.3828571428571428,0.4379084967320261,0.8,,,,,0.8064516129032258,0.47,0.5486111111111112,0.5569620253164557,,,,0.5130979381443299,0.4859388888888889,0.3035460992907801,,0.316101238556812,,,,,,,,,,33.0,1.0,9.0,19.0,,,,,,69.0,,3.0,6.0,8.0,,,,0.048780487804878,,,0.336734693877551,0.144578313253012,0.5522388059701493,,,,,0.0851063829787234,,,,,,,13.0,0.086092715231788,,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,133592.0,2227,4288,4302,1091.0,581.0,8590,10.0,40.0,287.0,586.0,803.0,4498,248.0,69.0,11.0,32.0,71.0,140.0,0.4897610921501706,0.4906462585034014,0.5411051212938005,17.683661180248897,0.4928571428571429,0.0680272108843537,0.25,0.2564102564102564,0.4956917517006801,4.739590443686005,329.0,37.0,52.0,25.0,52.0,31.0,0.5961538461538461,0.5595238095238095,0.5629251700680272,226.0,39.0,163.0,139.0,238.0,371.0,177.0,548.0,332.0,152.0,0.6468253968253969,0.1513994910941475,0.0868207370393504,0.1554252199413489,0.0843313373253493,0.1079913606911447,0.1305220883534136,0.2125874125874126,0.2131837307152875,0.2029887920298879,-187.0,206.0,326.0,73.0,144.0,15.0,0.5679442508710801,0.6653061224489796,0.6261398176291794,0.6798679867986799,0.5970873786407767,88.0,112.0,43.0,248.0,66.0,50.0,0.181547619047619,False,1095.0,52.0,83.0,60.0,96.0,71.0,217.0,1.0,1.0,1.0,,,1.0,2.0,62.0,103.0,79.0,143.0,,1.0,97.0,255.0,,84.0,1.0,1.0,45.0,24.0,21.0,3.0,16.0,29.0,30.0,80.0,26.0,16.0,7.0,20.0,34.0,12.0,25.0,27.0,7.0,255.0,1095.0,0.5,,0.5,0.6019417475728155,0.5524475524475524,0.6019417475728155,0.5486111111111112,0.6100478468899522,0.0034013605442176,0.0767918088737201,0.0790273556231003,0.0829493087557603,0.1687763713080168,0.0744416873449131,0.0840950639853747,0.0727580372250423,0.0685358255451713,0.126865671641791,0.1531531531531531,0.2056737588652482,0.1027667984189723,0.369047619047619,0.3271889400921659,0.3567839195979899,0.8,0.0017006802721088,0.0017006802721088,1.0,1.0,0.8058252427184466,0.6265060240963856,0.6666666666666666,0.625,,,1.0,0.54865,0.5314569444444442,0.3175591531755915,25.05,0.2553638059701492,,,1.0,,,,,3.0,,53.0,,12.0,20.0,,,,,,26.0,,1.0,8.0,10.0,1.0,,,0.025,,,0.4568965517241379,0.0975609756097561,0.4507042253521127,,,,1.0,0.1153846153846153,,,,0.0069444444444444,,,8.0,0.0481927710843373,2.0,,,,,,,,
