EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,Corner3PctBlocked,on,OffensiveGoaltends
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,112369.0,1873,272,3662,3658,880,622,362,7320,140,228,29.0,53.0,27.0,47.0,50.0,156,57,145,1.0,1.0,9.0,1.0,6.0,247,529,1.0,10.0,127.0,624,3880,41,83,23.0,105,47.0,102.0,1.0,6.0,43.0,140.0,316,178,3.0,56.0,9.0,1.0,58.0,265.0,96.0,361.0,63.0,33.0,135.0,23.0,107.0,818.0,15.0,89,4.0,47.0,202,19.0,268,108,376,9.0,43.0,31.0,12.0,85.0,18.0,58.0,49.0,3.0,27.0,4.0,134,12.0,35.0,91.0,165,11.0,16.0,191.0,15.0,83.0,20.0,60.0,36.0,24.0,60.0,36.0,1.0,1.0,3.0,140.0,880,9.0,0.6396761133603239,0.7214611872146118,1.0,0.1,0.16666666666666666,0.1,0.4669187145557656,0.4939759036144578,0.46078431372549017,0.461038961038961,0.4939759036144578,0.44907407407407407,0.49760765550239233,0.546875,0.49645390070921985,0.01855287569573284,0.10964083175803403,0.16666666666666666,0.11538461538461539,0.013793103448275862,18.620014680694887,0.6343283582089553,0.27941176470588236,0.0449438202247191,0.14680232558139536,0.0717741935483871,0.13702623906705538,0.040214477211796246,0.14485165794066318,0.06447613143211407,0.10028653295128939,0.08278145695364239,0.04923599320882852,0.036885245901639344,0.046511627906976744,0.16913946587537093,0.14955357142857142,0.1319796954314721,0.11740890688259109,0.1875,0.03879310344827586,0.6,0.4230055658627087,0.6140350877192983,0.7368421052631579,0.65,0.2894248608534323,0.32051282051282054,0.36231884057971014,0.4,0.2690166975881262,0.3931034482758621,0.3986013986013986,0.8245614035087719,0.0018552875695732839,0.016697588126159554,0.1111111111111111,0.1111111111111111,1.0,0.6385542168674698,0.5471698113207547,0.10344827586206896,0.4351851851851852,0.574468085106383,0.05555555555555555,0.16666666666666666,0.44155844155844154,0.1111111111111111,0.4703311688311688,0.5055256756756757,0.4593310185185186,0.13673805601317957,0.1390284757118928,0.16826923076923078,0.22435897435897437,7.249905482041588,24.96,0.24030584380120154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,23395.0,390,93,770,778,319,300,97,1548,41,57,6.0,7.0,10.0,16.0,8.0,20,23,50,27.0,22.0,61.0,11.0,29.0,72,127,35.0,88.0,33.0,282,806,8,16,2.0,36,15.0,33.0,14.0,33.0,19.0,91.0,76,68,66.0,6.0,59.0,22.0,9.0,25.0,5.0,30.0,4.0,1.0,6.0,4.0,15.0,65.0,3.0,12,1.0,8.0,25,3.0,36,16,52,2.0,20.0,9.0,11.0,11.0,1.0,9.0,8.0,2.0,2.0,,19,2.0,4.0,10.0,38,3.0,2.0,43.0,7.0,16.0,7.0,5.0,2.0,2.0,5.0,2.0,,,,91.0,319,9.0,0.5277777777777778,0.5507246376811594,0.6285714285714286,0.3977272727272727,0.42424242424242425,0.4069767441860465,0.5669291338582677,0.5,0.45454545454545453,0.5790697674418605,0.7391304347826086,0.5454545454545454,0.6077586206896551,0.75,0.5909090909090909,0.40930232558139534,0.07086614173228346,0.08771929824561403,0.15,0.02,28.265765765765764,0.5789473684210527,0.08571428571428572,0.047619047619047616,0.09363295880149813,0.047619047619047616,0.10810810810810811,0.02912621359223301,0.0967741935483871,0.04225352112676056,0.028169014084507043,0.06451612903225806,0.05042016806722689,0.014285714285714285,0.06060606060606061,0.0273972602739726,0.06521739130434782,0.16666666666666666,0.11475409836065574,0.07692307692307693,0.021052631578947368,0.4,0.2651162790697674,0.7192982456140351,0.7884615384615384,0.6341463414634146,0.09302325581395349,0.4,0.47058823529411764,0.25,0.23255813953488372,0.46,0.46938775510204084,0.43478260869565216,0.12558139534883722,0.2837209302325581,0.36065573770491804,0.36065573770491804,0.5454545454545454,0.30434782608695654,0.8571428571428571,0.5,0.24242424242424243,0.625,0.4393939393939394,0.3793103448275862,0.6744186046511628,0.3728813559322034,0.5186295774647888,0.5303029411764706,0.5018823076923077,0.07555555555555556,0.11764705882352941,0.1276595744680851,0.32269503546099293,8.677165354330711,25.226136363636364,0.4142857142857143,13.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,7.0,39.0,2.0,1.0,1.0,1.0,0.8571428571428571,0.48148148148148145,0.48148148148148145,0.7692307692307693,0.13043478260869565,1.0,0.3333333333333333,0.17391304347826086,0.75,0.3333333333333333,0.06060606060606061,0.75,0.011235955056179775,,,,,,,,,,,True,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,135455.0,2258,297,4461,4469,1281,1029,457,8930,131,221,11.0,19.0,35.0,59.0,29.0,81,134,302,101.0,79.0,194.0,23.0,59.0,294,604,122.0,295.0,221.0,1175,4719,23,47,11.0,81,73.0,148.0,34.0,92.0,131.0,379.0,352,236,318.0,2.0,194.0,79.0,37.0,280.0,68.0,348.0,42.0,26.0,143.0,29.0,108.0,764.0,15.0,36,1.0,41.0,108,3.0,152,52,204,10.0,86.0,45.0,41.0,78.0,24.0,60.0,51.0,6.0,18.0,1.0,129,8.0,31.0,41.0,107,5.0,12.0,267.0,14.0,77.0,58.0,11.0,8.0,3.0,11.0,9.0,,,,379.0,1281,15.0,0.5986394557823129,0.6006825938566553,0.8688524590163934,0.4135593220338983,0.3695652173913043,0.4135593220338983,0.4867549668874172,0.48936170212765956,0.49324324324324326,0.5305895439377085,0.5223880597014925,0.5166666666666667,0.5733137829912024,0.5547945205479452,0.6015873015873016,0.3281423804226919,0.061258278145695365,0.11764705882352941,0.1111111111111111,0.006622516556291391,22.978382706164933,0.6046511627906976,0.029411764705882353,0.008333333333333333,0.06398104265402843,0.0242098184263618,0.09360730593607305,0.031185031185031187,0.07008466603951082,0.025914634146341462,0.016786570743405275,0.029649595687331536,0.02575107296137339,0.025157232704402517,0.04294478527607362,0.05336426914153132,0.060218978102189784,0.07334273624823695,0.09415584415584416,0.09230769230769231,0.022675736961451247,0.8181818181818182,0.24582869855394884,0.5927601809954751,0.6717948717948717,0.5954198473282443,0.09010011123470522,0.35802469135802467,0.4027777777777778,0.5172413793103449,0.3359288097886541,0.44370860927152317,0.44666666666666666,0.6194029850746269,0.11234705228031146,0.21579532814238042,0.4072164948453608,0.40932642487046633,0.810126582278481,0.2835820895522388,0.5789473684210527,0.45454545454545453,0.24583333333333332,0.5932203389830508,0.24583333333333332,0.3898305084745763,0.5739710789766407,0.4072164948453608,0.512793659621802,0.48599411764705885,0.5065725000000001,0.08393782383419689,0.11544227886056972,0.06893617021276596,0.3225531914893617,10.397516556291393,24.543050847457625,0.2871553463349025,43.0,2.0,9.0,11.0,33.0,6.0,11.0,8.0,20.0,48.0,,3.0,4.0,,0.4,0.42574257425742573,0.42574257425742573,0.9767441860465116,0.13432835820895522,0.2222222222222222,1.0,0.16417910447761194,0.5454545454545454,0.8333333333333334,0.1375,0.3333333333333333,0.013422818791946308,1.0,1.0,1.0,3.0,0.003389830508474576,0.005154639175257732,,,,,True,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,113323.0,1889,402,3699,3697,1089,876,387,7396,147,219,31.0,47.0,43.0,65.0,35.0,107,94,194,1.0,6.0,26.0,3.0,16.0,276,520,7.0,27.0,180.0,753,3841,37,67,18.0,95,75.0,151.0,4.0,17.0,93.0,255.0,406,146,21.0,52.0,21.0,6.0,55.0,166.0,49.0,215.0,40.0,9.0,89.0,11.0,66.0,479.0,33.0,100,5.0,67.0,303,28.0,398,138,536,12.0,54.0,35.0,19.0,57.0,16.0,41.0,35.0,3.0,16.0,3.0,92,8.0,31.0,90.0,168,17.0,6.0,233.0,33.0,98.0,35.0,58.0,31.0,27.0,59.0,32.0,4.0,3.0,1.0,255.0,1089,23.0,0.7355072463768116,0.812,1.0,0.25925925925925924,0.23529411764705882,0.3181818181818182,0.5307692307692308,0.5522388059701493,0.4966887417218543,0.5237659963436929,0.55,0.48214285714285715,0.5819165378670789,0.59375,0.5821917808219178,0.04936014625228519,0.10576923076923077,0.1415525114155251,0.205607476635514,0.010309278350515464,17.794365518901998,0.6195652173913043,0.30434782608695654,0.05102040816326531,0.21085594989561587,0.08285004142502071,0.18457300275482094,0.08439897698209718,0.20555555555555555,0.08322903629536921,0.08115942028985507,0.08247422680412371,0.0840630472854641,0.07575757575757576,0.10236220472440945,0.22191011235955055,0.2033195020746888,0.21035058430717862,0.19615384615384615,0.1553398058252427,0.06,0.5423728813559322,0.40036563071297987,0.6712328767123288,0.7819148936170213,0.7074829931972789,0.1956124314442413,0.32710280373831774,0.4117647058823529,0.45714285714285713,0.3546617915904936,0.4845360824742268,0.4895833333333333,0.8829787234042553,0.0018281535648994515,0.04753199268738574,0.23076923076923078,0.24,1.0,0.6714285714285714,0.6595744680851063,0.22580645161290322,0.3869047619047619,0.6615384615384615,0.09523809523809523,0.1875,0.44972577696526506,0.2857142857142857,0.4770452029520295,0.5253982456140351,0.47095884146341455,0.16013071895424835,0.1675213675213675,0.12616201859229748,0.3386454183266932,8.527307692307692,29.14814814814815,0.2944038929440389,1.0,,,1.0,1.0,1.0,3.0,1.0,3.0,,5.0,,,,0.3333333333333333,1.0,1.0,1.0,,,,0.04285714285714286,0.3333333333333333,1.0,0.005952380952380952,1.0,,1.0,,,,0.037037037037037035,0.038461538461538464,1.0,1.0,,,True,
57,1610612758,Doug Christie,Doug Christie,57,SAC,166970.0,2783,372,5462,5470,1571,1309,582,10932,143,209,22.0,34.0,43.0,58.0,15.0,56,110,281,56.0,27.0,86.0,9.0,29.0,268,546,49.0,142.0,148.0,831,5741,32,73,16.0,104,72.0,131.0,13.0,40.0,81.0,264.0,354,182,132.0,22.0,83.0,27.0,21.0,256.0,91.0,347.0,54.0,37.0,140.0,23.0,93.0,785.0,27.0,41,1.0,43.0,202,15.0,260,69,329,6.0,151.0,105.0,46.0,93.0,26.0,67.0,62.0,6.0,26.0,7.0,155,10.0,52.0,70.0,186,9.0,13.0,172.0,8.0,58.0,29.0,34.0,12.0,13.0,41.0,25.0,5.0,,,264.0,1571,30.0,0.6604477611940298,0.688715953307393,0.8979591836734694,0.34507042253521125,0.325,0.35251798561151076,0.4908424908424908,0.4383561643835616,0.549618320610687,0.49636627906976744,0.44,0.5350877192982456,0.5391134289439374,0.48148148148148145,0.6082949308755761,0.2063953488372093,0.038461538461538464,0.07177033492822966,0.08928571428571429,0.0035587188612099642,14.991869918699187,0.6,0.10638297872340426,0.007042253521126761,0.09839259620068193,0.022174148188209845,0.08082706766917293,0.04560810810810811,0.09477756286266925,0.027857435477263416,0.031007751937984496,0.022123893805309734,0.0170261066969353,0.05303030303030303,0.030612244897959183,0.07436399217221135,0.08727810650887574,0.12124711316397228,0.09210526315789473,0.05263157894736842,0.01764705882352941,0.6097560975609756,0.30377906976744184,0.6842105263157895,0.7371134020618557,0.6223776223776224,0.08139534883720931,0.26785714285714285,0.29411764705882354,0.3333333333333333,0.40843023255813954,0.3914590747330961,0.39285714285714285,0.7545454545454545,0.08139534883720931,0.125,0.313953488372093,0.313953488372093,0.9259259259259259,0.34,0.6470588235294118,0.45454545454545453,0.3391812865497076,0.7413793103448276,0.1695906432748538,0.3103448275862069,0.5101744186046512,0.3253012048192771,0.5081182284040997,0.5165227272727273,0.4994994011976048,0.07859078590785908,0.09731543624161074,0.12515042117930206,0.3176895306859206,11.082600732600731,25.018309859154922,0.28762358110582203,22.0,3.0,13.0,4.0,11.0,5.0,14.0,8.0,27.0,15.0,3.0,3.0,,9.0,0.2962962962962963,0.39285714285714285,0.39285714285714285,0.8636363636363636,0.13,0.23076923076923078,0.6666666666666666,0.14,0.35714285714285715,1.0,0.06432748538011696,0.36363636363636365,,,,,4.0,,,7.0,2.0,5.0,,True,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,29035.0,484,82,953,956,346,283,113,1909,45,82,9.0,23.0,17.0,27.0,8.0,21,10,31,,,,,,63,134,,,27.0,153,988,14,31,6.0,34,22.0,46.0,,,10.0,54.0,96,30,,20.0,,,16.0,14.0,9.0,23.0,7.0,2.0,4.0,,10.0,55.0,2.0,36,,9.0,58,2.0,69,38,107,5.0,18.0,11.0,7.0,8.0,2.0,6.0,10.0,1.0,2.0,1.0,18,1.0,7.0,31.0,68,7.0,5.0,38.0,6.0,19.0,3.0,6.0,5.0,1.0,6.0,5.0,,1.0,,54.0,346,9.0,0.7619047619047619,0.9056603773584906,,,,,0.4701492537313433,0.45161290322580644,0.4782608695652174,0.4701492537313433,0.45161290322580644,0.4782608695652174,0.51,0.4857142857142857,0.5192307692307693,,0.11940298507462686,0.14634146341463414,0.19047619047619047,,15.455381784728612,0.4444444444444444,0.07142857142857142,,0.1695906432748538,0.10619469026548672,0.0891089108910891,0.020618556701030927,0.15124153498871332,0.0871559633027523,0.09473684210526316,0.14285714285714285,0.09580838323353294,0.015151515151515152,0.03225806451612903,0.17391304347826086,0.1875,0.15172413793103448,0.1038961038961039,0.041666666666666664,0.09259259259259259,0.8333333333333334,0.6119402985074627,0.5487804878048781,0.6428571428571429,0.7333333333333333,0.15671641791044777,0.38095238095238093,0.47058823529411764,0.625,0.23134328358208955,0.3225806451612903,0.3225806451612903,1.0,,,,,,0.7419354838709677,0.391304347826087,0.1111111111111111,0.5869565217391305,0.6296296296296297,,,0.6119402985074627,,0.5083238805970148,0.5124357142857144,0.505413043478261,0.1292517006802721,0.1292517006802721,0.2222222222222222,0.35294117647058826,5.417910447761195,,0.36306400839454356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
763,1610612758,Tony Massenburg,Tony Massenburg,763,SAC,20218.0,337,-22,638,637,221,189,75,1275,17,30,6.0,10.0,5.0,9.0,21.0,45,14,22,,,1.0,,1.0,52,97,,1.0,20.0,124,706,11,18,6.0,28,22.0,34.0,,1.0,12.0,56.0,64,40,,14.0,,,8.0,7.0,4.0,11.0,2.0,2.0,3.0,,4.0,26.0,8.0,23,,5.0,39,8.0,52,31,83,2.0,4.0,2.0,2.0,8.0,3.0,3.0,14.0,,5.0,1.0,22,4.0,9.0,37.0,56,,5.0,31.0,3.0,12.0,5.0,5.0,2.0,2.0,5.0,2.0,,2.0,3.0,56.0,221,1.0,0.6153846153846154,0.7111111111111111,,,,,0.5360824742268041,0.6111111111111112,0.6470588235294118,0.5306122448979592,0.6111111111111112,0.6285714285714286,0.5535714285714286,0.6666666666666666,0.6511627906976745,0.01020408163265306,0.08247422680412371,0.13333333333333333,0.06666666666666667,0.045454545454545456,18.43191196698762,0.36363636363636365,0.3076923076923077,,0.1638655462184874,0.10550458715596331,0.12195121951219512,0.09411764705882353,0.15770609318996415,0.10231023102310231,0.16666666666666666,0.08928571428571429,0.08333333333333333,0.1,0.08,0.13559322033898305,0.15492957746478872,0.18518518518518517,0.12121212121212122,0.125,0.05555555555555555,0.4,0.30612244897959184,0.5666666666666667,0.6538461538461539,0.6470588235294118,0.45918367346938777,0.4666666666666667,0.5,0.47619047619047616,0.22448979591836735,0.6363636363636364,0.6666666666666666,0.7857142857142857,,0.01020408163265306,,,,0.5555555555555556,0.6,0.16666666666666666,0.2571428571428571,0.5555555555555556,0.02857142857142857,,0.3163265306122449,,0.439958762886598,0.49865625,0.43881470588235305,0.11214953271028037,0.11320754716981132,0.22580645161290322,0.45161290322580644,7.64639175257732,50.8,0.3463949843260188,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,146495.0,2442,360,4806,4805,1405,1120,496,9611,168,248,17.0,28.0,38.0,59.0,44.0,104,134,285,131.0,137.0,295.0,23.0,69.0,346,637,191.0,426.0,285.0,1550,5046,31,62,38.0,148,81.0,164.0,36.0,106.0,149.0,419.0,502,190,507.0,30.0,293.0,137.0,40.0,104.0,24.0,128.0,16.0,8.0,39.0,13.0,52.0,280.0,15.0,46,4.0,56.0,242,12.0,310,65,375,13.0,85.0,52.0,33.0,66.0,5.0,36.0,49.0,7.0,30.0,4.0,115,5.0,27.0,50.0,116,6.0,17.0,312.0,23.0,96.0,46.0,11.0,5.0,4.0,12.0,5.0,,,2.0,419.0,1405,12.0,0.7254335260115607,0.7583081570996979,0.8848167539267016,0.44835680751173707,0.33962264150943394,0.45047169811320753,0.543171114599686,0.5,0.49390243902439024,0.5950141110065852,0.5978260869565217,0.5,0.6399662731871838,0.6666666666666666,0.6008771929824561,0.4007525870178739,0.06279434850863422,0.0967741935483871,0.11538461538461539,0.014035087719298246,24.12833827893175,0.5739130434782609,0.09917355371900827,0.03225806451612903,0.13296703296703297,0.028642590286425903,0.12017167381974249,0.028517110266159697,0.13035870516185477,0.028611632270168854,0.03333333333333333,0.03258145363408521,0.023778071334214,0.03428571428571429,0.017045454545454544,0.09032258064516129,0.13435374149659865,0.1577574967405476,0.11854103343465046,0.12408759124087591,0.02748414376321353,0.4166666666666667,0.2333019755409219,0.6774193548387096,0.75,0.8095238095238095,0.09783631232361242,0.4230769230769231,0.4782608695652174,0.5454545454545454,0.2681091251175917,0.47017543859649125,0.47686832740213525,0.6791044776119403,0.12323612417685795,0.277516462841016,0.46440677966101696,0.46440677966101696,0.8686131386861314,0.30434782608695654,0.6071428571428571,0.17647058823529413,0.21851851851851853,0.6440677966101694,0.25555555555555554,0.3333333333333333,0.6340545625587959,0.46757679180887374,0.5201825,0.5050546052631577,0.5013230483271376,0.08947368421052632,0.1352112676056338,0.09548387096774194,0.2703225806451613,9.761538461538462,24.688262910798123,0.2923429047024553,54.0,2.0,5.0,13.0,37.0,14.0,25.0,16.0,30.0,66.0,2.0,5.0,6.0,2.0,0.5333333333333333,0.4122137404580153,0.4153846153846154,0.9259259259259259,0.05434782608695652,0.4,0.5,0.2717391304347826,0.56,0.6428571428571429,0.13703703703703704,0.35135135135135137,0.013953488372093023,1.0,,2.0,36.0,0.002347417840375587,,1.0,,1.0,0.007633587786259542,True,
324,1610612758,Anthony Peeler,Anthony Peeler,324,SAC,34626.0,577,77,1124,1138,328,359,136,2262,10,19,3.0,4.0,1.0,2.0,5.0,9,23,60,26.0,19.0,37.0,7.0,11.0,38,88,32.0,63.0,26.0,198,1168,3,7,2.0,23,2.0,14.0,15.0,21.0,10.0,59.0,56,20,90.0,4.0,37.0,19.0,5.0,38.0,11.0,49.0,3.0,8.0,26.0,,12.0,109.0,6.0,13,,14.0,30,2.0,46,19,65,2.0,26.0,9.0,17.0,19.0,5.0,15.0,11.0,1.0,4.0,1.0,30,2.0,6.0,14.0,36,1.0,1.0,30.0,1.0,10.0,4.0,5.0,2.0,3.0,5.0,4.0,,,,59.0,328,6.0,0.7368421052631579,0.7777777777777778,0.9375,0.5079365079365079,0.7142857142857143,0.5079365079365079,0.4318181818181818,0.42857142857142855,0.14285714285714285,0.5695364238410596,0.65625,0.7,0.6,0.6764705882352942,0.7375,0.41721854304635764,0.056818181818181816,0.10526315789473684,0.2222222222222222,0.016666666666666666,15.092879256965944,0.6333333333333333,0.044444444444444446,,0.07352941176470588,0.033766233766233764,0.109375,0.046153846153846156,0.08208955223880597,0.036893203883495145,0.028037383177570093,0.03571428571428571,0.03608247422680412,0.045454545454545456,0.047619047619047616,0.050505050505050504,0.06474820143884892,0.09411764705882353,0.08602150537634409,0.17142857142857143,0.02702702702702703,0.8,0.12582781456953643,0.5263157894736842,0.5882352941176471,0.6,0.059602649006622516,0.5555555555555556,0.7142857142857143,0.6,0.3973509933774834,0.38333333333333336,0.3898305084745763,0.8260869565217391,0.17218543046357615,0.24503311258278146,0.5135135135135135,0.5135135135135135,0.8947368421052632,0.25,0.75,,0.05714285714285714,0.5,0.3142857142857143,0.6363636363636364,0.543046357615894,0.5135135135135135,0.49321258278145697,0.5362874999999999,0.48897714285714294,0.06832298136645963,0.10309278350515463,0.11616161616161616,0.29797979797979796,13.973863636363639,24.336507936507935,0.2918149466192171,13.0,1.0,2.0,8.0,10.0,4.0,7.0,5.0,9.0,6.0,,2.0,1.0,,0.5555555555555556,0.5,0.5,1.0,0.125,0.5,1.0,0.4375,0.5714285714285714,1.0,0.2857142857142857,0.8,0.015625,,,,,,,,,,,True,
2074,1610612758,Jabari Smith,Jabari Smith,2074,SAC,2624.0,44,-25,89,88,37,34,14,177,1,3,1.0,1.0,,1.0,,1,4,15,,,1.0,,1.0,5,19,,1.0,3.0,13,91,1,3,3.0,5,1.0,7.0,,1.0,2.0,4.0,6,4,,2.0,1.0,,,2.0,,2.0,,,,2.0,,4.0,1.0,4,,,3,,3,5,8,,2.0,,2.0,,1.0,,2.0,,,,2,,2.0,6.0,9,,1.0,6.0,,3.0,,,,,1.0,1.0,1.0,,,4.0,37,1.0,0.6,0.75,,,,,0.2631578947368421,0.3333333333333333,0.14285714285714285,0.25,0.3333333333333333,0.125,0.2826086956521739,0.5,0.2222222222222222,0.05,,,,,23.80952380952381,,,,0.10344827586206896,0.10810810810810811,,0.08333333333333333,0.08823529411764706,0.10204081632653061,0.125,0.25,0.08,0.125,,0.09090909090909091,0.2,,,,,1.0,0.15,0.3333333333333333,0.3333333333333333,,0.05,,,,0.75,0.26666666666666666,0.26666666666666666,0.75,,0.05,,,,0.3333333333333333,1.0,,0.125,,0.125,,0.2,,0.42335,0.4441,0.4092,0.13043478260869565,0.13636363636363635,0.38461538461538464,0.3076923076923077,14.152631578947368,25.7,0.4157303370786517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,True,
