EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsPutbacks,Corner3Assists,FTDefRebounds,SelfOReb,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,Travels,3SecondViolations,OffFTReboundPct,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,on,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,HeaveAttempts,BlockedCorner3,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,8428.0,140,32.0,288,283,95.0,99,36.0,571,3.0,8.0,1.0,2.0,2.0,4.0,9.0,9.0,22.0,1.0,9.0,17.0,2.0,3.0,7.0,16.0,39.0,9.0,18.0,8.0,67.0,272,1.0,3.0,2.0,2.0,7.0,10.0,3.0,7.0,5.0,28.0,12.0,20.0,27.0,17.0,9.0,1.0,24.0,2.0,26.0,2.0,10.0,5.0,9.0,54.0,1.0,1.0,5.0,14.0,19.0,2.0,21.0,7.0,3.0,4.0,10.0,1.0,8.0,4.0,1.0,2.0,14.0,1.0,2.0,6.0,18.0,2.0,1.0,9.0,1.0,3.0,2.0,28.0,95.0,5.0,0.375,0.375,1.0,0.5,0.42857142857142855,0.5,0.41025641025641024,0.3333333333333333,0.7,0.5175438596491229,0.2,0.6764705882352942,0.5491803278688525,0.2,0.7368421052631579,0.3157894736842105,0.02564102564102564,0.125,22.796352583586625,0.7142857142857143,0.12612612612612611,0.009433962264150943,0.2,0.03225806451612903,0.13970588235294118,0.014598540145985401,0.023255813953488372,0.1,0.13157894736842105,0.043478260869565216,0.16,0.19047619047619047,0.25,0.14035087719298245,0.375,0.42857142857142855,0.3333333333333333,0.15789473684210525,0.4444444444444444,0.4444444444444444,0.25,0.38596491228070173,0.4090909090909091,0.4090909090909091,0.4444444444444444,0.017543859649122806,0.2982456140350877,0.5294117647058824,0.5294117647058824,1.0,0.2,0.4,0.11764705882352941,1.0,0.4117647058823529,0.42857142857142855,0.45614035087719296,0.5294117647058824,0.46687894736842106,0.4604125,0.4629852941176471,0.05084745762711865,0.07317073170731707,0.029850746268656716,0.417910447761194,12.097435897435897,25.544444444444444,0.3298611111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1496,1610612749,Keith Van Horn,Keith Van Horn,1496,MIL,464.0,8,7.0,17,15,6.0,6,1.0,32,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,16,,,,,,,,,,,,,3.0,1.0,1.0,,1.0,,1.0,,1.0,,,2.0,,,,3.0,3.0,,3.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,6.0,,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,,,16.666666666666668,1.0,0.42857142857142855,,,,0.375,,,,0.25,1.0,0.5,,,,,,,,,,,0.5,,,,,0.5,1.0,1.0,1.0,,,,,,,0.5,1.0,0.47419999999999995,,,,,,,18.7,25.3,0.35294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1730,1610612749,Brian Skinner,Brian Skinner,1730,MIL,482.0,8,,17,17,4.0,4,,34,,,,,,,1.0,,,,,,,,,,1.0,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,11.76470588235294,1.0,0.2222222222222222,,,,0.2,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3811,,,,,,,9.0,,0.23529411764705882,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,10309.0,172,25.0,335,334,97.0,103,41.0,669,10.0,21.0,3.0,4.0,6.0,7.0,16.0,9.0,21.0,2.0,,,,,,26.0,58.0,1.0,2.0,27.0,82.0,348,2.0,5.0,,4.0,8.0,14.0,1.0,1.0,10.0,29.0,28.0,24.0,3.0,,,6.0,5.0,7.0,12.0,5.0,2.0,,3.0,31.0,1.0,6.0,3.0,10.0,14.0,7.0,21.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,,1.0,6.0,,,4.0,12.0,,2.0,37.0,1.0,13.0,4.0,29.0,97.0,1.0,0.5384615384615384,0.5833333333333334,1.0,0.5,1.0,0.5,0.4482758620689655,0.4,0.5714285714285714,0.4583333333333333,0.4,0.6333333333333333,0.5324675324675324,0.3333333333333333,0.6304347826086957,0.03333333333333333,0.10344827586206896,0.19047619047619047,21.614583333333336,0.5,0.08,0.04580152671755725,0.07142857142857142,0.04,0.07784431137724551,0.04487179487179487,0.0625,,0.045454545454545456,0.14285714285714285,0.06521739130434782,0.06451612903225806,0.09090909090909091,0.35,0.47619047619047616,0.5882352941176471,0.6,0.26666666666666666,0.4375,0.4375,0.42857142857142855,0.35,0.42857142857142855,0.47368421052631576,0.5555555555555556,0.03333333333333333,,,,,0.6,,0.4,0.6666666666666666,,,0.38333333333333336,,0.46676583333333344,0.47287999999999997,0.4959466666666667,0.1917808219178082,0.18571428571428572,0.04878048780487805,0.35365853658536583,9.439655172413795,24.25,0.28955223880597014,,,,,,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,0.09523809523809523,0.07142857142857142,0.024390243902439025,0.047619047619047616,0.058823529411764705,0.1111111111111111,0.5,0.5,1.0,0.6666666666666666,0.06666666666666667,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,15725.0,262,22.0,528,524,179.0,183,64.0,1052,24.0,36.0,13.0,9.0,14.0,8.0,25.0,3.0,11.0,1.0,,1.0,,,,35.0,72.0,1.0,2.0,20.0,93.0,542,10.0,15.0,,24.0,12.0,20.0,,,6.0,30.0,44.0,26.0,3.0,1.0,,4.0,2.0,2.0,4.0,2.0,,,2.0,10.0,5.0,16.0,7.0,21.0,32.0,21.0,53.0,6.0,4.0,2.0,6.0,,4.0,3.0,1.0,2.0,9.0,1.0,2.0,17.0,25.0,,1.0,28.0,4.0,15.0,1.0,30.0,179.0,2.0,0.6285714285714286,0.8148148148148148,1.0,0.5,,0.5,0.4861111111111111,0.6666666666666666,0.6,0.49324324324324326,0.6666666666666666,0.6,0.5406976744186046,0.6666666666666666,0.6521739130434783,0.02702702702702703,0.05555555555555555,0.05555555555555555,15.780730897009969,0.6666666666666666,0.1024390243902439,0.08421052631578947,0.14285714285714285,0.09615384615384616,0.11023622047244094,0.08677685950413223,0.04225352112676056,,0.1267605633802817,0.09803921568627451,0.08433734939759036,0.10810810810810811,0.25,0.4864864864864865,0.6666666666666666,0.7058823529411765,0.625,0.33783783783783783,0.32,0.34782608695652173,0.625,0.14864864864864866,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.013513513513513514,0.013513513513513514,,,,0.8666666666666667,,0.7,0.6428571428571429,,,0.5135135135135135,,0.4988770270270271,0.5411857142857143,0.53929,0.17647058823529413,0.18072289156626506,0.25806451612903225,0.3225806451612903,5.7625,24.65,0.3390151515151515,11.0,7.0,12.0,7.0,0.5833333333333334,9.0,1.0,,,16.0,,4.0,1.0,,,0.2,0.14545454545454545,0.078125,0.13513513513513514,0.029411764705882353,1.0,1.0,1.0,0.6923076923076923,,,,4.0,1.0,1.0,2.0,2.0,1.0,0.08,0.1111111111111111,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,9051.0,151,-13.0,309,306,102.0,88,43.0,615,19.0,31.0,16.0,6.0,11.0,10.0,24.0,4.0,7.0,,,,,,,33.0,62.0,,,9.0,75.0,324,11.0,20.0,,24.0,13.0,25.0,,,2.0,28.0,46.0,20.0,,,,5.0,3.0,,3.0,,2.0,,1.0,6.0,4.0,13.0,4.0,23.0,34.0,18.0,52.0,10.0,9.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,9.0,1.0,2.0,10.0,14.0,,1.0,21.0,1.0,9.0,2.0,28.0,102.0,1.0,0.696969696969697,0.8518518518518519,,,,,0.532258064516129,0.55,0.52,0.532258064516129,0.55,0.52,0.5208333333333334,0.5217391304347826,0.5185185185185185,,0.08064516129032258,0.16129032258064516,22.437673130193907,0.2222222222222222,0.19008264462809918,0.1111111111111111,0.17391304347826086,0.12121212121212122,0.1875,0.11333333333333333,0.05128205128205128,0.25,0.09302325581395349,0.2222222222222222,0.2549019607843137,0.1875,0.14285714285714285,0.5,0.6129032258064516,0.7307692307692307,0.5263157894736842,0.3870967741935484,0.4166666666666667,0.4166666666666667,0.9,0.11290322580645161,0.5714285714285714,0.5714285714285714,1.0,,,,,,0.8,,0.44,0.5454545454545454,,,0.5,,0.46803548387096766,0.49608,0.4452480000000001,0.12857142857142856,0.12857142857142856,0.32,0.37333333333333335,4.9080645161290315,,0.3300970873786408,15.0,9.0,15.0,4.0,0.26666666666666666,10.0,,,,12.0,,7.0,1.0,,,1.0,0.08823529411764706,0.18181818181818182,0.08,0.041666666666666664,,,,0.625,,,,2.0,,,2.0,4.0,1.0,,0.2,1.0,2.0,1.0,0.07692307692307693,,,,,,True,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,6105.0,102,-33.0,204,206,61.0,71,25.0,410,5.0,6.0,,2.0,2.0,6.0,13.0,7.0,11.0,4.0,6.0,13.0,1.0,1.0,3.0,18.0,30.0,6.0,17.0,21.0,75.0,239,1.0,1.0,1.0,2.0,6.0,9.0,1.0,5.0,15.0,30.0,20.0,16.0,15.0,13.0,6.0,,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,,1.0,1.0,7.0,8.0,1.0,9.0,4.0,2.0,2.0,3.0,,2.0,3.0,,1.0,6.0,,1.0,3.0,8.0,,3.0,21.0,1.0,5.0,5.0,30.0,61.0,2.0,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.35294117647058826,0.2,0.35294117647058826,0.6,1.0,0.6666666666666666,0.574468085106383,0.5,0.5357142857142857,0.6517857142857143,0.5,0.6904761904761905,0.3617021276595745,,,26.609442060085836,0.5,0.08045977011494253,0.014492753623188406,0.07692307692307693,,0.08,0.010416666666666666,,,0.06666666666666667,0.08695652173913043,0.08823529411764706,0.1,,0.1276595744680851,0.8333333333333334,0.8333333333333334,0.8,0.2765957446808511,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.23404255319148937,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.0851063829787234,0.2765957446808511,0.46153846153846156,0.46153846153846156,0.8333333333333334,,0.5,0.14285714285714285,1.0,0.21428571428571427,0.3333333333333333,0.48936170212765956,0.46153846153846156,0.4862393617021276,0.486475,0.483925,0.09803921568627451,0.14705882352941177,0.02666666666666667,0.4,10.05,24.78235294117647,0.29901960784313725,,,,,,,,,2.0,,,,,,,,,0.04,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,3.0,2.0,,,,True,,,,,,,,,,,,,,,,,,,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,2416.0,40,-16.0,80,83,46.0,37,7.0,163,1.0,1.0,,,,1.0,2.0,1.0,4.0,2.0,1.0,7.0,,1.0,5.0,3.0,7.0,2.0,9.0,9.0,21.0,99,,,,2.0,,2.0,2.0,7.0,2.0,8.0,2.0,4.0,6.0,7.0,1.0,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,4.0,6.0,1.0,7.0,,,,,1.0,,2.0,1.0,,2.0,,1.0,2.0,5.0,,,9.0,1.0,4.0,1.0,8.0,46.0,,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.42857142857142855,,,0.375,,0.3333333333333333,0.525,1.0,0.4,0.5625,,,25.0,,0.14814814814814814,0.038461538461538464,0.14285714285714285,,0.14705882352941177,0.03125,0.07692307692307693,,0.1111111111111111,0.1111111111111111,0.2222222222222222,,0.5,0.0625,1.0,1.0,1.0,0.125,0.5,0.5,,0.25,0.25,0.25,,0.125,0.4375,0.14285714285714285,0.14285714285714285,1.0,,,,,0.5555555555555556,0.2,0.625,0.14285714285714285,0.492640625,,0.4997666666666667,0.21052631578947367,0.4,0.09523809523809523,0.38095238095238093,10.957142857142856,25.188888888888886,0.575,,,,,,,1.0,1.0,2.0,,,1.0,,,,0.3333333333333333,,,,,0.5,0.5,1.0,,0.2222222222222222,0.5,,2.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1800,1610612749,Damon Jones,Damon Jones,1800,MIL,9866.0,164,15.0,333,330,89.0,94,39.0,663,5.0,7.0,,1.0,2.0,1.0,1.0,4.0,12.0,6.0,6.0,18.0,1.0,3.0,6.0,10.0,20.0,6.0,24.0,4.0,42.0,334,,,2.0,,4.0,6.0,3.0,9.0,4.0,21.0,10.0,10.0,18.0,18.0,6.0,2.0,32.0,14.0,46.0,13.0,18.0,8.0,6.0,106.0,,,1.0,9.0,11.0,,11.0,3.0,3.0,,12.0,1.0,12.0,3.0,,,15.0,1.0,6.0,5.0,7.0,,2.0,4.0,,,2.0,21.0,89.0,,0.5,0.5,1.0,0.25,0.3333333333333333,0.25,0.5,,0.6666666666666666,0.4318181818181818,,0.5666666666666667,0.45652173913043476,,0.6176470588235294,0.5454545454545454,0.1,0.2857142857142857,16.13756613756614,0.8,0.072,,0.037037037037037035,,0.06578947368421052,,,,0.09523809523809523,,0.09259259259259259,0.05,,0.1590909090909091,0.7142857142857143,1.0,0.6,0.022727272727272728,1.0,1.0,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.13636363636363635,0.4090909090909091,0.3333333333333333,0.3333333333333333,1.0,,0.5,0.13333333333333333,0.5,0.4,0.5,0.7045454545454546,0.3333333333333333,0.514553409090909,0.549375,0.4802733333333332,,,,0.5,11.600000000000001,24.900000000000002,0.2672672672672673,,,,,,,,,3.0,,1.0,1.0,,,,0.07142857142857142,,,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,3575.0,60,-9.0,119,119,59.0,65,14.0,238,4.0,9.0,,3.0,4.0,,1.0,1.0,8.0,,,,,,,5.0,18.0,,,1.0,11.0,136,,1.0,,,3.0,7.0,,,1.0,7.0,4.0,6.0,,,,,11.0,2.0,13.0,2.0,4.0,6.0,1.0,28.0,,1.0,2.0,4.0,7.0,1.0,8.0,3.0,2.0,1.0,6.0,2.0,2.0,2.0,,4.0,8.0,,5.0,1.0,1.0,,,2.0,,1.0,,7.0,59.0,,0.4,0.4,,,,,0.2777777777777778,,0.42857142857142855,0.2777777777777778,,0.42857142857142855,0.2894736842105263,,0.4375,,,,20.30075187969925,0.75,0.08888888888888889,0.023809523809523808,0.14285714285714285,,0.1016949152542373,0.02040816326530612,0.07142857142857142,,0.06666666666666667,0.0625,0.14285714285714285,0.18181818181818182,,0.5,0.4444444444444444,0.4444444444444444,0.25,0.05555555555555555,,,,0.4444444444444444,0.125,0.125,1.0,,,,,,,,0.5714285714285714,0.75,,,0.5,,0.5034833333333334,0.4301,0.5194,0.05263157894736842,0.05263157894736842,,0.6363636363636364,9.094444444444445,,0.4957983193277311,,,,,,,,,,,,1.0,1.0,,,0.16666666666666666,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
