EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,Corner3Assists,Blocked3s,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffensiveGoaltends,BlockedArc3,Clear Path Fouls,on,HeaveMakes
120,1610612740,Steven Smith,Steven Smith,120,NOH,22942.0,382,64,728,703,238,220,121,1431,13.0,29.0,2.0,11.0,2.0,5.0,11.0,31.0,5.0,21.0,9.0,20.0,2.0,3.0,3.0,6.0,9.0,27.0,2.0,2.0,9.0,29.0,81,18.0,47.0,40.0,152.0,714,2.0,20.0,2.0,5.0,5.0,15.0,4.0,15.0,5.0,15.0,13.0,36.0,34.0,24.0,48.0,6.0,4.0,27.0,9.0,5.0,16.0,8.0,24.0,8.0,8.0,4.0,4.0,56.0,3.0,11.0,6.0,17.0,3.0,26.0,14.0,40.0,4.0,7.0,4.0,3.0,5.0,2.0,3.0,15.0,1.0,2.0,3.0,1.0,20.0,3.0,5.0,14.0,40.0,3.0,7.0,44.0,1.0,1.0,6.0,14.0,1.0,5.0,6.0,4.0,1.0,1.0,6.0,4.0,1.0,36.0,238,9.0,0.5862068965517241,0.6296296296296297,0.8888888888888888,0.3829787234042553,0.4,0.3333333333333333,0.3829787234042553,0.35802469135802467,0.1,0.26666666666666666,0.4375,0.2,0.38333333333333336,0.5,0.25862068965517243,0.47297297297297297,0.3671875,0.06172839506172839,0.10344827586206896,0.06451612903225806,19.058553386911594,0.25,0.08823529411764706,0.07488986784140969,0.047619047619047616,0.08695652173913043,0.0196078431372549,0.0777027027027027,0.036458333333333336,0.056818181818181816,0.03571428571428571,0.04597701149425287,0.017391304347826087,0.02631578947368421,0.04878048780487805,0.03389830508474576,0.12790697674418605,0.07692307692307693,0.11764705882352941,0.0547945205479452,0.6666666666666666,0.2265625,0.4482758620689655,0.5,0.6153846153846154,0.2421875,0.3548387096774194,0.3793103448275862,0.36363636363636365,0.1640625,0.23809523809523808,0.23809523809523808,1.0,0.15625,0.45,0.45,1.0,0.2109375,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.44,0.18181818181818182,0.12,0.6666666666666666,1.0,0.08,0.16666666666666666,0.4,0.2,0.5,0.3,0.2222222222222222,0.59375,0.3333333333333333,0.47838046875000007,0.4876633333333334,0.45644,0.10638297872340426,0.14893617021276595,0.02127659574468085,0.09868421052631579,0.23684210526315788,8.019753086419753,24.46808510638298,0.3269230769230769,,,,,,,,,,,,,,,,,,,,,True,
133,1610612740,David Wesley,David Wesley,133,NOH,83573.0,1393,41,2617,2595,705,631,395,5212,52.0,89.0,2.0,4.0,10.0,18.0,9.0,28.0,92.0,243.0,21.0,61.0,4.0,10.0,4.0,14.0,50.0,142.0,18.0,13.0,36.0,153.0,360,71.0,203.0,98.0,617.0,2634,13.0,29.0,12.0,28.0,5.0,67.0,28.0,75.0,17.0,50.0,52.0,159.0,218.0,88.0,204.0,9.0,2.0,140.0,50.0,21.0,99.0,21.0,120.0,15.0,50.0,21.0,28.0,261.0,8.0,13.0,19.0,51.0,1.0,71.0,21.0,92.0,3.0,46.0,25.0,21.0,30.0,7.0,20.0,33.0,5.0,10.0,1.0,1.0,63.0,7.0,19.0,41.0,100.0,2.0,16.0,128.0,5.0,,13.0,40.0,,20.0,10.0,4.0,5.0,1.0,11.0,4.0,,159.0,705,12.0,0.7124183006535948,0.7171052631578947,0.9577464788732394,0.3497536945812808,0.42857142857142855,0.34,0.35323383084577115,0.425,0.4482758620689655,0.37333333333333335,0.46092362344582594,0.543859649122807,0.428,0.49029126213592233,0.5583333333333333,0.4935897435897436,0.3605683836589698,0.058333333333333334,0.14606741573033707,0.10714285714285714,22.204108249103356,0.47619047619047616,0.013513513513513514,0.052307692307692305,0.013569937369519834,0.06397306397306397,0.019704433497536946,0.055031446540880505,0.015395894428152493,0.012698412698412698,0.01195219123505976,0.015306122448979591,0.02280130293159609,0.010101010101010102,0.05067567567567568,0.03816793893129771,0.06235011990407674,0.045,0.10309278350515463,0.00974025974025974,0.36363636363636365,0.15808170515097691,0.5842696629213483,0.6842105263157895,0.5576923076923077,0.0497335701598579,0.32142857142857145,0.36,0.2222222222222222,0.43161634103019536,0.3786008230452675,0.3865546218487395,0.8478260869565217,0.108348134991119,0.3442622950819672,0.3559322033898305,1.0,0.2522202486678508,0.352112676056338,0.3597122302158273,0.94,0.07017543859649122,0.5,0.17543859649122806,0.4,1.0,0.3157894736842105,0.144,0.5555555555555556,0.112,0.2857142857142857,0.288,0.3611111111111111,0.5186500888099467,0.35714285714285715,0.5050803571428573,0.4804799999999999,0.49450365853658534,0.06688963210702341,0.10126582278481013,,0.1085899513776337,0.2576985413290113,13.95472222222222,24.938423645320192,0.26939243408482993,8.0,2.0,5.0,6.0,1.0,1.0,0.024630541871921183,0.0205761316872428,0.03278688524590164,0.02112676056338028,0.5,0.4444444444444444,1.0,,,,,,,,True,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,124452.0,2074,96,3890,3874,1007,943,567,7764,102.0,181.0,35.0,64.0,17.0,44.0,54.0,135.0,101.0,219.0,,,,,,,,,,,,257.0,535,,,110.0,624.0,3940,52.0,106.0,,,23.0,127.0,53.0,132.0,,,41.0,147.0,388.0,126.0,,,62.0,,,46.0,92.0,22.0,114.0,14.0,41.0,13.0,38.0,250.0,52.0,113.0,53.0,251.0,42.0,346.0,178.0,524.0,8.0,60.0,38.0,22.0,39.0,7.0,27.0,26.0,1.0,12.0,,6.0,65.0,10.0,18.0,74.0,150.0,25.0,7.0,131.0,11.0,,1.0,55.0,,15.0,48.0,36.0,,12.0,48.0,30.0,8.0,147.0,1007,22.0,0.754863813229572,0.8584070796460177,,,,,,0.4803738317757009,0.49056603773584906,0.4015151515151515,0.4803738317757009,0.49056603773584906,0.4015151515151515,0.5244107744107744,0.5384615384615384,0.4681528662420382,,0.08598130841121496,0.1712707182320442,0.08148148148148149,14.483516483516484,0.6,0.35,0.1734623358673117,0.08054169636493229,0.11546840958605664,0.09075043630017451,0.15949632738719832,0.08350202429149797,0.07610993657505286,0.082687338501292,0.08287292817679558,0.10068649885583524,0.058823529411764705,0.15598290598290598,0.178117048346056,0.18430034129692832,0.12658227848101267,0.09090909090909091,0.034934497816593885,0.625,0.3383177570093458,0.56353591160221,0.68,0.5980392156862745,0.2523364485981308,0.4,0.43548387096774194,0.7962962962962963,0.4093457943925234,0.4611872146118721,0.4697674418604651,0.8910891089108911,,,,,,,,,0.6037735849056604,0.546875,,,,,0.3333333333333333,0.38636363636363635,,,,,0.3383177570093458,,0.45649457943925226,0.4959261904761906,0.4507651515151515,0.09499136442141623,0.09499136442141623,,0.20352564102564102,0.23557692307692307,9.463177570093459,,0.25886889460154244,,,,8.0,,,,0.0182648401826484,,,0.11428571428571428,,,13.0,2.0,4.0,0.11403508771929824,,,,True,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,25434.0,424,135,793,791,196,203,135,1584,37.0,64.0,13.0,26.0,8.0,18.0,13.0,31.0,6.0,24.0,,,,,,,,1.0,,,1.0,56.0,119,,1.0,37.0,149.0,744,16.0,32.0,,,20.0,52.0,12.0,30.0,,1.0,15.0,39.0,70.0,42.0,,,28.0,,,15.0,8.0,10.0,18.0,9.0,5.0,1.0,2.0,46.0,14.0,48.0,18.0,46.0,9.0,73.0,62.0,135.0,4.0,16.0,8.0,8.0,16.0,,8.0,22.0,2.0,8.0,,3.0,38.0,7.0,9.0,31.0,61.0,3.0,7.0,65.0,5.0,,,31.0,,4.0,19.0,15.0,,4.0,19.0,7.0,,39.0,196,9.0,0.625,0.8333333333333334,,,,,,0.47058823529411764,0.5,0.4,0.4666666666666667,0.5,0.3870967741935484,0.49666666666666665,0.5416666666666666,0.45348837209302323,0.008333333333333333,0.12605042016806722,0.21875,0.03225806451612903,19.789473684210527,0.42105263157894735,0.32142857142857145,0.1564625850340136,0.17454545454545456,0.21428571428571427,0.12389380530973451,0.1693121693121693,0.15979381443298968,0.15,0.1780821917808219,0.19607843137254902,0.1511627906976744,0.037037037037037035,0.12222222222222222,0.17333333333333334,0.17054263565891473,0.16923076923076924,0.3684210526315789,0.0851063829787234,0.3684210526315789,0.5333333333333333,0.578125,0.74,0.6216216216216216,0.25833333333333336,0.41935483870967744,0.43333333333333335,0.6153846153846154,0.2,0.25,0.25,0.6666666666666666,,,,,0.008333333333333333,,,,0.8125,0.5,,,,,0.5806451612903226,0.4444444444444444,,,0.03225806451612903,,0.5416666666666666,,0.49386974789915966,0.5042821428571428,0.4970700000000001,0.21232876712328766,0.21379310344827587,,0.348993288590604,0.26174496644295303,6.068067226890756,83.7,0.2471626733921816,,1.0,,1.0,,,,,,,0.07692307692307693,,,,,5.0,,3.0,,,True,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,161229.0,2687,172,5029,5014,1329,1246,763,10043,221.0,407.0,24.0,39.0,53.0,104.0,42.0,133.0,104.0,280.0,24.0,77.0,8.0,19.0,9.0,28.0,163.0,505.0,52.0,45.0,144.0,367.0,820,187.0,582.0,237.0,1532.0,5050,40.0,72.0,31.0,71.0,17.0,190.0,90.0,200.0,54.0,172.0,110.0,452.0,210.0,524.0,297.0,264.0,26.0,499.0,163.0,60.0,398.0,103.0,501.0,62.0,203.0,56.0,139.0,1105.0,17.0,47.0,48.0,170.0,3.0,221.0,66.0,287.0,16.0,157.0,71.0,86.0,124.0,31.0,90.0,91.0,13.0,34.0,7.0,12.0,215.0,17.0,54.0,61.0,178.0,6.0,23.0,352.0,34.0,,,137.0,10.0,41.0,24.0,11.0,8.0,5.0,27.0,16.0,1.0,452.0,1329,33.0,0.28610354223433243,0.2966101694915254,0.5294117647058824,0.32130584192439865,0.43661971830985913,0.313953488372093,0.3246527777777778,0.4475609756097561,0.5555555555555556,0.45,0.46184022824536375,0.6048951048951049,0.4596774193548387,0.4922879177377892,0.6129032258064516,0.509009009009009,0.41512125534950073,0.07317073170731707,0.11056511056511056,0.06015037593984962,29.88020921208031,0.5767441860465117,0.01948051948051948,0.0909577314071696,0.025938189845474614,0.0852575488454707,0.021739130434782608,0.08963815789473684,0.02467232074016962,0.03697749196141479,0.022587268993839837,0.01849217638691323,0.020100502512562814,0.02702702702702703,0.07742998352553541,0.08498023715415019,0.10582010582010581,0.10025706940874037,0.05172413793103448,0.02077922077922078,0.5925925925925926,0.29029957203994294,0.542997542997543,0.6104972375690608,0.3212669683257919,0.09486447931526391,0.3157894736842105,0.336,0.19047619047619047,0.19971469329529243,0.37142857142857144,0.38095238095238093,0.25,0.05492154065620542,0.3116883116883117,0.3157894736842105,0.8333333333333334,0.3601997146932953,0.3227722772277228,0.3247011952191235,0.48466257668711654,0.2727272727272727,0.6153846153846154,0.13286713286713286,0.42105263157894735,0.75,0.36363636363636365,0.27956989247311825,0.5096153846153846,0.07526881720430108,0.32142857142857145,0.3870967741935484,0.3125,0.7054208273894437,0.32665330661322645,0.5230849212034385,0.5222722727272727,0.5104382833787465,0.09702970297029703,0.14842903575297942,0.016891891891891893,0.12402088772845953,0.2950391644908616,7.763170731707316,25.23264604810997,0.26426724995028833,23.0,6.0,4.0,41.0,3.0,1.0,0.006872852233676976,0.025,0.012987012987012988,0.005940594059405941,0.125,0.4423076923076923,1.0,2.0,,1.0,0.013513513513513514,,2.0,,True,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,1238.0,21,23,39,38,3,6,4,77,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,2.0,2,,1.0,1.0,5.0,25,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,6.0,1.0,7.0,,3.0,1.0,2.0,15.0,,,1.0,,,1.0,,1.0,,3.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,3,,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,0.8333333333333334,,,0.3333333333333333,,,,6.666666666666666,,,,,0.14285714285714285,,0.045454545454545456,,,,,,,,,,0.2,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.6666666666666666,,0.5887666666666667,,,0.3333333333333333,0.5,,,,3.75,25.3,0.07692307692307693,,,,1.0,,,,,,,,,,,,,,,,,True,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,122929.0,2049,24,3797,3784,967,802,561,7581,169.0,295.0,50.0,82.0,40.0,64.0,78.0,220.0,21.0,61.0,,,,,,,,1.0,,,,268.0,576,,1.0,228.0,764.0,3880,56.0,115.0,,,58.0,170.0,57.0,112.0,,,84.0,198.0,336.0,200.0,,,80.0,1.0,,63.0,41.0,18.0,59.0,13.0,17.0,4.0,20.0,136.0,56.0,140.0,89.0,284.0,47.0,420.0,201.0,621.0,13.0,36.0,22.0,14.0,52.0,10.0,26.0,86.0,6.0,26.0,1.0,13.0,138.0,19.0,25.0,80.0,209.0,27.0,37.0,319.0,19.0,,,142.0,,27.0,68.0,49.0,1.0,18.0,69.0,42.0,10.0,198.0,967,14.0,0.6268656716417911,0.7368421052631579,,,,,,0.4652777777777778,0.48695652173913045,0.5089285714285714,0.464471403812825,0.48695652173913045,0.5089285714285714,0.5254470426409904,0.5592105263157895,0.5857988165680473,0.0017331022530329288,0.109375,0.15593220338983052,0.07727272727272727,19.38592559390408,0.37681159420289856,0.46078431372549017,0.1970853573907009,0.10007147962830593,0.20601851851851852,0.09556313993174062,0.19914575547250402,0.09874055415617128,0.12366737739872068,0.09487179487179487,0.08333333333333333,0.08928571428571429,0.11594202898550725,0.1734475374732334,0.21173469387755103,0.20618556701030927,0.20270270270270271,0.21323529411764705,0.052845528455284556,0.6086956521739131,0.511265164644714,0.5728813559322034,0.678714859437751,0.6627218934911243,0.38128249566724437,0.35454545454545455,0.3842364532019704,0.47435897435897434,0.10571923743500866,0.3442622950819672,0.3442622950819672,0.9047619047619048,,,,,0.0017331022530329288,,,,0.7130434782608696,0.6097560975609756,,,,,0.5714285714285714,0.625,,,,,0.512998266897747,,0.49266802426343165,0.5137239130434783,0.5053535714285716,0.20285714285714285,0.20314735336194564,,0.22251308900523561,0.2591623036649215,4.56909722222222,25.4,0.2546747432183303,,,,5.0,1.0,1.0,,,,,0.12,,,5.0,,14.0,0.04807692307692308,,,1.0,True,
2561,1610612740,David West,David West,2561,NOH,29838.0,497,29,925,929,284,274,161,1854,45.0,88.0,21.0,40.0,17.0,28.0,4.0,11.0,3.0,17.0,,,,,,,,2.0,,,1.0,52.0,116,,2.0,25.0,129.0,896,23.0,46.0,,,4.0,50.0,17.0,34.0,,1.0,8.0,42.0,60.0,44.0,,,34.0,2.0,,19.0,18.0,9.0,27.0,6.0,12.0,1.0,5.0,63.0,19.0,51.0,16.0,76.0,7.0,99.0,71.0,170.0,9.0,14.0,7.0,7.0,7.0,6.0,5.0,13.0,1.0,2.0,,,20.0,1.0,6.0,28.0,57.0,9.0,3.0,36.0,4.0,,,18.0,,2.0,18.0,15.0,1.0,2.0,18.0,9.0,1.0,42.0,284,5.0,0.5769230769230769,0.8571428571428571,,,,,,0.4482758620689655,0.5,0.5,0.4406779661016949,0.5,0.4857142857142857,0.48134328358208955,0.5208333333333334,0.525,0.01694915254237288,0.16379310344827586,0.17045454545454544,0.18181818181818182,13.737734165923282,0.35,0.2692307692307692,0.21839080459770116,0.14488636363636365,0.19047619047619047,0.11875,0.21296296296296297,0.13671875,0.16153846153846155,0.1702127659574468,0.109375,0.11475409836065574,0.13157894736842105,0.16666666666666666,0.31958762886597936,0.19083969465648856,0.15254237288135594,0.28,0.20930232558139536,0.5,0.7457627118644068,0.5113636363636364,0.6164383561643836,0.5333333333333333,0.09322033898305085,0.36363636363636365,0.4444444444444444,1.0,0.1440677966101695,0.17647058823529413,0.2,0.6666666666666666,,,,,0.01694915254237288,,,,0.8695652173913043,0.525,,,,,0.8,0.6071428571428571,,,0.02857142857142857,,0.7627118644067796,,0.514025847457627,0.5274358974358974,0.5307157142857143,0.13636363636363635,0.13846153846153847,,0.3875968992248062,0.32558139534883723,3.161206896551724,25.35,0.307027027027027,,,,3.0,,,,0.11764705882352941,,,0.14285714285714285,,,1.0,,2.0,0.038461538461538464,,,,True,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,73202.0,1220,191,2323,2305,737,704,364,4628,48.0,68.0,4.0,6.0,11.0,15.0,2.0,10.0,24.0,60.0,24.0,64.0,6.0,11.0,7.0,19.0,43.0,142.0,21.0,11.0,38.0,74.0,138,67.0,206.0,51.0,400.0,2275,8.0,15.0,16.0,32.0,2.0,66.0,18.0,39.0,18.0,57.0,30.0,120.0,82.0,66.0,174.0,27.0,,141.0,43.0,8.0,94.0,44.0,138.0,30.0,52.0,13.0,29.0,320.0,18.0,17.0,25.0,59.0,4.0,88.0,36.0,124.0,7.0,75.0,49.0,26.0,46.0,9.0,37.0,23.0,3.0,9.0,4.0,2.0,69.0,5.0,21.0,20.0,94.0,,5.0,64.0,1.0,,14.0,9.0,1.0,15.0,6.0,3.0,1.0,2.0,6.0,2.0,,120.0,737,21.0,0.5540540540540541,0.5540540540540541,0.8656716417910447,0.32524271844660196,0.5,0.3157894736842105,0.32682926829268294,0.5362318840579711,0.5333333333333333,0.46153846153846156,0.5072674418604651,0.6808510638297872,0.46875,0.5271739130434783,0.6808510638297872,0.5178571428571429,0.5988372093023255,0.057971014492753624,0.10294117647058823,,15.78757225433526,0.6666666666666666,0.042105263157894736,0.07365792759051186,0.021601016518424398,0.09433962264150944,0.04285714285714286,0.07879924953095685,0.02899751449875725,0.02,0.030303030303030304,0.01730103806228374,0.046296296296296294,0.03125,0.058394160583941604,0.06756756756756757,0.09180327868852459,0.0913978494623656,0.10126582278481013,0.03825136612021858,0.3333333333333333,0.19767441860465115,0.7058823529411765,0.7868852459016393,0.5625,0.029069767441860465,0.2,0.2,,0.1744186046511628,0.4,0.4067796610169492,0.5833333333333334,0.18604651162790697,0.375,0.3870967741935484,0.875,0.4127906976744186,0.3028169014084507,0.30935251798561153,0.8604651162790697,0.1276595744680851,0.6666666666666666,0.23404255319148937,0.5454545454545454,1.0,0.44680851063829785,0.15625,0.7333333333333333,0.19791666666666666,0.3684210526315789,0.3958333333333333,0.2894736842105263,0.7965116279069767,0.3049645390070922,0.5578341107871723,0.5464359375,0.5187810526315789,0.028328611898016998,0.06164383561643835,0.004830917874396135,0.165,0.3,8.923913043478262,24.614077669902915,0.3172621609987086,10.0,1.0,5.0,14.0,,,0.024271844660194174,0.016666666666666666,0.03125,0.02112676056338028,0.5,0.47619047619047616,0.9,1.0,2.0,,0.0125,,,,True,
399,1610612740,Sean Rooks,Sean Rooks,399,NOH,10799.0,180,27,339,330,84,127,52,669,1.0,6.0,,2.0,,2.0,5.0,6.0,11.0,28.0,,,,,,,,,,,,17.0,40,,,9.0,43.0,333,,4.0,,,4.0,4.0,3.0,12.0,,,6.0,12.0,32.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,,5.0,3.0,2.0,6.0,12.0,1.0,19.0,5.0,24.0,,4.0,3.0,1.0,5.0,,5.0,2.0,,,,1.0,7.0,1.0,3.0,13.0,24.0,5.0,1.0,12.0,2.0,,,6.0,,1.0,3.0,3.0,,,3.0,1.0,,12.0,84,,0.9411764705882353,0.9411764705882353,,,,,,0.425,,0.25,0.425,,0.25,0.4777777777777778,0.3333333333333333,0.375,,0.025,0.16666666666666666,,13.032581453634085,0.7142857142857143,0.09090909090909091,0.10344827586206896,0.01818181818181818,0.18181818181818182,0.05084745762711865,0.12080536912751678,0.029585798816568046,0.05263157894736842,,,0.06666666666666667,,0.08108108108108109,0.17647058823529413,0.06666666666666667,0.3,,,0.3333333333333333,0.15,0.16666666666666666,0.2,1.0,0.15,0.8333333333333334,0.8333333333333334,0.8,0.7,0.39285714285714285,0.39285714285714285,1.0,,,,,,,,,0.5,,,,,,0.16666666666666666,,,,,,0.15,,0.4215375,0.4704,0.4142333333333334,0.13636363636363635,0.13636363636363635,,0.09302325581395349,0.27906976744186046,14.264999999999997,,0.24778761061946902,,,,1.0,,,,,,,,,,,,,,,,,True,
