EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,DefensiveGoaltends,ShortMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,PenaltyArc3Accuracy,SecondChanceArc3FGA,BlockedLongMidRange,SecondChanceArc3Frequency,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Technical Free Throw Trips,3SecondViolations,BlockedCorner3,on,OffensiveGoaltends,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1043,1610612755,Amal McCaskill,Amal McCaskill,1043,PHI,4442.0,74,-1,130,132,53,51,25,262,7.0,13.0,5.0,6.0,2.0,4.0,1.0,2.0,1.0,8.0,16.0,3.0,19,122,5.0,7.0,1.0,11.0,2.0,4.0,2.0,6.0,6.0,10.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,5.0,6.0,8.0,14.0,1.0,2.0,1.0,1.0,2,2.0,2.0,1.0,1.0,4,1.0,1.0,6,8,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,53,1.0,0.375,1.0,0.5,0.7142857142857143,0.5,0.5,0.7142857142857143,0.5,0.5277777777777778,0.6875,0.6,0.1875,0.23076923076923078,14.102564102564102,0.5,0.25,0.10416666666666667,0.10526315789473684,0.041666666666666664,0.125,0.08333333333333333,0.1076923076923077,0.10526315789473684,0.08333333333333333,0.11538461538461539,0.25,0.21428571428571427,0.1,0.05263157894736842,0.2,0.8125,0.5384615384615384,0.7,0.2857142857142857,0.125,0.5,0.5,1.0,0.0625,0.8571428571428571,0.8333333333333334,1.0,0.5,0.8125,0.5168,0.47396000000000005,0.5947749999999999,0.058823529411764705,0.058823529411764705,0.5789473684210527,0.3157894736842105,2.975,0.4076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,9177.0,153,-10,285,292,107,96,42,577,1.0,6.0,1.0,2.0,,4.0,3.0,8.0,13.0,9.0,27.0,,33,270,4.0,5.0,,11.0,4.0,14.0,,14.0,10.0,8.0,,2.0,8.0,,8.0,,4.0,16.0,,5.0,,5.0,7.0,12.0,5.0,17.0,,6.0,4.0,2.0,5,5.0,6.0,,2.0,11,,5.0,9,19,,,,1.0,1.0,,1.0,,14.0,107,1.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.8,0.2857142857142857,0.4230769230769231,0.9166666666666666,0.3684210526315789,0.4230769230769231,0.9166666666666666,0.3684210526315789,0.07407407407407407,0.3333333333333333,14.970059880239521,0.45454545454545453,,0.07446808510638298,0.04504504504504504,0.125,,0.08955223880597014,0.03676470588235294,0.14285714285714285,,,,,0.07142857142857142,0.1111111111111111,,0.15384615384615385,0.16666666666666666,0.25,,0.20512820512820512,0.375,0.375,1.0,0.3333333333333333,0.3333333333333333,0.5,0.21052631578947367,,0.46153846153846156,0.4586089743589743,0.45793999999999996,0.46418421052631587,,,0.3333333333333333,0.42424242424242425,11.185185185185185,0.37543859649122807,5.0,3.0,6.0,1.0,1.0,2.0,3.0,2.0,6.0,2.0,5.0,12.0,1.0,1.0,2.0,5.0,15.0,6.0,2.0,4.0,1.0,2.0,1.0,0.4166666666666667,1.0,0.4,0.4166666666666667,0.3076923076923077,0.13793103448275862,0.25,0.38461538461538464,0.38461538461538464,0.4,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,0.15789473684210525,0.6666666666666666,0.10526315789473684,0.3333333333333333,24.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1985,1610612755,Zendon Hamilton,Zendon Hamilton,1985,PHI,28243.0,471,-66,873,883,292,318,126,1756,39.0,73.0,14.0,26.0,15.0,24.0,8.0,12.0,10.0,51.0,95.0,67.0,169,911,14.0,28.0,20.0,48.0,17.0,30.0,24.0,58.0,72.0,30.0,24.0,13.0,11.0,2.0,13.0,1.0,2.0,28.0,4.0,43.0,2.0,21.0,60.0,97.0,49.0,146.0,5.0,8.0,4.0,4.0,16,4.0,11.0,,3.0,27,1.0,7.0,35,74,96.0,46.0,8.0,8.0,7.0,1.0,8.0,2.0,58.0,292,17.0,0.7058823529411765,0.9230769230769231,0.5368421052631579,0.5,0.5666666666666667,0.5368421052631579,0.5,0.5666666666666667,0.6123188405797102,0.5581395348837209,0.5918367346938775,0.1368421052631579,0.1506849315068493,16.03128054740958,0.5925925925925926,0.06451612903225806,0.20270270270270271,0.12912912912912913,0.19811320754716982,0.05333333333333334,0.20149253731343283,0.11519607843137254,0.18518518518518517,0.14285714285714285,0.07462686567164178,0.037037037037037035,0.2413793103448276,0.203125,0.16666666666666666,0.16666666666666666,0.7684210526315789,0.5342465753424658,0.6290322580645161,0.6410256410256411,0.12631578947368421,0.6666666666666666,0.8,0.875,0.10526315789473684,0.9285714285714286,0.5384615384615384,0.8,0.625,0.7684210526315789,0.5404094736842106,0.5520923076923077,0.5672933333333334,0.35384615384615387,0.35384615384615387,0.28402366863905326,0.3431952662721893,2.8957894736842107,0.3344788087056128,4.0,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,0.16049382716049382,0.2857142857142857,0.4,0.4,1.0,,,,,,,,,,,,,,,,,1.0,4.0,16.0,12.0,11.0,11.0,5.0,4.0,0.16666666666666666,0.34782608695652173,0.0625,0.625,0.14285714285714285,,,,,,,,,,,,,,,,,,,,True,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,11919.0,199,-33,370,371,113,121,53,741,7.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,14.0,12.0,29.0,9.0,45,395,1.0,2.0,,2.0,4.0,8.0,8.0,19.0,16.0,8.0,,,18.0,,18.0,,6.0,36.0,,,1.0,8.0,14.0,23.0,1.0,24.0,,9.0,5.0,4.0,7,6.0,5.0,1.0,1.0,12,1.0,3.0,7,14,12.0,3.0,3.0,1.0,,1.0,2.0,,19.0,113,,0.6666666666666666,0.6666666666666666,0.41379310344827586,0.5,0.5,0.4,0.3333333333333333,0.5,0.45,0.3333333333333333,0.59375,,,14.519906323185014,0.5833333333333334,0.05555555555555555,0.1206896551724138,,0.14814814814814814,,0.12941176470588237,,,,,,0.0975609756097561,0.1276595744680851,0.1794871794871795,,0.2,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.13333333333333333,0.5,0.5,0.6666666666666666,0.3111111111111111,0.3333333333333333,1.0,0.18181818181818182,1.0,0.5555555555555556,0.5016966666666668,0.46885,0.4673545454545454,0.06382978723404255,0.0967741935483871,0.044444444444444446,0.4222222222222222,11.224137931034482,0.3054054054054054,2.0,1.0,10.0,,1.0,,1.0,3.0,6.0,2.0,4.0,16.0,,1.0,1.0,3.0,12.0,6.0,3.0,7.0,1.0,,1.0,0.25,,0.3333333333333333,0.25,0.35555555555555557,0.14285714285714285,0.06666666666666667,0.14285714285714285,0.14285714285714285,1.0,0.2222222222222222,0.1,0.1,1.0,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,,,0.09090909090909091,,0.18181818181818182,0.5,24.15,,5.0,1.0,1.0,,1.0,1.0,,,0.06666666666666667,,0.5,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,12017.0,200,-39,369,376,120,89,55,745,13.0,29.0,2.0,3.0,3.0,6.0,4.0,22.0,41.0,29.0,92.0,10.0,71,383,3.0,11.0,,6.0,9.0,28.0,4.0,22.0,24.0,34.0,,5.0,23.0,3.0,26.0,3.0,5.0,55.0,,3.0,,5.0,7.0,13.0,3.0,16.0,1.0,7.0,3.0,4.0,13,8.0,6.0,,1.0,19,1.0,7.0,11,23,13.0,8.0,,1.0,,,1.0,,22.0,120,2.0,0.41379310344827586,0.41379310344827586,0.31521739130434784,0.2727272727272727,0.32142857142857145,0.2904761904761905,0.25,0.2647058823529412,0.32272727272727275,0.25,0.2972972972972973,0.05434782608695652,0.13793103448275862,29.384965831435082,0.6842105263157895,,0.05511811023622047,0.020134228187919462,0.11627906976744186,,0.07058823529411765,0.01675977653631285,,0.07692307692307693,,,0.09090909090909091,0.057692307692307696,0.125,0.014925373134328358,0.2761904761904762,0.4482758620689655,0.52,0.3076923076923077,0.20952380952380953,0.18181818181818182,0.19047619047619047,0.5,0.3904761904761905,0.25,0.6666666666666666,0.17647058823529413,0.5,0.4,0.45734134615384614,0.4307333333333334,0.42585294117647066,0.07272727272727272,0.08247422680412371,0.08450704225352113,0.30985915492957744,10.277173913043475,0.3252032520325203,12.0,,1.0,,,,,1.0,12.0,6.0,1.0,13.0,,1.0,,6.0,3.0,12.0,1.0,9.0,1.0,3.0,1.0,0.07692307692307693,,,0.07692307692307693,0.12380952380952381,0.023809523809523808,0.09090909090909091,0.2926829268292683,0.2926829268292683,0.5,0.009523809523809525,,,,0.11428571428571428,0.08333333333333333,0.08333333333333333,1.0,,,,,,0.17647058823529413,0.08333333333333333,26.415384615384614,,9.0,1.0,5.0,,3.0,,,0.045454545454545456,0.05,,,,,1.0,,,,1.0,1.0,0.08333333333333333,,,,,,,,,,,,True,,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,11008.0,183,-49,337,342,114,121,52,679,,,,,,,3.0,5.0,19.0,9.0,24.0,2.0,62,364,1.0,4.0,,8.0,3.0,8.0,1.0,10.0,18.0,,,1.0,11.0,,11.0,,5.0,22.0,3.0,2.0,,3.0,12.0,16.0,5.0,21.0,1.0,4.0,3.0,1.0,6,4.0,1.0,,,7,,1.0,10,16,4.0,1.0,1.0,1.0,,,1.0,,10.0,114,4.0,1.0,1.0,0.375,0.25,0.375,0.5263157894736842,0.3076923076923077,0.28125,0.5254237288135594,0.3076923076923077,0.29411764705882354,0.041666666666666664,,16.582914572864322,0.8571428571428571,,0.10619469026548672,0.015503875968992248,0.08333333333333333,0.09090909090909091,0.10067114093959731,0.030864197530864196,0.02702702702702703,,0.01818181818181818,0.1,0.125,0.13043478260869565,0.07142857142857142,0.03225806451612903,,,,,0.08771929824561403,0.6,0.6,1.0,0.3333333333333333,,,,,0.5789473684210527,0.47986052631578946,0.5348041666666666,0.442259375,0.017241379310344827,0.04,0.12903225806451613,0.16129032258064516,17.270833333333332,0.33827893175074186,6.0,5.0,11.0,1.0,3.0,1.0,3.0,9.0,22.0,5.0,14.0,33.0,2.0,9.0,1.0,8.0,42.0,22.0,9.0,3.0,1.0,,1.0,0.42424242424242425,0.2222222222222222,0.125,0.42424242424242425,0.5789473684210527,0.05714285714285714,0.125,0.3157894736842105,0.3333333333333333,1.0,0.19298245614035087,0.45454545454545453,0.45454545454545453,1.0,0.38596491228070173,0.4090909090909091,0.42857142857142855,1.0,0.23076923076923078,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3125,0.4090909090909091,24.775757575757574,,3.0,1.0,2.0,,,1.0,,,0.045454545454545456,0.08695652173913043,1.0,,,,,,,6.0,1.0,0.46153846153846156,1.0,1.0,0.030303030303030304,0.05263157894736842,0.045454545454545456,0.16666666666666666,1.0,,,,,True,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,8180.0,136,-19,267,266,117,134,29,533,12.0,19.0,,1.0,6.0,12.0,2.0,11.0,38.0,28.0,68.0,29.0,94,292,1.0,3.0,2.0,4.0,14.0,30.0,14.0,51.0,20.0,36.0,,3.0,21.0,4.0,25.0,1.0,10.0,54.0,,2.0,,,5.0,6.0,2.0,8.0,1.0,8.0,6.0,2.0,14,9.0,4.0,,,18,1.0,7.0,1,5,41.0,13.0,9.0,,,,,,51.0,117,2.0,0.35714285714285715,0.35714285714285715,0.4117647058823529,0.3333333333333333,0.4666666666666667,0.41139240506329117,0.3333333333333333,0.5,0.4793814432989691,0.4,0.5204081632653061,0.04411764705882353,,38.205980066445186,0.7777777777777778,,0.060240963855421686,0.021505376344086023,,,0.043859649122807015,0.017699115044247787,0.08695652173913043,,,,0.034482758620689655,0.10810810810810811,,0.024390243902439025,0.24050632911392406,0.631578947368421,0.631578947368421,0.25,0.13924050632911392,0.18181818181818182,0.2222222222222222,0.5,0.4810126582278481,0.3333333333333333,,0.32432432432432434,0.5,0.379746835443038,0.4719993670886075,0.41640000000000005,0.5073662162162161,0.14772727272727273,0.16883116883116883,0.0425531914893617,0.5425531914893617,11.811764705882352,0.43820224719101125,14.0,,,,,,,3.0,11.0,7.0,3.0,11.0,,,3.0,7.0,3.0,11.0,3.0,5.0,,1.0,0.3333333333333333,0.2727272727272727,,0.42857142857142855,0.2727272727272727,0.13924050632911392,,,0.3684210526315789,0.3783783783783784,0.42857142857142855,,,,,0.13924050632911392,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,,0.1891891891891892,0.2727272727272727,25.163636363636364,3.0,6.0,1.0,5.0,,4.0,,,0.18181818181818182,0.05263157894736842,,,,3.0,1.0,,,0.42857142857142855,,,,,,,0.02631578947368421,,,,6.0,1.0,2.0,,True,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,12812.0,214,-5,390,395,105,154,59,785,10.0,14.0,1.0,1.0,1.0,2.0,10.0,23.0,17.0,27.0,54.0,7.0,70,383,3.0,4.0,,6.0,3.0,9.0,3.0,9.0,28.0,26.0,4.0,5.0,21.0,3.0,24.0,2.0,12.0,51.0,2.0,6.0,,6.0,15.0,21.0,8.0,29.0,1.0,8.0,4.0,4.0,3,3.0,6.0,1.0,,9,1.0,1.0,5,11,10.0,5.0,1.0,3.0,1.0,,4.0,,9.0,105,2.0,0.5185185185185185,0.56,0.5,0.75,0.3333333333333333,0.4315068493150685,0.5,0.21428571428571427,0.4605263157894737,0.5,0.28125,0.09259259259259259,0.07142857142857142,18.3982683982684,0.3333333333333333,,0.11029411764705882,0.0392156862745098,0.125,0.05714285714285714,0.11413043478260869,0.0425531914893617,0.041666666666666664,0.02127659574468085,0.05172413793103448,0.058823529411764705,0.08108108108108109,0.10606060606060606,0.16129032258064516,0.02631578947368421,0.1917808219178082,0.7142857142857143,0.7692307692307693,0.5,0.3150684931506849,0.43478260869565216,0.47619047619047616,0.3,0.2328767123287671,0.16666666666666666,1.0,0.14285714285714285,0.5,0.4520547945205479,0.4675595890410959,0.47511000000000003,0.41399285714285716,0.06666666666666667,0.08928571428571429,0.08571428571428572,0.12857142857142856,9.955555555555556,0.2692307692307692,7.0,2.0,8.0,,,,1.0,1.0,11.0,4.0,3.0,19.0,,2.0,,5.0,9.0,11.0,1.0,6.0,4.0,,1.0,0.15789473684210525,,,0.15789473684210525,0.2602739726027397,0.15151515151515152,0.058823529411764705,0.4117647058823529,0.4666666666666667,0.8571428571428571,0.1095890410958904,0.25,0.25,1.0,0.1506849315068493,0.09090909090909091,0.09090909090909091,1.0,,,,0.07142857142857142,,0.2857142857142857,0.09090909090909091,24.878947368421052,1.0,3.0,,,,3.0,4.0,,0.08695652173913043,,0.05555555555555555,1.0,,,1.0,1.0,,,2.0,2.0,0.3333333333333333,,,,0.11764705882352941,,,,,,,1.0,True,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,17137.0,286,-13,525,533,175,219,80,1058,17.0,32.0,1.0,4.0,8.0,12.0,6.0,17.0,22.0,31.0,71.0,18.0,80,551,2.0,6.0,2.0,6.0,11.0,26.0,13.0,35.0,36.0,26.0,,8.0,41.0,9.0,50.0,5.0,19.0,109.0,1.0,2.0,2.0,7.0,12.0,20.0,5.0,25.0,,15.0,6.0,9.0,16,11.0,11.0,,1.0,27,,8.0,13,16,22.0,9.0,3.0,,,,,1.0,35.0,175,1.0,0.5806451612903226,0.5806451612903226,0.43661971830985913,0.3333333333333333,0.4230769230769231,0.43661971830985913,0.3333333333333333,0.4230769230769231,0.49375,0.42857142857142855,0.5151515151515151,0.11267605633802817,0.15625,17.20257234726688,0.5925925925925926,0.125,0.06521739130434782,0.009900990099009901,0.1206896551724138,0.022222222222222223,0.07851239669421488,0.012145748987854251,0.0273972602739726,,,,0.05263157894736842,0.07407407407407407,0.11904761904761904,,0.4507042253521127,0.53125,0.6296296296296297,0.4117647058823529,0.23943661971830985,0.35294117647058826,0.42857142857142855,0.6666666666666666,0.30985915492957744,0.6666666666666666,0.25,0.46153846153846156,0.6666666666666666,0.4507042253521127,0.4726676056338029,0.46808333333333335,0.4700884615384615,0.11688311688311688,0.11688311688311688,0.075,0.4375,7.698591549295775,0.3333333333333333,8.0,,,,,,,,,,,,,,,,,,,14.0,7.0,2.0,,,,,,,0.06521739130434782,0.125,0.36363636363636365,0.36363636363636365,0.875,,,,,,,,,,,,,,,,,4.0,8.0,1.0,5.0,,3.0,,,0.17647058823529413,0.038461538461538464,0.037037037037037035,,,,1.0,,,,,,,,,,,,,,,1.0,,,True,,,,,,
299,1610612755,Glenn Robinson,Glenn Robinson,299,PHI,5164.0,86,-30,160,162,53,76,16,322,1.0,1.0,,,,,5.0,12.0,18.0,13.0,31.0,6.0,32,181,1.0,2.0,,2.0,6.0,10.0,1.0,13.0,16.0,10.0,,1.0,4.0,,4.0,,1.0,8.0,,,1.0,1.0,2.0,4.0,1.0,5.0,,2.0,1.0,1.0,4,1.0,,,,4,,,4,8,7.0,3.0,,1.0,,1.0,1.0,,13.0,53,2.0,0.6153846153846154,0.6153846153846154,0.41935483870967744,0.5,0.6,0.35135135135135137,0.3333333333333333,0.5,0.3875,0.3333333333333333,0.5,0.03225806451612903,,24.858757062146893,1.0,0.1111111111111111,0.03571428571428571,,0.05555555555555555,,0.04054054054054054,,,,,,0.05555555555555555,0.045454545454545456,0.07692307692307693,,0.02702702702702703,1.0,1.0,1.0,0.32432432432432434,0.4166666666666667,0.45454545454545453,0.2,0.4864864864864865,,,,,0.1891891891891892,0.41877837837837834,0.44470000000000004,0.3969916666666667,0.075,0.08823529411764706,0.0625,0.40625,13.870967741935484,0.33125,7.0,,2.0,,,,,,4.0,2.0,,6.0,,1.0,,2.0,,4.0,,2.0,,,,,,,,0.16216216216216217,,,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.05405405405405406,,,,0.10810810810810811,,,,,,,,,0.16666666666666666,,25.0,,1.0,1.0,3.0,,,,,0.08333333333333333,0.07142857142857142,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,1.0,,,True,,,,,,
