EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,FtPoints,ShortMidRangeAssists,DefThreePtRebounds,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTDefRebounds,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangeFGM,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,OffLongMidRangeReboundPct,PenaltyFtPoints,ShortMidRangePctAssisted,on,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Corner3Assists,FTOffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3
145,1610612757,Tracy Murray,Tracy Murray,145,POR,2100.0,35,-5,65,62,21.0,20.0,9.0,127,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,2.0,5.0,8.0,70,2.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,21.0,1.0,1.0,1.0,0.4,0.4,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.14285714285714285,0.5,18.91891891891892,1.0,0.08,0.07407407407407407,0.16666666666666666,0.05555555555555555,0.09090909090909091,0.125,0.07692307692307693,1.0,0.14285714285714285,0.09090909090909091,0.125,0.16666666666666666,0.5,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.5,0.5,1.0,0.25,0.25,0.5833333333333334,0.5,0.4720416666666667,0.4086,0.423,10.242857142857144,25.04,0.3230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,655.0,11,2,21,21,9.0,9.0,4.0,42,2.0,3.0,1.0,,,,,,,2.0,4.0,,,4.0,22,2.0,3.0,,2.0,,,,,2.0,4.0,1.0,10.0,,1.0,2.0,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,9.0,0.5,1.0,,,,0.5,0.5,0.5,,,,19.23076923076923,,0.25,0.1111111111111111,,0.16666666666666666,0.07692307692307693,0.3333333333333333,,,,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,,,,,,,,,0.75,,0.56935,0.6415,0.6482,1.0,,0.42857142857142855,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.25,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1610612757,Vladimir Stepania,Vladimir Stepania,1735,POR,1141.0,19,11,34,32,11.0,9.0,4.0,66,2.0,4.0,1.0,2.0,,,,,,4.0,7.0,,,10.0,32,1.0,2.0,,8.0,,,,1.0,3.0,3.0,2.0,6.0,,1.0,5.0,6.0,1.0,7.0,1.0,,,,,,,1.0,1.0,2.0,,11.0,1.0,1.0,,,,0.5714285714285714,0.5714285714285714,0.625,,0.14285714285714285,0.25,21.62162162162162,,0.35714285714285715,0.07142857142857142,,0.2727272727272727,0.07142857142857142,0.25,,,,0.3333333333333333,0.5,0.5714285714285714,0.5,0.6666666666666666,1.0,0.14285714285714285,0.2857142857142857,,,,,,,,0.5714285714285714,,0.4755285714285714,0.5674,0.35555,7.057142857142857,,0.3235294117647059,,1.0,,,,,1.0,2.0,,,,,,,,2.0,,0.5,,0.5,,0.5,0.6,1.0,,,,,0.2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.125,0.2,0.5,1.0,1.0,1.0,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,974.0,16,-10,31,30,10.0,10.0,4.0,61,3.0,4.0,1.0,1.0,,,,,,3.0,6.0,,,8.0,35,2.0,1.0,,2.0,,,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,3.0,,,,1.0,,2.0,,1.0,2.0,3.0,,10.0,0.3333333333333333,0.3333333333333333,,,,0.5,0.5,0.5714285714285714,,,,25.714285714285715,0.5,0.1,,,0.13333333333333333,,,,,,,,0.6666666666666666,0.75,0.75,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,,,,,,0.6666666666666666,,0.42358333333333337,0.3573,0.3629,4.666666666666667,,0.3225806451612903,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,0.25,,2.0,,1.0,2.0,,,,,,0.2,,,,,,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1610612757,Jeff McInnis,Jeff McInnis,976,POR,1827.0,30,6,55,51,15.0,15.0,8.0,106,2.0,4.0,3.0,4.0,,,,2.0,1.0,5.0,11.0,,2.0,12.0,55,,4.0,1.0,6.0,,2.0,,1.0,3.0,4.0,1.0,9.0,,,1.0,4.0,,4.0,,,,,,2.0,2.0,,3.0,2.0,,15.0,0.6,0.6,,,,0.45454545454545453,0.38461538461538464,0.42857142857142855,0.15384615384615385,0.09090909090909091,0.25,25.806451612903228,,0.045454545454545456,,,0.09090909090909091,,,,,,0.1,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.23076923076923078,0.3076923076923077,,0.15384615384615385,,,,,0.2,0.46153846153846156,,0.4289884615384615,,0.45774,9.227272727272727,25.3,0.2727272727272727,,,1.0,2.0,,,2.0,4.0,4.0,,1.0,1.0,2.0,1.0,2.0,4.0,,0.5,,0.4,,0.4,,,,0.4,0.5,,0.3333333333333333,2.0,2.0,,2.0,1.0,,,,,,0.18181818181818182,0.14285714285714285,,0.5,0.5,1.0,0.07142857142857142,0.08333333333333333,1.0,,,,0.5,0.25,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,1383.0,23,-6,40,41,7.0,8.0,6.0,81,,,1.0,1.0,,,2.0,2.0,1.0,,2.0,2.0,2.0,6.0,47,,,1.0,,6.0,2.0,2.0,,1.0,2.0,1.0,5.0,,,3.0,6.0,,6.0,,,,1.0,,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,1.0,,0.75,0.75,0.5,,,10.638297872340425,1.0,0.16666666666666666,,,0.21739130434782608,,,,,,0.18181818181818182,,,,,,0.25,0.25,,0.5,1.0,1.0,1.0,,1.0,0.5,1.0,0.49629999999999996,0.5205,0.5205,10.600000000000001,24.2,0.175,,,,,,3.0,,3.0,,,1.0,1.0,,,,3.0,,,1.5,1.5,1.5,1.5,0.3333333333333333,,,,,0.5,0.5,,,,2.0,,1.0,1.0,,1.0,1.0,0.4,0.3333333333333333,1.0,,,,,,1.0,1.0,,,0.3333333333333333,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,673.0,11,-16,20,21,6.0,5.0,2.0,41,,1.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,,1.0,2.0,29,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,,,,0.25,0.2,0.2,0.2,0.25,1.0,21.73913043478261,,,,,,,,,,,,,0.2,,,,0.2,0.4,,0.2,,,,,0.3333333333333333,0.4,,0.41861999999999994,,0.43716666666666665,12.15,24.5,0.3,,,,1.0,,,1.0,2.0,2.0,,,,,,,2.0,,0.5,,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,1.0,1.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,366.0,6,-5,11,8,,,2.0,19,,,1.0,,,,,,,,1.0,,,,12,1.0,,,,,,,,1.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,7.692307692307692,,,0.14285714285714285,,,0.14285714285714285,,,,,,,,,,,1.0,,,,,,,,,,,0.4157,0.4157,,10.2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,1610612757,Ruben Boumtje-Boumtje,Ruben Boumtje-Boumtje,2257,POR,286.0,5,-1,11,10,11.0,10.0,1.0,21,,,,,,,,,,,,,,2.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,11.0,,,,,,,,1.0,,,,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,1610612757,Qyntel Woods,Qyntel Woods,2417,POR,920.0,15,11,31,28,13.0,14.0,5.0,59,3.0,3.0,3.0,1.0,,,,,,5.0,7.0,,,13.0,25,1.0,1.0,,6.0,,,,,1.0,1.0,,2.0,,1.0,2.0,2.0,1.0,3.0,,1.0,1.0,,,,,,2.0,3.0,,13.0,0.6,0.75,,,,0.7142857142857143,0.7142857142857143,0.8125,,,,22.857142857142858,,0.18181818181818182,0.08333333333333333,,0.13333333333333333,0.07142857142857142,,0.16666666666666666,,0.5,0.16666666666666666,,0.42857142857142855,1.0,1.0,0.3333333333333333,0.42857142857142855,0.14285714285714285,,,,,,,,0.42857142857142855,,0.4766857142857143,0.5467,0.3772,5.885714285714285,,0.41935483870967744,1.0,1.0,,,1.0,2.0,1.0,2.0,4.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,0.15384615384615385,0.15384615384615385,1.0,3.0,,,2.0,,,,,,,,,1.0,1.0,1.0,0.25,0.25,,,,1.0,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
