EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,SecondChancePointsPct,AtRimAssists,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,PenaltyFg2Pct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,on,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,1185.0,20,6,38,35,7,18,3.0,73,4.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,11.0,34,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,7,0.3333333333333333,0.75,1.0,0.75,0.5625,0.75,0.6111111111111112,0.75,0.5,20.930232558139537,0.5,0.125,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,0.47605,0.4356,0.4109,0.1111111111111111,0.2,0.2727272727272727,19.15,25.075,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,2004.0,33,-10,68,59,20,30,3.0,127,5.0,,1.0,,,,,9.0,,1.0,4.0,8.0,71,3.0,1.0,,,2.0,,,,,,,,,4.0,2.0,2.0,20,,,,,0.2,,0.3333333333333333,0.5,0.1,20.833333333333336,0.5,0.1,,,,,,,,,0.3,,0.47248999999999997,0.4215,0.5926,0.16666666666666666,0.18181818181818182,0.25,12.066666666666666,23.7,0.29411764705882354,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.5,0.5,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5,1.0,0.5,0.2,0.2,0.5,1.0,0.2,0.2,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,521.0,9,-7,15,18,3,6,2.0,33,,,,,1.0,,1.0,1.0,,1.0,,2.0,24,,,,1.0,,,,1.0,,1.0,1.0,,2.0,,,,3,,,,,0.5,,0.5,,0.5,17.64705882352941,,,,,,0.5,,,1.0,,0.5,,0.3481,,,,,,7.7,36.9,0.2,,,1.0,1.0,,1.0,,,,,2.0,,,2.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,0.25,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,12684.0,211,-1,379,384,75,113,30.0,763,20.0,,,7.0,22.0,,3.0,27.0,7.0,22.0,1.0,52.0,371,1.0,4.0,,3.0,4.0,21.0,,22.0,7.0,12.0,15.0,3.0,33.0,3.0,1.0,4.0,75,1.0,0.3181818181818182,,0.3181818181818182,0.5204081632653061,0.2857142857142857,0.52,0.2857142857142857,0.4489795918367347,13.42925659472422,0.40816326530612246,,,,,0.4489795918367347,0.3181818181818182,0.3181818181818182,0.42857142857142855,,0.5510204081632653,0.3181818181818182,0.4838540816326531,0.515,0.5296071428571428,0.02,0.03571428571428571,0.07692307692307693,14.68888888888889,25.172727272727276,0.19788918205804748,5.0,2.0,1.0,2.0,11.0,15.0,,,,30.0,,,3.0,28.0,29.0,8.0,4.0,4.0,3.0,1.0,6.0,2.0,6.0,13.0,1.0,1.0,0.5555555555555556,,,,,,0.5,0.42857142857142855,0.10204081632653061,0.04081632653061224,0.5,0.5,0.55,0.55,1.0,0.2857142857142857,,2.0,19.0,,3.0,0.1165644171779141,0.1282051282051282,0.11688311688311688,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.007142857142857143,0.1875,0.005952380952380952,0.022727272727272728,0.06976744186046512,0.16279069767441862,0.16666666666666666,0.25,0.6,0.6,1.0,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
911,1610612750,Ervin Johnson,Ervin Johnson,911,MIN,58171.0,970,103,1798,1798,222,268,177.0,3596,6.0,,,,1.0,,1.0,102.0,,1.0,17.0,127.0,1774,34.0,12.0,,1.0,20.0,,,1.0,,17.0,24.0,,55.0,28.0,13.0,20.0,222,,,,,0.5339805825242718,0.6153846153846154,0.5474137931034483,0.625,0.009708737864077669,7.278165503489532,0.05825242718446602,,,,,0.009708737864077669,,,0.07692307692307693,,0.5728155339805825,,0.47259757281553394,0.5183,0.41086538461538463,0.11403508771929824,0.11504424778761062,0.15748031496062992,4.197058823529412,25.6,0.12347052280311457,58.0,4.0,17.0,38.0,,55.0,21.0,44.0,4.0,80.0,30.0,10.0,8.0,171.0,232.0,27.0,17.0,10.0,9.0,6.0,30.0,7.0,90.0,156.0,0.7272727272727273,1.0,0.5392156862745098,0.6176470588235294,0.6176470588235294,0.6285714285714286,0.09803921568627451,0.10526315789473684,0.3,0.2,0.5631067961165048,0.36893203883495146,0.4473684210526316,0.5,,,,0.3076923076923077,0.3464566929133858,6.0,143.0,1.0,21.0,0.1810126582278481,0.1708595387840671,0.2,38.0,4.0,,,8.0,7.0,6.0,1.0,11.0,51.0,20.0,61.0,3.0,1.0,1.0,1.0,,43.0,25.0,43.0,0.6666666666666666,0.06986301369863014,0.12195121951219512,0.07334963325183375,0.047619047619047616,0.13658536585365855,0.19166666666666668,0.13333333333333333,0.09090909090909091,0.6551724137931034,0.7307692307692307,0.6578947368421053,0.8823529411764706,,,1.0,19.0,29.0,2.0,30.0,1.0,9.0,1.0,2.0,1.0,12.0,13.0,2.0,2.0,18.0,27.0,4.0,3.0,10.0,5.0,1.0,0.10344827586206896,1.0,0.037037037037037035,0.10227272727272728,0.12173913043478261,0.06666666666666667,0.11594202898550725,0.05263157894736842,0.05555555555555555,0.627906976744186,0.8529411764705882,0.6551724137931034,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,True,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,48346.0,806,132,1485,1492,150,143,159.0,2977,78.0,1.0,1.0,,2.0,,1.0,121.0,1.0,3.0,12.0,127.0,1456,10.0,9.0,,1.0,4.0,3.0,,2.0,,31.0,37.0,8.0,80.0,15.0,8.0,4.0,150,1.0,0.3333333333333333,,0.3333333333333333,0.4637096774193548,0.2,0.4847328244274809,0.2,0.024193548387096774,8.927501497902934,0.6290322580645161,0.008064516129032258,1.0,1.0,1.0,0.016129032258064516,,,0.1,,0.20967741935483872,,0.4355354838709678,0.4966625,0.40602,0.061068702290076333,0.0625,0.031496062992125984,13.50413223140496,24.633333333333336,0.10101010101010101,23.0,1.0,7.0,20.0,33.0,56.0,6.0,12.0,,94.0,18.0,1.0,3.0,55.0,69.0,12.0,8.0,4.0,9.0,3.0,18.0,3.0,30.0,59.0,0.8392857142857143,0.8703703703703703,0.4628099173553719,0.6,0.6,0.6,0.008264462809917356,,0.5,0.09090909090909091,0.18548387096774194,0.16129032258064516,0.35,0.35,0.4230769230769231,0.4230769230769231,0.9393939393939394,0.1,0.09448818897637795,8.0,41.0,2.0,9.0,0.0622154779969651,0.065,0.05821917808219178,16.0,1.0,,,2.0,6.0,4.0,2.0,15.0,11.0,11.0,14.0,6.0,1.0,2.0,,,15.0,5.0,16.0,0.2222222222222222,0.017741935483870968,0.07801418439716312,0.020497803806734993,0.0223463687150838,0.07272727272727272,0.0594059405940594,0.06930693069306931,0.1,0.6956521739130435,0.7272727272727273,0.5625,1.0,,,1.0,3.0,6.0,,4.0,,3.0,,1.0,1.0,2.0,3.0,1.0,,6.0,11.0,,,,,,0.043478260869565216,,,0.047619047619047616,0.0297029702970297,0.011764705882352941,0.06382978723404255,,0.015151515151515152,0.6875,0.6,0.5,0.3333333333333333,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,True,,,,,
932,1610612750,Oliver Miller,Oliver Miller,932,MIN,159.0,3,-4,5,6,2,1,,11,,,,,,,,,,,1.0,1.0,7,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,2,,,,,,,0.5,,,20.0,,,,,,,,,,,,,,,,1.0,1.0,,,,0.4,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,52558.0,876,143,1634,1625,184,222,163.0,3259,208.0,,,1.0,4.0,,2.0,464.0,1.0,4.0,82.0,553.0,1597,54.0,38.0,,2.0,52.0,,3.0,4.0,1.0,87.0,105.0,22.0,228.0,102.0,51.0,52.0,184,,0.25,,0.25,0.5032051282051282,0.5,0.5379377431906615,0.5306122448979592,0.008547008547008548,31.85550082101806,0.4444444444444444,,,,,0.008547008547008548,0.25,0.25,0.05,,0.22435897435897437,0.25,0.43243162393162404,0.47367777777777775,0.4243125,0.10019646365422397,0.100990099009901,0.09403254972875226,11.37780172413793,26.3,0.11260709914320685,101.0,8.0,79.0,155.0,88.0,234.0,25.0,61.0,12.0,318.0,150.0,13.0,18.0,241.0,308.0,39.0,26.0,13.0,35.0,15.0,68.0,9.0,29.0,53.0,0.6794871794871795,0.7227272727272728,0.5043103448275862,0.46296296296296297,0.46296296296296297,0.5083333333333333,0.028017241379310345,0.03225806451612903,0.5147058823529411,0.46153846153846156,0.21581196581196582,0.3311965811965812,0.5096774193548387,0.5266666666666666,0.4230769230769231,0.4251207729468599,0.8295454545454546,0.2,0.11030741410488246,25.0,182.0,8.0,33.0,0.2513812154696133,0.25602755453501724,0.24358974358974358,67.0,6.0,,,20.0,18.0,12.0,6.0,40.0,62.0,41.0,67.0,20.0,3.0,7.0,2.0,,41.0,23.0,41.0,0.5263157894736842,0.09351432880844646,0.2789115646258503,0.0891891891891892,0.07567567567567568,0.22613065326633167,0.2863849765258216,0.2727272727272727,0.2972972972972973,0.6633663366336634,0.7127659574468085,0.6119402985074627,0.569620253164557,,,0.75,16.0,27.0,11.0,28.0,,4.0,1.0,15.0,,1.0,13.0,10.0,5.0,18.0,26.0,4.0,,2.0,4.0,,0.06930693069306931,,0.045454545454545456,0.05194805194805195,0.14423076923076922,0.08823529411764706,0.03333333333333333,0.11764705882352941,0.0684931506849315,0.6341463414634146,0.5,0.5925925925925926,0.125,,,,0.004807692307692308,,,,,,,,,,,,,,,,,True,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,5224.0,87,-40,155,156,30,32,12.0,311,11.0,,,,,,,39.0,,,3.0,31.0,165,7.0,5.0,,,4.0,,,,,4.0,4.0,,8.0,5.0,3.0,4.0,30,,,,,0.358974358974359,0.4,0.3780487804878049,0.4,,26.94610778443114,0.28205128205128205,,,,,,,,,,0.2564102564102564,,0.42121282051282055,0.4467,0.41106,0.07317073170731707,0.07317073170731707,0.12903225806451613,8.369230769230768,,0.1935483870967742,10.0,2.0,6.0,18.0,2.0,14.0,2.0,4.0,,18.0,10.0,3.0,,7.0,11.0,,,,2.0,1.0,4.0,,1.0,7.0,0.6428571428571429,0.6923076923076923,0.358974358974359,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.07692307692307693,0.05555555555555555,0.5,,0.2564102564102564,0.46153846153846156,0.3333333333333333,0.35294117647058826,0.18181818181818182,0.18181818181818182,1.0,0.4,0.12903225806451613,1.0,7.0,,2.0,0.10606060606060606,0.09090909090909091,0.09090909090909091,6.0,1.0,,,2.0,,,,3.0,4.0,,4.0,1.0,,,1.0,,3.0,1.0,3.0,0.4,0.06451612903225806,,0.056338028169014086,0.08,,0.16666666666666666,,,0.6,0.75,0.5,0.6666666666666666,,,0.5,1.0,4.0,,2.0,,,,,,1.0,2.0,1.0,,1.0,2.0,,,,,,0.2,,,,0.125,0.034482758620689655,,,,0.6666666666666666,0.5714285714285714,0.25,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,52695.0,878,129,1638,1631,179,198,164.0,3269,210.0,2.0,4.0,17.0,36.0,1.0,3.0,337.0,19.0,40.0,64.0,471.0,1614,32.0,33.0,2.0,4.0,54.0,48.0,9.0,35.0,17.0,170.0,187.0,37.0,391.0,74.0,27.0,54.0,179,0.8421052631578947,0.475,0.5,0.48717948717948717,0.5397877984084881,0.4594594594594595,0.5689655172413793,0.5625,0.10610079575596817,26.353198469108804,0.5570291777188329,0.010610079575596816,0.5,0.5,1.0,0.09549071618037135,0.4722222222222222,0.4722222222222222,0.08108108108108109,0.3333333333333333,0.22015915119363394,0.4857142857142857,0.4472885638297872,0.4398887096774194,0.4200597222222222,0.06801007556675064,0.07563025210084033,0.11464968152866242,13.362611275964392,25.432499999999997,0.10927960927960928,43.0,3.0,46.0,84.0,101.0,175.0,12.0,33.0,20.0,98.0,252.0,10.0,,59.0,73.0,31.0,22.0,9.0,40.0,7.0,76.0,9.0,17.0,61.0,0.28,0.2832369942196532,0.5192878338278932,0.375,0.44594594594594594,0.44594594594594594,0.02967359050445104,0.05952380952380952,0.5263157894736842,,0.11405835543766578,0.22281167108753316,0.5476190476190477,0.5822784810126582,0.48095238095238096,0.48792270531400966,0.3564356435643564,0.08108108108108109,0.07006369426751592,46.0,48.0,15.0,36.0,0.06694560669456066,0.06812933025404157,0.07861635220125786,28.0,3.0,3.0,5.0,14.0,17.0,10.0,7.0,87.0,13.0,11.0,14.0,33.0,4.0,1.0,3.0,9.0,6.0,2.0,6.0,0.42424242424242425,0.01943198804185351,0.0738255033557047,0.01876675603217158,0.01990049751243781,0.06417112299465241,0.05188679245283019,0.06422018348623854,0.1,0.6511627906976745,0.6829268292682927,0.25,0.13043478260869565,0.8235294117647058,0.08108108108108109,1.0,1.0,2.0,,4.0,,1.0,,2.0,1.0,5.0,11.0,7.0,9.0,3.0,3.0,,1.0,1.0,2.0,,0.046511627906976744,,,0.012987012987012988,0.04716981132075472,0.011049723756906077,0.017241379310344827,,0.011627906976744186,0.5,0.05405405405405406,0.5,1.0,,,1.0,0.014285714285714285,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.6,0.05405405405405406,0.5,1.0,0.6666666666666666,0.5,0.02702702702702703,1.0,,True,,,,,
