EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3FGA,Corner3Frequency,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedArc3,on,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
677,1610612739,Eric Williams,Eric Williams,677,CLE,14415.0,240,-43,451,442,118,143,76,893,8.0,14.0,2.0,3.0,1.0,2.0,13.0,33.0,3.0,12.0,3.0,15.0,7.0,24.0,59.0,4.0,18.0,33.0,93.0,500,3.0,5.0,2.0,8.0,4.0,15.0,8.0,10.0,27.0,20.0,28.0,12.0,4.0,,15.0,3.0,7.0,11.0,3.0,14.0,3.0,5.0,3.0,3.0,31.0,2.0,7.0,,2.0,28.0,2.0,32.0,9.0,41.0,1.0,2.0,,2.0,8.0,,5.0,1.0,3.0,1.0,9,1.0,1.0,9.0,16.0,,,42.0,3.0,17.0,4.0,1.0,1.0,,1.0,,,,27.0,118,3.0,0.4166666666666667,0.45454545454545453,1.0,0.2222222222222222,0.2222222222222222,0.4067796610169492,0.6,0.26666666666666666,0.38961038961038963,0.5,0.3695652173913043,0.484375,0.5714285714285714,0.45,0.23376623376623376,0.11864406779661017,0.21428571428571427,19.553072625698324,0.8888888888888888,0.125,,0.1564245810055866,0.034482758620689655,0.04878048780487805,0.047619047619047616,0.13636363636363635,0.036734693877551024,0.03333333333333333,0.025,0.047619047619047616,,0.25,0.16666666666666666,0.14705882352941177,0.15873015873015872,0.08,0.025,,0.18181818181818182,0.5714285714285714,0.7272727272727273,0.5,0.42857142857142855,0.3939393939393939,0.4482758620689655,0.38461538461538464,0.15584415584415584,0.25,0.25,0.3333333333333333,0.19480519480519481,0.2,0.2,1.0,0.5,0.6666666666666666,0.08695652173913043,0.5,0.30434782608695654,0.4155844155844156,0.2,0.44391428571428576,0.4673299999999999,0.41461956521739124,0.1956521739130435,0.2328767123287671,0.08602150537634409,0.2903225806451613,8.647457627118644,24.883333333333333,0.2616407982261641,,,,0.12121212121212122,,3.0,0.03896103896103896,,,,1.0,,1.0,,1.0,3.0,,1.0,3.0,,,,,,,0.375,,0.3333333333333333,0.5,1.0,,0.16666666666666666,,,0.043478260869565216,0.42857142857142855,,1.0,0.05263157894736842,1.0,0.05555555555555555,0.3333333333333333,,,,True,,,,
2574,1610612739,Jason Kapono,Jason Kapono,2574,CLE,7807.0,130,-56,262,264,75,113,38,526,2.0,3.0,2.0,2.0,1.0,2.0,,4.0,7.0,17.0,4.0,6.0,2.0,9.0,24.0,6.0,14.0,8.0,44.0,253,2.0,2.0,,7.0,3.0,7.0,4.0,3.0,15.0,12.0,6.0,15.0,2.0,,6.0,4.0,1.0,,1.0,1.0,1.0,,,,3.0,1.0,5.0,,3.0,12.0,,15.0,6.0,21.0,1.0,3.0,2.0,1.0,6.0,1.0,5.0,4.0,1.0,,10,4.0,4.0,6.0,16.0,,1.0,9.0,,4.0,1.0,,,,,,,,15.0,75,6.0,0.6666666666666666,0.75,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.375,1.0,0.42857142857142855,0.47368421052631576,0.875,0.5454545454545454,0.5116279069767442,0.875,0.5769230769230769,0.3684210526315789,0.041666666666666664,0.3333333333333333,17.26384364820847,0.6,,,0.11428571428571428,0.044642857142857144,0.10714285714285714,0.034482758620689655,0.11278195488721804,0.0425531914893617,0.03225806451612903,0.027777777777777776,0.06666666666666667,0.047619047619047616,,0.0625,0.23684210526315788,0.02857142857142857,0.1,0.045454545454545456,,0.07894736842105263,0.6666666666666666,1.0,,0.10526315789473684,,,,0.4473684210526316,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.75,0.5,1.0,0.18181818181818182,0.5,0.18181818181818182,0.4473684210526316,0.6666666666666666,0.482371052631579,0.6851833333333333,0.5267681818181819,0.09523809523809523,0.14285714285714285,0.1590909090909091,0.3409090909090909,14.341666666666669,24.285714285714285,0.2862595419847328,,2.0,,,0.125,8.0,0.21052631578947367,,,,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,,0.5,0.5,,0.25,0.25,1.0,,0.5,0.5,1.0,0.18181818181818182,0.5,,,,,,,1.0,0.5,,True,,,,
2208,1610612739,Kedrick Brown,Kedrick Brown,2208,CLE,3594.0,60,2,110,109,23,31,15,219,4.0,6.0,,,2.0,3.0,1.0,2.0,2.0,4.0,,2.0,1.0,7.0,12.0,,6.0,,14.0,105,1.0,1.0,,2.0,4.0,5.0,2.0,,8.0,10.0,4.0,,,,2.0,,,5.0,,5.0,,2.0,3.0,,10.0,,2.0,,1.0,7.0,,8.0,2.0,10.0,,,,,,1.0,,1.0,,,1,,,5.0,8.0,,,,,,,,,,1.0,1.0,,,8.0,23,,0.7142857142857143,0.7142857142857143,,,,0.5833333333333334,1.0,0.8,0.3888888888888889,1.0,0.5714285714285714,0.3888888888888889,1.0,0.5714285714285714,0.3333333333333333,,,14.84375,,,,0.16666666666666666,0.03571428571428571,0.1111111111111111,,0.1568627450980392,0.029850746268656716,,,0.1,,,0.09090909090909091,0.21428571428571427,0.17647058823529413,,,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.1111111111111111,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,0.5,0.1111111111111111,,,,,,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.6666666666666666,,0.5051777777777777,0.3494,0.5131071428571429,,,0.14285714285714285,0.5714285714285714,7.849999999999999,23.849999999999998,0.20909090909090908,,,,,0.5,4.0,0.2222222222222222,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,1.0,True,,,,
976,1610612739,Jeff McInnis,Jeff McInnis,976,CLE,8205.0,137,-23,267,256,86,100,38,523,5.0,10.0,1.0,2.0,2.0,3.0,10.0,18.0,2.0,4.0,2.0,10.0,4.0,17.0,32.0,2.0,11.0,9.0,49.0,302,1.0,2.0,2.0,4.0,4.0,8.0,5.0,,8.0,12.0,22.0,6.0,2.0,,10.0,2.0,3.0,26.0,3.0,29.0,3.0,10.0,9.0,7.0,61.0,1.0,2.0,,1.0,11.0,2.0,14.0,3.0,17.0,1.0,1.0,1.0,,5.0,2.0,5.0,3.0,,,8,,1.0,3.0,11.0,,,9.0,1.0,4.0,,1.0,,1.0,1.0,,,,8.0,86,6.0,0.35294117647058826,0.375,1.0,0.18181818181818182,0.18181818181818182,0.53125,0.5,0.5,0.46511627906976744,0.25,0.3076923076923077,0.5108695652173914,0.4,0.3076923076923077,0.2558139534883721,0.09375,0.2,17.419354838709676,0.625,0.18181818181818182,,0.11458333333333333,0.02040816326530612,0.047619047619047616,0.03571428571428571,0.10256410256410256,0.023809523809523808,,0.029411764705882353,0.03125,0.047619047619047616,,0.10344827586206896,0.05128205128205128,0.21428571428571427,0.06666666666666667,0.05,,0.23255813953488372,0.5,0.625,,0.4186046511627907,0.5555555555555556,0.5882352941176471,0.4,0.09302325581395349,0.5,0.5,1.0,0.23255813953488372,0.2,0.2,1.0,0.5,0.5,0.23076923076923078,0.6666666666666666,0.3076923076923077,0.4883720930232558,0.2,0.44789302325581404,0.553875,0.44288076923076924,0.08695652173913043,0.11428571428571428,0.08163265306122448,0.16326530612244897,7.60625,25.10909090909091,0.32209737827715357,,,2.0,0.05555555555555555,,1.0,0.023255813953488372,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,0.25,0.25,,,0.07692307692307693,,,,,,,,,,,True,,,,
2043,1610612739,Mateen Cleaves,Mateen Cleaves,2043,CLE,428.0,7,-1,16,14,7,8,2,30,,,,,,,,,1.0,2.0,,,,1.0,2.0,,,,2.0,11,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1,,1.0,,,,,,,,,,,,,,,,2.0,7,,1.0,1.0,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,0.37260000000000004,,0.3281,,,,1.0,16.9,,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2452,1610612739,J.R. Bremer,J.R. Bremer,2452,CLE,488.0,8,2,16,18,3,3,3,34,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,16,,,,,,,,,,,,,,,1.0,,,3.0,,3.0,,2.0,,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,,1,,1.0,,1.0,,1.0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0.5,,,15.789473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,0.5,,0.41942500000000005,,,,,,,15.1,25.3,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1499,1610612739,Tony Battie,Tony Battie,1499,CLE,41582.0,693,7,1264,1273,373,427,185,2537,23.0,43.0,12.0,24.0,8.0,17.0,31.0,66.0,20.0,75.0,,3.0,2.0,74.0,184.0,,3.0,32.0,180.0,1292,20.0,40.0,16.0,56.0,20.0,53.0,2.0,11.0,51.0,94.0,54.0,,28.0,1.0,2.0,,14.0,19.0,6.0,25.0,5.0,9.0,5.0,5.0,56.0,7.0,43.0,4.0,17.0,79.0,13.0,109.0,54.0,163.0,4.0,14.0,9.0,5.0,15.0,2.0,8.0,9.0,7.0,,24,1.0,5.0,50.0,67.0,4.0,2.0,41.0,5.0,19.0,4.0,29.0,26.0,2.0,29.0,17.0,1.0,,51.0,373,3.0,0.6351351351351351,0.7833333333333333,,,,0.40217391304347827,0.5,0.37735849056603776,0.39572192513368987,0.5,0.36363636363636365,0.43902439024390244,0.5833333333333334,0.4112903225806452,0.016042780748663103,0.07608695652173914,0.20930232558139536,15.317725752508363,0.625,0.3170731707317073,0.09302325581395349,0.15831663326653306,0.07775768535262206,0.11258278145695365,0.08536585365853659,0.1476923076923077,0.07874015748031496,0.12666666666666668,0.049723756906077346,0.06756756756756757,0.08163265306122448,0.09090909090909091,0.10135135135135136,0.20245398773006135,0.16489361702127658,0.11538461538461539,0.042105263157894736,0.5862068965517241,0.22994652406417113,0.5348837209302325,0.6764705882352942,0.43478260869565216,0.35294117647058826,0.4696969696969697,0.5,0.6129032258064516,0.40106951871657753,0.26666666666666666,0.2702702702702703,0.9,0.016042780748663103,,,,0.6,0.5,0.3090909090909091,0.47058823529411764,0.03636363636363636,0.24598930481283424,,0.4366137096774192,0.5227945945945947,0.4446203703703705,0.0945273631840796,0.09595959595959595,0.3111111111111111,0.2833333333333333,10.394565217391307,31.733333333333334,0.2950949367088608,1.0,2.0,,0.06060606060606061,0.10638297872340426,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,0.013333333333333334,,,,,,,,,,2.0,,,,,,,,,False,,,,
1563,1610612739,Kevin Ollie,Kevin Ollie,1563,CLE,63670.0,1061,-66,1969,1998,624,568,264,3967,28.0,63.0,1.0,3.0,9.0,21.0,12.0,37.0,32.0,89.0,3.0,8.0,1.0,72.0,189.0,3.0,8.0,123.0,276.0,2043,3.0,9.0,8.0,14.0,20.0,49.0,1.0,58.0,98.0,94.0,50.0,6.0,2.0,,8.0,3.0,18.0,151.0,20.0,171.0,10.0,61.0,27.0,63.0,362.0,4.0,12.0,1.0,35.0,63.0,5.0,103.0,17.0,120.0,,35.0,25.0,10.0,38.0,7.0,28.0,31.0,10.0,2.0,69,5.0,22.0,20.0,87.0,,11.0,147.0,7.0,45.0,27.0,5.0,1.0,4.0,6.0,5.0,,,98.0,624,14.0,0.6527777777777778,0.6619718309859155,0.6666666666666666,0.375,0.375,0.38095238095238093,0.3333333333333333,0.40816326530612246,0.3883248730964467,0.2727272727272727,0.4,0.5076335877862596,0.43333333333333335,0.563953488372093,0.04060913705583756,0.09523809523809523,0.2698412698412698,14.473108876257104,0.5507246376811594,0.078125,0.015873015873015872,0.07984790874524715,0.014760147601476014,0.18041237113402062,0.030303030303030304,0.09969481180061038,0.016931216931216932,0.029411764705882353,0.008928571428571428,0.008547008547008548,0.031914893617021274,0.02631578947368421,0.0648854961832061,0.08196721311475409,0.09187279151943463,0.17164179104477612,,0.8333333333333334,0.3197969543147208,0.4444444444444444,0.6086956521739131,0.5714285714285714,0.18781725888324874,0.32432432432432434,0.32432432432432434,0.3333333333333333,0.4517766497461929,0.3595505617977528,0.36363636363636365,0.84375,0.04060913705583756,0.375,0.375,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.42,0.42857142857142855,0.02,0.3604060913705584,0.375,0.47212944162436554,0.44683,0.49927400000000005,0.19148936170212766,0.19823788546255505,0.050724637681159424,0.35507246376811596,10.401058201058202,24.800000000000004,0.3169121381411884,10.0,4.0,11.0,,0.2,,,,,1.0,,,,,2.0,,,2.0,,3.0,2.0,,1.0,,,,0.011235955056179775,,,,,0.18181818181818182,,,,,,,,,,,,,1.0,False,,,,
1924,1610612739,Lee Nailon,Lee Nailon,1924,CLE,14638.0,244,-64,465,452,134,163,69,917,13.0,22.0,6.0,8.0,2.0,4.0,12.0,29.0,17.0,42.0,,1.0,1.0,42.0,93.0,,2.0,11.0,95.0,519,6.0,12.0,4.0,16.0,9.0,23.0,2.0,3.0,21.0,54.0,30.0,,8.0,1.0,,,1.0,10.0,,10.0,,8.0,2.0,,20.0,,15.0,,2.0,16.0,,18.0,15.0,33.0,,2.0,1.0,1.0,11.0,2.0,10.0,3.0,1.0,,14,1.0,6.0,10.0,21.0,3.0,1.0,14.0,4.0,9.0,,,,,,,,,21.0,134,2.0,0.6428571428571429,0.7105263157894737,,,,0.45161290322580644,0.5,0.391304347826087,0.4421052631578947,0.46153846153846156,0.36,0.475,0.5333333333333333,0.3888888888888889,0.021052631578947368,0.010752688172043012,,20.87912087912088,0.7857142857142857,,,0.0963855421686747,0.06912442396313365,0.06060606060606061,,0.09045226130653267,0.0641025641025641,0.03636363636363636,0.08571428571428572,0.07608695652173914,,,0.058823529411764705,0.13793103448275862,0.08771929824561403,0.08,,,0.23157894736842105,0.5909090909090909,0.5909090909090909,0.5384615384615384,0.30526315789473685,0.41379310344827586,0.42857142857142855,0.5,0.4421052631578947,0.40476190476190477,0.40476190476190477,0.8235294117647058,0.010526315789473684,,,,0.6153846153846154,0.75,0.16,0.5,0.04,0.25263157894736843,,0.43802765957446815,0.5351846153846155,0.41847916666666657,0.09,0.09183673469387756,0.16842105263157894,0.22105263157894736,10.575268817204298,40.6,0.28817204301075267,,,,0.034482758620689655,,1.0,0.010526315789473684,0.16666666666666666,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,0.07692307692307693,,,,0.04,,,,,,,,,,,False,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,63319.0,1055,-109,1977,1990,506,478,280,3967,34.0,71.0,12.0,24.0,11.0,25.0,7.0,19.0,52.0,124.0,,4.0,2.0,93.0,214.0,2.0,17.0,33.0,225.0,2105,20.0,35.0,11.0,54.0,27.0,61.0,4.0,8.0,65.0,138.0,48.0,6.0,26.0,,4.0,,9.0,54.0,8.0,62.0,4.0,19.0,13.0,22.0,132.0,5.0,47.0,,16.0,58.0,,74.0,52.0,126.0,4.0,18.0,12.0,6.0,28.0,6.0,24.0,12.0,4.0,1.0,40,4.0,7.0,46.0,88.0,5.0,2.0,43.0,5.0,22.0,2.0,15.0,9.0,5.0,16.0,7.0,,,65.0,506,13.0,0.7419354838709677,0.8625,1.0,0.11764705882352941,0.11764705882352941,0.43457943925233644,0.5714285714285714,0.4426229508196721,0.4155844155844156,0.5657894736842105,0.43846153846153846,0.45,0.6136363636363636,0.4642857142857143,0.0735930735930736,0.04205607476635514,0.08450704225352113,12.516184721622787,0.7,,,0.07240948813982521,0.05516431924882629,0.09302325581395349,0.045871559633027525,0.07605344295991778,0.054110301768990635,0.07307692307692308,0.04838709677419355,0.046511627906976744,0.05970149253731343,0.023809523809523808,0.0648854961832061,0.05533596837944664,0.0944055944055944,0.104,0.03333333333333333,0.4375,0.30735930735930733,0.4788732394366197,0.5230769230769231,0.5882352941176471,0.08225108225108226,0.3684210526315789,0.3888888888888889,0.5714285714285714,0.5367965367965368,0.41935483870967744,0.4262295081967213,0.8653846153846154,0.017316017316017316,,,,0.631578947368421,0.5,0.38461538461538464,0.44,0.03076923076923077,0.38095238095238093,,0.46761558441558443,0.5235916666666666,0.4597561538461538,0.08870967741935484,0.09523809523809523,0.24,0.28888888888888886,11.31495327102804,24.205882352941178,0.2559433485078402,4.0,3.0,,0.05263157894736842,0.06382978723404255,13.0,0.05627705627705628,0.08333333333333333,1.0,,2.0,2.0,2.0,,1.0,,1.0,3.0,1.0,,,,1.0,,0.3333333333333333,0.25,0.016129032258064516,0.15384615384615385,0.15384615384615385,1.0,0.05263157894736842,0.02631578947368421,,,0.03076923076923077,,,,,1.0,0.058823529411764705,,1.0,0.5,1.0,False,1.0,0.25,0.5,1.0
2430,1610612739,Carlos Boozer,Carlos Boozer,2430,CLE,135025.0,2250,45,4302,4308,1124,1070,616,8610,254.0,378.0,77.0,120.0,50.0,85.0,66.0,186.0,87.0,223.0,1.0,4.0,4.0,407.0,787.0,1.0,4.0,172.0,989.0,4451,91.0,163.0,38.0,220.0,94.0,187.0,4.0,69.0,260.0,576.0,238.0,3.0,128.0,,4.0,1.0,63.0,112.0,12.0,124.0,10.0,47.0,22.0,43.0,260.0,19.0,169.0,8.0,82.0,405.0,72.0,559.0,196.0,755.0,14.0,62.0,38.0,24.0,65.0,7.0,41.0,55.0,24.0,3.0,120,6.0,31.0,88.0,170.0,23.0,22.0,222.0,26.0,98.0,25.0,48.0,39.0,8.0,49.0,29.0,2.0,,260.0,1124,10.0,0.7076167076167076,0.8396501457725948,1.0,0.25,0.25,0.5171537484116899,0.558282208588957,0.5026737967914439,0.5164348925410872,0.558282208588957,0.5,0.5557432432432432,0.595108695652174,0.5630434782608695,0.0050568900126422255,0.08005082592121983,0.13227513227513227,20.0,0.5416666666666666,0.5373134328358209,0.05405405405405406,0.23209169054441262,0.09255202628696604,0.21465968586387435,0.07692307692307693,0.22896097790314998,0.09068982151471297,0.09705372616984402,0.10361842105263158,0.078003120124805,0.0755813953488372,0.08,0.20783645655877342,0.26407766990291265,0.2286158631415241,0.19029850746268656,0.04375,0.5918367346938775,0.4778761061946903,0.671957671957672,0.774390243902439,0.6850393700787402,0.23514538558786346,0.3548387096774194,0.375,0.5454545454545454,0.28192161820480405,0.3901345291479821,0.39545454545454545,0.896551724137931,0.0050568900126422255,0.25,0.25,1.0,0.7361963190184049,0.6416666666666667,0.44502617801047123,0.5882352941176471,0.020942408376963352,0.4829329962073325,0.25,0.5005173830594183,0.5353233766233767,0.492536387434555,0.11355735805330243,0.1140861466821886,0.2224469160768453,0.26289180990899896,7.284625158831006,25.475,0.2612738261273826,2.0,4.0,2.0,0.053763440860215055,0.2719298245614035,,,0.12987012987012986,1.0,1.0,,,,,,1.0,,,1.0,,4.0,,1.0,1.0,,0.25,0.013452914798206279,,,,,,,,,0.25,8.0,,,,,,,,,False,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,169152.0,2819,-51,5385,5405,1443,1442,771,10790,266.0,457.0,34.0,68.0,76.0,119.0,111.0,311.0,131.0,373.0,36.0,135.0,52.0,508.0,1141.0,55.0,194.0,297.0,1478.0,5588,52.0,116.0,18.0,149.0,138.0,290.0,67.0,129.0,450.0,458.0,558.0,126.0,64.0,3.0,132.0,36.0,62.0,374.0,49.0,423.0,20.0,168.0,72.0,134.0,895.0,9.0,79.0,,64.0,213.0,14.0,291.0,88.0,379.0,38.0,120.0,88.0,32.0,122.0,32.0,79.0,112.0,43.0,21.0,234,15.0,51.0,46.0,128.0,4.0,27.0,393.0,41.0,164.0,42.0,53.0,24.0,20.0,57.0,28.0,2.0,,450.0,1443,12.0,0.4507874015748031,0.4810924369747899,0.7636363636363637,0.28350515463917525,0.2879581151832461,0.44522348816827345,0.4482758620689655,0.47586206896551725,0.44232209737827716,0.48880597014925375,0.4495798319327731,0.48801597869507324,0.5103448275862069,0.5174418604651163,0.1453183520599251,0.05433829973707274,0.07658643326039387,27.538071065989847,0.5213675213675214,0.08,,0.09766162310866575,0.03442265795206972,0.13168724279835392,0.02631578947368421,0.10386201724784402,0.03337125521425863,0.05,0.03825136612021858,0.017793594306049824,0.039301310043668124,,0.07859078590785908,0.08059701492537313,0.13065976714100905,0.12797619047619047,0.055232558139534885,0.49122807017543857,0.3423220973782772,0.5820568927789934,0.6303317535545023,0.4849624060150376,0.23295880149812734,0.35691318327974275,0.38408304498269896,0.3783783783783784,0.2794007490636704,0.3512064343163539,0.35597826086956524,0.44274809160305345,0.10112359550561797,0.26666666666666666,0.26666666666666666,0.6944444444444444,0.5074626865671642,0.5,0.3333333333333333,0.6386554621848739,0.14565826330532214,0.48764044943820223,0.2727272727272727,0.4979895786305493,0.5140330645161291,0.49268597733711056,0.1136986301369863,0.12974683544303797,0.10081190798376184,0.3044654939106901,8.70666082383874,25.329381443298963,0.26796657381615596,29.0,12.0,15.0,0.0707395498392283,0.14,59.0,0.044194756554307116,0.08823529411764706,9.0,,19.0,8.0,15.0,4.0,10.0,8.0,9.0,18.0,15.0,39.0,3.0,1.0,4.0,1.0,0.5,0.22388059701492538,0.013404825737265416,0.3220338983050847,0.3220338983050847,0.8947368421052632,0.05970149253731343,0.07462686567164178,0.4,0.75,0.04201680672268908,0.15384615384615385,,2.0,0.01020408163265306,,,,7.0,0.4666666666666667,3.0,False,5.0,,0.625,0.8
