EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,DefThreePtRebounds,Travels,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,Clear Path Fouls,Arc3PctBlocked,BlockedArc3,HeaveMakes
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,16314.0,272,-37.0,492,507,135,180,73,999,9.0,19.0,2.0,3.0,1.0,6.0,6.0,17.0,15.0,48.0,5.0,7.0,2.0,2.0,11.0,32.0,2.0,6.0,7.0,14.0,30.0,84.0,16.0,39.0,16.0,124.0,535,3.0,8.0,2.0,6.0,3.0,15.0,5.0,23.0,9.0,16.0,3.0,40.0,16.0,44.0,30.0,18.0,2.0,1.0,31.0,11.0,6.0,32.0,3.0,35.0,1.0,2.0,10.0,9.0,13.0,73.0,2.0,2.0,18.0,2.0,20.0,4.0,24.0,2.0,4.0,2.0,2.0,16.0,1.0,10.0,5.0,3.0,6.0,21.0,1.0,9.0,7.0,17.0,1.0,20.0,2.0,2.0,8.0,2.0,40.0,135,1.0,0.26666666666666666,0.27586206896551724,0.625,0.41025641025641024,0.3333333333333333,0.5625,0.42105263157894735,0.35714285714285715,0.375,0.21739130434782608,0.43902439024390244,0.42857142857142855,0.47435897435897434,0.46946564885496184,0.4666666666666667,0.4878048780487805,0.3170731707317073,0.07142857142857142,0.2631578947368421,0.058823529411764705,26.20689655172414,0.7619047619047619,0.11764705882352941,0.09523809523809523,0.009302325581395349,0.046511627906976744,0.07627118644067797,0.015503875968992248,0.015151515151515152,0.009523809523809525,0.029411764705882353,0.1111111111111111,0.10416666666666667,0.03636363636363636,0.12790697674418605,0.029850746268656716,0.15447154471544716,0.47368421052631576,0.6428571428571429,0.3333333333333333,0.13821138211382114,0.35294117647058826,0.375,0.16666666666666666,0.3902439024390244,0.3125,0.3125,0.26666666666666666,0.056910569105691054,0.7142857142857143,0.7142857142857143,1.0,0.2601626016260163,0.34375,0.34375,0.45454545454545453,0.21428571428571427,0.6666666666666666,0.5,0.42857142857142855,0.3333333333333333,0.5,0.15384615384615385,0.16666666666666666,0.05128205128205128,1.0,0.358974358974359,0.5,0.4715447154471545,0.3548387096774194,0.4536463114754099,0.48090833333333327,0.43407763157894746,0.06201550387596899,0.08888888888888889,0.12096774193548387,0.3225806451612903,13.480952380952383,25.900000000000002,0.27439024390243905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,11419.0,190,55.0,338,336,48,51,41,674,5.0,12.0,2.0,6.0,,2.0,27.0,54.0,,6.0,,,,,,,,,,,32.0,72.0,,,10.0,74.0,311,5.0,12.0,,,3.0,13.0,2.0,9.0,,,2.0,6.0,32.0,32.0,,,6.0,,,,5.0,5.0,3.0,8.0,3.0,,1.0,2.0,2.0,19.0,3.0,19.0,27.0,4.0,36.0,24.0,60.0,4.0,5.0,2.0,3.0,4.0,,2.0,10.0,1.0,2.0,14.0,1.0,,6.0,23.0,3.0,19.0,1.0,,9.0,1.0,6.0,48,5.0,0.5,0.5517241379310345,,,,,,0.4444444444444444,0.4166666666666667,0.2222222222222222,0.4444444444444444,0.4166666666666667,0.2222222222222222,0.4567901234567901,0.43333333333333335,0.3,,0.06944444444444445,0.25,,24.111675126903553,0.2857142857142857,0.4444444444444444,0.17647058823529413,0.14285714285714285,0.16666666666666666,0.16326530612244897,0.1456953642384106,0.10344827586206896,0.17307692307692307,0.21428571428571427,,0.1875,0.10256410256410256,0.21212121212121213,0.11428571428571428,0.16666666666666666,0.4166666666666667,0.5555555555555556,0.2,0.75,0.5,0.5,0.5555555555555556,0.08333333333333333,,,,,,,,,,,,0.5,0.3333333333333333,,,,,0.2222222222222222,,,,,,0.16666666666666666,,0.4113,0.5195636363636363,0.4123,0.1125,0.1125,0.17567567567567569,0.08108108108108109,7.7333333333333325,,0.14201183431952663,2.0,5.0,3.0,2.0,15.0,12.0,2.0,1.0,15.0,6.0,2.0,1.0,0.3333333333333333,0.16666666666666666,0.11627906976744186,0.17391304347826086,0.15151515151515152,0.4,,,,,,,,,,,,,,,,True,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,18215.0,304,97.0,554,556,160,172,79,1110,12.0,22.0,2.0,5.0,4.0,6.0,17.0,31.0,27.0,55.0,4.0,7.0,2.0,2.0,6.0,11.0,1.0,2.0,1.0,2.0,56.0,108.0,10.0,18.0,22.0,164.0,513,10.0,16.0,1.0,2.0,,23.0,14.0,28.0,3.0,4.0,6.0,43.0,80.0,32.0,30.0,,2.0,,11.0,6.0,9.0,8.0,6.0,14.0,5.0,1.0,3.0,3.0,2.0,34.0,,12.0,24.0,4.0,32.0,13.0,45.0,1.0,3.0,2.0,1.0,11.0,,7.0,7.0,2.0,4.0,18.0,2.0,6.0,4.0,19.0,2.0,25.0,1.0,,10.0,3.0,43.0,160,4.0,0.7142857142857143,0.7272727272727273,1.0,0.5555555555555556,0.5,0.75,0.5555555555555556,0.5185185185185185,0.625,0.5,0.5634920634920635,0.6388888888888888,0.578125,0.5942028985507246,0.6388888888888888,0.6142857142857143,0.14285714285714285,0.08333333333333333,0.18181818181818182,0.0967741935483871,23.963133640552996,0.6111111111111112,0.26666666666666666,0.09836065573770492,0.05405405405405406,,0.08860759493670886,0.04669260700389105,0.06578947368421052,0.0673076923076923,,,0.07352941176470588,0.0847457627118644,0.11965811965811966,0.0196078431372549,0.1746031746031746,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.24603174603174602,0.5483870967741935,0.6071428571428571,0.5882352941176471,0.4365079365079365,0.4909090909090909,0.5094339622641509,0.8148148148148148,0.05555555555555555,0.5714285714285714,0.5714285714285714,1.0,0.0873015873015873,0.5454545454545454,0.5454545454545454,1.0,0.2777777777777778,0.4,0.5,0.1111111111111111,0.5,1.0,0.1875,0.6666666666666666,0.0625,1.0,0.0625,0.5,0.31746031746031744,0.5454545454545454,0.451129365079365,0.4520852941176471,0.44280312499999996,0.07407407407407407,0.08547008547008547,0.1402439024390244,0.2621951219512195,12.359259259259257,24.45,0.2888086642599278,1.0,4.0,2.0,3.0,1.0,1.0,,,1.0,1.0,,,0.03636363636363636,0.05555555555555555,0.05555555555555555,,0.037037037037037035,1.0,0.1111111111111111,,,,,,,,,,,,,,,True,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,74575.0,1243,154.0,2275,2280,618,744,330,4555,85.0,133.0,31.0,53.0,20.0,38.0,14.0,55.0,2.0,10.0,,,,,,6.0,,1.0,,4.0,101.0,198.0,,6.0,57.0,259.0,2254,36.0,67.0,,1.0,11.0,83.0,23.0,53.0,,4.0,23.0,69.0,138.0,64.0,,,52.0,3.0,3.0,,28.0,23.0,5.0,28.0,4.0,1.0,6.0,3.0,14.0,61.0,13.0,114.0,117.0,6.0,138.0,134.0,272.0,6.0,33.0,20.0,13.0,21.0,2.0,14.0,26.0,1.0,7.0,47.0,7.0,9.0,84.0,175.0,11.0,118.0,2.0,,39.0,21.0,69.0,618,19.0,0.6831683168316832,0.92,,,,,,0.51010101010101,0.5373134328358209,0.4339622641509434,0.4950980392156863,0.5294117647058824,0.40350877192982454,0.49427480916030536,0.5,0.42073170731707316,0.029411764705882353,0.1414141414141414,0.15037593984962405,0.14545454545454545,11.560044893378226,0.44680851063829785,0.09230769230769231,0.12758996728462377,0.11764705882352941,0.07692307692307693,0.11609498680738786,0.11159929701230228,0.12091503267973856,0.10187110187110188,0.061068702290076333,0.13157894736842105,0.09448818897637795,0.15481171548117154,0.1320754716981132,0.08823529411764706,0.6519607843137255,0.6390977443609023,0.7522123893805309,0.6705882352941176,0.2696078431372549,0.2545454545454545,0.2978723404255319,0.7857142857142857,0.049019607843137254,0.2,0.2,0.5,,,,,0.029411764705882353,,,,0.7794117647058824,0.5849056603773585,0.1935483870967742,0.014705882352941176,,,0.6666666666666666,0.5263157894736842,,,0.07017543859649122,,0.6813725490196079,,0.5018287499999999,0.5283555555555556,0.4970935185185184,0.16182572614107885,0.16595744680851063,0.3204633204633205,0.26640926640926643,3.173232323232323,48.96666666666667,0.27164835164835166,7.0,15.0,5.0,22.0,18.0,10.0,1.0,7.0,18.0,10.0,5.0,2.0,,0.10144927536231885,0.06818181818181818,0.15384615384615385,0.05421686746987952,0.5555555555555556,0.1111111111111111,,,,,,,,,,,,,,,True,,,,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,44842.0,747,195.0,1379,1363,345,402,199,2742,23.0,41.0,2.0,4.0,7.0,10.0,35.0,81.0,76.0,185.0,2.0,10.0,,1.0,22.0,47.0,5.0,6.0,9.0,19.0,134.0,307.0,24.0,57.0,90.0,430.0,1332,17.0,31.0,5.0,10.0,4.0,53.0,29.0,61.0,9.0,20.0,56.0,141.0,62.0,206.0,48.0,24.0,2.0,1.0,46.0,22.0,11.0,143.0,21.0,164.0,11.0,10.0,50.0,30.0,63.0,349.0,2.0,9.0,44.0,,56.0,11.0,67.0,1.0,23.0,12.0,11.0,30.0,4.0,22.0,17.0,1.0,8.0,47.0,4.0,9.0,24.0,71.0,7.0,99.0,9.0,6.0,28.0,23.0,141.0,345,11.0,0.23134328358208955,0.23308270676691728,0.6666666666666666,0.42105263157894735,0.5,0.45,0.42857142857142855,0.4364820846905538,0.5483870967741935,0.47540983606557374,0.46703296703296704,0.5975609756097561,0.5246913580246914,0.5233990147783252,0.6162790697674418,0.6435185185185185,0.1565934065934066,0.035830618892508145,0.12195121951219512,0.06172839506172839,27.962962962962965,0.6382978723404256,,0.07899461400359066,0.01517706576728499,0.01904761904761905,0.08080808080808081,0.015759312320916905,0.016483516483516484,0.016339869281045753,0.02564102564102564,,0.037037037037037035,0.10344827586206896,0.092,0.005208333333333333,0.11263736263736264,0.5609756097560976,0.6388888888888888,0.30434782608695654,0.22252747252747251,0.43209876543209874,0.4605263157894737,0.14285714285714285,0.5082417582417582,0.41081081081081083,0.41304347826086957,0.25,0.027472527472527472,0.2,0.2,1.0,0.12912087912087913,0.46808510638297873,0.46808510638297873,0.6363636363636364,0.0975609756097561,0.5,0.5,0.14634146341463414,0.8333333333333334,0.6,0.12345679012345678,0.7,0.012345679012345678,,0.2345679012345679,0.47368421052631576,0.2692307692307692,0.4782608695652174,0.44340413223140496,0.44631857142857145,0.44033249999999996,0.0731070496083551,0.08588957055214724,0.12325581395348838,0.32790697674418606,13.666123778501627,25.273684210526316,0.25018129079042783,,12.0,2.0,4.0,5.0,,1.0,4.0,6.0,4.0,,,0.005405405405405406,,0.08823529411764706,0.009523809523809525,0.07,0.6666666666666666,0.1388888888888889,4.0,1.0,1.0,1.0,0.0975609756097561,,,,,,,,,,True,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,40496.0,675,106.0,1238,1228,328,449,187,2466,15.0,20.0,1.0,1.0,5.0,5.0,2.0,4.0,16.0,47.0,11.0,20.0,4.0,6.0,26.0,48.0,3.0,6.0,3.0,7.0,33.0,71.0,37.0,68.0,39.0,216.0,1208,4.0,10.0,3.0,6.0,3.0,20.0,10.0,14.0,7.0,13.0,19.0,60.0,64.0,2.0,111.0,,,,48.0,26.0,2.0,33.0,7.0,40.0,6.0,1.0,11.0,12.0,10.0,87.0,2.0,7.0,63.0,16.0,105.0,11.0,116.0,2.0,19.0,10.0,9.0,13.0,,8.0,,,5.0,13.0,1.0,4.0,27.0,57.0,,44.0,1.0,5.0,15.0,5.0,60.0,328,6.0,0.9696969696969697,0.9696969696969697,1.0,0.5441176470588235,0.5,0.5384615384615384,0.5441176470588235,0.4647887323943662,0.4,0.7142857142857143,0.6366906474820144,0.53125,0.7592592592592593,0.6708860759493671,0.5555555555555556,0.7916666666666666,0.4892086330935252,0.028169014084507043,0.1,,11.696306429548564,1.0,0.4,0.12830957230142567,0.013592233009708738,0.021739130434782608,0.14759535655058043,0.014827018121911038,,0.020833333333333332,0.014285714285714285,0.045454545454545456,0.09558823529411764,0.14754098360655737,0.13733905579399142,0.030303030303030304,0.14388489208633093,0.75,0.8333333333333334,0.9333333333333333,0.02877697841726619,0.5,0.5,1.0,0.3381294964028777,0.3404255319148936,0.3404255319148936,1.0,0.14388489208633093,0.55,0.5789473684210527,1.0,0.34532374100719426,0.5416666666666666,0.5416666666666666,1.0,0.0625,1.0,1.0,0.375,0.5,1.0,0.18518518518518517,1.0,0.2222222222222222,0.6666666666666666,0.25925925925925924,0.42857142857142855,0.6330935251798561,0.5416666666666666,0.5039276978417266,0.48747857142857143,0.5010648148148148,0.09803921568627451,0.17647058823529413,0.09259259259259259,0.2777777777777778,13.764788732394363,24.48235294117647,0.2649434571890145,2.0,26.0,,1.0,3.0,1.0,,2.0,3.0,1.0,,1.0,,0.05555555555555555,0.23214285714285715,0.017857142857142856,0.27058823529411763,0.3333333333333333,0.1111111111111111,,,,,,1.0,0.014705882352941176,0.05,,,,,,,True,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,54819.0,914,80.0,1677,1700,440,570,229,3377,28.0,46.0,5.0,7.0,3.0,9.0,25.0,70.0,53.0,152.0,11.0,27.0,3.0,6.0,17.0,64.0,2.0,13.0,7.0,20.0,106.0,268.0,28.0,91.0,80.0,376.0,1689,14.0,27.0,3.0,16.0,11.0,48.0,14.0,46.0,10.0,26.0,42.0,100.0,140.0,72.0,78.0,6.0,,2.0,62.0,17.0,16.0,67.0,10.0,77.0,8.0,2.0,28.0,18.0,21.0,164.0,2.0,8.0,73.0,1.0,92.0,11.0,103.0,8.0,19.0,13.0,6.0,27.0,5.0,19.0,18.0,4.0,8.0,45.0,2.0,9.0,14.0,30.0,5.0,104.0,10.0,,43.0,11.0,100.0,440,3.0,0.660377358490566,0.660377358490566,0.9285714285714286,0.3076923076923077,0.1875,0.38461538461538464,0.3146067415730337,0.39552238805970147,0.5185185185185185,0.30434782608695654,0.41225626740947074,0.43023255813953487,0.4027777777777778,0.4641975308641975,0.4897959183673469,0.5208333333333334,0.25348189415041783,0.05970149253731343,0.08695652173913043,0.07142857142857142,22.959183673469386,0.6,0.019230769230769232,0.10977443609022557,0.011251758087201125,0.015503875968992248,0.1104368932038835,0.011904761904761904,0.013215859030837005,0.008356545961002786,0.02,,0.0797872340425532,0.125,0.11974110032362459,0.03980099502487562,0.12813370473537605,0.6086956521739131,0.6666666666666666,0.5,0.19498607242339833,0.35714285714285715,0.38461538461538464,0.6,0.4233983286908078,0.34868421052631576,0.36551724137931035,0.7735849056603774,0.07520891364902507,0.4074074074074074,0.4074074074074074,1.0,0.17827298050139276,0.265625,0.265625,0.8823529411764706,0.16279069767441862,0.7142857142857143,0.6,0.3023255813953488,0.15384615384615385,1.0,0.125,0.3333333333333333,0.08333333333333333,0.5,0.2777777777777778,0.35,0.3816155988857939,0.27419354838709675,0.46340616246498595,0.4958805555555555,0.4610985714285715,0.11421319796954314,0.14285714285714285,0.1276595744680851,0.26595744680851063,12.564552238805973,25.30659340659341,0.26237328562909956,1.0,18.0,2.0,1.0,4.0,3.0,,1.0,4.0,2.0,,,0.046052631578947366,0.019230769230769232,0.11320754716981132,0.016,0.09243697478991597,0.5,0.175,3.0,1.0,,,0.06976744186046512,,,,1.0,2.0,0.3333333333333333,1.0,0.021505376344086023,,True,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,51446.0,857,181.0,1570,1572,463,568,222,3142,66.0,101.0,13.0,21.0,21.0,32.0,63.0,139.0,84.0,205.0,,,,,2.0,14.0,1.0,4.0,1.0,8.0,213.0,445.0,2.0,14.0,94.0,526.0,1538,27.0,54.0,1.0,4.0,18.0,75.0,54.0,116.0,1.0,8.0,45.0,156.0,266.0,160.0,6.0,,26.0,1.0,13.0,2.0,9.0,75.0,31.0,106.0,18.0,13.0,28.0,12.0,35.0,243.0,13.0,56.0,169.0,20.0,236.0,72.0,308.0,11.0,29.0,16.0,13.0,26.0,6.0,14.0,21.0,3.0,12.0,47.0,3.0,11.0,17.0,51.0,5.0,115.0,10.0,,51.0,12.0,156.0,463,9.0,0.6244131455399061,0.665,1.0,0.14285714285714285,0.25,0.125,0.15384615384615385,0.4786516853932584,0.5,0.46551724137931033,0.47058823529411764,0.49137931034482757,0.4475806451612903,0.513671875,0.5514705882352942,0.52,0.030501089324618737,0.020224719101123594,0.04950495049504951,0.02158273381294964,30.3804347826087,0.5531914893617021,0.5405405405405406,0.26910828025477707,0.08497723823975721,0.1015625,0.27621483375959077,0.08767471410419314,0.041237113402061855,0.09329446064139942,0.09473684210526316,0.12121212121212122,0.21965317919075145,0.2275449101796407,0.3229166666666667,0.04782608695652174,0.22004357298474944,0.6534653465346535,0.6875,0.6363636363636364,0.3028322440087146,0.45323741007194246,0.4632352941176471,0.49206349206349204,0.4466230936819172,0.4097560975609756,0.4117647058823529,0.7142857142857143,,,,,0.030501089324618737,0.14285714285714285,0.14285714285714285,1.0,0.3620689655172414,0.6190476190476191,,0.06896551724137931,0.25,1.0,0.25806451612903225,0.65625,,,0.06451612903225806,0.125,0.25054466230936817,0.15384615384615385,0.4247280567685589,0.44444285714285714,0.4217975609756097,0.102,0.10493827160493827,0.14258555133079848,0.2965779467680608,11.24247191011236,26.985714285714288,0.2949044585987261,3.0,47.0,3.0,7.0,54.0,36.0,3.0,15.0,54.0,38.0,1.0,6.0,0.004878048780487805,0.07317073170731707,0.3051948051948052,0.13114754098360656,0.3220338983050847,0.7037037037037037,0.25,,2.0,,,,,,,,,,,,4.0,True,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,29343.0,489,30.0,901,900,278,285,143,1801,8.0,17.0,5.0,8.0,2.0,4.0,2.0,13.0,26.0,55.0,,,,,,2.0,,,,1.0,36.0,85.0,,2.0,8.0,80.0,906,8.0,19.0,,,2.0,18.0,10.0,17.0,,1.0,4.0,24.0,50.0,22.0,,,10.0,,2.0,,3.0,31.0,8.0,39.0,7.0,1.0,10.0,7.0,14.0,86.0,4.0,20.0,32.0,,48.0,25.0,73.0,1.0,9.0,3.0,6.0,6.0,1.0,3.0,5.0,1.0,3.0,11.0,1.0,3.0,25.0,49.0,,10.0,,,3.0,2.0,24.0,278,5.0,0.6944444444444444,0.8064516129032258,,,,,,0.4235294117647059,0.42105263157894735,0.5882352941176471,0.41379310344827586,0.42105263157894735,0.5555555555555556,0.43478260869565216,0.45,0.5714285714285714,0.022988505747126436,0.03529411764705882,0.11764705882352941,,9.689557855127,0.5454545454545454,,0.0893854748603352,0.048426150121065374,0.05714285714285714,0.11009174311926606,0.049689440993788817,0.01652892561983471,0.058823529411764705,0.07017543859649122,,0.06930693069306931,0.10891089108910891,0.08974358974358974,0.021739130434782608,0.19540229885057472,0.47058823529411764,0.5333333333333333,0.25,0.14942528735632185,0.15384615384615385,0.15384615384615385,,0.632183908045977,0.4727272727272727,0.48148148148148145,0.8846153846153846,,,,,0.022988505747126436,,,,0.42105263157894735,0.625,,,,,0.2222222222222222,0.5,,,0.05555555555555555,,0.21839080459770116,,0.4260511494252874,0.4532294117647059,0.40614999999999996,0.03333333333333333,0.03409090909090909,0.225,0.3,13.489411764705883,26.200000000000003,0.30854605993340734,1.0,16.0,1.0,,11.0,3.0,3.0,5.0,11.0,8.0,1.0,,0.01818181818181818,0.03333333333333333,0.20512820512820512,0.07042253521126761,0.1694915254237288,0.7272727272727273,0.3157894736842105,,,,,,,,,,,,,,,True,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,13128.0,219,-40.0,403,399,78,80,64,802,14.0,27.0,4.0,8.0,2.0,3.0,14.0,43.0,3.0,14.0,,,,,,3.0,,,,3.0,31.0,84.0,,3.0,20.0,82.0,418,7.0,15.0,,,5.0,19.0,6.0,16.0,,3.0,4.0,16.0,46.0,16.0,,,6.0,3.0,,,9.0,9.0,3.0,12.0,3.0,,3.0,,6.0,27.0,2.0,16.0,21.0,1.0,24.0,18.0,42.0,1.0,2.0,,2.0,10.0,1.0,2.0,6.0,,8.0,16.0,2.0,1.0,13.0,26.0,5.0,23.0,3.0,,12.0,1.0,16.0,78,1.0,0.7419354838709677,0.8214285714285714,,,,,,0.36904761904761907,0.4666666666666667,0.375,0.3563218390804598,0.4666666666666667,0.3157894736842105,0.422680412371134,0.5277777777777778,0.38095238095238093,0.034482758620689655,0.10714285714285714,0.2222222222222222,0.06976744186046512,23.59081419624217,0.625,0.09090909090909091,0.12804878048780488,0.08376963350785341,0.09523809523809523,0.12234042553191489,0.08490566037735849,0.03225806451612903,0.08333333333333333,0.1111111111111111,,0.125,0.047619047619047616,0.17073170731707318,0.023809523809523808,0.3103448275862069,0.5185185185185185,0.6666666666666666,0.7857142857142857,0.4942528735632184,0.32558139534883723,0.35,0.6428571428571429,0.16091954022988506,0.21428571428571427,0.21428571428571427,1.0,,,,,0.034482758620689655,,,,0.5333333333333333,0.5,0.25,,,,0.15789473684210525,0.6666666666666666,,,0.15789473684210525,,0.3448275862068966,,0.4269880952380953,0.4510133333333334,0.38351875,0.125,0.12903225806451613,0.23170731707317074,0.1951219512195122,7.064285714285714,42.1,0.1935483870967742,,2.0,,2.0,5.0,4.0,,1.0,5.0,2.0,,1.0,,,0.08333333333333333,0.18181818181818182,,0.4,0.3333333333333333,,,,,,,,,,,,,,,True,,,,
