EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedLongMidRange,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,on
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,93906.0,1565,-33,2877,2863,876,904,341,5740,96.0,175,19.0,40.0,27.0,50.0,73.0,165.0,96.0,217.0,1.0,1.0,265,557,1.0,100.0,630,2844,35.0,78.0,14.0,84.0,66.0,143.0,1.0,41.0,173.0,294.0,236.0,28.0,1.0,39.0,67.0,14.0,81.0,10.0,4.0,44.0,10.0,13.0,176.0,21.0,68.0,3.0,34.0,122.0,23.0,179.0,92.0,271.0,9.0,36.0,20.0,16.0,62.0,11.0,32.0,61.0,2.0,30.0,13.0,123.0,15.0,48.0,102,193,16.0,23.0,134.0,12.0,62.0,11.0,36.0,1.0,1.0,20.0,16.0,37.0,16.0,2.0,7.0,6.0,173.0,876,17.0,0.5547169811320755,0.5856573705179283,0.4757630161579892,0.44871794871794873,0.46153846153846156,0.47491039426523296,0.44871794871794873,0.4583333333333333,0.5088852988691438,0.4827586206896552,0.5118343195266272,0.0017921146953405018,0.07001795332136446,0.16,0.03636363636363636,0.02304147465437788,22.74678111587983,0.5040650406504065,0.19658119658119658,0.037037037037037035,0.10971223021582734,0.06739345887016848,0.11333333333333333,0.06501547987616099,0.11048158640226628,0.06681681681681682,0.07216494845360824,0.0625,0.0678391959798995,0.07352941176470588,0.05042016806722689,0.09737827715355805,0.12460063897763578,0.10714285714285714,0.1091703056768559,0.1267605633802817,0.036,0.43243243243243246,0.31362007168458783,0.5485714285714286,0.6530612244897959,0.5208333333333334,0.2956989247311828,0.44242424242424244,0.4591194968553459,0.273972602739726,0.3888888888888889,0.4423963133640553,0.4528301886792453,0.8020833333333334,0.0017921146953405018,0.5128205128205128,0.475,0.2631578947368421,0.3472222222222222,0.54,0.006944444444444444,0.3154121863799283,0.4414413978494624,0.46749218749999993,0.43314375,0.10197368421052631,0.10214168039538715,0.13333333333333333,0.2746031746031746,9.802692998204666,28.1,0.3044838373305527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,93293.0,1555,88,2826,2848,488,555,350,5674,103.0,176,23.0,53.0,15.0,25.0,21.0,84.0,14.0,62.0,,,138,322,,88.0,364,2754,27.0,68.0,24.0,78.0,16.0,38.0,,18.0,50.0,234.0,42.0,30.0,,33.0,47.0,18.0,65.0,11.0,7.0,29.0,6.0,12.0,148.0,35.0,99.0,1.0,40.0,222.0,15.0,277.0,135.0,412.0,14.0,47.0,32.0,15.0,41.0,10.0,27.0,35.0,3.0,14.0,1.0,76.0,17.0,16.0,97,182,14.0,14.0,127.0,15.0,65.0,6.0,89.0,,,52.0,31.0,89.0,57.0,2.0,5.0,2.0,50.0,488,13.0,0.8478260869565217,0.9512195121951219,0.42857142857142855,0.39705882352941174,0.42105263157894735,0.42857142857142855,0.39705882352941174,0.42105263157894735,0.48148148148148145,0.47560975609756095,0.5,,0.10248447204968944,0.11931818181818182,0.14285714285714285,,14.034003091190108,0.5394736842105263,0.1744186046511628,0.015384615384615385,0.1783132530120482,0.0953757225433526,0.15810276679841898,0.11513157894736842,0.17489986648865152,0.09985096870342772,0.10687022900763359,0.12566844919786097,0.05970149253731343,0.11055276381909548,0.12380952380952381,0.1419939577039275,0.18787878787878787,0.1934931506849315,0.15,0.1780821917808219,0.09333333333333334,0.6404494382022472,0.546583850931677,0.5852272727272727,0.6645161290322581,0.8252427184466019,0.2608695652173913,0.25,0.2916666666666667,0.9523809523809523,0.19254658385093168,0.22580645161290322,0.22580645161290322,0.8571428571428571,,0.7794117647058824,0.4339622641509434,0.34782608695652173,0.6578947368421053,0.6,,0.546583850931677,0.48966708074534143,0.528228,0.5097815789473684,0.17473118279569894,0.17473118279569894,0.21428571428571427,0.13736263736263737,5.5555900621118015,,0.1726822363765039,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,149707.0,2495,127,4639,4619,1182,1237,556,9258,101.0,168,12.0,16.0,26.0,44.0,42.0,126.0,81.0,210.0,227.0,68.0,224,504,325.0,117.0,928,4603,22.0,37.0,14.0,85.0,49.0,114.0,94.0,55.0,252.0,162.0,286.0,16.0,225.0,35.0,153.0,53.0,206.0,24.0,29.0,79.0,26.0,48.0,465.0,7.0,27.0,,53.0,192.0,12.0,257.0,34.0,291.0,13.0,86.0,48.0,38.0,78.0,24.0,46.0,60.0,7.0,32.0,11.0,138.0,12.0,37.0,45,122,6.0,15.0,144.0,12.0,53.0,22.0,22.0,5.0,2.0,3.0,11.0,27.0,14.0,,,1.0,252.0,1182,20.0,0.36160714285714285,0.375,0.4444444444444444,0.5945945945945946,0.4298245614035088,0.48914354644149577,0.5634920634920635,0.4735576923076923,0.5184770436730123,0.5915492957746479,0.518595041322314,0.39203860072376356,0.06944444444444445,0.09523809523809523,0.11904761904761904,0.01904761904761905,19.493287956135376,0.5652173913043478,0.07142857142857142,,0.10105263157894737,0.016906700062617408,0.11597374179431072,0.013358778625954198,0.10394569367840475,0.01603017444601603,0.02619047619047619,0.017825311942959002,0.00974025974025974,0.008771929824561403,0.02197802197802198,0.0783132530120482,0.0872093023255814,0.12189616252821671,0.11419753086419752,0.12030075187969924,0.029748283752860413,0.5185185185185185,0.20265379975874548,0.6011904761904762,0.6644736842105263,0.4158415841584158,0.1519903498190591,0.3333333333333333,0.3783783783783784,0.16666666666666666,0.25331724969843183,0.38571428571428573,0.3932038834951456,0.3950617283950617,0.2738238841978287,0.25396825396825395,0.75,0.25,0.21153846153846154,0.5909090909090909,0.3269230769230769,0.594692400482509,0.4984114406779662,0.485928,0.49301463414634134,0.06199770378874857,0.09724770642201835,0.09159482758620689,0.27155172413793105,9.874007936507937,25.05538461538461,0.25479629230437595,8.0,33.0,98.0,1.0,4.0,7.0,26.0,88.0,8.0,22.0,26.0,121.0,9.0,26.0,33.0,297.0,66.0,2.0,88.0,2.0,2.0,3.0,1.0,3.0,0.8181818181818182,0.3723076923076923,0.34615384615384615,0.35106382978723405,0.3746130030959752,0.006153846153846154,0.01020408163265306,0.004405286343612335,0.11821471652593486,0.336734693877551,0.3402061855670103,0.9090909090909091,0.3876651982378855,0.3893805309734513,0.7840909090909091,0.06349206349206349,0.25,1.0,0.3492063492063492,0.36363636363636365,0.875,0.125,0.2692307692307692,0.38235294117647056,0.39111111111111113,0.003067484662576687,,,True
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,162957.0,2716,189,5020,5012,1304,1360,614,10032,161.0,275,19.0,28.0,34.0,72.0,34.0,124.0,130.0,340.0,188.0,59.0,325,739,220.0,294.0,1142,4941,29.0,59.0,22.0,95.0,75.0,187.0,68.0,130.0,322.0,182.0,468.0,20.0,175.0,41.0,292.0,129.0,421.0,79.0,50.0,136.0,53.0,103.0,971.0,25.0,73.0,7.0,51.0,213.0,6.0,270.0,105.0,375.0,18.0,122.0,73.0,49.0,143.0,29.0,87.0,109.0,16.0,56.0,16.0,252.0,23.0,68.0,80,227,16.0,23.0,381.0,26.0,145.0,54.0,30.0,,,20.0,5.0,30.0,14.0,5.0,,3.0,322.0,1304,41.0,0.28,0.28888888888888886,0.4397834912043302,0.4915254237288136,0.40106951871657753,0.4421272158498436,0.42441860465116277,0.3764705882352941,0.5026455026455027,0.46568627450980393,0.4749262536873156,0.22940563086548488,0.05548037889039242,0.10909090909090909,0.06451612903225806,0.008823529411764706,24.15475775531544,0.5674603174603174,0.03225806451612903,0.05223880597014925,0.10260115606936417,0.041571753986332574,0.10559006211180125,0.043859649122807015,0.10316529894490035,0.04213241616509028,0.053763440860215055,0.04567699836867863,0.029498525073746312,0.05405405405405406,0.025,0.0914179104477612,0.07746478873239436,0.12345679012345678,0.0906515580736544,0.14615384615384616,0.036585365853658534,0.4666666666666667,0.2867570385818561,0.5854545454545454,0.6571428571428571,0.37888198757763975,0.12930135557872785,0.27419354838709675,0.29310344827586204,0.14705882352941177,0.3545359749739312,0.38235294117647056,0.3857566765578635,0.19230769230769232,0.19603753910323254,0.32558139534883723,0.6785714285714286,0.05263157894736842,0.2823529411764706,0.4722222222222222,0.23137254901960785,0.516162669447341,0.47941440677966096,0.49059296874999997,0.454609631147541,0.1361111111111111,0.168997668997669,0.08318739054290718,0.2819614711033275,10.176048714479023,27.11999999999999,0.2597609561752988,5.0,10.0,32.0,1.0,7.0,1.0,9.0,56.0,4.0,20.0,13.0,66.0,5.0,27.0,14.0,102.0,96.0,13.0,56.0,1.0,7.0,3.0,2.0,,0.5151515151515151,0.3,0.18518518518518517,0.20588235294117646,0.3188405797101449,0.004545454545454545,,0.005319148936170213,0.03336809176225235,0.3125,0.3125,1.0,0.2978723404255319,0.2994652406417112,0.42857142857142855,0.08139534883720931,0.14285714285714285,1.0,0.23255813953488372,0.2,0.25,0.03529411764705882,0.1111111111111111,0.22033898305084745,0.32,0.009009009009009009,2.0,1.0,True
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,187177.0,3120,148,5761,5758,1481,1550,700,11519,41.0,103,5.0,15.0,11.0,25.0,58.0,139.0,121.0,253.0,202.0,50.0,220,495,405.0,107.0,1033,5697,19.0,45.0,7.0,87.0,51.0,113.0,100.0,44.0,260.0,200.0,240.0,10.0,198.0,37.0,190.0,36.0,226.0,17.0,19.0,75.0,63.0,52.0,488.0,11.0,35.0,6.0,61.0,299.0,75.0,435.0,52.0,487.0,9.0,86.0,56.0,30.0,99.0,26.0,80.0,76.0,12.0,19.0,6.0,175.0,16.0,39.0,112,227,11.0,16.0,127.0,3.0,23.0,18.0,23.0,,,9.0,7.0,23.0,14.0,,1.0,,260.0,1481,30.0,0.45454545454545453,0.46511627906976744,0.4444444444444444,0.4222222222222222,0.45132743362831856,0.5144444444444445,0.45977011494252873,0.5070422535211268,0.5298189563365282,0.47191011235955055,0.5386266094420601,0.45,0.07474747474747474,0.27184466019417475,0.050359712230215826,0.007905138339920948,16.894768856447687,0.5657142857142857,0.35714285714285715,0.0379746835443038,0.12658763759525826,0.017482517482517484,0.10701754385964912,0.016666666666666666,0.12278308321964529,0.01728024042073629,0.029465930018416207,0.010014306151645207,0.015789473684210527,0.021176470588235293,0.00851063829787234,0.09967320261437909,0.12615384615384614,0.14181818181818182,0.11165048543689321,0.0949367088607595,0.01910828025477707,0.6086956521739131,0.11444444444444445,0.39805825242718446,0.5466666666666666,0.4634146341463415,0.15444444444444444,0.4172661870503597,0.4393939393939394,0.25862068965517243,0.2811111111111111,0.4782608695652174,0.4820717131474104,0.5454545454545454,0.22444444444444445,0.1724137931034483,0.3333333333333333,0.2,0.11737089201877934,0.44,0.2347417840375587,0.5644444444444444,0.4852955915178572,0.4894854166666667,0.4611229665071772,0.026058631921824105,0.04466019417475728,0.08422071636011616,0.25169409486931266,12.226060606060608,24.645925925925923,0.2570734247526471,7.0,82.0,203.0,6.0,20.0,20.0,50.0,80.0,8.0,22.0,18.0,162.0,14.0,42.0,38.0,468.0,18.0,4.0,80.0,,11.0,44.0,1.0,,0.9629629629629629,0.4,0.3333333333333333,0.38,0.40399002493765584,,,,0.22555555555555556,0.4039408866995074,0.4039408866995074,0.9878048780487805,0.39603960396039606,0.39603960396039606,0.9375,0.22988505747126436,0.3,0.8333333333333334,0.25287356321839083,0.36363636363636365,1.0,0.2347417840375587,0.4,0.36,0.40404040404040403,0.0024630541871921183,2.0,,True
2366,1610612745,Mike Wilks,Mike Wilks,2366,HOU,2845.0,47,-12,86,87,47,25,8,173,1.0,2,,1.0,1.0,2.0,,,1.0,3.0,2.0,1.0,2,5,4.0,6.0,16,95,,1.0,,,1.0,2.0,3.0,2.0,10.0,2.0,2.0,,2.0,,3.0,2.0,5.0,2.0,,1.0,,2.0,12.0,,1.0,,,3.0,1.0,4.0,1.0,5.0,,,,,,1.0,,2.0,1.0,,,2.0,,,2,6,,,6.0,,3.0,,,,,,,,,,,,10.0,47,1.0,0.5,0.5,0.4,,0.5,0.5555555555555556,,0.8,0.6666666666666666,,0.8333333333333334,0.4444444444444444,,,,,14.73684210526316,,0.2,,0.07894736842105263,0.03333333333333333,,,0.06521739130434782,0.027777777777777776,,,0.06666666666666667,,,0.16666666666666666,0.09090909090909091,,,,,,0.2222222222222222,0.5,0.5,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,1.0,,,0.4,0.5,0.2,0.6666666666666666,0.49527222222222217,0.4854,0.55856,0.25,0.375,,0.625,10.44,24.324999999999996,0.5465116279069767,,1.0,2.0,,,1.0,2.0,1.0,,,1.0,2.0,,,2.0,3.0,3.0,,1.0,,,,,,0.5,0.5,,0.6666666666666666,0.5,,,,0.2222222222222222,0.5,0.5,1.0,0.5,0.5,,,,,,,,0.4,0.5,1.0,0.5,,,,True
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,22567.0,376,-2,703,698,190,188,75,1401,11.0,22,2.0,6.0,,1.0,6.0,13.0,3.0,9.0,20.0,10.0,20,44,25.0,23.0,78,715,2.0,6.0,,4.0,,2.0,11.0,15.0,21.0,14.0,26.0,2.0,18.0,4.0,50.0,27.0,77.0,16.0,11.0,19.0,7.0,24.0,181.0,1.0,6.0,,11.0,26.0,1.0,38.0,7.0,45.0,4.0,8.0,6.0,2.0,26.0,6.0,25.0,9.0,1.0,1.0,,35.0,1.0,10.0,8,30,,2.0,29.0,1.0,6.0,9.0,,,,,,,,,,,21.0,190,4.0,0.35,0.3684210526315789,0.45454545454545453,0.3333333333333333,,0.39855072463768115,0.3333333333333333,0.23076923076923078,0.46987951807228917,0.3333333333333333,0.45652173913043476,0.36231884057971014,0.09090909090909091,0.09090909090909091,0.07692307692307693,0.1111111111111111,15.089514066496163,0.7428571428571429,0.06666666666666667,,0.1015625,0.027777777777777776,0.13414634146341464,0.011235955056179775,0.10946745562130178,0.022950819672131147,0.028985507246376812,0.024390243902439025,0.03076923076923077,0.018518518518518517,,0.03225806451612903,0.06578947368421052,0.16101694915254236,0.12280701754385964,0.16,0.10526315789473684,,0.3188405797101449,0.5,0.55,0.45454545454545453,0.18840579710144928,0.46153846153846156,0.5,,0.13043478260869565,0.3333333333333333,0.375,0.6666666666666666,0.2898550724637681,1.0,0.3333333333333333,,0.07692307692307693,,0.7692307692307693,0.6811594202898551,0.4977544776119403,0.6062,0.49329999999999996,0.08108108108108109,0.12244897959183673,0.05128205128205128,0.2692307692307692,6.079545454545454,26.532000000000004,0.2702702702702703,,,5.0,,,,1.0,5.0,,,2.0,5.0,,,2.0,15.0,,2.0,5.0,,,,,,1.0,0.2,,0.18181818181818182,0.21739130434782608,,,,0.07246376811594203,,,,0.25,0.25,1.0,,,,,,,0.07692307692307693,,0.2,0.2777777777777778,,,,True
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,7101.0,118,-13,216,218,63,89,30,434,2.0,5,2.0,2.0,1.0,2.0,,2.0,5.0,15.0,4.0,1.0,7,22,5.0,7.0,21,220,3.0,6.0,,6.0,2.0,6.0,1.0,3.0,7.0,6.0,8.0,2.0,4.0,2.0,10.0,6.0,16.0,6.0,,3.0,3.0,4.0,38.0,,1.0,,1.0,7.0,,8.0,1.0,9.0,,5.0,3.0,2.0,5.0,3.0,3.0,5.0,1.0,2.0,,10.0,,1.0,4,6,,1.0,10.0,,4.0,1.0,,,,,,,,,,,7.0,63,1.0,0.42857142857142855,0.5,0.3181818181818182,0.5,0.3333333333333333,0.25925925925925924,0.42857142857142855,0.2857142857142857,0.328125,0.42857142857142855,0.3888888888888889,0.18518518518518517,0.09090909090909091,0.4,,,16.73306772908367,0.5,,,0.08860759493670886,0.01282051282051282,0.047619047619047616,,0.08,0.009900990099009901,0.034482758620689655,,,,,0.08695652173913043,0.05,0.1111111111111111,,0.125,,,0.18518518518518517,0.4,0.6666666666666666,,0.07407407407407407,,,,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.6,0.14814814814814814,0.2857142857142857,1.0,,0.2857142857142857,0.5,0.14285714285714285,0.37037037037037035,0.4283240740740741,0.45894166666666675,0.4042928571428571,0.12903225806451613,0.15384615384615385,0.2857142857142857,0.3333333333333333,12.77727272727273,25.58,0.2916666666666667,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,0.14285714285714285,,,,,,,,,,True
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,11282.0,188,12,356,362,145,149,43,718,6.0,11,,,3.0,5.0,,2.0,,6.0,19.0,6.0,6,19,25.0,1.0,52,348,,1.0,,,3.0,7.0,7.0,,21.0,2.0,10.0,,19.0,3.0,2.0,4.0,6.0,4.0,,1.0,1.0,,16.0,,,,2.0,20.0,2.0,24.0,,24.0,,10.0,7.0,3.0,6.0,,4.0,1.0,,2.0,,7.0,,3.0,11,23,2.0,,4.0,,2.0,,7.0,,,1.0,3.0,7.0,5.0,,,,21.0,145,2.0,0.16666666666666666,0.16666666666666666,0.3157894736842105,,0.42857142857142855,0.5795454545454546,,0.75,0.5652173913043478,,0.7,0.5681818181818182,0.15789473684210525,0.2727272727272727,,,13.118811881188119,0.8571428571428571,0.125,,0.15037593984962405,,0.041666666666666664,,0.12154696132596685,,,,,,,0.14285714285714285,0.1794871794871795,0.13636363636363635,0.05,,,0.7142857142857143,0.25,0.5454545454545454,0.75,0.16666666666666666,0.045454545454545456,,,,0.13636363636363635,,,,0.4318181818181818,,,,0.35714285714285715,0.6,0.42857142857142855,0.8181818181818182,0.5025636363636364,0.48405000000000004,0.47140000000000004,0.043478260869565216,0.09523809523809523,,0.40384615384615385,7.447368421052632,25.060000000000006,0.40730337078651685,3.0,3.0,6.0,,1.0,,1.0,10.0,,1.0,5.0,13.0,,2.0,5.0,39.0,,,10.0,,1.0,,,,1.0,0.52,,0.7142857142857143,0.52,,,,0.13636363636363635,0.5,0.5,1.0,0.5263157894736842,0.5263157894736842,1.0,0.3333333333333333,,,0.3333333333333333,,,0.07142857142857142,,0.8333333333333334,0.5263157894736842,,,,True
1559,1610612745,Adrian Griffin,Adrian Griffin,1559,HOU,2688.0,45,-24,89,99,21,31,5,188,1.0,1,,,,,1.0,2.0,1.0,3.0,1.0,1.0,3,6,2.0,,9,103,,,,,,,1.0,,3.0,6.0,,,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,3.0,5.0,,8.0,,8.0,,2.0,,2.0,,,,,,,,,,,3,8,,,2.0,,,1.0,1.0,,,1.0,,1.0,,,,,3.0,21,1.0,1.0,1.0,0.5,,,0.5625,,1.5,0.5,,0.75,0.25,,,,,9.574468085106384,,,,0.1111111111111111,,0.2727272727272727,,0.14285714285714285,,,,,,,0.08695652173913043,0.16666666666666666,,0.25,0.3333333333333333,,,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,,,,,,1.0,0.375,0.44150625,,0.2739,,,,0.3333333333333333,12.633333333333335,25.55,0.23595505617977527,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,3.0,,1.0,,,,,,,0.5,,1.0,0.5,,,,0.125,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,True
