EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceFg2Pct,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3FGA,Travels,PenaltyArc3Frequency,HeaveAttempts,Arc3Assists,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,on,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,DefensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends
109,1610612759,Robert Horry,Robert Horry,109,SAS,1217.0,20,9.0,40,40,21,31,8,80,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1,4,1.0,1.0,1.0,6,33,1.0,1.0,1.0,3.0,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,21,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.6,1.5,0.2,0.25,1.0,14.285714285714286,0.5,0.10526315789473684,0.05263157894736842,0.3333333333333333,0.13636363636363635,0.047619047619047616,0.16666666666666666,0.125,0.16666666666666666,0.5,0.2,1.0,1.0,1.0,0.2,0.4,0.2,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.42697,0.5231,0.2,0.25,0.5,12.25,25.1,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3293.0,55,-12.0,106,110,23,44,14,216,2.0,2.0,1.0,1.0,1.0,2,,,2,5,1.0,4.0,1.0,8,95,1.0,2.0,1.0,3.0,4,3.0,,,1.0,1.0,1.0,1.0,2.0,,,5.0,6.0,,6.0,3.0,2.0,1.0,4.0,1.0,2.0,,3.0,2.0,2.0,,,,,,1.0,,3.0,23,1.0,1.0,1.0,0.25,0.25,0.4,0.5,0.3888888888888889,0.3333333333333333,0.4,0.375,0.4444444444444444,0.2,1.0,11.2,0.75,0.09090909090909091,,,0.08064516129032258,,,0.13636363636363635,,,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,0.2222222222222222,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.536861111111111,0.5815833333333333,,,0.375,11.080000000000002,23.525,0.2169811320754717,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.15384615384615385,1.0,0.4444444444444444,0.25,0.25,1.0,0.5,1.0,1.0,0.3333333333333333,0.47275,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,3984.0,66,-6.0,124,129,30,38,15,253,6.0,8.0,2.0,2.0,11.0,3,,,15,22,,,16.0,46,116,3.0,4.0,5.0,11.0,22,,,,2.0,9.0,10.0,2.0,21.0,4.0,2.0,16.0,20.0,6.0,26.0,4.0,4.0,4.0,8.0,,,4.0,6.0,1.0,20.0,2.0,10.0,7.0,6.0,,7.0,,11.0,30,0.7333333333333333,0.8461538461538461,,,,0.6818181818181818,0.75,0.6818181818181818,0.75,0.7419354838709677,0.7857142857142857,,0.09090909090909091,0.09090909090909091,27.083333333333336,0.5,0.25,0.08333333333333333,0.25,0.25,0.08771929824561403,0.06666666666666667,0.25,0.17391304347826086,0.3333333333333333,0.36363636363636365,0.75,0.8571428571428571,0.6666666666666666,0.5,0.13636363636363635,,,,,0.5,1.0,0.36363636363636365,,0.43028636363636363,0.47797500000000004,0.3333333333333333,0.3333333333333333,0.2391304347826087,6.9363636363636365,,0.24193548387096775,,,,,,6.0,,,10.0,,2.0,4.0,2.0,2.0,,1.0,1.0,,,5.0,1.0,,0.6666666666666666,0.7142857142857143,0.5,0.35294117647058826,0.7142857142857143,,,,,,,,,0.420375,0.21739130434782608,3.0,4.0,6.0,3.0,4.0,2.0,8.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.125,0.125,0.1111111111111111,0.1875,0.25,0.2,0.2,0.5454545454545454,0.6,0.8333333333333334,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1500,1610612759,Ron Mercer,Ron Mercer,1500,SAS,924.0,15,-4.0,27,29,11,9,5,56,1.0,2.0,1.0,1.0,,4,,1.0,3,6,,1.0,1.0,7,25,3.0,3.0,1.0,7.0,4,,1.0,,,2.0,2.0,1.0,4.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,7.0,11,0.6666666666666666,0.6666666666666666,,,,0.5,1.0,0.42857142857142855,0.75,0.5,0.875,0.14285714285714285,,,25.806451612903228,,,,0.3333333333333333,0.05555555555555555,,,,,,0.2857142857142857,0.5,0.5,,,0.5714285714285714,0.14285714285714285,,,,0.25,1.0,0.42857142857142855,,0.49573571428571434,0.5135875,0.14285714285714285,0.16666666666666666,1.0,12.616666666666667,25.3,0.4074074074074074,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.4003,,,,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,0.5,,,,,0.5,0.5,1.0,,,,1.0,1.0,0.25,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1853,1610612759,Anthony Carter,Anthony Carter,1853,SAS,5233.0,87,1.0,166,167,45,54,21,333,4.0,8.0,3.0,3.0,6.0,20,,2.0,11,34,,3.0,,22,144,4.0,9.0,,8.0,12,,1.0,,,9.0,12.0,2.0,27.0,2.0,1.0,8.0,9.0,2.0,11.0,5.0,4.0,7.0,12.0,,1.0,4.0,9.0,,,,,,,,,,8.0,45,0.5454545454545454,0.6,,,,0.3235294117647059,0.4444444444444444,0.2972972972972973,0.36363636363636365,0.2972972972972973,0.36363636363636365,0.08108108108108109,,,25.38860103626943,0.4166666666666667,0.09302325581395349,0.028169014084507043,0.09090909090909091,0.09278350515463918,0.024691358024691357,,0.09090909090909091,0.13793103448275862,0.25,0.21621621621621623,0.5,0.5,0.5,0.16216216216216217,0.5405405405405406,0.05405405405405406,,,,0.2727272727272727,1.0,0.2972972972972973,,0.4275763888888888,0.45344000000000007,,,0.36363636363636365,12.288235294117646,32.766666666666666,0.2710843373493976,,1.0,,,1.0,5.0,,,6.0,2.0,,4.0,4.0,,1.0,1.0,,,,,,,0.6,0.6,,0.041666666666666664,,0.02702702702702703,,,,,,,0.09090909090909091,0.45836,0.2727272727272727,1.0,1.0,1.0,6.0,3.0,,10.0,2.0,3.0,1.0,4.0,3.0,,,1.0,2.0,1.0,,0.6,,,,,,,0.041666666666666664,0.16666666666666666,0.16666666666666666,,0.3,0.3,0.6666666666666666,0.2,1.0,,1.0,2.0,0.09090909090909091,1.0,2.0,1.0,0.07692307692307693,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2720.0,45,,91,90,26,33,13,181,3.0,6.0,1.0,2.0,2.0,3,1.0,3.0,5,11,1.0,4.0,4.0,17,77,1.0,3.0,2.0,4.0,8,3.0,3.0,1.0,,3.0,4.0,,9.0,2.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,,1.0,,1.0,,3.0,,5.0,1.0,3.0,2.0,1.0,,2.0,,4.0,26,0.8,0.8,1.0,0.25,0.25,0.45454545454545453,0.3333333333333333,0.43333333333333335,0.3333333333333333,0.5,0.5,0.26666666666666666,,,16.822429906542055,1.0,0.0625,0.05263157894736842,0.16666666666666666,0.07407407407407407,0.06666666666666667,,0.09523809523809523,,,0.4,0.5,0.5,0.6666666666666666,0.13333333333333333,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5557233333333333,0.4802666666666666,0.17647058823529413,0.23076923076923078,0.23529411764705882,6.7272727272727275,24.65,0.2857142857142857,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,0.07142857142857142,,0.06666666666666667,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,,0.14285714285714285,,0.25,0.3333333333333333,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.14285714285714285,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,675.0,11,-2.0,22,22,7,14,4,44,2.0,5.0,1.0,1.0,2.0,1,,,3,8,,,,6,20,1.0,1.0,,2.0,2,,,,2.0,,,,,,,,,,,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,2.0,7,0.3333333333333333,0.3333333333333333,,,,0.375,1.0,0.375,1.0,0.375,1.0,,0.25,0.5,38.46153846153846,,,,,,,,,,,0.625,0.4,0.5,0.5,0.25,0.125,,,,,1.0,1.0,0.625,,0.49056249999999996,0.3673,,,0.3333333333333333,3.6,,0.3181818181818182,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,1.0,,,,0.2,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2692.0,45,4.0,82,81,27,17,9,163,1.0,6.0,1.0,3.0,5.0,1,,,1,12,,,5.0,7,65,1.0,4.0,5.0,7.0,2,,,,4.0,4.0,4.0,1.0,8.0,3.0,1.0,6.0,8.0,4.0,12.0,3.0,2.0,2.0,5.0,,3.0,2.0,5.0,2.0,6.0,,,2.0,1.0,,2.0,,7.0,27,1.0,1.0,,,,0.08333333333333333,0.25,0.08333333333333333,0.25,0.23333333333333334,0.5,,0.3333333333333333,0.6,21.27659574468085,0.6,0.13953488372093023,0.08108108108108109,0.16666666666666666,0.14285714285714285,0.09523809523809523,0.16666666666666666,0.07142857142857142,0.1111111111111111,,0.5,0.16666666666666666,0.2,1.0,0.4166666666666667,0.08333333333333333,,,,,0.75,0.3333333333333333,0.5,,0.4225833333333333,0.45855,,,1.0,5.391666666666666,,0.32926829268292684,,,,,,2.0,,,2.0,,1.0,1.0,1.0,,1.0,,3.0,,,,,,,0.3333333333333333,0.5,0.2727272727272727,,,,,,,,,,0.35,0.2857142857142857,,2.0,,,,2.0,,,,,3.0,,1.0,,1.0,1.0,,1.0,,0.16666666666666666,,0.2,0.07142857142857142,,0.2,0.16666666666666666,,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,2834.0,47,9.0,86,84,22,13,8,170,2.0,4.0,,,1.0,2,1.0,3.0,2,7,3.0,5.0,1.0,14,73,,1.0,,6.0,2,9.0,3.0,1.0,1.0,2.0,2.0,,4.0,1.0,1.0,2.0,3.0,1.0,4.0,,,,,,,,3.0,2.0,2.0,,1.0,2.0,1.0,,2.0,,6.0,22,0.5,1.0,1.0,0.6,0.6,0.2857142857142857,,0.5416666666666666,0.75,0.5384615384615384,0.75,0.4166666666666667,0.14285714285714285,,13.26530612244898,,0.044444444444444446,0.02857142857142857,0.2,0.06,0.025,,,0.05555555555555555,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.08333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,1.0,,,0.75,0.3333333333333333,0.5076583333333333,0.5456375,0.07692307692307693,0.125,0.42857142857142855,9.257142857142856,24.459999999999997,0.2558139534883721,2.0,2.0,,,2.0,1.0,,,2.0,3.0,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,0.07142857142857142,0.5,0.16666666666666666,1.0,1.0,1.0,,,,0.5,0.5143,0.14285714285714285,1.0,1.0,,,1.0,,2.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,0.25,,,0.07142857142857142,,,,,,,,,,1.0,1.0,,1.0,,0.25,,,,,,2.0,2.0,0.6666666666666666,1.0,True,,,,,,,,,,,,,,,,,,,,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,695.0,12,9.0,22,21,8,9,2,43,1.0,1.0,,,,1,,,1,2,,,2.0,4,18,,1.0,,,2,,,,,1.0,2.0,1.0,5.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,2.0,,1.0,,,,,,,8,1.0,1.0,,,,0.5,,0.5,,0.6666666666666666,,,,,12.0,,0.1111111111111111,,,0.1,,,,,,0.5,1.0,1.0,1.0,,0.5,,,,,,,0.5,,0.5416,0.2819,0.3333333333333333,0.3333333333333333,,10.8,,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
