EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,Fg3aBlocked,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceArc3PctAssisted,3SecondViolations,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked,on,Clear Path Fouls
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,54231.0,904,63,1696,1694,535,679,213,3390,43,65,1.0,4,18,26,22.0,55,19.0,50.0,6.0,13.0,1.0,2.0,1.0,6.0,20.0,54.0,1.0,3.0,6.0,20.0,84,170,26.0,67.0,106.0,352,1823,5,12,2.0,5.0,9.0,25,28,57,7.0,26.0,49.0,126,54.0,114,57.0,21.0,54.0,20.0,11.0,99.0,71.0,170.0,49.0,22.0,34.0,18.0,47.0,411.0,5.0,8,15.0,57,72,13,85,4.0,34.0,26.0,8.0,25.0,5.0,17.0,15.0,8.0,2.0,40.0,10.0,23.0,47,5.0,128.0,10.0,11.0,38.0,1.0,24.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,126,535,9.0,0.32142857142857145,0.32142857142857145,0.7307692307692307,0.3880597014925373,0.4,0.2692307692307692,0.3880597014925373,0.49411764705882355,0.4166666666666667,0.49122807017543857,0.5189873417721519,0.47058823529411764,0.463855421686747,0.5896551724137931,0.5714285714285714,0.5642201834862385,0.28270042194092826,0.06470588235294118,0.1076923076923077,0.03636363636363636,0.04,17.03665462054724,0.625,0.09076433121019108,0.015151515151515152,0.07281553398058252,0.019157088122605363,0.08633093525179857,0.016476552598225603,0.020689655172413793,0.016666666666666666,0.009852216748768473,0.016574585635359115,0.025,0.078125,0.08040201005025126,0.10970464135021098,0.06164383561643835,0.1,0.03669724770642202,0.3333333333333333,0.2742616033755274,0.6615384615384615,0.7413793103448276,0.37209302325581395,0.2320675105485232,0.4,0.41509433962264153,0.22727272727272727,0.2109704641350211,0.38,0.3958333333333333,0.3157894736842105,0.05485232067510549,0.46153846153846156,0.46153846153846156,1.0,0.22784810126582278,0.37037037037037035,0.37037037037037035,0.65,0.23529411764705882,0.25,1.0,0.11764705882352941,0.5,1.0,0.17647058823529413,0.3333333333333333,0.3132530120481928,0.6923076923076923,0.07228915662650602,0.16666666666666666,0.24096385542168675,0.3,0.5569620253164557,0.37037037037037035,0.48422489361702137,0.47217499999999996,0.47845246913580247,0.14661654135338345,0.1919191919191919,0.014705882352941176,0.07102272727272728,0.35795454545454547,8.074117647058822,25.452238805970147,0.3154481132075472,,,,,,,,,,,,,,,,,,,,,True,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,11347.0,189,-58,359,369,172,213,48,728,8,15,3.0,5,4,6,4.0,14,6.0,20.0,,1.0,,1.0,,,1.0,4.0,,1.0,,3.0,18,49,1.0,5.0,9.0,48,401,5,11,,2.0,2.0,12,9,21,,3.0,7.0,25,16.0,20,3.0,,4.0,1.0,6.0,4.0,,4.0,,,3.0,,1.0,8.0,3.0,11,1.0,10,13,14,27,,5.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,,8.0,3.0,8.0,19,2.0,12.0,,,5.0,,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,,25,172,7.0,0.4444444444444444,0.5333333333333333,1.0,0.2,,,0.2,0.3673469387755102,0.45454545454545453,0.42857142857142855,0.3611111111111111,0.38461538461538464,0.375,0.4,0.42857142857142855,0.43103448275862066,0.09259259259259259,0.12244897959183673,0.26666666666666666,0.07142857142857142,0.05,16.30695443645084,0.625,0.08333333333333333,0.08870967741935484,0.027777777777777776,0.061224489795918366,0.07051282051282051,0.08092485549132948,0.08333333333333333,0.13953488372093023,0.044444444444444446,0.05555555555555555,0.07692307692307693,0.16666666666666666,0.07142857142857142,0.03571428571428571,0.034482758620689655,,,0.25,0.2777777777777778,0.5333333333333333,0.7272727272727273,0.375,0.25925925925925924,0.2857142857142857,0.3076923076923077,0.25,0.37037037037037035,0.3,0.3157894736842105,0.6666666666666666,0.018518518518518517,,,,0.07407407407407407,0.25,0.3333333333333333,1.0,0.38461538461538464,0.6,,0.07692307692307693,,,0.07692307692307693,,0.25,0.6666666666666666,,,0.125,,0.37037037037037035,0.25,0.451862037037037,0.472195,0.46022083333333336,0.0847457627118644,0.09259259259259259,,0.25,0.5208333333333334,10.648979591836737,24.8,0.479108635097493,6.0,1.0,2.0,1.0,1.0,0.2,0.25,0.15384615384615385,,,,,,,,,,,,,True,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,99873.0,1665,28,3184,3176,897,997,388,6360,93,144,11.0,20,25,32,76.0,182,52.0,156.0,38.0,80.0,8.0,10.0,14.0,32.0,45.0,119.0,4.0,11.0,17.0,41.0,221,482,83.0,199.0,122.0,813,3438,29,60,12.0,21.0,11.0,105,52,95,31.0,73.0,72.0,269,256.0,186,231.0,18.0,118.0,45.0,27.0,47.0,46.0,93.0,34.0,12.0,21.0,6.0,20.0,232.0,31.0,51,53.0,158,231,85,316,14.0,52.0,31.0,21.0,43.0,5.0,22.0,29.0,21.0,4.0,72.0,16.0,68.0,121,10.0,160.0,17.0,1.0,58.0,,30.0,28.0,22.0,,6.0,28.0,16.0,,1.0,269,897,20.0,0.579185520361991,0.6037735849056604,0.927710843373494,0.41708542713567837,0.5714285714285714,0.4246575342465753,0.41919191919191917,0.45850622406639,0.48333333333333334,0.5473684210526316,0.5073421439060205,0.5802469135802469,0.5863095238095238,0.5398936170212766,0.5965909090909091,0.6344339622641509,0.2922173274596182,0.056016597510373446,0.0763888888888889,0.04945054945054945,0.04487179487179487,22.737306843267106,0.5972222222222222,0.13994685562444642,0.052200614124872056,0.13624678663239073,0.060077519379844964,0.13899868247694336,0.05492297387809779,0.05574912891986063,0.05934718100890208,0.042492917847025496,0.04788732394366197,0.08695652173913043,0.11331444759206799,0.14054054054054055,0.1625615763546798,0.12056737588652482,0.17757009345794392,0.040697674418604654,0.5714285714285714,0.21145374449339208,0.6458333333333334,0.6992481203007519,0.6021505376344086,0.26725403817914833,0.4175824175824176,0.4393063583815029,0.4342105263157895,0.2290748898678414,0.3333333333333333,0.348993288590604,0.75,0.11747430249632893,0.475,0.475,0.9210526315789473,0.17474302496328928,0.37815126050420167,0.37815126050420167,0.9333333333333333,0.24691358024691357,0.55,0.36363636363636365,0.12345679012345678,0.8,0.625,0.13580246913580246,0.36363636363636365,0.19047619047619047,0.78125,0.19047619047619047,0.4375,0.24404761904761904,0.4146341463414634,0.5036710719530103,0.3813559322033898,0.48065191458026496,0.4448759615384615,0.48871957831325313,0.08033240997229917,0.11089866156787763,,0.12915129151291513,0.33087330873308735,9.23651452282158,24.82160804020101,0.2817211055276382,18.0,,20.0,6.0,8.0,,,0.19047619047619047,1.0,3.0,4.0,0.033707865168539325,1.0,,,,,,,,True,
1744,1610612760,Jerome James,Jerome James,1744,SEA,42667.0,711,8,1315,1323,300,348,159,2638,67,101,20.0,27,10,18,25.0,77,2.0,10.0,,,,,,,,,,,,,94,188,,,58.0,246,1400,25,40,,,18.0,68,16,37,,,15.0,47,100.0,88,,,,,14.0,7.0,18.0,25.0,14.0,4.0,3.0,,4.0,68.0,17.0,40,15.0,77,103,59,162,5.0,15.0,9.0,6.0,22.0,3.0,6.0,35.0,16.0,8.0,57.0,6.0,62.0,124,14.0,85.0,9.0,,40.0,,7.0,46.0,19.0,3.0,24.0,46.0,32.0,5.0,12.0,47,300,13.0,0.5319148936170213,0.6493506493506493,,,,,,0.5,0.625,0.43243243243243246,0.5,0.625,0.43243243243243246,0.5442477876106194,0.68,0.47959183673469385,,0.07446808510638298,0.06930693069306931,0.09090909090909091,,18.917112299465238,0.38596491228070173,0.15247524752475247,0.09456264775413711,0.1,0.0845771144278607,0.14045801526717558,0.09134615384615384,0.0625,0.1111111111111111,0.10126582278481013,0.07352941176470588,0.1076923076923077,0.16447368421052633,0.2,0.10606060606060606,0.08247422680412371,0.1320754716981132,0.0625,0.6956521739130435,0.5372340425531915,0.6633663366336634,0.7127659574468085,0.6567164179104478,0.4095744680851064,0.3246753246753247,0.35714285714285715,0.2,0.05319148936170213,0.2,0.2,0.5,,,,,,,,,0.675,0.7407407407407407,0.15,,,,,,0.4864864864864865,0.5555555555555556,,,,,0.5372340425531915,,0.4763824468085106,0.5225862068965517,0.4688243243243243,0.182648401826484,0.182648401826484,,0.2764227642276423,0.1910569105691057,4.48031914893617,,0.22813688212927757,34.0,,11.0,15.0,19.0,,,0.28205128205128205,,2.0,1.0,0.05263157894736842,,4.0,,,,,,,True,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,139349.0,2322,12,4406,4399,1216,1427,541,8805,112,185,23.0,37,23,43,31.0,89,62.0,161.0,41.0,121.0,5.0,14.0,9.0,28.0,99.0,256.0,3.0,15.0,22.0,69.0,205,435,140.0,377.0,95.0,925,4739,35,73,8.0,29.0,16.0,110,49,101,31.0,97.0,51.0,242,216.0,194,393.0,27.0,254.0,99.0,46.0,90.0,52.0,142.0,24.0,28.0,56.0,16.0,18.0,336.0,37.0,60,59.0,205,302,104,406,4.0,80.0,62.0,18.0,63.0,13.0,38.0,46.0,25.0,5.0,109.0,25.0,93.0,187,14.0,127.0,9.0,,53.0,,15.0,41.0,21.0,6.0,14.0,42.0,20.0,,2.0,242,1216,28.0,0.526829268292683,0.5714285714285714,0.9357142857142857,0.3713527851458886,0.27586206896551724,0.31958762886597936,0.37333333333333335,0.47126436781609193,0.4794520547945205,0.48514851485148514,0.5110837438423645,0.46078431372549017,0.4823232323232323,0.5309988518943742,0.49107142857142855,0.5353982300884956,0.4642857142857143,0.10574712643678161,0.1837837837837838,0.1348314606741573,,19.483101391650102,0.5779816513761468,0.12966476913345984,0.043699927166788055,0.11346153846153846,0.05211267605633803,0.1256544502617801,0.04656745079212674,0.05089058524173028,0.037037037037037035,0.044145873320537425,0.05823293172690763,0.03773584905660377,0.13034623217922606,0.12877263581488935,0.12984822934232715,0.11948051948051948,0.0962962962962963,0.009732360097323601,0.47619047619047616,0.22783251231527094,0.6054054054054054,0.7417218543046358,0.48214285714285715,0.10960591133004927,0.34831460674157305,0.4025974025974026,0.3870967741935484,0.19827586206896552,0.38509316770186336,0.38509316770186336,0.6774193548387096,0.14901477832512317,0.33884297520661155,0.33884297520661155,0.975609756097561,0.31527093596059114,0.38671875,0.38823529411764707,0.9191919191919192,0.3627450980392157,0.6216216216216216,0.17391304347826086,0.13725490196078433,0.35714285714285715,0.8,0.14705882352941177,0.2,0.21717171717171718,0.5348837209302325,0.1414141414141414,0.32142857142857145,0.3484848484848485,0.3188405797101449,0.6921182266009852,0.38976377952755903,0.5089757425742575,0.4929532894736842,0.4896371794871797,0.06191588785046729,0.11064718162839249,,0.11891891891891893,0.2616216216216216,9.120689655172413,24.977718832891256,0.27598729005901046,32.0,1.0,38.0,12.0,9.0,0.002652519893899204,0.00390625,0.2714285714285714,2.0,7.0,3.0,0.056,1.0,,2.0,1.0,1.0,1.0,,,True,
1916,1610612760,Calvin Booth,Calvin Booth,1916,SEA,37567.0,626,-43,1209,1203,267,284,143,2412,47,75,15.0,28,9,14,6.0,33,16.0,47.0,,,,,,,,1.0,,1.0,,1.0,69,155,,1.0,49.0,187,1325,19,39,,1.0,16.0,54,11,28,,1.0,20.0,42,102.0,36,,,1.0,,19.0,7.0,9.0,16.0,6.0,3.0,4.0,,3.0,41.0,14.0,36,23.0,66,103,50,153,3.0,12.0,7.0,5.0,11.0,1.0,2.0,11.0,9.0,1.0,22.0,6.0,41.0,74,2.0,62.0,4.0,,27.0,,6.0,59.0,33.0,1.0,25.0,59.0,25.0,1.0,3.0,42,267,7.0,0.7391304347826086,0.8947368421052632,,,,,,0.44516129032258067,0.48717948717948717,0.39285714285714285,0.4423076923076923,0.475,0.3793103448275862,0.5054054054054054,0.5510204081632653,0.5121951219512195,0.00641025641025641,0.12258064516129032,0.17333333333333334,0.15151515151515152,0.02127659574468085,15.0,0.5,0.13924050632911392,0.09,0.16546762589928057,0.07329842931937172,0.14518760195758565,0.08460236886632826,0.12844036697247707,0.06557377049180328,0.08284023668639054,0.06428571428571428,0.09803921568627451,0.11888111888111888,0.16129032258064516,0.13636363636363635,0.1743119266055046,0.13333333333333333,0.04411764705882353,0.423728813559322,0.4807692307692308,0.6266666666666667,0.7580645161290323,0.723404255319149,0.21153846153846154,0.18181818181818182,0.21428571428571427,0.6666666666666666,0.30128205128205127,0.3404255319148936,0.34782608695652173,0.8125,,,,,0.00641025641025641,,,,0.7,0.5357142857142857,0.2,,,,0.025,,0.4827586206896552,0.6428571428571429,,,0.034482758620689655,,0.48717948717948717,,0.4790794871794871,0.519790625,0.4656344827586207,0.15083798882681565,0.15168539325842698,,0.2887700534759358,0.22459893048128343,7.367741935483871,25.8,0.22084367245657568,24.0,,14.0,6.0,8.0,,,0.45161290322580644,,,1.0,,,4.0,,,,,,,True,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,75328.0,1255,-54,2406,2392,670,741,275,4798,90,155,8.0,17,23,44,46.0,104,62.0,159.0,21.0,46.0,,,9.0,13.0,22.0,93.0,1.0,4.0,6.0,39.0,198,418,43.0,139.0,108.0,633,2574,18,36,1.0,4.0,4.0,43,51,108,15.0,52.0,55.0,202,160.0,236,108.0,21.0,87.0,22.0,35.0,77.0,46.0,123.0,35.0,11.0,42.0,12.0,23.0,292.0,7.0,22,21.0,73,97,29,126,6.0,50.0,29.0,21.0,56.0,12.0,29.0,38.0,27.0,2.0,94.0,25.0,41.0,100,10.0,155.0,5.0,,63.0,,17.0,14.0,8.0,2.0,4.0,15.0,6.0,,1.0,202,670,18.0,0.40404040404040403,0.418848167539267,0.8372093023255814,0.30935251798561153,0.25,0.28846153846153844,0.3233082706766917,0.47368421052631576,0.5,0.4722222222222222,0.47127468581687615,0.4875,0.459375,0.5007911392405063,0.48863636363636365,0.5024875621890548,0.2495511669658887,0.08373205741626795,0.12903225806451613,0.10576923076923077,0.025157232704402517,26.642201834862384,0.5957446808510638,0.08165548098434004,0.029451137884872823,0.07806691449814127,0.018617021276595744,0.08082545141874463,0.025823686553873553,0.036036036036036036,0.01694915254237288,0.03460207612456748,0.01845018450184502,0.01904761904761905,0.0673758865248227,0.038461538461538464,0.125,0.07246376811594203,0.0967741935483871,0.022727272727272728,0.4,0.27827648114901254,0.5806451612903226,0.6666666666666666,0.4888888888888889,0.1867145421903052,0.4423076923076923,0.4946236559139785,0.17391304347826086,0.28545780969479356,0.389937106918239,0.4,0.45161290322580644,0.08258527827648116,0.45652173913043476,0.45652173913043476,0.9523809523809523,0.16696588868940754,0.23655913978494625,0.2391304347826087,0.7272727272727273,0.425,0.47058823529411764,0.25,,,,0.1,0.25,0.275,0.5227272727272727,0.08125,0.6923076923076923,0.24375,0.15384615384615385,0.5278276481149012,0.25287356321839083,0.4841746363636366,0.46715454545454543,0.466426948051948,0.1024390243902439,0.1323529411764706,,0.0679304897314376,0.31911532385466035,9.274641148325358,26.385611510791374,0.27847049044056527,14.0,1.0,3.0,5.0,7.0,0.007194244604316547,0.010752688172043012,0.038461538461538464,6.0,,6.0,,1.0,,1.0,1.0,,,1.0,,True,
699,1610612760,Brent Barry,Brent Barry,699,SEA,69230.0,1154,49,2230,2212,518,625,266,4442,47,63,8.0,9,10,13,5.0,13,14.0,31.0,6.0,21.0,1.0,1.0,2.0,7.0,61.0,130.0,4.0,10.0,8.0,22.0,66,107,67.0,151.0,62.0,395,2385,12,14,5.0,11.0,1.0,40,15,24,10.0,29.0,23.0,83,64.0,68,180.0,21.0,129.0,61.0,7.0,148.0,62.0,210.0,41.0,21.0,85.0,25.0,38.0,482.0,5.0,7,36.0,73,114,13,127,1.0,56.0,41.0,15.0,51.0,21.0,44.0,30.0,7.0,,81.0,17.0,45.0,74,6.0,72.0,8.0,9.0,25.0,,10.0,8.0,5.0,1.0,2.0,9.0,6.0,,,83,518,6.0,0.48484848484848486,0.5245901639344263,0.8955223880597015,0.44370860927152317,0.45454545454545453,0.3448275862068966,0.44666666666666666,0.616822429906542,0.8571428571428571,0.625,0.6453488372093024,0.78,0.5660377358490566,0.6771929824561403,0.75,0.6171875,0.5852713178294574,0.06542056074766354,0.047619047619047616,0.23076923076923078,0.03225806451612903,14.43217665615142,0.6296296296296297,0.09113607990012484,0.010526315789473684,0.13793103448275862,0.013227513227513227,0.10263653483992467,0.011505273250239693,0.005076142131979695,0.018018018018018018,0.008130081300813009,0.015209125475285171,0.008695652173913044,0.07782101167315175,0.10566037735849057,0.08960573476702509,0.15463917525773196,0.08955223880597014,0.008695652173913044,0.6666666666666666,0.2441860465116279,0.746031746031746,0.7833333333333333,0.44680851063829785,0.050387596899224806,0.38461538461538464,0.5,,0.12015503875968993,0.45161290322580644,0.4666666666666667,0.7857142857142857,0.08139534883720931,0.2857142857142857,0.2857142857142857,1.0,0.5038759689922481,0.46923076923076923,0.4728682170542636,0.8852459016393442,0.36,0.8888888888888888,0.375,0.04,1.0,1.0,0.4,0.4,0.24528301886792453,0.7692307692307693,0.1320754716981132,0.2857142857142857,0.41509433962264153,0.36363636363636365,0.8294573643410853,0.4728682170542636,0.5387396887159532,0.49761315789473687,0.4933048076923078,0.09090909090909091,0.20161290322580644,,0.10126582278481013,0.21012658227848102,6.703738317757008,25.657615894039736,0.23228699551569507,10.0,1.0,5.0,9.0,3.0,0.006622516556291391,0.007692307692307693,0.0847457627118644,1.0,1.0,2.0,0.017857142857142856,1.0,,,1.0,1.0,,,,True,
951,1610612760,Ray Allen,Ray Allen,951,SEA,64353.0,1073,102,2020,2001,505,578,261,4021,83,116,7.0,14,11,20,35.0,89,39.0,106.0,15.0,43.0,1.0,4.0,4.0,13.0,51.0,138.0,6.0,9.0,13.0,32.0,157,311,66.0,181.0,124.0,636,2175,16,38,7.0,13.0,11.0,64,22,56,17.0,45.0,58.0,153,108.0,206,156.0,42.0,138.0,51.0,21.0,96.0,47.0,143.0,34.0,13.0,60.0,15.0,21.0,333.0,12.0,25,30.0,82,114,37,151,12.0,40.0,28.0,12.0,49.0,10.0,30.0,27.0,19.0,1.0,76.0,13.0,24.0,63,7.0,135.0,11.0,9.0,51.0,1.0,16.0,6.0,2.0,,4.0,6.0,4.0,,,153,505,13.0,0.34394904458598724,0.35294117647058826,0.7878787878787878,0.36464088397790057,0.5384615384615384,0.37777777777777777,0.36464088397790057,0.5048231511254019,0.42105263157894735,0.39285714285714285,0.5203252032520326,0.5196078431372549,0.47029702970297027,0.5719489981785064,0.5526315789473685,0.5813953488372093,0.3678861788617886,0.06752411575562701,0.07758620689655173,0.11235955056179775,0.018867924528301886,26.91645133505599,0.6447368421052632,0.11581920903954802,0.04118616144975288,0.1171875,0.03428571428571429,0.11618257261410789,0.038662486938349006,0.04046242774566474,0.05238095238095238,0.03125,0.027559055118110236,0.052083333333333336,0.09302325581395349,0.09829059829059829,0.15057915057915058,0.0967741935483871,0.17142857142857143,0.049586776859504134,0.6666666666666666,0.23577235772357724,0.7155172413793104,0.7757009345794392,0.3132530120481928,0.18089430894308944,0.39325842696629215,0.4430379746835443,0.17142857142857143,0.21544715447154472,0.36792452830188677,0.375,0.5641025641025641,0.08739837398373984,0.3488372093023256,0.35714285714285715,0.9333333333333333,0.2804878048780488,0.3695652173913043,0.3722627737226277,0.7450980392156863,0.27450980392156865,0.5,,0.0784313725490196,0.25,1.0,0.17647058823529413,0.6666666666666666,0.19801980198019803,0.55,0.12871287128712872,0.3076923076923077,0.31683168316831684,0.40625,0.6036585365853658,0.3695652173913043,0.49165509164969445,0.4579476190476191,0.45351899999999995,0.0975609756097561,0.1452991452991453,0.005494505494505495,0.10062893081761007,0.24056603773584906,8.990032154340835,25.11657458563535,0.25,8.0,2.0,2.0,7.0,3.0,0.011049723756906077,0.007246376811594203,0.031746031746031744,,,1.0,,0.8333333333333334,,,,,,,0.023255813953488372,True,
958,1610612760,Vitaly Potapenko,Vitaly Potapenko,958,SEA,33640.0,561,21,1035,1042,296,375,128,2077,38,69,6.0,16,11,16,28.0,66,14.0,28.0,,,,,,,,,,,,,80,163,,,22.0,182,1149,15,31,,,4.0,34,28,51,,,7.0,63,136.0,24,,,,,12.0,14.0,6.0,20.0,6.0,,9.0,2.0,3.0,46.0,14.0,29,16.0,52,74,43,117,1.0,12.0,7.0,5.0,9.0,1.0,4.0,20.0,5.0,3.0,29.0,10.0,22.0,61,8.0,42.0,4.0,,17.0,,6.0,11.0,7.0,,4.0,11.0,6.0,,8.0,63,296,4.0,0.85,0.9315068493150684,,,,,,0.49079754601226994,0.4838709677419355,0.5490196078431373,0.49079754601226994,0.4838709677419355,0.5490196078431373,0.5,0.4857142857142857,0.5431034482758621,,0.0736196319018405,0.11594202898550725,0.06060606060606061,,17.92693288020391,0.3103448275862069,0.14772727272727273,0.09477124183006536,0.12403100775193798,0.0880503144654088,0.14137214137214138,0.09247311827956989,0.11235955056179775,0.08928571428571429,0.08571428571428572,0.09734513274336283,0.06521739130434782,0.125,0.14953271028037382,0.16541353383458646,0.13541666666666666,0.09090909090909091,0.014285714285714285,0.5454545454545454,0.4233128834355828,0.5507246376811594,0.6229508196721312,0.8157894736842105,0.4049079754601227,0.42424242424242425,0.45161290322580644,0.8214285714285714,0.17177914110429449,0.5,0.5,1.0,,,,,,,,,0.5161290322580645,0.375,0.16666666666666666,,,,,,0.3137254901960784,0.6875,,,,,0.4233128834355828,,0.4485269938650309,0.459692,0.44039803921568627,0.09659090909090909,0.09659090909090909,,0.18681318681318682,0.34615384615384615,6.239263803680983,,0.28599033816425123,14.0,,6.0,3.0,5.0,,,0.17647058823529413,,,2.0,,,2.0,,,,,,,True,
