EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,HeaveAttempts,Corner3PctBlocked,on,BlockedArc3,Clear Path Fouls
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,18836.0,314,-9,591,591,135,163,81.0,1182,15.0,24.0,7.0,14.0,3.0,4.0,12.0,30.0,8.0,22.0,35.0,76.0,9.0,79.0,616,7.0,17.0,4.0,18.0,5.0,9.0,1.0,11.0,50.0,20.0,14.0,3.0,12.0,4.0,16.0,3.0,1.0,3.0,5.0,4.0,36.0,8.0,17.0,10.0,29.0,8.0,47.0,25.0,72.0,5.0,5.0,3.0,2.0,6.0,4.0,6.0,1.0,2.0,1.0,12.0,1.0,4.0,26.0,36,2.0,2.0,14.0,6.0,1.0,13.0,12.0,1.0,13.0,8.0,2.0,2.0,11.0,135,2.0,0.7142857142857143,0.8928571428571429,0.4605263157894737,0.4117647058823529,0.5555555555555556,0.4605263157894737,0.4117647058823529,0.5555555555555556,0.4759036144578313,0.4736842105263157,0.55,0.0394736842105263,0.0833333333333333,0.0333333333333333,13.848396501457726,0.5,0.4444444444444444,0.1255411255411255,0.0755555555555555,0.1515151515151515,0.1025641025641025,0.1313131313131313,0.0825082508250825,0.1076923076923077,0.0945945945945946,0.0348837209302325,0.0925925925925925,0.125,0.1184210526315789,0.2127659574468085,0.0925925925925925,0.2051282051282051,0.074074074074074,0.131578947368421,0.6153846153846154,0.3157894736842105,0.625,0.6818181818181818,0.5333333333333333,0.3947368421052631,0.4,0.4137931034482758,0.8333333333333334,0.2894736842105263,0.3636363636363636,0.3636363636363636,0.875,0.8235294117647058,0.5,0.4444444444444444,0.75,0.3157894736842105,0.4449486842105263,0.5241933333333334,0.4567222222222222,0.073170731707317,0.073170731707317,0.2278481012658227,0.1392405063291139,9.135526315789477,0.2284263959390862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,63909.0,1065,41,2077,2083,475,406,222.0,4160,87.0,130.0,23.0,32.0,22.0,35.0,30.0,65.0,32.0,58.0,149.0,253.0,62.0,360.0,2117,25.0,36.0,10.0,60.0,34.0,52.0,12.0,80.0,222.0,76.0,40.0,19.0,30.0,11.0,41.0,7.0,4.0,16.0,2.0,12.0,93.0,21.0,47.0,28.0,94.0,20.0,142.0,73.0,215.0,2.0,35.0,22.0,13.0,26.0,8.0,34.0,5.0,18.0,2.0,60.0,3.0,7.0,63.0,121,17.0,13.0,85.0,46.0,1.0,45.0,32.0,12.0,45.0,23.0,7.0,10.0,80.0,475,12.0,0.7449664429530202,0.8604651162790697,0.5889328063241107,0.6944444444444444,0.6538461538461539,0.5889328063241107,0.6944444444444444,0.6538461538461539,0.6185567010309279,0.7317073170731707,0.6666666666666666,0.075098814229249,0.0923076923076923,0.0923076923076923,15.038560411311057,0.4333333333333333,0.3278688524590163,0.122875816993464,0.0686131386861313,0.1238938053097345,0.075,0.1231079717457114,0.0704663212435233,0.1,0.0479041916167664,0.0584415584415584,0.0571428571428571,0.1285714285714285,0.1409090909090909,0.1348314606741573,0.106267029972752,0.141025641025641,0.0857142857142857,0.0235294117647058,0.5111111111111111,0.5138339920948617,0.6692307692307692,0.7372881355932204,0.7241379310344828,0.2569169960474308,0.4615384615384615,0.5084745762711864,0.6666666666666666,0.2292490118577075,0.5517241379310345,0.5614035087719298,0.875,0.8888888888888888,0.71875,0.6730769230769231,0.6285714285714286,0.5138339920948617,0.5042632411067194,0.5892678571428572,0.5345076923076924,0.1586206896551724,0.1586206896551724,0.1666666666666666,0.2222222222222222,6.470750988142293,0.22869523350987,5.0,4.0,9.0,1.0,1.0,0.0172413793103448,0.1,0.0869565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,90140.0,1502,-14,2934,2939,710,669,322.0,5873,84.0,157.0,11.0,19.0,22.0,36.0,31.0,92.0,129.0,315.0,244.0,564.0,223.0,870.0,3029,19.0,48.0,9.0,68.0,53.0,116.0,104.0,252.0,230.0,258.0,12.0,39.0,131.0,87.0,218.0,48.0,39.0,65.0,20.0,46.0,523.0,7.0,27.0,55.0,159.0,19.0,233.0,34.0,267.0,13.0,64.0,39.0,25.0,88.0,39.0,60.0,4.0,49.0,6.0,148.0,13.0,32.0,49.0,118,6.0,23.0,264.0,89.0,39.0,31.0,22.0,7.0,32.0,16.0,,,252.0,710,19.0,0.4713114754098361,0.4831932773109244,0.4326241134751773,0.3958333333333333,0.4568965517241379,0.4359838274932615,0.4758064516129032,0.4567901234567901,0.5035005834305718,0.5151515151515151,0.5707762557077626,0.0691489361702127,0.1337579617834395,0.0869565217391304,30.39927404718693,0.5945945945945946,0.19,0.150997150997151,0.0272452068617558,0.1608187134502924,0.0169902912621359,0.1534050179211469,0.0242337847469707,0.0448275862068965,0.018796992481203,0.0206896551724137,0.0161812297734627,0.0194174757281553,0.1495327102803738,0.1316872427983539,0.1615541922290388,0.1508620689655172,0.1818181818181818,0.0325814536340852,0.5,0.2115902964959568,0.535031847133758,0.6176470588235294,0.369047619047619,0.1239892183288409,0.3369565217391304,0.369047619047619,0.4193548387096774,0.4245283018867924,0.4095238095238095,0.4229508196721311,0.5503875968992248,0.3064516129032258,0.5789473684210527,0.2222222222222222,0.6111111111111112,0.4514824797843665,0.4788384770889487,0.474099,0.4740882716049381,0.1161369193154034,0.140378548895899,0.0781609195402298,0.2896551724137931,11.889007092198584,0.2419904567143831,,20.0,19.0,2.0,1.0,0.0317460317460317,,0.1818181818181818,2.0,12.0,1.0,3.0,1.0,3.0,51.0,166.0,6.0,11.0,13.0,43.0,53.0,178.0,7.0,14.0,14.0,46.0,135.0,24.0,166.0,51.0,2.0,1.0,9.0,6.0,1.0,1.0,1.0,0.8490566037735849,0.297752808988764,0.5,0.3043478260869565,0.297752808988764,0.2398921832884097,0.0112359550561797,0.0120481927710843,0.0161725067385444,0.1666666666666666,0.1666666666666666,1.0,0.2237196765498652,0.3072289156626506,0.3109756097560975,0.8431372549019608,0.0483870967741935,0.3333333333333333,1.0,0.1774193548387097,0.5454545454545454,0.6666666666666666,0.0185185185185185,0.3333333333333333,0.2654320987654321,0.3023255813953488,0.3072289156626506,0.0326086956521739,25.20280898876404,,,True,,
1908,1610612738,Jumaine Jones,Jumaine Jones,1908,BOS,5859.0,98,-18,175,179,58,46,31.0,354,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,7.0,3.0,11.0,4.0,19.0,197,1.0,1.0,1.0,3.0,2.0,5.0,2.0,9.0,4.0,2.0,2.0,,3.0,1.0,4.0,,1.0,3.0,,,9.0,,3.0,,8.0,1.0,9.0,3.0,12.0,,2.0,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,9.0,16,,1.0,7.0,2.0,,3.0,2.0,1.0,3.0,1.0,,,9.0,58,2.0,0.6666666666666666,1.0,0.2727272727272727,1.0,0.4,0.375,0.3333333333333333,0.5833333333333334,0.4130434782608695,0.375,0.5625,,,,11.627906976744187,0.5,0.1428571428571428,0.1290322580645161,0.0379746835443038,,,0.1012658227848101,0.02803738317757,,0.1052631578947368,0.0263157894736842,,,0.0555555555555555,0.2666666666666666,0.1034482758620689,,,,0.3333333333333333,0.15,0.3333333333333333,0.3333333333333333,,0.05,,,,0.35,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,1.0,0.1666666666666666,1.0,0.6,0.5163525,0.6036166666666666,0.459025,0.1304347826086956,0.1538461538461538,0.1578947368421052,0.4736842105263157,12.436363636363636,0.3314285714285714,,,,,,,,,1.0,3.0,,1.0,,,2.0,6.0,,1.0,1.0,1.0,3.0,9.0,,2.0,1.0,1.0,9.0,,6.0,2.0,,,,1.0,,,,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.45,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,,,,,0.1666666666666666,1.0,0.3333333333333333,0.1,24.58888888888889,,,True,,
2229,1610612738,Mike James,Mike James,2229,BOS,101183.0,1686,-6,3296,3292,873,805,362.0,6588,51.0,99.0,4.0,9.0,14.0,29.0,28.0,67.0,48.0,118.0,127.0,284.0,76.0,588.0,3419,7.0,17.0,,41.0,35.0,83.0,41.0,192.0,82.0,172.0,6.0,29.0,182.0,62.0,244.0,41.0,21.0,79.0,29.0,74.0,550.0,7.0,13.0,41.0,114.0,1.0,156.0,20.0,176.0,9.0,70.0,38.0,32.0,54.0,40.0,29.0,9.0,14.0,,83.0,4.0,17.0,59.0,113,1.0,6.0,95.0,27.0,23.0,2.0,1.0,1.0,2.0,,,1.0,192.0,873,11.0,0.3228346456692913,0.3306451612903225,0.4471830985915493,0.4117647058823529,0.4216867469879518,0.5019607843137255,0.5256410256410257,0.5067114093959731,0.529783393501805,0.5256410256410257,0.5485714285714286,0.102112676056338,0.2121212121212121,0.1194029850746268,17.119054017737167,0.6506024096385542,0.009009009009009,0.0971867007672634,0.0117753623188405,0.1078947368421052,0.0154185022026431,0.0998068254990341,0.0128369704749679,0.0182926829268292,0.0098684210526315,0.0084745762711864,0.0148367952522255,0.017094017094017,0.0704225352112676,0.1070110701107011,0.109689213893967,0.1023622047244094,0.119047619047619,0.034090909090909,,0.1941176470588235,0.5151515151515151,0.6538461538461539,0.4117647058823529,0.1313725490196078,0.417910447761194,0.4745762711864407,0.2142857142857142,0.2313725490196078,0.4067796610169492,0.4067796610169492,0.2916666666666667,0.2307692307692307,0.4444444444444444,0.1946308724832214,0.4827586206896552,0.6372549019607843,0.5139610784313726,0.5623661290322579,0.4929711409395975,0.0508474576271186,0.0885245901639344,0.0697278911564625,0.3265306122448979,10.234154929577471,0.2648665048543689,,9.0,6.0,,,,,0.25,26.0,59.0,4.0,8.0,8.0,15.0,60.0,167.0,5.0,14.0,19.0,51.0,86.0,226.0,9.0,22.0,27.0,66.0,225.0,33.0,167.0,60.0,,3.0,1.0,,,,,0.872093023255814,0.3805309734513274,0.4090909090909091,0.4090909090909091,0.3805309734513274,0.4431372549019607,,,0.1156862745098039,0.4406779661016949,0.4406779661016949,0.9230769230769232,0.3274509803921568,0.3592814371257485,0.3592814371257485,0.85,0.2051282051282051,0.5,0.75,0.358974358974359,0.3571428571428571,0.8,0.1006711409395973,0.5333333333333333,0.3422818791946309,0.3725490196078431,0.3592814371257485,,24.751769911504407,,,True,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,16970.0,283,53,557,544,200,226,66.0,1101,18.0,34.0,1.0,2.0,7.0,11.0,12.0,27.0,3.0,11.0,33.0,72.0,44.0,134.0,547,2.0,7.0,4.0,11.0,10.0,16.0,19.0,57.0,36.0,30.0,4.0,4.0,9.0,3.0,12.0,2.0,1.0,3.0,2.0,4.0,27.0,2.0,8.0,11.0,35.0,3.0,49.0,11.0,60.0,3.0,13.0,5.0,8.0,7.0,4.0,12.0,1.0,3.0,1.0,19.0,2.0,4.0,10.0,31,1.0,7.0,59.0,25.0,7.0,1.0,1.0,,1.0,,,,57.0,200,4.0,0.5454545454545454,0.5806451612903226,0.4583333333333333,0.2857142857142857,0.625,0.4787234042553192,0.4375,0.6333333333333333,0.5537190082644629,0.5,0.6785714285714286,0.0555555555555555,0.088235294117647,0.037037037037037,22.15189873417721,0.3684210526315789,0.1764705882352941,0.1643192488262911,0.0444444444444444,0.171875,0.0266666666666666,0.1660649819494584,0.0392156862745098,0.0483870967741935,0.074074074074074,0.015625,0.0408163265306122,,0.1587301587301587,0.2127659574468085,0.145631067961165,0.1333333333333333,0.2631578947368421,0.0652173913043478,,0.3617021276595745,0.5294117647058824,0.5806451612903226,0.6666666666666666,0.2872340425531915,0.4444444444444444,0.4615384615384615,0.4166666666666667,0.1170212765957446,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.25,0.5,0.3666666666666666,0.6363636363636364,0.5957446808510638,0.4760016129032258,0.46100625,0.5007172413793104,0.219298245614035,0.2717391304347826,0.0820895522388059,0.4253731343283582,6.465277777777778,0.3590664272890485,1.0,2.0,5.0,,,,0.0555555555555555,,2.0,7.0,,,2.0,6.0,6.0,15.0,1.0,1.0,4.0,8.0,8.0,22.0,1.0,1.0,6.0,14.0,21.0,3.0,14.0,6.0,,,,,,,,0.875,0.3636363636363636,1.0,0.4285714285714285,0.3809523809523809,0.2340425531914893,,,0.0744680851063829,0.2857142857142857,0.2857142857142857,1.0,0.1595744680851064,0.4,0.4,0.8333333333333334,,,,0.125,1.0,,0.2,0.3333333333333333,0.2666666666666666,0.5,0.4285714285714285,,25.513636363636365,1.0,,True,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,15995.0,267,50,498,496,95,97,50.0,994,13.0,22.0,2.0,3.0,3.0,4.0,2.0,6.0,3.0,12.0,18.0,40.0,8.0,74.0,505,3.0,6.0,,9.0,3.0,7.0,2.0,11.0,24.0,12.0,4.0,2.0,13.0,6.0,19.0,5.0,1.0,5.0,3.0,5.0,44.0,3.0,9.0,7.0,19.0,,26.0,13.0,39.0,1.0,12.0,4.0,8.0,4.0,3.0,3.0,1.0,1.0,,7.0,1.0,3.0,10.0,28,1.0,2.0,11.0,7.0,,2.0,1.0,1.0,2.0,1.0,,,11.0,95,2.0,0.6666666666666666,0.75,0.45,0.5,0.4285714285714285,0.5076923076923077,0.6428571428571429,0.45,0.5362318840579711,0.6428571428571429,0.5,0.05,0.0909090909090909,,13.793103448275865,0.5714285714285714,,0.1005291005291005,0.0559006211180124,0.1129032258064516,0.0535714285714285,0.1035856573705179,0.0552995391705069,0.0188679245283018,0.0769230769230769,0.072463768115942,0.0857142857142857,,0.0634920634920634,0.0833333333333333,0.1333333333333333,0.0789473684210526,0.1666666666666666,0.0294117647058823,0.5,0.3384615384615385,0.5909090909090909,0.65,0.6923076923076923,0.0923076923076923,0.3333333333333333,0.3333333333333333,1.0,0.1846153846153846,0.25,0.25,0.3333333333333333,0.4285714285714285,0.6666666666666666,0.4,0.75,0.7230769230769231,0.5660953846153846,0.53815,0.55542,0.1014492753623188,0.1590909090909091,0.1216216216216216,0.1486486486486486,6.8775,0.1907630522088353,1.0,,3.0,,,,0.0909090909090909,,8.0,20.0,,,,2.0,2.0,5.0,1.0,1.0,1.0,1.0,10.0,25.0,1.0,1.0,1.0,3.0,30.0,,5.0,2.0,,,,,,,,1.0,0.4,1.0,0.3333333333333333,0.4,0.3846153846153846,,,0.3076923076923077,0.4,0.4,1.0,0.0769230769230769,0.4,0.4,1.0,,,,0.1428571428571428,1.0,1.0,0.2,,0.1,1.0,0.4,,23.524,,,True,,
1711,1610612738,Raef LaFrentz,Raef LaFrentz,1711,BOS,9171.0,153,59,296,297,99,88,38.0,593,14.0,23.0,5.0,10.0,6.0,12.0,3.0,5.0,10.0,19.0,27.0,47.0,9.0,81.0,287,6.0,11.0,2.0,14.0,10.0,17.0,3.0,32.0,40.0,14.0,10.0,3.0,8.0,2.0,10.0,1.0,1.0,4.0,2.0,2.0,22.0,4.0,10.0,4.0,18.0,4.0,26.0,15.0,41.0,4.0,5.0,4.0,1.0,5.0,4.0,2.0,,1.0,,7.0,1.0,2.0,16.0,25,3.0,1.0,10.0,3.0,2.0,6.0,3.0,3.0,6.0,3.0,,,32.0,99,3.0,0.7407407407407407,0.9090909090909092,0.574468085106383,0.5454545454545454,0.5882352941176471,0.5217391304347826,0.4615384615384615,0.5576923076923077,0.5472972972972973,0.5,0.5714285714285714,0.0638297872340425,0.0869565217391304,0.2,23.75366568914956,0.7142857142857143,0.2857142857142857,0.1978021978021978,0.1162790697674418,0.1052631578947368,0.074074074074074,0.1705426356589147,0.1,0.25,,0.054054054054054,0.05,0.1428571428571428,0.2608695652173913,0.2857142857142857,0.1276595744680851,0.1363636363636363,0.0625,0.1212121212121212,0.5,0.3333333333333333,0.6086956521739131,0.6666666666666666,0.6428571428571429,0.072463768115942,0.6,0.75,0.6666666666666666,0.2753623188405797,0.5263157894736842,0.5263157894736842,0.9,0.7692307692307693,0.5,0.4615384615384615,0.5,0.6521739130434783,0.4985971014492753,0.535655,0.5163134615384615,0.0416666666666666,0.06,0.1728395061728395,0.3950617283950617,9.1063829787234,0.3344594594594595,1.0,,,,,,0.2,,3.0,9.0,,2.0,2.0,4.0,3.0,13.0,,,1.0,5.0,6.0,22.0,,2.0,3.0,9.0,18.0,,13.0,3.0,,1.0,,,,,,1.0,0.2727272727272727,,0.3333333333333333,0.2727272727272727,0.3188405797101449,,,0.1304347826086956,0.3333333333333333,0.3333333333333333,1.0,0.1884057971014492,0.2307692307692307,0.2307692307692307,1.0,0.1538461538461538,,,,,,0.1538461538461538,0.5,0.1923076923076923,0.2,0.2307692307692307,,24.463636363636365,,,True,,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,56745.0,946,-7,1875,1865,440,438,196.0,3740,34.0,74.0,5.0,10.0,8.0,12.0,6.0,38.0,32.0,80.0,72.0,192.0,65.0,332.0,1931,12.0,29.0,5.0,44.0,15.0,32.0,32.0,83.0,84.0,60.0,6.0,27.0,59.0,23.0,82.0,14.0,9.0,21.0,14.0,24.0,187.0,10.0,16.0,18.0,72.0,9.0,99.0,27.0,126.0,4.0,49.0,34.0,15.0,32.0,21.0,22.0,8.0,11.0,1.0,54.0,2.0,13.0,37.0,77,5.0,5.0,88.0,30.0,17.0,2.0,1.0,1.0,2.0,1.0,,1.0,83.0,440,9.0,0.5833333333333334,0.6086956521739131,0.375,0.4137931034482758,0.46875,0.4684210526315789,0.5,0.5,0.50920245398773,0.5238095238095238,0.5845070422535211,0.140625,0.2702702702702703,0.1052631578947368,18.009478672985782,0.5925925925925926,0.140625,0.1069836552748885,0.0253565768621236,0.0895522388059701,0.0383141762452107,0.102974828375286,0.0291479820627802,0.0108108108108108,0.0310880829015544,0.0316205533596837,0.0452261306532663,0.0161290322580645,0.0666666666666666,0.0862068965517241,0.1447368421052631,0.0656934306569343,0.140625,0.0275862068965517,0.5,0.2596491228070175,0.4594594594594595,0.6296296296296297,0.5,0.1333333333333333,0.1578947368421052,0.1764705882352941,0.5,0.2807017543859649,0.4,0.4155844155844156,0.6875,0.2564102564102564,0.5,0.2352941176470588,0.6666666666666666,0.5859649122807018,0.5123978947368422,0.499065,0.5030676470588233,0.0970873786407767,0.1388888888888889,0.1325301204819277,0.25,9.8765625,0.2346666666666666,1.0,4.0,6.0,,,0.0375,0.0232558139534883,0.2,17.0,37.0,1.0,3.0,4.0,8.0,24.0,56.0,4.0,7.0,3.0,11.0,41.0,93.0,5.0,10.0,7.0,19.0,108.0,15.0,56.0,24.0,,2.0,,,,,,0.8780487804878049,0.4408602150537634,0.5,0.3684210526315789,0.4408602150537634,0.3263157894736842,,,0.1298245614035087,0.4594594594594595,0.4594594594594595,1.0,0.1964912280701754,0.4285714285714285,0.4285714285714285,0.7916666666666666,0.0769230769230769,0.3333333333333333,1.0,0.1794871794871795,0.5714285714285714,0.5,0.1568627450980392,0.5,0.2156862745098039,0.2727272727272727,0.4285714285714285,,24.40322580645161,,,True,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,39575.0,660,-66,1309,1316,463,406,123.0,2625,12.0,17.0,4.0,5.0,3.0,4.0,6.0,20.0,7.0,25.0,25.0,62.0,30.0,251.0,1391,5.0,10.0,,16.0,8.0,19.0,21.0,94.0,24.0,26.0,8.0,2.0,39.0,11.0,50.0,9.0,2.0,20.0,6.0,13.0,111.0,2.0,6.0,14.0,51.0,13.0,78.0,8.0,86.0,2.0,26.0,15.0,11.0,16.0,11.0,15.0,3.0,5.0,2.0,31.0,2.0,7.0,38.0,74,3.0,6.0,40.0,9.0,12.0,10.0,7.0,3.0,10.0,7.0,,2.0,94.0,463,13.0,0.48,0.5714285714285714,0.4032258064516129,0.5,0.4210526315789473,0.5416666666666666,0.4210526315789473,0.5214285714285715,0.5627802690582959,0.4210526315789473,0.5595238095238095,0.032258064516129,0.0588235294117647,0.05,17.40918437285812,0.5161290322580645,0.2407407407407407,0.1161731207289293,0.0151133501259445,0.0838323353293413,0.0093023255813953,0.1072607260726072,0.0130718954248366,0.0272727272727272,0.0256410256410256,,0.0127388535031847,,0.1007194244604316,0.1052631578947368,0.1317073170731707,0.0782608695652174,0.0961538461538461,0.017094017094017,0.7,0.0833333333333333,0.7058823529411765,0.75,0.5,0.0980392156862745,0.3,0.3157894736842105,0.3333333333333333,0.1225490196078431,0.28,0.28,0.5714285714285714,0.2631578947368421,0.8,0.0571428571428571,0.75,0.7794117647058824,0.5209892156862747,0.50518,0.5136685714285714,0.0426540284360189,0.1304347826086956,0.0637450199203187,0.3745019920318725,10.485483870967744,0.3537051184110008,,3.0,2.0,,,,,,24.0,52.0,1.0,4.0,7.0,20.0,33.0,90.0,1.0,5.0,12.0,31.0,57.0,142.0,2.0,9.0,19.0,51.0,165.0,6.0,90.0,33.0,1.0,,,,,,,0.9649122807017544,0.4014084507042254,0.2222222222222222,0.3725490196078431,0.4014084507042254,0.696078431372549,0.0070422535211267,,0.2549019607843137,0.4615384615384615,0.4705882352941176,1.0,0.4411764705882353,0.3666666666666666,0.3666666666666666,0.9393939393939394,0.2105263157894736,0.25,1.0,0.2631578947368421,0.2,1.0,0.2857142857142857,0.35,0.4428571428571428,0.3870967741935484,0.3666666666666666,,24.80845070422536,,0.0192307692307692,True,,
