EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,BadPassTurnovers,NonShootingFoulsDrawn,DefCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,HeaveAttempts,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,NonHeaveArc3FGA,ShortMidRangePctBlocked,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,OffCorner3ReboundPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Clear Path Fouls,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1900,1610612750,Quincy Lewis,Quincy Lewis,1900,MIN,1149.0,19,-6.0,38,39,25,36,3.0,77,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,7.0,38,1.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,25,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.625,0.5,0.625,0.14285714285714285,0.3333333333333333,0.5,0.25,16.666666666666668,0.5,0.0625,0.0625,0.1111111111111111,1.0,0.2857142857142857,0.5714285714285714,0.5,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.42857142857142855,0.44774285714285716,0.5754,0.461175,0.7142857142857143,11.216666666666669,23.2,0.6578947368421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,997.0,17,1.0,32,33,27,32,4.0,65,,,,,1.0,,,,,,1.0,,,,28,,,1.0,,,,,,,2.0,2.0,,4.0,,,1.0,1.0,2.0,,1.0,,,,,,27,,,,,,,,,,,,,,,,,2.7777777777777777,,,0.07142857142857142,,,,1.0,,,,,,,,,,,,,0.3039,,0.3039,,19.0,,0.84375,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.0625,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,1610612750,Ndudi Ebi,Ndudi Ebi,2569,MIN,1890.0,32,-9.0,65,64,51,61,9.0,129,7.0,2.0,7.0,2.0,6.0,,,,,6.0,14.0,,,13.0,65,2.0,6.0,12.0,,,13.0,4.0,,,3.0,3.0,2.0,6.0,2.0,,1.0,2.0,3.0,4.0,6.0,4.0,1.0,4.0,1.0,13.0,51,0.3333333333333333,0.4,,,,,0.42857142857142855,0.5,0.42857142857142855,0.5,0.40625,0.5,,,,,26.027397260273972,,0.08695652173913043,0.08,,0.25,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,,,,,1.0,0.5833333333333334,,,0.5,0.5143714285714286,0.5484,0.53945,1.0,8.678571428571427,,0.7846153846153846,,1.0,,,1.0,,,0.030303030303030304,,,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.09090909090909091,0.125,0.3333333333333333,0.1,0.125,0.5714285714285714,0.5714285714285714,0.25,0.07142857142857142,0.5,0.5714285714285714,0.125,0.125,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,1610612750,Keith McLeod,Keith McLeod,2693,MIN,1511.0,25,-5.0,53,53,40,50,6.0,106,2.0,1.0,,1.0,3.0,,,,,1.0,5.0,,,10.0,53,1.0,,1.0,,,6.0,2.0,,,3.0,4.0,1.0,9.0,1.0,,3.0,1.0,4.0,1.0,2.0,,,,,6.0,40,1.0,1.0,,,,,0.2,,0.2,,0.5,0.6,,,,,18.965517241379313,,0.05,0.05,0.08333333333333333,,0.4,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,,,0.4,0.41742000000000007,0.5385,0.3671,0.6,10.34,,0.7547169811320755,,2.0,,,1.0,,,0.10714285714285714,,,,,,,8.0,,2.0,6.0,,,3.0,,1.0,,,1.0,,1.0,,10.0,4.0,,,,,0.5,1.0,0.3,,,0.2222222222222222,,,,,,,,0.4444444444444444,0.4444444444444444,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,1102.0,18,1.0,41,38,35,38,6.0,79,3.0,,3.0,1.0,1.0,,,,,4.0,4.0,,,8.0,40,,4.0,4.0,,,8.0,8.0,,,1.0,1.0,,2.0,1.0,2.0,8.0,1.0,9.0,,1.0,,,,,8.0,35,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.88888888888889,0.5,0.09090909090909091,0.08333333333333333,,,0.75,0.25,1.0,1.0,1.0,,,,,,0.75,,,0.75,0.5635,,0.5635,1.0,5.35,,0.8536585365853658,,1.0,,4.0,1.0,0.23529411764705882,,0.2608695652173913,,,3.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,565.0,9,-16.0,21,20,16,18,3.0,41,1.0,,1.0,,3.0,,,,,1.0,4.0,,,4.0,27,,1.0,2.0,,,4.0,2.0,,,,,,,,,2.0,,2.0,2.0,2.0,,,,,4.0,16,1.0,1.0,,,,,0.25,0.5,0.25,0.5,0.4,0.6666666666666666,,,,,21.73913043478261,,,,,,0.25,0.75,,,,,,,,,0.5,,,0.25,0.41405000000000003,,0.5301,1.0,12.6,,0.7619047619047619,,,,2.0,,0.25,,0.2,,,1.0,,1.0,,2.0,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,0.2,0.2,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,38.0,1,,1,2,1,2,,3,,,,,,,,,,,,,,1.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1,,,,,,,,,,,0.5,0.5,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1610612750,Ervin Johnson,Ervin Johnson,911,MIN,594.0,10,-8.0,18,20,10,17,2.0,38,,,,,1.0,,,,,,1.0,,,,19,,,,,,,,,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,10,,,,,,,,,,,,,,,,,9.523809523809524,,,,,,,1.0,,,,,,,,,,,,,0.3924,,,,18.6,,0.5555555555555556,,1.0,,1.0,,0.25,,0.125,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1610612750,Oliver Miller,Oliver Miller,932,MIN,516.0,9,3.0,19,18,15,18,2.0,37,1.0,,1.0,2.0,2.0,,,,,3.0,3.0,,,6.0,19,,2.0,2.0,,,4.0,6.0,,,2.0,2.0,1.0,4.0,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,4.0,15,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,14.285714285714286,,,,,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,,,,,,0.5,,,0.3333333333333333,0.4697,,0.5072,0.6666666666666666,10.466666666666667,,0.7894736842105263,,1.0,,1.0,,0.125,,0.18181818181818182,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,527.0,9,-2.0,18,16,17,16,4.0,34,2.0,1.0,2.0,,,,,,,2.0,3.0,,1.0,4.0,16,2.0,2.0,3.0,,1.0,4.0,2.0,,,1.0,1.0,1.0,2.0,,,2.0,,2.0,1.0,1.0,,,,,4.0,17,0.5,0.5,,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.25,,,,23.80952380952381,,,,,,0.5,,,,,,,,,0.5,0.5,,,0.75,0.45763333333333334,0.41664999999999996,0.45763333333333334,1.0,3.1999999999999997,60.7,0.9444444444444444,,,,2.0,,0.2857142857142857,,0.25,,0.4,1.0,1.0,1.0,1.0,,2.0,4.0,,2.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,0.5,0.5,,0.25,1.0,0.5,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
