EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedCorner3,OffensiveGoaltends,Technical Free Throw Trips,Corner3PctBlocked,on
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,124535.0,2076,350.0,4033,4027,1047,769,409.0,8060,159.0,255.0,33.0,60.0,36.0,59.0,51.0,167.0,65.0,162.0,1.0,2.0,11.0,2.0,8.0,275.0,584.0,2.0,12.0,153.0,709.0,4224,45.0,92.0,23.0,113.0,57.0,122.0,2.0,8.0,50.0,170.0,362.0,188.0,6.0,58.0,11.0,2.0,63.0,278.0,121.0,399.0,82.0,39.0,149.0,24.0,105.0,919.0,21.0,94.0,4.0,53.0,214,24.0,291,119.0,410,10.0,51.0,37.0,14.0,99.0,21.0,70.0,55.0,3.0,29.0,4.0,154.0,14.0,37.0,117.0,202,13.0,17.0,239.0,17.0,104.0,24.0,70.0,41.0,29.0,70.0,39.0,1.0,1.0,5.0,170.0,1047,10.0,0.6581818181818182,0.7357723577235772,1.0,0.16666666666666666,0.25,0.16666666666666666,0.4708904109589041,0.4891304347826087,0.4672131147540984,0.4664429530201342,0.4891304347826087,0.46153846153846156,0.5014144271570015,0.5380952380952381,0.49707602339181284,0.020134228187919462,0.10787671232876712,0.1607843137254902,0.11976047904191617,0.012345679012345678,19.095143047238853,0.6428571428571429,0.27906976744186046,0.03773584905660377,0.13860103626943004,0.06978470675575353,0.1444141689373297,0.050239234449760764,0.13971742543171115,0.06515580736543909,0.08970976253298153,0.07807807807807808,0.05354330708661417,0.04428044280442804,0.061224489795918366,0.1557377049180328,0.14228456913827656,0.12665684830633284,0.12927756653992395,0.18269230769230768,0.0392156862745098,0.5571428571428572,0.4278523489932886,0.6235294117647059,0.7429906542056075,0.6666666666666666,0.2802013422818792,0.30538922155688625,0.3469387755102041,0.4117647058823529,0.27181208053691275,0.4012345679012346,0.40625,0.8307692307692308,0.0016778523489932886,0.018456375838926176,0.18181818181818182,0.18181818181818182,1.0,0.6521739130434783,0.55,0.18181818181818182,0.45384615384615384,0.6101694915254238,0.06153846153846154,0.25,0.44798657718120805,0.18181818181818182,0.46900813758389276,0.5031265822784811,0.46057153846153853,0.15226939970717424,0.15499254843517138,0.15937940761636107,0.2397743300423131,7.2184931506849335,24.933333333333337,0.2596082320852963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,46951.0,783,57.0,1499,1507,547,506,199.0,3006,57.0,87.0,4.0,8.0,19.0,29.0,18.0,43.0,36.0,95.0,42.0,24.0,87.0,10.0,45.0,111.0,225.0,43.0,129.0,54.0,405.0,1573,10.0,30.0,2.0,43.0,36.0,71.0,18.0,57.0,31.0,157.0,108.0,114.0,93.0,10.0,82.0,24.0,16.0,54.0,14.0,68.0,9.0,5.0,30.0,5.0,19.0,150.0,10.0,27.0,1.0,12.0,63,3.0,78,38.0,116,6.0,34.0,16.0,18.0,21.0,4.0,15.0,14.0,1.0,6.0,2.0,35.0,3.0,13.0,26.0,77,4.0,5.0,67.0,5.0,19.0,14.0,4.0,1.0,3.0,4.0,1.0,,,1.0,157.0,547,17.0,0.4864864864864865,0.5094339622641509,0.7209302325581395,0.3333333333333333,0.3157894736842105,0.3467741935483871,0.49333333333333335,0.3333333333333333,0.5070422535211268,0.4957627118644068,0.44565217391304346,0.4921875,0.5287206266318538,0.4479166666666667,0.5413793103448276,0.3644067796610169,0.07111111111111111,0.13793103448275862,0.06976744186046512,0.010526315789473684,23.899371069182394,0.6,0.04285714285714286,0.022222222222222223,0.10787671232876712,0.05046728971962617,0.10256410256410256,0.04807692307692308,0.10699001426533523,0.04979811574697174,0.07575757575757576,0.03333333333333333,0.04743083003952569,0.041666666666666664,0.0625,0.06369426751592357,0.10555555555555556,0.13765182186234817,0.11494252873563218,0.06666666666666667,0.03488372093023256,0.25,0.2457627118644068,0.6551724137931034,0.76,0.631578947368421,0.12146892655367232,0.4186046511627907,0.45,0.2222222222222222,0.268361581920904,0.37894736842105264,0.3829787234042553,0.3888888888888889,0.11864406779661017,0.2457627118644068,0.27586206896551724,0.2823529411764706,0.5833333333333334,0.17391304347826086,0.5,,0.2265625,0.6551724137931034,0.3515625,0.2222222222222222,0.6101694915254238,0.2926829268292683,0.5044892550143264,0.4964955882352941,0.4970459677419355,0.056910569105691054,0.0794979079497908,0.10617283950617284,0.38765432098765434,9.674666666666667,25.497674418604653,0.36490993995997334,19.0,4.0,8.0,8.0,12.0,3.0,8.0,7.0,16.0,36.0,5.0,2.0,1.0,2.0,0.4375,0.015503875968992248,0.022988505747126436,0.4523809523809524,0.4523809523809524,0.8947368421052632,0.17391304347826086,0.5,1.0,0.17391304347826086,0.375,0.6666666666666666,0.09375,0.6666666666666666,0.015384615384615385,,,,,,,,,,True
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,160230.0,2670,336.0,5242,5236,1632,1312,539.0,10478,145.0,248.0,10.0,17.0,41.0,73.0,39.0,99.0,156.0,356.0,117.0,91.0,217.0,26.0,66.0,340.0,703.0,139.0,334.0,270.0,1367.0,5532,24.0,50.0,19.0,100.0,85.0,193.0,41.0,106.0,166.0,459.0,396.0,284.0,366.0,2.0,217.0,91.0,40.0,310.0,86.0,396.0,54.0,32.0,159.0,31.0,120.0,878.0,16.0,44.0,2.0,48.0,126,4.0,178,62.0,240,12.0,101.0,56.0,45.0,96.0,31.0,66.0,60.0,6.0,30.0,2.0,156.0,8.0,44.0,51.0,129,5.0,12.0,334.0,16.0,97.0,76.0,14.0,10.0,3.0,15.0,11.0,,,,459.0,1632,18.0,0.5823529411764706,0.584070796460177,0.8776978417266187,0.4161676646706587,0.3867924528301887,0.4161676646706587,0.48364153627311524,0.48,0.44041450777202074,0.5289296046287367,0.5328947368421053,0.4899665551839465,0.5714882943143813,0.5813953488372093,0.575187969924812,0.32208293153326906,0.05689900426742532,0.11693548387096774,0.09090909090909091,0.0056179775280898875,22.972051806407634,0.6153846153846154,0.027972027972027972,0.013422818791946308,0.06259314456035768,0.02546296296296296,0.09504950495049505,0.027491408934707903,0.06910246227164417,0.025974025974025976,0.019027484143763214,0.02708803611738149,0.02832512315270936,0.02368421052631579,0.034653465346534656,0.046065259117082535,0.05956112852664577,0.07494145199063232,0.1,0.08275862068965517,0.0234375,0.7333333333333333,0.2391513982642237,0.5846774193548387,0.6621004566210046,0.6,0.09546769527483125,0.3939393939393939,0.43333333333333335,0.46153846153846156,0.343297974927676,0.43820224719101125,0.4406779661016949,0.5961538461538461,0.1128254580520733,0.20925747348119575,0.41935483870967744,0.41935483870967744,0.8351648351648352,0.2236842105263158,0.5882352941176471,0.5,0.24414715719063546,0.5616438356164384,0.22073578595317725,0.3939393939393939,0.5612343297974928,0.41935483870967744,0.5102367405978786,0.4794089285714285,0.5048938127090301,0.08928571428571429,0.12372448979591837,0.07315288953913679,0.3357717629846379,10.566145092460882,24.52814371257485,0.31133155284242653,48.0,2.0,11.0,15.0,40.0,9.0,15.0,11.0,26.0,51.0,,,1.0,3.0,0.4230769230769231,,,0.41025641025641024,0.41025641025641024,0.9583333333333334,0.14473684210526316,0.18181818181818182,1.0,0.19736842105263158,0.6,0.8888888888888888,0.13377926421404682,0.375,0.008928571428571428,3.0,2.0,1.0,1.0,1.0,,,,,True
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,137480.0,2291,452.0,4458,4455,1387,1134,474.0,8913,163.0,240.0,35.0,55.0,50.0,74.0,40.0,127.0,112.0,229.0,1.0,11.0,35.0,5.0,21.0,315.0,596.0,12.0,36.0,230.0,896.0,4608,47.0,88.0,34.0,131.0,89.0,177.0,6.0,22.0,121.0,317.0,454.0,176.0,36.0,64.0,28.0,11.0,54.0,200.0,65.0,265.0,50.0,15.0,107.0,23.0,70.0,595.0,40.0,124.0,5.0,82.0,368,40.0,490,169.0,659,16.0,61.0,39.0,22.0,76.0,23.0,51.0,47.0,1.0,25.0,5.0,123.0,11.0,40.0,110.0,212,24.0,9.0,292.0,38.0,117.0,48.0,77.0,49.0,27.0,78.0,44.0,4.0,4.0,1.0,317.0,1387,28.0,0.7206349206349206,0.8021201413427562,1.0,0.3333333333333333,0.2727272727272727,0.41379310344827586,0.5285234899328859,0.5340909090909091,0.5028248587570622,0.5268987341772152,0.5388888888888889,0.49246231155778897,0.5902503293807642,0.6064814814814815,0.5914179104477612,0.056962025316455694,0.09060402684563758,0.125,0.1732283464566929,0.008733624454148471,17.573221757322177,0.6178861788617886,0.31496062992125984,0.04065040650406504,0.21040594625500286,0.08469945355191257,0.19069767441860466,0.08016032064128256,0.2065167508031207,0.08354559347936831,0.08955223880597014,0.09574468085106383,0.07580174927113703,0.07058823529411765,0.10062893081761007,0.2151029748283753,0.19827586206896552,0.21721311475409835,0.20388349514563106,0.15702479338842976,0.06611570247933884,0.5641025641025641,0.379746835443038,0.6791666666666667,0.7761904761904762,0.6809815950920245,0.20094936708860758,0.31496062992125984,0.38095238095238093,0.45,0.3623417721518987,0.4890829694323144,0.4933920704845815,0.875,0.0015822784810126582,0.055379746835443035,0.3142857142857143,0.3235294117647059,1.0,0.6111111111111112,0.6363636363636364,0.17142857142857143,0.37185929648241206,0.6756756756756757,0.10552763819095477,0.23809523809523808,0.43670886075949367,0.39285714285714285,0.47167896,0.4983655844155845,0.4683702072538859,0.16455696202531644,0.17333333333333334,0.14620535714285715,0.35379464285714285,8.7755033557047,29.738888888888887,0.3111260655002243,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,7.0,1.0,,,0.5,0.027777777777777776,0.02857142857142857,1.0,1.0,1.0,,,,0.022222222222222223,0.5,1.0,0.005025125628140704,1.0,,,,1.0,,1.0,1.0,1.0,,,True
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,196145.0,3269,428.0,6361,6356,1896,1563,689.0,12717,211.0,316.0,20.0,39.0,48.0,79.0,56.0,149.0,158.0,367.0,176.0,169.0,378.0,34.0,94.0,425.0,832.0,240.0,554.0,394.0,1964.0,6658,38.0,91.0,51.0,181.0,101.0,213.0,51.0,142.0,200.0,555.0,600.0,250.0,639.0,38.0,374.0,169.0,52.0,138.0,35.0,173.0,24.0,11.0,54.0,13.0,71.0,381.0,19.0,67.0,5.0,64.0,327,26.0,417,91.0,508,20.0,108.0,67.0,41.0,89.0,9.0,49.0,64.0,9.0,40.0,7.0,153.0,8.0,37.0,68.0,159,9.0,21.0,425.0,30.0,129.0,63.0,13.0,6.0,5.0,14.0,6.0,,,2.0,555.0,1896,16.0,0.7058823529411765,0.7389162561576355,0.8875,0.4332129963898917,0.3591549295774648,0.43636363636363634,0.5108173076923077,0.4175824175824176,0.47417840375586856,0.5663780663780664,0.5038759689922481,0.5,0.6174388674388674,0.5849673202614379,0.6033333333333334,0.3997113997113997,0.0625,0.0949367088607595,0.12080536912751678,0.010899182561307902,23.75782881002088,0.5816993464052288,0.13978494623655913,0.028901734104046242,0.13379705400981998,0.03104726598702502,0.10774410774410774,0.02642559109874826,0.12870309414088216,0.029892248870351062,0.03904923599320883,0.03949730700179533,0.021739130434782608,0.03125,0.016736401673640166,0.09120521172638436,0.14195183776932827,0.15273775216138327,0.107981220657277,0.10714285714285714,0.030721966205837174,0.42857142857142855,0.227994227994228,0.6677215189873418,0.7377622377622378,0.8009478672985783,0.1075036075036075,0.37583892617449666,0.42748091603053434,0.5178571428571429,0.2647907647907648,0.4305177111716621,0.43526170798898073,0.6455696202531646,0.12698412698412698,0.2727272727272727,0.4470899470899471,0.4482758620689655,0.8698224852071006,0.3023255813953488,0.5128205128205128,0.2,0.22253521126760564,0.6075949367088608,0.2647887323943662,0.3617021276595745,0.6277056277056277,0.45187165775401067,0.5166418175235336,0.4956366972477064,0.5027524011299436,0.09188464118041582,0.1385606874328679,0.09215885947046844,0.28258655804480654,9.77764423076923,24.699458483754512,0.29806634177016195,71.0,2.0,7.0,17.0,48.0,16.0,31.0,18.0,38.0,81.0,4.0,3.0,2.0,8.0,0.47368421052631576,0.005415162454873646,0.0026455026455026454,0.4034090909090909,0.40804597701149425,0.9295774647887324,0.05426356589147287,0.2857142857142857,0.5,0.24031007751937986,0.5161290322580645,0.6875,0.1352112676056338,0.3541666666666667,0.014285714285714285,7.0,,1.0,1.0,2.0,,,50.0,0.011363636363636364,True
2074,1610612758,Jabari Smith,Jabari Smith,2074,SAC,2791.0,47,-18.0,89,88,18,15,13.0,177,4.0,5.0,2.0,3.0,,1.0,,1.0,,8.0,,,,,,4.0,14.0,,,2.0,10.0,103,2.0,4.0,,4.0,,5.0,,,,,2.0,6.0,,4.0,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,1.0,4.0,,,2,,2,5.0,7,,,,,,,,,,,,,,,3.0,4,,,4.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,18,,0.25,0.5,,,,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.3125,0.5,,,0.07142857142857142,,1.0,,15.384615384615383,,,,0.06666666666666667,0.10526315789473684,,0.07142857142857142,0.05714285714285714,0.09615384615384616,0.07692307692307693,0.4,0.05,0.1,,,0.2,,,,,1.0,0.35714285714285715,0.8,0.8,0.25,0.07142857142857142,,,,0.5714285714285714,,,,,,,,,0.75,0.6666666666666666,,0.2,,,,0.35714285714285715,,0.4505357142857144,0.5218,0.43195999999999996,0.125,0.125,0.4,,10.0,,0.20224719101123595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,37154.0,619,105.0,1188,1177,404,314,138.0,2365,56.0,96.0,9.0,23.0,19.0,31.0,7.0,30.0,16.0,38.0,,,,,,79.0,164.0,,,42.0,200.0,1240,16.0,38.0,5.0,37.0,22.0,51.0,,,16.0,60.0,132.0,26.0,,20.0,,,22.0,18.0,13.0,31.0,9.0,4.0,9.0,1.0,8.0,75.0,12.0,40.0,1.0,11.0,75,3.0,89,53.0,142,5.0,20.0,17.0,3.0,13.0,1.0,7.0,11.0,1.0,6.0,,24.0,3.0,7.0,33.0,74,4.0,6.0,54.0,4.0,26.0,3.0,6.0,3.0,3.0,6.0,5.0,,1.0,,60.0,404,9.0,0.8354430379746836,0.9565217391304348,,,,,0.4817073170731707,0.42105263157894735,0.43137254901960786,0.4817073170731707,0.42105263157894735,0.43137254901960786,0.5291005291005291,0.45121951219512196,0.5,,0.13414634146341464,0.16666666666666666,0.2,,15.592972181551977,0.5416666666666666,0.075,0.03571428571428571,0.16447368421052633,0.09615384615384616,0.10784313725490197,0.08571428571428572,0.15412186379928317,0.09352517985611511,0.10434782608695652,0.12149532710280374,0.07731958762886598,0.07954545454545454,0.09615384615384616,0.19811320754716982,0.18181818181818182,0.1326530612244898,0.1282051282051282,0.041666666666666664,0.08064516129032258,0.8333333333333334,0.5853658536585366,0.5833333333333334,0.7,0.7857142857142857,0.18292682926829268,0.23333333333333334,0.2916666666666667,0.8571428571428571,0.23170731707317074,0.42105263157894735,0.42105263157894735,1.0,,,,,,0.6052631578947368,0.391304347826087,,0.6078431372549019,0.6129032258064516,,,0.5853658536585366,,0.5032475609756099,0.49541290322580656,0.5041411764705883,0.13978494623655913,0.13978494623655913,0.185,0.3,5.645121951219512,,0.3400673400673401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True
324,1610612758,Anthony Peeler,Anthony Peeler,324,SAC,48413.0,807,137.0,1548,1553,452,421,185.0,3101,9.0,24.0,1.0,4.0,2.0,4.0,6.0,21.0,26.0,63.0,27.0,27.0,57.0,11.0,18.0,41.0,108.0,41.0,84.0,29.0,234.0,1560,6.0,13.0,2.0,29.0,4.0,16.0,19.0,29.0,12.0,77.0,62.0,20.0,120.0,4.0,57.0,27.0,11.0,44.0,18.0,62.0,6.0,12.0,26.0,4.0,14.0,142.0,5.0,14.0,,24.0,37,3.0,64,19.0,83,3.0,30.0,15.0,15.0,20.0,7.0,14.0,16.0,1.0,6.0,2.0,36.0,1.0,9.0,22.0,63,3.0,2.0,36.0,2.0,13.0,3.0,7.0,2.0,4.0,7.0,6.0,,,1.0,77.0,452,9.0,0.7560975609756098,0.7948717948717948,0.975609756097561,0.4880952380952381,0.6551724137931034,0.4880952380952381,0.37962962962962965,0.46153846153846156,0.25,0.5338541666666666,0.5869565217391305,0.7222222222222222,0.5625,0.6041666666666666,0.7403846153846154,0.4375,0.10185185185185185,0.25,0.23809523809523808,,13.67713004484305,0.5555555555555556,0.04477611940298507,,0.06208053691275168,0.026168224299065422,0.14906832298136646,0.025380710659898477,0.08058124174372523,0.025956284153005466,0.013245033112582781,0.04,0.02564102564102564,0.029850746268656716,0.015873015873015872,0.05517241379310345,0.058823529411764705,0.06882591093117409,0.14049586776859505,0.175,0.031578947368421054,0.8571428571428571,0.125,0.375,0.5,0.8888888888888888,0.109375,0.2857142857142857,0.375,0.8333333333333334,0.328125,0.4126984126984127,0.4126984126984127,0.6923076923076923,0.140625,0.296875,0.47368421052631576,0.4909090909090909,0.9629629629629629,0.17391304347826086,0.25,,0.08888888888888889,0.5,0.4,0.6111111111111112,0.5625,0.47368421052631576,0.4922960937499998,0.5074305555555555,0.5088288888888889,0.07317073170731707,0.1092436974789916,0.12393162393162394,0.32905982905982906,12.739814814814816,24.41547619047619,0.29198966408268734,14.0,1.0,3.0,8.0,11.0,4.0,7.0,5.0,10.0,3.0,,2.0,,2.0,0.5,0.023809523809523808,0.03508771929824561,0.5185185185185185,0.5185185185185185,1.0,0.13043478260869565,0.3333333333333333,1.0,0.30434782608695654,0.5714285714285714,1.0,0.24444444444444444,0.7272727272727273,0.023255813953488372,1.0,,,,1.0,,,,,True
57,1610612758,Doug Christie,Doug Christie,57,SAC,146495.0,2442,360.0,4806,4805,1405,1120,496.0,9611,132.0,193.0,18.0,29.0,39.0,53.0,14.0,48.0,92.0,235.0,47.0,26.0,76.0,9.0,26.0,238.0,476.0,44.0,123.0,115.0,723.0,5046,26.0,61.0,12.0,85.0,67.0,119.0,13.0,36.0,63.0,236.0,312.0,164.0,120.0,18.0,73.0,26.0,19.0,225.0,78.0,303.0,47.0,31.0,125.0,19.0,81.0,684.0,21.0,36.0,1.0,35.0,178,12.0,225,58.0,283,5.0,132.0,92.0,40.0,82.0,25.0,62.0,54.0,5.0,20.0,6.0,136.0,10.0,47.0,63.0,163,7.0,10.0,133.0,7.0,46.0,23.0,31.0,12.0,11.0,38.0,22.0,5.0,,,236.0,1405,30.0,0.6554621848739496,0.6812227074235808,0.9090909090909091,0.35772357723577236,0.3611111111111111,0.36666666666666664,0.5,0.4262295081967213,0.5630252100840336,0.5075125208681135,0.4294117647058823,0.5580645161290323,0.546142208774584,0.46703296703296704,0.6178010471204188,0.20534223706176963,0.03991596638655462,0.07253886010362694,0.08333333333333333,0.00425531914893617,14.781157270029674,0.6029411764705882,0.09917355371900827,0.008064516129032258,0.0978021978021978,0.0224159402241594,0.07510729613733906,0.039923954372623575,0.09317585301837271,0.02673545966228893,0.03111111111111111,0.020050125313283207,0.018494055482166448,0.045714285714285714,0.028409090909090908,0.07096774193548387,0.08673469387755102,0.12255541069100391,0.08206686930091185,0.058394160583941604,0.017241379310344827,0.5789473684210527,0.32220367278797996,0.6839378238341969,0.7374301675977654,0.6212121212121212,0.08013355592654424,0.2916666666666667,0.3181818181818182,0.35714285714285715,0.39232053422370616,0.39148936170212767,0.39316239316239315,0.75,0.07846410684474124,0.12687813021702837,0.34210526315789475,0.34210526315789475,0.9230769230769231,0.3411764705882353,0.6206896551724138,0.5,0.3419354838709677,0.7358490566037735,0.16774193548387098,0.34615384615384615,0.5275459098497496,0.3561643835616438,0.5136582491582492,0.5217992307692306,0.5020433774834437,0.07210031347962383,0.08932038834951456,0.11756569847856155,0.326417704011065,10.673949579831934,25.066666666666666,0.2923429047024553,18.0,2.0,11.0,4.0,10.0,5.0,13.0,7.0,24.0,12.0,3.0,,,,0.2916666666666667,,,0.3829787234042553,0.3829787234042553,0.8888888888888888,0.12941176470588237,0.18181818181818182,0.5,0.15294117647058825,0.38461538461538464,1.0,0.06451612903225806,0.4,,1.0,,7.0,5.0,8.0,2.0,,1.0,,True
763,1610612758,Tony Massenburg,Tony Massenburg,763,SAC,30738.0,512,-59.0,965,964,316,273,125.0,1929,32.0,49.0,11.0,17.0,9.0,13.0,29.0,70.0,10.0,28.0,,,1.0,,1.0,71.0,147.0,,1.0,34.0,176.0,1038,18.0,33.0,9.0,45.0,23.0,42.0,,1.0,16.0,62.0,80.0,62.0,,24.0,,,8.0,13.0,4.0,17.0,2.0,2.0,4.0,1.0,8.0,38.0,11.0,27.0,1.0,13.0,69,11.0,93,39.0,132,3.0,9.0,5.0,4.0,8.0,6.0,5.0,21.0,,3.0,1.0,29.0,2.0,9.0,53.0,96,5.0,9.0,48.0,6.0,22.0,5.0,11.0,6.0,3.0,11.0,5.0,1.0,1.0,3.0,62.0,316,5.0,0.5633802816901409,0.6779661016949152,,,,,0.48299319727891155,0.5454545454545454,0.5476190476190477,0.4797297297297297,0.5454545454545454,0.5348837209302325,0.5207100591715976,0.6081081081081081,0.5849056603773585,0.006756756756756757,0.05442176870748299,0.061224489795918366,0.07142857142857142,,17.6313446126447,0.27586206896551724,0.2619047619047619,0.03225806451612903,0.1806282722513089,0.07417582417582418,0.22807017543859648,0.0873015873015873,0.1867881548974943,0.07755102040816327,0.14457831325301204,0.0594059405940594,0.05,0.09782608695652174,0.058823529411764705,0.10576923076923077,0.1651376146788991,0.23668639053254437,0.20454545454545456,0.3076923076923077,0.045454545454545456,0.45454545454545453,0.3310810810810811,0.6530612244897959,0.6956521739130435,0.65625,0.47297297297297297,0.4142857142857143,0.4461538461538462,0.3793103448275862,0.1891891891891892,0.35714285714285715,0.35714285714285715,0.8,,0.006756756756756757,,,,0.5151515151515151,0.6470588235294118,0.2727272727272727,0.3023255813953488,0.6923076923076923,0.023255813953488372,,0.33783783783783783,,0.4429972789115646,0.49299615384615386,0.4327071428571428,0.13414634146341464,0.13496932515337423,0.2556818181818182,0.3522727272727273,7.293197278911566,50.8,0.32746113989637304,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,True
