EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,Fg2aBlocked,LongMidRangeAssists,DeadBallTurnovers,Turnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PtsUnassisted2s,ShortMidRangeAssists,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3FGA,FG3A,NonHeaveArc3FGA,Travels,SecondChanceTurnovers,PenaltyTurnovers,FG3APct,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,ThreePtAssists,Arc3Assists,on,PtsUnassisted3s,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,HeaveMakes,3pt And 1 Free Throw Trips
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,1059.0,18.0,9.0,31.0,32,19.0,7.0,6.0,63,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,28.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,5.0,19.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4166666666666667,0.5,0.5,15.0,0.5,0.0769230769230769,0.25,0.25,0.3333333333333333,0.1176470588235294,0.2666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5058333333333334,0.5909500000000001,0.25,0.25,0.6,1.0,5.933333333333334,0.6129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,442.0,7.0,6.0,13.0,11,7.0,1.0,3.0,24,,,,,2.0,2.0,5.0,,4.0,9.0,,2.0,1.0,4.0,,2.0,4.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,2.0,7.0,1.0,1.0,0.4,0.25,0.4,0.25,0.4,1.0,0.25,35.29411764705882,,,,,,,,,,,,,,,,,0.4,,,,0.38586,0.3778,,,0.5,0.5,12.88,0.5384615384615384,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.6,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,655.0,11.0,2.0,17.0,16,8.0,,6.0,33,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,4.0,15.0,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,8.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,0.5,12.5,,0.1428571428571428,,,,0.1111111111111111,,,,,0.25,,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.5,1.0,0.3333333333333333,0.4605999999999999,0.498,,,0.5,0.5,9.7,0.4705882352941176,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.3333333333333333,,,,1.0,1.0,1.0,0.3858,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,900.0,15.0,5.0,24.0,24,8.0,3.0,7.0,48,1.0,3.0,,1.0,1.0,4.0,9.0,,8.0,22.0,,,1.0,3.0,,2.0,8.0,2.0,2.0,,4.0,,1.0,,1.0,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,,,,2.0,8.0,1.0,1.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,,0.3333333333333333,29.41176470588235,,0.1111111111111111,0.0833333333333333,,,0.0769230769230769,0.0666666666666666,,,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.1111111111111111,0.3333333333333333,,0.3333333333333333,0.4424222222222222,0.4324999999999999,0.1111111111111111,0.1111111111111111,,0.25,5.422222222222223,0.3333333333333333,2.0,5.0,1.0,,1.0,2.0,1.0,,1.0,,,,0.2222222222222222,0.2,0.5555555555555556,0.4,0.5,1.0,1.0,1.0,1.0,0.3738,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.1666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1610612765,Hubert Davis,Hubert Davis,93,DET,1361.0,23.0,15.0,38.0,38,20.0,7.0,9.0,76,,1.0,,1.0,,,1.0,,,32.0,,,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,4.0,,,,,,,,20.0,,,,,,,,,,6.0,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,0.559725,0.5724,,,,,,0.5263157894736842,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,970.0,16.0,16.0,27.0,27,12.0,5.0,7.0,54,3.0,4.0,1.0,2.0,1.0,5.0,7.0,6.0,19.0,20.0,,2.0,3.0,4.0,2.0,11.0,4.0,,,,,,3.0,,2.0,1.0,3.0,3.0,6.0,,,,1.0,1.0,6.0,3.0,,,,,11.0,12.0,0.4,0.5,0.7142857142857143,0.75,0.8125,0.9,0.8636363636363636,0.5,0.9166666666666666,38.23529411764706,0.5,0.2222222222222222,0.3,,,0.1333333333333333,0.3,0.4,0.3333333333333333,,0.3333333333333333,,0.5,0.75,1.0,0.6666666666666666,0.125,0.4,0.5,0.625,0.5386625,0.54588,0.2727272727272727,0.3,0.1052631578947368,0.5789473684210527,4.2,0.4444444444444444,2.0,2.0,,1.0,2.0,1.0,,1.0,2.0,,0.5,0.5,0.1428571428571428,,0.25,1.0,1.0,,,,,0.60705,6.0,,,1.0,1.0,,0.25,0.5,,,0.3333333333333333,1.0,1.0,1.0,,,1.0,0.125,0.125,26.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,1610612765,Tremaine Fowlkes,Tremaine Fowlkes,1762,DET,6.0,,,,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1610612765,Bob Sura,Bob Sura,682,DET,919.0,15.0,9.0,25.0,27,13.0,6.0,6.0,52,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,23.0,,,1.0,1.0,,2.0,,2.0,2.0,1.0,4.0,,,2.0,,,2.0,,2.0,3.0,1.0,2.0,1.0,3.0,,,,,,,2.0,13.0,,,0.3333333333333333,1.0,0.2,0.5,0.2,,0.5,18.18181818181818,,,,0.5,,0.125,,,,,,0.6666666666666666,0.4,0.5,0.5,,0.2,0.5,1.0,0.8,0.5917,0.68235,,,,1.0,5.633333333333333,0.52,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.5001,2.0,,,1.0,1.0,,,1.0,,,,2.0,2.0,2.0,,1.0,,0.4,0.4,26.55,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,493.0,8.0,13.0,15.0,14,13.0,5.0,1.0,29,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,5.0,11.0,,,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,5.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,5.0,1.0,2.0,,,,5.0,13.0,,,1.0,1.0,1.0,1.0,0.8333333333333334,,0.8333333333333334,16.666666666666668,,0.1428571428571428,,,,0.1111111111111111,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.8135,0.8135,1.0,1.0,,1.0,,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,28259.0,471.0,-26.0,859.0,901,321.0,289.0,137.0,1760,27.0,48.0,13.0,18.0,20.0,36.0,73.0,21.0,96.0,826.0,7.0,21.0,15.0,23.0,8.0,38.0,46.0,12.0,16.0,1.0,36.0,12.0,32.0,8.0,32.0,6.0,46.0,47.0,93.0,13.0,10.0,3.0,26.0,63.0,35.0,16.0,3.0,8.0,,8.0,38.0,321.0,0.6388888888888888,0.7419354838709677,0.4931506849315068,0.6521739130434783,0.5,0.625,0.5274725274725275,0.525,0.59375,12.03155818540434,0.1578947368421052,0.1042345276872964,0.0903954802259887,0.0727272727272727,0.1621621621621621,0.0959232613908872,0.102803738317757,0.1034482758620689,0.1016949152542373,0.1551724137931034,0.131578947368421,0.0769230769230769,0.64,0.5625,0.6,0.5555555555555556,0.2666666666666666,0.75,0.7222222222222222,0.6666666666666666,0.5141053333333334,0.5413604166666667,0.1818181818181818,0.1860465116279069,0.21875,0.3958333333333333,5.282191780821918,0.3736903376018626,,5.0,9.0,7.0,15.0,3.0,6.0,18.0,31.0,6.0,0.4666666666666667,0.4666666666666667,0.0410958904109589,,0.0666666666666666,,,,0.45,0.45,0.8888888888888888,0.5582071428571428,26.0,5.0,3.0,13.0,8.0,3.0,0.0625,0.4193548387096774,0.0857142857142857,0.0666666666666666,0.10828025477707,2.0,2.0,2.0,,8.0,13.0,0.0266666666666666,0.0266666666666666,25.25,7.0,14.0,1.0,,1.0,1.0,,1.0,,10.0,1.0,4.0,,0.5,,0.5,0.5,0.5,,0.9333333333333332,0.5,0.0416666666666666,,0.5,,,,4.0,2.0,False,3.0,2.0,1.0,5.0,5.0,2.0,7.0,7.0,1.0,5.0,1.0,1.0,10.0,0.1875,0.0675675675675675,0.0625,0.0285714285714285,0.625,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
