EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PtsPutbacks,FTDefRebounds,3SecondViolations,AtRimPctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,LongMidRangePctBlocked,Travels,SecondChanceAtRimPctAssisted,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,on,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,31181.0,520,55,967,963,281,287,101.0,1930,15.0,31.0,2.0,4.0,5.0,9.0,6.0,24.0,8.0,19,4.0,13.0,1.0,3.0,4.0,30.0,79.0,2.0,9.0,8.0,25.0,29.0,74,34.0,92.0,32.0,192,955,3.0,8.0,2.0,10.0,2.0,14.0,7.0,22.0,11.0,29.0,20.0,67.0,14.0,44.0,72.0,30.0,2.0,77.0,30.0,2.0,64.0,25.0,89.0,15.0,10.0,29.0,6.0,29.0,203.0,2.0,3.0,11.0,42.0,53,5.0,58,2.0,29.0,15.0,14.0,12.0,7.0,7.0,11.0,1.0,5.0,23.0,1.0,6.0,9.0,44.0,2.0,3.0,42.0,1.0,2.0,7.0,1.0,12.0,7.0,2.0,3.0,2.0,7.0,3.0,1.0,67.0,281,13.0,0.2413793103448276,0.2413793103448276,0.7058823529411765,0.3695652173913043,0.2,0.3793103448275862,0.37777777777777777,0.3918918918918919,0.375,0.3181818181818182,0.4819277108433735,0.3333333333333333,0.46078431372549017,0.5135135135135135,0.3684210526315789,0.515625,0.5542168674698795,0.02702702702702703,0.08333333333333333,19.205909510618653,0.5217391304347826,0.11602209944751381,0.00974025974025974,0.08461538461538462,0.013071895424836602,0.10772357723577236,0.010845986984815618,0.021739130434782608,0.0136986301369863,0.016,0.0625,0.08080808080808081,0.15846994535519127,0.08490566037735849,0.08333333333333333,0.020618556701030927,0.42857142857142855,0.18674698795180722,0.4838709677419355,0.4838709677419355,0.4,0.14457831325301204,0.25,0.2727272727272727,0.1144578313253012,0.42105263157894735,0.42105263157894735,0.125,0.0783132530120482,0.3076923076923077,0.3076923076923077,0.75,0.4759036144578313,0.379746835443038,0.379746835443038,0.7,0.2222222222222222,0.5,0.05555555555555555,0.5,0.2222222222222222,1.0,0.17647058823529413,0.5555555555555556,0.0784313725490196,0.75,0.49019607843137253,0.32,0.7409638554216867,0.38961038961038963,0.5114021341463415,0.5073374999999999,0.4861129999999999,0.046242774566473986,0.0875,0.010752688172043012,0.07291666666666667,0.3489583333333333,7.56891891891892,25.49782608695653,0.2905894519131334,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1885,1610612748,Lamar Odom,Lamar Odom,1885,MIA,25355.0,423,28,793,789,262,262,74.0,1582,32.0,57.0,3.0,8.0,11.0,19.0,19.0,37.0,8.0,25,1.0,2.0,2.0,,,4.0,24.0,,,,8.0,59.0,119,5.0,26.0,69.0,202,793,5.0,14.0,1.0,2.0,3.0,16.0,17.0,31.0,,8.0,28.0,62.0,44.0,74.0,15.0,,,24.0,4.0,8.0,32.0,19.0,51.0,9.0,10.0,15.0,3.0,14.0,121.0,5.0,9.0,17.0,59.0,89,14.0,103,,15.0,9.0,6.0,19.0,1.0,12.0,8.0,,7.0,27.0,2.0,7.0,12.0,36.0,3.0,4.0,90.0,10.0,,35.0,,15.0,11.0,9.0,1.0,1.0,11.0,8.0,,62.0,262,7.0,0.3728813559322034,0.3793103448275862,1.0,0.19230769230769232,0.5,,0.19230769230769232,0.4957983193277311,0.35714285714285715,0.5483870967741935,0.4586206896551724,0.40625,0.4358974358974359,0.5459459459459459,0.4444444444444444,0.543859649122807,0.1793103448275862,0.06722689075630252,0.10810810810810811,24.031890660592257,0.7037037037037037,0.20921985815602837,0.03557312252964427,0.17346938775510204,0.0423728813559322,0.2,0.03773584905660377,0.03529411764705882,0.06153846153846154,0.05102040816326531,0.22058823529411764,0.2261904761904762,0.19230769230769232,0.17333333333333334,0.17391304347826086,,0.7272727272727273,0.3931034482758621,0.5614035087719298,0.6037735849056604,0.375,0.25517241379310346,0.5135135135135135,0.5757575757575758,0.1724137931034483,0.32,0.32,0.75,0.013793103448275862,0.5,0.5,1.0,0.16551724137931034,0.16666666666666666,0.16666666666666666,1.0,0.5,0.375,0.125,,,,0.48717948717948717,0.5789473684210527,,,0.20512820512820512,,0.5724137931034483,0.16666666666666666,0.47534000000000004,0.49528,0.49105769230769225,0.20588235294117646,0.24305555555555555,,0.07920792079207921,0.3069306930693069,6.42016806722689,25.13076923076924,0.33039092055485497,1.0,2.0,13.0,1.0,0.07017543859649122,0.52,0.019417475728155338,0.21052631578947367,0.5,1.0,,,,,,,,,,,,,,,True,,,
1917,1610612748,Wang Zhi-zhi,Wang Zhi-zhi,1917,MIA,1603.0,27,-13,54,54,22,31,6.0,108,2.0,3.0,,,1.0,1.0,,1.0,1.0,2,,,,,,,4.0,,,,4.0,3.0,6,,4.0,2.0,8,51,,,,,,,1.0,2.0,,4.0,2.0,4.0,6.0,,,,,4.0,,,,1.0,1.0,1.0,,,,,3.0,,,,2.0,2,,2,,1.0,1.0,,3.0,,1.0,,,2.0,3.0,1.0,2.0,,2.0,,,2.0,,,1.0,,,1.0,1.0,,,1.0,,,4.0,22,2.0,1.0,1.0,,,,,,0.5,,0.5,0.3,,0.16666666666666666,0.36363636363636365,,0.2857142857142857,0.4,,,23.333333333333336,1.0,0.10526315789473684,,,,0.07142857142857142,,,,,,,0.15384615384615385,,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.1,,,0.2,0.5,0.5,1.0,,,,,0.4,,,,,,,,,,0.16666666666666666,1.0,,,0.6666666666666666,,0.7,,0.4880700000000001,,0.50285,0.09090909090909091,0.14285714285714285,,,0.5,6.5,24.924999999999997,0.4074074074074074,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,40515.0,675,44,1269,1264,368,413,134.0,2533,20.0,27.0,2.0,2.0,7.0,10.0,7.0,22.0,42.0,93,22.0,35.0,,8.0,11.0,28.0,73.0,2.0,4.0,10.0,25.0,69.0,142,50.0,108.0,16.0,304,1262,4.0,5.0,2.0,4.0,,14.0,17.0,30.0,18.0,36.0,11.0,99.0,80.0,58.0,144.0,6.0,,73.0,28.0,5.0,15.0,8.0,23.0,5.0,3.0,9.0,3.0,3.0,54.0,1.0,3.0,16.0,33.0,57,4.0,61,1.0,10.0,4.0,6.0,12.0,2.0,9.0,16.0,3.0,3.0,28.0,3.0,4.0,42.0,72.0,,6.0,21.0,3.0,,6.0,,6.0,12.0,8.0,,4.0,13.0,8.0,,99.0,368,9.0,0.5797101449275363,0.5970149253731343,0.96,0.46296296296296297,0.5,0.5,0.46296296296296297,0.4859154929577465,0.8,0.5666666666666667,0.576,0.7777777777777778,0.6666666666666666,0.5868725868725869,0.7777777777777778,0.6875,0.432,0.035211267605633804,0.09090909090909091,20.16865776528461,0.42857142857142855,0.07006369426751592,0.007125890736342043,0.10126582278481013,0.005681818181818182,0.07790143084260731,0.006700167504187605,0.015873015873015872,,0.006993006993006993,0.06363636363636363,0.051094890510948905,0.08482142857142858,0.104,0.09090909090909091,0.008064516129032258,0.6153846153846154,0.108,0.7407407407407407,0.8,0.5,0.088,0.3181818181818182,0.35,0.372,0.45161290322580644,0.45652173913043476,0.6666666666666666,0.14,0.6285714285714286,0.6285714285714286,0.9545454545454546,0.292,0.3835616438356164,0.3835616438356164,0.9642857142857143,0.2222222222222222,1.0,,0.4444444444444444,0.5,1.0,0.15151515151515152,0.7,0.16666666666666666,0.7272727272727273,0.3787878787878788,0.4,0.54,0.3835616438356164,0.4800449999999999,0.5088285714285715,0.4935750000000001,0.023715415019762844,0.041379310344827586,,0.046052631578947366,0.3256578947368421,13.521830985915495,24.49814814814815,0.2899921197793538,,4.0,8.0,,0.07407407407407407,0.17777777777777778,0.0053475935828877,0.2857142857142857,,,1.0,1.0,1.0,1.0,0.010752688172043012,,,,,,,,,,True,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,16266.0,271,73,512,512,116,138,47.0,1024,32.0,46.0,2.0,2.0,7.0,8.0,13.0,21.0,3.0,21,3.0,3.0,,,,,5.0,,,,2.0,48.0,88,3.0,8.0,31.0,136,487,4.0,5.0,,,,8.0,8.0,12.0,,2.0,11.0,27.0,44.0,52.0,9.0,,,5.0,,4.0,22.0,23.0,45.0,17.0,6.0,7.0,2.0,13.0,113.0,,4.0,7.0,12.0,20,4.0,24,1.0,7.0,5.0,2.0,25.0,4.0,11.0,16.0,1.0,14.0,41.0,1.0,7.0,7.0,19.0,1.0,6.0,40.0,4.0,,18.0,,4.0,6.0,4.0,1.0,1.0,6.0,2.0,,27.0,116,2.0,0.4583333333333333,0.46808510638297873,1.0,0.375,,,0.375,0.5454545454545454,0.8,0.6666666666666666,0.546875,0.8,0.5714285714285714,0.5964912280701754,0.8,0.7105263157894737,0.08333333333333333,0.045454545454545456,0.047619047619047616,27.145359019264447,0.6097560975609756,0.06315789473684211,0.026143790849673203,0.11475409836065574,,0.07569721115537849,0.0182648401826484,0.05660377358490566,0.025,,0.018867924528301886,0.0392156862745098,0.10465116279069768,0.10869565217391304,0.13333333333333333,0.025,0.3333333333333333,0.4791666666666667,0.6956521739130435,0.7441860465116279,0.59375,0.21875,0.6190476190476191,0.65,0.21875,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.03125,1.0,1.0,1.0,0.052083333333333336,,,,0.4,1.0,,,,,0.5714285714285714,0.875,,,0.14285714285714285,,0.5625,,0.5219619791666668,0.49939999999999996,0.518575,0.16363636363636364,0.17647058823529413,,0.058823529411764705,0.19852941176470587,5.8977272727272725,24.45,0.2265625,,2.0,1.0,,0.06521739130434782,0.06666666666666667,,0.15384615384615385,,,1.0,,,,,1.0,0.5,,,,,,,,True,,,
955,1610612748,Samaki Walker,Samaki Walker,955,MIA,7407.0,123,-20,227,234,85,103,23.0,461,3.0,8.0,2.0,2.0,2.0,7.0,2.0,6.0,,2,,,,,,,1.0,,,,1.0,5.0,16,,1.0,10.0,20,230,3.0,5.0,,,1.0,7.0,3.0,11.0,,1.0,4.0,10.0,4.0,6.0,,,1.0,,,2.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,4.0,4.0,3.0,20.0,25,8.0,33,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,9.0,21.0,3.0,,16.0,,,7.0,,1.0,3.0,3.0,,,3.0,2.0,,10.0,85,3.0,0.4,0.6666666666666666,,,,,,0.3125,0.6,0.2727272727272727,0.29411764705882354,0.6,0.25,0.4,0.5833333333333334,0.3333333333333333,0.058823529411764705,0.125,,10.714285714285714,0.5,0.1941747572815534,0.05263157894736842,0.0967741935483871,0.10526315789473684,0.17164179104477612,0.07017543859649122,0.09523809523809523,0.045454545454545456,0.11428571428571428,0.18181818181818182,0.3103448275862069,0.1346153846153846,0.11538461538461539,,0.125,0.6666666666666666,0.47058823529411764,0.375,0.5,0.3333333333333333,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.11764705882352941,,,,,,,,0.058823529411764705,,,,0.4,1.0,,,,,0.5833333333333334,0.2857142857142857,,,0.08333333333333333,,0.5294117647058824,,0.4584625,0.4860333333333333,0.47610909090909087,0.2916666666666667,0.30434782608695654,,0.35,0.5,4.6875,68.5,0.3744493392070485,,4.0,2.0,,0.25,0.25,0.030303030303030304,0.5,,,,,,,,1.0,,,,,,,,,True,,,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,7352.0,123,16,237,236,68,76,24.0,473,2.0,4.0,1.0,2.0,,,7.0,10.0,9.0,23,,,,,,,,,,,,18.0,37,,,4.0,40,225,2.0,5.0,,,2.0,6.0,4.0,10.0,,,2.0,10.0,26.0,10.0,,,,,,,2.0,1.0,3.0,1.0,,2.0,,,7.0,4.0,3.0,5.0,9.0,15,7.0,22,1.0,2.0,2.0,,3.0,,,2.0,1.0,3.0,5.0,,,10.0,19.0,4.0,1.0,4.0,,,1.0,,1.0,11.0,6.0,,5.0,11.0,6.0,,10.0,68,4.0,0.7222222222222222,0.7222222222222222,,,,,,0.4864864864864865,0.4,0.4,0.4864864864864865,0.4,0.4,0.5128205128205128,0.5,0.45454545454545453,,,,16.730038022813687,0.6,0.08653846153846154,0.0379746835443038,0.18518518518518517,0.14285714285714285,0.10687022900763359,0.06542056074766354,0.23076923076923078,,0.2,0.16,0.125,0.03636363636363636,0.15789473684210525,0.25,0.05263157894736842,0.5454545454545454,0.10810810810810811,0.5,0.5,1.0,0.2702702702702703,0.7,0.7,0.6216216216216216,0.391304347826087,0.391304347826087,1.0,,,,,,,,,0.4,0.5,,,,,,,,,,,0.10810810810810811,,0.39722972972972964,0.49374999999999997,0.37510000000000004,0.02631578947368421,0.02631578947368421,,0.15,0.25,13.878378378378379,,0.2869198312236287,,,1.0,,,0.125,,0.2857142857142857,,,,,,,,,1.0,,,,,,,,True,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,20375.0,340,19,647,637,192,224,65.0,1284,5.0,12.0,1.0,3.0,1.0,4.0,4.0,16.0,13.0,31,9.0,20.0,,4.0,6.0,12.0,39.0,1.0,2.0,5.0,18.0,22.0,59,21.0,59.0,36.0,143,638,3.0,5.0,1.0,2.0,3.0,12.0,5.0,13.0,9.0,24.0,18.0,55.0,30.0,14.0,57.0,6.0,,39.0,12.0,5.0,25.0,8.0,33.0,5.0,3.0,11.0,2.0,12.0,74.0,3.0,1.0,12.0,19.0,31,4.0,35,1.0,3.0,3.0,,6.0,2.0,2.0,7.0,2.0,4.0,13.0,,2.0,8.0,24.0,2.0,1.0,44.0,2.0,8.0,12.0,,7.0,5.0,3.0,1.0,1.0,7.0,6.0,,55.0,192,5.0,0.6818181818181818,0.7142857142857143,0.9047619047619048,0.3559322033898305,0.5,0.375,0.3559322033898305,0.3728813559322034,0.6,0.38461538461538464,0.4533898305084746,0.6428571428571429,0.5,0.5074074074074074,0.6666666666666666,0.5729166666666666,0.5,0.0847457627118644,0.125,20.641562064156208,0.46153846153846156,0.08444444444444445,0.004784688995215311,0.14634146341463414,0.031914893617021274,0.10097719869706841,0.013201320132013201,0.015625,,0.02666666666666667,0.07272727272727272,0.04054054054054054,0.125,0.15384615384615385,0.11764705882352941,0.015151515151515152,0.8571428571428571,0.1016949152542373,0.4166666666666667,0.5555555555555556,0.6,0.13559322033898305,0.25,0.2857142857142857,0.2627118644067797,0.41935483870967744,0.41935483870967744,0.8461538461538461,0.1694915254237288,0.45,0.45,1.0,0.3305084745762712,0.3076923076923077,0.3157894736842105,0.8333333333333334,0.42857142857142855,0.3333333333333333,,0.2857142857142857,0.5,1.0,0.10810810810810811,0.25,0.16216216216216217,0.6666666666666666,0.4864864864864865,0.2777777777777778,0.6016949152542372,0.3076923076923077,0.48160762711864413,0.48315,0.482477027027027,0.09375,0.17391304347826086,,0.08391608391608392,0.38461538461538464,12.661016949152541,24.57627118644068,0.29675425038639874,,2.0,,,0.25,,,0.25,,,,2.0,1.0,,,1.0,,1.0,1.0,0.01694915254237288,0.02564102564102564,0.05263157894736842,,,True,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,14370.0,240,33,445,441,119,121,45.0,886,11.0,19.0,3.0,7.0,2.0,3.0,1.0,3.0,20.0,42,,,,,,,,,,,,32.0,64,,,13.0,77,428,4.0,11.0,,,2.0,10.0,7.0,14.0,,,6.0,20.0,54.0,10.0,,,,,,3.0,5.0,3.0,8.0,2.0,1.0,2.0,,3.0,19.0,3.0,10.0,10.0,34.0,47,13.0,60,1.0,5.0,5.0,,4.0,,2.0,1.0,,2.0,5.0,,2.0,11.0,25.0,2.0,,15.0,1.0,,3.0,,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,20.0,119,7.0,0.84375,0.9,,,,,,0.5,0.36363636363636365,0.5,0.5,0.36363636363636365,0.5,0.5422535211267606,0.4166666666666667,0.5555555555555556,,0.046875,,15.2,0.8,0.2138364779874214,0.0641025641025641,0.18518518518518517,0.05263157894736842,0.20657276995305165,0.06103286384976526,0.11764705882352941,,0.06666666666666667,0.20588235294117646,0.24074074074074073,0.19718309859154928,0.16666666666666666,0.25,0.034482758620689655,0.6666666666666666,0.296875,0.5789473684210527,0.6875,0.5454545454545454,0.046875,0.3333333333333333,0.3333333333333333,0.65625,0.47619047619047616,0.47619047619047616,1.0,,,,,,,,,0.6363636363636364,0.42857142857142855,,,,,0.21428571428571427,0.6666666666666666,,,,,0.296875,,0.4306375,0.51023,0.39836428571428567,0.045454545454545456,0.045454545454545456,,0.12987012987012986,0.2597402597402597,12.292187500000002,,0.26741573033707866,,4.0,3.0,,0.15789473684210525,0.15,0.05970149253731343,1.0,,,,,,,,1.0,,,,,,,,,True,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,22435.0,374,47,699,697,168,207,87.0,1396,31.0,54.0,12.0,25.0,6.0,13.0,7.0,23.0,9.0,26,,,,,,,1.0,,,,1.0,47.0,103,,1.0,37.0,131,705,13.0,31.0,,,8.0,34.0,9.0,25.0,,1.0,10.0,28.0,58.0,36.0,,,1.0,,,13.0,5.0,4.0,9.0,4.0,,2.0,,3.0,22.0,12.0,38.0,14.0,39.0,58,52.0,110,2.0,10.0,5.0,5.0,4.0,2.0,1.0,7.0,,3.0,11.0,3.0,1.0,19.0,41.0,4.0,5.0,55.0,6.0,,25.0,,6.0,6.0,5.0,,1.0,6.0,3.0,1.0,28.0,168,2.0,0.6170212765957447,0.7631578947368421,,,,,,0.4563106796116505,0.41935483870967744,0.36,0.4519230769230769,0.41935483870967744,0.34615384615384615,0.5077519379844961,0.4594594594594595,0.4375,0.009615384615384616,0.1262135922330097,0.17391304347826086,17.39674593241552,0.36363636363636365,0.15789473684210525,0.1589958158995816,0.14736842105263157,0.13186813186813187,0.15497076023391812,0.15151515151515152,0.16417910447761194,0.19047619047619047,0.125,0.15151515151515152,0.11764705882352941,0.18584070796460178,0.16,0.1,0.046511627906976744,0.5,0.5192307692307693,0.5740740740740741,0.6888888888888889,0.5806451612903226,0.22115384615384615,0.30434782608695654,0.3684210526315789,0.25,0.34615384615384615,0.34615384615384615,1.0,,,,,0.009615384615384616,,,,0.8064516129032258,0.48,,,,,0.5,0.46153846153846156,,,0.038461538461538464,,0.5288461538461539,,0.47069417475728154,0.5242416666666667,0.46151600000000004,0.2032520325203252,0.20491803278688525,,0.2595419847328244,0.21374045801526717,6.2223300970873785,69.9,0.24034334763948498,,18.0,5.0,,0.16666666666666666,0.23809523809523808,0.13761467889908258,0.2857142857142857,,,,,,,,,0.08333333333333333,,,,,0.15789473684210525,2.0,0.08333333333333333,True,,,
