EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,Steals,LostBallSteals,PenaltyOffPossExcludingTakeFouls,Usage,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,SecondChanceFtPoints,DefThreePtRebounds,FTDefRebounds,Technical Free Throw Trips,BlockedAtRim,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsPutbacks,SecondChanceTurnovers,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,RecoveredBlocks,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,3SecondViolations,PtsUnassisted3s,HeaveMakes,Fg3aBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,BlockedLongMidRange,on,SecondChanceAtRimPctAssisted,Clear Path Fouls,DefensiveGoaltends,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,46.0,1.0,2,2,2.0,2,4,1.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,0.3581,0.3581,21.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
239,1610612750,Darrick Martin,Darrick Martin,239,MIN,10422.0,174.0,325,319,117.0,140,644,12.0,41.0,14.0,2.0,1.0,117.0,20.418848167539267,0.1791044776119403,0.474128125,0.4075916666666667,8.200000000000001,0.36,14.0,49.0,7.0,17.0,1.0,1.0,3.0,4.0,5.0,12.0,2.0,3.0,1.0,6.0,23.0,2.0,4.0,2.0,5.0,14.0,6.0,26.0,9.0,55.0,288.0,3.0,3.0,2.0,5.0,12.0,7.0,2.0,5.0,4.0,24.0,6.0,22.0,18.0,2.0,21.0,6.0,4.0,19.0,4.0,23.0,3.0,1.0,3.0,6.0,10.0,50.0,2.0,5.0,5.0,2.0,7.0,1.0,2.0,3.0,1.0,5.0,1.0,7.0,2.0,9.0,23.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,24.0,4.0,0.21428571428571427,0.21428571428571427,1.0,0.23076923076923078,0.4,0.4,0.25,0.34146341463414637,1.0,0.5,0.34328358208955223,0.75,0.5263157894736842,0.3873239436619718,0.75,0.5714285714285714,0.3880597014925373,0.0975609756097561,0.11764705882352941,0.16666666666666666,0.2857142857142857,0.03759398496240601,0.015384615384615385,0.029940119760479042,0.012658227848101266,0.025,0.02702702702702703,0.02702702702702703,0.05714285714285714,0.03278688524590164,0.2537313432835821,0.4117647058823529,0.4666666666666667,0.14285714285714285,0.1791044776119403,0.4166666666666667,0.5,0.2,0.16666666666666666,0.16666666666666666,0.5,0.04477611940298507,0.34328358208955223,0.2608695652173913,0.2608695652173913,1.0,0.125,1.0,0.125,0.5,0.5,1.0,0.21052631578947367,0.75,0.2631578947368421,0.4,0.6417910447761194,0.2857142857142857,0.49656428571428574,0.05714285714285714,0.09090909090909091,0.21818181818181817,0.43636363636363634,27.584615384615386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,6738.0,112.0,215,206,81.0,79,421,7.0,13.0,4.0,4.0,3.0,81.0,11.023622047244094,0.3333333333333333,0.4927714285714285,0.40954999999999997,11.146153846153847,0.3767441860465116,19.0,37.0,1.0,5.0,,,,,1.0,1.0,4.0,3.0,,3.0,5.0,1.0,2.0,,1.0,6.0,5.0,8.0,11.0,38.0,194.0,,,1.0,2.0,4.0,2.0,,1.0,5.0,9.0,8.0,4.0,15.0,,5.0,3.0,1.0,8.0,1.0,9.0,1.0,,2.0,6.0,,19.0,,14.0,18.0,,18.0,1.0,2.0,,1.0,,1.0,2.0,1.0,4.0,7.0,,,12.0,1.0,4.0,2.0,1.0,,1.0,9.0,,0.6666666666666666,0.6666666666666666,1.0,0.625,0.5,,0.625,0.46153846153846156,,0.5,0.6428571428571429,0.75,0.4,0.7115384615384616,0.75,0.5625,0.38095238095238093,0.07692307692307693,0.2,,1.0,0.17721518987341772,,0.16326530612244897,,,,0.05263157894736842,0.13636363636363635,0.2631578947368421,0.23809523809523808,0.2,0.25,,0.047619047619047616,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.75,0.14285714285714285,0.23809523809523808,0.6,0.6,1.0,,,,1.0,0.5,1.0,,,0.2,,0.6190476190476191,0.6,0.5390999999999999,0.16666666666666666,0.25,0.10526315789473684,0.23684210526315788,24.162499999999998,2.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.10526315789473684,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,2614.0,44.0,86,82,38.0,31,168,2.0,19.0,6.0,,,38.0,26.262626262626263,0.1,0.457515,0.42262857142857146,4.442105263157895,0.4418604651162791,-10.0,16.0,8.0,11.0,4.0,4.0,,2.0,2.0,6.0,1.0,,,,1.0,,,,1.0,11.0,,1.0,2.0,24.0,90.0,5.0,5.0,,,10.0,1.0,,1.0,2.0,4.0,10.0,12.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,3.0,6.0,2.0,2.0,6.0,8.0,,2.0,1.0,,2.0,2.0,4.0,,2.0,3.0,,1.0,5.0,1.0,1.0,2.0,1.0,,1.0,4.0,,0.45454545454545453,0.7142857142857143,,,,,,0.5789473684210527,1.0,0.16666666666666666,0.55,1.0,0.14285714285714285,0.5454545454545454,1.0,0.2222222222222222,0.05,0.05263157894736842,0.09090909090909091,,0.5,0.08333333333333333,0.17647058823529413,0.06896551724137931,0.14634146341463414,0.2857142857142857,,0.16666666666666666,,0.06666666666666667,0.55,0.7272727272727273,0.8,0.375,0.3,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,,0.05,,,,0.8,1.0,,,,,0.2857142857142857,,0.14285714285714285,,0.6,,0.44496,0.05,0.05263157894736842,0.4166666666666667,0.16666666666666666,25.4,,,,,,1.0,,,,,,,8.0,2.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
932,1610612750,Oliver Miller,Oliver Miller,932,MIN,2424.0,40.0,82,79,39.0,31,161,3.0,13.0,5.0,,,39.0,20.87912087912088,0.23076923076923078,0.5157153846153846,0.57066,4.146153846153846,0.47560975609756095,-10.0,9.0,5.0,10.0,3.0,4.0,1.0,5.0,,,,,,,,,,,,5.0,,,5.0,15.0,79.0,3.0,6.0,,,6.0,1.0,,,5.0,7.0,4.0,6.0,,,,,4.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,4.0,7.0,7.0,4.0,11.0,,,1.0,,3.0,,3.0,1.0,7.0,9.0,,1.0,6.0,,,3.0,,,,7.0,1.0,0.4,1.0,,,,,,0.38461538461538464,0.5,0.2,0.38461538461538464,0.5,0.2,0.46875,0.5,0.4375,,0.3076923076923077,0.4,,,0.2916666666666667,0.1111111111111111,0.2413793103448276,0.09523809523809523,0.2,0.16666666666666666,,0.5714285714285714,0.21428571428571427,0.7692307692307693,0.5,0.8333333333333334,0.4,,,,,,,,,,,,,0.6666666666666666,0.75,,,,,1.0,0.2,,,0.7692307692307693,,0.5128,,,0.4,0.4666666666666667,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,4392.0,73.0,130,133,31.0,58,263,1.0,23.0,5.0,2.0,1.0,31.0,18.75,0.043478260869565216,0.43230869565217395,0.41975999999999997,5.760869565217392,0.23846153846153847,13.0,23.0,3.0,7.0,2.0,5.0,,1.0,7.0,15.0,,,,,,,,,,10.0,,,5.0,25.0,104.0,3.0,9.0,,,7.0,,,,3.0,3.0,10.0,10.0,,,,,3.0,2.0,2.0,4.0,1.0,1.0,,2.0,,10.0,12.0,17.0,22.0,14.0,36.0,1.0,1.0,,1.0,2.0,,3.0,,3.0,7.0,2.0,,8.0,,2.0,2.0,6.0,1.0,6.0,3.0,3.0,0.5,0.7142857142857143,,,,,,0.43478260869565216,0.3333333333333333,,0.43478260869565216,0.3333333333333333,,0.46296296296296297,0.35,0.21428571428571427,,0.13043478260869565,0.2857142857142857,0.06666666666666667,0.3333333333333333,0.2833333333333333,0.22641509433962265,0.25316455696202533,0.18840579710144928,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.21428571428571427,0.28,0.30434782608695654,0.42857142857142855,0.6,0.3333333333333333,0.6521739130434783,0.4666666666666667,0.5,0.5714285714285714,,,,,,,,,0.5555555555555556,0.4,,,,,0.2,,,,0.30434782608695654,,0.5024375,0.08,0.08,0.28,0.12,,,1.0,3.0,2.0,,5.0,0.4,0.15789473684210525,0.2,,,,6.0,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.3333333333333333,0.0625,0.2,0.1,0.8333333333333334,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,4878.0,81.0,149,147,52.0,67,296,11.0,22.0,5.0,2.0,2.0,52.0,21.666666666666668,0.3793103448275862,0.4573758620689655,0.46991874999999994,11.872727272727273,0.348993288590604,3.0,24.0,1.0,3.0,,1.0,,,5.0,8.0,3.0,2.0,,2.0,5.0,,1.0,,1.0,9.0,4.0,7.0,8.0,38.0,132.0,1.0,2.0,,1.0,2.0,2.0,2.0,3.0,3.0,13.0,12.0,6.0,12.0,,5.0,2.0,3.0,4.0,,4.0,,,,,4.0,8.0,3.0,5.0,8.0,4.0,12.0,,4.0,,3.0,1.0,1.0,5.0,2.0,3.0,4.0,,1.0,10.0,,3.0,2.0,,,,13.0,,0.6666666666666666,0.75,1.0,0.5714285714285714,,0.6666666666666666,0.5714285714285714,0.4090909090909091,0.5,0.4,0.5172413793103449,0.3333333333333333,0.625,0.5588235294117647,0.3333333333333333,0.65,0.2413793103448276,0.13636363636363635,0.6666666666666666,0.125,0.8,0.08196721311475409,0.05172413793103448,0.08860759493670886,0.05194805194805195,,0.05555555555555555,0.05,0.06666666666666667,0.11538461538461539,0.10344827586206896,0.3333333333333333,1.0,1.0,0.27586206896551724,0.625,0.7142857142857143,0.6,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.06896551724137931,0.1724137931034483,0.4,0.4,1.0,0.3333333333333333,,,0.3333333333333333,,,,,0.125,,0.3448275862068966,0.4,0.53395,0.09375,0.12,0.05263157894736842,0.34210526315789475,24.47142857142857,2.0,,2.0,1.0,,,0.14285714285714285,0.1111111111111111,0.07692307692307693,1.0,1.0,1.0,2.0,,0.08695652173913043,,1.0,,2.0,,,,,0.05263157894736842,,0.15384615384615385,,2.0,2.0,0.07142857142857142,0.2,0.25,1.0,,,,,,,,,,,True,,,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,4676.0,78.0,146,144,57.0,56,290,1.0,10.0,5.0,3.0,1.0,57.0,12.941176470588236,0.1,0.49095000000000005,0.42038000000000003,4.01,0.3904109589041096,8.0,20.0,3.0,6.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,3.0,,,4.0,10.0,130.0,1.0,3.0,,,2.0,1.0,,,2.0,4.0,2.0,4.0,,,,,2.0,1.0,,1.0,,,,,1.0,2.0,8.0,12.0,13.0,8.0,21.0,2.0,4.0,,3.0,3.0,1.0,7.0,2.0,5.0,13.0,1.0,2.0,10.0,,2.0,3.0,,,,4.0,1.0,0.3333333333333333,0.5,,,,,,0.3,0.3333333333333333,0.2,0.3,0.3333333333333333,0.2,0.3333333333333333,0.25,0.2857142857142857,,0.2,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.18461538461538463,0.15384615384615385,0.1625,0.13333333333333333,0.125,0.15789473684210525,0.16666666666666666,0.13333333333333333,0.21875,0.6,0.5,0.6,0.3333333333333333,0.3,,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.4,0.5,,,0.6,,0.5615666666666667,0.16666666666666666,0.16666666666666666,0.2,0.4,,,,1.0,,,,,0.06666666666666667,0.1,,,,2.0,1.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,6156.0,103.0,193,191,57.0,83,384,28.0,41.0,14.0,5.0,2.0,57.0,27.75330396475771,0.5833333333333334,0.44799361702127655,0.4680735294117647,13.800000000000002,0.29533678756476683,-5.0,30.0,1.0,5.0,,,1.0,2.0,4.0,8.0,9.0,4.0,1.0,1.0,3.0,,,1.0,2.0,14.0,1.0,7.0,9.0,40.0,177.0,3.0,5.0,,1.0,8.0,6.0,1.0,4.0,4.0,19.0,22.0,6.0,,1.0,1.0,,2.0,7.0,3.0,10.0,2.0,1.0,3.0,2.0,2.0,23.0,3.0,4.0,5.0,5.0,10.0,3.0,7.0,1.0,5.0,3.0,2.0,10.0,1.0,,1.0,,,12.0,2.0,6.0,1.0,,,1.0,19.0,,0.7857142857142857,0.8461538461538461,,0.14285714285714285,,0.25,,0.34146341463414637,0.6,0.42857142857142855,0.3229166666666667,0.5,0.4166666666666667,0.37735849056603776,0.5,0.475,0.14583333333333334,0.04878048780487805,0.2,0.125,0.7,0.04819277108433735,0.036585365853658534,0.04950495049504951,0.05263157894736842,,0.038461538461538464,,0.058823529411764705,0.07692307692307693,0.10416666666666667,0.2,0.25,1.0,0.16666666666666666,0.5,0.5714285714285714,0.75,0.32142857142857145,0.32142857142857145,0.7777777777777778,0.08333333333333333,0.0625,0.3333333333333333,0.3333333333333333,,,,0.16666666666666666,,,,0.1111111111111111,0.5,0.1111111111111111,0.5,0.25,,0.41339,0.11538461538461539,0.13333333333333333,0.2,0.475,26.657142857142862,,2.0,1.0,,,,,0.05555555555555555,,,,,2.0,,0.05405405405405406,,2.0,,4.0,,,,,0.15384615384615385,0.4,0.14814814814814814,,,2.0,,0.2,0.1111111111111111,,,3.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.25,,True,,,,,,,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,2951.0,49.0,88,89,38.0,46,177,3.0,8.0,3.0,1.0,,38.0,11.224489795918368,0.3333333333333333,0.43745555555555554,0.386275,9.075000000000001,0.4318181818181818,13.0,7.0,,3.0,,,,1.0,,2.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,2.0,70.0,,1.0,,,,1.0,,1.0,,2.0,2.0,,,,1.0,,,4.0,,4.0,,,1.0,1.0,2.0,8.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,3.0,,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,,0.125,,0.3333333333333333,0.1111111111111111,,0.25,0.1111111111111111,,0.25,0.1111111111111111,,,,0.5,0.09302325581395349,0.02857142857142857,0.07142857142857142,0.02564102564102564,0.09090909090909091,,,0.11764705882352941,0.11764705882352941,0.3333333333333333,,,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,1.0,,0.1111111111111111,,,,,,,,,,0.25,,0.25,,0.4444444444444444,,0.3613,,,,1.0,27.8,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,
