EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,StepOutOfBoundsTurnovers,RecoveredBlocks,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,on,BlockedCorner3,Corner3PctBlocked
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,1962.0,33,-15,60,59,30.0,37.0,12,119,5.0,7.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,7,9,6.0,20,85,2.0,4.0,2.0,6.0,3.0,3.0,4.0,10.0,8.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,6.0,1.0,4.0,5.0,6.0,11,1.0,1.0,1.0,7.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,30.0,3.0,0.5714285714285714,0.8,0.7777777777777778,0.5,1.0,0.7777777777777778,0.5,1.0,0.8333333333333334,0.6,1.0,0.1111111111111111,0.14285714285714285,16.901408450704228,0.2,0.24,0.3333333333333333,0.21739130434782608,0.2222222222222222,0.125,0.3333333333333333,0.25,0.16666666666666666,0.375,1.0,0.7777777777777778,0.7142857142857143,0.8333333333333334,0.6,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.7777777777777778,0.5237666666666666,0.5342250000000001,0.4763333333333333,0.2727272727272727,0.2727272727272727,0.3,0.5,3.288888888888889,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,44882.0,748,58,1346,1351,358.0,376.0,202,2697,79.0,124.0,16.0,30.0,17.0,30.0,26.0,53.0,31.0,85.0,136,262,64.0,348,1378,21.0,46.0,16.0,58.0,32.0,61.0,30.0,103.0,206.0,66.0,22.0,25.0,31.0,39.0,11.0,17.0,86.0,54.0,20.0,80.0,102.0,63.0,165,14.0,7.0,20.0,57.0,3.0,95.0,10.0,39.0,13.0,1.0,1.0,2.0,103.0,358.0,7.0,0.7573529411764706,0.824,0.5190839694656488,0.45652173913043476,0.5245901639344263,0.5017667844522968,0.45652173913043476,0.5214285714285715,0.5338461538461539,0.5178571428571429,0.5659340659340659,0.09541984732824428,0.1693548387096774,23.048094940662082,0.15355086372360843,0.09981515711645102,0.1342281879194631,0.14925373134328357,0.09455128205128205,0.11165048543689321,0.05319148936170213,0.1078838174273859,0.17088607594936708,0.16489361702127658,0.06060606060606061,0.4381625441696113,0.6370967741935484,0.7669902912621359,0.7468354430379747,0.1872791519434629,0.49056603773584906,0.5306122448979592,0.3003533568904594,0.36470588235294116,0.36470588235294116,0.8064516129032258,0.6521739130434783,0.5333333333333333,0.42857142857142855,0.5666666666666667,0.5123674911660777,0.49518392226148433,0.52952,0.5083014285714286,0.125,0.13402061855670103,0.16666666666666666,0.2959770114942529,7.752290076335879,0.2659732540861813,4.0,2.0,4.0,17.0,3.0,7.0,4.0,21.0,3.0,9.0,12.0,17.0,4.0,1.0,8.0,6.0,2.0,3.0,5.0,4.0,2.0,6.0,7.0,20.0,5.0,12.0,24.0,2.0,8.0,2.0,44.0,3.0,11.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.07420494699646643,0.047619047619047616,0.07547169811320754,0.058823529411764705,0.45454545454545453,0.07142857142857142,0.08888888888888889,0.060240963855421686,0.07692307692307693,0.12571428571428572,0.15517241379310345,0.05172413793103448,0.7307692307692307,0.014134275618374558,0.06007067137809187,0.23529411764705882,0.25,1.0,0.3125,0.02857142857142857,0.1,0.42857142857142855,0.23529411764705882,24.485714285714288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,58514.0,975,28,1777,1775,671.0,800.0,261,3552,37.0,71.0,3.0,6.0,10.0,21.0,17.0,43.0,78.0,197.0,132,311,79.0,436,1794,7.0,28.0,9.0,38.0,31.0,99.0,47.0,145.0,190.0,74.0,2.0,28.0,39.0,46.0,20.0,17.0,99.0,15.0,21.0,60.0,87.0,21.0,108,29.0,18.0,43.0,133.0,8.0,107.0,5.0,36.0,19.0,3.0,3.0,4.0,145.0,671.0,29.0,0.7196969696969697,0.7251908396946565,0.42443729903536975,0.25,0.31313131313131315,0.4576923076923077,0.3717948717948718,0.3828125,0.4943181818181818,0.42045454545454547,0.4503105590062112,0.09003215434083602,0.16901408450704225,23.72962607861937,0.0970873786407767,0.021645021645021644,0.0945945945945946,0.09642857142857143,0.02530120481927711,0.021551724137931036,0.007142857142857143,0.028037383177570093,0.10326086956521739,0.09689922480620156,0.06818181818181818,0.18205128205128204,0.5211267605633803,0.6271186440677966,0.6486486486486487,0.11025641025641025,0.3953488372093023,0.4722222222222222,0.5051282051282051,0.39593908629441626,0.4148936170212766,0.8205128205128205,0.15384615384615385,0.5,0.1640625,0.47619047619047616,0.38461538461538464,0.4651471722365041,0.46372258064516136,0.4565507812500002,0.0855106888361045,0.10526315789473684,0.0871559633027523,0.33256880733944955,13.521543408360131,0.37760270118176703,39.0,16.0,16.0,40.0,5.0,13.0,31.0,79.0,12.0,29.0,87.0,40.0,16.0,,7.0,5.0,2.0,2.0,6.0,,6.0,3.0,11.0,19.0,9.0,10.0,36.0,,9.0,1.0,55.0,3.0,13.0,21.0,2.0,1.0,1.0,,1.0,0.9354838709677419,0.3924050632911392,0.41379310344827586,0.3924050632911392,0.20256410256410257,,0.16279069767441862,,0.34545454545454546,0.08695652173913043,,0.043795620437956206,0.041666666666666664,0.09090909090909091,0.10112359550561797,0.015384615384615385,0.4117647058823529,0.1,0.10256410256410256,0.4,0.4,0.9375,,0.125,0.1015625,0.38461538461538464,0.4,24.258227848101267,15.0,2.0,5.0,7.0,3.0,6.0,5.0,11.0,6.0,1.0,1.0,0.45454545454545453,0.04568527918781726,0.04878048780487805,0.25,0.38461538461538464,0.38461538461538464,0.9333333333333333,0.1282051282051282,0.4,1.0,0.15384615384615385,0.5,1.0,0.4375,,,,,,,,,,True,,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,49954.0,833,57,1513,1516,452.0,548.0,222,3029,26.0,65.0,5.0,10.0,8.0,19.0,10.0,39.0,53.0,115.0,89,219,57.0,277,1490,11.0,27.0,8.0,36.0,24.0,62.0,39.0,99.0,74.0,104.0,,16.0,152.0,172.0,80.0,54.0,364.0,6.0,16.0,56.0,72.0,9.0,81,28.0,14.0,27.0,102.0,1.0,65.0,2.0,13.0,17.0,,,,99.0,452.0,18.0,0.4157303370786517,0.4157303370786517,0.4063926940639269,0.4074074074074074,0.3870967741935484,0.43137254901960786,0.42424242424242425,0.40540540540540543,0.4787985865724382,0.5,0.5105263157894737,0.0730593607305936,0.16923076923076924,20.537213206491327,0.10163339382940109,0.009836065573770493,0.0855614973262032,0.0975609756097561,0.011157601115760111,0.013215859030837005,0.01818181818181818,0.003663003663003663,0.10256410256410256,0.06465517241379311,0.08571428571428572,0.2549019607843137,0.4,0.48148148148148145,0.3076923076923077,0.15294117647058825,0.2564102564102564,0.2631578947368421,0.45098039215686275,0.4608695652173913,0.4774774774774775,0.4716981132075472,0.30303030303030304,0.5,0.25675675675675674,0.42105263157894735,0.396078431372549,0.4587730314960631,0.454737037037037,0.45349932432432416,0.04887218045112782,0.05652173913043478,0.1299638989169675,0.3574007220216607,11.52785388127854,0.29874421678783875,3.0,2.0,13.0,33.0,3.0,10.0,14.0,36.0,4.0,12.0,21.0,33.0,13.0,1.0,20.0,16.0,4.0,18.0,2.0,1.0,,4.0,14.0,59.0,8.0,43.0,26.0,,16.0,7.0,85.0,6.0,21.0,3.0,7.0,,,1.0,1.0,0.5,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.1411764705882353,0.027777777777777776,0.02564102564102564,0.030303030303030304,0.6941176470588235,,0.017857142857142856,0.018691588785046728,0.012987012987012988,0.15337423312883436,0.08552631578947369,0.030534351145038167,0.4,0.011764705882352941,0.12941176470588237,0.3939393939393939,0.40625,0.46153846153846156,0.2,0.02702702702702703,0.13513513513513514,0.3,0.3939393939393939,25.23888888888889,1.0,,,1.0,2.0,6.0,2.0,6.0,21.0,,,0.3333333333333333,0.034782608695652174,0.03333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,,,0.18181818181818182,0.3333333333333333,1.0,0.5,,,,,,,,,,True,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,129206.0,2153,15,3886,3897,1138.0,1340.0,583,7783,178.0,312.0,78.0,141.0,54.0,88.0,20.0,79.0,10.0,45.0,208,436,113.0,529,3948,80.0,153.0,36.0,196.0,64.0,116.0,45.0,173.0,256.0,160.0,122.0,61.0,117.0,123.0,32.0,79.0,252.0,186.0,76.0,249.0,357.0,221.0,578,30.0,21.0,164.0,228.0,13.0,195.0,17.0,88.0,18.0,139.0,75.0,139.0,173.0,1138.0,22.0,0.6153846153846154,0.8707482993197279,0.47706422018348627,0.5228758169934641,0.5517241379310345,0.4759725400457666,0.5228758169934641,0.5470085470085471,0.502851711026616,0.5414364640883977,0.5728476821192053,0.13990825688073394,0.14423076923076922,13.566312133709573,0.17160578911095797,0.11720226843100189,0.18401937046004843,0.17435622317596566,0.11530054644808743,0.1480836236933798,0.1267605633802817,0.08916323731138547,0.18009478672985782,0.17717206132879046,0.23863636363636365,0.7139588100686499,0.5705128205128205,0.6666666666666666,0.5898876404494382,0.18077803203661327,0.25316455696202533,0.29411764705882354,0.10297482837528604,0.2222222222222222,0.25,0.8,0.9215686274509803,0.5531914893617021,0.7521367521367521,0.6136363636363636,0.7162471395881007,0.50547471395881,0.5534645390070922,0.5075243589743589,0.1732283464566929,0.17357001972386588,0.3705103969754253,0.3270321361058601,3.4697247706422023,0.2928461142563047,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,6.0,5.0,1.0,6.0,25.0,10.0,32.0,32.0,9.0,63.0,13.0,39.0,36.0,2.0,24.0,6.0,99.0,10.0,30.0,8.0,,,,3.0,12.0,,,,,0.002288329519450801,,0.13924050632911392,,0.6363636363636364,0.27586206896551724,0.07246376811594203,0.102880658436214,0.10555555555555556,0.15610859728506787,0.16923076923076924,0.1951219512195122,0.75,,0.002288329519450801,,,,0.1794871794871795,,0.008547008547008548,,,24.4,,,,,,,,,,,97.0,,0.1111111111111111,0.09523809523809523,0.697841726618705,,,,,,,,,,,6.0,58.0,4.0,2.0,,,,,,True,,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,71767.0,1196,11,2149,2148,590.0,659.0,329,4297,58.0,106.0,6.0,9.0,14.0,36.0,28.0,64.0,96.0,214.0,182,384,112.0,521,2221,13.0,35.0,7.0,42.0,39.0,104.0,75.0,162.0,114.0,250.0,8.0,25.0,191.0,221.0,93.0,83.0,472.0,17.0,17.0,65.0,83.0,23.0,106,45.0,30.0,28.0,96.0,2.0,139.0,8.0,42.0,27.0,3.0,1.0,3.0,162.0,590.0,20.0,0.3131868131868132,0.3202247191011236,0.4739583333333333,0.37142857142857144,0.375,0.4647727272727273,0.4069767441860465,0.359504132231405,0.5149402390438247,0.44680851063829785,0.4909090909090909,0.06510416666666667,0.1509433962264151,23.748043818466353,0.07793764988009592,0.01951779563719862,0.08629441624365482,0.07953443258971872,0.022132796780684104,0.022435897435897436,0.019230769230769232,0.017369727047146403,0.072,0.08359133126934984,0.13636363636363635,0.2409090909090909,0.5471698113207547,0.6444444444444445,0.13793103448275862,0.14545454545454545,0.4375,0.4827586206896552,0.4863636363636364,0.4485981308411215,0.4549763033175355,0.4791666666666667,0.20930232558139536,0.6666666666666666,0.2975206611570248,0.3888888888888889,0.36818181818181817,0.45968646788990825,0.4451135135135135,0.4585148305084745,0.09052631578947369,0.10047846889952153,0.08061420345489444,0.31094049904030713,12.331510416666667,0.2745463006049325,12.0,1.0,10.0,44.0,3.0,16.0,15.0,56.0,3.0,17.0,39.0,42.0,10.0,1.0,30.0,21.0,9.0,15.0,5.0,1.0,1.0,7.0,15.0,60.0,13.0,40.0,45.0,3.0,20.0,4.0,105.0,10.0,36.0,14.0,5.0,,,,,0.8666666666666667,0.26785714285714285,0.17647058823529413,0.2777777777777778,0.12727272727272726,0.017857142857142856,0.09375,0.022727272727272728,0.5714285714285714,0.014925373134328358,0.013888888888888888,0.04065040650406504,0.031578947368421054,0.07662835249042145,0.0718954248366013,0.03333333333333333,0.10714285714285714,0.02727272727272727,0.1,0.22727272727272727,0.23255813953488372,0.8,,0.008264462809917356,0.1322314049586777,0.1875,0.23809523809523808,26.060714285714283,5.0,1.0,3.0,,2.0,5.0,3.0,8.0,6.0,,1.0,0.375,0.014018691588785047,0.07142857142857142,0.3333333333333333,0.4166666666666667,0.4166666666666667,1.0,0.06976744186046512,0.3333333333333333,1.0,0.11627906976744186,0.4,1.0,,1.0,1.0,,,2.0,1.0,0.017543859649122806,,,True,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,67557.0,1126,-54,2011,2028,445.0,475.0,304,4039,60.0,115.0,13.0,21.0,12.0,27.0,4.0,20.0,142.0,293.0,206,428,71.0,498,2102,24.0,48.0,7.0,61.0,39.0,76.0,18.0,99.0,318.0,94.0,14.0,29.0,58.0,63.0,37.0,14.0,131.0,28.0,21.0,78.0,99.0,31.0,130,24.0,14.0,22.0,57.0,1.0,106.0,7.0,51.0,5.0,9.0,3.0,9.0,99.0,445.0,6.0,0.7718446601941747,0.7989949748743719,0.48130841121495327,0.5,0.5131578947368421,0.47339246119733924,0.5294117647058824,0.4764705882352941,0.498,0.5545454545454546,0.5051020408163265,0.06775700934579439,0.2,23.3500417710944,0.09836065573770492,0.03309692671394799,0.11290322580645161,0.10112359550561797,0.03164556962025317,0.041935483870967745,0.02702702702702703,0.028350515463917526,0.09049773755656108,0.10793650793650794,0.08333333333333333,0.2549889135254989,0.5217391304347826,0.6521739130434783,0.6333333333333333,0.04434589800443459,0.2,0.26666666666666666,0.6496674057649667,0.48464163822525597,0.4863013698630137,0.8380281690140845,0.4117647058823529,0.6190476190476191,0.3176470588235294,0.4444444444444444,0.30598669623059865,0.4605854444444444,0.4847020833333333,0.4722494047619048,0.10303030303030303,0.10805084745762712,0.12248995983935743,0.19879518072289157,14.046962616822428,0.22128294380905023,8.0,5.0,5.0,15.0,1.0,4.0,5.0,23.0,1.0,9.0,9.0,14.0,5.0,,5.0,3.0,2.0,7.0,2.0,1.0,,4.0,10.0,29.0,11.0,18.0,30.0,2.0,11.0,1.0,59.0,7.0,15.0,10.0,,,,,,0.6,0.21739130434782608,0.1111111111111111,0.22727272727272727,0.050997782705099776,,0.25,,0.4915254237288136,,0.0136986301369863,0.0196078431372549,0.025,0.0933852140077821,0.12318840579710146,0.01904761904761905,0.5,0.017738359201773836,0.03325942350332594,0.3333333333333333,0.3333333333333333,0.6,0.38461538461538464,0.058823529411764705,0.047058823529411764,0.25,0.35714285714285715,25.24782608695652,,,,,2.0,3.0,2.0,3.0,6.0,3.0,4.0,0.6666666666666666,0.0034129692832764505,,0.4444444444444444,,,,,,,0.058823529411764705,0.6666666666666666,0.5,,2.0,4.0,,,1.0,,,,,True,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,100857.0,1681,107,3048,3055,850.0,998.0,464,6103,175.0,306.0,46.0,86.0,46.0,82.0,13.0,44.0,19.0,88.0,207,438,225.0,765,3066,47.0,99.0,46.0,152.0,50.0,107.0,80.0,210.0,206.0,208.0,78.0,50.0,137.0,147.0,81.0,49.0,304.0,121.0,42.0,149.0,224.0,134.0,358,102.0,63.0,47.0,95.0,,282.0,16.0,118.0,20.0,123.0,79.0,124.0,210.0,850.0,15.0,0.4975845410628019,0.6130952380952381,0.4726027397260274,0.47474747474747475,0.4672897196261682,0.4838709677419355,0.4690265486725664,0.4676258992805755,0.5535190615835777,0.5354609929078015,0.5686813186813187,0.1141552511415525,0.1437908496732026,22.041379310344826,0.13058720420683612,0.09893704006541292,0.12883435582822086,0.1301976823449216,0.09097320169252468,0.13333333333333333,0.09502262443438914,0.07076350093109869,0.13529411764705881,0.1515837104072398,0.10144927536231885,0.5483870967741935,0.5718954248366013,0.6679389312977099,0.52,0.07885304659498207,0.29545454545454547,0.34210526315789475,0.15770609318996415,0.2159090909090909,0.2159090909090909,0.5263157894736842,0.7610619469026548,0.5348837209302325,0.5899280575539568,0.5609756097560976,0.7634408602150538,0.5311086021505378,0.5483903846153846,0.5486125899280575,0.18429003021148035,0.21851851851851853,0.19869281045751633,0.27450980392156865,4.771232876712331,0.27887139107611547,10.0,5.0,38.0,110.0,8.0,27.0,42.0,120.0,10.0,32.0,123.0,110.0,38.0,,10.0,6.0,4.0,7.0,8.0,5.0,33.0,16.0,39.0,61.0,20.0,37.0,56.0,1.0,24.0,5.0,117.0,12.0,29.0,20.0,14.0,1.0,1.0,,,0.9761904761904762,0.35,0.3125,0.35,0.21505376344086022,,0.13636363636363635,,0.5213675213675214,0.375,0.04310344827586207,0.041025641025641026,0.03870967741935484,0.10027855153203342,0.13618677042801555,0.06324110671936758,0.15384615384615385,0.017921146953405017,0.1971326164874552,0.34545454545454546,0.34545454545454546,0.9736842105263158,0.043478260869565216,0.03597122302158273,0.19424460431654678,0.2962962962962963,0.34545454545454546,24.967499999999994,4.0,,2.0,2.0,4.0,12.0,4.0,14.0,3.0,1.0,82.0,0.2857142857142857,,0.05,0.6612903225806451,0.4,0.4,1.0,0.017699115044247787,,,0.10619469026548672,0.3333333333333333,1.0,0.4,11.0,33.0,2.0,1.0,,4.0,0.03278688524590164,2.0,,True,,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,28732.0,479,-56,875,883,254.0,321.0,111,1758,28.0,49.0,3.0,7.0,6.0,11.0,7.0,16.0,17.0,54.0,52,119,27.0,158,890,5.0,16.0,,10.0,11.0,30.0,8.0,33.0,70.0,34.0,4.0,10.0,23.0,26.0,9.0,10.0,55.0,10.0,11.0,26.0,46.0,17.0,63,17.0,11.0,21.0,79.0,2.0,37.0,3.0,18.0,2.0,8.0,2.0,8.0,33.0,254.0,10.0,0.6730769230769231,0.7,0.4369747899159664,0.3125,0.36666666666666664,0.44256756756756754,0.29411764705882354,0.33783783783783783,0.47878787878787876,0.29411764705882354,0.38372093023255816,0.08403361344537816,0.1836734693877551,19.038272816486753,0.07854984894259819,0.027700831024930747,0.12643678160919541,0.08851674641148326,0.033734939759036145,0.03225806451612903,0.017543859649122806,0.027777777777777776,0.052083333333333336,0.09859154929577464,0.23809523809523808,0.3310810810810811,0.5714285714285714,0.7,0.6428571428571429,0.10810810810810811,0.4375,0.4666666666666667,0.36486486486486486,0.3148148148148148,0.3148148148148148,0.8823529411764706,0.4117647058823529,0.42857142857142855,0.2972972972972973,0.5454545454545454,0.527027027027027,0.4919050675675675,0.48524117647058823,0.46436351351351357,0.11042944785276074,0.13432835820895522,0.06329113924050633,0.2088607594936709,9.863025210084034,0.29028571428571426,13.0,4.0,5.0,16.0,1.0,3.0,9.0,29.0,1.0,7.0,24.0,16.0,5.0,,3.0,2.0,1.0,4.0,4.0,3.0,9.0,2.0,6.0,14.0,2.0,7.0,15.0,,7.0,3.0,29.0,2.0,10.0,8.0,,,,,,0.8888888888888888,0.3103448275862069,0.14285714285714285,0.3103448275862069,0.19594594594594594,,0.0625,,0.4827586206896552,0.36,0.10344827586206896,0.07407407407407407,0.05714285714285714,0.07526881720430108,0.09090909090909091,0.02666666666666667,0.2857142857142857,0.08783783783783784,0.10810810810810811,0.3125,0.3125,0.8,0.3333333333333333,0.10810810810810811,0.08108108108108109,0.3333333333333333,0.3125,24.57931034482758,4.0,,1.0,,,,,1.0,3.0,2.0,4.0,,,0.10526315789473684,0.5,0.3076923076923077,0.3076923076923077,1.0,0.058823529411764705,,,,,,,1.0,5.0,,,,,,,,True,,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,20721.0,345,-32,637,639,223.0,326.0,91,1276,13.0,34.0,,2.0,3.0,9.0,7.0,13.0,23.0,59.0,43,106,15.0,107,647,1.0,7.0,,2.0,9.0,35.0,4.0,22.0,58.0,28.0,,11.0,23.0,31.0,14.0,6.0,70.0,5.0,5.0,9.0,14.0,7.0,21,12.0,8.0,15.0,46.0,3.0,16.0,,6.0,2.0,,,,22.0,223.0,15.0,0.6744186046511628,0.6744186046511628,0.4056603773584906,0.14285714285714285,0.2571428571428571,0.38333333333333336,0.14285714285714285,0.21951219512195122,0.41796875,0.14285714285714285,0.2558139534883721,0.10377358490566038,0.29411764705882354,19.492656875834445,0.045,0.017985611510791366,0.06172839506172839,0.0498220640569395,0.018691588785046728,0.021052631578947368,,0.022058823529411766,0.03389830508474576,0.05747126436781609,,0.2833333333333333,0.38235294117647056,0.5416666666666666,0.6923076923076923,0.10833333333333334,0.5384615384615384,0.5384615384615384,0.49166666666666664,0.3898305084745763,0.39655172413793105,0.782608695652174,0.2857142857142857,,0.21951219512195122,0.3333333333333333,0.4,0.47023119658119644,0.43993333333333334,0.4341089743589744,0.047619047619047616,0.05357142857142857,0.018691588785046728,0.205607476635514,11.858490566037736,0.3500784929356358,3.0,,2.0,11.0,,6.0,2.0,14.0,,6.0,3.0,9.0,2.0,1.0,8.0,5.0,3.0,3.0,1.0,1.0,,2.0,4.0,10.0,3.0,9.0,8.0,,1.0,1.0,18.0,,11.0,2.0,,,,,1.0,0.5,0.14285714285714285,,0.16666666666666666,0.11666666666666667,0.07142857142857142,,0.09090909090909091,0.5555555555555556,,0.05263157894736842,0.023255813953488372,0.037037037037037035,0.037037037037037035,0.07575757575757576,0.03389830508474576,0.2857142857142857,0.025,0.09166666666666666,0.18181818181818182,0.2,0.5,,,0.14634146341463414,,0.2222222222222222,30.164285714285718,,,,,,,,,3.0,,,,0.01694915254237288,,,,,,,,,,,,,,,,,2.0,,,,,True,,
