EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Fg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Technical Free Throw Trips,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGA,Clear Path Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,BlockedCorner3,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,on,Corner3PctBlocked
1514,1610612762,Paul Grant,Paul Grant,1514,UTA,47.0,1,-2,2,3,2.0,3,5,2,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1913,1610612762,Michael Ruffin,Michael Ruffin,1913,UTA,43769.0,729,-39,1279,1268,327.0,413,2547,1321,327.0,0.25566849100860045,219.0,32.0,74.0,15.0,29.0,11.0,23.0,6.0,32.0,11.0,38.0,117.0,16.0,92.0,18.0,33.0,5.0,41.0,12.0,28.0,4.0,28.0,40.0,36.0,30.0,27.0,37.0,4.0,41.0,2.0,2.0,12.0,3.0,22.0,86.0,6.0,70.0,2.0,21.0,98.0,10.0,129.0,78.0,207.0,5.0,22.0,11.0,11.0,20.0,6.0,9.0,22.0,1.0,11.0,1.0,42.0,6.0,10.0,56.0,103.0,3.0,9.0,38.0,2.0,17.0,3.0,21.0,14.0,7.0,21.0,9.0,1.0,1.0,3.0,1.0,28.0,16.0,0.5263157894736842,0.8695652173913043,0.3247863247863248,0.5454545454545454,0.42857142857142855,0.3247863247863248,0.5454545454545454,0.42857142857142855,0.34074074074074073,0.5256410256410257,0.42424242424242425,0.23076923076923078,0.2702702702702703,0.1875,0.09090909090909091,11.338885329916721,0.47619047619047616,0.2222222222222222,0.037037037037037035,0.21923937360178972,0.12280701754385964,0.1875,0.07792207792207792,0.21288014311270126,0.11746522411128284,0.15311004784688995,0.14942528735632185,0.09124087591240876,0.08196721311475409,0.0625,0.17796610169491525,0.25396825396825395,0.22167487684729065,0.21686746987951808,0.10344827586206896,0.09615384615384616,0.42857142857142855,0.6324786324786325,0.43243243243243246,0.5925925925925926,0.5,0.27350427350427353,0.1875,0.23076923076923078,0.6666666666666666,0.09401709401709402,0.8787878787878788,0.5172413793103449,0.06666666666666667,0.8214285714285714,0.4782608695652174,0.6324786324786325,0.4847478632478632,0.527928125,0.5116785714285713,0.12878787878787878,0.12878787878787878,0.44565217391304346,0.30434782608695654,4.095726495726496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,23397.0,390,-77,660,664,100.0,130,1324,714,100.0,0.15151515151515152,110.0,14.0,30.0,3.0,7.0,2.0,5.0,1.0,6.0,112.0,65.0,148.0,24.0,157.0,8.0,20.0,3.0,19.0,7.0,17.0,5.0,19.0,98.0,32.0,2.0,4.0,17.0,3.0,20.0,2.0,1.0,11.0,2.0,4.0,43.0,,13.0,1.0,6.0,22.0,,28.0,14.0,42.0,3.0,9.0,4.0,5.0,8.0,3.0,6.0,11.0,1.0,2.0,,19.0,3.0,3.0,8.0,17.0,1.0,3.0,37.0,1.0,18.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,19.0,,0.7538461538461538,0.765625,0.4391891891891892,0.4,0.4117647058823529,0.434640522875817,0.4,0.4117647058823529,0.4590643274853801,0.41304347826086957,0.4318181818181818,0.02702702702702703,0.13333333333333333,,,23.57320099255583,0.42105263157894735,,0.03125,0.08527131782945736,0.041666666666666664,0.11764705882352941,,0.09061488673139159,0.038461538461538464,0.05217391304347826,0.04081632653061224,0.033783783783783786,,,0.09722222222222222,0.07352941176470588,0.0847457627118644,0.1282051282051282,0.08333333333333333,0.03614457831325301,0.3333333333333333,0.19607843137254902,0.4666666666666667,0.5384615384615384,0.5,0.0392156862745098,0.16666666666666666,0.16666666666666666,1.0,0.7320261437908496,0.35,0.42857142857142855,0.3333333333333333,0.29411764705882354,0.4,0.22875816993464052,0.4452660130718954,0.45825000000000005,0.44239999999999996,0.10588235294117647,0.10909090909090909,0.12101910828025478,0.12101910828025478,15.70608108108108,50.0,1.0,1.0,4.0,1.0,5.0,3.0,4.0,1.0,1.0,0.2,0.2,0.032679738562091505,0.44642857142857145,0.44642857142857145,0.82,0.006535947712418301,0.026143790849673203,0.25,0.25,0.25,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,10615.0,177,-9,318,316,134.0,151,634,312,134.0,0.42138364779874216,48.0,9.0,16.0,2.0,3.0,3.0,7.0,3.0,8.0,31.0,26.0,55.0,11.0,75.0,4.0,8.0,1.0,9.0,8.0,21.0,7.0,26.0,32.0,20.0,,1.0,24.0,1.0,25.0,1.0,,14.0,1.0,9.0,51.0,,1.0,,3.0,10.0,,13.0,1.0,14.0,,10.0,2.0,8.0,9.0,3.0,5.0,7.0,,4.0,,16.0,,6.0,9.0,28.0,,1.0,15.0,1.0,4.0,2.0,,,,,,,,,,26.0,4.0,0.6153846153846154,0.6153846153846154,0.4727272727272727,0.5,0.38095238095238093,0.47058823529411764,0.4444444444444444,0.35185185185185186,0.4863013698630137,0.45,0.38333333333333336,0.01818181818181818,0.0625,,,23.733333333333334,0.5625,,,0.09900990099009901,0.007874015748031496,0.08823529411764706,,0.0962962962962963,0.006711409395973154,,,0.014285714285714285,,,0.10344827586206896,0.06666666666666667,0.11904761904761904,0.07692307692307693,0.125,,,0.23529411764705882,0.5625,0.6,0.2222222222222222,0.11764705882352941,0.375,0.375,0.3333333333333333,0.45588235294117646,0.3333333333333333,0.6666666666666666,,0.25925925925925924,0.42857142857142855,0.4264705882352941,0.4719059701492538,0.4373166666666667,0.4681307692307692,0.056338028169014086,0.06896551724137931,0.12,0.3466666666666667,12.616363636363635,14.0,,4.0,13.0,4.0,13.0,3.0,13.0,4.0,,0.3076923076923077,0.3076923076923077,0.19117647058823528,0.45161290322580644,0.45161290322580644,0.9285714285714286,,0.19117647058823528,0.3076923076923077,0.3076923076923077,0.3076923076923077,25.930769230769233,1.0,1.0,6.0,1.0,1.0,6.0,9.0,4.0,0.75,0.16666666666666666,0.75,0.1111111111111111,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2562,1610612762,Sasha Pavlovic,Sasha Pavlovic,2562,UTA,11088.0,185,30,325,326,109.0,132,651,329,109.0,0.3353846153846154,55.0,8.0,20.0,1.0,3.0,1.0,4.0,1.0,5.0,27.0,19.0,52.0,10.0,60.0,1.0,4.0,2.0,4.0,5.0,15.0,6.0,16.0,26.0,12.0,,8.0,15.0,,15.0,,,5.0,,10.0,30.0,,4.0,,3.0,7.0,6.0,16.0,4.0,20.0,,9.0,6.0,3.0,12.0,,8.0,1.0,,4.0,,13.0,4.0,4.0,14.0,35.0,2.0,1.0,14.0,,7.0,,3.0,3.0,,3.0,2.0,,,,,16.0,4.0,0.6842105263157895,0.6842105263157895,0.36538461538461536,0.25,0.3333333333333333,0.4166666666666667,0.25,0.2777777777777778,0.44776119402985076,0.4,0.36363636363636365,0.15384615384615385,0.3,0.2,0.037037037037037035,20.408163265306122,0.9230769230769231,0.3333333333333333,,0.06666666666666667,0.03007518796992481,0.09375,,0.072992700729927,0.02631578947368421,0.02040816326530612,,0.04838709677419355,,,0.1,,0.09090909090909091,0.15,,,0.6666666666666666,0.3333333333333333,0.4,0.5714285714285714,0.375,0.08333333333333333,0.2,0.25,,0.45,0.75,0.3333333333333333,,0.2222222222222222,0.25,0.4666666666666667,0.4738166666666667,0.44176666666666664,0.4507222222222222,0.1044776119402985,0.11864406779661017,0.06666666666666667,0.26666666666666666,10.917307692307693,10.0,5.0,1.0,3.0,4.0,8.0,,3.0,1.0,,0.5,0.5,0.13333333333333333,0.37037037037037035,0.38461538461538464,1.0,0.08333333333333333,0.05,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.625,,,1.0,,,3.0,12.0,,1.0,,1.0,,0.05555555555555555,,3.0,2.0,1.0,0.6,0.6,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,True,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,30167.0,503,-50,865,858,163.0,205,1723,916,163.0,0.1884393063583815,153.0,14.0,36.0,3.0,7.0,3.0,9.0,14.0,24.0,100.0,73.0,160.0,31.0,204.0,7.0,22.0,3.0,20.0,7.0,32.0,15.0,35.0,52.0,94.0,4.0,13.0,56.0,8.0,64.0,5.0,3.0,27.0,6.0,23.0,136.0,4.0,11.0,1.0,5.0,32.0,,37.0,16.0,53.0,1.0,9.0,5.0,4.0,20.0,3.0,13.0,8.0,1.0,7.0,,28.0,1.0,6.0,15.0,39.0,,2.0,45.0,1.0,15.0,4.0,,,,,,,,,,35.0,7.0,0.3561643835616438,0.36619718309859156,0.45625,0.3181818181818182,0.21875,0.4701086956521739,0.3695652173913043,0.2702702702702703,0.49261083743842365,0.4,0.3645833333333333,0.08125,0.19444444444444445,0.041666666666666664,0.05,21.56862745098039,0.7142857142857143,,0.027777777777777776,0.09968847352024922,0.0267639902676399,0.07352941176470588,0.08333333333333333,0.09511568123393316,0.032679738562091505,0.038461538461538464,0.015625,0.020942408376963352,0.10810810810810811,,0.09876543209876543,0.06818181818181818,0.11842105263157894,0.0784313725490196,0.058823529411764705,0.011363636363636364,,0.1956521739130435,0.3888888888888889,0.4827586206896552,,0.13043478260869565,0.5833333333333334,0.6086956521739131,0.21428571428571427,0.5434782608695652,0.30434782608695654,0.42857142857142855,,0.24324324324324326,0.3333333333333333,0.32608695652173914,0.4513524456521739,0.4371761904761905,0.4353094594594594,0.08040201005025126,0.08620689655172414,0.09803921568627451,0.1715686274509804,13.892500000000002,45.0,3.0,7.0,21.0,9.0,24.0,9.0,21.0,7.0,,0.375,0.375,0.13043478260869565,0.45,0.47368421052631576,0.5111111111111111,0.016304347826086956,0.11413043478260869,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.666666666666668,1.0,2.0,5.0,1.0,2.0,5.0,18.0,5.0,0.6666666666666666,0.4,0.5714285714285714,0.043478260869565216,0.13513513513513514,0.4,2.0,,,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.04,,,,,,,,,,,,,,,,,True,
2590,1610612762,Mo Williams,Mo Williams,2590,UTA,8071.0,135,8,255,253,107.0,168,508,246,107.0,0.4196078431372549,52.0,2.0,12.0,,2.0,2.0,4.0,4.0,6.0,37.0,17.0,55.0,7.0,50.0,2.0,10.0,,7.0,7.0,22.0,6.0,26.0,22.0,12.0,2.0,4.0,13.0,2.0,15.0,2.0,,7.0,1.0,5.0,32.0,1.0,7.0,1.0,1.0,10.0,,11.0,9.0,20.0,1.0,7.0,3.0,4.0,12.0,2.0,6.0,5.0,1.0,6.0,,17.0,2.0,6.0,11.0,19.0,,1.0,10.0,,2.0,3.0,,,,1.0,,,,,,26.0,3.0,0.6470588235294118,0.6875,0.3090909090909091,0.2,0.3181818181818182,0.33076923076923076,0.3181818181818182,0.3448275862068966,0.35714285714285715,0.3181818181818182,0.3939393939393939,0.07272727272727272,0.08333333333333333,0.3333333333333333,0.02702702702702703,27.531645569620252,0.7058823529411765,,0.08333333333333333,0.13333333333333333,0.06306306306306306,0.047619047619047616,0.05263157894736842,0.11458333333333333,0.06153846153846154,0.07894736842105263,,0.06896551724137931,0.07142857142857142,,0.15789473684210525,0.1,0.1388888888888889,0.07142857142857142,,0.027777777777777776,,0.18461538461538463,0.16666666666666666,0.18181818181818182,1.0,0.09230769230769231,0.6666666666666666,1.0,,0.5692307692307692,0.18181818181818182,,,0.13793103448275862,0.5,0.3384615384615385,0.4458715384615385,0.45698,0.4119568965517241,0.029850746268656716,0.03508771929824561,0.14,0.52,13.383636363636365,11.0,2.0,3.0,8.0,3.0,10.0,6.0,8.0,3.0,,0.3,0.3,0.15384615384615385,0.2972972972972973,0.3055555555555556,0.8181818181818182,0.03076923076923077,0.12307692307692308,0.375,0.42857142857142855,0.375,24.94,1.0,2.0,6.0,1.0,2.0,7.0,3.0,,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.09090909090909091,0.20689655172413793,0.3333333333333333,,1.0,,,,,0.034482758620689655,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.1,0.125,,,,,,,,,,,,True,
1630,1610612762,Mikki Moore,Mikki Moore,1630,UTA,3656.0,61,31,109,105,38.0,26,214,94,38.0,0.3486238532110092,18.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,7.0,5.0,11.0,19.0,2.0,24.0,4.0,8.0,1.0,9.0,3.0,6.0,1.0,7.0,16.0,6.0,2.0,,3.0,2.0,5.0,2.0,,,,3.0,12.0,1.0,4.0,,1.0,5.0,1.0,7.0,5.0,12.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,4.0,8.0,1.0,,2.0,2.0,2.0,,2.0,1.0,,2.0,2.0,,,,1.0,7.0,1.0,0.7272727272727273,0.8,0.5789473684210527,0.5,0.5,0.5789473684210527,0.5,0.5,0.631578947368421,0.5625,0.5833333333333334,,,,,14.814814814814813,1.0,0.5,,0.12195121951219512,0.0851063829787234,0.1111111111111111,0.16666666666666666,0.12,0.09433962264150944,0.08333333333333333,0.18181818181818182,0.041666666666666664,0.16666666666666666,,0.09090909090909091,0.36363636363636365,,,0.2,0.25,1.0,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,0.2631578947368421,0.25,0.5,,0.3333333333333333,0.5,0.3684210526315789,0.4501526315789473,0.41609999999999997,0.4512,0.10526315789473684,0.10526315789473684,0.375,0.2916666666666667,8.126315789473683,3.0,,,,,,,,,,,,,0.6,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,30710.0,512,1,895,887,198.0,260,1782,910,198.0,0.2212290502793296,150.0,42.0,89.0,11.0,27.0,6.0,15.0,6.0,14.0,36.0,58.0,139.0,74.0,229.0,12.0,35.0,19.0,46.0,8.0,26.0,23.0,51.0,62.0,54.0,20.0,18.0,47.0,2.0,49.0,1.0,1.0,21.0,,26.0,100.0,2.0,39.0,3.0,11.0,45.0,10.0,66.0,44.0,110.0,6.0,16.0,10.0,6.0,15.0,9.0,10.0,20.0,1.0,5.0,3.0,35.0,4.0,4.0,12.0,24.0,1.0,5.0,94.0,6.0,40.0,4.0,29.0,18.0,8.0,30.0,19.0,2.0,,,,51.0,4.0,0.5344827586206896,0.6458333333333334,0.4172661870503597,0.34285714285714286,0.3076923076923077,0.4329608938547486,0.32926829268292684,0.358974358974359,0.5068807339449541,0.4326923076923077,0.4807692307692308,0.12949640287769784,0.19101123595505617,0.07142857142857142,,23.232323232323232,0.42857142857142855,0.38461538461538464,0.07692307692307693,0.140625,0.1,0.1375,0.034482758620689655,0.14,0.09151785714285714,0.13157894736842105,0.06779661016949153,0.08379888268156424,0.041666666666666664,,0.10227272727272728,0.17582417582417584,0.14184397163120568,0.11290322580645161,0.2222222222222222,0.06896551724137931,0.6333333333333333,0.4972067039106145,0.47191011235955055,0.5833333333333334,0.5476190476190477,0.0782122905027933,0.42857142857142855,0.46153846153846156,0.16666666666666666,0.2011173184357542,0.6585365853658537,0.4074074074074074,,0.38461538461538464,0.4,0.7206703910614525,0.5113723463687151,0.5114341463414633,0.5111525641025642,0.19626168224299065,0.23121387283236994,0.20087336244541484,0.22270742358078602,5.829496402877697,10.0,4.0,11.0,36.0,13.0,40.0,,36.0,11.0,,0.325,0.325,0.22346368715083798,0.2777777777777778,0.2777777777777778,0.7,0.0223463687150838,0.2011173184357542,0.3055555555555556,0.3142857142857143,0.3055555555555556,24.877499999999998,5.0,3.0,12.0,6.0,4.0,13.0,39.0,8.0,1.0,0.3076923076923077,1.0,0.12195121951219512,0.3076923076923077,0.25,2.0,1.0,,0.5,0.5,1.0,0.02564102564102564,1.0,1.0,2.0,0.16666666666666666,0.2,1.0,0.04878048780487805,1.0,1.0,,0.025,0.027777777777777776,3.0,1.0,1.0,1.0,1.0,0.024390243902439025,1.0,,,,,True,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,4255.0,71,6,132,132,59.0,71,264,121,59.0,0.44696969696969696,24.0,1.0,8.0,,1.0,1.0,3.0,3.0,5.0,8.0,9.0,21.0,7.0,25.0,1.0,3.0,,2.0,5.0,9.0,,10.0,10.0,8.0,,2.0,5.0,,5.0,,,1.0,2.0,2.0,10.0,,1.0,,2.0,4.0,1.0,7.0,1.0,8.0,,3.0,2.0,1.0,4.0,1.0,2.0,3.0,,2.0,1.0,7.0,,1.0,3.0,5.0,,,7.0,,2.0,,,,,,,,,,,10.0,2.0,0.5555555555555556,0.5555555555555556,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.375,0.3333333333333333,0.5,0.4230769230769231,0.3333333333333333,0.5,0.09523809523809523,0.25,,,20.121951219512198,0.5714285714285714,0.3333333333333333,,0.1,0.015384615384615385,0.18181818181818182,,0.11764705882352941,0.013888888888888888,0.034482758620689655,,,,,0.09090909090909091,,0.2,0.2222222222222222,,,,0.3333333333333333,0.125,0.16666666666666666,1.0,0.20833333333333334,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3,0.3333333333333333,0.4583333333333333,0.476375,0.40696666666666664,0.46747000000000005,0.07692307692307693,0.08695652173913043,0.08,0.4,9.066666666666666,5.0,2.0,,1.0,,3.0,,1.0,,1.0,,,0.125,0.625,0.625,0.6,0.08333333333333333,0.041666666666666664,,,,24.03333333333333,,,1.0,,,1.0,,3.0,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
