EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,OffThreePtRebounds,FTOffRebounds,SelfOReb,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,DefensiveGoaltends,ShortMidRangePctBlocked,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1521,1610612737,Jacque Vaughn,Jacque Vaughn,1521,ATL,33557.0,559,-140.0,1038,1041,233.0,299,136,2079,6.0,15.0,2.0,3.0,8.0,37.0,77.0,1.0,5.0,1.0,2.0,6.0,3.0,46.0,100,1.0,11.0,21.0,116,1106,1.0,4.0,1.0,3.0,5.0,9.0,16.0,5.0,6.0,24.0,54.0,38.0,3.0,1.0,5.0,5.0,69.0,15.0,84.0,9.0,6.0,31.0,12.0,26.0,183.0,4.0,9.0,29.0,1.0,39.0,4.0,43.0,22.0,15.0,7.0,27.0,4.0,18.0,14.0,2.0,9.0,2.0,41.0,3.0,10.0,26.0,62.0,1.0,2.0,24.0,2.0,6.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,24.0,233.0,12.0,0.5869565217391305,0.5869565217391305,1.0,0.0909090909090909,0.1,0.46,0.25,0.5625,0.4279279279279279,0.2,0.4285714285714285,0.4705882352941176,0.3333333333333333,0.4791666666666667,0.0990990990990991,0.05,0.2666666666666666,0.0129870129870129,13.322231473771858,0.6585365853658537,0.0277777777777777,0.0749354005167958,0.0094339622641509,0.088235294117647,0.0777096114519427,0.0081632653061224,0.0077519379844961,0.0202702702702702,0.0423728813559322,0.0564516129032258,0.1172413793103448,0.0789473684210526,0.1153846153846153,0.5,0.1351351351351351,0.4,0.5454545454545454,0.3333333333333333,0.072072072072072,0.375,0.375,0.6936936936936937,0.4805194805194805,0.4868421052631579,0.6756756756756757,0.045045045045045,0.2,0.2,1.0,0.054054054054054,0.2,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.2342342342342342,0.4283409090909091,0.42275,0.4289125,0.0683760683760683,0.0754716981132075,0.043103448275862,0.2068965517241379,14.740000000000002,26.05454545454545,0.2244701348747591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1536,1610612737,Stephen Jackson,Stephen Jackson,1536,ATL,27571.0,460,-87.0,875,891,233.0,295,119,1766,30.0,51.0,10.0,9.0,26.0,18.0,45.0,4.0,23.0,4.0,7.0,33.0,9.0,57.0,122,14.0,56.0,29.0,185,941,3.0,7.0,8.0,2.0,14.0,12.0,21.0,16.0,17.0,56.0,60.0,54.0,39.0,,33.0,8.0,43.0,2.0,45.0,1.0,1.0,25.0,8.0,10.0,92.0,5.0,13.0,31.0,7.0,51.0,7.0,58.0,17.0,6.0,11.0,23.0,9.0,16.0,16.0,2.0,7.0,,39.0,4.0,15.0,18.0,39.0,,2.0,35.0,5.0,,15.0,5.0,2.0,1.0,,2.0,,56.0,233.0,6.0,0.5263157894736842,0.5357142857142857,0.9285714285714286,0.25,0.25,0.4672131147540984,0.4285714285714285,0.5714285714285714,0.4382022471910112,0.4,0.527027027027027,0.4792746113989637,0.4375,0.6086956521739131,0.3146067415730337,0.0655737704918032,0.1568627450980392,,23.038728897715988,0.5897435897435898,0.1707317073170731,0.1013071895424836,0.0147058823529411,0.1444444444444444,0.1111111111111111,0.0144927536231884,0.009009009009009,0.009090909090909,0.0804597701149425,0.09,0.1260504201680672,0.1212121212121212,0.2083333333333333,,0.2865168539325842,0.5882352941176471,0.6976744186046512,0.6,0.146067415730337,0.3461538461538461,0.3461538461538461,0.2528089887640449,0.4,0.4,0.5,0.1292134831460674,0.1739130434782608,0.1739130434782608,1.0,0.1853932584269663,0.2666666666666666,0.2702702702702703,0.1891891891891892,0.2432432432432432,0.601123595505618,0.5054463483146067,0.5408857142857142,0.4833324324324325,0.0797872340425532,0.1136363636363636,0.0756756756756756,0.3027027027027027,8.746721311475408,24.641071428571426,0.2662857142857143,2.0,5.0,7.0,1.0,10.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,0.25,0.3125,0.0434782608695652,0.0135135135135135,0.0252100840336134,0.0212765957446808,0.0104166666666666,0.3333333333333333,0.303030303030303,0.303030303030303,0.9,0.3333333333333333,0.4,0.5,0.2666666666666666,0.5,1.0,0.7,0.1428571428571428,0.4444444444444444,0.303030303030303,,,,,,,,,,,,,,,True,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,10567.0,176,8.0,333,334,106.0,139,39,667,5.0,13.0,2.0,1.0,7.0,10.0,27.0,2.0,4.0,,1.0,3.0,,16.0,47,3.0,7.0,14.0,55,315,2.0,4.0,,2.0,6.0,1.0,5.0,1.0,3.0,8.0,26.0,6.0,6.0,,3.0,3.0,6.0,1.0,7.0,1.0,,3.0,1.0,2.0,15.0,8.0,2.0,14.0,,16.0,9.0,25.0,4.0,2.0,2.0,7.0,,4.0,5.0,1.0,3.0,1.0,12.0,,4.0,6.0,20.0,3.0,,19.0,1.0,,9.0,1.0,5.0,4.0,1.0,5.0,3.0,8.0,106.0,3.0,0.8125,0.8666666666666667,0.6666666666666666,0.4285714285714285,0.4285714285714285,0.3404255319148936,0.5,0.2,0.3796296296296296,0.5,0.4166666666666667,0.4365079365079365,0.6,0.5,0.1296296296296296,0.0638297872340425,0.1538461538461538,,19.788918205804748,0.5833333333333334,,0.1186440677966101,0.064516129032258,0.074074074074074,0.1103448275862069,0.0604026845637583,0.0625,0.1111111111111111,0.0833333333333333,0.131578947368421,0.1363636363636363,0.1,,0.6,0.2407407407407407,0.3846153846153846,0.4545454545454545,0.6,0.1296296296296296,0.1428571428571428,0.1666666666666666,0.5,0.3703703703703703,0.3703703703703703,1.0,0.074074074074074,0.5,0.5,0.5,0.0555555555555555,,0.3333333333333333,0.1666666666666666,,0.3703703703703703,0.4477037037037037,0.478275,0.4725416666666666,0.1451612903225806,0.1636363636363636,0.109090909090909,0.1454545454545454,11.45531914893617,24.228571428571428,0.3183183183183183,1.0,2.0,1.0,1.0,1.0,,,,,1.0,3.0,2.0,1.0,1.0,,2.0,,,,1.0,,0.04,0.0357142857142857,0.0526315789473684,0.0625,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,,,,,0.5,1.0,,0.3333333333333333,1.0,1.0,0.1428571428571428,,,,,,,,,,,,True,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,56354.0,939,-156.0,1771,1779,480.0,587,231,3550,80.0,126.0,32.0,47.0,115.0,11.0,39.0,,,,,,,138.0,280,,,69.0,345,1853,36.0,65.0,,24.0,96.0,37.0,72.0,,29.0,103.0,174.0,102.0,,,,33.0,20.0,,20.0,,,13.0,3.0,4.0,40.0,84.0,28.0,118.0,20.0,166.0,101.0,267.0,22.0,14.0,8.0,25.0,6.0,7.0,30.0,1.0,18.0,6.0,55.0,6.0,17.0,70.0,113.0,6.0,8.0,110.0,10.0,,48.0,12.0,27.0,20.0,5.0,27.0,18.0,103.0,480.0,12.0,0.6304347826086957,0.7631578947368421,,,,0.4928571428571429,0.5538461538461539,0.5138888888888888,0.4928571428571429,0.5538461538461539,0.5138888888888888,0.5227272727272727,0.5783132530120482,0.5597826086956522,,0.1178571428571428,0.1666666666666666,0.1025641025641025,18.77133105802048,0.4545454545454545,0.3076923076923077,0.1846635367762128,0.1203438395415472,0.154696132596685,0.1780487804878048,0.1196172248803827,0.1682692307692307,0.1030042918454935,0.1625615763546798,0.2160804020100502,0.1772151898734177,0.1544117647058823,0.1555555555555555,0.6666666666666666,0.45,0.6349206349206349,0.7619047619047619,0.5875,0.4107142857142857,0.408695652173913,0.4392523364485981,0.1392857142857143,0.282051282051282,0.3142857142857143,0.7272727272727273,,,,,,,0.4444444444444444,,,0.45,0.4692310714285713,0.5166982142857142,0.4638583333333335,0.1509433962264151,0.1509433962264151,0.2782608695652174,0.2985507246376812,5.839999999999999,,0.2710333145115753,28.0,48.0,21.0,,,,,,,,,48.0,,16.0,1.0,2.0,2.0,2.0,,,0.0196078431372549,0.1159420289855072,0.0972762645914396,0.0869565217391304,0.0185185185185185,0.6808510638297872,,,,0.7384615384615385,0.5833333333333334,0.1428571428571428,,,,0.65625,,,,,3.0,0.0695652173913043,5.0,0.1739130434782608,,,,,,,,,,True,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,29007.0,483,-71.0,917,917,269.0,323,114,1834,15.0,24.0,5.0,18.0,43.0,36.0,77.0,10.0,21.0,3.0,2.0,45.0,13.0,69.0,144,21.0,66.0,33.0,234,977,2.0,7.0,8.0,3.0,16.0,19.0,43.0,15.0,17.0,67.0,42.0,96.0,48.0,,45.0,6.0,60.0,4.0,64.0,,4.0,16.0,16.0,28.0,132.0,6.0,13.0,20.0,4.0,37.0,8.0,45.0,20.0,15.0,5.0,22.0,4.0,16.0,14.0,1.0,6.0,2.0,36.0,3.0,11.0,14.0,30.0,,2.0,41.0,5.0,4.0,14.0,7.0,1.0,1.0,,2.0,,67.0,269.0,2.0,0.3043478260869565,0.3043478260869565,0.7619047619047619,0.3181818181818182,0.3181818181818182,0.4791666666666667,0.2857142857142857,0.4418604651162791,0.4785714285714286,0.4333333333333333,0.4310344827586206,0.5154867256637168,0.5,0.5075757575757576,0.3142857142857143,0.0416666666666666,0.0416666666666666,0.0259740259740259,24.67043314500942,0.6111111111111112,0.1111111111111111,0.06006006006006,0.0171919770773638,0.1326530612244898,0.0765661252900232,0.0183908045977011,0.0297029702970297,,0.0258620689655172,0.087378640776699,0.0701754385964912,0.1232876712328767,0.16,,0.1142857142857142,0.625,0.6521739130434783,0.3333333333333333,0.2047619047619047,0.4186046511627907,0.45,0.3666666666666666,0.4675324675324675,0.48,0.3333333333333333,0.1,0.4761904761904761,0.4761904761904761,0.9,0.2142857142857142,0.2,0.0862068965517241,0.0344827586206896,0.2241379310344827,0.4285714285714285,0.4629038095238094,0.4928888888888889,0.4375051724137931,0.0639269406392694,0.0915032679738562,0.0683760683760683,0.2863247863247863,12.51875,24.933333333333337,0.2933478735005452,,1.0,4.0,1.0,11.0,1.0,5.0,3.0,3.0,4.0,15.0,,11.0,2.0,,6.0,,,0.375,0.2666666666666666,,0.0232558139534883,0.0241935483870967,0.032258064516129,0.0545454545454545,0.2222222222222222,0.2444444444444444,0.2444444444444444,0.6363636363636364,0.0666666666666666,,,0.3333333333333333,0.2,1.0,0.8,0.5,0.2307692307692307,0.2444444444444444,,,0.0697674418604651,,,2.0,1.0,1.0,0.6666666666666666,0.5,,,,,True,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,31544.0,526,-56.0,992,983,252.0,279,128,1975,47.0,86.0,24.0,3.0,22.0,19.0,61.0,7.0,14.0,3.0,4.0,27.0,6.0,69.0,169,12.0,41.0,41.0,215,1032,8.0,22.0,3.0,3.0,25.0,17.0,40.0,10.0,10.0,56.0,72.0,66.0,30.0,,27.0,19.0,28.0,6.0,34.0,3.0,3.0,11.0,7.0,10.0,74.0,13.0,13.0,43.0,4.0,60.0,15.0,75.0,20.0,9.0,11.0,19.0,1.0,12.0,13.0,2.0,7.0,1.0,32.0,,7.0,12.0,46.0,1.0,8.0,59.0,10.0,1.0,32.0,2.0,10.0,8.0,1.0,11.0,5.0,56.0,252.0,4.0,0.5217391304347826,0.5714285714285714,0.8333333333333334,0.2926829268292683,0.2926829268292683,0.408284023668639,0.3636363636363636,0.425,0.4142857142857143,0.44,0.46,0.4572649572649572,0.4807692307692308,0.4912280701754385,0.1952380952380952,0.1124260355029585,0.1511627906976744,0.0327868852459016,23.19093286835222,0.59375,0.1333333333333333,0.1242774566473988,0.0335051546391752,0.13,0.1255605381165919,0.0326086956521739,0.0614035087719298,0.0413223140495867,0.1111111111111111,0.1081081081081081,0.1496062992125984,0.1176470588235294,0.15625,0.4545454545454545,0.4095238095238095,0.5465116279069767,0.6438356164383562,0.4468085106382978,0.1047619047619047,0.1363636363636363,0.1666666666666666,0.2904761904761905,0.3114754098360656,0.3220338983050847,0.6842105263157895,0.0666666666666666,0.5,0.5,1.0,0.1285714285714285,0.12,0.48,0.08,0.12,0.6047619047619047,0.5022159523809523,0.5372065217391304,0.501861,0.1379310344827586,0.1675392670157068,0.1162790697674418,0.2604651162790697,7.459763313609466,24.860975609756096,0.2540322580645161,8.0,17.0,12.0,3.0,5.0,,,1.0,2.0,4.0,6.0,12.0,5.0,2.0,,4.0,1.0,,0.6666666666666666,0.4,,0.0277777777777777,0.0065359477124183,0.0434782608695652,0.0380952380952381,0.6666666666666666,0.1851851851851851,0.1851851851851851,0.6,0.68,0.4705882352941176,0.125,,,,0.5,0.75,0.1666666666666666,0.1851851851851851,,1.0,0.1818181818181818,,,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,True,,,,,
2424,1610612737,Dan Dickau,Dan Dickau,2424,ATL,6502.0,108,-13.0,210,213,87.0,93,29,423,7.0,13.0,8.0,1.0,5.0,5.0,10.0,,1.0,,,6.0,3.0,13.0,28,2.0,7.0,2.0,34,208,,2.0,1.0,,,5.0,15.0,3.0,2.0,12.0,10.0,16.0,6.0,,6.0,,14.0,,14.0,,,5.0,1.0,8.0,28.0,3.0,2.0,6.0,,8.0,4.0,12.0,7.0,4.0,3.0,7.0,,3.0,4.0,2.0,4.0,,11.0,1.0,6.0,7.0,13.0,,,4.0,,,,2.0,,,,,,12.0,87.0,3.0,0.3846153846153846,0.3846153846153846,1.0,0.2857142857142857,0.2857142857142857,0.4642857142857143,,0.3333333333333333,0.4571428571428571,,0.2777777777777778,0.4594594594594595,,0.3,0.2,,,,19.277108433734934,0.6363636363636364,,0.0909090909090909,0.0344827586206896,0.0909090909090909,0.0909090909090909,0.0373831775700934,0.0434782608695652,0.0384615384615384,0.1,0.0625,0.1,0.1052631578947368,,,0.3714285714285714,0.5384615384615384,0.5384615384615384,0.1428571428571428,0.1428571428571428,0.2,0.2,0.2857142857142857,0.5,0.5,0.8,0.0285714285714285,,,,0.1714285714285714,,0.4444444444444444,,0.1666666666666666,0.5714285714285714,0.4858414285714285,0.3823,0.4844027777777777,,,,0.3529411764705882,8.432142857142859,25.342857142857145,0.4142857142857143,,1.0,3.0,,2.0,,1.0,,,,,,2.0,1.0,,1.0,,,,,,0.05,0.0263157894736842,0.0769230769230769,0.0555555555555555,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,,,0.375,,,0.3333333333333333,2.0,,,,,,,,,,,1.0,0.1428571428571428,1.0,True,,,,,
2580,1610612737,Travis Hansen,Travis Hansen,2580,ATL,8545.0,142,-26.0,267,270,97.0,113,33,537,4.0,6.0,1.0,3.0,7.0,3.0,13.0,,2.0,,2.0,6.0,1.0,10.0,26,2.0,8.0,4.0,30,266,1.0,2.0,,,2.0,4.0,7.0,3.0,2.0,10.0,8.0,12.0,6.0,,6.0,1.0,3.0,1.0,4.0,1.0,,,2.0,1.0,9.0,4.0,5.0,10.0,1.0,16.0,4.0,20.0,3.0,1.0,2.0,7.0,,2.0,1.0,,5.0,1.0,8.0,2.0,2.0,6.0,13.0,,,4.0,,,2.0,,4.0,3.0,,4.0,2.0,10.0,97.0,3.0,0.4,0.4444444444444444,1.0,0.25,0.25,0.3846153846153846,0.5,0.5714285714285714,0.3823529411764705,0.5,0.4,0.4166666666666667,0.5,0.4545454545454545,0.2352941176470588,0.0384615384615384,,,14.285714285714285,0.875,0.0769230769230769,0.1111111111111111,0.0357142857142857,0.1470588235294117,0.1209677419354838,0.0307692307692307,0.0333333333333333,,0.0833333333333333,0.1538461538461538,0.1071428571428571,0.1034482758620689,0.4,0.5,0.1764705882352941,0.6666666666666666,0.6666666666666666,0.5,0.2058823529411764,0.4285714285714285,0.5,0.3823529411764705,0.2307692307692307,0.2307692307692307,0.6666666666666666,0.0588235294117647,,,,0.1764705882352941,,0.1,0.2,0.1,0.4117647058823529,0.4464029411764705,0.623,0.439805,0.0555555555555555,0.0714285714285714,0.0666666666666666,0.3333333333333333,11.419230769230769,24.6,0.3632958801498127,1.0,2.0,1.0,,2.0,,,,,,,2.0,2.0,,,,1.0,,,,,,0.0588235294117647,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,1.0,,,0.3333333333333333,,1.0,0.1428571428571428,,,,,,,,,,,,True,,,,,
1924,1610612737,Lee Nailon,Lee Nailon,1924,ATL,13005.0,217,-59.0,416,419,97.0,128,66,835,23.0,36.0,9.0,16.0,41.0,9.0,23.0,,,,,,,48.0,100,,,11.0,107,449,8.0,18.0,,,16.0,9.0,18.0,,5.0,23.0,68.0,28.0,,,,9.0,10.0,1.0,11.0,,1.0,6.0,1.0,3.0,23.0,16.0,9.0,17.0,3.0,29.0,19.0,48.0,8.0,4.0,4.0,8.0,1.0,3.0,13.0,1.0,5.0,4.0,21.0,3.0,3.0,16.0,38.0,6.0,5.0,13.0,1.0,,6.0,1.0,4.0,1.0,3.0,4.0,2.0,23.0,97.0,6.0,0.7083333333333334,0.85,,,,0.48,0.4444444444444444,0.5,0.48,0.4444444444444444,0.5,0.5047169811320755,0.4444444444444444,0.5476190476190477,,0.09,0.1666666666666666,,25.60483870967742,0.3809523809523809,0.2142857142857142,0.1164383561643835,0.0898876404494382,0.2,0.1361256544502617,0.0878048780487804,0.1525423728813559,0.0483870967741935,0.0612244897959183,0.05,0.2105263157894736,0.2222222222222222,0.1111111111111111,0.5,0.36,0.6388888888888888,0.7666666666666667,0.7391304347826086,0.41,0.3902439024390244,0.4210526315789473,0.23,0.391304347826087,0.391304347826087,1.0,,,,,,,0.5,,,0.36,0.457729,0.4604647058823529,0.4636277777777778,0.0571428571428571,0.0571428571428571,0.1495327102803738,0.2149532710280373,7.322999999999999,,0.2331730769230769,6.0,9.0,7.0,,,,,,,,,16.0,,2.0,1.0,1.0,,2.0,,,0.125,0.074074074074074,0.0701754385964912,0.0666666666666666,0.0232558139534883,0.5,,,,0.5,0.6666666666666666,,,,,0.7777777777777778,,,,,,0.073170731707317,1.0,0.0833333333333333,,,,,,,,,,True,,,,,
689,1610612737,Theo Ratliff,Theo Ratliff,689,ATL,5828.0,97,-32.0,169,180,26.0,69,22,349,7.0,12.0,3.0,5.0,12.0,2.0,4.0,,,,,,,14.0,28,,,12.0,40,195,5.0,9.0,,6.0,16.0,2.0,4.0,,3.0,7.0,14.0,14.0,,,,3.0,1.0,,1.0,,,1.0,,,2.0,6.0,1.0,10.0,1.0,12.0,7.0,19.0,,,,1.0,,1.0,2.0,,,,3.0,,,4.0,12.0,,2.0,16.0,2.0,,9.0,,5.0,5.0,,5.0,1.0,7.0,26.0,2.0,0.5,0.6363636363636364,,,,0.5,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5714285714285714,0.6666666666666666,0.5833333333333334,,0.1071428571428571,0.25,,19.191919191919197,0.3333333333333333,0.125,0.1538461538461538,0.0909090909090909,0.0526315789473684,0.1309523809523809,0.0853658536585365,0.1363636363636363,0.0526315789473684,0.1052631578947368,0.25,0.1153846153846153,,0.3333333333333333,0.2,0.4285714285714285,0.5833333333333334,0.7777777777777778,0.2857142857142857,0.4285714285714285,0.4166666666666667,0.4166666666666667,0.1428571428571428,0.5,0.5,1.0,,,,,,,0.75,,,0.4285714285714285,0.468767857142857,0.527625,0.5612,0.2571428571428571,0.2571428571428571,0.4,0.175,5.842857142857143,,0.1538461538461538,4.0,7.0,2.0,,,,,,,,,6.0,,1.0,,,,1.0,,,,0.0625,0.08,0.0833333333333333,,0.6,,,,0.7777777777777778,0.5714285714285714,,,,,0.6666666666666666,,,,,1.0,,,,,,,,,,,,,True,,,,,
