EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedLongMidRange,3SecondViolations,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,Defensive 3 Seconds Violations,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,21136.0,352,44,686,674,333,308,85.0,1360,12.0,18.0,1.0,2.0,8.0,10.0,3.0,6.0,6.0,24.0,4.0,5.0,3.0,3.0,25.0,79.0,2.0,7.0,10.0,35.0,21.0,48,29.0,84.0,18.0,147.0,685,2.0,5.0,2.0,7.0,10.0,9.0,21,13.0,38.0,15.0,72.0,4.0,38.0,60.0,27.0,2.0,1.0,5.0,73.0,24.0,3.0,1.0,59.0,9.0,68.0,8.0,1.0,30.0,8.0,21.0,145.0,2.0,2.0,7.0,12.0,1.0,20.0,4.0,24,1.0,22.0,14.0,8.0,13.0,6.0,7.0,7.0,6.0,20.0,1.0,12.0,3.0,19.0,22.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,72.0,333,5.0,0.09523809523809523,0.1,0.6896551724137931,0.34523809523809523,0.2857142857142857,0.34210526315789475,0.35443037974683544,0.4375,0.4,0.42857142857142855,0.48863636363636365,0.4166666666666667,0.4830508474576271,0.5105633802816901,0.4166666666666667,0.5294117647058824,0.6363636363636364,0.011904761904761904,0.0625,0.1111111111111111,0.041666666666666664,0.012658227848101266,20.76923076923077,0.65,0.05263157894736842,0.045627376425855515,0.009433962264150943,0.11475409836065574,0.018691588785046728,0.05864197530864197,0.012539184952978056,0.013333333333333334,0.015384615384615385,0.025,0.011494252873563218,0.039473684210526314,0.08,0.10204081632653061,0.16666666666666666,0.0136986301369863,1.0,0.13636363636363635,0.6666666666666666,0.75,0.16666666666666666,0.045454545454545456,0.5,0.5,0.18181818181818182,0.25,0.2608695652173913,0.03787878787878788,0.8,0.8,1.0,0.5984848484848485,0.31645569620253167,0.32051282051282054,0.64,0.16666666666666666,0.5,0.5833333333333334,0.2857142857142857,1.0,0.1694915254237288,0.8,0.05084745762711865,1.0,0.5932203389830508,0.2857142857142857,0.7727272727272727,0.3287671232876712,0.5125460629921261,0.4909083333333333,0.5072372727272727,0.022222222222222223,0.058823529411764705,0.06802721088435375,0.4897959183673469,10.702083333333333,27.02738095238095,0.48542274052478135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,40698.0,678,55,1254,1246,418,416,165.0,2500,62.0,105.0,9.0,22.0,17.0,32.0,24.0,59.0,57.0,163.0,8.0,23.0,5.0,9.0,5.0,13.0,,2.0,3.0,5.0,143.0,327,13.0,36.0,63.0,388.0,1195,16.0,43.0,2.0,6.0,42.0,39.0,99,8.0,14.0,29.0,131.0,200.0,86.0,36.0,3.0,14.0,,1.0,12.0,5.0,16.0,,35.0,12.0,47.0,8.0,4.0,24.0,3.0,8.0,106.0,7.0,17.0,17.0,48.0,,65.0,24.0,89,6.0,43.0,25.0,18.0,31.0,6.0,12.0,23.0,19.0,54.0,10.0,17.0,17.0,60.0,82.0,,37.0,7.0,8.0,4.0,8.0,3.0,131.0,418,10.0,0.6993006993006993,0.7352941176470589,0.9230769230769231,0.3611111111111111,0.3333333333333333,0.5714285714285714,0.37142857142857144,0.43730886850152906,0.37209302325581395,0.3939393939393939,0.4476584022038568,0.3877551020408163,0.45132743362831856,0.4837905236907731,0.40384615384615385,0.5038461538461538,0.09917355371900827,,0.04892966360856269,0.09523809523809523,0.03067484662576687,,31.121751025991795,0.5740740740740741,,0.09917355371900827,0.03294573643410853,0.1328125,0.07777777777777778,0.10620915032679738,0.039603960396039604,0.06395348837209303,0.03676470588235294,0.018867924528301886,0.07547169811320754,0.09523809523809523,0.12359550561797752,0.1346153846153846,0.125,0.03208556149732621,0.375,0.2892561983471074,0.5904761904761905,0.6526315789473685,0.5806451612903226,0.162534435261708,0.4067796610169492,0.41379310344827586,0.4490358126721763,0.3496932515337423,0.36075949367088606,0.06336088154269973,0.34782608695652173,0.34782608695652173,0.875,0.03581267217630854,0.38461538461538464,0.38461538461538464,1.0,0.4489795918367347,0.4090909090909091,0.04081632653061224,,,0.2831858407079646,0.53125,0.07964601769911504,0.5555555555555556,0.04424778761061947,0.6,0.3884297520661157,0.4166666666666667,0.46972472375690605,0.4844321428571428,0.46168080357142854,0.09390862944162437,0.10335195530726257,0.10824742268041238,0.33762886597938147,10.500305810397554,24.98888888888889,0.3333333333333333,2.0,4.0,4.0,1.0,1.0,12.0,6.0,3.0,1.0,1.0,0.01694915254237288,0.004807692307692308,0.16216216216216217,0.5833333333333334,0.8771929824561403,0.2222222222222222,0.08163265306122448,0.5,1.0,,,,,,,,,,,,,,True,
1899,1610612763,James Posey,James Posey,1899,MEM,46884.0,781,110,1411,1409,314,283,187.0,2820,56.0,84.0,2.0,9.0,13.0,16.0,12.0,38.0,8.0,32.0,13.0,40.0,2.0,7.0,19.0,52.0,3.0,8.0,5.0,12.0,76.0,154,32.0,92.0,103.0,351.0,1316,4.0,15.0,4.0,10.0,23.0,18.0,36,7.0,19.0,41.0,98.0,104.0,48.0,72.0,24.0,2.0,,,52.0,19.0,17.0,,24.0,13.0,37.0,13.0,,12.0,5.0,7.0,87.0,9.0,21.0,19.0,71.0,4.0,94.0,32.0,126,4.0,47.0,28.0,19.0,13.0,3.0,4.0,32.0,9.0,45.0,5.0,11.0,23.0,65.0,125.0,12.0,49.0,12.0,13.0,4.0,14.0,7.0,98.0,314,7.0,0.6842105263157895,0.6933333333333334,0.75,0.34782608695652173,0.4,0.3684210526315789,0.34782608695652173,0.4935064935064935,0.26666666666666666,0.5,0.5040650406504065,0.4,0.5181818181818182,0.5774410774410774,0.4230769230769231,0.6233766233766234,0.37398373983739835,,0.11038961038961038,0.09523809523809523,0.1875,,20.853658536585368,0.28888888888888886,0.12903225806451613,0.12885662431941924,0.03903345724907063,0.1347517730496454,0.05555555555555555,0.13005780346820808,0.04285714285714286,0.04371584699453552,0.03468208092485549,0.07272727272727272,0.07692307692307693,0.17419354838709677,0.14018691588785046,0.13559322033898305,0.13043478260869565,0.03389830508474576,0.5,0.34146341463414637,0.6666666666666666,0.7368421052631579,0.7142857142857143,0.15447154471544716,0.3157894736842105,0.34285714285714286,0.13008130081300814,0.25,0.3076923076923077,0.16260162601626016,0.325,0.325,0.7692307692307693,0.21138211382113822,0.36538461538461536,0.36538461538461536,0.7368421052631579,0.36,0.2222222222222222,0.32,0.375,0.6666666666666666,0.2909090909090909,0.8125,0.12727272727272726,0.2857142857142857,0.21818181818181817,0.4166666666666667,0.7154471544715447,0.36538461538461536,0.5312341463414634,0.5456113636363636,0.5025618181818181,0.17192982456140352,0.2538860103626943,0.06552706552706553,0.2792022792022792,5.947402597402599,24.352173913043476,0.222537207654146,1.0,2.0,3.0,7.0,2.0,11.0,10.0,8.0,1.0,,0.07894736842105263,0.038461538461538464,0.019230769230769232,0.5,0.75,0.5,0.08,0.5,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.03636363636363636,,,,,,True,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,33794.0,563,76,1068,1073,470,491,167.0,2141,52.0,94.0,13.0,26.0,21.0,35.0,18.0,57.0,34.0,70.0,,,,,,,,,,,104.0,221,,,74.0,282.0,1008,18.0,37.0,,,56.0,43.0,84,,,34.0,120.0,148.0,60.0,,,24.0,,,,,11.0,,10.0,6.0,16.0,2.0,4.0,9.0,1.0,,38.0,6.0,45.0,13.0,65.0,14.0,92.0,51.0,143,7.0,25.0,12.0,13.0,20.0,2.0,10.0,11.0,10.0,31.0,4.0,8.0,24.0,60.0,98.0,,42.0,10.0,47.0,10.0,48.0,23.0,120.0,470,15.0,0.7115384615384616,0.8043478260869565,,,,,,0.47058823529411764,0.4864864864864865,0.5119047619047619,0.47058823529411764,0.4864864864864865,0.5119047619047619,0.5280898876404494,0.5714285714285714,0.5660377358490566,,,0.049773755656108594,0.06382978723404255,0.014285714285714285,,23.52012628255722,0.6451612903225806,0.3684210526315789,0.15330188679245282,0.10321100917431193,0.12745098039215685,0.0759493670886076,0.1482889733840304,0.09902912621359224,0.1437908496732026,0.06837606837606838,0.10416666666666667,0.10687022900763359,0.1885245901639344,0.16374269005847952,0.12658227848101267,0.13043478260869565,0.0660377358490566,0.4791666666666667,0.4253393665158371,0.5531914893617021,0.5909090909090909,0.5961538461538461,0.2579185520361991,0.3157894736842105,0.33962264150943394,0.3167420814479638,0.4857142857142857,0.4927536231884058,,,,,,,,,0.7027027027027027,0.5,,,,0.4166666666666667,0.6,,,,,0.4253393665158371,,0.473708597285068,0.5087500000000001,0.4615642857142857,0.16342412451361868,0.16342412451361868,0.19858156028368795,0.425531914893617,7.559728506787329,,0.4400749063670412,,,20.0,,10.0,4.0,6.0,30.0,7.0,2.0,0.07017543859649122,0.09036144578313253,0.03225806451612903,0.5555555555555556,0.9705882352941176,0.15384615384615385,,,,,2.0,1.0,1.0,1.0,3.0,,,1.0,,,,,True,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,96832.0,1614,188,2999,2999,1041,1055,406.0,5998,129.0,211.0,28.0,54.0,39.0,64.0,26.0,77.0,4.0,20.0,,,,,,4.0,,,,4.0,159.0,308,,4.0,61.0,379.0,2825,29.0,63.0,,,67.0,46.0,89,,4.0,30.0,122.0,226.0,92.0,,,38.0,,2.0,2.0,,30.0,,70.0,20.0,90.0,13.0,7.0,47.0,9.0,14.0,200.0,27.0,97.0,33.0,160.0,24.0,217.0,125.0,342,9.0,73.0,55.0,18.0,40.0,8.0,23.0,29.0,17.0,69.0,10.0,24.0,72.0,170.0,116.0,,49.0,17.0,69.0,15.0,70.0,40.0,122.0,1041,20.0,0.710691823899371,0.8071428571428572,,,,,,0.5162337662337663,0.4603174603174603,0.5168539325842697,0.5096153846153846,0.4603174603174603,0.4946236559139785,0.51775956284153,0.47183098591549294,0.5,0.01282051282051282,,0.09740259740259741,0.10426540284360189,,,12.500000000000002,0.5797101449275363,0.2696629213483146,0.13593882752761258,0.08398268398268398,0.11301369863013698,0.08970099667774087,0.13138189244383935,0.08516483516483517,0.09944751381215469,0.08157099697885196,0.09375,0.1387434554973822,0.13005780346820808,0.13808463251670378,0.11965811965811966,0.08620689655172414,0.07627118644067797,0.5714285714285714,0.6762820512820513,0.6113744075829384,0.6825396825396826,0.7674418604651163,0.2467948717948718,0.33766233766233766,0.37681159420289856,0.0641025641025641,0.2,0.2,,,,,0.01282051282051282,,,,0.8571428571428571,0.5185185185185185,,,,0.6881720430107527,0.609375,,,0.043010752688172046,,0.6891025641025641,,0.5156245161290322,0.5244684210526316,0.5058241758241758,0.14040114613180515,0.14202898550724638,0.17678100263852242,0.32189973614775724,3.0269480519480516,41.4,0.34711570523507834,,,9.0,1.0,15.0,7.0,12.0,51.0,3.0,2.0,0.1038961038961039,0.0735930735930736,0.08256880733944955,0.4230769230769231,0.75,0.2857142857142857,,,,1.0,,5.0,1.0,1.0,,,0.00819672131147541,7.0,,,,,True,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,4917.0,82,-4,144,148,62,51,19.0,292,9.0,12.0,3.0,4.0,5.0,6.0,2.0,5.0,1.0,3.0,,,,,,,,,,,12.0,20,,,5.0,29.0,143,3.0,5.0,,,6.0,6.0,9,,,1.0,13.0,22.0,2.0,,,2.0,,,,,2.0,,2.0,,2.0,,,1.0,,1.0,4.0,1.0,4.0,1.0,5.0,2.0,8.0,5.0,13,,2.0,,2.0,,2.0,,4.0,,4.0,,2.0,2.0,7.0,10.0,,4.0,2.0,6.0,2.0,6.0,3.0,13.0,62,1.0,0.9166666666666666,1.0,,,,,,0.6,0.6,0.6666666666666666,0.6,0.6,0.6666666666666666,0.6041666666666666,0.5,0.5909090909090909,,,0.1,0.16666666666666666,,,16.666666666666668,,0.5,0.07575757575757576,0.07272727272727272,0.08333333333333333,0.058823529411764705,0.07692307692307693,0.06944444444444445,0.05263157894736842,0.0625,0.08333333333333333,0.1,0.05555555555555555,0.07142857142857142,0.09090909090909091,,,0.5,0.6,0.75,0.9,0.8888888888888888,0.25,0.4,0.4,0.15,0.3333333333333333,0.3333333333333333,,,,,,,,,0.8,0.75,,,,0.6666666666666666,0.8333333333333334,,,,,0.6,,0.5044199999999999,0.513575,0.48951111111111106,0.18181818181818182,0.18181818181818182,0.20689655172413793,0.4482758620689655,4.4,,0.4305555555555556,,,,,3.0,,2.0,4.0,,1.0,,0.1,,1.0,1.0,0.6666666666666666,,,,,,1.0,,,,,,,,,,,True,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,17269.0,288,87,547,537,225,204,55.0,1084,25.0,39.0,5.0,8.0,12.0,18.0,21.0,50.0,9.0,23.0,,1.0,,1.0,,2.0,,,,1.0,55.0,112,,3.0,72.0,182.0,495,7.0,13.0,,,23.0,23.0,44,,2.0,47.0,93.0,50.0,60.0,,,6.0,,,2.0,,10.0,,16.0,9.0,25.0,6.0,3.0,14.0,,2.0,59.0,5.0,10.0,12.0,30.0,6.0,48.0,15.0,63,1.0,2.0,2.0,,14.0,1.0,7.0,5.0,7.0,19.0,1.0,6.0,12.0,24.0,90.0,,33.0,15.0,15.0,6.0,17.0,10.0,93.0,225,2.0,0.45454545454545453,0.4807692307692308,,,,,,0.49107142857142855,0.5384615384615384,0.5227272727272727,0.4782608695652174,0.5384615384615384,0.5,0.5796178343949044,0.6388888888888888,0.6118421052631579,0.02608695652173913,,0.08928571428571429,0.15384615384615385,,,28.805237315875612,0.7368421052631579,0.4,0.14925373134328357,0.059880239520958084,0.21818181818181817,0.0625,0.1640625,0.06072874493927125,0.11320754716981132,,0.07692307692307693,0.14492753623188406,0.11764705882352941,0.1875,0.2391304347826087,0.1111111111111111,0.02,0.5882352941176471,0.3391304347826087,0.6410256410256411,0.7575757575757576,0.56,0.43478260869565216,0.42,0.45652173913043476,0.2,0.391304347826087,0.391304347826087,0.008695652173913044,,,,0.017391304347826087,,,,0.6153846153846154,0.625,,,,0.391304347826087,0.6666666666666666,0.021739130434782608,,0.021739130434782608,,0.3652173913043478,,0.4527769565217392,0.5187222222222222,0.46783152173913045,0.2323943661971831,0.23741007194244604,0.12637362637362637,0.510989010989011,7.0839285714285705,24.3,0.4113345521023766,,,9.0,,5.0,,6.0,9.0,,,0.08,0.06666666666666667,0.03571428571428571,0.19047619047619047,0.7777777777777778,,,,,,,1.0,2.0,1.0,,,,,1.0,,,,True,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,39755.0,663,16,1204,1205,273,286,159.0,2409,52.0,88.0,18.0,32.0,10.0,20.0,26.0,82.0,28.0,87.0,,,,,,2.0,,,,2.0,106.0,257,,2.0,42.0,254.0,1145,21.0,45.0,,,53.0,16.0,49,,2.0,13.0,45.0,160.0,52.0,,,34.0,,1.0,1.0,,20.0,,22.0,6.0,28.0,5.0,1.0,14.0,3.0,5.0,62.0,5.0,40.0,25.0,84.0,12.0,121.0,45.0,166,6.0,16.0,8.0,8.0,15.0,1.0,7.0,20.0,8.0,35.0,4.0,11.0,32.0,80.0,58.0,,26.0,5.0,21.0,6.0,21.0,13.0,45.0,273,7.0,0.7547169811320755,0.898876404494382,,,,,,0.41245136186770426,0.4666666666666667,0.32653061224489793,0.4092664092664093,0.4666666666666667,0.3137254901960784,0.44405594405594406,0.5096153846153846,0.375,0.007722007722007722,,0.07782101167315175,0.13636363636363635,0.011494252873563218,,23.076923076923077,0.42857142857142855,0.3870967741935484,0.17834394904458598,0.08247422680412371,0.21008403361344538,0.04132231404958678,0.1847457627118644,0.07425742574257425,0.12121212121212122,0.06474820143884892,0.05194805194805195,0.15384615384615385,0.15555555555555556,0.21666666666666667,0.19148936170212766,0.28,0.045454545454545456,0.6190476190476191,0.33976833976833976,0.5909090909090909,0.6842105263157895,0.6346153846153846,0.3166023166023166,0.3170731707317073,0.3466666666666667,0.3359073359073359,0.3218390804597701,0.32558139534883723,,,,,0.007722007722007722,,,,0.7111111111111111,0.5625,,,,0.39215686274509803,0.5,,,0.0392156862745098,,0.3474903474903475,,0.4581961240310077,0.519695,0.462528,0.09252669039145907,0.0931899641577061,0.20866141732283464,0.17716535433070865,8.484824902723737,33.2,0.22674418604651161,,,11.0,2.0,8.0,11.0,4.0,15.0,,1.0,0.08536585365853659,0.07009345794392523,0.022727272727272728,0.7307692307692307,1.0,0.1111111111111111,,,,,1.0,2.0,,,,,,2.0,,,,,True,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,58951.0,983,155,1866,1866,853,849,261.0,3732,44.0,67.0,16.0,25.0,17.0,27.0,11.0,45.0,39.0,89.0,22.0,67.0,8.0,25.0,12.0,42.0,,3.0,1.0,19.0,94.0,201,34.0,109.0,68.0,358.0,1729,28.0,51.0,,5.0,63.0,35.0,79,9.0,44.0,40.0,137.0,110.0,78.0,99.0,3.0,28.0,,2.0,40.0,12.0,8.0,1.0,46.0,6.0,52.0,3.0,3.0,22.0,10.0,14.0,110.0,11.0,38.0,19.0,77.0,4.0,100.0,49.0,149,5.0,46.0,25.0,21.0,18.0,1.0,15.0,16.0,3.0,34.0,2.0,13.0,40.0,84.0,88.0,4.0,30.0,15.0,21.0,6.0,22.0,10.0,137.0,853,12.0,0.5851063829787234,0.6875,0.9705882352941176,0.3119266055045872,,0.20454545454545456,0.3177570093457944,0.46766169154228854,0.5490196078431373,0.4430379746835443,0.46774193548387094,0.5,0.3943089430894309,0.5100574712643678,0.5163934426229508,0.4657534246575342,0.35161290322580646,0.009174311926605505,0.03980099502487562,0.04477611940298507,0.02247191011235955,0.023809523809523808,17.636195752539244,0.5294117647058824,0.07017543859649122,0.10266666666666667,0.05352112676056338,0.10674157303370786,0.05851063829787234,0.10344827586206896,0.05456570155902005,0.034653465346534656,0.06666666666666667,0.07692307692307693,0.11016949152542373,0.11013215859030837,0.09059233449477352,0.10144927536231885,0.125,0.030120481927710843,0.45454545454545453,0.2161290322580645,0.6567164179104478,0.6875,0.3181818181818182,0.14516129032258066,0.24444444444444444,0.2619047619047619,0.2870967741935484,0.43820224719101125,0.4482758620689655,0.2161290322580645,0.3283582089552239,0.3283582089552239,1.0,0.13548387096774195,0.2857142857142857,0.2926829268292683,0.9166666666666666,0.44642857142857145,0.64,0.05357142857142857,,,0.21951219512195122,0.6296296296296297,0.2032520325203252,0.32,0.15447154471544716,0.05263157894736842,0.567741935483871,0.3,0.4830062091503268,0.47595,0.47813791666666666,0.09009009009009009,0.13392857142857142,0.17597765363128492,0.38268156424581007,9.744278606965175,24.800917431192662,0.4571275455519829,,2.0,7.0,3.0,7.0,9.0,7.0,14.0,1.0,,0.06666666666666667,0.05704697986577181,0.028169014084507043,0.5454545454545454,0.8974358974358975,0.125,0.03571428571428571,,,,1.0,1.0,1.0,,,,,,1.0,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,22279.0,371,89,694,694,209,212,95.0,1388,22.0,41.0,4.0,7.0,7.0,15.0,4.0,12.0,11.0,31.0,1.0,4.0,,1.0,17.0,40.0,1.0,2.0,6.0,11.0,37.0,84,18.0,44.0,26.0,154.0,653,6.0,13.0,2.0,3.0,23.0,11.0,25,6.0,12.0,11.0,51.0,44.0,30.0,51.0,3.0,6.0,,,40.0,17.0,11.0,,41.0,10.0,51.0,7.0,3.0,23.0,4.0,14.0,112.0,2.0,8.0,5.0,37.0,,42.0,10.0,52,4.0,13.0,7.0,6.0,15.0,4.0,9.0,11.0,6.0,26.0,1.0,6.0,15.0,37.0,34.0,,10.0,8.0,3.0,,3.0,1.0,51.0,209,5.0,0.5945945945945946,0.6470588235294118,0.9444444444444444,0.4090909090909091,0.6666666666666666,0.5,0.4090909090909091,0.44047619047619047,0.46153846153846156,0.44,0.5,0.5625,0.5405405405405406,0.5347222222222222,0.575,0.5795454545454546,0.34375,,0.13095238095238096,0.17073170731707318,,,21.25,0.5769230769230769,,0.13261648745519714,0.032388663967611336,0.08064516129032258,0.025974025974025976,0.12316715542521994,0.030864197530864196,0.05,0.03125,0.017857142857142856,0.0898876404494382,0.09333333333333334,0.19130434782608696,0.08,0.08333333333333333,0.06666666666666667,0.3333333333333333,0.3203125,0.5365853658536586,0.6470588235294118,0.5909090909090909,0.09375,0.3333333333333333,0.5,0.2421875,0.3548387096774194,0.3548387096774194,0.03125,0.25,0.25,1.0,0.3125,0.425,0.425,0.9411764705882353,0.4375,0.5714285714285714,0.125,0.5,1.0,0.40540540540540543,0.4666666666666667,0.02702702702702703,,0.2972972972972973,0.5454545454545454,0.6640625,0.425,0.5097656249999999,0.49405666666666664,0.5128608108108108,0.07352941176470588,0.10869565217391304,0.14935064935064934,0.33116883116883117,8.660714285714286,25.045454545454547,0.3011527377521614,1.0,1.0,5.0,,1.0,5.0,2.0,3.0,,,0.3333333333333333,0.012048192771084338,0.047619047619047616,0.25,0.7272727272727273,,0.0625,1.0,1.0,,1.0,1.0,,,,,,,,,,,True,
